Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SYH,SYD,SYA,WHH,WHD,WHA
I2,20/01/02,Salernitana,Cittadella,3,2,H,2,0,H,1.6,3.1,5.5,1.6,2.9,4.8,,,,1.5,3.35,5.75
I2,20/01/02,Ternana,Messina,2,2,D,2,1,H,1.88,2.8,4.15,1.85,2.8,3.5,,,,1.85,2.75,4.25
I2,20/01/02,Vicenza,Siena,2,1,H,1,0,H,1.35,3.7,8.5,1.35,3.2,7.5,,,,1.3,4.1,8
I2,21/01/02,Ancona,Napoli,0,1,A,0,1,A,2.8,2.75,2.45,2.7,2.6,2.4,,,,2.7,2.6,2.6
I2,27/01/02,Napoli,Salernitana,1,1,D,0,0,D,1.75,2.9,4.75,1.7,2.8,4.3,,,,1.8,2.8,4.5
I2,01/02/02,Pistoiese,Palermo,0,2,A,0,0,D,2.06,2.7,3.65,,,,,,,2.1,2.65,3.5
I2,03/02/02,Bari,Cagliari,0,0,D,0,0,D,2.2,2.7,3.3,2.2,2.6,3,,,,2.25,2.7,3.1
I2,03/02/02,Cittadella,Vicenza,2,2,D,1,1,D,2.9,2.8,2.35,2.75,2.6,2.35,,,,2.8,2.85,2.35
I2,03/02/02,Como,Genoa,2,1,H,1,1,D,1.78,2.75,4.9,1.8,2.6,4.2,,,,1.75,2.75,5
I2,03/02/02,Crotone,Salernitana,3,3,D,3,0,H,2.95,2.75,2.35,2.9,2.7,2.2,,,,3,2.7,2.3
I2,03/02/02,Messina,Empoli,1,0,H,1,0,H,2.7,2.5,2.8,2.6,2.5,2.6,,,,2.7,2.6,2.65
I2,03/02/02,Napoli,Modena,1,0,H,1,0,H,1.95,2.7,4.1,2,2.5,3.6,,,,1.9,2.7,4.2
I2,03/02/02,Siena,Ancona,0,0,D,0,0,D,2.18,2.85,3.12,2.2,2.7,2.9,,,,2.2,2.85,3
I2,03/02/02,Ternana,Cosenza,2,2,D,0,1,A,1.95,2.7,4.1,1.9,2.6,3.8,,,,1.9,2.85,3.85
I2,04/02/02,Sampdoria,Reggina,0,0,D,0,0,D,2.18,2.7,3.35,2.1,2.5,3.3,,,,2.2,2.7,3.2
I2,08/02/02,Salernitana,Como,1,2,A,1,0,H,2.12,2.65,3.55,2,2.7,3.3,,,,2,2.8,3.6
I2,10/02/02,Ancona,Messina,1,1,D,1,0,H,2.2,2.6,3.45,2.2,2.7,2.9,,,,2.2,2.7,3.2
I2,10/02/02,Cagliari,Crotone,2,1,H,1,0,H,1.42,3.7,6.44,1.4,3.2,6.5,,,,1.35,3.8,7.5
I2,10/02/02,Cosenza,Pistoiese,1,2,A,0,1,A,1.75,2.8,5,1.75,2.8,4,,,,1.7,2.85,5
I2,10/02/02,Empoli,Sampdoria,2,0,H,0,0,D,1.82,2.8,4.5,1.9,2.7,3.6,,,,1.85,2.75,4.3
I2,10/02/02,Genoa,Siena,1,1,D,0,0,D,1.5,3.3,6.25,1.5,2.9,5.6,,,,1.45,3.3,7
I2,10/02/02,Modena,Ternana,2,0,H,1,0,H,1.58,3.05,6,1.55,2.9,5.2,,,,1.55,3.1,6
I2,10/02/02,Reggina,Cittadella,1,0,H,0,0,D,1.4,3.6,7.5,1.4,3.2,6.5,,,,1.3,4,8.5
I2,10/02/02,Vicenza,Napoli,2,1,H,1,1,D,2.22,2.6,3.42,2.3,2.65,2.75,,,,2.25,2.7,3.1
I2,11/02/02,Palermo,Bari,0,0,D,0,0,D,1.85,2.85,4.25,1.85,2.7,3.7,,,,1.8,2.75,4.6
I2,15/02/02,Ternana,Vicenza,3,1,H,1,0,H,2.33,2.8,2.95,2.3,2.7,2.7,,,,2.4,2.75,2.8
I2,17/02/02,Bari,Reggina,2,1,H,0,1,A,2.65,2.5,2.85,2.6,2.5,2.6,,,,2.5,2.55,2.9
I2,17/02/02,Cittadella,Palermo,2,2,D,1,1,D,2.4,2.65,3,2.3,2.6,2.8,,,,2.35,2.75,2.9
I2,17/02/02,Como,Cosenza,2,0,H,0,0,D,1.57,3.1,6,1.5,3,5.5,,,,1.5,3.2,6.5
I2,17/02/02,Crotone,Ancona,2,0,H,0,0,D,2.3,2.8,3,2.3,2.7,2.7,,,,2.3,2.9,2.8
I2,17/02/02,Messina,Genoa,0,0,D,0,0,D,1.95,2.6,4.35,2,2.6,3.5,,,,1.9,2.65,4.3
I2,17/02/02,Pistoiese,Salernitana,1,2,A,1,2,A,2.35,2.6,3.15,2.3,2.7,2.7,,,,2.3,2.7,3
I2,17/02/02,Sampdoria,Cagliari,3,3,D,2,0,H,2,2.65,4,2,2.7,3.3,,,,2,2.7,3.75
I2,17/02/02,Siena,Modena,0,1,A,0,0,D,3,2.8,2.3,2.85,2.75,2.2,,,,3,2.85,2.2
I2,18/02/02,Napoli,Empoli,0,0,D,0,0,D,2,2.8,3.65,2,2.6,3.5,,,,2,2.75,3.7
I2,22/02/02,Reggina,Cosenza,1,0,H,0,0,D,1.55,3.1,6.25,1.6,2.8,5,,,,1.6,2.9,6
I2,24/02/02,Ancona,Como,1,1,D,0,0,D,2.8,2.7,2.5,2.7,2.7,2.3,,,,2.9,2.85,2.25
I2,24/02/02,Cagliari,Napoli,1,1,D,0,1,A,2.4,2.7,2.95,2.3,2.7,2.7,,,,2.3,2.75,3
I2,24/02/02,Crotone,Bari,2,2,D,0,0,D,2.5,2.75,2.75,2.3,2.7,2.7,,,,2.4,2.85,2.7
I2,24/02/02,Empoli,Cittadella,0,0,D,0,0,D,1.4,3.6,7.25,1.45,3.2,5.7,,,,1.55,3,6.5
I2,24/02/02,Genoa,Ternana,0,2,A,0,1,A,1.9,2.65,4.5,2,2.5,3.7,,,,1.9,2.7,4.2
I2,24/02/02,Palermo,Sampdoria,2,0,H,0,0,D,2.2,2.6,3.45,2.1,2.5,3.5,,,,2.1,2.75,3.4
I2,24/02/02,Salernitana,Siena,1,0,H,0,0,D,1.41,3.8,6.5,1.4,3.4,6,,,,1.4,3.75,6.5
I2,24/02/02,Vicenza,Messina,2,2,D,2,0,H,1.7,2.8,5.5,1.65,2.8,4.6,,,,1.65,2.85,5.5
I2,25/02/02,Modena,Pistoiese,1,0,H,0,0,D,1.4,3.6,7.25,1.35,3.3,7.5,,,,1.35,3.8,7.5
I2,01/03/02,Bari,Sampdoria,1,1,D,1,0,H,2.15,2.4,4.05,2.1,2.6,3.3,,,,2.15,2.7,3.35
I2,03/03/02,Como,Modena,1,0,H,0,0,D,2.15,2.45,3.95,2.2,2.5,3.4,,,,2.2,2.5,3.6
I2,03/03/02,Cosenza,Vicenza,2,1,H,0,0,D,2.35,2.75,2.95,2.3,2.7,2.7,,,,2.4,2.8,2.8
I2,03/03/02,Genoa,Ancona,1,2,A,1,1,D,1.75,2.8,5,1.75,2.8,4,,,,1.7,2.75,5.5
I2,03/03/02,Messina,Salernitana,1,3,A,1,0,H,2.22,2.75,3.2,2.3,2.6,2.8,,,,2.25,2.7,3.15
I2,03/03/02,Napoli,Ternana,1,1,D,1,0,H,1.65,3.05,5.25,1.7,2.8,4.2,,,,1.7,2.9,5
I2,03/03/02,Palermo,Reggina,4,2,H,2,1,H,2.5,2.55,3,2.5,2.4,2.8,,,,2.5,2.55,2.9
I2,03/03/02,Pistoiese,Empoli,0,1,A,0,0,D,2.85,2.6,2.6,2.8,2.4,2.5,,,,2.8,2.65,2.5
I2,03/03/02,Siena,Cagliari,1,0,H,1,0,H,2.87,2.8,2.36,2.7,2.7,2.3,,,,2.85,2.8,2.35
I2,04/03/02,Cittadella,Crotone,3,2,H,2,1,H,1.8,2.9,4.4,1.8,2.8,3.7,,,,1.85,2.8,4.2
I2,08/03/02,Ternana,Como,0,0,D,0,0,D,2.5,2.5,3.05,2.5,2.5,2.7,,,,2.5,2.6,2.85
I2,10/03/02,Bari,Vicenza,2,1,H,0,1,A,2.12,2.6,3.65,2.1,2.5,3.5,,,,2.05,2.7,3.65
I2,10/03/02,Cagliari,Empoli,1,3,A,0,0,D,2.48,2.55,3,2.5,2.5,2.7,,,,2.4,2.7,2.9
I2,10/03/02,Cittadella,Genoa,0,0,D,0,0,D,2.2,2.55,3.55,2.2,2.5,3.3,,,,2.2,2.6,3.4
I2,10/03/02,Crotone,Palermo,1,1,D,1,1,D,2.7,2.85,2.45,2.7,2.7,2.3,,,,2.75,2.8,2.4
I2,10/03/02,Reggina,Pistoiese,3,2,H,3,1,H,1.42,3.4,7.6,1.45,3,6.2,,,,1.4,3.5,7.5
I2,10/03/02,Salernitana,Napoli,3,1,H,2,0,H,2.25,2.7,3.2,2.4,2.6,2.7,,,,2.25,2.8,3
I2,10/03/02,Sampdoria,Ancona,0,3,A,0,1,A,1.6,2.9,6.25,1.6,2.8,5,,,,1.55,3.2,5.75
I2,10/03/02,Siena,Messina,1,0,H,0,0,D,2.4,2.8,2.8,2.3,2.7,2.7,,,,2.35,2.9,2.75
I2,11/03/02,Modena,Cosenza,1,1,D,1,0,H,1.5,3.15,6.85,1.5,2.9,5.7,,,,1.55,3,6.5
I2,15/03/02,Genoa,Bari,2,0,H,2,0,H,1.9,2.85,4,2,2.6,3.5,,,,,,
I2,17/03/02,Ancona,Ternana,3,1,H,1,1,D,2.25,2.6,3.35,2.3,2.5,3,,,,,,
I2,17/03/02,Cagliari,Modena,0,0,D,0,0,D,2.25,2.7,3.2,2.3,2.5,3,,,,,,
I2,17/03/02,Como,Siena,0,1,A,0,0,D,1.45,3.5,6.5,1.4,3.1,6.5,,,,,,
I2,17/03/02,Cosenza,Salernitana,2,3,A,1,0,H,2.55,2.6,2.85,2.5,2.5,2.7,,,,,,
I2,17/03/02,Empoli,Reggina,2,1,H,0,0,D,2.15,2.5,3.8,2.2,2.5,3.2,,,,,,
I2,17/03/02,Napoli,Cittadella,1,1,D,1,1,D,1.5,3.3,6.25,1.5,3,5.4,,,,,,
I2,17/03/02,Pistoiese,Sampdoria,0,2,A,0,0,D,2.4,2.6,3.1,2.3,2.6,2.8,,,,,,
I2,17/03/02,Vicenza,Crotone,4,0,H,1,0,H,1.45,3.5,6.5,1.4,3.3,6.2,,,,,,
I2,18/03/02,Palermo,Messina,1,0,H,1,0,H,1.93,2.75,4.1,1.9,2.7,3.6,,,,,,
I2,30/03/02,Bari,Pistoiese,3,3,D,0,1,A,1.75,2.85,4.8,1.8,2.6,4.1,,,,1.7,2.85,5
I2,30/03/02,Cittadella,Ancona,3,1,H,1,0,H,2.25,2.55,3.4,2.2,2.6,3,,,,2.2,2.6,3.4
I2,30/03/02,Crotone,Empoli,1,1,D,0,0,D,4.55,2.95,1.75,4.2,2.7,1.75,,,,4.5,3,1.7
I2,30/03/02,Messina,Como,1,1,D,0,0,D,2.4,2.55,3.15,,,,,,,2.5,2.5,3
I2,30/03/02,Modena,Vicenza,0,1,A,0,0,D,1.7,2.95,4.95,1.6,2.8,5,,,,1.65,3,5
I2,30/03/02,Reggina,Cagliari,0,0,D,0,0,D,1.7,2.9,5.1,1.7,2.8,4.2,,,,1.7,2.85,5
I2,30/03/02,Salernitana,Genoa,0,1,A,0,1,A,1.6,3.1,5.45,1.6,2.8,5,,,,1.6,3,5.5
I2,30/03/02,Sampdoria,Napoli,0,2,A,0,1,A,2.1,2.85,3.3,2.1,2.7,3.1,,,,2.2,2.8,3
I2,30/03/02,Siena,Cosenza,2,0,H,1,0,H,1.95,2.7,4.05,2,2.5,3.5,,,,2,2.7,3.75
I2,30/03/02,Ternana,Palermo,2,0,H,1,0,H,2.1,2.85,3.3,2,2.65,3.3,,,,2.1,2.7,3.5
I2,05/04/02,Vicenza,Como,1,2,A,1,1,D,2.3,2.55,3.33,2.3,2.6,2.8,,,,2.3,2.5,3.3
I2,07/04/02,Ancona,Salernitana,3,1,H,2,1,H,2.45,2.7,2.85,2.4,2.7,2.6,,,,2.35,2.75,2.9
I2,07/04/02,Cagliari,Cittadella,1,0,H,1,0,H,1.75,2.8,5,1.7,2.7,4.4,,,,1.7,2.85,5
I2,07/04/02,Cosenza,Messina,0,0,D,0,0,D,2.05,2.5,4.15,2,2.5,3.7,,,,2,2.6,4
I2,07/04/02,Empoli,Modena,0,0,D,0,0,D,1.95,2.55,4.5,1.9,2.6,3.8,,,,1.9,2.7,4.2
I2,07/04/02,Napoli,Bari,1,0,H,0,0,D,1.65,2.85,5.8,1.6,2.8,5,,,,1.55,3,6.5
I2,07/04/02,Palermo,Siena,0,2,A,0,0,D,2,3.1,3.3,,,,,,,1.7,2.85,5
I2,07/04/02,Pistoiese,Ternana,3,3,D,1,1,D,2.4,2.65,3,2.4,2.7,2.6,,,,2.3,2.8,2.9
I2,07/04/02,Reggina,Crotone,2,0,H,2,0,H,1.15,5.8,11.5,1.2,4.3,11,,,,1.2,5,10
I2,08/04/02,Sampdoria,Genoa,0,0,D,0,0,D,2.9,2.1,3.1,2.6,2.3,2.8,,,,2.75,2.4,2.8
I2,12/04/02,Salernitana,Empoli,1,0,H,0,0,D,2.35,2.65,3,,,,,,,2.25,2.6,3.2
I2,14/04/02,Ancona,Vicenza,1,0,H,0,0,D,1.7,2.85,5,,,,,,,1.8,2.6,5
I2,14/04/02,Cittadella,Sampdoria,1,1,D,1,0,H,2.35,2.6,3.1,,,,,,,2.4,2.5,3.1
I2,14/04/02,Como,Pistoiese,2,2,D,1,1,D,1.38,3.7,7.3,,,,,,,1.4,3.5,7,,,
I2,14/04/02,Crotone,Napoli,1,2,A,1,1,D,8,3.65,1.35,,,,,,,5.5,3.4,1.5,,,
I2,14/04/02,Genoa,Cosenza,3,2,H,1,1,D,2,1.9,6,,,,,,,1.8,2.25,7,,,
I2,14/04/02,Messina,Reggina,1,0,H,0,0,D,2.75,2,3.5,,,,,,,2.8,2,3.5,,,
I2,14/04/02,Modena,Palermo,2,0,H,1,0,H,1.45,3.3,7,,,,,,,1.55,3.1,5.75,,,
I2,14/04/02,Ternana,Cagliari,0,0,D,0,0,D,2.05,2.4,4.25,,,,,,,2.1,2.4,4,,,
I2,15/04/02,Siena,Bari,1,1,D,0,1,A,1.9,2.6,4.4,,,,,,,1.9,2.6,4.3,,,
I2,19/04/02,Reggina,Modena,0,1,A,0,0,D,,,,,,,,,,,,,,,
I2,21/04/02,Bari,Cittadella,3,2,H,0,1,A,1.8,2.6,5.25,,,,,,,,,,,,
I2,21/04/02,Cagliari,Salernitana,2,2,D,1,1,D,2.1,2.7,3.55,,,,,,,,,,,,
I2,21/04/02,Cosenza,Ancona,3,0,H,0,0,D,,,,,,,,,,,,,,,
I2,21/04/02,Empoli,Ternana,2,2,D,0,2,A,1.72,2.7,5.75,,,,,,,,,,,,
I2,21/04/02,Palermo,Como,0,0,D,0,0,D,,,,,,,,,,,,,,,
I2,21/04/02,Pistoiese,Siena,0,2,A,0,1,A,2.25,2.7,3.2,,,,,,,,,,,,
I2,21/04/02,Sampdoria,Crotone,0,2,A,0,1,A,,,,,,,,,,,,,,,
I2,21/04/02,Vicenza,Genoa,0,0,D,0,0,D,,,,,,,,,,,,,,,
I2,22/04/02,Napoli,Messina,1,0,H,1,0,H,1.45,3.4,7,,,,,,,,,,,,,,,
I2,26/04/02,Vicenza,Salernitana,3,1,H,2,0,H,2.75,2.7,2.45,,,,,,,,,,,,,,,
I2,28/04/02,Ancona,Cagliari,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,
I2,28/04/02,Como,Bari,2,0,H,1,0,H,1.4,3.4,7.5,,,,,,,,,,,,,,,
I2,28/04/02,Cosenza,Crotone,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,
I2,28/04/02,Genoa,Palermo,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,
I2,28/04/02,Messina,Pistoiese,1,1,D,1,0,H,1.45,3.3,6.75,,,,,,,,,,,,,,,
I2,28/04/02,Modena,Sampdoria,2,0,H,1,0,H,1.7,2.5,6.5,,,,,,,,,,,,,,,
I2,28/04/02,Napoli,Reggina,1,1,D,1,1,D,1.85,2.6,4.6,,,,,,,,,,,,,,,
I2,28/04/02,Ternana,Cittadella,2,1,H,0,0,D,1.5,3.25,6,,,,,,,,,,,,,,,
I2,29/04/02,Siena,Empoli,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,
I2,04/05/02,Cagliari,Como,0,1,A,0,1,A,3.5,1.55,4.4,,,,,,,,,,,,,,,
I2,05/05/02,Bari,Cosenza,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,
I2,05/05/02,Crotone,Genoa,4,3,H,3,1,H,,,,,,,,,,,,,,,,,,
I2,05/05/02,Empoli,Vicenza,2,0,H,1,0,H,1.4,3.3,7.5,,,,,,,,,,,,,,,
I2,05/05/02,Palermo,Napoli,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,
I2,05/05/02,Pistoiese,Ancona,1,0,H,0,0,D,2.3,2.8,3,,,,,,,,,,,,
I2,05/05/02,Reggina,Siena,1,0,H,0,0,D,1.6,3,5.7,,,,,,,,,,,,
I2,05/05/02,Salernitana,Ternana,0,0,D,0,0,D,,,,,,,,,,,,,,,
I2,05/05/02,Sampdoria,Messina,2,1,H,0,0,D,1.75,2.7,5.5,,,,,,,,,,,,
I2,06/05/02,Cittadella,Modena,1,3,A,0,2,A,2.8,2.8,2.4,,,,,,,,,,,,
I2,12/05/02,Ancona,Bari,3,1,H,1,1,D,1.65,2.75,6,,,,,,,,,,,,
I2,12/05/02,Como,Empoli,2,0,H,1,0,H,2.75,1.6,6.5,,,,,,,,,,,,
I2,12/05/02,Cosenza,Napoli,1,1,D,1,0,H,2.4,3,2.6,,,,,,,,,,,,
I2,12/05/02,Genoa,Modena,0,0,D,0,0,D,3.1,1.57,5,,,,,,,,,,,,
I2,12/05/02,Messina,Cittadella,3,1,H,1,0,H,1.4,3.5,5.25,,,,,,,,,,,,
I2,12/05/02,Pistoiese,Cagliari,0,1,A,0,0,D,2.35,3,2.62,,,,,,,,,,,,
I2,12/05/02,Salernitana,Reggina,1,2,A,1,2,A,3.4,2.7,2.1,,,,,,,,,,,,
I2,12/05/02,Siena,Crotone,2,1,H,1,1,D,1.2,4.85,10,,,,,,,,,,,,
I2,12/05/02,Ternana,Sampdoria,0,0,D,0,0,D,1.85,2.5,5,,,,,,,,,,,,
I2,12/05/02,Vicenza,Palermo,1,1,D,0,1,A,2.4,1.6,7.5,,,,,,,,,,,,
I2,19/05/02,Bari,Messina,3,1,H,1,0,H,2.5,1.65,7.1,,,,,,,,,,,,
I2,19/05/02,Cagliari,Cosenza,2,1,H,2,0,H,2,2,7.5
I2,19/05/02,Cittadella,Siena,1,1,D,1,1,D,3.5,3.3,1.8
I2,19/05/02,Crotone,Ternana,2,3,A,1,2,A,6.5,3.85,1.35
I2,19/05/02,Empoli,Genoa,1,0,H,0,0,D,1.27,4.5,8.5
I2,19/05/02,Modena,Ancona,0,0,D,0,0,D,2.4,1.7,7.25
I2,19/05/02,Napoli,Pistoiese,3,1,H,1,0,H,1.37,3.65,7.5
I2,19/05/02,Palermo,Salernitana,1,1,D,1,0,H,2.37,1.7,6.3
I2,19/05/02,Reggina,Vicenza,2,0,H,1,0,H,1.1,5.5,10
I2,19/05/02,Sampdoria,Como,2,1,H,0,0,D,1.5,2.85,8
I2,26/05/02,Ancona,Empoli,3,2,H,1,1,D,,,
I2,26/05/02,Como,Cittadella,4,3,H,1,1,D,,,
I2,26/05/02,Cosenza,Palermo,3,2,H,2,0,H,,,
I2,26/05/02,Genoa,Cagliari,3,3,D,2,2,D,,,
I2,26/05/02,Messina,Modena,2,0,H,1,0,H,,,
I2,26/05/02,Pistoiese,Crotone,4,1,H,4,1,H,,,
I2,26/05/02,Salernitana,Bari,2,3,A,1,1,D,,,
I2,26/05/02,Siena,Napoli,2,1,H,0,0,D
I2,26/05/02,Ternana,Reggina,1,0,H,1,0,H
I2,26/05/02,Vicenza,Sampdoria,0,1,A,0,1,A
I2,02/06/02,Bari,Ternana,2,1,H,2,0,H
I2,02/06/02,Cagliari,Vicenza,2,2,D,1,0,H
I2,02/06/02,Cittadella,Pistoiese,2,1,H,1,1,D
I2,02/06/02,Crotone,Messina,1,2,A,1,2,A
I2,02/06/02,Empoli,Cosenza,1,2,A,1,2,A
I2,02/06/02,Modena,Salernitana,5,2,H,1,0,H
I2,02/06/02,Napoli,Como,1,2,A,1,2,A
I2,02/06/02,Palermo,Ancona,2,3,A,1,2,A
I2,02/06/02,Reggina,Genoa,2,2,D,1,2,A
I2,02/06/02,Sampdoria,Siena,0,1,A,0,0,D
