round,home_team,home_score,away_score,away_team,notes
31,Dynamo,2,1,Schalke,"(Rath 45, Schößler 55 p - Herzog 75)"
31,Bayern,0,1,Karlsruher,(Bender 19)[May 21]
31,M'gladbach,2,0,Frankfurt,"(Pflipsen 54, Effenberg 75)"
32,TSV 1860,2,1,1. FC Köln,"(Nowak 31, Bodden 41 - Labbadia 85)(sent off: Janßen (Köln, 82))"
32,K'lautern,4,1,Hamburger,"(Kuka 4, Kadlec 52, Kuntz 74, Haber 89 -Breitenreiter 19) [88 Brehme (K'lautern) m/pen][May 27]"
32,Karlsruher,5,3,Dynamo,"(Ekström 13, Spies 19, Maucksch 21 o, Schmitt 25, Schmitt 53, Knup 82, Knup 86, Weichert 89)"
32,Schalke,4,2,Werder,"(Anderbrügge 8, Kohn 24, Kohn 47, Nemec 61, Herzog 82, Herzog 84)"
32,Uerdingen,2,1,Bochum,"(Feldhoff 54, Peschel 81, Krieg 90)"
32,Stuttgart,1,0,Freiburg,"(Kögl 3)(sent off: Freund (Freiburg, 40))"
32,Frankfurt,4,1,Duisburg,"(Binz 19, Anicic 33, Becker 53, Okocha 90 - Löbe 82)"
32,Leverkusen,2,0,Bayern,"(Kirsten 45, Sergio 90) [81 Ziege (Bayern) m/pen] [May 28]"
32,Dortmund,1,1,M'gladbach,(Freund 72 - Herrlich 49)
33,1. FC Köln,3,3,Leverkusen,"(Labbadia 69, Weiser 74, Steinmann 85 - Völler 38 p,Kirsten 53, 62)(sent off: Lupescu (Leverkusen, 80))"
33,TSV 1860,1,3,K'lautern,"(Winkler 17 - Haber 13, Kuka 41, 66)(sent off: Kutschera (TSV, 63))"
33,Hamburger,3,1,Frankfurt,"(Breitenreiter 62, Albertz 78, Mason 85 - Anicic 68)"
33,Duisburg,2,3,Dortmund,"(Schmidt 20, Puschmann 51 - Zorc 52 p, Reuter 57, 78)"
33,M'gladbach,3,1,Stuttgart,"(Salou 46, Dahlin 53, Effenberg 80 p - Bobic 23)[50 Kastenmaier (M'gladbach) m/pen]"
33,Freiburg,1,0,Uerdingen,(Heinrich 78)
33,Bochum,5,1,Schalke,"(Wosz 8, U.Wegmann 27 p, 54, Heinemann 47,Michalke 78 - A.Müller 19)(sent off: Kohn (Schalke, 24))"
33,Werder,2,1,Karlsruher,"(Basler 3, M.Bode 25 - Schmitt 55)(sent off: Reich (Karlsruher, 58))"
33,Dynamo,0,1,Bayern,(Witeczek 88)
34,Bayern,3,1,Werder,"(Ziege 13, Zickler 41, 78 - Basler 17 p)"
34,Karlsruher,2,2,Bochum,"(Reekers 68 o, Bonan 72 - Hubner 23, Peschel 77)"
34,Schalke,1,2,Freiburg,"(Pereira 40 - U.Spies 45, Heidenreich 89)"
34,Uerdingen,3,2,M'gladbach,"(Wedau 18, Steffen 39 p, Peschke 57 - Herrlich 46 p,Wynhoff 79)"
34,Stuttgart,3,1,Duisburg,"(Bochtler 27, Elber 51, 53 - Azzouzi 69)"
34,Dortmund,2,0,Hamburger,"(Möller 9, Ricken 28)"
34,Frankfurt,3,1,TSV 1860,"(Dowe 10 o, Okocha 39, Becker 53 - Winkler 46)(sent off: Trares (TSV, 39))"
34,K'lautern,3,1,1. FC Köln,"(Haber 15, Kuntz 53, 86 - Janßen 57)"
34,Leverkusen,2,2,Dynamo,"(Hapal 6, Kirsten 73 - Fuchs 52, M.Spies 83)"
