Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Santiago Gonzalez,MTL,F,9,0,80,0,0,3,0,0/0,0.0,0.0
Anthony Jackson-Hamel,MTL,F,4,1,132,0,0,3,1,0/0,0.0,33.3
Adolfo Bautista,CHV,F,7,1,148,0,1,3,0,0/0,0.0,0.0
Collin Martin,MIN,M,6,2,198,0,0,3,0,0/0,0.0,0.0
Alex Caskey,DC,M,11,2,198,0,0,3,1,0/0,0.0,33.3
Antoine Hoppenot,PHI,F,13,1,205,0,0,3,1,0/0,0.0,33.3
John Stertzer,RSL,M,9,3,273,0,0,3,0,0/0,0.0,0.0
Aaron Maund,VAN,D,6,5,432,0,0,3,1,0/0,0.0,33.3
Alvaro Rey,CLB,M,9,6,491,0,0,3,1,0/0,0.0,33.3
Kevin Alston,NE,D,11,9,683,1,3,3,2,0/0,33.3,66.7
Bobby Convey,NY,M,13,9,743,0,0,3,0,0/0,0.0,0.0
Chad Barson,CLB,D,13,8,766,0,0,3,2,0/0,0.0,66.7
Lewis Neal,DC,M,26,7,899,0,1,3,1,0/0,0.0,33.3
Bradley Orr,TOR,D,19,14,1144,1,1,3,2,0/0,33.3,66.7
Nathan Sturgis,CHV,M,22,13,1201,0,1,3,0,0/0,0.0,0.0
Wandrille Lefevre,MTL,D,15,13,1220,0,1,3,1,0/0,0.0,33.3
Armando,NY,M,19,14,1350,0,0,3,1,0/0,0.0,33.3
Warren Creavalle,PHI,M,26,17,1502,1,0,3,3,0/0,33.3,100.0
Michael Harrington,POR,D,25,21,1749,0,2,3,0,0/0,0.0,0.0
Heath Pearce,MTL,D,23,20,1822,0,0,3,0,0/0,0.0,0.0
Matteo Ferrari,MTL,D,25,25,2148,0,0,3,0,0/0,0.0,0.0
Steven Beitashour,LAFC,D,27,27,2371,0,3,3,0,0/0,0.0,0.0
Marvell Wynne,COL,D,28,27,2404,0,1,3,0,0/0,0.0,0.0
Luis Bolanos,CHV,F,3,0,51,0,0,2,0,0/0,0.0,0.0
Raul Mendiola,LA,M,3,0,57,0,0,2,0,0/0,0.0,0.0
Andrew Wiedeman,TOR,F,7,0,90,0,0,2,0,0/0,0.0,0.0
Zach Pfeffer,PHI,M,5,1,98,1,0,2,2,0/0,50.0,100.0
Steven Kinney,CHI,D,2,2,135,0,0,2,0,0/0,0.0,0.0
Kevan George,CLB,M,4,2,204,0,0,2,0,0/0,0.0,0.0
Danny Garcia,DAL,M-F,4,4,282,0,0,2,2,0/0,0.0,100.0
Kenney Walker,LA,M,8,4,329,0,0,2,0,0/0,0.0,0.0
Todd Dunivant,LA,D,7,5,370,0,0,2,0,0/0,0.0,0.0
Kofi Opare,DC,D,6,5,495,0,0,2,0,0/0,0.0,0.0
Rauwshan McKenzie,POR,D,7,6,496,0,0,2,0,0/0,0.0,0.0
Austin Berry,PHI,D,6,6,497,0,1,2,0,0/0,0.0,0.0
Cole Grossman,RSL,M,17,5,532,0,0,2,0,0/0,0.0,0.0
Andrew Jacobson,DAL,M,13,5,542,0,0,2,0,0/0,0.0,0.0
Jeb Brovsky,MTL,D,7,7,596,0,0,2,2,0/0,0.0,100.0
Logan Pause,CHI,M,12,6,654,0,0,2,0,0/0,0.0,0.0
Richard Eckersley,NY,D,9,8,704,0,0,2,1,0/0,0.0,50.0
Carlos Valdés,PHI,D,8,8,706,0,0,2,0,0/0,0.0,0.0
Walker Zimmerman,LAFC,D,10,9,770,0,0,2,2,0/0,0.0,100.0
Karl Ouimette,MTL,D,11,9,834,0,0,2,0,0/0,0.0,0.0
Brandon Barklage,SJ,D,13,10,909,0,0,2,0,0/0,0.0,0.0
Jay DeMerit,VAN,D,11,11,924,0,0,2,0,0/0,0.0,0.0
Krzysztof Krol,MTL,D,12,11,961,0,1,2,0,0/0,0.0,0.0
Patrick Ianni,CHI,D-M,12,11,1013,0,0,2,1,0/0,0.0,50.0
Eriq Zavaleta,TOR,D,17,15,1323,0,0,2,1,0/0,0.0,50.0
Zach Scott,SEA,D,18,16,1389,0,0,2,0,0/0,0.0,0.0
Chris Duvall,MTL,D,19,18,1604,0,1,2,0,0/0,0.0,0.0
Gonzalo Segares,CHI,D,21,20,1741,0,0,2,1,0/0,0.0,50.0
Leonardo González,SEA,D,23,20,1836,0,0,2,1,0/0,0.0,50.0
Andy O'Brien,VAN,D,26,25,2258,0,1,2,1,0/0,0.0,50.0
A.J. DeLaGarza,HOU,D,29,28,2491,0,2,2,2,0/0,0.0,100.0
Daniel Fragoso,CHV,M,2,0,11,0,0,1,0,0/0,0.0,0.0
Frederic Piquionne,POR,F,3,0,13,0,0,1,0,0/0,0.0,0.0
Rafael Garcia,LA,D,1,0,16,0,0,1,1,0/0,0.0,100.0
Bright Dike,TOR,F,2,0,19,0,0,1,1,0/0,0.0,100.0
Victor Pineda,CHI,M,4,0,40,0,0,1,0,0/0,0.0,0.0
Blake Smith,MTL,M,3,0,43,0,0,1,1,0/0,0.0,100.0
Martin Steuble,KC,M,3,1,69,0,0,1,0,0/0,0.0,0.0
Josh Gardner,KC,M,1,1,89,0,0,1,0,0/0,0.0,0.0
Mechack Jérôme,KC,D,2,1,91,0,0,1,0,0/0,0.0,0.0
Ethen Sampson,VAN,D,2,2,144,0,0,1,0,0/0,0.0,0.0
Kristopher Tyrpak,CHV,F,9,0,156,1,1,1,1,0/0,100.0,100.0
Jeremy Hall,TOR,D-M,3,2,185,0,0,1,0,0/0,0.0,0.0
Rich Balchan,RSL,D,4,2,233,0,0,1,0,0/0,0.0,0.0
Mehdi Ballouchy,VAN,M,9,3,297,0,0,1,0,0/0,0.0,0.0
Brian Ownby,HOU,M,19,0,329,0,0,1,1,0/0,0.0,100.0
Jorge Claros,KC,M,7,4,419,0,0,1,0,0/0,0.0,0.0
Matt Miazga,USA,D,7,6,500,0,1,1,0,0/0,0.0,0.0
Chance Myers,KC,D,7,7,576,0,1,1,0,0/0,0.0,0.0
Dylan Remick,HOU,D,13,8,693,0,0,1,0,0/0,0.0,0.0
Tommy Meyer,LA,D,12,10,926,0,0,1,0,0/0,0.0,0.0
Danny O'Rourke,POR,D,12,10,975,0,0,1,0,0/0,0.0,0.0
Djimi Traore,SEA,D,15,13,1159,0,0,1,1,0/0,0.0,100.0
Jeff Parke,DC,D,13,13,1162,0,0,1,1,0/0,0.0,100.0
Stephen Keel,DAL,D,16,14,1307,0,1,1,0,0/0,0.0,0.0
Tyson Wahl,CLB,D,18,15,1396,0,0,1,0,0/0,0.0,0.0
Tony Lochhead,CHV,D,20,19,1697,0,1,1,0,0/0,0.0,0.0
Brian Mullan,COL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Shalrie Joseph,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Onyekachi Apam,SEA,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Carlos Borja,CHV,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Lyle Martin,CHV,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Nana Attakora,DC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Nelson Rivas,MTL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Adrian Lopez,MTL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Keon Daniel,PHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
George John,DAL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Peterson Joseph,KC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Gale Agbossoumonde,COL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Kwame Watson-Siriboe,RSL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Conor Shanosky,DC,M-D,0,0,0,0,0,0,0,0/0,0.0,0.0
James Bissue,MTL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Brian Span,DAL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Hunter Jumper,CHI,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Bryce Alderson,VAN,M,0,0,0,0,0,0,0,0/0,0.0,0.0
O'Brian Woodbine,NE,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Ryan Richter,TOR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Orr Barouch,CHI,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Jonathan Top,DAL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Jack McBean,COL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Caleb Clarke,VAN,F,0,0,0,0,0,0,0,0/0,0.0,0.0
London Woodberry,DAL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Matt Wiet,CLB,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Victor Munoz,KC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Tommy Muller,SJ,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Ryan Neil,SJ,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Alec Sundly,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Charlie Rugg,LA,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Steven Evans,POR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Jalen Robinson,DC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Matt Walker,CLB,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Christiano François,DC,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Schillo Tshuma,POR,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Jossimar Sanchez,NE,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Michael Bustamante,NY,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Christian Duke,KC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Anthony Arena,HOU,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Brenton Griffiths,COL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Andrew Ribeiro,CHV,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Andre Lewis,VAN,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Zakaria Messoudi,MTL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Bryan Salazar,HOU,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Damion Lowe,JAM,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Aminu Abdallah,VAN,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Jimmy Ockford,SJ,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Ben Sweat,NYC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Aaron Long,RBNY,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Manny Aparicio,TOR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Kevin Parsemain,MTQ,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Caleb Calvert,COL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Taylor Peay,RSL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Benji Lopez,RSL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Mamadou Diouf,VAN,F,0,0,0,0,0,0,0,0/0,0.0,0.0
George Fochive,POR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Michael Kafari,KC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Ross Friedman,CLB,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Fabio Pereira,SEA,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Justen Glad,RSL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Richie Marquez,PHI,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Bryan Gallego,POR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Kyle Venter,LA,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Marco Franco,CHI,D-M,0,0,0,0,0,0,0,0/0,0.0,0.0
Michael Nwiloh,CHV,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Giuseppe Gentile,CHI,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Gege Soriola,MTL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Chris Mannella,TOR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Walter Cabrera,DAL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Eric Stevenson,NY,M,1,0,1,0,0,0,0,0/0,0.0,0.0
Jordan Hamilton,TOR,F,1,0,1,0,0,0,0,0/0,0.0,0.0
Jimmy McLaughlin,PHI,M,1,0,1,0,0,0,0,0/0,0.0,0.0
Nicholas Walker,DAL,D,1,0,3,0,0,0,0,0/0,0.0,0.0
Coy Craft,DAL,F-M,1,0,6,0,0,0,0,0/0,0.0,0.0
Damien Perrinelle,NY,D,2,0,7,0,0,0,0,0/0,0.0,0.0
Tony Taylor,NE,F-M,1,0,9,0,0,0,0,0/0,0.0,0.0
Jordan Allen,RSL,M-F,2,0,9,0,0,0,0,0/0,0.0,0.0
Ian Christianson,NY,M,3,0,9,0,0,0,0,0/0,0.0,0.0
Sam Garza,SJ,M,1,0,10,0,0,0,0,0/0,0.0,0.0
Connor Lade,RBNY,D,6,0,11,0,0,0,0,0/0,0.0,0.0
Corben Bone,PHI,M,2,0,13,0,0,0,0,0/0,0.0,0.0
Geoffrey Castillion,NE,F,1,0,14,0,0,0,0,0/0,0.0,0.0
Oscar Sorto,LA,D,1,0,15,0,0,0,0,0/0,0.0,0.0
Louis Beland-Goyette,MTL,M,1,0,15,0,0,0,0,0/0,0.0,0.0
Andre Akpan,NE,F,5,0,16,0,0,0,0,0/0,0.0,0.0
Fifi Baiden,CLB,M,1,0,17,0,0,0,0,0/0,0.0,0.0
Sean Okoli,SEA,F,3,0,19,0,0,0,0,0/0,0.0,0.0
Jose Villarreal,ORL,M,5,0,19,0,0,0,0,0/0,0.0,0.0
Bradford Jamieson IV,LA,F,2,0,23,0,1,0,0,0/0,0.0,0.0
Aaron Kovar,LAFC,M,3,0,25,0,0,0,0,0/0,0.0,0.0
Grant Van De Casteele,COL,D,1,0,29,0,0,0,0,0/0,0.0,0.0
Cam Weaver,SEA,F,3,0,31,0,0,0,0,0/0,0.0,0.0
Dimitry Imbongo,NE,F,2,0,32,0,0,0,0,0/0,0.0,0.0
Romain Gall,CLB,M,3,0,43,0,0,0,0,0/0,0.0,0.0
Kianz Froese,CAN,M,1,0,45,0,0,0,0,0/0,0.0,0.0
Donnie Smith,NE,M,1,1,45,0,0,0,0,0/0,0.0,0.0
Emanuel Pogatetz,CLB,D,2,0,52,0,0,0,0,0/0,0.0,0.0
Davy Armstrong,COL,M,2,0,57,0,0,0,0,0/0,0.0,0.0
Samuel Inkoom,GHA,M,2,1,70,0,1,0,0,0/0,0.0,0.0
Stephen McCarthy,NE,D,1,1,90,0,0,0,0,0/0,0.0,0.0
Mike Fucito,SJ,F,8,0,95,0,0,0,0,0/0,0.0,0.0
Christian Dean,CHI,D,4,1,123,0,0,0,0,0/0,0.0,0.0
Ashtone Morgan,TOR,D,3,2,168,0,0,0,0,0/0,0.0,0.0
Sam Adekugbe,VAN,D,4,1,193,0,0,0,0,0/0,0.0,0.0
Andreas Gorlitz,SJ,D,3,3,224,0,0,0,0,0/0,0.0,0.0
Erik Palmer-Brown,KC,D,3,2,235,0,0,0,0,0/0,0.0,0.0
James Riley,LA,D,4,3,254,0,0,0,0,0/0,0.0,0.0
Jeremy Gagnon-Lapare,MTL,M,5,3,270,0,0,0,0,0/0,0.0,0.0
Eric Brunner,HOU,D,6,3,297,0,0,0,0,0/0,0.0,0.0
Matt Dunn,CHV,M,7,4,407,0,1,0,0,0/0,0.0,0.0
Kosuke Kimura,NY,D,13,10,884,0,3,0,0,0/0,0.0,0.0
Ethan White,PHI,D,12,12,1042,0,0,0,0,0/0,0.0,0.0
Akira Kaji,CHV,D,15,14,1270,0,1,0,0,0/0,0.0,0.0
Jason Hernandez,SJ,D,20,20,1732,0,0,0,0,0/0,0.0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
