Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
John Stertzer,RSL,M,9,3,273,0,0,3,0,5,6,1,2,0
John Neeskens,COL,D,5,3,273,1,0,5,1,5,6,0,0,0
Kenney Walker,LA,M,8,4,329,0,0,2,0,5,6,0,0,0
Matías Pérez García,SJ,F,6,4,384,1,1,10,3,5,16,0,0,0
Alex Martinez,KC,M,10,3,411,0,0,8,3,5,17,0,0,0
Logan Pause,CHI,M,12,6,654,0,0,2,0,5,6,0,1,0
Gabriel Torres,PAN,M-F,23,11,1090,3,1,26,12,5,18,17,2,0
Corben Bone,PHI,M,2,0,13,0,0,0,0,4,0,0,1,1
Andre Akpan,NE,F,5,0,16,0,0,0,0,4,1,0,1,0
Cam Weaver,SEA,F,3,0,31,0,0,0,0,4,2,1,0,0
Josh Gardner,KC,M,1,1,89,0,0,1,0,4,1,0,0,0
Zach Pfeffer,PHI,M,5,1,98,1,0,2,2,4,3,1,0,0
Matthew Fondy,CHI,F,9,0,126,0,0,5,3,4,3,1,1,0
Ethen Sampson,VAN,D,2,2,144,0,0,1,0,4,3,0,0,0
Ike Opara,SKC,D,3,2,152,0,0,4,2,4,2,0,0,0
Alex Caskey,DC,M,11,2,198,0,0,3,1,4,5,1,0,1
Danny Mwanga,COL,F,6,2,214,0,0,5,0,4,4,1,0,0
Daniel Paladini,CLB,M,4,3,221,0,0,4,1,4,2,0,1,0
Erik Palmer-Brown,KC,D,3,2,235,0,0,0,0,4,1,0,2,1
Eric Brunner,HOU,D,6,3,297,0,0,0,0,4,3,0,1,0
Mehdi Ballouchy,VAN,M,9,3,297,0,0,1,0,4,5,0,1,0
David Estrada,DC,M-F,10,3,306,0,2,4,1,4,8,0,0,0
Samuel,LA,F,8,4,358,0,0,10,2,4,6,1,1,0
Rob Friend,LA,F,10,4,376,0,1,14,3,4,16,2,0,0
Ryan Finley,CHV,F,16,4,437,1,0,13,4,4,9,2,0,0
Kofi Opare,DC,D,6,5,495,0,0,2,0,4,6,0,2,0
Jeb Brovsky,MTL,D,7,7,596,0,0,2,2,4,2,0,1,0
Tommy Thompson,SJ,M,13,8,690,0,0,6,1,4,20,0,0,0
Dylan Remick,HOU,D,13,8,693,0,0,1,0,4,4,1,0,0
Steve Zakuani,POR,M,17,9,739,0,3,19,3,4,14,9,0,0
Cristian Maidana,PHI,M,26,23,1889,2,11,36,11,4,22,2,0,1
Davy Armstrong,COL,M,2,0,57,0,0,0,0,3,0,0,0,0
Martin Steuble,KC,M,3,1,69,0,0,1,0,3,1,0,0,0
Santiago Gonzalez,MTL,F,9,0,80,0,0,3,0,3,3,2,0,0
Sam Adekugbe,VAN,D,4,1,193,0,0,0,0,3,3,0,1,0
Omar Salgado,VAN,F,8,2,198,0,0,4,2,3,9,1,0,0
Collin Martin,MIN,M,6,2,198,0,0,3,0,3,3,0,0,0
Kevan George,CLB,M,4,2,204,0,0,2,0,3,3,0,0,0
Danny Garcia,DAL,M-F,4,4,282,0,0,2,2,3,13,1,0,0
Ryan Hollingshead,DAL,M,11,4,289,0,0,6,1,3,3,1,0,0
Tony Cascio,HOU,M,6,4,352,0,0,8,1,3,3,0,0,0
Florent Sinama-Pongolle,CHI,F,7,4,391,1,0,9,4,3,5,0,0,0
Ignacio Piatti,MTL,M,6,6,450,4,1,16,7,3,9,0,2,0
Saer Sene,NE,M,15,5,485,1,0,9,4,3,3,4,1,0
Andy Rose,SEA,M,16,5,552,3,1,8,6,3,2,0,0,0
Chance Myers,KC,D,7,7,576,0,1,1,0,3,7,3,1,0
Walker Zimmerman,LAFC,D,10,9,770,0,0,2,2,3,4,0,0,0
Jose Villarreal,ORL,M,5,0,19,0,0,0,0,2,3,1,0,0
Romain Gall,CLB,M,3,0,43,0,0,0,0,2,1,0,0,0
Kianz Froese,CAN,M,1,0,45,0,0,0,0,2,1,0,0,0
Raul Mendiola,LA,M,3,0,57,0,0,2,0,2,0,0,0,0
Chandler Hoffman,LA,F,8,0,61,0,0,4,2,2,0,2,1,0
Kyle Porter,DC,M,5,0,65,0,0,3,1,2,2,0,0,0
Michael Nanchoff,POR,M,3,1,85,0,0,4,2,2,2,1,0,0
Andrew Wiedeman,TOR,F,7,0,90,0,0,2,0,2,1,1,0,0
Anthony Jackson-Hamel,MTL,F,4,1,132,0,0,3,1,2,5,1,0,0
Steven Kinney,CHI,D,2,2,135,0,0,2,0,2,0,0,0,0
Robert Earnshaw,CHI,F,5,1,174,3,0,10,6,2,1,3,0,0
Jason Johnson,HOU,F,8,0,186,0,0,5,2,2,4,1,0,0
Antoine Hoppenot,PHI,F,13,1,205,0,0,3,1,2,13,4,0,0
Andreas Gorlitz,SJ,D,3,3,224,0,0,0,0,2,2,0,1,0
Brian Brown,PHI,F,8,1,230,2,1,5,3,2,4,1,0,0
DaMarcus Beasley,HOU,D,10,10,821,0,0,5,1,2,13,1,1,0
Ian Christianson,NY,M,3,0,9,0,0,0,0,1,0,0,0,0
Frederic Piquionne,POR,F,3,0,13,0,0,1,0,1,0,0,0,0
Rafael Garcia,LA,D,1,0,16,0,0,1,1,1,0,0,0,0
Bright Dike,TOR,F,2,0,19,0,0,1,1,1,0,0,0,0
Bradford Jamieson IV,LA,F,2,0,23,0,1,0,0,1,0,0,0,0
Dimitry Imbongo,NE,F,2,0,32,0,0,0,0,1,0,1,0,0
Emanuel Pogatetz,CLB,D,2,0,52,0,0,0,0,1,1,0,0,0
Tristan Bowen,SEA,F,2,0,60,0,0,3,1,1,1,0,0,0
Michael Seaton,DC,F,2,1,60,0,0,3,2,1,1,2,0,0
Samuel Inkoom,GHA,M,2,1,70,0,1,0,0,1,1,0,0,0
Stephen McCarthy,NE,D,1,1,90,0,0,0,0,1,0,0,0,0
Mechack Jérôme,KC,D,2,1,91,0,0,1,0,1,0,0,0,0
Kristopher Tyrpak,CHV,F,9,0,156,1,1,1,1,1,2,1,1,0
Ashtone Morgan,TOR,D,3,2,168,0,0,0,0,1,2,0,0,1
Jeremy Hall,TOR,D-M,3,2,185,0,0,1,0,1,4,0,0,0
Alexander Lopez,HON,M,10,1,247,0,0,6,2,1,2,0,1,0
Chris Pontius,LA,F,6,3,276,1,0,6,4,1,6,1,0,0
Zat Knight,COL,D,4,3,315,0,0,4,1,1,1,0,1,0
Ben Speas,CLB,M-F,13,8,704,1,3,20,3,1,8,1,0,0
London Woodberry,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
Caleb Clarke,VAN,F,0,0,0,0,0,0,0,0,0,0,0,0
Brian Span,DAL,M,0,0,0,0,0,0,0,0,0,0,0,0
Tommy Muller,SJ,D,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Neil,SJ,D,0,0,0,0,0,0,0,0,0,0,0,0
Alec Sundly,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Matt Wiet,CLB,D,0,0,0,0,0,0,0,0,0,0,0,0
Victor Munoz,KC,M,0,0,0,0,0,0,0,0,0,0,0,0
Christiano François,DC,F,0,0,0,0,0,0,0,0,0,0,0,0
Schillo Tshuma,POR,F,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Robinson,DC,D,0,0,0,0,0,0,0,0,0,0,0,0
Matt Walker,CLB,M,0,0,0,0,0,0,0,0,0,0,0,0
Orr Barouch,CHI,F,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Top,DAL,F,0,0,0,0,0,0,0,0,0,0,0,0
Jack McBean,COL,F,0,0,0,0,0,0,0,0,0,0,0,0
Conor Shanosky,DC,M-D,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Richter,TOR,D,0,0,0,0,0,0,0,0,0,0,0,0
O'Brian Woodbine,NE,D,0,0,0,0,0,0,0,0,0,0,0,0
Bryce Alderson,VAN,M,0,0,0,0,0,0,0,0,0,0,0,0
Hunter Jumper,CHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Peay,RSL,D,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Venter,LA,D,0,0,0,0,0,0,0,0,0,0,0,0
Ross Friedman,CLB,D,0,0,0,0,0,0,0,0,0,0,0,0
Fabio Pereira,SEA,M,0,0,0,0,0,0,0,0,0,0,0,0
Gege Soriola,MTL,D,0,0,0,0,0,0,0,0,0,0,0,0
Marco Franco,CHI,D-M,0,0,0,0,0,0,0,0,0,0,0,0
Michael Nwiloh,CHV,D,0,0,0,0,0,0,0,0,0,0,0,0
Giuseppe Gentile,CHI,F,0,0,0,0,0,0,0,0,0,0,0,0
Richie Marquez,PHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Gallego,POR,D,0,0,0,0,0,0,0,0,0,0,0,0
Justen Glad,RSL,D,0,0,0,0,0,0,0,0,0,0,0,0
Walter Cabrera,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
Chris Mannella,TOR,M,0,0,0,0,0,0,0,0,0,0,0,0
Steven Evans,POR,M,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Rugg,LA,F,0,0,0,0,0,0,0,0,0,0,0,0
Jossimar Sanchez,NE,D,0,0,0,0,0,0,0,0,0,0,0,0
Michael Bustamante,NY,M,0,0,0,0,0,0,0,0,0,0,0,0
Christian Duke,KC,M,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Ribeiro,CHV,D,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Arena,HOU,D,0,0,0,0,0,0,0,0,0,0,0,0
Brenton Griffiths,COL,D,0,0,0,0,0,0,0,0,0,0,0,0
Andre Lewis,VAN,M,0,0,0,0,0,0,0,0,0,0,0,0
Mamadou Diouf,VAN,F,0,0,0,0,0,0,0,0,0,0,0,0
George Fochive,POR,M,0,0,0,0,0,0,0,0,0,0,0,0
Michael Kafari,KC,M,0,0,0,0,0,0,0,0,0,0,0,0
Benji Lopez,RSL,F,0,0,0,0,0,0,0,0,0,0,0,0
Manny Aparicio,TOR,M,0,0,0,0,0,0,0,0,0,0,0,0
Zakaria Messoudi,MTL,M,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Salazar,HOU,F,0,0,0,0,0,0,0,0,0,0,0,0
Aminu Abdallah,VAN,M,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Ockford,SJ,D,0,0,0,0,0,0,0,0,0,0,0,0
Ben Sweat,NYC,D,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Long,RBNY,D,0,0,0,0,0,0,0,0,0,0,0,0
Damion Lowe,JAM,D,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Parsemain,MTQ,F,0,0,0,0,0,0,0,0,0,0,0,0
Caleb Calvert,COL,F,0,0,0,0,0,0,0,0,0,0,0,0
Brian Mullan,COL,D,0,0,0,0,0,0,0,0,0,0,0,0
Shalrie Joseph,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Onyekachi Apam,SEA,D,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Borja,CHV,D,0,0,0,0,0,0,0,0,0,0,0,0
Lyle Martin,CHV,F,0,0,0,0,0,0,0,0,0,0,0,0
Nana Attakora,DC,D,0,0,0,0,0,0,0,0,0,0,0,0
George John,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
Keon Daniel,PHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Lopez,MTL,D,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Rivas,MTL,D,0,0,0,0,0,0,0,0,0,0,0,0
Peterson Joseph,KC,M,0,0,0,0,0,0,0,0,0,0,0,0
Kwame Watson-Siriboe,RSL,D,0,0,0,0,0,0,0,0,0,0,0,0
Gale Agbossoumonde,COL,D,0,0,0,0,0,0,0,0,0,0,0,0
James Bissue,MTL,M,0,0,0,0,0,0,0,0,0,0,0,0
Eric Stevenson,NY,M,1,0,1,0,0,0,0,0,0,0,0,0
Jimmy McLaughlin,PHI,M,1,0,1,0,0,0,0,0,0,0,0,0
Jordan Hamilton,TOR,F,1,0,1,0,0,0,0,0,0,0,0,0
Nicholas Walker,DAL,D,1,0,3,0,0,0,0,0,0,0,0,0
Coy Craft,DAL,F-M,1,0,6,0,0,0,0,0,0,0,0,0
Damien Perrinelle,NY,D,2,0,7,0,0,0,0,0,0,0,0,0
Tony Taylor,NE,F-M,1,0,9,0,0,0,0,0,0,0,0,0
Jordan Allen,RSL,M-F,2,0,9,0,0,0,0,0,1,0,0,0
Sam Garza,SJ,M,1,0,10,0,0,0,0,0,0,0,0,0
Connor Lade,RBNY,D,6,0,11,0,0,0,0,0,0,0,0,0
Daniel Fragoso,CHV,M,2,0,11,0,0,1,0,0,0,0,0,0
Geoffrey Castillion,NE,F,1,0,14,0,0,0,0,0,0,0,0,0
Oscar Sorto,LA,D,1,0,15,0,0,0,0,0,0,0,0,0
Louis Beland-Goyette,MTL,M,1,0,15,0,0,0,0,0,3,0,0,0
Fifi Baiden,CLB,M,1,0,17,0,0,0,0,0,0,0,0,0
Sean Okoli,SEA,F,3,0,19,0,0,0,0,0,1,0,0,0
Aaron Kovar,LAFC,M,3,0,25,0,0,0,0,0,1,0,0,0
Grant Van De Casteele,COL,D,1,0,29,0,0,0,0,0,0,0,0,0
Victor Pineda,CHI,M,4,0,40,0,0,1,0,0,0,0,0,0
Marius Obekop,NY,M,2,0,41,0,0,3,2,0,0,0,0,0
Blake Smith,MTL,M,3,0,43,0,0,1,1,0,2,0,0,0
Donnie Smith,NE,M,1,1,45,0,0,0,0,0,0,0,0,0
Luis Bolanos,CHV,F,3,0,51,0,0,2,0,0,2,0,0,0
Christian Dean,CHI,D,4,1,123,0,0,0,0,0,0,0,0,0
Billy Schuler,SJ,F,6,1,137,0,0,4,1,0,4,1,0,0
Adam Jahn,CLB,F,4,2,186,0,0,4,0,0,6,1,0,1
Todd Dunivant,LA,D,7,5,370,0,0,2,0,0,1,0,0,0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
