Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Aaron Wheeler,PHI,F,15,8,0,0,0,0,0.0
Maxim Tissot,MTL,D,20,7,0,0,0,0,0.0
Robbie Findley,RSL,F,16,8,0,0,0,0,0.0
Chad Barson,CLB,D,13,8,0,0,0,0,0.0
Walker Zimmerman,LAFC,D,10,9,0,0,0,0,0.0
Issey Nakajima-Farran,MTL,M,18,7,0,0,0,0,0.0
Servando Carrasco,LA,M,16,9,0,0,0,0,0.0
Carlos Salcedo,RSL,D,12,8,0,0,0,0,0.0
CJ Sapong,PHI,F,20,7,0,0,0,0,0.0
Kendall Waston,VAN,D,10,9,0,0,0,0,0.0
DaMarcus Beasley,HOU,D,10,10,0,0,0,0,0.0
Karl Ouimette,MTL,D,11,9,0,0,0,0,0.0
David Texeira,DAL,F,19,9,0,0,0,0,0.0
Hernan Bernardello,MTL,M,10,10,0,0,0,0,0.0
Kamani Hill,COL,F,15,11,0,0,0,0,0.0
Brandon Barklage,SJ,D,13,10,0,0,0,0,0.0
Luis Garrido,HON,M,11,11,0,0,0,0,0.0
Jay DeMerit,VAN,D,11,11,0,0,0,0,0.0
Tommy Meyer,LA,D,12,10,0,0,0,0,0.0
JJ Koval,SJ,M,22,9,0,0,0,0,0.0
Danny O'Rourke,POR,D,12,10,0,0,0,0,0.0
Felix Borja,CHV,F,12,12,0,0,0,0,0.0
Vicente Sanchez,COL,F,17,12,0,0,0,0,0.0
Patrick Ianni,CHI,D-M,12,11,0,0,0,0,0.0
Ethan White,PHI,D,12,12,0,0,0,0,0.0
Norberto Paparatto,POR,D,13,12,0,0,0,0,0.0
Moises Hernandez,DAL,D,17,13,0,0,0,0,0.0
Kyle Bekker,TOR,M,20,13,0,0,0,0,0.0
Thomas Piermayr,COL,D,14,14,0,0,0,0,0.0
Adam Moffat,DAL,M,20,13,0,0,0,0,0.0
Djimi Traore,SEA,D,15,13,0,0,0,0,0.0
Jeff Parke,DC,D,13,13,0,0,0,0,0.0
Eric Gehrig,CLB,D,20,14,0,0,0,0,0.0
Olmes Garcia,RSL,F,23,12,0,0,0,0,0.0
Ty Harden,SJ,D,17,13,0,0,0,0,0.0
Eriq Zavaleta,TOR,D,17,15,0,0,0,0,0.0
Armando,NY,M,19,14,0,0,0,0,0.0
AJ Cochran,HOU,D,19,14,0,0,0,0,0.0
Zach Scott,SEA,D,18,16,0,0,0,0,0.0
Johnny Leveron,VAN,D,16,15,0,0,0,0,0.0
Tyson Wahl,CLB,D,18,15,0,0,0,0,0.0
Shaun Francis,SJ,D,20,16,0,0,0,0,0.0
Warren Creavalle,PHI,M,26,17,0,0,0,0,0.0
Giancarlo Gonzalez,CLB,D,17,17,0,0,0,0,0.0
Oswaldo Minda,CHV,M,20,20,0,0,0,0,0.0
Carlos Bocanegra,CHV,D,18,18,0,0,0,0,0.0
Agustín Pelletieri,CHV,M,27,22,0,0,0,0,0.0
Jason Hernandez,SJ,D,20,20,0,0,0,0,0.0
Gonzalo Segares,CHI,D,21,20,0,0,0,0,0.0
Pa-Modou Kah,VAN,D,20,20,0,0,0,0,0.0
Steven Caldwell,TOR,D,21,21,0,0,0,0,0.0
Doneil Henry,VAN,D,21,19,0,0,0,0,0.0
Bobby Burling,CHV,D,22,20,0,0,0,0,0.0
Heath Pearce,MTL,D,23,20,0,0,0,0,0.0
Leonardo González,SEA,D,23,20,0,0,0,0,0.0
Leonardo,HOU,D,24,20,0,0,0,0,0.0
Shane O'Neill,COL,D,21,21,0,0,0,0,0.0
Steve Birnbaum,DC,D,21,21,0,0,0,0,0.0
Ibrahim Sekagya,NY,D,25,23,0,0,0,0,0.0
Sebastian Fernandez,VAN,F,32,24,0,0,0,0,0.0
Jean-Baptiste Pierazzi,SJ,M,24,23,0,0,0,0,0.0
Jermaine Taylor,HOU,D,24,23,0,0,0,0,0.0
Jhon Kennedy Hurtado,CHI,D,25,24,0,0,0,0,0.0
Aurélien Collin,RBNY,D,26,25,0,0,0,0,0.0
Matteo Ferrari,MTL,D,25,25,0,0,0,0,0.0
Donny Toia,ORL,D,27,24,0,0,0,0,0.0
Bakary Soumare,CHI,D,26,25,0,0,0,0,0.0
Deshorn Brown,COL,F,30,26,0,0,0,0,0.0
Zach Loyd,DAL,D,29,28,0,0,0,0,0.0
Tony Beltran,RSL,D,29,28,0,0,0,0,0.0
Davy Arnaud,DC,M,31,30,0,0,0,0,0.0
Sam Cronin,MIN,M,31,30,0,0,0,0,0.0
Michael Parkhurst,ATL,D,33,32,0,0,0,0,0.0
Andrew Farrell,NE,D,32,32,0,0,0,0,0.0
Nat Borchers,RSL,D,32,32,0,0,0,0,0.0
Jordan Harvey,LAFC,D,33,33,0,0,0,0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan
