Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
SC0,20/10/12,St Mirren,Celtic,0,5,A,0,4,A,9,25,4,14,10,13,3,11,2,1,0,0,7,4.33,1.44,6.75,4.2,1.4,6.75,4.2,1.4,5.5,3.8,1.5,7,4.33,1.44,7.66,4.48,1.48,7,4,1.5,6.5,4.33,1.44,7,4.4,1.5,6.5,4.2,1.5,33,7.8,6.73,4.43,4.07,1.55,1.47,30,1.81,1.73,2.2,2.07,17,1,2.1,2.01,1.9,1.84
SC0,21/10/12,Hearts,Motherwell,1,0,H,1,0,H,13,8,3,5,7,13,3,7,4,0,0,0,2.3,3.25,3.1,2.25,3.3,2.85,2.25,3.3,2.85,2.3,3.2,2.75,2.38,3.25,3,2.28,3.27,3.49,2.3,3.2,3.2,2.38,3.25,3,2.25,3.25,3.4,2.3,3.25,3.1,33,2.38,2.28,3.35,3.21,3.49,3.08,22,2.26,2.17,1.74,1.64,18,0,1.7,1.62,2.43,2.28
SC0,26/10/12,Motherwell,Hibernian,0,4,A,0,1,A,14,7,7,4,13,10,7,5,2,3,0,0,2.1,3.4,3.4,1.95,3.25,3.6,1.95,3.25,3.6,1.9,3.2,3.6,2.05,3.4,3.5,2.17,3.62,3.43,1.91,3.2,3.5,2.05,3.4,3.4,2.1,3.5,3.5,2.1,3.4,3.5,35,2.15,2.01,3.79,3.4,3.76,3.51,32,1.83,1.77,2.22,2.02,17,-0.25,1.78,1.74,2.23,2.16
SC0,27/10/12,Aberdeen,Dundee,2,0,H,1,0,H,8,5,3,1,8,9,8,1,1,3,0,0,1.4,4.5,7.5,1.4,4.1,7,1.4,4.1,7,1.4,4,6.5,1.44,4.33,7,1.43,4.54,8.95,1.4,3.75,7.5,1.44,4.33,7.5,1.44,4.5,8.5,1.44,4.2,8,34,1.45,1.41,4.54,4.24,9.5,7.74,31,2.01,1.9,1.99,1.89,13,-1,1.75,1.68,2.25,2.18
SC0,27/10/12,Celtic,Kilmarnock,0,2,A,0,1,A,7,7,2,3,8,12,3,3,1,0,0,0,1.2,6.5,13,1.2,6,10,1.2,6,10,1.2,5.2,11,1.22,6,13,1.21,6.92,17.04,1.17,5.5,12,1.2,6.5,12,1.2,7,17,1.2,6,17,34,1.22,1.2,7,6.26,18,13.18,24,1.7,1.57,2.41,2.31,15,-1.75,1.85,1.81,2.1,2.06
SC0,27/10/12,Hearts,Ross County,2,2,D,1,0,H,19,5,8,5,10,13,8,2,2,3,0,0,1.91,3.4,4,1.78,3.3,4.2,1.78,3.3,4.2,1.85,3.2,3.8,1.91,3.4,4,1.93,3.54,4.37,1.73,3.5,3.8,1.95,3.3,4,1.91,3.5,4.3,1.91,3.5,4,34,2,1.9,3.54,3.35,4.37,4,31,2.17,2.06,1.87,1.74,15,-0.25,1.7,1.67,2.32,2.27
SC0,27/10/12,Inverness C,St Johnstone,1,1,D,0,0,D,8,7,4,1,10,12,5,2,0,1,0,0,2.3,3.4,3,2.3,3.25,2.8,2.3,3.25,2.8,2.2,3.1,3,2.3,3.4,3,2.41,3.51,3.03,2.2,3.1,2.88,2.3,3.3,3,2.4,3.5,3,2.38,3.4,2.9,34,2.5,2.34,3.51,3.28,3.1,2.93,31,1.97,1.87,2,1.91,18,0,1.77,1.7,2.23,2.15
SC0,27/10/12,St Mirren,Dundee United,0,1,A,0,0,D,5,3,1,1,12,12,6,2,1,1,0,0,2.9,3.4,2.38,2.8,3.25,2.3,2.8,3.25,2.3,2.8,3.1,2.3,2.8,3.4,2.4,3.05,3.45,2.43,2.6,3.1,2.4,2.88,3.2,2.4,3,3.4,2.45,2.88,3.4,2.38,34,3.05,2.87,3.5,3.24,2.5,2.4,31,2.01,1.91,1.95,1.88,18,0,2.2,2.12,1.78,1.73
SC0,03/11/12,Dundee,Hearts,1,0,H,1,0,H,4,5,3,3,14,9,4,7,1,0,0,0,4.75,3.6,1.73,4.25,3.4,1.75,4.25,3.4,1.75,4.3,3.4,1.7,4.5,3.75,1.73,5.23,3.62,1.78,4.8,3.4,1.8,4.5,3.6,1.73,5.2,3.6,1.75,4.33,3.6,1.8,34,5.23,4.63,3.75,3.55,1.8,1.74,29,2.18,2.06,1.8,1.74,16,0.75,1.96,1.9,2.04,1.97
SC0,03/11/12,Hibernian,St Mirren,2,1,H,1,1,D,10,7,4,5,12,13,1,7,1,3,0,1,2.1,3.4,3.4,2.05,3.2,3.3,2.05,3.2,3.3,1.9,3.2,3.6,2.05,3.4,3.6,2.14,3.54,3.57,2.2,3.3,3.3,2.1,3.25,3.4,2.15,3.5,3.5,2.05,3.4,3.6,34,2.2,2.1,3.55,3.3,3.6,3.39,30,1.97,1.86,1.99,1.93,15,-0.5,2.16,2.11,1.83,1.76
SC0,03/11/12,Kilmarnock,Inverness C,1,2,A,0,1,A,12,12,7,7,9,14,5,12,1,3,1,0,2.3,3.4,3,2.45,3.2,2.65,2.45,3.2,2.65,2.3,3.1,2.8,2.4,3.25,2.88,2.57,3.41,2.9,2.62,3.1,2.75,2.4,3.25,2.88,2.55,3.3,2.9,2.38,3.3,2.9,34,2.62,2.44,3.4,3.21,3,2.84,30,1.97,1.84,2.03,1.96,17,0,1.87,1.8,2.1,2.04
SC0,03/11/12,Ross County,Aberdeen,2,1,H,1,0,H,5,10,2,4,16,9,1,6,4,1,0,0,3.25,3.2,2.25,2.9,3.2,2.25,2.9,3.2,2.25,3.2,3.1,2.1,3.1,3.3,2.25,3.27,3.38,2.33,3.1,3.1,2.4,3.13,3.25,2.25,3.2,3.3,2.38,3,3.3,2.3,34,3.27,3.04,3.4,3.23,2.4,2.3,30,2.12,2.01,1.86,1.78,16,0.25,1.91,1.87,2.05,2
SC0,03/11/12,St Johnstone,Motherwell,1,3,A,0,2,A,9,9,5,7,10,12,6,1,1,1,0,0,2.4,3.3,2.88,2.25,3.2,2.9,2.25,3.2,2.9,2.2,3.1,3,2.4,3.3,2.88,2.59,3.36,2.89,2.62,3.1,2.75,2.5,3.2,2.88,2.6,3.3,2.88,2.3,3.3,3.1,34,2.62,2.45,3.5,3.21,3,2.82,30,2.12,2.01,1.86,1.79,17,0,1.85,1.79,2.11,2.06
SC0,04/11/12,Dundee United,Celtic,2,2,D,0,0,D,3,7,2,3,8,11,6,14,0,4,0,0,5.5,4,1.57,5.75,3.6,1.55,5.75,3.6,1.55,4.8,3.6,1.6,5.5,4,1.57,6.63,4.2,1.56,5.5,3.75,1.62,5.5,3.8,1.57,6.5,4.1,1.57,5.75,4,1.57,34,6.63,5.87,4.25,3.89,1.62,1.55,23,1.75,1.68,2.25,2.09,18,1,1.96,1.92,2.02,1.93
SC0,07/11/12,Motherwell,Dundee United,0,1,A,0,0,D,14,13,3,5,8,9,8,7,1,3,0,0,2.5,3.3,2.75,2.4,3.3,2.6,2.4,3.3,2.6,2.3,3.2,2.75,2.2,3.25,2.75,2.61,3.41,2.83,2.45,3.3,2.7,2.4,3.3,2.8,2.6,3.4,2.8,2.5,3.3,2.7,32,2.56,2.43,3.4,3.26,2.95,2.75,30,2.04,1.96,1.94,1.83,17,0,1.89,1.81,2.1,2.02
SC0,10/11/12,Inverness C,Hearts,1,1,D,1,0,H,7,15,5,9,10,9,4,5,1,2,0,0,2.6,3.2,2.75,2.65,3.2,2.45,2.65,3.2,2.45,2.7,3.1,2.4,2.62,3.3,2.62,2.75,3.4,2.69,2.62,3.1,2.75,2.5,3.25,2.75,2.7,3.3,2.7,2.5,3.4,2.75,36,2.75,2.65,3.4,3.2,2.75,2.6,34,2.05,1.95,1.9,1.83,18,0,1.96,1.92,1.98,1.91
SC0,10/11/12,Kilmarnock,Ross County,3,0,H,0,0,D,11,6,7,1,7,4,8,5,1,2,0,0,2.4,3.3,2.9,2.3,3.2,2.85,2.3,3.2,2.85,2.3,3.1,2.8,2.38,3.25,3,2.37,3.46,3.12,2.5,3.1,2.9,2.38,3.25,3,2.45,3.4,3,2.4,3.3,2.9,36,2.5,2.36,3.46,3.25,3.2,2.91,34,1.98,1.91,1.99,1.88,18,0,1.76,1.7,2.25,2.15
SC0,10/11/12,Motherwell,Dundee,1,1,D,1,1,D,18,7,11,4,8,9,10,2,0,2,0,0,1.5,4.33,6,1.4,4,7.25,1.4,4,7.25,1.45,3.9,6,1.5,4.33,6,1.49,4.4,7.51,1.53,3.75,7,1.5,4.33,6.25,1.5,4.3,7.5,1.5,4.2,6.5,36,1.53,1.48,4.4,4.1,7.51,6.4,34,1.92,1.82,2.08,1.97,18,-1,1.91,1.86,2.05,1.99
SC0,10/11/12,St Mirren,Aberdeen,1,4,A,0,2,A,12,11,5,7,9,10,12,3,1,2,0,0,3,3.4,2.3,3,3.2,2.2,3,3.2,2.2,2.8,3.1,2.3,2.9,3.3,2.4,3.35,3.34,2.31,3.1,3.1,2.4,3,3.25,2.3,3.25,3.3,2.3,3.2,3.3,2.25,36,3.35,3,3.4,3.22,2.4,2.32,34,2.19,2.04,1.87,1.75,18,0,2.37,2.26,1.7,1.63
SC0,11/11/12,Celtic,St Johnstone,1,1,D,0,0,D,13,2,3,2,7,11,4,8,0,1,0,0,1.25,6,10,1.22,5.5,10,1.22,5.5,10,1.25,4.8,9.5,1.25,5.5,12,1.27,6.15,12.89,1.25,6,10,1.25,5.8,10,1.25,6,13,1.25,5.75,11,36,1.3,1.24,6.15,5.7,13,10.68,24,1.6,1.54,2.56,2.37,18,-1.5,1.83,1.72,2.2,2.14
SC0,11/11/12,Hibernian,Dundee United,2,1,H,1,0,H,8,9,5,4,11,10,8,7,1,1,0,0,2.6,3.4,2.6,2.45,3.25,2.6,2.45,3.25,2.6,2.4,3.1,2.7,2.5,3.4,2.7,2.8,3.42,2.63,2.75,3,2.75,2.5,3.4,2.6,2.75,3.3,2.7,2.6,3.3,2.7,36,2.8,2.6,3.5,3.24,2.75,2.62,34,1.91,1.81,2.05,1.97,18,0,2.02,1.95,1.92,1.88
SC0,16/11/12,Dundee United,Kilmarnock,3,3,D,0,2,A,5,12,3,5,7,11,3,7,2,4,0,0,1.83,3.5,4.33,1.72,3.5,4.33,1.72,3.5,4.33,1.85,3.2,3.8,1.83,3.5,4.33,1.93,3.47,4.44,1.91,3.4,4.2,1.83,3.4,4.33,1.91,3.5,4.4,1.91,3.5,4,36,1.99,1.89,3.55,3.43,4.33,3.98,34,1.94,1.87,2,1.91,16,-0.75,2.31,2.22,1.74,1.69
SC0,17/11/12,Aberdeen,Celtic,0,2,A,0,0,D,6,11,2,3,12,7,2,7,0,0,0,0,6,4,1.53,6.25,3.8,1.62,6.25,3.8,1.62,4.5,3.5,1.65,6,4,1.53,5.81,4.1,1.63,6,3.8,1.57,6,3.8,1.53,6.25,4,1.6,5.5,4.2,1.53,35,6.4,5.88,4.2,3.84,1.65,1.56,33,1.97,1.87,1.99,1.91,17,1,1.86,1.81,2.12,2.05
SC0,17/11/12,Dundee,Hibernian,3,1,H,1,0,H,15,10,10,6,10,14,12,1,0,2,0,0,3.75,3.5,1.95,3.7,3.3,1.9,3.7,3.3,1.9,3.8,3.2,1.85,4,3.4,1.91,3.96,3.75,1.96,3.8,3.5,1.95,3.8,3.4,1.95,3.9,3.7,1.95,3.8,3.4,1.91,35,4.05,3.84,3.82,3.39,2,1.93,33,1.85,1.76,2.12,2.02,15,0.75,1.74,1.69,2.3,2.22
SC0,17/11/12,Hearts,St Mirren,1,0,H,0,0,D,9,6,3,3,16,14,10,2,0,2,0,0,1.91,3.4,4,1.83,3.3,4,1.83,3.3,4,1.9,3.2,3.6,1.91,3.4,4,2,3.52,4.08,1.95,3.4,4,1.91,3.4,4,2,3.5,4,1.83,3.5,4.33,36,2.01,1.93,3.52,3.33,4.33,3.9,34,2.16,2.03,1.85,1.75,12,-0.5,2.02,1.99,1.94,1.91
SC0,17/11/12,St Johnstone,Ross County,1,1,D,0,0,D,8,7,3,2,9,11,9,1,1,3,0,0,2,3.5,3.6,2,3.25,3.4,2,3.25,3.4,2,3.2,3.3,2,3.4,3.75,2.02,3.6,3.87,2.05,3.3,3.75,1.95,3.4,3.75,2.05,3.5,3.8,2.05,3.4,3.4,36,2.1,2.01,3.6,3.33,4,3.59,34,2.09,2,1.87,1.78,13,-0.25,1.78,1.75,2.2,2.16
SC0,18/11/12,Inverness C,Motherwell,1,5,A,0,2,A,9,16,5,10,4,12,3,8,0,0,0,0,2.3,3.4,3,2.3,3.25,2.8,2.3,3.25,2.8,2.3,3.1,2.8,2.38,3.3,2.9,2.55,3.49,2.84,2.4,3.4,2.8,2.38,3.4,2.8,2.5,3.4,2.9,2.3,3.3,2.88,36,2.55,2.39,3.52,3.27,3,2.84,33,1.86,1.75,2.16,2.04,18,0,1.87,1.79,2.15,2.05
SC0,24/11/12,Celtic,Inverness C,0,1,A,0,0,D,11,7,3,3,11,8,7,2,2,2,0,0,1.2,6.5,13,1.2,5.75,11,1.2,5.75,11,1.2,5.2,11,1.22,6,12,1.24,6.44,14.88,1.25,5.5,12,1.22,6.25,12,1.22,6.5,15,1.2,6.5,13,35,1.25,1.22,6.7,6.01,15.47,11.92,26,1.55,1.47,2.75,2.53,17,-1.75,1.92,1.88,2.03,1.99
SC0,24/11/12,Hibernian,Aberdeen,0,1,A,0,0,D,16,8,3,2,4,13,9,2,0,0,0,0,2.75,3.3,2.5,2.6,3.2,2.5,2.6,3.2,2.5,2.5,3.1,2.6,2.6,3.25,2.7,2.77,3.31,2.72,2.7,3.1,2.7,2.75,3.25,2.5,2.75,3.25,2.62,2.62,3.3,2.62,35,2.88,2.69,3.4,3.23,2.75,2.54,33,1.93,1.87,2.05,1.91,19,0,2.05,1.98,1.91,1.86
SC0,24/11/12,Kilmarnock,St Johnstone,1,2,A,0,1,A,6,16,3,9,12,14,5,5,0,5,1,0,2.5,3.3,2.8,2.25,3.2,2.9,2.25,3.2,2.9,2.3,3.1,2.8,2.4,3.3,2.9,2.53,3.41,2.93,2.6,3.2,2.7,2.4,3.25,2.88,2.55,3.3,2.88,2.5,3.25,2.88,35,2.64,2.48,3.43,3.23,3,2.78,33,2.05,1.93,1.94,1.84,19,0,1.92,1.86,2.04,1.98
SC0,24/11/12,Motherwell,Hearts,0,0,D,0,0,D,9,8,5,5,11,9,4,8,1,1,0,0,2.5,3.25,2.8,2.25,3.3,2.85,2.25,3.3,2.85,2.3,3.1,2.8,2.38,3.3,2.9,2.65,3.32,2.85,2.7,3.1,2.7,2.5,3.25,2.75,2.62,3.25,2.8,2.4,3.3,2.9,35,2.7,2.48,3.4,3.2,3,2.79,33,2.22,2.11,1.78,1.69,19,0,1.88,1.82,2.1,2.02
SC0,24/11/12,Ross County,Dundee United,1,2,A,0,0,D,8,11,5,8,13,13,3,7,1,0,0,0,3.1,3.3,2.3,2.75,3.3,2.3,2.75,3.3,2.3,3,3.1,2.2,2.9,3.3,2.38,3.27,3.46,2.3,3.3,3.2,2.25,3,3.3,2.3,3.25,3.4,2.3,3,3.3,2.38,35,3.3,3,3.46,3.26,2.4,2.3,33,2.08,1.98,1.92,1.8,19,0,2.37,2.25,1.71,1.64
SC0,24/11/12,St Mirren,Dundee,3,1,H,1,0,H,14,5,7,2,12,8,9,3,1,0,0,1,1.85,3.5,4.2,1.8,3.4,4,1.8,3.4,4,1.8,3.2,4,1.91,3.4,4,1.96,3.78,3.9,1.91,3.3,4.2,1.9,3.4,4,1.91,3.7,4.1,2,3.4,3.75,35,2,1.88,3.9,3.39,4.35,4.05,33,1.98,1.87,1.97,1.9,17,-0.75,2.19,2.1,1.8,1.75
SC0,27/11/12,Aberdeen,Inverness C,2,3,A,1,1,D,10,7,5,3,15,12,7,3,3,1,0,0,2,3.4,3.75,1.9,3.3,3.7,1.9,3.3,3.7,1.75,3.3,4.2,1.91,3.4,4,2.08,3.56,3.73,2,3.25,4,2,3.4,3.6,2.05,3.5,3.9,1.91,3.5,3.75,38,2.09,1.98,3.51,3.33,4.2,3.71,36,2.03,1.94,1.92,1.85,18,-0.25,1.8,1.75,2.19,2.13
SC0,27/11/12,Dundee United,Motherwell,1,2,A,1,2,A,16,8,10,5,11,7,9,7,0,1,0,0,2.3,3.25,3.1,2.2,3.25,2.95,2.2,3.25,2.95,2,3.2,3.3,2.3,3.2,3.2,2.36,3.5,3.12,2.25,3.2,3.2,2.3,3.25,3,2.3,3.5,3.12,2.15,3.3,3.2,38,2.37,2.27,3.5,3.22,3.3,3.09,36,2,1.91,1.95,1.87,20,0,1.74,1.67,2.28,2.2
SC0,27/11/12,Ross County,St Mirren,0,0,D,0,0,D,8,13,1,6,14,10,4,9,1,1,0,0,2.5,3.25,2.8,2.3,3.1,2.9,2.3,3.1,2.9,2.3,3.1,2.8,2.4,3.25,3,2.55,3.38,2.92,2.5,3.1,2.9,2.4,3.2,2.88,2.55,3.4,2.9,2.3,3.3,3,35,2.62,2.44,3.42,3.19,3,2.87,36,2.01,1.92,1.97,1.86,20,0,1.89,1.82,2.2,2.02
SC0,28/11/12,Hearts,Celtic,0,4,A,0,3,A,13,9,9,5,9,13,7,1,1,3,0,0,6,4,1.53,5.5,3.7,1.55,5.5,3.7,1.55,4.8,3.6,1.6,5.5,3.5,1.67,6.25,3.99,1.62,5.5,3.5,1.67,5.25,3.6,1.62,6,3.9,1.65,6,3.8,1.53,38,6.25,5.68,4,3.7,1.67,1.59,36,2.06,1.94,1.92,1.84,20,1,1.89,1.81,2.12,2.04
SC0,28/11/12,St Johnstone,Hibernian,0,1,A,0,0,D,12,5,10,1,11,12,14,2,2,4,1,0,2.1,3.4,3.4,2.15,3.2,3.1,2.15,3.2,3.1,2.1,3.1,3.2,2.25,3.3,3.1,2.2,3.51,3.48,2.25,3.2,3.3,2.2,3.3,3.2,2.15,3.4,3.5,2.2,3.4,3,38,2.26,2.16,3.55,3.28,3.48,3.22,36,1.91,1.82,2.1,1.97,18,-0.25,1.96,1.9,2.02,1.97
SC0,08/12/12,Hearts,Aberdeen,2,0,H,1,0,H,11,11,7,4,8,13,9,11,0,2,0,0,2.4,3.2,3,2.4,3.25,2.65,2.4,3.25,2.65,2.55,3.1,2.55,2.5,3.3,2.75,2.42,3.36,3.14,2.5,3.2,2.8,2.4,3.2,2.88,2.45,3.3,3,2.5,3.3,2.8,37,2.55,2.41,3.4,3.18,3.14,2.9,28,2.36,2.21,1.73,1.62,19,0,1.8,1.7,2.28,2.16
SC0,08/12/12,Inverness C,Hibernian,3,0,H,1,0,H,9,1,7,1,10,14,4,2,0,0,0,0,2.15,3.4,3.3,2.05,3.2,3.3,2.05,3.2,3.3,2.2,3.2,2.9,2.2,3.4,3.2,2.23,3.65,3.26,2.3,3.3,3.1,2.1,3.3,3.3,2.25,3.6,3.2,2.2,3.4,3.2,37,2.3,2.19,3.61,3.32,3.36,3.17,35,1.81,1.71,2.22,2.1,18,-0.25,1.95,1.92,2,1.94
SC0,08/12/12,Kilmarnock,Celtic,1,3,A,0,1,A,5,19,3,10,11,8,5,12,3,2,0,0,9,5,1.33,8,4.25,1.35,8,4.25,1.35,6.5,4,1.4,8.5,4.2,1.4,9.11,4.87,1.4,6.5,4.5,1.44,7.5,4.33,1.4,8,4.6,1.44,8,4.5,1.4,37,9.5,8.54,5,4.42,1.44,1.37,28,1.75,1.64,2.3,2.16,18,1.25,2.04,1.98,1.97,1.89
SC0,08/12/12,Motherwell,Ross County,3,2,H,1,1,D,8,9,5,6,7,9,5,5,0,1,0,0,2,3.5,3.6,1.95,3.3,3.5,1.95,3.3,3.5,1.85,3.3,3.7,1.91,3.4,4,2.08,3.46,3.85,2.1,3.2,3.6,2.2,3.3,3.2,2.1,3.4,3.8,2,3.4,3.75,37,2.2,2.02,3.5,3.31,4,3.63,35,1.97,1.87,2.02,1.91,18,-0.25,1.82,1.75,2.19,2.12
SC0,08/12/12,St Mirren,St Johnstone,1,1,D,0,1,A,16,7,4,2,8,15,11,1,2,2,0,2,2.75,3.2,2.6,2.55,3.25,2.5,2.55,3.25,2.5,2.5,3.2,2.5,2.6,3.3,2.62,2.78,3.37,2.68,2.75,3.1,2.62,2.75,3.13,2.5,2.75,3.3,2.62,2.8,3.3,2.5,37,2.8,2.71,3.4,3.18,2.69,2.56,35,2.06,1.97,1.89,1.81,19,0,2.02,1.96,1.93,1.87
SC0,09/12/12,Dundee,Dundee United,0,3,A,0,1,A,4,8,2,5,9,11,6,5,1,2,0,0,4.5,3.5,1.8,4.25,3.4,1.75,4.25,3.4,1.75,4.2,3.3,1.75,4.33,3.5,1.83,5.07,3.75,1.76,4.5,3.5,1.75,4.5,3.4,1.8,5,3.7,1.8,4.2,3.6,1.83,37,5.07,4.33,3.8,3.53,1.86,1.78,35,2.05,1.95,1.9,1.83,18,0.75,1.9,1.85,2.15,2.03
SC0,15/12/12,Aberdeen,Kilmarnock,0,2,A,0,1,A,11,5,2,2,14,16,6,2,2,3,1,0,1.91,3.5,3.9,1.9,3.3,3.7,1.9,3.3,3.7,1.85,3.2,3.8,1.91,3.4,4,1.99,3.67,3.92,1.91,3.4,3.75,1.95,3.4,3.8,2,3.5,3.9,2,3.4,3.75,38,2.05,1.95,3.6,3.38,4,3.78,36,2.04,1.97,1.92,1.81,17,-0.25,1.74,1.7,2.28,2.19
SC0,15/12/12,Celtic,St Mirren,2,0,H,1,0,H,17,3,10,1,3,7,14,2,0,1,0,0,1.2,6,15,1.18,5.75,12.5,1.18,5.75,12.5,1.2,5.2,11,1.2,6,15,,,,1.2,6,12,1.22,6.25,12,1.22,6.25,15,1.2,6.5,15,37,1.25,1.21,7,6,15.5,12.8,28,1.57,1.52,2.64,2.4,17,-1.75,1.9,1.85,2.07,2.02
SC0,15/12/12,Dundee United,Inverness C,4,4,D,3,2,H,3,5,2,5,6,7,4,7,3,2,0,0,2.1,3.4,3.4,2.1,3.2,3.2,2.1,3.2,3.2,2,3.2,3.3,2.1,3.4,3.4,2.21,3.59,3.34,2.1,3.3,3.3,2.1,3.4,3.3,2.2,3.4,3.4,2.1,3.4,3.5,38,2.25,2.12,3.59,3.34,3.6,3.32,36,1.79,1.72,2.2,2.08,17,-0.25,1.92,1.88,2.03,1.98
SC0,15/12/12,Hibernian,Motherwell,2,3,A,1,0,H,9,12,5,5,10,6,1,12,2,1,1,0,2.75,3.3,2.5,2.55,3.2,2.55,2.55,3.2,2.55,2.4,3.1,2.7,2.38,3.4,2.75,2.87,3.32,2.63,2.7,3.1,2.7,2.63,3.25,2.63,2.75,3.25,2.62,2.4,3.4,2.8,38,2.96,2.68,3.5,3.23,2.8,2.56,36,1.96,1.89,1.98,1.89,20,0,2.07,1.99,1.91,1.84
SC0,15/12/12,Ross County,Dundee,1,1,D,0,1,A,12,9,7,4,10,10,9,2,2,2,0,0,1.91,3.5,3.9,1.8,3.3,4.1,1.8,3.3,4.1,1.85,3.2,3.8,1.91,3.5,3.8,1.98,3.58,4.07,1.83,3.4,4,1.95,3.4,3.8,2,3.5,4,1.95,3.4,4,38,2.02,1.94,3.6,3.38,4.1,3.82,36,2.06,1.93,1.92,1.84,17,-0.25,1.76,1.7,2.25,2.19
SC0,15/12/12,St Johnstone,Hearts,2,2,D,1,2,A,8,10,6,4,15,10,6,2,2,4,0,0,2.5,3.25,2.8,2.4,3.25,2.65,2.4,3.25,2.65,2.3,3.1,2.8,2.5,3.25,2.8,2.81,3.3,2.7,2.62,3.2,2.75,2.5,3.2,2.8,2.7,3.25,2.8,2.5,3.3,2.8,38,2.81,2.57,3.4,3.17,2.88,2.72,29,2.44,2.25,1.67,1.59,20,0,1.99,1.91,2,1.93
SC0,21/12/12,St Mirren,Motherwell,2,1,H,2,0,H,17,18,10,12,3,4,8,14,1,0,0,0,3.2,3.25,2.25,3,3.2,2.2,3,3.2,2.2,2.8,3.1,2.3,3,3.4,2.3,3.39,3.43,2.28,3.3,3.3,2.2,3.2,3.2,2.25,3.4,3.3,2.25,3.2,3.4,2.2,39,3.45,3.19,3.45,3.23,2.3,2.23,37,2.1,1.97,1.91,1.8,20,0,2.43,2.31,1.7,1.61
SC0,22/12/12,Aberdeen,St Johnstone,2,0,H,0,0,D,19,4,10,1,7,13,9,7,0,0,0,0,2.25,3.25,3.25,2,3.25,3.4,2,3.25,3.4,2.2,3.1,3,2.1,3.25,3.5,2.3,3.34,3.39,2.3,3.1,3.3,2.2,3.3,3.2,2.3,3.3,3.3,2.2,3.3,3.3,39,2.3,2.22,3.4,3.22,3.5,3.21,36,2.26,2.15,1.76,1.67,19,-0.25,1.98,1.93,1.98,1.94
SC0,22/12/12,Celtic,Ross County,4,0,H,0,0,D,13,7,9,4,5,12,4,4,1,3,0,0,1.17,7,15,1.15,7.25,11,1.15,7.25,11,1.15,6,13,1.17,7,15,,,,1.2,5.5,21,1.17,7,13,1.18,7,21,1.17,7.5,15,37,1.2,1.17,7.9,6.85,21,14.34,27,1.5,1.43,3,2.68,17,-2.25,2.15,2.09,1.8,1.76
SC0,22/12/12,Inverness C,Dundee,4,1,H,2,1,H,8,8,5,3,15,10,6,6,0,0,0,0,1.57,4.1,5.5,1.5,3.75,6,1.5,3.75,6,1.6,3.6,4.8,1.57,4,5.5,1.6,4.31,5.78,1.57,3.8,6,1.57,3.8,5.75,1.6,4.1,6,1.57,4.2,5.5,39,1.63,1.57,4.31,3.91,6.25,5.51,28,1.67,1.58,2.48,2.25,21,-1,2.04,1.99,1.91,1.86
SC0,23/12/12,Hearts,Dundee United,2,1,H,2,0,H,9,16,4,7,15,12,7,4,1,3,0,0,2.3,3.25,3.1,2.15,3.2,3.1,2.15,3.2,3.1,2.3,3.1,2.8,2.38,3.3,2.9,2.35,3.37,3.26,2.3,3.1,3.3,2.3,3.13,3.13,2.3,3.3,3.3,2.4,3.3,2.9,39,2.42,2.32,3.37,3.21,3.3,3.03,36,2.23,2.1,1.82,1.7,21,0,1.7,1.63,2.38,2.26
SC0,23/12/12,Kilmarnock,Hibernian,1,1,D,1,1,D,11,10,8,6,14,12,6,6,0,3,0,0,2.3,3.4,3,2.3,3.25,2.8,2.3,3.25,2.8,2.3,3.1,2.8,2.3,3.4,3,2.33,3.62,3.07,2.3,3.1,3.3,2.38,3.4,2.8,2.3,3.3,3.25,2.38,3.4,2.88,39,2.38,2.31,3.62,3.3,3.3,2.97,36,1.83,1.74,2.18,2.04,21,0,1.71,1.67,2.32,2.2
SC0,26/12/12,Dundee,Celtic,0,2,A,0,1,A,16,10,8,7,6,11,7,9,1,1,0,0,13,6.5,1.2,10,6,1.2,10,6,1.2,10,5,1.22,10,6,1.25,,,,15,5.5,1.22,15,5.5,1.2,17,7,1.2,10,5.5,1.25,40,15,11.75,7.1,6.12,1.25,1.21,28,1.62,1.55,2.52,2.33,20,1.75,2.14,2.07,1.85,1.81
SC0,26/12/12,Dundee United,St Johnstone,1,1,D,1,0,H,3,7,1,5,6,7,7,6,4,3,0,0,2.1,3.3,3.5,2.05,3.2,3.3,2.05,3.2,3.3,2.1,3.2,3.1,2.1,3.3,3.5,2.11,3.5,3.67,2.2,3.2,3.4,2.05,3.4,3.4,2.15,3.4,3.6,2,3.4,3.4,41,2.2,2.1,3.5,3.33,3.75,3.4,39,1.97,1.88,1.97,1.9,20,-0.25,1.86,1.83,2.08,2.04
