Id,name,key,place_id,code,alt_names,country_id,region_id,city_id,pop,popm,area,m,c,d,created_at,updated_at
188,Changsha,changsha,443,,,63,,,,4,,False,False,False,2014-10-17T00:53:55.0092210-04:00,2014-10-17T00:53:55.0092210-04:00
189,Quanzhou,quanzhou,444,,,63,,,,4,,False,False,False,2014-10-17T00:53:55.0117070-04:00,2014-10-17T00:53:55.0117070-04:00
190,Taiyuan,taiyuan,445,,,63,,,,4,,False,False,False,2014-10-17T00:53:55.0141120-04:00,2014-10-17T00:53:55.0141120-04:00
191,Jakarta,jakarta,446,,,74,,,,26,,False,False,False,2014-10-17T00:53:55.0183460-04:00,2014-10-17T00:53:55.0183460-04:00
192,Bandung,bandung,447,,,74,,,,5,,False,False,False,2014-10-17T00:53:55.0207640-04:00,2014-10-17T00:53:55.0207640-04:00
193,Surabaya,surabaya,448,,,74,,,,4,,False,False,False,2014-10-17T00:53:55.0232180-04:00,2014-10-17T00:53:55.0232180-04:00
194,Medan,medan,449,,,74,,,,3,,False,False,False,2014-10-17T00:53:55.0256750-04:00,2014-10-17T00:53:55.0256750-04:00
195,Semarang,semarang,450,,,74,,,,2,,False,False,False,2014-10-17T00:53:55.0280330-04:00,2014-10-17T00:53:55.0280330-04:00
196,Makassar,makassar,451,,,74,,,,1,,False,False,False,2014-10-17T00:53:55.0303040-04:00,2014-10-17T00:53:55.0303040-04:00
197,Palembang,palembang,452,,,74,,,,1,,False,False,False,2014-10-17T00:53:55.0325980-04:00,2014-10-17T00:53:55.0325980-04:00
198,Denpasar,denpasar,453,,,74,,,,1,,False,False,False,2014-10-17T00:53:55.0350060-04:00,2014-10-17T00:53:55.0350060-04:00
199,Malang,malang,454,,,74,,,,1,,False,False,False,2014-10-17T00:53:55.0374390-04:00,2014-10-17T00:53:55.0374390-04:00
200,Yogyakarta,yogyakarta,455,,,74,,,,1,,False,False,False,2014-10-17T00:53:55.0398190-04:00,2014-10-17T00:53:55.0398190-04:00
201,Surakarta,surakarta,456,,,74,,,,1,,False,False,False,2014-10-17T00:53:55.0422090-04:00,2014-10-17T00:53:55.0422090-04:00
202,Pekanbaru,pekanbaru,457,,,74,,,,1,,False,False,False,2014-10-17T00:53:55.0445770-04:00,2014-10-17T00:53:55.0445770-04:00
203,Batam,batam,458,,,74,,,,1,,False,False,False,2014-10-17T00:53:55.0468700-04:00,2014-10-17T00:53:55.0468700-04:00
204,Bandar Lampung,bandarlampung,459,,,74,,,,1,,False,False,False,2014-10-17T00:53:55.0492710-04:00,2014-10-17T00:53:55.0492710-04:00
205,Serang,serang,460,,,74,,,,1,,False,False,False,2014-10-17T00:53:55.0516540-04:00,2014-10-17T00:53:55.0516540-04:00
206,Delhi,delhi,461,,,67,,,10927986,24,,False,False,False,2014-10-17T00:53:55.0562060-04:00,2014-10-17T00:53:55.0562060-04:00
207,Mumbai [Bombay],mumbai,462,,,67,,,12691836,21,,False,False,False,2014-10-17T00:53:55.0588230-04:00,2014-10-17T00:53:55.0588230-04:00
208,Kolkata [Calcutta],kolkata,463,,,67,,,4631392,16,,False,False,False,2014-10-17T00:53:55.0614110-04:00,2014-10-17T00:53:55.0614110-04:00
209,Bengaluru [Bangalore],bengaluru,464,,,67,,,5104047,9,,False,False,False,2014-10-17T00:53:55.0638590-04:00,2014-10-17T00:53:55.0638590-04:00
210,Chennai [Madras],chennai,465,,,67,,,4328063,9,,False,False,False,2014-10-17T00:53:55.0664100-04:00,2014-10-17T00:53:55.0664100-04:00
211,HyderÄbÄd [Hyderabad],hyderabad,466,,,66,,,1386330,2,,False,False,False,2014-10-17T00:53:55.0695820-04:00,2014-10-17T00:53:55.2694140-04:00
212,AhmadÄbÄd [Ahmedabad],ahmadabad,467,,,67,,,,7,,False,False,False,2014-10-17T00:53:55.0723810-04:00,2014-10-17T00:53:55.0723810-04:00
213,Pune [Poona],pune,468,,,67,,,2935744,5,,False,False,False,2014-10-17T00:53:55.0747370-04:00,2014-10-17T00:53:55.0747370-04:00
214,SÅ«rat [Surat],surat,469,,,67,,,2894504,5,,False,False,False,2014-10-17T00:53:55.0771370-04:00,2014-10-17T00:53:55.0771370-04:00
215,KÄnpur [Kanpur],kanpur,470,,,67,,,2823249,3,,False,False,False,2014-10-17T00:53:55.0795710-04:00,2014-10-17T00:53:55.0795710-04:00
216,Jaipur,jaipur,471,,,67,,,,3,,False,False,False,2014-10-17T00:53:55.0819650-04:00,2014-10-17T00:53:55.0819650-04:00
217,Lucknow,lucknow,472,,,67,,,,3,,False,False,False,2014-10-17T00:53:55.0845110-04:00,2014-10-17T00:53:55.0845110-04:00
218,NÄgpur [Nagpur],nagpur,473,,,67,,,,2,,False,False,False,2014-10-17T00:53:55.0871820-04:00,2014-10-17T00:53:55.0871820-04:00
219,Indore,indore,474,,,67,,,,2,,False,False,False,2014-10-17T00:53:55.0897060-04:00,2014-10-17T00:53:55.0897060-04:00
220,Coimbatore,coimbatore,475,,,67,,,,2,,False,False,False,2014-10-17T00:53:55.0922800-04:00,2014-10-17T00:53:55.0922800-04:00
221,Bhilai,bhilai,476,,,67,,,,2,,False,False,False,2014-10-17T00:53:55.0950030-04:00,2014-10-17T00:53:55.0950030-04:00
222,Patna,patna,477,,,67,,,,2,,False,False,False,2014-10-17T00:53:55.0977890-04:00,2014-10-17T00:53:55.0977890-04:00
223,BhopÄl [Bhopal],bhopal,478,,,67,,,,2,,False,False,False,2014-10-17T00:53:55.1004760-04:00,2014-10-17T00:53:55.1004760-04:00
224,Vadodara,vadodara,479,,,67,,,,2,,False,False,False,2014-10-17T00:53:55.1032590-04:00,2014-10-17T00:53:55.1032590-04:00
225,TÅkyÅ [Tokyo],tokyo,480,,,60,,,8336599,34,,False,False,False,2014-10-17T00:53:55.1077200-04:00,2014-10-17T00:53:55.1077200-04:00
226,Yokohama,yokohama,481,,,60,,,3574443,,,False,False,False,2014-10-17T00:53:55.1101740-04:00,2014-10-17T00:53:55.1101740-04:00
227,ÅŒsaka [Osaka],osaka,482,,,60,,,2592413,16,,False,False,False,2014-10-17T00:53:55.1126620-04:00,2014-10-17T00:53:55.1126620-04:00
228,Nagoya,nagoya,483,,,60,,,2191279,8,,False,False,False,2014-10-17T00:53:55.1149770-04:00,2014-10-17T00:53:55.1149770-04:00
229,Sapporo,sapporo,484,,,60,,,1883027,2,,False,False,False,2014-10-17T00:53:55.1212480-04:00,2014-10-17T00:53:55.1212480-04:00
230,Kobe,kobe,485,,,60,,,1528478,,,False,False,False,2014-10-17T00:53:55.1249880-04:00,2014-10-17T00:53:55.1249880-04:00
231,Kyoto,kyoto,486,,,60,,,1459640,,,False,False,False,2014-10-17T00:53:55.1275840-04:00,2014-10-17T00:53:55.1275840-04:00
232,Fukuoka,fukuoka,487,,,60,,,1392289,2,,False,False,False,2014-10-17T00:53:55.1305170-04:00,2014-10-17T00:53:55.1305170-04:00
233,Kawasaki,kawasaki,488,,,60,,,1306785,,,False,False,False,2014-10-17T00:53:55.1334910-04:00,2014-10-17T00:53:55.1334910-04:00
234,Hiroshima,hiroshima,489,,,60,,,,1,,False,False,False,2014-10-17T00:53:55.1362090-04:00,2014-10-17T00:53:55.1362090-04:00
235,Sendai,sendai,490,,,60,,,,1,,False,False,False,2014-10-17T00:53:55.1385120-04:00,2014-10-17T00:53:55.1385120-04:00
236,KitakyÅ«shÅ« [Kitakyushu],kitakyushu,491,,,60,,,,1,,False,False,False,2014-10-17T00:53:55.1409200-04:00,2014-10-17T00:53:55.1409200-04:00
237,Okayama,okayama,492,,,60,,,,1,,False,False,False,2014-10-17T00:53:55.1433720-04:00,2014-10-17T00:53:55.1433720-04:00
238,Naha,naha,493,,,60,,,,1,,False,False,False,2014-10-17T00:53:55.1457990-04:00,2014-10-17T00:53:55.1457990-04:00
239,Himeji,himeji,494,,,60,,,,1,,False,False,False,2014-10-17T00:53:55.1483970-04:00,2014-10-17T00:53:55.1483970-04:00
240,Kumamoto,kumamoto,495,,,60,,,,1,,False,False,False,2014-10-17T00:53:55.1522120-04:00,2014-10-17T00:53:55.1522120-04:00
241,Hamamatsu,hamamatsu,496,,,60,,,,1,,False,False,False,2014-10-17T00:53:55.1555400-04:00,2014-10-17T00:53:55.1555400-04:00
242,Phnum PÃ©nh [Phnom Penh],phnumpenh,497,,,82,,,,1,,False,False,False,2014-10-17T00:53:55.1597440-04:00,2014-10-17T00:53:55.1597440-04:00
243,P'yÅngyang [Pyongyang],pyongyang,498,,,61,,,,2,,False,False,False,2014-10-17T00:53:55.1641500-04:00,2014-10-17T00:53:55.1641500-04:00
244,Seoul,seoul,499,,,62,,,10349312,25,,False,False,False,2014-10-17T00:53:55.1681450-04:00,2014-10-17T00:53:55.1681450-04:00
245,Busan [Pusan],busan,500,,,62,,,3678555,3,,False,False,False,2014-10-17T00:53:55.1746490-04:00,2014-10-17T00:53:55.1746490-04:00
246,Incheon,incheon,501,,,62,,,2628000,,,False,False,False,2014-10-17T00:53:55.1779480-04:00,2014-10-17T00:53:55.1779480-04:00
247,Daegu [Taegu],daegu,502,,,62,,,2566540,2,,False,False,False,2014-10-17T00:53:55.1815010-04:00,2014-10-17T00:53:55.1815010-04:00
248,Gwangju [Kwangju],gwangju,503,,,62,,,,1,,False,False,False,2014-10-17T00:53:55.1841770-04:00,2014-10-17T00:53:55.1841770-04:00
249,Daejeon [Taejon],daejeon,504,,,62,,,,1,,False,False,False,2014-10-17T00:53:55.1940400-04:00,2014-10-17T00:53:55.1940400-04:00
250,Ulsan,ulsan,505,,,62,,,,1,,False,False,False,2014-10-17T00:53:55.1992220-04:00,2014-10-17T00:53:55.1992220-04:00
251,Changwon,changwon,506,,,62,,,,1,,False,False,False,2014-10-17T00:53:55.2021810-04:00,2014-10-17T00:53:55.2021810-04:00
252,Almaty [Alma-Ata],almaty,507,,,55,,,,1,,False,False,False,2014-10-17T00:53:55.2071150-04:00,2014-10-17T00:53:55.2071150-04:00
253,Colombo,colombo,508,,,70,,,,4,,False,False,False,2014-10-17T00:53:55.2111130-04:00,2014-10-17T00:53:55.2111130-04:00
254,Yangon [Rangoon],yangon,509,,,81,,,,5,,False,False,False,2014-10-17T00:53:55.2150740-04:00,2014-10-17T00:53:55.2150740-04:00
255,Mandalay,mandalay,510,,,81,,,,1,,False,False,False,2014-10-17T00:53:55.2184770-04:00,2014-10-17T00:53:55.2184770-04:00
256,Ulaanbaatar [Ulan Bator],ulaanbaatar,511,,,65,,,,1,,False,False,False,2014-10-17T00:53:55.2265450-04:00,2014-10-17T00:53:55.2265450-04:00
257,Kuala Lumpur,kualalumpur,512,,,75,,,,6,,False,False,False,2014-10-17T00:53:55.2307060-04:00,2014-10-17T00:53:55.2307060-04:00
258,KÄá¹­hmÄá¸aÅ© [Kathmandu],kathmadau,513,,,69,,,,2,,False,False,False,2014-10-17T00:53:55.2374280-04:00,2014-10-17T00:53:55.2374280-04:00
259,Manila,manila,514,,,78,,,,22,,False,False,False,2014-10-17T00:53:55.2418190-04:00,2014-10-17T00:53:55.2418190-04:00
260,Cebu,cebu,515,,,78,,,,2,,False,False,False,2014-10-17T00:53:55.2442550-04:00,2014-10-17T00:53:55.2442550-04:00
261,Davao,davao,516,,,78,,,,1,,False,False,False,2014-10-17T00:53:55.2466360-04:00,2014-10-17T00:53:55.2466360-04:00
262,Angeles,angeles,517,,,78,,,,1,,False,False,False,2014-10-17T00:53:55.2519690-04:00,2014-10-17T00:53:55.2519690-04:00
263,KarÄchi [Karachi],karachi,518,,,66,,,11624219,22,,False,False,False,2014-10-17T00:53:55.2574230-04:00,2014-10-17T00:53:55.2574230-04:00
264,Lahore,lahore,519,,,66,,,6310888,9,,False,False,False,2014-10-17T00:53:55.2598380-04:00,2014-10-17T00:53:55.2598380-04:00
265,Faisalabad,faisalabad,520,,,66,,,2506595,3,,False,False,False,2014-10-17T00:53:55.2623100-04:00,2014-10-17T00:53:55.2623100-04:00
266,Rawalpindi,rawalpindi,521,,,66,,,1743101,,,False,False,False,2014-10-17T00:53:55.2647290-04:00,2014-10-17T00:53:55.2647290-04:00
267,MultÄn [Multan],multan,522,,,66,,,1437230,2,,False,False,False,2014-10-17T00:53:55.2670710-04:00,2014-10-17T00:53:55.2670710-04:00
268,GujrÄnwÄla [Gujranwala],gujranwala,523,,,66,,,1384471,2,,False,False,False,2014-10-17T00:53:55.2717510-04:00,2014-10-17T00:53:55.2717510-04:00
269,PexÌŒawar,pexxawar,524,,PishÅr|PishÄwar [Peshawar|Pekhawar],66,,,1218773,1,,False,False,False,2014-10-17T00:53:55.2743090-04:00,2014-10-17T00:53:55.2743090-04:00
270,Quetta,quetta,525,,,66,,,,1,,False,False,False,2014-10-17T00:53:55.2771840-04:00,2014-10-17T00:53:55.2771840-04:00
271,IslÄm ÄbÄd [Islamabad],islamabad,526,,,66,,,,,,False,False,False,2014-10-17T00:53:55.2799890-04:00,2014-10-17T00:53:55.2799890-04:00
272,Singapore,singapore,527,,,76,,,,6,,False,False,False,2014-10-17T00:53:55.2841150-04:00,2014-10-17T00:53:55.2841150-04:00
273,Krung Thep [Bangkok],krungthep,528,,,77,,,,14,,False,False,False,2014-10-17T00:53:55.2888800-04:00,2014-10-17T00:53:55.2888800-04:00
274,AÅŸgabat [Ashgabat],asgabat,529,,,58,,,,1,,False,False,False,2014-10-17T00:53:55.2931070-04:00,2014-10-17T00:53:55.2931070-04:00
275,Taibei [Taipei],taibei,530,,,64,,,,9,,False,False,False,2014-10-17T00:53:55.2971670-04:00,2014-10-17T00:53:55.2971670-04:00
276,Gaoxiong [Kaohsiung],gaoxiong,531,,,64,,,,2,,False,False,False,2014-10-17T00:53:55.2996400-04:00,2014-10-17T00:53:55.2996400-04:00
277,Taizhong [Taichung],taizhong,532,,,64,,,,2,,False,False,False,2014-10-17T00:53:55.3032670-04:00,2014-10-17T00:53:55.3032670-04:00
278,Tainan,tainan,533,,,64,,,,1,,False,False,False,2014-10-17T00:53:55.3065140-04:00,2014-10-17T00:53:55.3065140-04:00
279,Toshkent [Tashkent],toshkent,534,,,59,,,,2,,False,False,False,2014-10-17T00:53:55.3107180-04:00,2014-10-17T00:53:55.3107180-04:00
280,ThÃ nh Phá»‘ Há»“ ChÃ­ Minh [Saigon],thanhphohochiminh,535,,,79,,,,8,,False,False,False,2014-10-17T00:53:55.3147450-04:00,2014-10-17T00:53:55.3147450-04:00
281,HÃ  Ná»™i [Hanoi],hanoi,536,,,79,,,,2,,False,False,False,2014-10-17T00:53:55.3171490-04:00,2014-10-17T00:53:55.3171490-04:00
282,La Habana [Havana],lahabana,537,,,85,,,2163824,2,,False,False,False,2014-10-17T00:53:55.4728030-04:00,2014-10-17T00:53:55.4728030-04:00
283,Santiago,santiago,538,,,189,,,555865,6,,False,False,False,2014-10-17T00:53:55.4754420-04:00,2014-10-17T00:54:02.1141230-04:00
284,CamagÃ¼ey,camagueey,539,,,85,,,347562,,,False,False,False,2014-10-17T00:53:55.4779380-04:00,2014-10-17T00:53:55.4779380-04:00
285,HolguÃ­n,holguin,540,,,85,,,319102,,,False,False,False,2014-10-17T00:53:55.4803460-04:00,2014-10-17T00:53:55.4803460-04:00
286,GuantÃ¡namo,guantanamo,541,,,85,,,272801,,,False,False,False,2014-10-17T00:53:55.4827970-04:00,2014-10-17T00:53:55.4827970-04:00
287,Santa Clara,santaclara,542,,,85,,,250512,,,False,False,False,2014-10-17T00:53:55.4858180-04:00,2014-10-17T00:53:55.4858180-04:00
288,Las Tunas,lastunas,543,,,85,,,203684,,,False,False,False,2014-10-17T00:53:55.4884380-04:00,2014-10-17T00:53:55.4884380-04:00
289,Bayamo,bayamo,544,,,85,,,144664,,,False,False,False,2014-10-17T00:53:55.4912330-04:00,2014-10-17T00:53:55.4912330-04:00
290,Cienfuegos,cienfuegos,545,,,85,,,140734,,,False,False,False,2014-10-17T00:53:55.4940010-04:00,2014-10-17T00:53:55.4940010-04:00
291,Pinar del RÃ­o,pinardelrio,546,,,85,,,139336,,,False,False,False,2014-10-17T00:53:55.4966900-04:00,2014-10-17T00:53:55.4966900-04:00
292,Matanzas,matanzas,547,,,85,,,127287,,,False,False,False,2014-10-17T00:53:55.4990890-04:00,2014-10-17T00:53:55.4990890-04:00
293,Ciego de Ãvila,ciegodeavila,548,,,85,,,106225,,,False,False,False,2014-10-17T00:53:55.5015440-04:00,2014-10-17T00:53:55.5015440-04:00
294,Sancti SpÃ­ritus,sanctispiritus,549,,,85,,,98283,,,False,False,False,2014-10-17T00:53:55.5040160-04:00,2014-10-17T00:53:55.5040160-04:00
295,Manzanillo,manzanillo,550,,,85,,,97038,,,False,False,False,2014-10-17T00:53:55.5066910-04:00,2014-10-17T00:53:55.5066910-04:00
296,CÃ¡rdenas,cardenas,551,,,85,,,80832,,,False,False,False,2014-10-17T00:53:55.5093530-04:00,2014-10-17T00:53:55.5093530-04:00
297,Santo Domingo,santodomingo,552,,,191,,,2201941,0,,False,False,False,2014-10-17T00:53:55.5139560-04:00,2014-10-17T00:54:02.1492440-04:00
298,Santiago de los Caballeros,santiagodeloscaballeros,553,,,87,,,1200000,,,False,False,False,2014-10-17T00:53:55.5164550-04:00,2014-10-17T00:53:55.5164550-04:00
299,San Juan,sanjuan,554,,,186,380,,418140,2,,False,False,False,2014-10-17T00:53:55.5256470-04:00,2014-10-17T00:54:01.6618230-04:00
300,BayamÃ³n,bayamon,555,,,205,,,203499,,,False,False,False,2014-10-17T00:53:55.5280380-04:00,2014-10-17T00:53:55.5280380-04:00
301,San Jose,sanjose,556,,,170,321,,945942,1,,False,False,False,2014-10-17T00:53:55.5867700-04:00,2014-10-17T00:54:00.6734880-04:00
302,(Ciudad de) Guatemala [Guatemala City],guatemala,557,,,99,,,942348,2,,False,False,False,2014-10-17T00:53:55.5915980-04:00,2014-10-17T00:53:55.5915980-04:00
303,Quetzaltenango,quetzaltenango,558,,,99,,,120496,,,False,False,False,2014-10-17T00:53:55.5942440-04:00,2014-10-17T00:53:55.5942440-04:00
304,Tegucigalpa,tegucigalpa,559,,,101,,,,1,,False,False,False,2014-10-17T00:53:55.5986340-04:00,2014-10-17T00:53:55.5986340-04:00
305,Managua,managua,560,,,103,,,,1,,False,False,False,2014-10-17T00:53:55.6035730-04:00,2014-10-17T00:53:55.6035730-04:00
306,(Ciudad de) PanamÃ¡ [Panama City],panama,561,,,104,,,,1,,False,False,False,2014-10-17T00:53:55.6080400-04:00,2014-10-17T00:53:55.6080400-04:00
307,San Salvador,sansalvador,562,,,102,,,,1,,False,False,False,2014-10-17T00:53:55.6120270-04:00,2014-10-17T00:53:55.6120270-04:00
308,Yerevan,yerevan,563,,,153,,,,1,,False,False,False,2014-10-17T00:53:56.1405660-04:00,2014-10-17T00:53:56.1405660-04:00
309,Antwerpen[nl],antwerpen,566,,Anvers[fr] [Antwerp],107,2,,466203,960000,,False,False,False,2014-10-17T00:53:56.1647470-04:00,2014-10-17T00:53:56.2695710-04:00
310,Hasselt,hasselt,568,,,107,3,,,,,False,False,False,2014-10-17T00:53:56.1755710-04:00,2014-10-17T00:53:56.1755710-04:00
311,Gent[nl],gent,570,,Gand[fr][Ghent],107,4,,235143,,,False,False,False,2014-10-17T00:53:56.1852530-04:00,2014-10-17T00:53:56.2727280-04:00
312,Leuven[nl],leuven,572,,Louvain[fr] LÃ¶wen[de],107,5,,91942,,,False,False,False,2014-10-17T00:53:56.1941870-04:00,2014-10-17T00:53:56.2878320-04:00
313,Brugge[nl],brugge,574,,Bruges[fr],107,6,,116982,,,False,False,False,2014-10-17T00:53:56.2081810-04:00,2014-10-17T00:53:56.2816750-04:00
314,Wavre,wavre,576,,,107,7,,,,,False,False,False,2014-10-17T00:53:56.2177250-04:00,2014-10-17T00:53:56.2177250-04:00
315,Mons[fr],mons,578,,Bergen[nl],107,8,,91196,,,False,False,False,2014-10-17T00:53:56.2278830-04:00,2014-10-17T00:53:56.2908470-04:00
316,LiÃ¨ge[fr],liege,580,,Luik[nl],107,9,,188907,,,False,False,False,2014-10-17T00:53:56.2377940-04:00,2014-10-17T00:53:56.2786270-04:00
317,Arlon,arlon,582,,,107,10,,,,,False,False,False,2014-10-17T00:53:56.2476290-04:00,2014-10-17T00:53:56.2476290-04:00
318,Namur[fr],namur,584,,Namen[nl],107,11,,107653,,,False,False,False,2014-10-17T00:53:56.2573840-04:00,2014-10-17T00:53:56.2847240-04:00
319,Brussel[nl],brussel,585,,Bruxelles[fr]|[Brussels],107,1,,1048491,1929000,,False,False,False,2014-10-17T00:53:56.2665360-04:00,2014-10-17T00:53:56.2665360-04:00
320,Charleroi[fr],charleroi,586,,,107,8,,201550,,,False,False,False,2014-10-17T00:53:56.2757020-04:00,2014-10-17T00:53:56.2757020-04:00
321,Mechelen[nl],mechelen,587,,Malines[fr],107,2,,78900,,,False,False,False,2014-10-17T00:53:56.2947310-04:00,2014-10-17T00:53:56.2947310-04:00
322,Sofija [Sofia],sofija,589,,,123,12,,1204685,1,,False,False,False,2014-10-17T00:53:56.3138140-04:00,2014-10-17T00:53:56.7054720-04:00
323,Blagoevgrad,blagoevgrad,592,,,123,14,,70881,,,False,False,False,2014-10-17T00:53:56.3355400-04:00,2014-10-17T00:53:56.7287060-04:00
324,Pernik,pernik,594,,,123,15,,80191,,,False,False,False,2014-10-17T00:53:56.3464290-04:00,2014-10-17T00:53:56.7474260-04:00
325,Kyustendil,kyustendil,596,,,123,16,,,,,False,False,False,2014-10-17T00:53:56.3559960-04:00,2014-10-17T00:53:56.3559960-04:00
326,Plovdiv,plovdiv,598,,,123,17,,338153,403153,,False,False,False,2014-10-17T00:53:56.3777080-04:00,2014-10-17T00:53:56.7087520-04:00
327,Haskovo,haskovo,600,,,123,18,,76397,,,False,False,False,2014-10-17T00:53:56.3905820-04:00,2014-10-17T00:53:56.7378460-04:00
328,Pazardzhik,pazardzhik,602,,,123,19,,71979,,,False,False,False,2014-10-17T00:53:56.3999680-04:00,2014-10-17T00:53:56.7409990-04:00
329,Kardzhali,kardzhali,605,,,123,21,,,,,False,False,False,2014-10-17T00:53:56.4171070-04:00,2014-10-17T00:53:56.4171070-04:00
330,Vidin,vidin,607,,,123,22,,,,,False,False,False,2014-10-17T00:53:56.4265500-04:00,2014-10-17T00:53:56.4265500-04:00
331,Montana,montana,609,,,123,23,,,,,False,False,False,2014-10-17T00:53:56.4423900-04:00,2014-10-17T00:53:56.4423900-04:00
332,Vratsa,vratsa,611,,,123,24,,60692,,,False,False,False,2014-10-17T00:53:56.4546840-04:00,2014-10-17T00:53:56.7594400-04:00
333,Pleven,pleven,613,,,123,25,,106954,,,False,False,False,2014-10-17T00:53:56.4662610-04:00,2014-10-17T00:53:56.7232110-04:00
334,Veliko Tarnovo,velikotarnovo,616,,,123,27,,68783,,,False,False,False,2014-10-17T00:53:56.4863270-04:00,2014-10-17T00:53:56.7566160-04:00
335,Gabrovo,gabrovo,618,,,123,28,,58930,,,False,False,False,2014-10-17T00:53:56.5012780-04:00,2014-10-17T00:53:56.7345610-04:00
336,Ruse,ruse,620,,,123,29,,149642,,,False,False,False,2014-10-17T00:53:56.5124250-04:00,2014-10-17T00:53:56.7177240-04:00
337,Varna,varna,624,,,123,32,,334870,343643,,False,False,False,2014-10-17T00:53:56.5411930-04:00,2014-10-17T00:53:56.7118200-04:00
338,Dobrich,dobrich,626,,,123,33,,91030,,,False,False,False,2014-10-17T00:53:56.5588790-04:00,2014-10-17T00:53:56.7312720-04:00
339,Shumen,shumen,628,,,123,34,,80855,,,False,False,False,2014-10-17T00:53:56.5716220-04:00,2014-10-17T00:53:56.7533740-04:00
340,Burgas,burgas,631,,,123,36,,200271,212902,,False,False,False,2014-10-17T00:53:56.5952320-04:00,2014-10-17T00:53:56.7147710-04:00
341,Sliven,sliven,633,,,123,37,,91620,,,False,False,False,2014-10-17T00:53:56.6101970-04:00,2014-10-17T00:53:56.7502590-04:00
342,Yambol,yambol,635,,,123,38,,74132,,,False,False,False,2014-10-17T00:53:56.6211260-04:00,2014-10-17T00:53:56.7620540-04:00
343,Stara Zagora,starazagora,637,,,123,39,,138272,,,False,False,False,2014-10-17T00:53:56.6322900-04:00,2014-10-17T00:53:56.7205640-04:00
344,Asenovgrad,asenovgrad,638,,,123,17,,50846,,,False,False,False,2014-10-17T00:53:56.7259390-04:00,2014-10-17T00:53:56.7259390-04:00
345,Minsk,minsk,639,,,135,,,1864100,1856000,,False,False,False,2014-10-17T00:53:56.7662620-04:00,2014-10-17T00:53:56.7662620-04:00
346,Borissow,borisov,640,,Borisov|Barysaw,135,,,,,,False,False,False,2014-10-17T00:53:56.7687540-04:00,2014-10-17T00:53:56.7687540-04:00
347,Glarus,glarus,642,,,136,40,,,,,False,False,False,2014-10-17T00:53:56.7763610-04:00,2014-10-17T00:53:56.7763610-04:00
348,Schaffhausen,schaffhausen,644,,,136,41,,,,,False,False,False,2014-10-17T00:53:56.7877680-04:00,2014-10-17T00:53:56.7877680-04:00
349,Herisau,herisau,646,,,136,42,,,,,False,False,False,2014-10-17T00:53:56.7976240-04:00,2014-10-17T00:53:56.7976240-04:00
350,Appenzell,appenzell,648,,,136,43,,,,,False,False,False,2014-10-17T00:53:56.8069860-04:00,2014-10-17T00:53:56.8069860-04:00
351,St. Gallen,stgallen,650,,,136,44,,,,,False,False,False,2014-10-17T00:53:56.8157970-04:00,2014-10-17T00:53:56.8157970-04:00
352,Chur,chur,652,,,136,45,,,,,False,False,False,2014-10-17T00:53:56.8264620-04:00,2014-10-17T00:53:56.8264620-04:00
353,Frauenfeld,frauenfeld,654,,,136,46,,,,,False,False,False,2014-10-17T00:53:56.8433910-04:00,2014-10-17T00:53:56.8433910-04:00
354,ZÃ¼rich,zuerich,656,,,136,47,,,742000,,False,False,False,2014-10-17T00:53:56.8532260-04:00,2014-10-17T00:53:57.0534300-04:00
355,Luzern,luzern,658,,,136,48,,,,,False,False,False,2014-10-17T00:53:56.8642020-04:00,2014-10-17T00:53:56.8642020-04:00
356,Altdorf,altdorf,660,,,136,49,,,,,False,False,False,2014-10-17T00:53:56.8753700-04:00,2014-10-17T00:53:56.8753700-04:00
357,Schwyz,schwyz,662,,,136,50,,,,,False,False,False,2014-10-17T00:53:56.8934870-04:00,2014-10-17T00:53:56.8934870-04:00
358,Sarnen,sarnen,664,,,136,51,,,,,False,False,False,2014-10-17T00:53:56.9030110-04:00,2014-10-17T00:53:56.9030110-04:00
359,Stans,stans,666,,,136,52,,,,,False,False,False,2014-10-17T00:53:56.9121560-04:00,2014-10-17T00:53:56.9121560-04:00
360,Zug,zug,668,,,136,53,,,,,False,False,False,2014-10-17T00:53:56.9212910-04:00,2014-10-17T00:53:56.9212910-04:00
361,Basel,basel,670,,,136,54,,,,,False,False,False,2014-10-17T00:53:56.9302030-04:00,2014-10-17T00:53:56.9302030-04:00
362,Liestal,liestal,672,,,136,55,,,,,False,False,False,2014-10-17T00:53:56.9406780-04:00,2014-10-17T00:53:56.9406780-04:00
363,Aarau,aarau,674,,,136,56,,,,,False,False,False,2014-10-17T00:53:56.9497320-04:00,2014-10-17T00:53:56.9497320-04:00
364,Bern,bern,676,,,136,57,,,,,False,False,False,2014-10-17T00:53:56.9586900-04:00,2014-10-17T00:53:56.9586900-04:00
365,Fribourg,fribourg,678,,,136,58,,,,,False,False,False,2014-10-17T00:53:56.9717600-04:00,2014-10-17T00:53:56.9717600-04:00
366,Solothurn,solothurn,680,,,136,59,,,,,False,False,False,2014-10-17T00:53:56.9827800-04:00,2014-10-17T00:53:56.9827800-04:00
367,NeuchÃ¢tel,neuchatel,682,,,136,60,,,,,False,False,False,2014-10-17T00:53:56.9919490-04:00,2014-10-17T00:53:56.9919490-04:00
368,Delsberg,delsberg,684,,,136,61,,,,,False,False,False,2014-10-17T00:53:57.0015800-04:00,2014-10-17T00:53:57.0015800-04:00
