Id,tag_id,taggable_id,taggable_type,created_at,updated_at
233,1,43,WorldDb::Model::Country,2014-10-17T00:53:50.7103080-04:00,2014-10-17T00:53:50.7103080-04:00
234,30,43,WorldDb::Model::Country,2014-10-17T00:53:50.7122160-04:00,2014-10-17T00:53:50.7122160-04:00
235,38,43,WorldDb::Model::Country,2014-10-17T00:53:50.7143140-04:00,2014-10-17T00:53:50.7143140-04:00
236,42,43,WorldDb::Model::Country,2014-10-17T00:53:50.7160710-04:00,2014-10-17T00:53:50.7160710-04:00
237,7,43,WorldDb::Model::Country,2014-10-17T00:53:50.7179020-04:00,2014-10-17T00:53:50.7179020-04:00
238,35,43,WorldDb::Model::Country,2014-10-17T00:53:50.7197970-04:00,2014-10-17T00:53:50.7197970-04:00
239,1,44,WorldDb::Model::Country,2014-10-17T00:53:50.7251430-04:00,2014-10-17T00:53:50.7251430-04:00
240,30,44,WorldDb::Model::Country,2014-10-17T00:53:50.7273850-04:00,2014-10-17T00:53:50.7273850-04:00
241,38,44,WorldDb::Model::Country,2014-10-17T00:53:50.7291750-04:00,2014-10-17T00:53:50.7291750-04:00
242,42,44,WorldDb::Model::Country,2014-10-17T00:53:50.7309770-04:00,2014-10-17T00:53:50.7309770-04:00
243,7,44,WorldDb::Model::Country,2014-10-17T00:53:50.7329260-04:00,2014-10-17T00:53:50.7329260-04:00
244,35,44,WorldDb::Model::Country,2014-10-17T00:53:50.7348710-04:00,2014-10-17T00:53:50.7348710-04:00
245,1,45,WorldDb::Model::Country,2014-10-17T00:53:50.7425880-04:00,2014-10-17T00:53:50.7425880-04:00
246,30,45,WorldDb::Model::Country,2014-10-17T00:53:50.7444650-04:00,2014-10-17T00:53:50.7444650-04:00
247,38,45,WorldDb::Model::Country,2014-10-17T00:53:50.7463030-04:00,2014-10-17T00:53:50.7463030-04:00
248,42,45,WorldDb::Model::Country,2014-10-17T00:53:50.7481800-04:00,2014-10-17T00:53:50.7481800-04:00
249,7,45,WorldDb::Model::Country,2014-10-17T00:53:50.7501510-04:00,2014-10-17T00:53:50.7501510-04:00
250,1,46,WorldDb::Model::Country,2014-10-17T00:53:50.7614600-04:00,2014-10-17T00:53:50.7614600-04:00
251,30,46,WorldDb::Model::Country,2014-10-17T00:53:50.7637650-04:00,2014-10-17T00:53:50.7637650-04:00
252,38,46,WorldDb::Model::Country,2014-10-17T00:53:50.7659110-04:00,2014-10-17T00:53:50.7659110-04:00
253,42,46,WorldDb::Model::Country,2014-10-17T00:53:50.7681320-04:00,2014-10-17T00:53:50.7681320-04:00
254,7,46,WorldDb::Model::Country,2014-10-17T00:53:50.7701500-04:00,2014-10-17T00:53:50.7701500-04:00
255,1,47,WorldDb::Model::Country,2014-10-17T00:53:50.7781320-04:00,2014-10-17T00:53:50.7781320-04:00
256,30,47,WorldDb::Model::Country,2014-10-17T00:53:50.7801110-04:00,2014-10-17T00:53:50.7801110-04:00
257,38,47,WorldDb::Model::Country,2014-10-17T00:53:50.7818070-04:00,2014-10-17T00:53:50.7818070-04:00
258,42,47,WorldDb::Model::Country,2014-10-17T00:53:50.7835710-04:00,2014-10-17T00:53:50.7835710-04:00
259,7,47,WorldDb::Model::Country,2014-10-17T00:53:50.7854810-04:00,2014-10-17T00:53:50.7854810-04:00
260,1,48,WorldDb::Model::Country,2014-10-17T00:53:50.7928720-04:00,2014-10-17T00:53:50.7928720-04:00
261,30,48,WorldDb::Model::Country,2014-10-17T00:53:50.7948340-04:00,2014-10-17T00:53:50.7948340-04:00
262,38,48,WorldDb::Model::Country,2014-10-17T00:53:50.7968970-04:00,2014-10-17T00:53:50.7968970-04:00
263,42,48,WorldDb::Model::Country,2014-10-17T00:53:50.7989610-04:00,2014-10-17T00:53:50.7989610-04:00
264,7,48,WorldDb::Model::Country,2014-10-17T00:53:50.8010080-04:00,2014-10-17T00:53:50.8010080-04:00
265,1,49,WorldDb::Model::Country,2014-10-17T00:53:50.8061800-04:00,2014-10-17T00:53:50.8061800-04:00
266,30,49,WorldDb::Model::Country,2014-10-17T00:53:50.8081740-04:00,2014-10-17T00:53:50.8081740-04:00
267,38,49,WorldDb::Model::Country,2014-10-17T00:53:50.8101760-04:00,2014-10-17T00:53:50.8101760-04:00
268,42,49,WorldDb::Model::Country,2014-10-17T00:53:50.8122060-04:00,2014-10-17T00:53:50.8122060-04:00
269,7,49,WorldDb::Model::Country,2014-10-17T00:53:50.8141990-04:00,2014-10-17T00:53:50.8141990-04:00
270,1,50,WorldDb::Model::Country,2014-10-17T00:53:50.8217090-04:00,2014-10-17T00:53:50.8217090-04:00
271,30,50,WorldDb::Model::Country,2014-10-17T00:53:50.8236750-04:00,2014-10-17T00:53:50.8236750-04:00
272,38,50,WorldDb::Model::Country,2014-10-17T00:53:50.8259200-04:00,2014-10-17T00:53:50.8259200-04:00
273,42,50,WorldDb::Model::Country,2014-10-17T00:53:50.8283790-04:00,2014-10-17T00:53:50.8283790-04:00
274,7,50,WorldDb::Model::Country,2014-10-17T00:53:50.8304320-04:00,2014-10-17T00:53:50.8304320-04:00
275,1,51,WorldDb::Model::Country,2014-10-17T00:53:50.8358460-04:00,2014-10-17T00:53:50.8358460-04:00
276,30,51,WorldDb::Model::Country,2014-10-17T00:53:50.8377240-04:00,2014-10-17T00:53:50.8377240-04:00
277,38,51,WorldDb::Model::Country,2014-10-17T00:53:50.8396540-04:00,2014-10-17T00:53:50.8396540-04:00
278,42,51,WorldDb::Model::Country,2014-10-17T00:53:50.8417290-04:00,2014-10-17T00:53:50.8417290-04:00
279,7,51,WorldDb::Model::Country,2014-10-17T00:53:50.8436870-04:00,2014-10-17T00:53:50.8436870-04:00
280,35,51,WorldDb::Model::Country,2014-10-17T00:53:50.8456480-04:00,2014-10-17T00:53:50.8456480-04:00
281,1,52,WorldDb::Model::Country,2014-10-17T00:53:50.8533170-04:00,2014-10-17T00:53:50.8533170-04:00
282,30,52,WorldDb::Model::Country,2014-10-17T00:53:50.8553600-04:00,2014-10-17T00:53:50.8553600-04:00
283,38,52,WorldDb::Model::Country,2014-10-17T00:53:50.8574020-04:00,2014-10-17T00:53:50.8574020-04:00
284,42,52,WorldDb::Model::Country,2014-10-17T00:53:50.8593220-04:00,2014-10-17T00:53:50.8593220-04:00
285,7,52,WorldDb::Model::Country,2014-10-17T00:53:50.8613340-04:00,2014-10-17T00:53:50.8613340-04:00
286,1,53,WorldDb::Model::Country,2014-10-17T00:53:50.8690890-04:00,2014-10-17T00:53:50.8690890-04:00
287,30,53,WorldDb::Model::Country,2014-10-17T00:53:50.8711480-04:00,2014-10-17T00:53:50.8711480-04:00
288,38,53,WorldDb::Model::Country,2014-10-17T00:53:50.8729920-04:00,2014-10-17T00:53:50.8729920-04:00
289,42,53,WorldDb::Model::Country,2014-10-17T00:53:50.8749290-04:00,2014-10-17T00:53:50.8749290-04:00
290,7,53,WorldDb::Model::Country,2014-10-17T00:53:50.8769560-04:00,2014-10-17T00:53:50.8769560-04:00
291,35,53,WorldDb::Model::Country,2014-10-17T00:53:50.8820290-04:00,2014-10-17T00:53:50.8820290-04:00
292,1,54,WorldDb::Model::Country,2014-10-17T00:53:50.8900340-04:00,2014-10-17T00:53:50.8900340-04:00
293,30,54,WorldDb::Model::Country,2014-10-17T00:53:50.8918080-04:00,2014-10-17T00:53:50.8918080-04:00
294,38,54,WorldDb::Model::Country,2014-10-17T00:53:50.8937790-04:00,2014-10-17T00:53:50.8937790-04:00
295,42,54,WorldDb::Model::Country,2014-10-17T00:53:50.8958580-04:00,2014-10-17T00:53:50.8958580-04:00
296,7,54,WorldDb::Model::Country,2014-10-17T00:53:50.8978650-04:00,2014-10-17T00:53:50.8978650-04:00
297,3,55,WorldDb::Model::Country,2014-10-17T00:53:50.9052010-04:00,2014-10-17T00:53:50.9052010-04:00
298,30,55,WorldDb::Model::Country,2014-10-17T00:53:50.9075020-04:00,2014-10-17T00:53:50.9075020-04:00
299,38,55,WorldDb::Model::Country,2014-10-17T00:53:50.9096170-04:00,2014-10-17T00:53:50.9096170-04:00
300,39,55,WorldDb::Model::Country,2014-10-17T00:53:50.9117040-04:00,2014-10-17T00:53:50.9117040-04:00
301,4,55,WorldDb::Model::Country,2014-10-17T00:53:50.9140120-04:00,2014-10-17T00:53:50.9140120-04:00
302,66,55,WorldDb::Model::Country,2014-10-17T00:53:50.9173080-04:00,2014-10-17T00:53:50.9173080-04:00
303,3,56,WorldDb::Model::Country,2014-10-17T00:53:50.9251300-04:00,2014-10-17T00:53:50.9251300-04:00
304,30,56,WorldDb::Model::Country,2014-10-17T00:53:50.9269510-04:00,2014-10-17T00:53:50.9269510-04:00
305,38,56,WorldDb::Model::Country,2014-10-17T00:53:50.9288950-04:00,2014-10-17T00:53:50.9288950-04:00
306,40,56,WorldDb::Model::Country,2014-10-17T00:53:50.9308280-04:00,2014-10-17T00:53:50.9308280-04:00
307,66,56,WorldDb::Model::Country,2014-10-17T00:53:50.9333700-04:00,2014-10-17T00:53:50.9333700-04:00
308,3,57,WorldDb::Model::Country,2014-10-17T00:53:50.9421620-04:00,2014-10-17T00:53:50.9421620-04:00
309,30,57,WorldDb::Model::Country,2014-10-17T00:53:50.9442970-04:00,2014-10-17T00:53:50.9442970-04:00
310,38,57,WorldDb::Model::Country,2014-10-17T00:53:50.9461320-04:00,2014-10-17T00:53:50.9461320-04:00
311,40,57,WorldDb::Model::Country,2014-10-17T00:53:50.9482350-04:00,2014-10-17T00:53:50.9482350-04:00
312,66,57,WorldDb::Model::Country,2014-10-17T00:53:50.9505640-04:00,2014-10-17T00:53:50.9505640-04:00
313,3,58,WorldDb::Model::Country,2014-10-17T00:53:50.9595090-04:00,2014-10-17T00:53:50.9595090-04:00
314,30,58,WorldDb::Model::Country,2014-10-17T00:53:50.9613780-04:00,2014-10-17T00:53:50.9613780-04:00
315,38,58,WorldDb::Model::Country,2014-10-17T00:53:50.9631260-04:00,2014-10-17T00:53:50.9631260-04:00
316,40,58,WorldDb::Model::Country,2014-10-17T00:53:50.9650370-04:00,2014-10-17T00:53:50.9650370-04:00
317,66,58,WorldDb::Model::Country,2014-10-17T00:53:50.9669830-04:00,2014-10-17T00:53:50.9669830-04:00
318,3,59,WorldDb::Model::Country,2014-10-17T00:53:50.9745560-04:00,2014-10-17T00:53:50.9745560-04:00
319,30,59,WorldDb::Model::Country,2014-10-17T00:53:50.9763430-04:00,2014-10-17T00:53:50.9763430-04:00
320,38,59,WorldDb::Model::Country,2014-10-17T00:53:50.9782900-04:00,2014-10-17T00:53:50.9782900-04:00
321,40,59,WorldDb::Model::Country,2014-10-17T00:53:50.9802240-04:00,2014-10-17T00:53:50.9802240-04:00
322,66,59,WorldDb::Model::Country,2014-10-17T00:53:50.9824000-04:00,2014-10-17T00:53:50.9824000-04:00
323,3,60,WorldDb::Model::Country,2014-10-17T00:53:50.9877090-04:00,2014-10-17T00:53:50.9877090-04:00
324,3,61,WorldDb::Model::Country,2014-10-17T00:53:50.9927030-04:00,2014-10-17T00:53:50.9927030-04:00
325,30,61,WorldDb::Model::Country,2014-10-17T00:53:50.9947300-04:00,2014-10-17T00:53:50.9947300-04:00
326,38,61,WorldDb::Model::Country,2014-10-17T00:53:50.9967460-04:00,2014-10-17T00:53:50.9967460-04:00
327,40,61,WorldDb::Model::Country,2014-10-17T00:53:50.9988640-04:00,2014-10-17T00:53:50.9988640-04:00
328,67,61,WorldDb::Model::Country,2014-10-17T00:53:51.0024730-04:00,2014-10-17T00:53:51.0024730-04:00
329,3,62,WorldDb::Model::Country,2014-10-17T00:53:51.0107740-04:00,2014-10-17T00:53:51.0107740-04:00
330,3,63,WorldDb::Model::Country,2014-10-17T00:53:51.0169010-04:00,2014-10-17T00:53:51.0169010-04:00
331,3,64,WorldDb::Model::Country,2014-10-17T00:53:51.0222030-04:00,2014-10-17T00:53:51.0222030-04:00
332,38,64,WorldDb::Model::Country,2014-10-17T00:53:51.0239190-04:00,2014-10-17T00:53:51.0239190-04:00
333,40,64,WorldDb::Model::Country,2014-10-17T00:53:51.0257980-04:00,2014-10-17T00:53:51.0257980-04:00
334,67,64,WorldDb::Model::Country,2014-10-17T00:53:51.0278650-04:00,2014-10-17T00:53:51.0278650-04:00
335,3,65,WorldDb::Model::Country,2014-10-17T00:53:51.0353010-04:00,2014-10-17T00:53:51.0353010-04:00
336,30,65,WorldDb::Model::Country,2014-10-17T00:53:51.0372490-04:00,2014-10-17T00:53:51.0372490-04:00
337,38,65,WorldDb::Model::Country,2014-10-17T00:53:51.0390840-04:00,2014-10-17T00:53:51.0390840-04:00
338,40,65,WorldDb::Model::Country,2014-10-17T00:53:51.0411350-04:00,2014-10-17T00:53:51.0411350-04:00
339,67,65,WorldDb::Model::Country,2014-10-17T00:53:51.0429230-04:00,2014-10-17T00:53:51.0429230-04:00
340,3,66,WorldDb::Model::Country,2014-10-17T00:53:51.0478880-04:00,2014-10-17T00:53:51.0478880-04:00
341,30,66,WorldDb::Model::Country,2014-10-17T00:53:51.0497440-04:00,2014-10-17T00:53:51.0497440-04:00
342,38,66,WorldDb::Model::Country,2014-10-17T00:53:51.0515040-04:00,2014-10-17T00:53:51.0515040-04:00
343,40,66,WorldDb::Model::Country,2014-10-17T00:53:51.0540320-04:00,2014-10-17T00:53:51.0540320-04:00
344,68,66,WorldDb::Model::Country,2014-10-17T00:53:51.0578830-04:00,2014-10-17T00:53:51.0578830-04:00
345,35,66,WorldDb::Model::Country,2014-10-17T00:53:51.0598200-04:00,2014-10-17T00:53:51.0598200-04:00
346,3,67,WorldDb::Model::Country,2014-10-17T00:53:51.0647020-04:00,2014-10-17T00:53:51.0647020-04:00
347,30,67,WorldDb::Model::Country,2014-10-17T00:53:51.0668480-04:00,2014-10-17T00:53:51.0668480-04:00
348,38,67,WorldDb::Model::Country,2014-10-17T00:53:51.0690040-04:00,2014-10-17T00:53:51.0690040-04:00
349,40,67,WorldDb::Model::Country,2014-10-17T00:53:51.0710150-04:00,2014-10-17T00:53:51.0710150-04:00
350,68,67,WorldDb::Model::Country,2014-10-17T00:53:51.0733610-04:00,2014-10-17T00:53:51.0733610-04:00
351,31,67,WorldDb::Model::Country,2014-10-17T00:53:51.0758280-04:00,2014-10-17T00:53:51.0758280-04:00
352,33,67,WorldDb::Model::Country,2014-10-17T00:53:51.0780140-04:00,2014-10-17T00:53:51.0780140-04:00
353,35,67,WorldDb::Model::Country,2014-10-17T00:53:51.0801260-04:00,2014-10-17T00:53:51.0801260-04:00
354,3,68,WorldDb::Model::Country,2014-10-17T00:53:51.0866250-04:00,2014-10-17T00:53:51.0866250-04:00
355,30,68,WorldDb::Model::Country,2014-10-17T00:53:51.0888400-04:00,2014-10-17T00:53:51.0888400-04:00
356,38,68,WorldDb::Model::Country,2014-10-17T00:53:51.0906210-04:00,2014-10-17T00:53:51.0906210-04:00
357,40,68,WorldDb::Model::Country,2014-10-17T00:53:51.0925510-04:00,2014-10-17T00:53:51.0925510-04:00
358,68,68,WorldDb::Model::Country,2014-10-17T00:53:51.0944410-04:00,2014-10-17T00:53:51.0944410-04:00
359,35,68,WorldDb::Model::Country,2014-10-17T00:53:51.0965850-04:00,2014-10-17T00:53:51.0965850-04:00
360,3,69,WorldDb::Model::Country,2014-10-17T00:53:51.1015650-04:00,2014-10-17T00:53:51.1015650-04:00
361,30,69,WorldDb::Model::Country,2014-10-17T00:53:51.1034290-04:00,2014-10-17T00:53:51.1034290-04:00
362,38,69,WorldDb::Model::Country,2014-10-17T00:53:51.1051970-04:00,2014-10-17T00:53:51.1051970-04:00
363,40,69,WorldDb::Model::Country,2014-10-17T00:53:51.1070160-04:00,2014-10-17T00:53:51.1070160-04:00
364,68,69,WorldDb::Model::Country,2014-10-17T00:53:51.1088870-04:00,2014-10-17T00:53:51.1088870-04:00
365,3,70,WorldDb::Model::Country,2014-10-17T00:53:51.1140190-04:00,2014-10-17T00:53:51.1140190-04:00
366,30,70,WorldDb::Model::Country,2014-10-17T00:53:51.1158260-04:00,2014-10-17T00:53:51.1158260-04:00
367,38,70,WorldDb::Model::Country,2014-10-17T00:53:51.1177290-04:00,2014-10-17T00:53:51.1177290-04:00
368,40,70,WorldDb::Model::Country,2014-10-17T00:53:51.1196950-04:00,2014-10-17T00:53:51.1196950-04:00
369,68,70,WorldDb::Model::Country,2014-10-17T00:53:51.1217770-04:00,2014-10-17T00:53:51.1217770-04:00
370,35,70,WorldDb::Model::Country,2014-10-17T00:53:51.1235010-04:00,2014-10-17T00:53:51.1235010-04:00
371,3,71,WorldDb::Model::Country,2014-10-17T00:53:51.1349990-04:00,2014-10-17T00:53:51.1349990-04:00
372,30,71,WorldDb::Model::Country,2014-10-17T00:53:51.1370830-04:00,2014-10-17T00:53:51.1370830-04:00
373,38,71,WorldDb::Model::Country,2014-10-17T00:53:51.1392410-04:00,2014-10-17T00:53:51.1392410-04:00
374,40,71,WorldDb::Model::Country,2014-10-17T00:53:51.1414260-04:00,2014-10-17T00:53:51.1414260-04:00
375,68,71,WorldDb::Model::Country,2014-10-17T00:53:51.1433630-04:00,2014-10-17T00:53:51.1433630-04:00
376,3,72,WorldDb::Model::Country,2014-10-17T00:53:51.1511400-04:00,2014-10-17T00:53:51.1511400-04:00
377,30,72,WorldDb::Model::Country,2014-10-17T00:53:51.1533640-04:00,2014-10-17T00:53:51.1533640-04:00
378,38,72,WorldDb::Model::Country,2014-10-17T00:53:51.1555370-04:00,2014-10-17T00:53:51.1555370-04:00
379,40,72,WorldDb::Model::Country,2014-10-17T00:53:51.1578010-04:00,2014-10-17T00:53:51.1578010-04:00
380,68,72,WorldDb::Model::Country,2014-10-17T00:53:51.1597660-04:00,2014-10-17T00:53:51.1597660-04:00
381,48,72,WorldDb::Model::Country,2014-10-17T00:53:51.1617110-04:00,2014-10-17T00:53:51.1617110-04:00
382,35,72,WorldDb::Model::Country,2014-10-17T00:53:51.1637080-04:00,2014-10-17T00:53:51.1637080-04:00
383,3,73,WorldDb::Model::Country,2014-10-17T00:53:51.1710640-04:00,2014-10-17T00:53:51.1710640-04:00
384,30,73,WorldDb::Model::Country,2014-10-17T00:53:51.1731960-04:00,2014-10-17T00:53:51.1731960-04:00
385,38,73,WorldDb::Model::Country,2014-10-17T00:53:51.1751740-04:00,2014-10-17T00:53:51.1751740-04:00
386,40,73,WorldDb::Model::Country,2014-10-17T00:53:51.1771530-04:00,2014-10-17T00:53:51.1771530-04:00
387,68,73,WorldDb::Model::Country,2014-10-17T00:53:51.1788860-04:00,2014-10-17T00:53:51.1788860-04:00
388,66,73,WorldDb::Model::Country,2014-10-17T00:53:51.1807390-04:00,2014-10-17T00:53:51.1807390-04:00
389,3,74,WorldDb::Model::Country,2014-10-17T00:53:51.1858230-04:00,2014-10-17T00:53:51.1858230-04:00
390,3,75,WorldDb::Model::Country,2014-10-17T00:53:51.1909220-04:00,2014-10-17T00:53:51.1909220-04:00
391,30,75,WorldDb::Model::Country,2014-10-17T00:53:51.1929700-04:00,2014-10-17T00:53:51.1929700-04:00
392,38,75,WorldDb::Model::Country,2014-10-17T00:53:51.2009320-04:00,2014-10-17T00:53:51.2009320-04:00
393,40,75,WorldDb::Model::Country,2014-10-17T00:53:51.2079020-04:00,2014-10-17T00:53:51.2079020-04:00
394,69,75,WorldDb::Model::Country,2014-10-17T00:53:51.2130140-04:00,2014-10-17T00:53:51.2130140-04:00
395,35,75,WorldDb::Model::Country,2014-10-17T00:53:51.2154770-04:00,2014-10-17T00:53:51.2154770-04:00
396,3,76,WorldDb::Model::Country,2014-10-17T00:53:51.2213020-04:00,2014-10-17T00:53:51.2213020-04:00
397,30,76,WorldDb::Model::Country,2014-10-17T00:53:51.2232320-04:00,2014-10-17T00:53:51.2232320-04:00
398,38,76,WorldDb::Model::Country,2014-10-17T00:53:51.2251450-04:00,2014-10-17T00:53:51.2251450-04:00
399,40,76,WorldDb::Model::Country,2014-10-17T00:53:51.2271070-04:00,2014-10-17T00:53:51.2271070-04:00
400,69,76,WorldDb::Model::Country,2014-10-17T00:53:51.2291860-04:00,2014-10-17T00:53:51.2291860-04:00
401,48,76,WorldDb::Model::Country,2014-10-17T00:53:51.2310680-04:00,2014-10-17T00:53:51.2310680-04:00
402,35,76,WorldDb::Model::Country,2014-10-17T00:53:51.2329220-04:00,2014-10-17T00:53:51.2329220-04:00
403,3,77,WorldDb::Model::Country,2014-10-17T00:53:51.2380110-04:00,2014-10-17T00:53:51.2380110-04:00
404,30,77,WorldDb::Model::Country,2014-10-17T00:53:51.2399560-04:00,2014-10-17T00:53:51.2399560-04:00
405,38,77,WorldDb::Model::Country,2014-10-17T00:53:51.2418760-04:00,2014-10-17T00:53:51.2418760-04:00
406,40,77,WorldDb::Model::Country,2014-10-17T00:53:51.2438430-04:00,2014-10-17T00:53:51.2438430-04:00
407,69,77,WorldDb::Model::Country,2014-10-17T00:53:51.2458100-04:00,2014-10-17T00:53:51.2458100-04:00
408,3,78,WorldDb::Model::Country,2014-10-17T00:53:51.2508460-04:00,2014-10-17T00:53:51.2508460-04:00
409,30,78,WorldDb::Model::Country,2014-10-17T00:53:51.2525230-04:00,2014-10-17T00:53:51.2525230-04:00
410,38,78,WorldDb::Model::Country,2014-10-17T00:53:51.2543600-04:00,2014-10-17T00:53:51.2543600-04:00
411,40,78,WorldDb::Model::Country,2014-10-17T00:53:51.2562800-04:00,2014-10-17T00:53:51.2562800-04:00
412,69,78,WorldDb::Model::Country,2014-10-17T00:53:51.2582250-04:00,2014-10-17T00:53:51.2582250-04:00
413,3,79,WorldDb::Model::Country,2014-10-17T00:53:51.2634790-04:00,2014-10-17T00:53:51.2634790-04:00
414,30,79,WorldDb::Model::Country,2014-10-17T00:53:51.2654360-04:00,2014-10-17T00:53:51.2654360-04:00
415,38,79,WorldDb::Model::Country,2014-10-17T00:53:51.2704150-04:00,2014-10-17T00:53:51.2704150-04:00
416,40,79,WorldDb::Model::Country,2014-10-17T00:53:51.2724370-04:00,2014-10-17T00:53:51.2724370-04:00
417,69,79,WorldDb::Model::Country,2014-10-17T00:53:51.2742570-04:00,2014-10-17T00:53:51.2742570-04:00
418,3,80,WorldDb::Model::Country,2014-10-17T00:53:51.2821450-04:00,2014-10-17T00:53:51.2821450-04:00
419,30,80,WorldDb::Model::Country,2014-10-17T00:53:51.2841070-04:00,2014-10-17T00:53:51.2841070-04:00
420,38,80,WorldDb::Model::Country,2014-10-17T00:53:51.2859960-04:00,2014-10-17T00:53:51.2859960-04:00
421,40,80,WorldDb::Model::Country,2014-10-17T00:53:51.2878910-04:00,2014-10-17T00:53:51.2878910-04:00
422,69,80,WorldDb::Model::Country,2014-10-17T00:53:51.2898170-04:00,2014-10-17T00:53:51.2898170-04:00
423,35,80,WorldDb::Model::Country,2014-10-17T00:53:51.2917610-04:00,2014-10-17T00:53:51.2917610-04:00
424,3,81,WorldDb::Model::Country,2014-10-17T00:53:51.3001650-04:00,2014-10-17T00:53:51.3001650-04:00
425,30,81,WorldDb::Model::Country,2014-10-17T00:53:51.3021290-04:00,2014-10-17T00:53:51.3021290-04:00
426,38,81,WorldDb::Model::Country,2014-10-17T00:53:51.3040460-04:00,2014-10-17T00:53:51.3040460-04:00
427,40,81,WorldDb::Model::Country,2014-10-17T00:53:51.3060640-04:00,2014-10-17T00:53:51.3060640-04:00
428,69,81,WorldDb::Model::Country,2014-10-17T00:53:51.3078360-04:00,2014-10-17T00:53:51.3078360-04:00
429,3,82,WorldDb::Model::Country,2014-10-17T00:53:51.3152990-04:00,2014-10-17T00:53:51.3152990-04:00
430,30,82,WorldDb::Model::Country,2014-10-17T00:53:51.3172750-04:00,2014-10-17T00:53:51.3172750-04:00
431,38,82,WorldDb::Model::Country,2014-10-17T00:53:51.3190370-04:00,2014-10-17T00:53:51.3190370-04:00
432,40,82,WorldDb::Model::Country,2014-10-17T00:53:51.3209720-04:00,2014-10-17T00:53:51.3209720-04:00
433,69,82,WorldDb::Model::Country,2014-10-17T00:53:51.3228490-04:00,2014-10-17T00:53:51.3228490-04:00
434,3,83,WorldDb::Model::Country,2014-10-17T00:53:51.3299870-04:00,2014-10-17T00:53:51.3299870-04:00
435,30,83,WorldDb::Model::Country,2014-10-17T00:53:51.3318540-04:00,2014-10-17T00:53:51.3318540-04:00
436,38,83,WorldDb::Model::Country,2014-10-17T00:53:51.3337820-04:00,2014-10-17T00:53:51.3337820-04:00
437,40,83,WorldDb::Model::Country,2014-10-17T00:53:51.3357680-04:00,2014-10-17T00:53:51.3357680-04:00
438,69,83,WorldDb::Model::Country,2014-10-17T00:53:51.3376790-04:00,2014-10-17T00:53:51.3376790-04:00
439,3,84,WorldDb::Model::Country,2014-10-17T00:53:51.3453330-04:00,2014-10-17T00:53:51.3453330-04:00
440,30,84,WorldDb::Model::Country,2014-10-17T00:53:51.3473410-04:00,2014-10-17T00:53:51.3473410-04:00
441,38,84,WorldDb::Model::Country,2014-10-17T00:53:51.3493390-04:00,2014-10-17T00:53:51.3493390-04:00
442,40,84,WorldDb::Model::Country,2014-10-17T00:53:51.3513020-04:00,2014-10-17T00:53:51.3513020-04:00
443,69,84,WorldDb::Model::Country,2014-10-17T00:53:51.3531240-04:00,2014-10-17T00:53:51.3531240-04:00
444,14,85,WorldDb::Model::Country,2014-10-17T00:53:51.3595770-04:00,2014-10-17T00:53:51.3595770-04:00
445,30,85,WorldDb::Model::Country,2014-10-17T00:53:51.3615300-04:00,2014-10-17T00:53:51.3615300-04:00
446,38,85,WorldDb::Model::Country,2014-10-17T00:53:51.3633430-04:00,2014-10-17T00:53:51.3633430-04:00
447,44,85,WorldDb::Model::Country,2014-10-17T00:53:51.3652140-04:00,2014-10-17T00:53:51.3652140-04:00
448,70,85,WorldDb::Model::Country,2014-10-17T00:53:51.3686180-04:00,2014-10-17T00:53:51.3686180-04:00
449,14,86,WorldDb::Model::Country,2014-10-17T00:53:51.3737370-04:00,2014-10-17T00:53:51.3737370-04:00
450,30,86,WorldDb::Model::Country,2014-10-17T00:53:51.3757180-04:00,2014-10-17T00:53:51.3757180-04:00
451,38,86,WorldDb::Model::Country,2014-10-17T00:53:51.3777410-04:00,2014-10-17T00:53:51.3777410-04:00
452,44,86,WorldDb::Model::Country,2014-10-17T00:53:51.3797590-04:00,2014-10-17T00:53:51.3797590-04:00
453,70,86,WorldDb::Model::Country,2014-10-17T00:53:51.3817640-04:00,2014-10-17T00:53:51.3817640-04:00
454,35,86,WorldDb::Model::Country,2014-10-17T00:53:51.3837190-04:00,2014-10-17T00:53:51.3837190-04:00
455,14,87,WorldDb::Model::Country,2014-10-17T00:53:51.3916790-04:00,2014-10-17T00:53:51.3916790-04:00
456,30,87,WorldDb::Model::Country,2014-10-17T00:53:51.3938030-04:00,2014-10-17T00:53:51.3938030-04:00
457,38,87,WorldDb::Model::Country,2014-10-17T00:53:51.3960170-04:00,2014-10-17T00:53:51.3960170-04:00
458,44,87,WorldDb::Model::Country,2014-10-17T00:53:51.3980410-04:00,2014-10-17T00:53:51.3980410-04:00
459,70,87,WorldDb::Model::Country,2014-10-17T00:53:51.4000650-04:00,2014-10-17T00:53:51.4000650-04:00
460,14,88,WorldDb::Model::Country,2014-10-17T00:53:51.4081280-04:00,2014-10-17T00:53:51.4081280-04:00
461,30,88,WorldDb::Model::Country,2014-10-17T00:53:51.4100300-04:00,2014-10-17T00:53:51.4100300-04:00
462,38,88,WorldDb::Model::Country,2014-10-17T00:53:51.4118900-04:00,2014-10-17T00:53:51.4118900-04:00
463,44,88,WorldDb::Model::Country,2014-10-17T00:53:51.4136700-04:00,2014-10-17T00:53:51.4136700-04:00
464,70,88,WorldDb::Model::Country,2014-10-17T00:53:51.4156620-04:00,2014-10-17T00:53:51.4156620-04:00
