Id,name,kind,lat,lng,created_at,updated_at
722,VysoÄina,ADM1,,,2014-10-17T00:53:57.1932170-04:00,2014-10-17T00:53:57.1932170-04:00
723,Jihlava,CITY,,,2014-10-17T00:53:57.1968400-04:00,2014-10-17T00:53:57.1968400-04:00
724,Olomouc,ADM1,,,2014-10-17T00:53:57.2022800-04:00,2014-10-17T00:53:57.2022800-04:00
725,Olomouc,CITY,,,2014-10-17T00:53:57.2048780-04:00,2014-10-17T00:53:57.2048780-04:00
726,ZlÃ­n,ADM1,,,2014-10-17T00:53:57.2108660-04:00,2014-10-17T00:53:57.2108660-04:00
727,ZlÃ­n,CITY,,,2014-10-17T00:53:57.2134240-04:00,2014-10-17T00:53:57.2134240-04:00
728,Moravskoslezsko [Moravia-Silesia],ADM1,,,2014-10-17T00:53:57.2181350-04:00,2014-10-17T00:53:57.2181350-04:00
729,Ostrava,CITY,,,2014-10-17T00:53:57.2205750-04:00,2014-10-17T00:53:57.2205750-04:00
730,BudÄ›jovice,CITY,,,2014-10-17T00:53:57.2493870-04:00,2014-10-17T00:53:57.2493870-04:00
731,KutnÃ¡ Hora,CITY,,,2014-10-17T00:53:57.2612740-04:00,2014-10-17T00:53:57.2612740-04:00
732,TÃ¡bor,CITY,,,2014-10-17T00:53:57.2646260-04:00,2014-10-17T00:53:57.2646260-04:00
733,Krumlov,CITY,,,2014-10-17T00:53:57.2677600-04:00,2014-10-17T00:53:57.2677600-04:00
734,TÅ™eboÅˆ,CITY,,,2014-10-17T00:53:57.2704990-04:00,2014-10-17T00:53:57.2704990-04:00
735,Mikulov,CITY,,,2014-10-17T00:53:57.2732250-04:00,2014-10-17T00:53:57.2732250-04:00
736,Baden-WÃ¼rttemberg,ADM1,,,2014-10-17T00:53:57.2778840-04:00,2014-10-17T00:53:57.2778840-04:00
737,Stuttgart,MTRO,,,2014-10-17T00:53:57.2802630-04:00,2014-10-17T00:53:57.3893800-04:00
738,Bayern [Bavaria],ADM1,,,2014-10-17T00:53:57.2825550-04:00,2014-10-17T00:53:57.2825550-04:00
739,MÃ¼nchen [Munich],MTRO,,,2014-10-17T00:53:57.2882440-04:00,2014-10-17T00:53:57.3797290-04:00
740,Berlin,ADM1,,,2014-10-17T00:53:57.2913990-04:00,2014-10-17T00:53:57.2913990-04:00
741,Berlin,MTRO,,,2014-10-17T00:53:57.2938690-04:00,2014-10-17T00:53:57.3737150-04:00
742,Brandenburg,ADM1,,,2014-10-17T00:53:57.2963340-04:00,2014-10-17T00:53:57.2963340-04:00
743,Potsdam,CITY,,,2014-10-17T00:53:57.2986880-04:00,2014-10-17T00:53:57.2986880-04:00
744,Bremen,ADM1,,,2014-10-17T00:53:57.3010100-04:00,2014-10-17T00:53:57.3010100-04:00
745,Bremen,CITY,,,2014-10-17T00:53:57.3033090-04:00,2014-10-17T00:53:57.3033090-04:00
746,Hamburg,ADM1,,,2014-10-17T00:53:57.3056950-04:00,2014-10-17T00:53:57.3056950-04:00
747,Hamburg,MTRO,,,2014-10-17T00:53:57.3080110-04:00,2014-10-17T00:53:57.3767320-04:00
748,Hessen [Hesse],ADM1,,,2014-10-17T00:53:57.3103140-04:00,2014-10-17T00:53:57.3103140-04:00
749,Wiesbaden,CITY,,,2014-10-17T00:53:57.3128940-04:00,2014-10-17T00:53:57.3128940-04:00
750,Mecklenburg-Vorpommern,ADM1,,,2014-10-17T00:53:57.3156270-04:00,2014-10-17T00:53:57.3156270-04:00
751,Schwerin,CITY,,,2014-10-17T00:53:57.3182310-04:00,2014-10-17T00:53:57.3182310-04:00
752,Niedersachsen [Lower Saxony],ADM1,,,2014-10-17T00:53:57.3207090-04:00,2014-10-17T00:53:57.3207090-04:00
753,Hannove,CITY,,,2014-10-17T00:53:57.3230680-04:00,2014-10-17T00:53:57.3230680-04:00
754,Nordrhein-Westfalen [North Rhine-Westphalia],ADM1,,,2014-10-17T00:53:57.3254770-04:00,2014-10-17T00:53:57.3254770-04:00
755,DÃ¼sseldorf,CITY,,,2014-10-17T00:53:57.3278140-04:00,2014-10-17T00:53:57.3278140-04:00
756,Rheinland-Pfalz [Rhineland-Palatinate],ADM1,,,2014-10-17T00:53:57.3300570-04:00,2014-10-17T00:53:57.3300570-04:00
757,Mainz,CITY,,,2014-10-17T00:53:57.3324180-04:00,2014-10-17T00:53:57.3324180-04:00
758,Saarland,ADM1,,,2014-10-17T00:53:57.3366610-04:00,2014-10-17T00:53:57.3366610-04:00
759,SaarbrÃ¼cken,CITY,,,2014-10-17T00:53:57.3432250-04:00,2014-10-17T00:53:57.3432250-04:00
760,Sachsen [Saxony],ADM1,,,2014-10-17T00:53:57.3459280-04:00,2014-10-17T00:53:57.3459280-04:00
761,Dresden,CITY,,,2014-10-17T00:53:57.3482470-04:00,2014-10-17T00:53:57.3482470-04:00
762,Sachsen-Anhalt [Saxony-Anhalt],ADM1,,,2014-10-17T00:53:57.3505480-04:00,2014-10-17T00:53:57.3505480-04:00
763,Magdeburg,CITY,,,2014-10-17T00:53:57.3528480-04:00,2014-10-17T00:53:57.3528480-04:00
764,Schleswig-Holstein,ADM1,,,2014-10-17T00:53:57.3551540-04:00,2014-10-17T00:53:57.3551540-04:00
765,Kiel,CITY,,,2014-10-17T00:53:57.3574630-04:00,2014-10-17T00:53:57.3574630-04:00
766,ThÃ¼ringen [Thuringia],ADM1,,,2014-10-17T00:53:57.3597420-04:00,2014-10-17T00:53:57.3597420-04:00
767,Erfurt,CITY,,,2014-10-17T00:53:57.3621040-04:00,2014-10-17T00:53:57.3621040-04:00
768,Ruhrgebiet [Ruhr area],MTRO,,,2014-10-17T00:53:57.3672950-04:00,2014-10-17T00:53:57.3672950-04:00
769,KÃ¶ln/Bonn  [Cologne-Bonn],MTRO,,,2014-10-17T00:53:57.3703680-04:00,2014-10-17T00:53:57.3703680-04:00
770,KÃ¶ln,CITY,,,2014-10-17T00:53:57.3830100-04:00,2014-10-17T00:53:57.3830100-04:00
771,Frankfurt,MTRO,,,2014-10-17T00:53:57.3860990-04:00,2014-10-17T00:53:57.3860990-04:00
772,Dortmund,CITY,,,2014-10-17T00:53:57.3951370-04:00,2014-10-17T00:53:57.3951370-04:00
773,Essen,CITY,,,2014-10-17T00:53:57.3984390-04:00,2014-10-17T00:53:57.3984390-04:00
774,Duisburg,CITY,,,2014-10-17T00:53:57.4053940-04:00,2014-10-17T00:53:57.4053940-04:00
775,Leipzig,CITY,,,2014-10-17T00:53:57.4084570-04:00,2014-10-17T00:53:57.4084570-04:00
776,Bochum,CITY,,,2014-10-17T00:53:57.4141650-04:00,2014-10-17T00:53:57.4141650-04:00
777,Bonn,CITY,,,2014-10-17T00:53:57.4173170-04:00,2014-10-17T00:53:57.4173170-04:00
778,NÃ¼rnberg [Nuremberg],MTRO,,,2014-10-17T00:53:57.4207230-04:00,2014-10-17T00:53:57.4207230-04:00
779,Augsburg,CITY,,,2014-10-17T00:53:57.4237290-04:00,2014-10-17T00:53:57.4237290-04:00
780,FÃ¼rth,CITY,,,2014-10-17T00:53:57.4265190-04:00,2014-10-17T00:53:57.4265190-04:00
781,Hoffenheim,CITY,,,2014-10-17T00:53:57.4293600-04:00,2014-10-17T00:53:57.4293600-04:00
782,Freiburg (im Breisgau),CITY,,,2014-10-17T00:53:57.4320670-04:00,2014-10-17T00:54:04.0888990-04:00
783,Hannover,CITY,,,2014-10-17T00:53:57.4351130-04:00,2014-10-17T00:53:57.4351130-04:00
784,Wolfsburg,CITY,,,2014-10-17T00:53:57.4380250-04:00,2014-10-17T00:53:57.4380250-04:00
785,Gelsenkirchen,CITY,,,2014-10-17T00:53:57.4413270-04:00,2014-10-17T00:53:57.4413270-04:00
786,Leverkusen,CITY,,,2014-10-17T00:53:57.4447900-04:00,2014-10-17T00:53:57.4447900-04:00
787,M'gladbach,CITY,,,2014-10-17T00:53:57.4477330-04:00,2014-10-17T00:53:57.4477330-04:00
788,Braunschweig,CITY,,,2014-10-17T00:53:57.4534560-04:00,2014-10-17T00:53:57.4534560-04:00
789,Kaiserslautern,CITY,,,2014-10-17T00:53:57.4562320-04:00,2014-10-17T00:53:57.4562320-04:00
790,Cottbus,CITY,,,2014-10-17T00:53:57.4589810-04:00,2014-10-17T00:53:57.4589810-04:00
791,Aalen,CITY,,,2014-10-17T00:53:57.4617600-04:00,2014-10-17T00:53:57.4617600-04:00
792,Ingolstadt,CITY,,,2014-10-17T00:53:57.4645730-04:00,2014-10-17T00:53:57.4645730-04:00
793,Paderborn,CITY,,,2014-10-17T00:53:57.4673470-04:00,2014-10-17T00:53:57.4673470-04:00
794,Aue,CITY,,,2014-10-17T00:53:57.4702310-04:00,2014-10-17T00:53:57.4702310-04:00
795,Sandhausen,CITY,,,2014-10-17T00:53:57.4770310-04:00,2014-10-17T00:53:57.4770310-04:00
796,Regensburg,CITY,,,2014-10-17T00:53:57.4801420-04:00,2014-10-17T00:53:57.4801420-04:00
797,Hovedstaden [Greater Copenhagen,ADM1,,,2014-10-17T00:53:57.4851700-04:00,2014-10-17T00:53:57.4851700-04:00
798,HillerÃ¸d,CITY,,,2014-10-17T00:53:57.4878530-04:00,2014-10-17T00:53:57.4878530-04:00
799,SjÃ¦lland [Zealand],ADM1,,,2014-10-17T00:53:57.4902240-04:00,2014-10-17T00:53:57.4902240-04:00
800,SorÃ¸,CITY,,,2014-10-17T00:53:57.4927520-04:00,2014-10-17T00:53:57.4927520-04:00
801,Nordjylland [North Denmark,ADM1,,,2014-10-17T00:53:57.4952610-04:00,2014-10-17T00:53:57.4952610-04:00
802,Aalborg,CITY,,,2014-10-17T00:53:57.4978220-04:00,2014-10-17T00:53:57.4978220-04:00
803,Midtjylland [Central Denmark,ADM1,,,2014-10-17T00:53:57.5002720-04:00,2014-10-17T00:53:57.5002720-04:00
804,Viborg,CITY,,,2014-10-17T00:53:57.5028000-04:00,2014-10-17T00:53:57.5028000-04:00
805,Syddanmark  [South Denmark],ADM1,,,2014-10-17T00:53:57.5052280-04:00,2014-10-17T00:53:57.5052280-04:00
806,Vejle,CITY,,,2014-10-17T00:53:57.5082010-04:00,2014-10-17T00:53:57.5082010-04:00
807,KÃ¸benhavn [Copenhagen],MTRO,,,2014-10-17T00:53:57.5126530-04:00,2014-10-17T00:53:57.5126530-04:00
808,Farum,CITY,,,2014-10-17T00:53:57.5151580-04:00,2014-10-17T00:53:57.5151580-04:00
809,Tallinn,CITY,,,2014-10-17T00:53:57.5206720-04:00,2014-10-17T00:53:57.5206720-04:00
810,North East England,ADM1,,,2014-10-17T00:53:57.5258360-04:00,2014-10-17T00:53:57.5258360-04:00
811,North West England,ADM1,,,2014-10-17T00:53:57.5284110-04:00,2014-10-17T00:53:57.5284110-04:00
812,Yorkshire and the Humber,ADM1,,,2014-10-17T00:53:57.5373840-04:00,2014-10-17T00:53:57.5373840-04:00
813,East Midlands,ADM1,,,2014-10-17T00:53:57.5424600-04:00,2014-10-17T00:53:57.5424600-04:00
814,West Midlands,ADM1,,,2014-10-17T00:53:57.5454190-04:00,2014-10-17T00:53:57.5454190-04:00
815,East of England,ADM1,,,2014-10-17T00:53:57.5481790-04:00,2014-10-17T00:53:57.5481790-04:00
816,Greater London,ADM1,,,2014-10-17T00:53:57.5504980-04:00,2014-10-17T00:53:57.5504980-04:00
817,South East England,ADM1,,,2014-10-17T00:53:57.5529080-04:00,2014-10-17T00:53:57.5529080-04:00
818,South West England,ADM1,,,2014-10-17T00:53:57.5552630-04:00,2014-10-17T00:53:57.5552630-04:00
819,Leeds-Bradford,MTRO,,,2014-10-17T00:53:57.5602140-04:00,2014-10-17T00:53:57.5602140-04:00
820,London,MTRO,,,2014-10-17T00:53:57.5634170-04:00,2014-10-17T00:53:57.5634170-04:00
821,Birmingham,MTRO,,,2014-10-17T00:53:57.5664610-04:00,2014-10-17T00:53:57.5664610-04:00
822,Liverpool,MTRO,,,2014-10-17T00:53:57.5694750-04:00,2014-10-17T00:53:57.5694750-04:00
823,Leeds,CITY,,,2014-10-17T00:53:57.5728060-04:00,2014-10-17T00:53:57.5728060-04:00
824,Sheffield,CITY,,,2014-10-17T00:53:57.5755290-04:00,2014-10-17T00:53:57.5755290-04:00
825,Bristol,CITY,,,2014-10-17T00:53:57.5782280-04:00,2014-10-17T00:53:57.5782280-04:00
826,Manchester,MTRO,,,2014-10-17T00:53:57.5809750-04:00,2014-10-17T00:53:57.5809750-04:00
827,Leicester,CITY,,,2014-10-17T00:53:57.5881050-04:00,2014-10-17T00:53:57.5881050-04:00
828,Coventry,CITY,,,2014-10-17T00:53:57.5933020-04:00,2014-10-17T00:53:57.5933020-04:00
829,Bradford,CITY,,,2014-10-17T00:53:57.5992930-04:00,2014-10-17T00:53:57.5992930-04:00
830,West Bromwich,CITY,,,2014-10-17T00:53:57.6020500-04:00,2014-10-17T00:53:57.6020500-04:00
831,Newcastle,MTRO,,,2014-10-17T00:53:57.6047910-04:00,2014-10-17T00:53:57.6047910-04:00
832,Stoke,CITY,,,2014-10-17T00:53:57.6075530-04:00,2014-10-17T00:53:57.6075530-04:00
833,Sunderland,CITY,,,2014-10-17T00:53:57.6102740-04:00,2014-10-17T00:53:57.6102740-04:00
834,Wigan,CITY,,,2014-10-17T00:53:57.6129580-04:00,2014-10-17T00:53:57.6129580-04:00
835,Southampton,CITY,,,2014-10-17T00:53:57.6164540-04:00,2014-10-17T00:53:57.6164540-04:00
836,Reading,CITY,,,2014-10-17T00:53:57.6196800-04:00,2014-10-17T00:53:57.6196800-04:00
837,Norwich,CITY,,,2014-10-17T00:53:57.6226010-04:00,2014-10-17T00:53:57.6226010-04:00
838,AndalucÃ­a [Andalusia],ADM1,,,2014-10-17T00:53:57.6275360-04:00,2014-10-17T00:53:57.6275360-04:00
839,Sevilla,MTRO,,,2014-10-17T00:53:57.6302870-04:00,2014-10-17T00:54:04.2082720-04:00
840,AragÃ³n,ADM1,,,2014-10-17T00:53:57.6326660-04:00,2014-10-17T00:53:57.6326660-04:00
841,Zaragoza,CITY,,,2014-10-17T00:53:57.6351680-04:00,2014-10-17T00:53:57.6351680-04:00
842,Asturias,ADM1,,,2014-10-17T00:53:57.6375800-04:00,2014-10-17T00:53:57.6375800-04:00
843,Oviedo,CITY,,,2014-10-17T00:53:57.6398100-04:00,2014-10-17T00:53:57.6398100-04:00
844,Illes Balears [Balearic Islands],ADM1,,,2014-10-17T00:53:57.6422180-04:00,2014-10-17T00:53:57.6422180-04:00
845,Palma (de Mallorca),CITY,,,2014-10-17T00:53:57.6450190-04:00,2014-10-17T00:53:57.6450190-04:00
846,Pais Vasco [Basque Country],ADM1,,,2014-10-17T00:53:57.6477500-04:00,2014-10-17T00:53:57.6477500-04:00
847,VitÃ³ria,MTRO,,,2014-10-17T00:53:57.6502480-04:00,2014-10-17T00:54:02.1008810-04:00
848,Canarias [Canary Islands],ADM1,,,2014-10-17T00:53:57.6526870-04:00,2014-10-17T00:53:57.6526870-04:00
849,Las Palmas (de Gran Canaria),CITY,,,2014-10-17T00:53:57.6553010-04:00,2014-10-17T00:53:57.6553010-04:00
850,CantÃ¡bria,ADM1,,,2014-10-17T00:53:57.6576600-04:00,2014-10-17T00:53:57.6576600-04:00
851,Santander,CITY,,,2014-10-17T00:53:57.6602320-04:00,2014-10-17T00:53:57.6602320-04:00
852,Castilla y LeÃ³n,ADM1,,,2014-10-17T00:53:57.6627780-04:00,2014-10-17T00:53:57.6627780-04:00
853,Valladolid,CITY,,,2014-10-17T00:53:57.6654250-04:00,2014-10-17T00:53:57.6654250-04:00
854,Castilla-La Mancha,ADM1,,,2014-10-17T00:53:57.6678900-04:00,2014-10-17T00:53:57.6678900-04:00
855,Toledo,CITY,,,2014-10-17T00:53:57.6703110-04:00,2014-10-17T00:53:57.6703110-04:00
856,CataluÃ±a [Catalonia],ADM1,,,2014-10-17T00:53:57.6725930-04:00,2014-10-17T00:53:57.6725930-04:00
857,Barcelona,MTRO,,,2014-10-17T00:53:57.6749860-04:00,2014-10-17T00:53:57.7340300-04:00
858,Extremadura,ADM1,,,2014-10-17T00:53:57.6772700-04:00,2014-10-17T00:53:57.6772700-04:00
859,MÃ©rida,MTRO,,,2014-10-17T00:53:57.6804980-04:00,2014-10-17T00:54:01.1240870-04:00
860,Galicia,ADM1,,,2014-10-17T00:53:57.6863310-04:00,2014-10-17T00:53:57.6863310-04:00
861,Santiago de Compostela,CITY,,,2014-10-17T00:53:57.6912840-04:00,2014-10-17T00:53:57.6912840-04:00
862,La Rioja,ADM1,,,2014-10-17T00:53:57.6939210-04:00,2014-10-17T00:53:57.6939210-04:00
863,LogroÃ±o,CITY,,,2014-10-17T00:53:57.6964470-04:00,2014-10-17T00:53:57.6964470-04:00
864,Madrid,ADM1,,,2014-10-17T00:53:57.6987530-04:00,2014-10-17T00:53:57.6987530-04:00
865,Madrid,MTRO,,,2014-10-17T00:53:57.7011770-04:00,2014-10-17T00:53:57.7308770-04:00
866,Murcia,ADM1,,,2014-10-17T00:53:57.7035150-04:00,2014-10-17T00:53:57.7035150-04:00
867,Murcia,CITY,,,2014-10-17T00:53:57.7058370-04:00,2014-10-17T00:53:57.7058370-04:00
868,Navarra,ADM1,,,2014-10-17T00:53:57.7080500-04:00,2014-10-17T00:53:57.7080500-04:00
869,Pamplona,CITY,,,2014-10-17T00:53:57.7103850-04:00,2014-10-17T00:53:57.7103850-04:00
870,Valencia,ADM1,,,2014-10-17T00:53:57.7127410-04:00,2014-10-17T00:53:57.7127410-04:00
871,Valencia,MTRO,,,2014-10-17T00:53:57.7153050-04:00,2014-10-17T00:53:57.7370830-04:00
872,Ceuta,ADM1,,,2014-10-17T00:53:57.7178810-04:00,2014-10-17T00:53:57.7178810-04:00
873,Ceuta,CITY,,,2014-10-17T00:53:57.7204730-04:00,2014-10-17T00:53:57.7204730-04:00
874,Melilla,ADM1,,,2014-10-17T00:53:57.7227860-04:00,2014-10-17T00:53:57.7227860-04:00
875,Melilla,CITY,,,2014-10-17T00:53:57.7253120-04:00,2014-10-17T00:53:57.7253120-04:00
876,MÃ¡laga,CITY,,,2014-10-17T00:53:57.7458660-04:00,2014-10-17T00:53:57.7458660-04:00
877,Bilbao,MTRO,,,2014-10-17T00:53:57.7568890-04:00,2014-10-17T00:53:57.7568890-04:00
878,Granada,CITY,,,2014-10-17T00:53:57.7596700-04:00,2014-10-17T00:53:57.7596700-04:00
879,Vigo,CITY,,,2014-10-17T00:53:57.7652350-04:00,2014-10-17T00:53:57.7652350-04:00
880,A CoruÃ±a,CITY,,,2014-10-17T00:53:57.7708200-04:00,2014-10-17T00:53:57.7708200-04:00
881,San SebastiÃ¡n,CITY,,,2014-10-17T00:53:57.7741240-04:00,2014-10-17T00:53:57.7741240-04:00
882,Helsingfors [Helsinki],MTRO,,,2014-10-17T00:53:57.7787390-04:00,2014-10-17T00:53:57.7787390-04:00
883,Ile-de-France,ADM1,,,2014-10-17T00:53:57.7847990-04:00,2014-10-17T00:53:57.7847990-04:00
884,Paris,CITY,,,2014-10-17T00:53:57.7886380-04:00,2014-10-17T00:54:04.2338340-04:00
885,Champagne-Ardenne,ADM1,,,2014-10-17T00:53:57.7952340-04:00,2014-10-17T00:53:57.7952340-04:00
886,ChÃ¢lons-en-Champagne,CITY,,,2014-10-17T00:53:57.7975210-04:00,2014-10-17T00:53:57.7975210-04:00
887,Picardie [Picardy],ADM1,,,2014-10-17T00:53:57.8039180-04:00,2014-10-17T00:53:57.8039180-04:00
888,Amiens,CITY,,,2014-10-17T00:53:57.8066280-04:00,2014-10-17T00:53:57.8066280-04:00
889,Haute-Normandie [Upper Normandy],ADM1,,,2014-10-17T00:53:57.8114320-04:00,2014-10-17T00:53:57.8114320-04:00
890,Rouen,CITY,,,2014-10-17T00:53:57.8143060-04:00,2014-10-17T00:53:57.8143060-04:00
891,Centre,ADM1,,,2014-10-17T00:53:57.8196880-04:00,2014-10-17T00:53:57.8196880-04:00
892,OrlÃ©ans,CITY,,,2014-10-17T00:53:57.8223590-04:00,2014-10-17T00:53:57.8223590-04:00
893,Basse-Normandie [Lower Normandy],ADM1,,,2014-10-17T00:53:57.8270150-04:00,2014-10-17T00:53:57.8270150-04:00
894,Caen,CITY,,,2014-10-17T00:53:57.8293630-04:00,2014-10-17T00:53:57.8293630-04:00
895,Bourgogne [Burgundy],ADM1,,,2014-10-17T00:53:57.8338570-04:00,2014-10-17T00:53:57.8338570-04:00
896,Dijon,CITY,,,2014-10-17T00:53:57.8374630-04:00,2014-10-17T00:53:57.8374630-04:00
897,Nord-Pas-de-Calais,ADM1,,,2014-10-17T00:53:57.8422470-04:00,2014-10-17T00:53:57.8422470-04:00
898,Lille (Villeneuve-d'Ascq),CITY,,,2014-10-17T00:53:57.8447110-04:00,2014-10-17T00:54:04.2512870-04:00
899,Languedoc-Roussillon,ADM1,,,2014-10-17T00:53:57.8562170-04:00,2014-10-17T00:53:57.9450300-04:00
900,Metz,CITY,,,2014-10-17T00:53:57.8594070-04:00,2014-10-17T00:53:57.8594070-04:00
901,Alsace,ADM1,,,2014-10-17T00:53:57.8656330-04:00,2014-10-17T00:53:57.8656330-04:00
902,Strasbourg,CITY,,,2014-10-17T00:53:57.8682230-04:00,2014-10-17T00:53:57.8682230-04:00
903,Franche-ComtÃ©,ADM1,,,2014-10-17T00:53:57.8730060-04:00,2014-10-17T00:53:57.8730060-04:00
904,BesanÃ§on,CITY,,,2014-10-17T00:53:57.8756520-04:00,2014-10-17T00:53:57.8756520-04:00
905,Pays de la Loire,ADM1,,,2014-10-17T00:53:57.8807660-04:00,2014-10-17T00:53:57.8807660-04:00
906,Nantes,CITY,,,2014-10-17T00:53:57.8831940-04:00,2014-10-17T00:53:57.8831940-04:00
907,Bretagne [Brittany],ADM1,,,2014-10-17T00:53:57.8899870-04:00,2014-10-17T00:53:57.8899870-04:00
908,Rennes,CITY,,,2014-10-17T00:53:57.8925330-04:00,2014-10-17T00:53:57.8925330-04:00
909,Poitou-Charentes,ADM1,,,2014-10-17T00:53:57.8977070-04:00,2014-10-17T00:53:57.8977070-04:00
910,Poitiers,CITY,,,2014-10-17T00:53:57.9008460-04:00,2014-10-17T00:53:57.9008460-04:00
911,Aquitaine,ADM1,,,2014-10-17T00:53:57.9061680-04:00,2014-10-17T00:53:57.9061680-04:00
912,Bordeaux,CITY,,,2014-10-17T00:53:57.9089850-04:00,2014-10-17T00:53:57.9089850-04:00
913,Midi-PyrÃ©nÃ©es,ADM1,,,2014-10-17T00:53:57.9140210-04:00,2014-10-17T00:53:57.9140210-04:00
914,Toulouse,CITY,,,2014-10-17T00:53:57.9164680-04:00,2014-10-17T00:53:57.9164680-04:00
915,Limousin,ADM1,,,2014-10-17T00:53:57.9211850-04:00,2014-10-17T00:53:57.9211850-04:00
916,Limoges,CITY,,,2014-10-17T00:53:57.9236620-04:00,2014-10-17T00:53:57.9236620-04:00
917,RhÃ´ne-Alpes,ADM1,,,2014-10-17T00:53:57.9287470-04:00,2014-10-17T00:53:57.9287470-04:00
918,Lyon (DÃ©cines-Charpieu),CITY,,,2014-10-17T00:53:57.9312150-04:00,2014-10-17T00:54:04.2457090-04:00
919,Auvergne,ADM1,,,2014-10-17T00:53:57.9374410-04:00,2014-10-17T00:53:57.9374410-04:00
920,Clermont-Ferrand,CITY,,,2014-10-17T00:53:57.9400400-04:00,2014-10-17T00:53:57.9400400-04:00
921,Montpellier,CITY,,,2014-10-17T00:53:57.9474450-04:00,2014-10-17T00:53:57.9474450-04:00
922,Provence-Alpes-CÃ´te d'Azur,ADM1,,,2014-10-17T00:53:57.9536140-04:00,2014-10-17T00:53:57.9536140-04:00
923,Marseille,CITY,,,2014-10-17T00:53:57.9559420-04:00,2014-10-17T00:53:57.9559420-04:00
924,Corse [Corsica],ADM1,,,2014-10-17T00:53:57.9610260-04:00,2014-10-17T00:53:57.9610260-04:00
925,Ajaccio,CITY,,,2014-10-17T00:53:57.9636210-04:00,2014-10-17T00:53:57.9636210-04:00
926,Tbilisi,MTRO,,,2014-10-17T00:53:57.9727040-04:00,2014-10-17T00:53:57.9727040-04:00
927,AthÃ­na [Athens],MTRO,,,2014-10-17T00:53:57.9770090-04:00,2014-10-17T00:53:57.9770090-04:00
928,Thessaloniki,MTRO,,,2014-10-17T00:53:57.9794850-04:00,2014-10-17T00:53:57.9794850-04:00
929,PirÃ¤us,CITY,,,2014-10-17T00:53:57.9817960-04:00,2014-10-17T00:53:57.9817960-04:00
930,Zagreb,CITY,,,2014-10-17T00:53:57.9859220-04:00,2014-10-17T00:53:57.9859220-04:00
931,Budapest,MTRO,,,2014-10-17T00:53:57.9905070-04:00,2014-10-17T00:53:57.9905070-04:00
932,Louth / Leinster,ADM1,,,2014-10-17T00:53:57.9951400-04:00,2014-10-17T00:53:57.9951400-04:00
933,Dundalk,CITY,,,2014-10-17T00:53:57.9976950-04:00,2014-10-17T00:53:57.9976950-04:00
934,Leitrim / Connaught,ADM1,,,2014-10-17T00:53:58.0080100-04:00,2014-10-17T00:53:58.0080100-04:00
935,Carrick-on-Shannon,CITY,,,2014-10-17T00:53:58.0108410-04:00,2014-10-17T00:53:58.0108410-04:00
936,Sligo / Connaught,ADM1,,,2014-10-17T00:53:58.0209210-04:00,2014-10-17T00:53:58.0209210-04:00
937,Sligo,CITY,,,2014-10-17T00:53:58.0240640-04:00,2014-10-17T00:53:58.0240640-04:00
938,Cavan / Ulster,ADM1,,,2014-10-17T00:53:58.0312340-04:00,2014-10-17T00:53:58.0312340-04:00
939,Cavan,CITY,,,2014-10-17T00:53:58.0342020-04:00,2014-10-17T00:53:58.0342020-04:00
940,Donegal / Ulster,ADM1,,,2014-10-17T00:53:58.0434030-04:00,2014-10-17T00:53:58.0434030-04:00
941,Lifford,CITY,,,2014-10-17T00:53:58.0462250-04:00,2014-10-17T00:53:58.0462250-04:00
942,Monaghan / Ulster,ADM1,,,2014-10-17T00:53:58.0535900-04:00,2014-10-17T00:53:58.0535900-04:00
943,Monaghan,CITY,,,2014-10-17T00:53:58.0564610-04:00,2014-10-17T00:53:58.0564610-04:00
944,Laois / Leinster,ADM1,,,2014-10-17T00:53:58.0637090-04:00,2014-10-17T00:53:58.0637090-04:00
945,Portlaoise,CITY,,,2014-10-17T00:53:58.0662990-04:00,2014-10-17T00:53:58.0662990-04:00
946,Longford / Leinster,ADM1,,,2014-10-17T00:53:58.0748920-04:00,2014-10-17T00:53:58.0748920-04:00
947,Longford,CITY,,,2014-10-17T00:53:58.0773440-04:00,2014-10-17T00:53:58.0773440-04:00
948,Offaly / Leinster,ADM1,,,2014-10-17T00:53:58.0843160-04:00,2014-10-17T00:53:58.0843160-04:00
949,Tullamore,CITY,,,2014-10-17T00:53:58.0870520-04:00,2014-10-17T00:53:58.0870520-04:00
950,Westmeath / Leinster,ADM1,,,2014-10-17T00:53:58.0944030-04:00,2014-10-17T00:53:58.0944030-04:00
951,Mullingar,CITY,,,2014-10-17T00:53:58.0969560-04:00,2014-10-17T00:53:58.0969560-04:00
952,Galway / Connaught,ADM1,,,2014-10-17T00:53:58.1052710-04:00,2014-10-17T00:53:58.1052710-04:00
953,Galway,CITY,,,2014-10-17T00:53:58.1082120-04:00,2014-10-17T00:53:58.1082120-04:00
954,Mayo / Connaught,ADM1,,,2014-10-17T00:53:58.1174300-04:00,2014-10-17T00:53:58.1174300-04:00
955,Castlebar,CITY,,,2014-10-17T00:53:58.1201070-04:00,2014-10-17T00:53:58.1201070-04:00
956,Roscommon / Connaught,ADM1,,,2014-10-17T00:53:58.1275670-04:00,2014-10-17T00:53:58.1275670-04:00
957,Roscommon,CITY,,,2014-10-17T00:53:58.1303720-04:00,2014-10-17T00:53:58.1303720-04:00
958,Dublin / Leinster,ADM1,,,2014-10-17T00:53:58.1376970-04:00,2014-10-17T00:53:58.1376970-04:00
