Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,WHH,WHD,WHA
D2,03/12/00,St Pauli,Aachen,3,3,D,1,2,A,15793,Mike Pickel ,,,,,,,,,,,,,3,3,0,0,30,30,1.65,3.3,4.4,1.7,3.1,3.8,1.65,3.1,4.75
D2,03/12/00,Ulm,Mannheim,1,0,H,1,0,H,7500,Uwe Kemmling ,,,,,,,,,,,,,1,4,0,1,10,65,2,3.1,3.4,,,,2.25,3.1,2.8
D2,04/12/00,M'gladbach,Hannover,2,0,H,1,0,H,15700,Peter Sippel ,,,,,,,,,,,,,2,1,1,1,45,35,2.05,3,3.2,1.9,2.9,3.2,2.1,3,3.05
D2,08/12/00,Duisburg,Saarbrucken,2,1,H,1,1,D,7706,Frank Minskowski ,,,,,,,,,,,,,2,0,0,0,20,0,1.75,3.4,4,1.7,3.1,3.8,1.65,3.2,4.5
D2,08/12/00,Reutlingen,Ulm,2,2,D,1,1,D,12470,Florian Meyer ,,,,,,,,,,,,,3,3,0,0,30,30,1.71,3.2,4.3,1.8,3,3.5,1.65,3.2,4.5
D2,09/12/00,Bielefeld,Chemnitz,5,1,H,2,0,H,8081,Manfred Haupt ,,,,,,,,,,,,,1,2,0,0,10,20,1.6,3.4,5,1.55,3.3,4.5,1.55,3.2,5.5
D2,09/12/00,Stuttgarter K,Osnabruck,2,1,H,1,0,H,3745,Hermann Albrecht ,,,,,,,,,,,,,1,2,0,0,10,20,1.75,3.2,4.2,1.8,3,3.5,1.8,3.1,3.85
D2,10/12/00,Ahlen,Mainz,1,0,H,1,0,H,5083,Dirk Margenberg ,,,,,,,,,,,,,3,3,0,0,30,30,1.9,3.2,3.6,1.9,2.9,3.2,2,2.9,3.4
D2,10/12/00,M'gladbach,Greuther Furth,3,1,H,1,0,H,19800,Torsten Koop ,,,,,,,,,,,,,1,1,0,0,10,10,1.75,3.2,4.2,1.75,3.1,3.6,1.65,3.1,4.75
D2,10/12/00,Mannheim,Oberhausen,5,0,H,1,0,H,5000,Markus Schmidt ,,,,,,,,,,,,,3,2,0,1,30,45,1.9,3,3.8,,,,1.8,3.1,3.85
D2,10/12/00,Nurnberg,Aachen,6,1,H,3,1,H,17100,Helmut Krug ,,,,,,,,,,,,,1,2,0,0,10,20,1.4,3.8,7,1.45,3.5,5,1.45,3.5,6
D2,11/12/00,Hannover,St Pauli,1,1,D,1,0,H,22235,Thorsten Kinhöfer ,,,,,,,,,,,,,2,4,0,0,20,40,1.9,3,3.85,1.75,3.1,3.6,1.85,3.1,3.6
D2,12/12/00,Osnabruck,Duisburg,1,3,A,1,1,D,7400,Stefan Kammerer ,,,,,,,,,,,,,2,2,0,0,20,20,2.85,3.1,2.2,2.4,2.9,2.4,2.85,2.9,2.25
D2,12/12/00,Saarbrucken,Bielefeld,1,0,H,1,0,H,5500,Günter Perl ,,,,,,,,,,,,,2,1,0,0,20,10,1.95,3.05,3.55,1.9,2.9,3.2,1.95,3,3.4
D2,12/12/00,Ulm,Stuttgarter K,1,1,D,0,1,A,7000,Jürgen Kreyer ,,,,,,,,,,,,,3,5,0,1,30,75,1.7,3.35,4.1,1.7,3.1,3.8,1.65,3.3,4.4
D2,13/12/00,Aachen,Ahlen,4,3,H,1,1,D,10400,Christian Schüssling ,,,,,,,,,,,,,2,3,0,0,20,30,1.9,3.1,3.55,1.9,2.9,3.2,1.85,3,3.8
D2,13/12/00,Chemnitz,M'gladbach,0,3,A,0,1,A,6500,Peter Gagelmann ,,,,,,,,,,,,,3,1,1,0,55,10,3.45,3.05,1.95,3.2,2.9,1.9,3.4,3.15,1.9
D2,13/12/00,Mainz,Mannheim,0,1,A,0,0,D,5224,Thomas Frank ,,,,,,,,,,,,,2,4,0,0,20,40,1.95,3.1,3.5,,,,1.95,3,3.4
D2,13/12/00,Oberhausen,Reutlingen,2,0,H,1,0,H,3016,Thorsten Kinhöfer ,,,,,,,,,,,,,2,1,0,0,20,10,1.95,3,3.6,1.9,2.9,3.2,2.05,2.85,3.3
D2,14/12/00,Greuther Furth,Hannover,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2,14/12/00,St Pauli,Nurnberg,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,2.45,3.05,2.55,2.3,2.8,2.6,2.6,2.85,2.5
D2,15/12/00,Osnabruck,Bielefeld,1,0,H,0,0,D,10370,Markus Schmidt ,,,,,,,,,,,,,4,1,0,0,40,10,2.4,3.1,2.6,2.4,2.9,2.4,2.5,2.95,2.5
D2,15/12/00,Ulm,Duisburg,1,3,A,1,2,A,5000,Ralf Späker ,,,,,,,,,,,,,1,3,0,0,10,30,2.3,3,2.8,2.1,2.9,2.9,2.35,2.9,2.7
D2,16/12/00,Mainz,Reutlingen,1,1,D,0,0,D,4115,Kai Voss ,,,,,,,,,,,,,5,2,0,0,50,20,2.2,3.1,2.9,2.1,2.9,2.9,2.2,2.9,2.95
D2,16/12/00,Oberhausen,Stuttgarter K,1,3,A,1,1,D,2935,Matthias Anklam ,,,,,,,,,,,,,2,3,0,1,20,55,1.6,3.4,4.95,1.6,3.2,4.2,1.65,3.2,4.5
D2,17/12/00,Chemnitz,Greuther Furth,0,2,A,0,1,A,3850,Frank Minskowski ,,,,,,,,,,,,,2,0,0,0,20,0,2.9,3.3,2.1,2.9,2.9,2.1,3.05,3,2.1
D2,17/12/00,Nurnberg,Hannover,4,2,H,2,1,H,25200,Peter Lange ,,,,,,,,,,,,,1,1,0,0,10,10,1.6,3.4,5,1.6,3.2,4.2,1.45,3.5,6
D2,17/12/00,Saarbrucken,M'gladbach,0,4,A,0,1,A,25000,Babak Rafati ,,,,,,,,,,,,,3,5,0,0,30,50,2.3,3.3,2.6,2.4,2.9,2.4,2.3,3,2.7
D2,17/12/00,St Pauli,Ahlen,3,2,H,1,1,D,15400,Knut Kircher ,,,,,,,,,,,,,3,2,0,0,30,20,1.6,3.5,4.8,1.7,3.1,3.8,1.5,3.5,5.3
D2,18/12/00,Aachen,Mannheim,0,1,A,0,0,D,,Stefan Weber ,,,,,,,,,,,,,1,2,0,0,10,20,1.95,3.1,3.25,,,,2,3,3.25
D2,26/01/01,Hannover,Chemnitz,0,0,D,0,0,D,9262,Dirk Margenberg ,18,13,8,7,0,0,12,1,31,19,2,2,0,1,0,0,0,10,1.35,4.2,7,1.35,3.8,6.2,1.35,3.75,7.5
D2,26/01/01,Mannheim,St Pauli,2,1,H,1,0,H,8000,Frank Minskowski ,25,12,13,6,0,0,6,4,23,25,3,1,2,3,0,0,20,30,1.9,3.2,3.6,,,,1.95,3.1,3.25
D2,27/01/01,M'gladbach,Osnabruck,0,0,D,0,0,D,22000,Markus Schmidt ,16,4,6,2,1,0,16,4,19,12,3,1,1,3,0,0,10,30,1.33,4.2,7.5,1.35,3.8,6.2,1.3,4,8
D2,27/01/01,Reutlingen,Aachen,3,1,H,1,1,D,6000,Detlef Scheppe ,11,8,5,3,0,0,9,6,12,12,4,4,0,3,0,0,0,30,1.75,3.5,3.8,1.75,3.1,3.6,1.7,3.2,4.2
D2,28/01/01,Ahlen,Nurnberg,0,1,A,0,1,A,9210,Babak Rafati ,9,6,7,3,0,0,6,5,26,13,7,9,2,3,0,0,20,30,3.15,3.2,2.05,2.7,2.9,2.2,2.85,2.9,2.25
D2,28/01/01,Duisburg,Oberhausen,1,2,A,0,0,D,12000,Hermann Albrecht ,9,11,4,2,0,0,8,6,16,12,6,3,3,2,0,0,30,20,1.65,3.4,4.6,1.8,3,3.5,1.8,3,4
D2,28/01/01,Greuther Furth,Saarbrucken,0,1,A,0,1,A,5524,Jürgen Kreyer ,13,7,7,3,0,0,15,3,17,7,4,1,2,3,0,1,20,55,1.65,3.4,4.6,1.9,2.9,3.2,1.75,3,4.2
D2,28/01/01,Stuttgarter K,Mainz,0,0,D,0,0,D,4772,Stefan Weber ,9,15,3,9,0,0,6,4,11,6,3,5,1,1,0,0,10,10,1.9,3.2,3.5,2,2.9,3,2,3,3.25
D2,29/01/01,Bielefeld,Ulm,1,1,D,1,1,D,6550,Bernd Heynemann ,13,9,2,3,1,0,2,4,22,20,4,5,2,2,0,0,20,20,1.85,3.3,3.6,1.8,2.9,3.6,1.85,3,3.75
D2,02/02/01,Ahlen,Hannover,2,1,H,0,0,D,7115,Alfons Berg ,16,8,9,4,0,0,7,2,9,14,0,6,0,0,0,0,0,0,2.5,3.1,2.35,2.3,2.9,2.5,2.35,3.15,2.55
D2,02/02/01,Nurnberg,Mannheim,1,0,H,0,0,D,16000,Manfred Haupt ,10,5,6,2,0,0,7,1,10,6,1,2,2,1,0,0,20,10,1.42,3.8,6,,,,1.5,3.5,5.5
D2,04/02/01,Osnabruck,Greuther Furth,2,1,H,1,0,H,7500,Christian Schüssling ,,,,,,,,,,,,,3,3,1,0,55,30,2.32,3,2.7,2.4,2.9,2.4,2.4,3,2.6
D2,09/02/01,Hannover,Saarbrucken,3,0,H,1,0,H,8025,Thorsten Koop ,13,7,4,1,1,1,2,6,15,17,10,1,1,2,0,0,10,20,1.7,3.2,4.2,2,2.9,3,1.85,3.1,3.65
D2,09/02/01,Stuttgarter K,St Pauli,0,2,A,0,1,A,4749,Peter Gagelmann ,16,9,4,4,0,0,12,2,11,8,3,3,0,3,0,0,0,30,2.5,3,2.45,2.2,2.8,2.8,2.45,2.85,2.65
D2,10/02/01,Chemnitz,Osnabruck,1,2,A,0,0,D,4690,Peter Sippel ,15,8,8,5,0,0,11,0,19,15,4,3,1,1,0,0,10,10,2.1,3.1,2.95,2.1,2.9,2.9,2.25,2.9,2.85
D2,10/02/01,M'gladbach,Oberhausen,1,0,H,1,0,H,20000,Volker Wezel ,11,12,5,5,0,0,1,6,35,14,6,6,2,3,1,0,45,30,1.5,3.5,5.3,1.6,3.2,4.2,1.65,3.15,4.6
D2,11/02/01,Bielefeld,Mainz,4,1,H,2,0,H,7128,Lutz Wagner ,11,8,7,3,1,0,2,9,13,21,4,2,2,1,0,0,20,10,1.8,3.05,3.9,1.75,3.1,3.6,1.8,3.1,3.9
D2,11/02/01,Greuther Furth,Ulm,1,0,H,0,0,D,5051,Ralf Späker ,14,5,8,1,0,1,4,2,24,15,1,2,1,5,0,0,10,50,1.67,3.25,4.3,1.8,3,3.5,1.75,3.15,4
D2,11/02/01,Mannheim,Ahlen,0,3,A,0,0,D,8000,Michael Weiner ,9,6,4,3,0,0,4,4,15,18,4,4,5,3,2,0,100,30,1.6,3.3,4.7,,,,1.5,3.45,5.5
D2,11/02/01,Reutlingen,Nurnberg,3,2,H,0,1,A,12300,Matthias Anklam ,14,14,5,4,0,1,6,4,8,6,6,1,2,3,0,0,20,30,2.55,2.95,2.45,2.3,2.9,2.5,2.65,2.9,2.4
D2,12/02/01,Duisburg,Aachen,4,0,H,0,0,D,6000,Florian Meyer ,18,6,9,1,0,0,6,3,21,15,4,6,2,0,0,0,20,0,1.6,3.4,4.5,1.75,3.1,3.6,1.7,3.15,4.3
D2,14/02/01,Oberhausen,Bielefeld,0,0,D,0,0,D,4192,Stefan Kammerer ,7,8,4,3,0,0,8,7,21,9,5,6,0,3,0,0,0,30,1.85,3.2,3.6,1.9,2.9,3.2,1.85,3.3,3.4
D2,14/02/01,Saarbrucken,Chemnitz,4,1,H,1,1,D,5400,Uwe Kemmling ,10,4,6,2,0,0,10,3,14,12,3,2,1,2,0,1,10,45,1.42,3.8,6,1.4,3.6,5.5,1.45,3.55,6
D2,14/02/01,Ulm,M'gladbach,2,4,A,0,1,A,8000,Thorsten Kinhöfer ,4,8,2,5,0,0,0,1,16,20,2,2,3,4,0,0,30,40,2.6,3.1,2.35,2.4,2.9,2.4,2.7,3,2.3
D2,16/02/01,Mannheim,Hannover,2,1,H,1,0,H,6900,Lutz Michael Fröhlich ,10,7,3,3,0,1,2,3,14,12,5,4,0,2,0,0,0,20,1.95,3.1,3.15,,,,2,3,3.3
D2,16/02/01,Nurnberg,Stuttgarter K,2,1,H,1,1,D,15000,Mike Pickel ,12,9,5,5,0,0,8,6,11,12,5,5,2,0,1,0,45,0,1.25,4.8,8,1.35,3.8,6.2,1.3,4.25,7.5
D2,17/02/01,Mainz,M'gladbach,0,1,A,0,0,D,11834,Herbert Fandel ,10,11,4,3,1,0,6,3,12,16,1,1,0,0,0,0,0,0,3.1,3.05,2.05,2.4,2.9,2.4,3.05,3.1,2.05
D2,17/02/01,Oberhausen,Greuther Furth,2,2,D,0,1,A,3054,Peter Lange ,11,8,4,3,0,0,6,3,16,22,4,3,2,2,0,0,20,20,1.85,3.15,3.55,1.9,2.8,3.3,2,3.1,3.2
D2,18/02/01,Ahlen,Reutlingen,3,1,H,3,1,H,7135,Manfred Haupt ,10,10,10,3,0,0,4,6,16,17,3,3,4,1,1,0,65,10,2.15,3.1,2.85,2.2,2.9,2.7,2.1,3.1,2.95
D2,18/02/01,Osnabruck,Saarbrucken,2,2,D,1,1,D,14100,Thorsten Kinhöfer ,7,4,2,0,1,0,2,2,26,16,4,2,1,4,0,2,10,90,2.15,3.05,2.9,2.3,2.9,2.5,2.2,3,2.85
D2,18/02/01,St Pauli,Duisburg,1,0,H,1,0,H,17500,Christian Schüssling ,18,12,7,6,0,2,8,8,18,20,6,1,3,3,0,1,30,55,1.77,3.1,3.9,2.1,2.9,2.9,2,3,3.3
D2,18/02/01,Ulm,Chemnitz,3,0,H,2,0,H,6000,Kai Voss ,13,5,6,2,0,0,8,1,17,12,3,2,1,3,0,0,10,30,1.52,3.45,5.2,1.55,3.3,4.5,1.5,3.5,5.5
D2,19/02/01,Aachen,Bielefeld,1,0,H,1,0,H,10000,Torsten Koop ,12,14,6,3,0,0,11,5,16,11,2,4,2,2,0,0,20,20,2.05,2.95,3.15,2.1,2.9,2.9,2.1,3.1,2.95
D2,23/02/01,Duisburg,Nurnberg,3,2,H,1,2,A,8201,Stefan Weber ,7,12,7,8,0,0,5,3,13,11,2,2,1,1,0,0,10,10,2.5,3,2.45,2.2,2.9,2.7,2.45,3,2.5
D2,23/02/01,Saarbrucken,Ulm,1,1,D,0,1,A,5000,Franz-Xaver Wack ,15,9,11,6,0,1,4,3,19,18,1,2,2,2,0,0,20,20,1.7,3.25,4.1,1.7,3.1,3.8,1.65,3.3,4.4
D2,24/02/01,Bielefeld,St Pauli,3,3,D,1,0,H,10719,Jürgen Kreyer ,23,12,14,6,1,0,8,9,18,23,5,9,4,4,1,0,65,40,2.4,2.95,2.6,2.1,2.9,2.9,2.4,3.1,2.5
D2,24/02/01,M'gladbach,Aachen,6,1,H,0,0,D,31000,Lutz Wagner ,13,6,9,3,0,0,3,3,13,15,10,1,2,6,0,2,20,110,1.4,3.8,6.1,1.55,3.3,4.5,1.5,3.4,5.6
D2,25/02/01,Greuther Furth,Mainz,3,1,H,1,0,H,3590,Thomas Frank ,8,7,5,1,1,0,8,3,9,12,2,2,1,2,0,0,10,20,1.55,3.4,5,1.7,3.1,3.8,1.55,3.4,5
D2,25/02/01,Reutlingen,Mannheim,1,1,D,0,1,A,7100,Wolfgang Stark ,9,11,3,2,1,1,1,4,20,16,0,2,1,5,1,1,35,75,1.75,3.25,3.8,,,,1.85,3.15,3.6
D2,26/02/01,Hannover,Osnabruck,1,1,D,0,0,D,6000,Jörg Kessler ,14,14,3,5,1,1,12,4,15,15,2,0,1,3,0,0,10,30,1.55,3.4,5,1.55,3.3,4.5,1.65,3.3,4.3
D2,28/02/01,Aachen,Stuttgarter K,3,0,H,0,0,D,7000,Thomas Frank ,19,1,7,0,0,0,8,0,12,15,3,0,2,0,0,0,20,0,1.75,3.2,4,1.65,3.1,4,1.8,3.25,3.6
D2,28/02/01,Mainz,Duisburg,1,0,H,1,0,H,4576,Knut Kircher ,14,4,9,3,1,0,3,4,20,16,6,2,2,2,0,0,20,20,2.65,3,2.35,2.3,2.8,2.6,2.7,3,2.3
D2,01/03/01,St Pauli,Reutlingen,1,0,H,1,0,H,18000,Jürgen Jansen ,14,10,4,2,0,0,8,2,24,17,3,0,2,2,0,0,20,20,1.75,3.2,4,1.9,2.8,3.3,1.7,3.2,4.2
D2,02/03/01,Ulm,Osnabruck,1,1,D,0,1,A,5000,Dirk Margenberg ,14,8,11,5,0,0,6,5,12,7,2,3,2,3,0,0,20,30,1.85,3.05,3.75,1.7,3.1,3.8,1.85,3.25,3.45
D2,03/03/01,Mainz,Chemnitz,3,1,H,1,1,D,3000,Peter Lange ,12,8,5,3,0,0,6,5,16,15,2,2,1,2,0,0,10,20,1.55,3.5,4.9,1.55,3.3,4.5,1.55,3.5,4.8
D2,03/03/01,Nurnberg,Bielefeld,2,1,H,2,0,H,17000,Edgar Steinborn ,12,5,7,3,0,0,6,1,15,8,4,6,1,1,0,0,10,10,1.37,3.9,6.75,1.45,3.5,5,1.4,3.6,7
D2,04/03/01,Aachen,Greuther Furth,0,0,D,0,0,D,12000,Volker Wezel ,11,13,3,6,1,0,3,5,13,14,2,1,1,2,0,0,10,20,2.2,2.9,3,2.1,2.9,2.9,1.95,3.1,3.3
D2,04/03/01,Ahlen,Duisburg,3,2,H,1,1,D,7423,Thomas Frank ,12,12,9,5,0,0,2,8,11,26,2,4,3,4,0,0,30,40,2.25,3,2.8,2.3,2.9,2.5,2.25,3.1,2.7
D2,04/03/01,Mannheim,Stuttgarter K,4,2,H,2,1,H,6400,Jürgen Jansen ,13,5,7,2,0,0,6,2,10,4,3,1,0,2,0,1,0,45,1.55,3.45,5,,,,1.4,3.6,6.75
D2,04/03/01,Reutlingen,Hannover,3,0,H,2,0,H,6209,Jürgen Aust ,11,13,9,3,0,1,8,8,9,10,0,2,1,4,0,0,10,40,1.8,3.1,3.9,1.9,3,3.1,1.7,3.3,4
D2,05/03/01,St Pauli,M'gladbach,0,2,A,0,1,A,20500,Torsten Koop ,13,16,6,6,0,1,4,5,12,24,5,5,4,6,0,0,40,60,2.25,3,2.8,2.3,2.9,2.5,2.3,2.95,2.75
D2,09/03/01,Duisburg,Mannheim,0,1,A,0,0,D,6060,Peter Sippel ,12,5,7,2,0,0,4,3,15,19,0,1,2,0,0,0,20,0,1.84,3.2,3.6,,,,1.85,3.15,3.55
D2,09/03/01,Osnabruck,Oberhausen,0,0,D,0,0,D,14800,Peter Gagelmann,4,4,0,0,1,0,3,4,11,13,4,1,1,3,0,0,10,30,2.12,3.1,2.95,2.1,2.8,3,2.1,3.1,2.95
D2,10/03/01,Bielefeld,Ahlen,1,1,D,0,0,D,9108,Stefan Weber ,7,6,2,3,1,0,13,3,10,14,3,4,2,1,0,0,20,10,1.92,3.1,3.45,1.85,2.9,3.4,2.1,2.9,3.15
D2,10/03/01,Saarbrucken,Mainz,1,1,D,1,1,D,5000,Matthias Anklam ,11,12,6,3,0,0,7,7,16,22,7,2,1,3,0,0,10,30,1.65,3.2,4.6,1.7,3.1,3.8,1.7,3.2,4.2
D2,11/03/01,Chemnitz,Aachen,2,3,A,0,1,A,3200,Thorsten Kinhöfer ,7,10,4,6,1,0,2,9,16,15,2,6,1,2,1,0,35,20,2.95,3.1,2.13,2.9,3,2,2.6,3.2,2.25
D2,11/03/01,Greuther Furth,St Pauli,5,1,H,2,0,H,7680,Manfred Haupt ,14,9,8,4,0,0,5,4,13,19,2,1,3,3,0,1,30,55,2.15,3.1,2.95,2.1,2.8,3,2,3,3.25
D2,11/03/01,Hannover,Ulm,2,0,H,1,0,H,6783,Mike Pickel ,16,13,10,7,1,0,11,7,17,16,3,0,4,2,0,0,40,20,1.72,3.2,4.2,1.75,3.1,3.6,1.7,3.2,4.2
D2,11/03/01,Stuttgarter K,Reutlingen,1,0,H,1,0,H,8751,Stefan Kammerer ,12,6,5,3,2,0,3,12,15,15,1,0,2,3,0,0,20,30,2.5,2.85,2.65,2.45,2.8,2.45,2.4,3,2.55
D2,12/03/01,M'gladbach,Nurnberg,1,1,D,1,0,H,26000,Markus Merk ,5,10,2,4,0,0,6,1,24,24,13,1,1,5,0,0,10,50,2.05,3,3.25,2,2.8,3.1,1.85,3.15,3.55
D2,16/03/01,Aachen,Saarbrucken,1,0,H,1,0,H,13200,Peter Lange ,15,9,8,5,1,0,8,2,15,13,4,1,3,5,0,0,30,50,1.88,3.1,3.65,2,2.9,3,1.85,3.2,3.5
D2,16/03/01,Stuttgarter K,Hannover,2,0,H,1,0,H,4512,Ralf Späker ,15,8,7,2,0,0,10,4,12,12,2,2,2,0,0,1,20,25,2.4,3,2.65,2.3,2.9,2.5,2.2,3.1,2.75
D2,17/03/01,Nurnberg,Greuther Furth,0,1,A,0,1,A,38000,Detlef Scheppe ,8,5,6,3,0,0,4,2,11,20,3,7,1,1,2,1,60,35,1.65,3.35,4.5,2,2.9,3,1.7,2.85,5
D2,17/03/01,Oberhausen,Ulm,3,1,H,2,1,H,3067,Babak Rafati ,6,11,2,4,0,1,4,3,20,23,2,7,2,3,1,1,45,55,1.78,3.1,4.15,1.8,2.9,3.6,1.8,3.2,3.7
D2,18/03/01,Ahlen,M'gladbach,2,1,H,2,1,H,11000,Peter Sippel ,11,15,5,9,0,1,4,11,26,16,1,4,4,3,1,1,65,55,2.65,3,2.4,2.4,2.9,2.4,2.7,3.1,2.25
D2,18/03/01,Mainz,Osnabruck,2,0,H,1,0,H,6066,Stefan Kammerer ,13,5,7,4,0,0,8,3,17,14,2,2,1,3,0,0,10,30,1.85,3.1,3.7,1.75,3.1,3.6,1.8,3.15,3.75
D2,18/03/01,Reutlingen,Duisburg,0,1,A,0,1,A,6157,Michael Weiner ,15,9,2,4,0,0,6,1,16,10,1,1,3,4,0,0,30,40,1.87,3.1,3.7,1.8,3,3.5,1.75,3.25,3.85
D2,18/03/01,St Pauli,Chemnitz,3,0,H,1,0,H,16400,Dirk Margenberg ,27,7,20,3,1,0,8,4,16,18,1,4,2,3,0,1,20,55,1.22,4.7,10.5,1.25,4.3,8,1.3,4.25,7.5
D2,19/03/01,Mannheim,Bielefeld,3,3,D,1,2,A,6000,Florian Meyer ,22,12,13,9,2,0,6,6,9,24,4,5,1,2,0,0,10,20,1.56,3.4,5.2,,,,1.55,3.4,5
D2,21/03/01,Chemnitz,Oberhausen,0,1,A,0,0,D,2360,Knut Kircher ,13,20,7,11,0,0,7,14,12,15,3,2,1,1,0,0,10,10,3.35,3.15,1.95,3.1,3,1.9,,,
D2,21/03/01,Stuttgarter K,Ahlen,1,1,D,0,0,D,4418,Frank Minskowski ,21,10,6,4,1,0,6,4,15,10,0,0,1,2,0,0,10,20,2.2,3.1,2.85,2.2,2.9,2.7,,,
D2,30/03/01,Chemnitz,Nurnberg,1,1,D,0,1,A,4700,Markus Schmidt ,10,12,4,5,0,0,3,7,11,16,5,4,2,3,0,0,20,30,5.8,3.45,1.5,4.2,3.2,1.6,4.75,3.3,1.6
D2,30/03/01,Saarbrucken,St Pauli,1,0,H,1,0,H,10000,Joerg Kessler ,16,11,3,3,0,0,6,2,23,23,7,1,3,3,0,0,30,30,2.35,3,2.67,2.1,2.9,2.9,2.3,2.9,2.8
D2,31/03/01,Bielefeld,Reutlingen,3,1,H,3,0,H,9205,Franz Minkowski ,22,10,14,4,0,0,6,4,6,17,2,2,2,3,0,1,20,55,2.05,3,3.25,1.9,2.9,3.2,2,2.9,3.4
D2,31/03/01,Hannover,Oberhausen,3,0,H,0,0,D,6811,Lutz Wagner ,10,11,6,3,0,0,2,3,29,21,7,6,2,4,0,0,20,40,1.85,3.1,3.75,1.85,2.9,3.4,1.9,3.15,3.4
D2,01/04/01,Duisburg,Stuttgarter K,0,0,D,0,0,D,6558,Helmut Fleischer ,9,6,4,1,0,1,1,4,16,22,2,6,2,1,0,0,20,10,1.6,3.35,4.85,1.6,3.2,4.2,1.55,3.5,4.8
D2,01/04/01,Greuther Furth,Ahlen,2,4,A,0,0,D,8501,Christian Schüssling ,20,10,7,7,1,0,8,0,14,10,3,2,1,3,0,0,10,30,1.62,3.3,4.8,1.7,3.1,3.8,1.6,3.3,4.8
D2,01/04/01,Osnabruck,Aachen,5,1,H,4,1,H,11000,Wolfgang Stark ,18,11,12,3,0,1,4,8,25,16,9,1,1,2,0,1,10,45,2.15,3,3.05,2.2,2.8,2.8,2.25,2.9,2.85
D2,01/04/01,Ulm,Mainz,0,2,A,0,0,D,7000,Detlef Scheppe ,13,6,5,3,0,0,8,5,13,6,0,1,0,3,0,0,0,30,1.95,3.1,3.4,2,2.9,3,1.9,3.15,3.4
D2,02/04/01,M'gladbach,Mannheim,3,0,H,0,0,D,21918,Uwe Kemmling ,15,9,6,0,0,0,4,6,21,23,2,3,1,2,0,1,10,45,1.67,3.25,4.5,,,,1.6,3.3,4.8
D2,06/04/01,Duisburg,Hannover,2,1,H,2,1,H,6093,Peter Gagelmann ,10,15,5,4,1,0,4,11,17,18,1,2,3,1,0,0,30,10,1.85,3.1,3.75,2,2.9,3,1.75,3.3,3.8
D2,06/04/01,Nurnberg,Saarbrucken,0,1,A,0,0,D,17100,Babak Rafati ,10,8,6,4,0,0,6,1,13,10,5,4,1,1,0,0,10,10,1.37,3.85,7,1.5,3.4,4.7,1.35,4,6.8
D2,07/04/01,Ahlen,Chemnitz,5,2,H,3,2,H,7630,Mike Pickel ,17,4,9,2,0,0,4,1,9,13,2,2,2,2,0,1,20,45,1.3,4.3,8,1.25,4.3,8,1.25,4.5,8.5
D2,07/04/01,Mannheim,Greuther Furth,2,1,H,1,1,D,8400,Herbert Fandel ,11,9,7,4,0,0,7,5,23,17,7,0,3,2,0,1,30,45,1.95,3.1,3.4,,,,1.8,3.2,3.7
D2,08/04/01,Aachen,Ulm,1,0,H,0,0,D,11100,Matthias Anklam ,6,4,2,1,0,0,3,4,9,11,1,0,1,0,1,0,35,0,1.7,3.3,4.2,1.75,3.1,3.6,1.6,3.35,4.6
D2,08/04/01,Mainz,Oberhausen,1,0,H,0,0,D,5500,Ralf Späker ,13,7,4,2,0,0,9,3,15,13,1,0,0,1,0,1,0,35,1.95,3.1,3.4,1.8,2.9,3.6,1.9,3.15,3.4
D2,08/04/01,St Pauli,Osnabruck,2,4,A,0,3,A,20552,Thorsten Kinhöfer ,17,9,9,6,0,0,16,0,17,20,3,1,4,6,0,0,40,60,1.42,3.7,6.5,1.65,3.1,4,1.4,3.7,6.5
D2,08/04/01,Stuttgarter K,Bielefeld,2,1,H,1,1,D,7580,Michael Weiner ,9,8,4,3,0,1,7,1,11,8,4,1,3,2,0,0,30,20,1.95,3.1,3.4,2.2,2.8,2.8,2.05,3.1,3.05
D2,09/04/01,Reutlingen,M'gladbach,3,1,H,2,0,H,12500,Lutz Michael Fröhlich ,16,26,11,9,1,0,3,9,20,21,0,2,2,3,0,0,20,30,2.5,3.1,2.45,2.4,2.9,2.4,2.7,3.1,2.25
D2,11/04/01,Oberhausen,Saarbrucken,4,1,H,1,0,H,2961,Detlef Scheppe ,9,9,4,6,0,0,5,1,12,19,5,4,5,2,0,1,50,45,1.87,3.15,3.6,2,2.9,3,1.95,3.2,3.2
D2,12/04/01,Bielefeld,Duisburg,1,1,D,0,0,D,10050,Markus Schmidt ,11,11,6,6,0,0,3,6,18,12,4,8,1,3,0,1,10,55,2.1,3.15,3,2,2.9,3,2.3,3,2.7
D2,12/04/01,Chemnitz,Mannheim,0,0,D,0,0,D,2900,Volker Wezel ,12,11,6,5,2,1,8,4,21,16,4,2,3,1,0,0,30,10,4.1,3.3,1.72,,,,4,3.35,1.7
D2,14/04/01,Hannover,Mainz,2,4,A,2,2,D,6211,Alfons Berg ,6,18,4,11,0,1,2,10,10,21,11,2,0,1,0,0,0,10,1.72,3.2,4.25,1.9,2.9,3.2,1.85,3.2,3.5
