Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
P1,22/11/08,Maritimo,Sp Braga,0,0,D,0,0,D,2.38,3.2,3,2.35,3.05,2.85,2.3,3,3,2.2,3,2.9,2.25,3.2,2.75,2.2,2.9,3.3,2.2,2.9,3.3,2.38,2.88,3.2,2.2,3,3.1,2.3,3,2.88,35,2.38,2.28,3.2,3.04,3.2,2.99,29,2.6,2.43,1.55,1.5,14,0,1.78,1.67,2.23,2.15
P1,22/11/08,Naval,Sp Lisbon,0,1,A,0,1,A,4.33,3.25,1.91,4.8,3.25,1.7,3.75,3.2,1.9,3.5,3.1,1.9,3.5,3.2,1.91,3.8,3.2,1.9,3.8,3.2,1.9,4,3.2,1.91,3.6,3.2,1.9,3.75,3.1,1.91,35,4.7,3.9,3.3,3.2,1.95,1.88,28,2.45,2.25,1.64,1.58,13,0.5,1.97,1.94,1.96,1.94
P1,23/11/08,Academica,Benfica,0,2,A,0,1,A,5,3.3,1.7,5.3,3.5,1.6,5,3.4,1.65,4.2,3.2,1.7,4.5,3.5,1.62,4.6,3.35,1.7,4.6,3.35,1.7,5,3.25,1.73,4.5,3.4,1.65,4.33,3.25,1.73,35,6,4.87,3.5,3.36,1.76,1.68,26,2.3,2.14,1.72,1.65,13,0.75,1.87,1.82,2.08,2.06
P1,23/11/08,Guimaraes,Pacos Ferreira,0,0,D,0,0,D,1.67,3.4,5,1.65,3.4,5,1.65,3.4,5,1.75,3.2,4,1.73,3.2,4.33,1.6,3.4,5.5,1.6,3.4,5.5,1.62,3.4,5.5,1.65,3.4,4.5,1.67,3.3,4.75,36,1.74,1.66,3.55,3.36,5.5,4.91,28,2.31,2.17,1.7,1.62,13,-0.75,2.02,1.99,1.93,1.89
P1,23/11/08,Nacional,Trofense,1,0,H,1,0,H,1.5,3.6,7,1.5,3.4,7,1.55,3.5,6,1.55,3.5,4.8,1.57,3.25,5.5,1.5,3.6,6.25,1.5,3.6,6.25,1.53,3.5,6.5,1.55,3.5,5,1.57,3.4,5.5,36,1.6,1.54,3.6,3.5,7,6,28,2.3,2.14,1.73,1.64,15,-1,2.02,1.96,1.91,1.86
P1,24/11/08,Setubal,Belenenses,2,0,H,1,0,H,2.25,3,3.2,2.25,2.9,3.2,2.2,3,3.25,2.2,3,2.9,2,3.2,3.2,2.15,2.85,3.5,2.15,2.85,3.5,2,3.1,3.6,2.2,3,3.1,2.1,3,3.25,32,2.35,2.19,3.1,3.02,3.6,3.18,25,2.7,2.46,1.56,1.49,13,0,1.75,1.6,2.5,2.29
P1,28/11/08,Leixoes,Naval,1,1,D,0,0,D,1.75,3.4,5,1.6,3.5,5.2,1.7,3.4,4.75,1.65,3.3,4.4,1.62,3.25,5,1.65,3.4,5,1.7,3.25,4.5,1.8,3,5,1.7,3.3,4.5,1.67,3.3,4.75,38,1.94,1.74,3.5,3.31,5,4.57,32,2.41,2.24,1.67,1.59,16,-0.5,1.94,1.91,1.99,1.97
P1,29/11/08,Belenenses,Maritimo,0,2,A,0,1,A,2.5,3,2.8,2.35,2.9,3,2.5,3,2.8,2.3,3,2.7,2.38,3.1,2.62,2.45,3.1,2.7,2.4,3,2.7,2.5,2.88,2.88,2.5,3,2.65,2.38,3,2.8,38,2.59,2.45,3.25,3.01,3.11,2.8,30,2.7,2.44,1.55,1.5,13,0,1.8,1.76,2.15,2.05
P1,30/11/08,Pacos Ferreira,Est Amadora,1,0,H,0,0,D,2.2,3.1,3.2,2,3.15,3.5,2.2,3.1,3.2,2.2,3,2.9,2.2,3.2,2.8,2.2,3.1,3.1,2.05,3,3.3,2.2,3,3.4,2.2,3.1,3,2.25,3,3,38,2.25,2.17,3.25,3.1,3.58,3.21,27,2.45,2.28,1.7,1.57,10,0,1.61,1.56,2.38,2.33
P1,30/11/08,Sp Braga,Nacional,1,0,H,1,0,H,1.91,3.3,3.75,1.7,3.3,4.7,1.83,3.25,4.25,1.8,3.1,3.8,1.91,3.2,3.5,1.83,3.25,4,1.7,3.25,4.5,1.91,3.2,4,1.85,3.1,4,1.8,3.25,4,38,1.92,1.84,3.35,3.24,4.7,4.05,29,2.45,2.26,1.63,1.57,11,-0.5,1.94,1.92,2,1.98
P1,30/11/08,Sp Lisbon,Guimaraes,2,0,H,2,0,H,1.5,3.6,7,1.45,3.8,6.85,1.45,3.8,7,1.35,4,7,1.4,3.75,7,1.44,3.75,7,1.4,3.75,7,1.5,3.75,6,1.45,3.75,6.5,1.44,3.6,7,38,1.5,1.45,4,3.75,7.8,6.87,29,2.28,2.16,1.67,1.62,11,-1,2,1.96,1.95,1.94
P1,30/11/08,Trofense,Rio Ave,2,0,H,0,0,D,2.5,3,2.8,2.6,2.9,2.7,2.5,3,2.8,2.5,3,2.5,2.25,3.2,2.75,2.45,3.1,2.7,2.5,3,2.6,2.38,2.88,3,2.3,3.2,2.75,2.38,3,2.8,39,2.6,2.44,3.25,3.02,3,2.79,29,2.6,2.38,1.55,1.52,11,0,1.86,1.79,2.08,2.03
P1,01/12/08,Benfica,Setubal,2,2,D,1,0,H,1.25,5,11,1.25,5,10,1.25,5,11,1.25,4.5,9,1.22,5,10,1.25,5,10,1.25,4.5,10,1.29,4.5,10,1.25,5,10,1.25,5,9,35,1.34,1.26,5.25,4.92,12.3,10.1,27,2.02,1.94,1.91,1.79,11,-1.5,2.1,2.04,1.84,1.81
P1,01/12/08,Porto,Academica,2,1,H,1,1,D,1.25,5,11,1.2,5.65,11,1.25,5.25,10,1.22,4.8,9.5,1.2,5,11,1.22,5,12,1.2,5,11,1.22,5.5,11,1.22,5,11,1.25,5,9,32,1.28,1.23,5.65,5.26,13,10.99,26,2,1.89,2,1.84,12,-1.5,1.9,1.85,2.04,2.02
P1,05/12/08,Est Amadora,Sp Lisbon,1,3,A,1,1,D,5,3.5,1.73,5.3,3.45,1.6,4.75,3.4,1.75,4.4,3.3,1.65,4.5,3.3,1.67,5.2,3.5,1.6,4.5,3.3,1.67,4.5,3.4,1.73,4.5,3.3,1.7,4.5,3.3,1.7,41,5.44,4.82,3.68,3.39,1.8,1.69,35,2.62,2.28,1.61,1.57,20,0.75,1.93,1.87,2.04,1.98
P1,06/12/08,Academica,Pacos Ferreira,2,1,H,1,0,H,2.1,3.25,3.25,2.2,2.9,3.3,2.1,3.1,3.4,2,3.1,3.2,2,3.2,3.2,2.1,3,3.4,2.2,3,3,2.1,3,3.5,2.2,3,3.1,2,3.1,3.4,36,2.3,2.12,3.26,3.09,3.7,3.32,27,2.4,2.27,1.6,1.57,15,0,1.66,1.57,2.4,2.33
P1,06/12/08,Nacional,Belenenses,4,2,H,2,0,H,1.91,3.3,3.75,1.8,3.2,4.25,1.85,3.25,4.1,1.8,3.1,3.8,1.8,3.25,3.75,1.75,3.25,4.5,1.83,3.1,3.9,1.73,3.4,4.5,1.8,3.2,4,1.83,3.2,4,38,1.93,1.82,3.4,3.25,4.76,4.18,27,2.41,2.3,1.6,1.56,15,-0.5,1.93,1.9,2.02,1.98
P1,06/12/08,Setubal,Porto,0,3,A,0,0,D,4.33,3.5,1.73,6,3.7,1.5,4.75,3.4,1.7,4.6,3.4,1.6,4.5,3.3,1.67,5.5,3.5,1.57,4.4,3.4,1.67,4.75,3.25,1.75,4.5,3.4,1.65,4.5,3.3,1.7,39,6,5,3.7,3.42,1.76,1.66,30,2.27,2.15,1.66,1.63,17,0.75,1.89,1.87,2.04,2
P1,07/12/08,Maritimo,Benfica,0,6,A,0,2,A,3.1,3.2,2.2,3.3,3.2,2.05,3.1,3.1,2.25,3.3,3,2,3.2,3.2,2,3.3,3.2,2.05,3.1,3.1,2.1,3.4,3,2.2,3.1,3,2.2,2.88,3.1,2.25,37,3.55,3.21,3.25,3.12,2.35,2.15,28,2.45,2.25,1.63,1.58,16,0,2.4,2.32,1.68,1.58
P1,07/12/08,Rio Ave,Naval,2,0,H,1,0,H,2.25,3.2,3,2.3,2.9,3.1,2.3,3.1,3,2.3,3,2.7,2.38,3.1,2.6,2.3,3.1,2.9,2.35,3,2.75,2.25,3,3.2,2.25,3,3,2.38,3,2.8,36,2.43,2.28,3.2,3.07,3.25,2.99,27,2.45,2.3,1.6,1.56,15,0,1.74,1.66,2.2,2.17
P1,08/12/08,Guimaraes,Leixoes,1,0,H,0,0,D,2.25,3.1,3.1,2.5,3,2.7,2.5,3,2.8,2.4,3,2.6,2.38,3.1,2.6,2.4,3.1,2.75,2.25,3,2.9,2.2,3,3.25,2.25,3,2.9,2.4,3,2.75,35,2.55,2.35,3.2,3.05,3.3,2.89,26,2.4,2.29,1.63,1.56,14,0,1.75,1.69,2.28,2.16
P1,08/12/08,Trofense,Sp Braga,0,0,D,0,0,D,3.4,3.2,2.05,4,3.2,1.85,3.75,3.1,2,3.3,3,2,3,3.2,2.1,4,3.1,1.9,3.3,3,2.05,3.75,2.88,2.1,3.5,3.1,2,3.4,3.1,2,34,4,3.58,3.3,3.12,2.13,2.02,26,2.5,2.3,1.64,1.55,14,0.5,1.81,1.79,2.13,2.1
P1,17/12/08,Est Amadora,Porto,2,4,A,1,2,A,6.5,3.75,1.5,6.25,3.8,1.45,6,3.75,1.5,4.6,3.4,1.6,5.5,3.4,1.53,6.75,3.75,1.45,6,3.7,1.45,6.5,3.75,1.5,5.5,3.6,1.5,5.5,3.6,1.53,29,7,6.2,3.88,3.67,1.55,1.51,25,2.29,2.13,1.73,1.64,13,1,1.99,1.94,1.95,1.89
P1,19/12/08,Naval,Guimaraes,0,0,D,0,0,D,2.7,3.1,2.8,2.35,2.9,2.85,2.4,3,2.9,2.4,2.9,2.7,2.2,3,3,2.5,3,2.7,2.5,2.9,2.62,2.5,3,2.88,2.4,3,2.8,2.3,3,2.88,37,2.77,2.46,3.15,3,3,2.83,27,2.67,2.47,1.55,1.5,19,0,1.95,1.85,2,1.95
P1,20/12/08,Sp Braga,Rio Ave,1,0,H,0,0,D,1.5,4,7,1.45,3.7,7,1.45,3.75,7,1.5,3.5,5.5,1.5,3.4,6,1.5,3.6,6.25,1.44,3.6,6.5,1.5,3.75,6.5,1.45,3.6,7.5,1.44,3.75,6.5,35,1.53,1.47,4,3.68,8,6.79,25,2.3,2.15,1.73,1.64,15,-1,1.95,1.85,2.05,1.97
P1,20/12/08,Sp Lisbon,Academica,0,0,D,0,0,D,1.28,5.25,11,1.25,5,10,1.25,5,10,1.25,4.5,9,1.33,4,8,1.25,5,10,1.29,4.33,8.5,1.29,4.5,10,1.25,5,9.5,1.25,5,9,32,1.33,1.28,5.25,4.83,11.7,9.6,22,2.1,1.98,1.88,1.78,13,-1.5,2.01,1.95,1.95,1.91
P1,21/12/08,Belenenses,Trofense,3,2,H,0,2,A,1.8,3.2,4.33,1.75,3.1,4.8,1.8,3.2,4.33,1.8,3,4,1.91,3.2,3.5,1.8,3.25,4.2,1.7,3.2,4.5,1.83,3.2,4.33,1.7,3.2,4.5,1.73,3.25,4.33,34,1.85,1.78,3.45,3.22,5,4.37,25,2.4,2.27,1.7,1.57,13,-0.5,1.87,1.8,2.1,2.08
P1,21/12/08,Leixoes,Est Amadora,1,1,D,0,0,D,1.66,3.4,5,1.65,3.2,5.5,1.67,3.3,5,1.55,3.4,5,1.67,3.25,4.5,1.65,3.25,5.25,1.67,3.3,4.5,1.73,3.25,5,1.65,3.3,5,1.67,3.2,5,36,1.76,1.67,3.5,3.32,5.7,5.01,25,2.3,2.17,1.7,1.62,12,-0.75,1.98,1.96,1.94,1.91
P1,21/12/08,Pacos Ferreira,Setubal,2,0,H,2,0,H,2.25,3.1,3,2.2,3,3.2,2.25,3,3.1,2.2,2.9,3,2.2,3.2,2.8,2.25,3,3.1,2.2,3,3,2.25,2.88,3.4,2.25,3,3,2.25,3,3,33,2.33,2.23,3.25,3.03,3.4,3.09,23,2.37,2.26,1.62,1.57,12,0,1.68,1.61,2.35,2.26
P1,21/12/08,Porto,Maritimo,0,0,D,0,0,D,1.36,4.2,7.5,1.35,4,9,1.4,4,7.5,1.35,3.8,7.5,1.33,4,8,1.35,4,9,1.33,4,8,1.33,4.5,8.5,1.33,4,8.5,1.36,4,7.5,34,1.4,1.35,4.7,4.19,9.9,8.31,24,2.12,2.02,1.82,1.73,14,-1.25,1.93,1.88,2.03,2
P1,22/12/08,Benfica,Nacional,0,0,D,0,0,D,1.4,4,7.5,1.35,4,9,1.4,4,7.5,1.35,3.8,7.5,1.36,4,7,1.35,4.1,8.5,1.36,3.75,8,1.4,4,8,1.35,4,7.5,1.36,4,7.5,32,1.45,1.39,4.3,4,9,7.73,23,2.09,1.99,1.85,1.75,12,-1.25,2.07,2.02,1.9,1.86
P1,02/01/09,Academica,Leixoes,0,0,D,0,0,D,2.63,3,2.88,2.7,2.85,2.7,2.6,2.9,2.7,2.3,3,2.7,2.5,3.1,2.5,2.65,2.85,2.7,2.55,2.9,2.6,2.4,2.88,3,2.4,3,2.7,2.5,2.88,2.7,36,2.7,2.52,3.1,2.95,3,2.77,28,2.5,2.43,1.56,1.51,18,0,1.87,1.79,2.08,1.99
P1,03/01/09,Rio Ave,Guimaraes,2,4,A,2,2,D,2.75,2.87,2.87,2.65,2.85,2.7,2.6,2.9,2.7,2.4,3,2.6,2.5,3.1,2.5,2.65,2.85,2.7,2.55,2.9,2.6,2.6,2.88,2.75,2.6,3,2.6,2.5,2.88,2.7,39,2.94,2.64,3.1,2.94,2.88,2.69,30,2.7,2.49,1.55,1.48,19,0,1.98,1.88,1.96,1.89
P1,03/01/09,Setubal,Sp Lisbon,0,2,A,0,2,A,5,3.6,1.7,5.2,3.5,1.6,4.75,3.3,1.7,4.2,3.2,1.7,4.5,3.3,1.67,5.25,3.5,1.6,4.2,3.3,1.72,5,3.25,1.7,4.5,3.5,1.65,4.5,3.3,1.7,40,5.6,5.01,3.68,3.43,1.72,1.66,32,2.35,2.21,1.67,1.6,18,0.75,2,1.97,1.94,1.92
P1,04/01/09,Est Amadora,Naval,1,0,H,1,0,H,2.25,3,3.2,2.3,2.85,3.2,2.25,3,3.1,2.1,3,3.1,2.1,3.1,3.1,2.25,3,3.1,2.3,2.9,2.9,2.25,3,3.2,2.2,3.1,3,2.25,2.88,3.1,38,2.4,2.27,3.2,2.98,3.3,3.1,30,2.4,2.31,1.63,1.55,16,0,1.72,1.63,2.25,2.21
P1,04/01/09,Maritimo,Pacos Ferreira,4,1,H,1,1,D,1.65,3.5,4.75,1.7,3.45,4.5,1.75,3.25,4.5,1.75,3.2,4,1.8,3.25,3.8,1.73,3.3,4.5,1.66,3.3,4.6,1.8,3.25,4.5,1.75,3.25,4.35,1.7,3.3,4.5,39,1.8,1.73,3.5,3.33,5.6,4.52,31,2.3,2.21,1.69,1.6,16,-0.5,1.78,1.76,2.2,2.14
P1,04/01/09,Nacional,Porto,2,4,A,1,0,H,4.33,3.3,1.75,5,3.4,1.65,4.5,3.25,1.75,4,3.2,1.75,4.33,3.2,1.73,4.75,3.3,1.7,4.25,3.3,1.7,4.33,3.2,1.8,4.35,3.3,1.75,4.5,3.2,1.73,39,5,4.52,3.49,3.31,1.82,1.74,32,2.22,2.07,1.73,1.68,16,0.5,2.1,2.08,1.83,1.8
P1,04/01/09,Trofense,Benfica,2,0,H,1,0,H,8,3.75,1.4,7.5,3.9,1.4,7,3.75,1.45,5.5,3.5,1.5,7,3.75,1.4,7.5,4.2,1.36,6.5,3.6,1.45,6.5,3.75,1.5,6.5,3.75,1.45,6,3.6,1.5,39,8,7.01,4.24,3.85,1.5,1.44,31,2.05,1.94,1.88,1.8,16,1,2.13,2.08,1.84,1.81
P1,05/01/09,Sp Braga,Belenenses,2,0,H,0,0,D,1.57,3.6,5.5,1.55,3.45,6,1.6,3.4,5.5,1.65,3.3,4.4,1.53,3.4,5.5,1.57,3.5,5.5,1.57,3.4,5.2,1.57,3.6,5.75,1.6,3.4,5,1.57,3.4,5.5,37,1.64,1.57,3.65,3.48,6.5,5.67,29,2.4,2.25,1.65,1.58,15,-0.75,1.89,1.85,2.08,2.03
P1,10/01/09,Guimaraes,Est Amadora,0,0,D,0,0,D,1.62,3.4,5.5,1.7,3.3,4.75,1.7,3.3,4.75,1.7,3.2,4.2,1.73,3.1,4.5,1.75,3.1,4.75,1.6,3.4,4.8,1.67,3.4,5,1.6,3.5,5,1.75,3.25,4.2,33,1.75,1.66,3.55,3.36,6.2,4.94,28,2.5,2.3,1.6,1.55,14,-0.75,1.9,1.86,2.04,2
P1,10/01/09,Sp Lisbon,Maritimo,2,0,H,1,0,H,1.44,3.75,7.5,1.4,3.9,7.5,1.45,3.75,7,1.45,3.6,6,1.44,3.4,7,1.4,3.8,8,1.4,3.75,7,1.44,3.75,8,1.5,3.6,6.5,1.5,3.6,6,33,1.5,1.45,3.9,3.71,8,7.11,27,2.3,2.15,1.67,1.63,14,-1,1.88,1.83,2.07,2.01
P1,11/01/09,Benfica,Sp Braga,1,0,H,1,0,H,1.67,3.4,5,1.55,3.45,6,1.65,3.4,5,1.55,3.4,5,1.57,3.25,5.5,1.6,3.3,5.75,1.62,3.3,5,1.67,3.2,5.5,1.6,3.5,5,1.62,3.4,5,33,1.72,1.63,3.55,3.4,6,5.16,26,2.38,2.24,1.62,1.58,12,-0.75,2.02,1.97,1.96,1.88
P1,11/01/09,Leixoes,Setubal,0,0,D,0,0,D,1.8,3.3,4.2,1.7,3.2,5,1.75,3.25,4.5,1.75,3.2,4,1.67,3.25,4.6,1.7,3.2,5,1.8,3.25,3.8,1.83,3.1,4.5,1.8,3.2,4.35,1.73,3.3,4.33,32,1.96,1.78,3.4,3.25,5,4.33,27,2.6,2.34,1.6,1.54,12,-0.5,1.96,1.91,2,1.94
P1,11/01/09,Naval,Academica,2,1,H,0,0,D,2.2,3.1,3.1,2.2,2.9,3.3,2.2,3,3.2,2.2,3,2.9,2.2,3,3,2.2,3,3.2,2.25,2.88,3,2.15,2.88,3.5,2.3,3.1,2.9,2.1,3,3.3,31,2.35,2.22,3.16,3.02,3.5,3.14,26,2.7,2.51,1.51,1.48,12,-0.25,2.11,2.05,1.84,1.81
P1,11/01/09,Pacos Ferreira,Nacional,2,3,A,0,3,A,2.5,3.2,2.62,2.5,3,2.7,2.4,3.1,2.75,2.3,3,2.7,2.3,3.1,2.75,2.55,3,2.65,2.5,2.9,2.62,2.5,3,2.75,2.5,3,2.7,2.5,3,2.62,32,2.51,2.45,3.2,3.05,2.9,2.71,27,2.38,2.25,1.65,1.57,12,0,1.88,1.8,2.1,2.01
P1,11/01/09,Porto,Trofense,0,0,D,0,0,D,1.17,6.5,12,1.13,6.6,15,1.18,5.75,12,1.17,6,12,1.12,6.5,12,1.15,6,15,1.14,5.5,15,1.18,6,13,1.14,6,13,1.2,5.5,11,32,1.2,1.16,7,6.11,24.4,13.22,26,1.77,1.72,2.14,2.02,12,-1.75,1.79,1.76,2.16,2.12
P1,11/01/09,Rio Ave,Belenenses,0,1,A,0,0,D,2.2,3.1,3.1,2.25,2.95,3.15,2.25,3,3.1,2.1,3,3.1,2.2,3,3,2.3,2.9,3.1,2.2,2.88,3.1,2.25,2.75,3.4,2.2,3,3.2,2.3,3,2.88,32,2.3,2.21,3.16,3.01,3.45,3.11,26,2.42,2.32,1.6,1.55,12,-0.25,1.94,1.9,2.04,1.96
P1,23/01/09,Belenenses,Benfica,0,0,D,0,0,D,5.5,3.6,1.65,5.2,3.5,1.6,5,3.4,1.7,4.2,3.2,1.7,4.5,3.3,1.67,5.2,3.5,1.6,4.5,3.3,1.67,4.5,3.4,1.73,5,3.4,1.65,4.5,3.2,1.73,39,6.19,5.04,3.72,3.41,1.73,1.66,33,2.26,2.15,1.7,1.65,20,0.75,2.04,1.97,1.91,1.87
P1,23/01/09,Maritimo,Leixoes,0,0,D,0,0,D,2,3.3,3.8,1.85,3.15,4.1,2,3.1,3.75,1.85,3.1,3.6,2.1,3.2,3,1.95,3.1,3.75,2,3,3.4,2,3,3.75,2,3.1,3.5,2.05,3.1,3.3,40,2.1,1.99,3.3,3.14,4.21,3.67,33,2.6,2.37,1.57,1.53,20,-0.5,2.05,2.01,1.88,1.84
P1,24/01/09,Est Amadora,Rio Ave,2,0,H,1,0,H,2,3.2,3.5,2.1,3.1,3.3,1.95,3.1,3.75,1.8,3.1,3.8,1.8,3.2,4,1.85,3.2,3.75,2,3,3.4,1.95,3,4,2,3,3.75,2,3,3.6,38,2.16,2,3.25,3.12,4,3.63,30,2.65,2.41,1.55,1.51,17,0,1.53,1.43,2.9,2.69
P1,24/01/09,Nacional,Sp Lisbon,1,1,D,1,1,D,4,3.3,1.83,4.3,3.35,1.75,4,3.2,1.85,3.8,3.1,1.8,3.75,3.2,1.83,4.2,3.25,1.8,4,3,1.83,4,2.88,2,4,3.2,1.85,3.6,3.2,1.91,38,4.44,3.95,3.35,3.19,2,1.89,29,2.3,2.19,1.67,1.61,17,0,3,2.78,1.85,1.42
P1,24/01/09,Setubal,Naval,0,1,A,0,1,A,2.1,3.1,3.3,2.2,2.9,3.3,2.15,3.1,3.2,2.1,3,3.1,2.1,3.1,3.1,2.15,3,3.3,2.15,3,3.1,2,3,3.75,2.2,3,3.2,2,3,3.6,37,2.25,2.14,3.25,3.06,3.75,3.31,28,2.65,2.44,1.56,1.5,17,0,1.61,1.52,2.63,2.43
P1,24/01/09,Sp Braga,Porto,0,2,A,0,2,A,3,3.25,2.2,3.4,3.25,2,3.3,3.1,2.1,3.1,3,2.1,3.5,3.2,1.91,3.3,3.2,2.05,3.2,3,2.1,3.4,3,2.2,3.2,2.2,2.1,3.3,3.2,2,38,3.55,3.23,3.25,3.09,2.32,2.15,30,2.38,2.23,1.65,1.59,17,0,2.39,2.31,1.61,1.57
P1,25/01/09,Academica,Guimaraes,2,1,H,1,0,H,2.5,3.1,2.7,2.65,2.9,2.65,2.5,3,2.7,2.5,2.9,2.6,2.25,3.2,2.75,2.6,2.9,2.7,2.5,2.9,2.62,2.6,2.88,2.8,2.4,3,2.8,2.4,3,2.75,35,2.7,2.52,3.2,2.99,2.9,2.73,27,2.8,2.54,1.55,1.47,17,0,1.88,1.83,2.06,1.96
P1,25/01/09,Trofense,Pacos Ferreira,1,3,A,1,1,D,2.15,3.1,3.25,2.2,2.9,3.3,2.15,3.1,3.2,2.1,3,3.1,2,3.2,3.2,2.2,3,3.2,2.1,3,3.2,2.2,2.88,3.4,2.2,3,3.2,2.1,3,3.3,38,2.4,2.19,3.25,3.05,3.4,3.19,30,2.3,2.2,1.7,1.61,18,0,1.7,1.61,2.37,2.25
P1,30/01/09,Setubal,Guimaraes,2,4,A,2,2,D,2.6,3.1,2.8,2.55,2.9,2.75,2.6,3,2.8,2.5,2.9,2.6,2.38,3,2.7,2.6,2.9,2.7,2.5,2.9,2.62,2.63,2.88,2.75,2.5,3,2.7,2.6,2.88,2.6,41,2.7,2.55,3.14,2.96,2.93,2.75,31,2.75,2.52,1.53,1.47,21,0,1.9,1.84,2.05,1.96
P1,31/01/09,Benfica,Rio Ave,1,0,H,0,0,D,1.2,5.5,11,1.2,5.85,10,1.2,5.5,11,1.22,5,10,1.2,5,11,1.17,6,13,1.25,4.5,10,1.22,5.5,12,1.22,5.5,10,1.2,5,13,37,1.28,1.23,6,5.3,14.4,10.98,26,1.99,1.89,1.92,1.85,18,-1.5,1.93,1.9,2.02,1.96
P1,31/01/09,Trofense,Sp Lisbon,0,0,D,0,0,D,5.5,3.6,1.53,6,3.75,1.5,5.5,3.6,1.55,5,3.4,1.55,6,3.4,1.5,6,3.75,1.5,5.5,3.5,1.53,5.5,3.5,1.62,5.5,3.5,1.55,5,3.6,1.57,35,7,5.72,3.79,3.59,1.62,1.56,26,2.37,2.23,1.64,1.59,18,1,1.93,1.88,1.99,1.93
P1,01/02/09,Academica,Est Amadora,2,2,D,0,1,A,2.1,3,3.4,2.1,3.1,3.3,2.1,3.1,3.3,2,3,3.3,1.91,3.2,3.5,2,3.1,3.6,2,3,3.45,2.1,3,3.5,2.1,3,3.4,2.1,3,3.3,37,2.2,2.09,3.3,3.08,3.65,3.4,26,2.62,2.48,1.53,1.49,16,-0.25,1.86,1.84,2.07,2.02
P1,01/02/09,Belenenses,Porto,1,3,A,1,2,A,5.25,3.6,1.57,5.5,3.65,1.55,5.75,3.5,1.55,5,3.4,1.55,6,3.4,1.5,5.75,3.5,1.55,5,3.5,1.57,5,3.4,1.67,5.5,3.3,1.6,5,3.6,1.57,37,6.4,5.49,3.72,3.5,1.67,1.59,26,2.3,2.17,1.65,1.62,16,0.75,2.2,2.1,1.82,1.77
P1,01/02/09,Maritimo,Naval,1,0,H,0,0,D,1.8,3.4,4,1.8,3.2,4.3,1.8,3.2,4.25,1.75,3.1,4.2,1.8,3.1,4,1.75,3.25,4.5,1.75,3.25,4.1,1.83,3.2,4.33,1.7,3.25,4.5,1.83,3.2,4,35,1.83,1.78,3.45,3.27,4.88,4.32,24,2.62,2.41,1.55,1.51,16,-0.5,1.82,1.79,2.13,2.08
P1,01/02/09,Nacional,Leixoes,0,0,D,0,0,D,2,3.25,3.5,1.9,3.15,3.9,1.95,3.1,3.75,2,3,3.3,1.91,3.2,3.5,1.95,3.1,3.75,1.9,3.1,3.65,1.91,3.2,4,1.9,3,4,2,3.1,3.5,36,2.01,1.95,3.3,3.13,4.35,3.75,25,2.5,2.31,1.6,1.55,16,-0.5,2.04,1.98,1.92,1.88
P1,01/02/09,Sp Braga,Pacos Ferreira,2,0,H,2,0,H,1.5,3.6,6.5,1.5,3.7,6,1.53,3.5,6,1.5,3.5,5.4,1.53,3.4,5.5,1.5,3.6,6.25,1.45,3.6,6.5,1.53,3.6,6,1.55,3.5,5.5,1.53,3.5,5.5,38,1.56,1.51,4,3.64,7.25,6.16,27,2.22,2.15,1.7,1.64,16,-1,2,1.96,1.93,1.88
P1,06/02/09,Leixoes,Trofense,2,0,H,1,0,H,1.75,3.3,5.25,1.75,3,5,1.72,3.2,4.75,1.65,3.2,3.6,1.73,3.1,4.5,1.73,3.2,4.75,1.73,3.2,4.33,1.8,3,5,1.75,3.2,4.35,1.7,3.2,4.75,37,1.83,1.74,3.45,3.23,5.75,4.81,31,2.63,2.39,1.57,1.52,19,-0.5,1.83,1.78,2.16,2.09
P1,07/02/09,Est Amadora,Setubal,0,0,D,0,0,D,1.95,3.2,3.75,1.95,3.15,3.7,1.85,3.2,4,1.85,3,3.8,1.8,3.1,4,2,3.1,3.6,1.95,3,3.6,1.91,3,4.2,1.9,3,4,1.83,3,4.33,33,2.19,2,3.25,3.08,4.33,3.66,26,2.6,2.42,1.55,1.5,14,-0.25,1.9,1.85,2.08,2.04
P1,07/02/09,Guimaraes,Maritimo,2,1,H,1,0,H,2,3.2,3.5,2.2,2.9,3.3,2.25,2.9,3.2,2.2,2.9,3,2.2,3,3,2.2,2.9,3.3,2.2,3,3,2.15,3,3.4,2.1,3.1,3.25,2.25,2.88,3.1,33,2.25,2.17,3.2,2.99,4.1,3.29,26,2.7,2.52,1.55,1.47,13,-0.25,1.84,1.8,2.14,2.09
