Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA
P1,04/02/01,Sp Lisbon,Sp Braga,1,2,A,1,0,H,1.45,3.5,6.3,1.4,3.6,5.5,1.4,3.6,7,1.44,3.75,6
P1,05/02/01,Pacos Ferreira,Porto,1,0,H,0,0,D,3.25,3,2,3.3,3,1.85,3.2,3.1,2,3,3,2.1
P1,16/02/01,Est Amadora,Benfica,1,2,A,1,1,D,4.85,3.3,1.6,4.2,3.2,1.6,5,3.4,1.57,4.55,3.4,1.6
P1,17/02/01,Alverca,Sp Lisbon,3,1,H,1,0,H,3.45,3.15,1.9,3.5,3,1.8,3.3,3.2,1.91,3.45,3.1,1.9
P1,17/02/01,Sp Braga,Boavista,1,0,H,0,0,D,2.5,2.85,2.6,2.3,2.9,2.5,2.5,3,2.5,2.55,2.9,2.5
P1,18/02/01,Aves,Maritimo,1,1,D,1,1,D,2.45,2.8,2.7,2.3,2.9,2.5,2.4,3.1,2.5,2.35,3.05,2.6
P1,18/02/01,Beira Mar,Pacos Ferreira,1,0,H,0,0,D,2.35,2.85,2.8,2.2,2.9,2.7,2.25,3,2.8,2.15,3,2.95
P1,18/02/01,Porto,Campomaiorense,3,1,H,1,0,H,1.17,5.2,10.5,1.2,4.7,9,1.22,4.75,9,1.2,5,9.5
P1,18/02/01,Gil Vicente,Guimaraes,4,1,H,1,0,H,2.2,2.95,2.95,2,2.9,3,2.1,3,3.1,2.1,3.05,3
P1,18/02/01,Salgueiros,Farense,0,0,D,0,0,D,1.85,3.1,3.7,1.85,2.9,3.4,1.91,3.1,3.5,1.85,3.1,3.6
P1,18/02/01,Leiria,Belenenses,1,1,D,1,0,H,2.25,2.85,2.95,2.2,2.9,2.7,2.2,3,2.88,2.25,3,2.8
P1,23/02/01,Belenenses,Est Amadora,0,3,A,0,2,A,1.37,3.8,7.25,1.25,4.3,8,1.3,4.2,8,1.3,4.1,8
P1,24/02/01,Sp Lisbon,Gil Vicente,3,1,H,0,0,D,1.2,5,10.2,1.25,4.3,8,1.22,5,8.5,1.25,4.35,9
P1,25/02/01,Alverca,Sp Braga,4,1,H,3,0,H,2.62,2.9,2.45,2.4,2.9,2.4,2.5,3,2.5,2.5,3.1,2.4
P1,25/02/01,Campomaiorense,Beira Mar,0,2,A,0,2,A,2.27,3,2.8,2.1,2.9,2.9,2.2,3.1,2.8,2.15,3.1,2.85
P1,25/02/01,Pacos Ferreira,Leiria,0,0,D,0,0,D,1.78,3.15,4,1.75,3.1,3.6,1.7,3.25,4.2,1.7,3.25,4.1
P1,25/02/01,Benfica,Boavista,0,0,D,0,0,D,1.82,3.1,3.8,1.8,2.9,3.6,1.83,3.1,3.8,1.8,3.1,4
P1,25/02/01,Farense,Aves,1,0,H,0,0,D,1.5,3.5,5.6,1.45,3.5,5,1.44,3.6,6,1.45,3.6,5.8
P1,26/02/01,Guimaraes,Salgueiros,1,2,A,0,1,A,2.15,3,3,2,2.9,3,2.1,3.1,3,2.2,3.1,2.75
P1,02/03/01,Boavista,Belenenses,2,0,H,1,0,H,1.43,3.55,6.6,1.3,4,7,1.44,3.5,6.5,1.45,3.55,6
P1,03/03/01,Salgueiros,Sp Lisbon,2,5,A,2,3,A,2.82,3,2.25,3.1,3,1.9,2.8,3,2.25,3.05,3,2.1
P1,04/03/01,Aves,Guimaraes,0,3,A,0,0,D,2.32,2.9,2.8,2.2,2.9,2.7,2.25,3,2.8,2.2,3.1,2.75
P1,04/03/01,Beira Mar,Maritimo,2,0,H,1,0,H,1.92,3,3.6,2,2.9,3,1.7,3.25,4.2,1.7,3.15,4.3
P1,04/03/01,Est Amadora,Pacos Ferreira,1,1,D,1,0,H,2.43,3,2.6,2.4,2.9,2.4,2.4,3,2.6,2.35,3.05,2.6
P1,04/03/01,Porto,Farense,2,0,H,0,0,D,1.27,4.2,9,1.25,4.3,8,1.3,4.2,8,1.25,4.5,8.5
P1,04/03/01,Gil Vicente,Alverca,1,2,A,1,0,H,2.1,2.9,3.2,2.1,2.9,2.9,2.2,3,2.88,2.05,3.15,3
P1,04/03/01,Sp Braga,Benfica,3,1,H,2,1,H,2.47,2.9,2.63,2.4,2.9,2.4,2.5,3,2.5,2.62,2.9,2.5
P1,04/03/01,Leiria,Campomaiorense,4,1,H,3,1,H,1.68,3.2,4.55,1.7,3.1,3.8,1.6,3.25,5,1.55,3.4,5
P1,09/03/01,Pacos Ferreira,Boavista,0,2,A,0,1,A,2.95,3,2.2,2.9,2.7,2.2,2.75,3.1,2.25,2.8,2.9,2.3
P1,10/03/01,Belenenses,Benfica,1,0,H,0,0,D,2.95,3,2.2,2.7,2.9,2.2,2.88,3.25,2.1,3,3.2,2.1
P1,11/03/01,Alverca,Salgueiros,0,3,A,0,2,A,1.95,3.05,3.5,,,,1.85,3.2,3.5,1.85,3.2,3.5
P1,11/03/01,Campomaiorense,Est Amadora,4,1,H,3,0,H,1.85,3.1,3.75,1.7,3.1,3.8,1.85,3.2,3.5,1.85,3.2,3.5
P1,11/03/01,Gil Vicente,Sp Braga,1,1,D,0,1,A,2.8,3,2.3,2.4,2.9,2.4,2.63,3.1,2.3,2.7,3.1,2.25
P1,11/03/01,Maritimo,Leiria,2,1,H,1,1,D,1.8,3.2,3.85,1.7,3.1,3.8,1.83,3.2,3.6,1.8,3.2,3.7
P1,11/03/01,Farense,Beira Mar,1,2,A,0,0,D,1.9,3.1,3.6,1.8,3,3.5,1.91,3.2,3.4,1.95,3.1,3.3
P1,11/03/01,Sp Lisbon,Aves,2,0,H,1,0,H,1.17,5.4,11,1.15,5.5,11,1.15,5.5,11,1.14,5.25,14
P1,12/03/01,Guimaraes,Porto,2,2,D,0,1,A,3.65,3.05,1.9,3.8,3.1,1.7,3.5,3.1,1.9,3.45,3.1,1.9
P1,16/03/01,Boavista,Campomaiorense,3,1,H,1,0,H,1.2,5.2,11,1.15,5.5,11,1.2,5,10,1.2,5,9.5
P1,17/03/01,Est Amadora,Maritimo,0,1,A,0,0,D,2.45,2.85,2.75,2.2,2.9,2.7,2.38,3,2.63,2.25,2.9,2.85
P1,17/03/01,Sp Braga,Belenenses,2,0,H,0,0,D,1.78,3.2,4.05,1.7,3.1,3.8,1.7,3.2,4.33,1.65,3.3,4.4
P1,18/03/01,Aves,Alverca,0,0,D,0,0,D,2.68,2.9,2.47,2.3,2.9,2.5,2.63,3,2.38,2.65,3,2.35
P1,18/03/01,Beira Mar,Guimaraes,3,2,H,1,0,H,1.78,3.2,4,1.75,3.1,3.6,1.6,3.25,5,1.55,3.5,4.8
P1,18/03/01,Benfica,Pacos Ferreira,2,3,A,1,2,A,1.28,4.4,8.8,1.25,4.3,8,1.3,4.2,8,1.3,4,8.5
P1,18/03/01,Salgueiros,Gil Vicente,0,1,A,0,0,D,1.5,3.45,6,1.55,3.3,4.5,1.5,3.5,5.5,1.45,3.6,5.8
P1,18/03/01,Leiria,Farense,2,0,H,1,0,H,1.95,3.1,3.45,1.8,2.9,3.6,1.85,3.2,3.6,1.85,3.15,3.55
P1,19/03/01,Porto,Sp Lisbon,2,2,D,0,0,D,1.92,3.15,3.55,1.85,2.9,3.4,1.91,3.2,3.4,1.9,3.2,3.5
P1,31/03/01,Campomaiorense,Benfica,1,1,D,0,0,D,3.8,3.2,1.83,3.8,3.1,1.7,3.75,3.2,1.8,4,3.15,1.75
P1,31/03/01,Maritimo,Boavista,1,1,D,0,1,A,3.2,3.1,2.1,2.9,2.9,2.1,3,2.9,2.2,2.85,2.85,2.3
P1,31/03/01,Salgueiros,Sp Braga,3,4,A,2,3,A,2.5,3,2.6,2.3,2.9,2.5,2.3,3.1,2.7,2.3,3,2.7
P1,01/04/01,Alverca,Porto,1,3,A,1,1,D,3.35,3.15,2,3,2.9,2,3.3,3,2,2.95,3,2.15
P1,01/04/01,Gil Vicente,Aves,1,0,H,1,0,H,1.63,3.3,4.85,1.5,3.4,4.7,1.57,3.4,5,1.6,3.2,5
P1,01/04/01,Pacos Ferreira,Belenenses,2,2,D,1,2,A,2.05,3,3.35,2,2.9,3,1.91,3.1,3.5,1.9,3.1,3.45
P1,01/04/01,Farense,Est Amadora,2,0,H,1,0,H,1.5,3.5,6,1.6,3.2,4.2,1.5,3.5,5.5,1.55,3.5,4.8
P1,01/04/01,Guimaraes,Leiria,0,1,A,0,0,D,2.1,3,3.22,2.1,2.9,2.9,2.1,3,3.1,2.15,2.85,3.1
P1,02/04/01,Sp Lisbon,Beira Mar,2,1,H,2,1,H,1.33,4.15,8.25,1.3,4,7,1.4,3.75,6.5,1.45,3.7,5.6
P1,06/04/01,Sp Braga,Pacos Ferreira,2,2,D,1,1,D,1.57,3.4,5.4,1.6,3.2,4.2,1.53,3.5,5.2,1.5,3.5,5.3
P1,07/04/01,Leiria,Sp Lisbon,2,0,H,1,0,H,3.05,3,2.2,2.9,2.9,2.1,3,3.1,2.1,3.15,3,2.05
P1,08/04/01,Aves,Salgueiros,0,3,A,0,0,D,2.8,3,2.35,2.4,2.9,2.4,2.88,3,2.25,2.75,2.85,2.35
P1,08/04/01,Beira Mar,Alverca,0,0,D,0,0,D,1.75,3.2,4.3,1.65,3.1,4,1.67,3.2,4.5,1.7,3.15,4.3
P1,08/04/01,Belenenses,Campomaiorense,1,1,D,1,1,D,1.52,3.5,5.8,1.35,3.8,6.2,1.44,3.75,5.75,1.4,4,5.75
P1,08/04/01,Boavista,Farense,1,0,H,0,0,D,1.28,4.5,8.8,1.2,4.7,9,1.25,4.5,9,1.3,4.25,7.5
P1,08/04/01,Est Amadora,Guimaraes,0,2,A,0,1,A,2.36,3,2.75,2.3,2.9,2.5,2.38,3,2.63,2.35,2.85,2.75
P1,08/04/01,Benfica,Maritimo,3,0,H,1,0,H,1.33,4.1,7.7,1.3,4,7,1.4,3.75,6.5,1.35,3.9,7
P1,09/04/01,Porto,Gil Vicente,2,0,H,2,0,H,1.2,5.5,10,1.2,4.7,9,1.22,5,9,1.15,6,10
P1,13/04/01,Farense,Benfica,2,2,D,1,2,A,3.05,3,2.2,2.35,3,2.35,2.9,3,2.2,3.05,3,2.1
P1,14/04/01,Alverca,Leiria,0,1,A,0,0,D,2.1,3.05,3.2,2.2,2.8,2.8,2.05,3,3.2,2.05,3,3.15
P1,14/04/01,Aves,Sp Braga,2,1,H,0,1,A,3.95,3.25,1.8,3.2,2.9,1.9,4,3.2,1.75,4,3.15,1.75
P1,14/04/01,Campomaiorense,Pacos Ferreira,2,1,H,0,0,D,2.45,2.9,2.75,2.3,2.8,2.6,2.38,3,2.63,2.35,2.85,2.75
P1,14/04/01,Gil Vicente,Beira Mar,3,0,H,0,0,D,2.37,3.05,2.7,2.2,2.8,2.8,2.2,3.1,2.8,2.2,3,2.85
P1,14/04/01,Maritimo,Belenenses,1,2,A,1,1,D,2.1,3.05,3.2,2.1,2.8,3,1.91,3.2,3.4,1.8,3.2,3.75
P1,14/04/01,Salgueiros,Porto,0,1,A,0,1,A,3.55,3.1,1.95,4.5,3.3,1.55,3.2,3.1,2,3,3.05,2.1
P1,14/04/01,Sp Lisbon,Est Amadora,1,0,H,1,0,H,1.2,5.5,10,1.15,5.5,11,1.14,5.6,12,1.12,6,12
P1,16/04/01,Guimaraes,Boavista,1,2,A,0,1,A,3.55,3.1,1.95,3.1,2.8,2,3.6,3,1.91,3.6,2.9,1.95
P1,18/04/01,Maritimo,Porto,0,1,A,0,0,D,3.4,3.05,2,3.3,3,1.85,3.5,3.2,1.91,3.4,3.15,1.9
P1,20/04/01,Sp Braga,Campomaiorense,4,0,H,1,0,H,1.4,3.85,6.7,1.4,3.6,5.5,1.44,3.75,6,1.45,3.4,6.5
P1,21/04/01,Boavista,Sp Lisbon,1,0,H,0,0,D,1.95,3.1,3.4,1.8,3,3.5,1.95,3.1,3.4,2,2.9,3.4
P1,22/04/01,Beira Mar,Salgueiros,3,2,H,1,1,D,2,3.2,3.2,1.85,3,3.3,1.91,3.2,3.4,1.9,3.15,3.4
P1,22/04/01,Est Amadora,Alverca,1,2,A,1,1,D,2.7,2.85,2.5,2.4,2.9,2.4,2.75,3,2.3,2.8,2.9,2.3
P1,22/04/01,Porto,Aves,4,0,H,2,0,H,1.15,6,12,1.15,5.5,11,1.14,5.5,13,1.1,6.5,13
P1,22/04/01,Pacos Ferreira,Maritimo,2,1,H,2,1,H,1.85,3.1,3.83,1.75,3.1,3.6,1.8,3.25,3.75,1.75,3.15,4
P1,22/04/01,Benfica,Guimaraes,1,0,H,1,0,H,1.33,4.25,7.5,1.3,4,7,1.3,4.25,8,1.3,4.25,7.5
P1,22/04/01,Leiria,Gil Vicente,1,0,H,1,0,H,1.53,3.5,5.25,1.65,3.1,4,1.62,3.3,4.75,1.7,3.3,4
P1,23/04/01,Belenenses,Farense,4,2,H,0,1,A,1.7,3.2,4.4,1.6,3.2,4.2,1.62,3.2,5,1.65,2.9,5.3
P1,28/04/01,Alverca,Boavista,1,2,A,0,2,A,3.85,3.1,1.85,3.6,2.9,1.8,3.6,3.2,1.85,3.75,2.9,1.9
P1,28/04/01,Guimaraes,Belenenses,1,1,D,0,1,A,2.3,2.95,2.85,2.2,2.9,2.7,2.1,3.1,3,2.3,3,2.7
P1,29/04/01,Aves,Beira Mar,2,3,A,1,0,H,3,3,2.2,2.7,2.9,2.2,2.8,3.1,2.2,,,
P1,29/04/01,Porto,Sp Braga,3,2,H,2,1,H,1.4,3.9,6.55,1.35,3.8,6.2,1.4,3.75,6.5,1.44,3.6,6.5
P1,29/04/01,Gil Vicente,Est Amadora,0,0,D,0,0,D,1.42,3.75,6.5,1.35,3.8,6.2,1.36,3.8,7,1.4,3.75,6.4
P1,29/04/01,Maritimo,Campomaiorense,3,0,H,1,0,H,1.7,3.2,4.5,1.7,3.1,3.8,1.73,3.25,4,1.7,3.2,4.2
P1,29/04/01,Salgueiros,Leiria,1,4,A,1,2,A,2.15,3,3.1,2.1,2.9,2.9,2.25,3.1,2.75,2.2,3.1,2.75
P1,29/04/01,Farense,Pacos Ferreira,2,4,A,1,0,H,2,3.1,3.35,2,2.9,3,2,3.1,3.2,2.05,3.1,3.05
P1,29/04/01,Sp Lisbon,Benfica,3,0,H,2,0,H,2.1,3.05,3.15,2.1,2.9,2.9,2.1,3,3.1,2,3.1,3.3
P1,04/05/01,Benfica,Alverca,0,2,A,0,1,A,1.3,4.3,8.25,1.35,3.8,6.2,1.3,4.2,8,1.25,4.2,10
P1,04/05/01,Sp Braga,Maritimo,2,1,H,0,0,D,1.42,3.7,6.8,1.35,3.8,6.2,1.4,3.6,7,1.4,3.7,6.5
P1,05/05/01,Boavista,Gil Vicente,2,0,H,1,0,H,1.2,5.2,10,1.25,4.3,8,1.25,4.75,8,1.2,4.5,12
P1,06/05/01,Beira Mar,Porto,0,3,A,0,0,D,3.7,3.2,1.8,3.8,3.1,1.7,3.75,3.4,1.73,4,3.3,1.7
P1,06/05/01,Belenenses,Sp Lisbon,1,1,D,1,0,H,2.87,3.05,2.2,2.4,2.9,2.4,2.8,3.1,2.2,2.85,3,2.2
P1,06/05/01,Campomaiorense,Farense,1,0,H,0,0,D,1.97,3.1,3.55,1.9,2.8,3.3,1.9,3.1,3.5,1.8,3.15,3.75
P1,06/05/01,Est Amadora,Salgueiros,1,0,H,1,0,H,2.87,3.1,2.22,2.4,2.9,2.4,2.88,3,2.2,2.75,3.1,2.2
P1,06/05/01,Pacos Ferreira,Guimaraes,0,1,A,0,1,A,1.88,3.2,3.55,1.9,2.8,3.3,1.95,3.1,3.3,1.95,3.1,3.3
P1,06/05/01,Leiria,Aves,1,1,D,0,0,D,1.3,4.35,8,1.3,4,7,1.3,4.2,8,1.25,4.2,10
P1,11/05/01,Sp Lisbon,Pacos Ferreira,1,3,A,0,3,A,1.3,4.4,7.5,1.25,4.3,8,1.29,4.33,8,1.25,4.5,8.5
P1,12/05/01,Porto,Leiria,3,0,H,3,0,H,1.28,4.65,8,1.2,4.7,9,1.25,4.6,8.5,1.25,4.7,8
P1,13/05/01,Alverca,Belenenses,0,3,A,0,1,A,2.3,2.9,2.9,2.2,2.9,2.7,2.2,3,2.8,2.25,2.9,2.85
P1,13/05/01,Aves,Est Amadora,3,2,H,1,2,A,1.95,3.1,3.4,1.9,2.9,3.2,1.91,3.1,3.4,1.95,3.1,3.3
P1,13/05/01,Beira Mar,Sp Braga,3,0,H,1,0,H,2.6,2.9,2.5,2.4,2.9,2.4,2.6,3.25,2.25,2.65,3.25,2.2
P1,13/05/01,Gil Vicente,Benfica,3,0,H,1,0,H,2.85,3.1,2.2,2.6,3,2.2,2.6,3.25,2.25,2.55,3.3,2.25
P1,13/05/01,Salgueiros,Boavista,1,5,A,0,3,A,4.05,3.3,1.7,4.7,3.4,1.5,4.2,3.4,1.67,4.2,3.4,1.65
P1,13/05/01,Farense,Maritimo,1,2,A,1,2,A,2,3,3.4,1.9,2.9,3.2,2,2.88,3.5,1.9,2.75,4
P1,13/05/01,Guimaraes,Campomaiorense,3,0,H,2,0,H,1.87,3.15,3.7,1.8,2.9,3.6,1.8,3.2,3.75,1.85,2.95,3.85
P1,18/05/01,Boavista,Aves,3,0,H,1,0,H,1.09,7.25,14.5,1.1,7,14,1.1,6,15,1.05,8,16
P1,19/05/01,Maritimo,Guimaraes,1,0,H,1,0,H,2.3,3.2,2.65,1.8,3,3.5,2.25,3.25,2.63,2.2,3.25,2.65
P1,20/05/01,Belenenses,Gil Vicente,1,3,A,0,3,A,1.8,3.6,3.35,1.6,3.3,4,1.8,3.5,3.4,1.8,3.35,3.5
P1,20/05/01,Campomaiorense,Sp Lisbon,1,0,H,1,0,H,2.93,3.15,2.15,3.1,3,1.9,3.1,3.4,1.91,3.2,3.35,1.9
P1,20/05/01,Pacos Ferreira,Alverca,2,2,D,0,0,D,1.85,3.15,3.8,1.6,3.2,4.2,,,,1.75,3.15,4
P1,20/05/01,Benfica,Salgueiros,1,1,D,0,1,A,1.42,3.8,6.3,1.35,3.8,6.2,,,,1.5,3.5,5.4
P1,20/05/01,Farense,Sp Braga,1,0,H,0,0,D,3.2,3.1,2.05,2.7,2.9,2.2,3.25,3.3,1.91,3.1,3.3,1.95
P1,20/05/01,Leiria,Beira Mar,1,0,H,0,0,D,1.82,3.25,3.7,1.8,3,3.5,,,,1.85,3.1,3.65
P1,21/05/01,Est Amadora,Porto,2,3,A,0,0,D,5.7,3.65,1.5,5,3.5,1.45,,,,5.5,3.75,1.45
P1,27/05/01,Alverca,Campomaiorense,2,1,H,0,0,D,2.3,3.7,2.4,,,,2.5,3.6,2.2,,,
P1,27/05/01,Aves,Benfica,4,4,D,3,2,H,3.3,3.1,2,,,,,,,,,
P1,27/05/01,Beira Mar,Est Amadora,3,3,D,0,2,A,1.4,3.85,6.6,,,,,,,1.35,3.9,7
P1,27/05/01,Porto,Boavista,4,0,H,3,0,H,1.91,3.15,3.35,,,,,,,1.95,2.95,3.5
P1,27/05/01,Gil Vicente,Pacos Ferreira,3,1,H,0,0,D,1.6,3.5,4.35,,,,1.62,3,5.5,1.65,2.85,5.5
P1,27/05/01,Salgueiros,Belenenses,2,0,H,2,0,H,2.3,3,2.6,,,,,,,2.4,2.95,2.6
P1,27/05/01,Sp Braga,Leiria,3,5,A,2,1,H,1.5,3.6,5.4,,,,1.44,3.75,5.5,1.45,3.75,5.5
P1,27/05/01,Sp Lisbon,Maritimo,1,0,H,1,0,H,1.24,4.85,8.75,,,,1.25,4.5,8.5,1.2,5.5,8
P1,27/05/01,Guimaraes,Farense,1,0,H,0,0,D,1.4,3.8,5.7,,,,1.4,3.75,6.5,1.4,3.75,6.4
