Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
E2,29/08/09,Stockport,Southampton,1,1,D,0,1,A,C Boyeson,8,18,5,8,8,12,8,8,1,1,0,0,3.1,3.3,2.3,2.75,3.2,2.3,2.8,3.25,2.3,2.6,3.1,2.3,2.62,3.3,2.25,2.75,3.3,2.3,3,3.2,2.1,2.88,3.25,2.25,2.9,3.25,2.25,2.88,3.3,2.3,30,3.28,2.87,3.42,3.26,2.4,2.29,24,2.07,1.94,1.87,1.8,17,0,2.28,2.1,1.72,1.64
E2,29/08/09,Swindon,Southend,2,1,H,1,0,H,M Russell,6,7,5,3,10,7,4,8,1,4,0,1,2.3,3.3,3.1,2.2,3.2,2.9,2.25,3.25,2.9,2.3,3.1,2.6,2.2,3.25,2.75,2.25,3.3,2.88,2.1,3.2,3,2.25,3.25,2.88,2.25,3.25,2.9,2.3,3.3,2.88,31,2.45,2.27,3.4,3.26,3.18,2.94,25,2.12,2,1.82,1.76,17,0,1.66,1.62,2.2,2.13
E2,29/08/09,Tranmere,Charlton,0,4,A,0,2,A,P Tierney,6,12,4,8,14,13,1,3,3,1,0,0,3.4,3.4,2.1,2.85,3.25,2.2,3,3.25,2.2,2.8,3.1,2.2,2.62,3.3,2.25,2.9,3.3,2.2,2.88,3.25,2.15,3,3.2,2.2,3,3.25,2.2,3,3.25,2.25,30,3.4,3.01,3.5,3.27,2.3,2.21,24,2.07,1.96,1.87,1.79,17,0,2.35,2.16,1.68,1.61
E2,29/08/09,Walsall,Gillingham,0,0,D,0,0,D,K Evans,5,10,2,4,6,8,1,6,0,2,0,0,2.1,3.4,3.4,2.1,3.3,3,2.1,3.2,3.2,2,3.2,3.1,2.1,3.3,2.88,2.1,3.3,3.1,2.1,3.2,3,2.1,3.2,3.2,2.1,3.25,3.2,2.1,3.3,3.25,30,2.25,2.11,3.45,3.27,3.45,3.2,24,2.04,1.9,1.95,1.84,16,0,1.57,1.52,2.45,2.33
E2,29/08/09,Wycombe,Bristol Rvs,2,1,H,1,1,D,P Gibbs,9,5,4,2,5,13,3,9,0,2,0,0,2.8,3.25,2.5,2.6,3.2,2.4,2.6,3.25,2.45,2.5,3.1,2.4,2.4,3.25,2.5,2.65,3.3,2.38,2.5,3.1,2.5,2.6,3.2,2.5,2.6,3.2,2.5,2.62,3.25,2.5,30,2.93,2.66,3.3,3.23,2.58,2.45,24,2.12,1.99,1.85,1.76,17,0,2.1,1.96,1.87,1.8
E2,04/09/09,Oldham,Hartlepool,0,3,A,0,2,A,R Shoebridge,11,10,4,5,17,15,4,3,0,1,0,0,2,3.2,4,1.75,3.3,4.2,1.9,3.25,3.75,1.8,3.2,3.7,2,3.4,3.75,1.9,3.3,3.75,2,3.3,3.8,1.73,3.4,4.33,1.85,3.25,4,2,3.2,4,29,2.07,1.91,3.41,3.29,4.5,3.89,20,2.04,1.91,1.88,1.84,15,-0.5,2.07,2.03,1.86,1.84
E2,04/09/09,Southend,Leyton Orient,3,0,H,0,0,D,T Kettle,22,5,11,3,11,8,7,1,1,1,0,0,2.2,3.4,3.2,2.1,3,3.3,2.1,3.2,3.2,2,3.2,3.1,2.1,3.4,3.4,2.05,3.3,3.2,2.2,3.2,3.4,2,3.25,3.4,2.1,3.2,3.2,2.1,3.3,3.5,31,2.29,2.14,3.46,3.25,3.9,3.26,22,2,1.91,1.94,1.86,15,0,1.65,1.55,2.42,2.3
E2,05/09/09,Brighton,Wycombe,1,0,H,0,0,D,G Ward,8,5,3,3,8,13,4,8,3,0,0,0,2,3.4,3.6,1.95,3.3,3.4,1.95,3.2,3.6,1.9,3.2,3.4,2,3.4,3.75,1.91,3.3,3.6,1.83,3.2,3.75,1.91,3.25,3.75,1.91,3.2,3.75,2,3.4,3.6,28,2.1,1.97,3.55,3.31,4.01,3.6,19,2.02,1.93,1.93,1.83,14,0,1.44,1.42,2.7,2.6
E2,05/09/09,Bristol Rvs,Millwall,2,0,H,1,0,H,J Moss,11,9,7,5,10,11,5,5,1,3,0,0,2.4,3.3,2.9,2.3,3.25,2.7,2.25,3.25,2.9,2.3,3.1,2.6,2.2,3.5,3.1,2.2,3.2,3,2.3,3.2,2.62,2.25,3.25,2.88,2.2,3.25,3,2.3,3.3,3,30,2.55,2.31,3.4,3.25,3.27,2.89,21,2.17,2.02,1.81,1.76,15,0,1.73,1.66,2.2,2.11
E2,05/09/09,Carlisle,Tranmere,3,0,H,0,0,D,C Boyeson,18,5,8,1,10,8,15,7,1,1,0,1,2,3.3,3.75,2.1,3.2,3.15,2.05,3.25,3.25,2.1,3.1,3,2.1,3.4,3.4,2,3.3,3.4,2.15,3.2,2.9,2.1,3.2,3.2,2,3.25,3.4,2.1,3.3,3.5,30,2.15,2.03,3.65,3.3,4,3.44,21,2.03,1.95,1.88,1.81,14,0,1.52,1.48,2.6,2.47
E2,05/09/09,Charlton,Brentford,2,0,H,2,0,H,J Linnington,9,8,6,4,13,12,5,13,0,2,0,0,1.62,3.8,5.5,1.6,3.4,5.15,1.6,3.4,5.5,1.55,3.5,4.8,1.67,3.5,5.5,1.55,3.5,6,1.62,3.5,4.5,1.57,3.5,5.5,1.57,3.4,6,1.62,3.75,5.5,28,1.66,1.59,4,3.6,6.65,5.44,20,1.93,1.84,2.02,1.91,16,0,1.2,1.17,5,4.51
E2,05/09/09,Gillingham,Exeter,3,0,H,1,0,H,S Hooper,9,6,6,2,7,9,4,3,0,1,0,0,2,3.4,3.6,2.1,3.3,3,2,3.2,3.5,2.1,3.1,3,2.1,3.4,3.4,2.05,3.2,3.3,2,3.2,3.2,2.1,3.2,3.2,2,3.25,3.4,2.1,3.4,3.4,29,2.14,2.07,3.6,3.3,3.64,3.3,20,2.04,1.94,1.88,1.81,15,0,1.52,1.49,2.51,2.43
E2,05/09/09,Leeds,Stockport,2,0,H,2,0,H,D McDermid,12,9,8,3,11,8,3,9,1,3,0,0,1.33,5,8.5,1.25,4.85,9.5,1.33,4.5,8,1.3,4.2,8,1.33,5,9,1.28,4.75,9,1.29,4.5,8,1.3,4.5,9,1.33,4.5,7.5,1.33,4.5,10,30,1.37,1.31,5.25,4.7,12.49,9.34,21,1.83,1.74,2.13,2,15,0,1.09,1.06,7.84,7.28
E2,05/09/09,Milton Keynes Dons,Huddersfield,2,3,A,0,0,D,M Russell,11,5,8,3,15,8,9,5,3,3,0,0,2.2,3.4,3.2,2.3,3.25,2.7,2.2,3.3,2.9,2.1,3.1,3,2.25,3.3,3.1,2.2,3.3,2.95,2.2,3.2,2.8,2.2,3.2,3,2.2,3.25,3,2.3,3.4,3,30,2.3,2.22,3.54,3.26,3.9,3.03,21,1.89,1.8,2.07,1.97,15,0,1.69,1.61,2.35,2.19
E2,05/09/09,Norwich,Walsall,0,0,D,0,0,D,R Booth,11,7,3,1,8,10,8,1,0,0,0,0,1.62,3.75,5.5,1.7,3.4,4.4,1.62,3.5,5,1.65,3.3,4.4,1.67,3.5,5.5,1.6,3.5,5.2,1.57,3.5,5,1.57,3.5,5.5,1.67,3.5,4.5,1.67,3.5,5.5,29,1.67,1.63,3.92,3.53,5.9,5.18,20,1.88,1.8,2.05,1.96,15,0,1.23,1.22,4.1,3.87
E2,05/09/09,Southampton,Colchester,0,0,D,0,0,D,G Scott,17,6,11,2,16,12,8,2,3,2,0,1,2.2,3.4,3.2,2.2,3.2,2.9,2.15,3.3,3,2.2,3.1,2.8,2.1,3.4,3.4,2.15,3.4,2.9,2.1,3.2,3,2.2,3.2,3,2.25,3.25,2.9,2.1,3.5,3.3,29,2.25,2.16,3.5,3.27,3.35,3.11,20,1.99,1.89,1.95,1.85,14,0,1.62,1.59,2.35,2.19
E2,05/09/09,Yeovil,Swindon,0,1,A,0,1,A,J Singh,5,5,2,1,10,9,5,5,4,1,0,0,2.4,3.3,2.9,2.45,3.2,2.55,2.4,3.25,2.65,2.45,3.1,2.45,2.5,3.4,2.7,2.38,3.25,2.7,2.4,3.1,2.6,2.38,3.2,2.75,2.38,3.25,2.7,2.4,3.4,2.8,29,2.56,2.44,3.65,3.26,2.96,2.7,20,2.04,1.94,1.91,1.83,14,0,1.86,1.79,2.1,2
E2,11/09/09,Southend,Leeds,0,0,D,0,0,D,P Taylor,6,17,2,6,13,19,2,5,1,2,0,0,4,3.5,1.91,3.8,3.3,1.85,3.5,3.4,1.9,3.5,3.1,1.9,4.33,3.5,1.83,3.6,3.5,1.85,4,3.4,1.91,3.4,3.25,2,3.75,3.25,1.91,3.8,3.4,1.95,35,4.33,3.8,3.66,3.37,2,1.92,26,2.09,1.98,1.88,1.78,19,0,3,2.78,1.5,1.39
E2,12/09/09,Bristol Rvs,Oldham,1,0,H,0,0,D,S Bratt,9,7,5,6,14,10,8,4,1,2,0,0,1.83,3.4,4.5,1.8,3.45,3.75,1.85,3.4,3.75,1.85,3.2,3.5,1.91,3.4,4,1.83,3.4,3.8,1.83,3.2,3.75,1.91,3.25,3.75,1.8,3.3,4,1.91,3.3,4,33,1.91,1.83,3.62,3.35,4.89,4.15,24,2.09,1.95,1.88,1.81,17,0,1.36,1.33,3.25,3.01
E2,12/09/09,Carlisle,Brighton,0,2,A,0,1,A,A Haines,12,7,9,3,12,10,11,6,1,4,0,0,2.2,3.3,3.3,2.1,3.2,3.1,2.1,3.25,3.25,2.1,3.1,3,2.25,3.3,3.1,2.15,3.3,3,2.2,3.2,2.8,2.2,3.2,3,2.1,3.25,3.1,2.2,3.3,3.2,33,2.25,2.16,3.61,3.32,3.5,3.11,24,2.12,1.99,1.85,1.77,17,0,1.65,1.57,2.38,2.27
E2,12/09/09,Charlton,Southampton,1,1,D,0,1,A,K Wright,14,10,7,6,14,15,4,6,3,2,0,0,1.62,3.6,6,1.6,3.5,4.95,1.65,3.5,4.75,1.55,3.5,4.8,1.62,3.75,5.5,1.6,3.4,5.5,1.62,3.5,4.5,1.57,3.5,5.5,1.57,3.6,5,1.62,3.5,5.75,32,1.66,1.61,3.87,3.56,6.2,5.4,23,2,1.89,1.91,1.85,17,0,1.25,1.21,4.33,3.97
E2,12/09/09,Gillingham,Millwall,2,0,H,2,0,H,K Stroud,12,7,4,4,9,11,6,3,0,3,0,0,2.4,3.3,2.9,2.35,3.25,2.65,2.35,3.3,2.7,2.3,3.1,2.6,2.38,3.4,2.88,2.3,3.25,2.8,2.25,3.2,2.75,2.2,3.2,3,2.2,3.25,2.9,2.3,3.25,3,31,2.49,2.35,3.4,3.26,3.11,2.81,22,2.12,2,1.82,1.76,16,0,1.74,1.7,2.1,2.04
E2,12/09/09,Hartlepool,Wycombe,1,1,D,0,0,D,A Taylor,10,11,7,4,7,11,5,4,1,1,0,0,1.91,3.4,4,1.9,3.25,3.65,1.85,3.4,3.75,1.8,3.2,3.7,1.91,3.4,4,1.83,3.4,3.8,1.95,3.2,3.4,1.83,3.25,4,1.9,3.2,3.75,1.91,3.4,4,32,1.96,1.87,3.61,3.33,4.5,3.93,23,2.08,1.95,1.85,1.79,17,0,1.45,1.36,3.1,2.88
E2,12/09/09,Huddersfield,Brentford,0,0,D,0,0,D,D Webb,11,3,6,1,8,11,6,4,1,1,0,0,1.75,3.5,4.75,1.75,3.3,4.2,1.7,3.5,4.5,1.65,3.3,4.4,1.73,3.5,5,1.67,3.5,4.6,1.67,3.4,4.33,1.73,3.4,4.33,1.67,3.3,5,1.67,3.6,5,32,1.79,1.7,3.73,3.47,5.4,4.7,23,1.94,1.85,2,1.89,17,0,1.29,1.26,3.95,3.49
E2,12/09/09,Leyton Orient,Exeter,1,1,D,1,0,H,K Hill,12,10,4,8,17,11,11,6,1,2,0,0,2.1,3.4,3.4,2.05,3.15,3.25,2.05,3.25,3.3,2,3.2,3.1,2,3.5,3.6,2,3.3,3.4,1.91,3.25,3.4,2.1,3.2,3.2,2.1,3.25,3.1,2.05,3.3,3.6,31,2.15,2.04,3.55,3.31,3.76,3.41,22,2,1.9,1.91,1.84,16,0,1.53,1.49,2.59,2.45
E2,12/09/09,Swindon,Colchester,1,1,D,1,1,D,K Evans,7,9,2,4,9,11,5,1,1,1,0,0,2.5,3.25,2.8,2.25,3.3,2.75,2.2,3.25,3,2.2,3.1,2.8,2.25,3.3,3.1,2.2,3.3,2.9,2.2,3.2,2.8,2.25,3.25,2.88,2.3,3.25,2.75,2.38,3.3,2.88,33,2.58,2.32,3.6,3.28,3.1,2.86,24,2.04,1.92,1.91,1.83,17,0,1.78,1.69,2.1,2.05
E2,12/09/09,Tranmere,Walsall,2,3,A,1,1,D,M Haywood,8,10,5,6,10,13,3,5,0,3,0,0,2.38,3.25,3,2.35,3.25,2.65,2.25,3.25,2.85,2.1,3.1,3,2.38,3.4,2.88,2.3,3.3,2.75,2.2,3.2,2.8,2.2,3.2,3,2.38,3.2,2.7,2.5,3.25,2.75,33,2.5,2.34,3.4,3.25,3.2,2.86,24,2.21,2.03,1.8,1.71,17,0,1.74,1.69,2.24,2.06
E2,12/09/09,Yeovil,Stockport,2,2,D,1,2,A,G Scott,8,5,4,3,8,9,6,4,1,1,1,0,2,3.3,3.8,2.1,3.2,3.1,2,3.3,3.4,2.1,3.1,3,2.1,3.4,3.4,2,3.5,3.15,2,3.2,3.2,2.1,3.2,3.2,2,3.25,3.4,2,3.3,3.75,33,2.1,2.02,3.6,3.34,3.94,3.43,24,2.2,2.04,1.8,1.71,17,0,1.52,1.47,2.75,2.53
E2,14/09/09,Milton Keynes Dons,Norwich,2,1,H,0,1,A,R East,13,8,6,5,13,13,9,4,1,0,0,0,2.1,3.3,3.5,2.1,3.25,3.05,2.1,3.3,3.1,2.2,3.1,2.8,2.1,3.4,3.4,2.1,3.3,3.1,2.1,3.2,3,2.1,3.2,3.2,2,3.25,3.4,2.1,3.3,3.3,26,2.25,2.13,3.53,3.3,3.51,3.16,21,1.93,1.86,1.98,1.87,17,0,1.6,1.54,2.5,2.31
E2,19/09/09,Brentford,Bristol Rvs,1,3,A,0,3,A,S Hooper,12,7,5,4,9,10,9,3,0,1,0,0,2.4,3.3,2.88,2.3,3.2,2.75,2.25,3.3,2.85,2.3,3.1,2.6,2.2,3.25,2.75,2.25,3.3,2.8,2.25,3.2,2.75,2.2,3.4,2.88,2.4,3.25,2.6,2.38,3.3,2.75,32,2.6,2.38,3.4,3.27,3.2,2.8,23,2.11,2.02,1.82,1.75,15,0,1.93,1.77,2.12,1.98
E2,19/09/09,Brighton,Southend,2,3,A,2,2,D,R East,18,10,8,6,13,14,10,9,0,0,0,0,2.25,3.25,3.2,2,3.2,3.35,2.1,3.3,3.1,2.2,3.1,2.8,2,3.2,3.2,2.1,3.3,3.1,2.1,3.2,3,2.2,3.2,3,2.2,3.25,2.9,2.25,3.25,3,33,2.33,2.17,3.5,3.28,3.4,3.16,24,2.11,2.01,1.85,1.76,15,0,1.63,1.59,2.4,2.22
E2,19/09/09,Colchester,Hartlepool,2,0,H,1,0,H,A Woolmer,7,3,2,2,9,9,6,4,1,1,0,0,1.83,3.5,4.33,1.75,3.35,4.1,1.8,3.4,4,1.8,3.2,3.7,1.8,3.3,3.75,1.83,3.4,3.8,1.73,3.25,4.2,1.83,3.4,3.8,1.8,3.3,4,1.83,3.3,4.2,33,1.91,1.82,3.66,3.4,4.52,4.18,24,2.1,1.99,1.81,1.74,15,0,1.36,1.33,3.25,3.06
E2,19/09/09,Exeter,Tranmere,2,1,H,1,0,H,D Phillips,10,8,6,5,12,8,4,3,1,2,0,0,2.1,3.3,3.5,1.95,3.35,3.3,2,3.3,3.4,2,3.2,3.1,2,3.2,3.2,2,3.25,3.4,1.91,3.4,3.25,2,3.25,3.4,1.9,3.3,3.75,2.1,3.3,3.2,32,2.18,2.06,3.65,3.31,3.85,3.4,23,2.11,2.01,1.83,1.75,15,0,1.52,1.47,2.63,2.49
E2,19/09/09,Leeds,Gillingham,4,1,H,2,0,H,G Salisbury,19,6,9,2,11,7,3,7,1,0,0,0,1.44,3.8,9,1.45,3.7,6.5,1.45,3.75,7,1.5,3.7,5,1.44,3.6,6.5,1.44,3.75,7,1.44,3.75,6,1.5,3.75,6,1.44,3.75,7,1.5,3.75,6.5,32,1.5,1.45,4.26,3.86,9,7.3,23,1.93,1.82,2.02,1.93,15,0,1.14,1.11,6.5,5.58
E2,19/09/09,Millwall,Huddersfield,3,1,H,2,0,H,P Crossley,9,5,7,2,8,6,8,3,2,0,0,0,2.8,3.4,2.4,2.65,3.2,2.35,2.7,3.2,2.4,2.6,3.1,2.3,2.5,3.25,2.4,2.6,3.25,2.4,2.62,3.2,2.3,2.5,3.4,2.5,2.62,3.2,2.4,2.75,3.3,2.38,33,3.16,2.78,3.5,3.28,2.5,2.38,24,2.11,2.01,1.82,1.76,14,0,2.25,2.07,1.8,1.73
E2,19/09/09,Norwich,Charlton,2,2,D,1,2,A,S Tanner,16,14,9,7,11,13,11,5,1,5,0,0,2.8,3.25,2.5,2.5,3.2,2.5,2.5,3.3,2.5,2.5,3.1,2.4,2.5,3.2,2.5,2.6,3.3,2.4,2.3,3.2,2.62,2.5,3.4,2.5,2.62,3.2,2.4,2.6,3.3,2.5,32,2.93,2.62,3.4,3.26,2.65,2.54,23,2.05,1.94,1.86,1.81,14,0,2.06,1.96,1.87,1.83
E2,19/09/09,Oldham,Carlisle,2,0,H,1,0,H,P Gibbs,14,10,7,5,16,11,5,7,0,2,0,0,2.38,3.4,2.88,2.2,3.2,2.9,2.2,3.3,2.9,2.1,3.1,3,2.1,3.3,2.88,2.2,3.3,2.9,2.1,3.3,2.88,2.2,3.2,3,2.2,3.25,2.9,2.25,3.25,3,33,2.53,2.3,3.65,3.26,3.2,2.94,24,2.08,1.99,1.84,1.78,15,0,1.74,1.67,2.23,2.08
E2,19/09/09,Southampton,Yeovil,2,0,H,1,0,H,A Bates,7,16,3,9,19,9,6,5,4,1,0,0,1.67,3.6,5.5,1.7,3.45,4.25,1.7,3.5,4.5,1.65,3.3,4.4,1.73,3.2,4.33,1.62,3.5,5,1.6,3.4,4.8,1.73,3.4,4.33,1.7,3.4,4.5,1.67,3.5,5,32,1.73,1.66,3.88,3.53,5.96,5.08,23,2.08,1.98,1.85,1.78,15,0,1.25,1.22,4,3.85
E2,19/09/09,Stockport,Leyton Orient,2,1,H,0,0,D,A Haines,16,5,9,4,11,6,5,9,1,1,0,0,2.4,3.4,2.8,2.25,3.2,2.8,2.3,3.3,2.75,2.3,3.1,2.6,2.2,3.25,2.75,2.25,3.3,2.8,2.3,3.2,2.62,2.25,3.25,2.88,2.25,3.3,2.8,2.38,3.3,2.75,33,2.5,2.33,3.4,3.27,3.2,2.87,24,2.11,2.01,1.85,1.76,15,0,1.76,1.68,2.26,2.07
E2,19/09/09,Walsall,Swindon,1,1,D,1,0,H,D Webb,12,6,8,2,10,6,5,5,2,3,0,0,2.38,3.4,2.88,2.25,3.35,2.7,2.35,3.3,2.7,2.2,3.1,2.8,2.2,3.25,2.75,2.3,3.3,2.75,2.4,3.1,2.6,2.25,3.25,2.88,2.25,3.25,2.9,2.25,3.25,3,33,2.45,2.32,3.49,3.3,3.1,2.86,24,2.04,1.95,1.88,1.81,15,0,1.73,1.67,2.19,2.08
E2,19/09/09,Wycombe,Milton Keynes Dons,0,1,A,0,1,A,G Hegley,2,12,1,6,12,9,2,16,0,0,0,0,3.5,3.3,2.1,3.1,3.2,2.1,3.1,3.3,2.1,2.8,3.1,2.2,2.75,3.25,2.2,3.3,3.2,2.05,3,3.2,2.1,3.2,3.2,2.1,3.4,3.25,2,3.1,3.25,2.2,32,3.88,3.32,3.45,3.28,2.2,2.1,23,2.08,1.98,1.84,1.77,15,0,2.59,2.42,1.57,1.51
E2,26/09/09,Bristol Rvs,Brighton,1,1,D,0,0,D,F Graham,22,7,13,6,9,14,8,4,0,2,0,1,1.8,3.5,4.5,1.75,3.1,4.55,1.8,3.4,4,1.8,3.2,3.7,1.8,3.5,4.5,1.8,3.4,4,1.8,3.3,3.75,1.8,3.4,4,1.75,3.3,4.33,1.83,3.3,4.2,31,1.83,1.79,3.58,3.4,4.88,4.3,24,2.09,1.96,1.86,1.8,17,0,1.35,1.31,3.4,3.12
E2,26/09/09,Carlisle,Southampton,1,1,D,0,0,D,G Salisbury,9,14,4,5,10,7,8,16,1,0,0,0,2.63,3.3,2.63,2.5,3.2,2.5,2.5,3.2,2.6,2.4,3.1,2.5,2.6,3.4,2.6,2.4,3.3,2.6,2.62,3.2,2.3,2.5,3.2,2.6,2.6,3.2,2.4,2.5,3.25,2.6,30,2.82,2.58,3.5,3.26,2.65,2.54,23,2.12,2.01,1.82,1.75,16,0,2.08,1.92,1.92,1.85
E2,26/09/09,Charlton,Exeter,2,1,H,1,0,H,G Hegley,11,7,5,6,9,6,2,5,1,1,0,0,1.44,4.2,7.5,1.45,3.75,6.5,1.5,3.75,6,1.45,3.8,5.4,1.44,4,8,1.44,3.75,7,1.36,4,7,1.44,3.75,7,1.4,3.8,7,1.44,3.8,7.5,30,1.5,1.44,4.38,3.92,8.15,7.2,23,1.94,1.85,1.98,1.89,17,0,1.13,1.11,6.2,5.58
E2,26/09/09,Gillingham,Norwich,1,1,D,1,0,H,P Taylor,11,11,4,2,11,6,5,1,3,3,0,1,2.5,3.3,2.75,2.45,3.2,2.55,2.5,3.2,2.6,2.4,3.1,2.5,2.5,3.5,2.62,2.4,3.3,2.6,2.4,3.1,2.6,2.38,3.2,2.75,2.38,3.3,2.62,2.5,3.25,2.6,30,2.68,2.47,3.5,3.26,2.85,2.65,23,2.04,1.92,1.88,1.83,16,0,1.96,1.84,2.01,1.94
E2,26/09/09,Hartlepool,Walsall,3,0,H,1,0,H,D Foster,9,6,6,1,9,16,7,5,2,1,0,0,2.25,3.2,3.25,2.25,3.2,2.8,2.25,3.25,2.9,2.2,3.1,2.8,2.3,3.4,3,2.2,3.3,2.9,2.1,3.2,3,2.2,3.2,3,2.1,3.2,3.1,2.25,3.25,3,31,2.3,2.2,3.42,3.28,3.48,3.07,24,2.12,2,1.83,1.76,17,0,1.63,1.6,2.36,2.2
E2,26/09/09,Huddersfield,Stockport,0,0,D,0,0,D,O Langford,17,9,8,4,10,6,9,6,1,2,0,0,1.57,3.75,6,1.55,3.7,5.05,1.55,3.6,5.5,1.55,3.5,4.8,1.57,3.75,6,1.53,3.6,5.75,1.5,3.6,5.5,1.53,3.75,5.5,1.57,3.5,5.5,1.57,3.5,6,31,1.61,1.56,4.14,3.69,6.64,5.73,24,1.88,1.8,2.04,1.95,17,0,1.19,1.17,4.55,4.34
E2,26/09/09,Leyton Orient,Millwall,1,0,H,0,0,D,S Tanner,13,9,7,3,11,15,6,8,1,0,0,0,2.9,3.25,2.4,2.6,3.2,2.4,2.6,3.2,2.5,2.5,3.1,2.4,2.7,3.4,2.5,2.5,3.3,2.5,2.5,3.1,2.5,2.6,3.2,2.5,2.6,3.2,2.4,2.75,3.25,2.4,31,3.01,2.75,3.4,3.24,2.54,2.43,24,2.17,2.05,1.75,1.69,16,0,2.14,2.04,1.85,1.76
E2,26/09/09,Milton Keynes Dons,Leeds,0,1,A,0,0,D,A D'Urso,10,13,5,6,16,19,5,4,5,1,1,0,3,3.4,2.3,2.7,3.25,2.3,2.7,3.2,2.4,2.45,3.1,2.45,2.8,3.4,2.4,2.75,3.3,2.3,2.7,3.25,2.25,2.6,3.4,2.38,2.88,3.25,2.25,2.75,3.25,2.38,31,3.07,2.82,3.6,3.29,2.41,2.33,24,2.12,2,1.85,1.76,16,0,2.21,2.09,1.79,1.72
E2,26/09/09,Southend,Oldham,0,1,A,0,0,D,K Hill,14,8,6,7,16,17,6,6,2,2,0,0,1.91,3.25,4.33,1.85,3.25,3.75,1.9,3.25,3.75,1.9,3.2,3.4,1.91,3.4,4,1.85,3.3,3.9,1.8,3.3,3.75,1.91,3.4,3.6,1.8,3.3,4,1.91,3.3,3.8,31,1.91,1.86,3.59,3.35,4.56,3.99,24,2.22,2.04,1.81,1.73,17,0,1.37,1.36,3,2.9
E2,26/09/09,Swindon,Wycombe,1,1,D,1,0,H,A Hall,11,9,2,4,5,11,8,4,2,2,0,0,1.73,3.6,4.75,1.7,3.4,4.3,1.7,3.4,4.5,1.7,3.2,4.2,1.73,3.6,4.8,1.7,3.4,4.6,1.73,3.4,4,1.73,3.4,4.33,1.73,3.4,4.5,1.73,3.5,4.5,30,1.83,1.73,3.75,3.47,4.88,4.54,23,2.14,2.02,1.8,1.74,17,0,1.3,1.27,3.49,3.35
E2,26/09/09,Tranmere,Colchester,1,1,D,1,1,D,S Bratt,14,13,6,5,10,21,4,6,4,4,0,0,3.4,3.4,2.1,2.85,3.35,2.15,3.1,3.3,2.1,2.8,3.1,2.2,3.6,3.25,2.1,3.1,3.3,2.1,2.88,3.2,2.15,3.2,3.25,2.1,3.4,3.25,2,3,3.4,2.15,31,3.6,3.2,3.57,3.34,2.2,2.12,24,2.06,1.95,1.93,1.8,17,0,2.41,2.28,1.6,1.56
E2,26/09/09,Yeovil,Brentford,2,0,H,1,0,H,R East,9,5,5,2,11,20,6,4,2,2,0,0,2.6,3.3,2.63,2.55,3.2,2.45,2.5,3.2,2.6,2.45,3.1,2.45,2.6,3.4,2.6,2.45,3.2,2.65,2.4,3.1,2.6,2.5,3.2,2.6,2.3,3.2,2.75,2.6,3.25,2.5,30,2.77,2.54,3.5,3.23,2.8,2.62,23,2.12,2.01,1.82,1.75,16,0,2.01,1.85,1.98,1.92
E2,29/09/09,Brentford,Southend,2,1,H,0,1,A,K Wright,9,5,5,3,17,20,2,1,2,4,0,0,2.3,3.25,3.1,2.1,3.25,3.05,2.2,3.2,3,2.2,3.1,2.8,2,3.2,3.2,2.25,3.3,2.8,2,3.2,3.2,2.2,3.2,3,2.25,3.25,2.9,2.3,3.3,3,31,2.5,2.24,3.55,3.26,3.2,2.99,22,2.11,2.01,1.81,1.75,18,0,1.69,1.63,2.38,2.15
E2,29/09/09,Colchester,Charlton,3,0,H,2,0,H,P Gibbs,10,9,6,3,8,13,8,6,0,2,0,0,3.1,3.4,2.25,2.9,3.3,2.15,2.8,3.3,2.25,2.8,3.1,2.2,2.62,3.3,2.25,2.8,3.3,2.25,2.8,3.2,2.2,2.75,3.2,2.38,3,3.25,2.2,3,3.3,2.3,31,3.2,2.87,3.5,3.27,2.51,2.29,22,2,1.92,1.91,1.83,18,0,2.28,2.1,1.72,1.66
E2,29/09/09,Exeter,Swindon,1,1,D,0,0,D,K Stroud,5,9,2,4,10,10,8,11,1,1,0,0,2.5,3.25,2.8,2.4,3.2,2.6,2.4,3.2,2.7,2.4,3.1,2.5,2.38,3.3,2.5,2.38,3.25,2.7,2.38,3.1,2.62,2.38,3.2,2.75,2.38,3.25,2.7,2.5,3.25,2.8,31,2.68,2.46,3.5,3.25,2.8,2.66,22,2.11,2,1.81,1.76,18,0,1.91,1.8,2.03,1.96
