Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Chris Albright,NY,D,8,6,482,0,0,1,0,4,8,1,0,0
Russell Teibert,VAN,M,11,5,503,0,0,2,0,4,6,0,0,0
Monsef Zerka,NE,F,7,7,511,2,1,14,5,4,12,0,0,0
Jéferson,KC,M,9,8,571,0,1,17,3,4,1,1,1,0
Gabriel Ferrari,CHI,F,3,0,17,0,0,1,1,3,1,0,0,0
Matt Luzunaris,SJ,F,6,0,63,0,0,1,0,3,2,1,0,0
Scott Lorenz,KC,D,1,1,84,0,0,0,0,3,0,0,0,0
Brian Umony,POR,F,6,0,131,0,1,6,2,3,1,4,1,0
Michael Nanchoff,VAN,M,5,1,137,0,0,2,0,3,0,0,0,0
Koke,HOU,F,7,2,233,1,0,7,4,3,3,2,0,0
Carlyle Mitchell,VAN,D,3,3,241,0,0,0,0,3,1,0,0,0
Miguel Comminges,COL,D,4,4,322,0,0,0,0,3,1,0,1,1
Peri Marosevic,DAL,F,7,4,410,2,0,12,5,3,3,3,0,0
Scott Sealy,SJ,F,11,6,419,0,0,3,0,3,8,5,0,0
Jeff Cunningham,CLB,F,21,4,591,2,1,13,3,3,8,13,0,0
Nathan Sturgis,TOR,M,14,11,953,0,0,3,0,3,13,0,1,0
Shavar Thomas,KC,D,3,0,35,0,0,0,0,2,1,0,1,0
Carl Robinson,NY,M,2,0,54,0,0,0,0,2,0,0,0,0
Tristan Bowen,CHV,F,3,0,60,0,0,2,0,2,2,0,0,0
Ilija Stolica,NE,F,2,0,73,1,0,1,1,2,0,4,1,0
Gerson Mayen,SLV,M,4,1,106,0,1,0,0,2,3,0,0,0
Kheli Dube,NE,F,5,0,114,0,0,3,1,2,1,2,0,0
Dan Keat,LA,M,5,1,117,0,0,3,0,2,2,0,0,0
Macoumba Kandji,COL,F,9,1,123,0,0,5,1,2,3,2,0,0
Rauwshan McKenzie,RSL,D,2,2,180,0,0,0,0,2,2,0,0,0
Kevin Goldthwaite,POR,D,4,3,190,1,0,1,1,2,5,0,0,0
Ryan Pore,POR,M,8,2,200,0,0,4,0,2,6,2,0,0
Pat Noonan,SEA,F,9,2,259,0,0,6,3,2,3,3,0,0
Eric Gehrig,CLB,D,8,4,474,0,0,3,0,2,1,0,1,0
Luke Sassano,KC,D,9,5,531,1,0,2,2,2,6,0,1,0
Corben Bone,CHI,M,10,7,534,0,1,10,4,2,1,0,0,0
Brian Nielsen,NY,M,1,0,4,0,0,0,0,1,0,0,0,0
Morgan Langley,PHI,M,1,0,10,0,0,0,0,1,0,0,0,0
Ryan Thomas,LA,D,1,0,13,0,0,0,0,1,0,0,0,0
Marko Maric,CHI,M,1,0,19,0,0,0,0,1,1,0,0,0
Kyle Davies,DAL,D,1,0,21,0,0,0,0,1,0,0,0,0
Miguel Montaño,SEA,F,2,0,31,0,0,0,0,1,1,1,0,0
Brandon Barklage,DC,D,4,0,38,0,0,2,1,1,0,0,0,0
Soony Saad,KC,F,4,0,39,1,0,2,1,1,2,0,0,0
Matt Gold,TOR,D,3,0,45,0,0,0,0,1,0,0,0,0
Cody Arnoux,RSL,F,2,0,69,0,0,1,0,1,1,0,0,0
Matt Kassel,NY,D-M,2,0,82,0,0,1,1,1,0,0,0,0
Alex Dixon,ROC,M,7,0,84,1,0,2,2,1,0,0,0,0
Jack McBean,COL,F,1,1,90,1,0,1,1,1,4,3,0,0
Korede Aiyegbusi,KC,D,3,1,94,0,0,0,0,1,0,0,0,0
David Estrada,SEA,M-F,3,1,108,0,0,3,0,1,1,1,0,0
Hector Jimenez,CLB,M,2,1,115,0,0,0,0,1,0,1,0,0
Branko Boskovic,DC,M,4,1,124,0,0,8,2,1,1,0,0,0
Zach Pfeffer,PHI,M,3,2,136,0,0,3,2,1,2,0,0,0
Eddie Robinson,HOU,D,2,2,146,0,0,0,0,1,4,0,0,0
Peter Lowry,POR,M,3,2,146,0,0,1,0,1,2,0,1,0
Ousmane Dabo,NE,M,3,3,148,0,0,0,0,1,0,0,0,0
Rodrigo Brasesco,DC,D,3,2,155,0,0,0,0,1,1,0,0,0
Jimmy Conrad,CHV,D,2,2,180,1,0,3,1,1,3,0,1,0
Robbie Keane,LA,F,4,3,275,2,1,5,3,1,1,6,0,0
Elbekay Bouchiba,TOR,M,0,0,0,0,0,0,0,0,0,0,0,0
Nery Castillo,CHI,F,0,0,0,0,0,0,0,0,0,0,0,0
Nick Kounenakis,KC,D,0,0,0,0,0,0,0,0,0,0,0,0
André Luiz,SJ,M,0,0,0,0,0,0,0,0,0,0,0,0
Blaise Nkufo,SEA,F,0,0,0,0,0,0,0,0,0,0,0,0
Devon McTavish,DC,D,0,0,0,0,0,0,0,0,0,0,0,0
Mike Banner,CHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Joe Tait,PHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Michael Holody,COL,D,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo López,POR,M,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Graham,SEA,D,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Top,DAL,F,0,0,0,0,0,0,0,0,0,0,0,0
Sacir Hot,NY,D,0,0,0,0,0,0,0,0,0,0,0,0
Konrad Warzycha,KC,M,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Ellis,KC,D,0,0,0,0,0,0,0,0,0,0,0,0
Alan Koger,NE,F,0,0,0,0,0,0,0,0,0,0,0,0
Michael Augustine,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Sousa,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Moises Hernandez,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
Freddie Braun,POR,M,0,0,0,0,0,0,0,0,0,0,0,0
Josue Soto,HOU,D-M,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Richter,PHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Chris Taylor,POR,D,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Lassiter,NY,D,0,0,0,0,0,0,0,0,0,0,0,0
Pari Pantazopoulos,CHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Otto Loewy,NE,D,0,0,0,0,0,0,0,0,0,0,0,0
Josh Janniere,COL,M,0,0,0,0,0,0,0,0,0,0,0,0
Donny Toia,ORL,D,0,0,0,0,0,0,0,0,0,0,0,0
Teddy Schneider,NY,D,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Ababio,COL,D,0,0,0,0,0,0,0,0,0,0,0,0
Santiago Prim,CLB,M,0,0,0,0,0,0,0,0,0,0,0,0
Sean Alvarado,LA,D,0,0,0,0,0,0,0,0,0,0,0,0
Seth Owusu,CHV,D,0,0,0,0,0,0,0,0,0,0,0,0
Spencer Thompson,POR,F,0,0,0,0,0,0,0,0,0,0,0,0
Levi Houapeu,PHI,F,0,0,0,0,0,0,0,0,0,0,0,0
Nico Muñiz,RSL,M,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas Lindsay,TOR,F,0,0,0,0,0,0,0,0,0,0,0,0
Junior Carreiro,DC,M,0,0,0,0,0,0,0,0,0,0,0,0
Bryan de la Fuente,CHV,F,0,0,0,0,0,0,0,0,0,0,0,0
Andy Adlard,CLB,M,0,0,0,0,0,0,0,0,0,0,0,0
Philippe Davies,VAN,M,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Leyva,DAL,M,0,0,0,0,0,0,0,0,0,0,0,0
Juan Diego González,PHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Mike Seamon,SEA,M-F,0,0,0,0,0,0,0,0,0,0,0,0
Steven Kinney,CHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Dustin McCarty,LA,M,0,0,0,0,0,0,0,0,0,0,0,0
Ben Sippola,CLB,M,0,0,0,0,0,0,0,0,0,0,0,0
Korey Veeder,CLB,D,0,0,0,0,0,0,0,0,0,0,0,0
Josh Williams,CLB,D,0,0,0,0,0,0,0,0,0,0,0,0
Michael Tetteh,SEA,D,0,0,0,0,0,0,0,0,0,0,0,0
Conor Shanosky,DC,M-D,0,0,0,0,0,0,0,0,0,0,0,0
Marcos Paullo,NY,M,0,0,0,0,0,0,0,0,0,0,0,0
Steven Emory,COL,M,0,0,0,0,0,0,0,0,0,0,0,0
Davy Armstrong,COL,M,0,0,0,0,0,0,0,0,0,0,0,0
Victor Pineda,CHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Kwame Watson-Siriboe,CHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Graye,HOU,D,0,0,0,0,0,0,0,0,0,0,0,0
Francisco Navas Cobo,HOU,M,0,0,0,0,0,0,0,0,0,0,0,0
Edson Edward,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
Chukwudi Chijindu,CHV,M,0,0,0,0,0,0,0,0,0,0,0,0
Mike Jones,KC,D,1,0,1,0,0,0,0,0,0,0,0,0
Demitrius Omphroy,TOR,D,1,0,1,0,0,0,0,0,1,0,0,0
Aaron Horton,CLB,F,1,0,1,0,0,0,0,0,0,0,0,0
Ryan Kinne,NE,M,1,0,1,0,0,0,0,0,0,0,0,0
Leandre Griffit,CLB,M,1,0,2,0,0,1,1,0,0,0,0,0
Peterson Joseph,KC,M,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amadou Sanyang,SEA,D,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Ulloa,DAL,M,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Agorsor,PHI,F,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Grossman,CLB,M,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omar Jasseh,SJ,M,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lawrence Olum,POR,M-D,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edmundo Zura,SJ,F,1.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Hertzog,NY,F,5.0,0.0,35.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
Davis Paul,CHI,F,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Makubuya,TOR,F,1.0,0.0,45.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxwell Griffin,SJ,F,4.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
John Rooney,NY,M,5.0,0.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Wiedeman,DAL,F,3.0,0.0,59.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0
Sammy Ochoa,SEA,F,4.0,0.0,100.0,2.0,0.0,6.0,2.0,0.0,5.0,0.0,0.0,0.0
Jack Stewart,DAL,D,2.0,1.0,109.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Harmse,VAN,M,3.0,1.0,126.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Maykel Galindo,DAL,F,6.0,1.0,147.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Kurt Morsink,DC,M,2.0,2.0,157.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
Danny Earls,COL,D,4.0,3.0,224.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
Tim Ward,SJ,D,3.0,2.0,226.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0
Ryan Smith,CHV,M,6.0,2.0,294.0,1.0,0.0,9.0,3.0,0.0,5.0,0.0,1.0,0.0
Calen Carr,nan,F,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
