Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Andy Iro,CLB,D,17,15,0,0,0,0,0.0
Dejan Jakovic,LAFC,D,15,15,0,0,0,0,0.0
Javier Martina,TOR,F,23,15,0,0,0,0,0.0
Eric Alexander,HOU,M,28,19,0,0,0,0,0.0
Michael Harrington,KC,D,23,16,0,0,0,0,0.0
Carlos Mendes,NY,D,18,16,0,0,0,0,0.0
Chris Birchall,LA,M,23,17,0,0,0,0,0.0
Rich Balchan,CLB,D,19,18,0,0,0,0,0.0
Michael Boxall,MIN,D,19,18,0,0,0,0,0.0
Chris Schuler,ORL,D,20,16,0,0,0,0,0.0
Jay DeMerit,VAN,D,21,20,0,0,0,0,0.0
Yamith Cuesta,CHI,D,20,18,0,0,0,0,0.0
Seth Sinovic,SKC,D,20,20,0,0,0,0,0.0
Mike Magee,LA,M,27,20,0,0,0,0,0.0
Jonathan Leathers,VAN,D,22,21,0,0,0,0,0.0
Dan Gargan,CHI,D,25,21,0,0,0,0,0.0
Álvaro Fernández,SEA,M,29,23,0,0,0,0,0.0
Ned Grabavoy,RSL,M,25,21,0,0,0,0,0.0
Aurélien Collin,RBNY,D,23.0,21.0,0.0,0.0,0.0,0.0,0.0
Ethan White,DC,D,24.0,21.0,0.0,0.0,0.0,0.0,0.0
Richard Eckersley,TOR,D,23.0,22.0,0.0,0.0,0.0,0.0,0.0
Mamadou Danso,POR,D,24.0,23.0,0.0,0.0,0.0,0.0,0.0
Zarek Valentin,POR,D,25.0,24.0,0.0,0.0,0.0,0.0,0.0
Ty Harden,TOR,D,26.0,24.0,0.0,0.0,0.0,0.0,0.0
Darrius Barnes,NE,D,28.0,22.0,0.0,0.0,0.0,0.0,0.0
Daniel Woolard,DC,D,26.0,26.0,0.0,0.0,0.0,0.0,0.0
Brandon McDonald,DC,D,29.0,26.0,0.0,0.0,0.0,0.0,0.0
Jeff Parke,SEA,D,28.0,28.0,0.0,0.0,0.0,0.0,0.0
Clyde Simms,DC,M,29.0,29.0,0.0,0.0,0.0,0.0,0.0
A.J. Soares,NE,D,28.0,28.0,0.0,0.0,0.0,0.0,0.0
Gershon Koffie,VAN,M,29.0,28.0,0.0,0.0,0.0,0.0,0.0
Jason Hernandez,SJ,D,28.0,28.0,0.0,0.0,0.0,0.0,0.0
Logan Pause,CHI,M,29.0,28.0,0.0,0.0,0.0,0.0,0.0
Brian Carroll,PHI,M,30.0,30.0,0.0,0.0,0.0,0.0,0.0
Corey Ashe,HOU,M,32.0,30.0,0.0,0.0,0.0,0.0,0.0
A.J. DeLaGarza,HOU,D,30.0,30.0,0.0,0.0,0.0,0.0,0.0
Perry Kitchen,LA,M,31.0,30.0,0.0,0.0,0.0,0.0,0.0
Andre Hainault,HOU,D,31.0,31.0,0.0,0.0,0.0,0.0,0.0
Julius James,CLB,D,31.0,31.0,0.0,0.0,0.0,0.0,0.0
Danny Califf,PHI,D,33.0,33.0,0.0,0.0,0.0,0.0,0.0
Calen Carr,nan,F,nan,nan,nan,nan,nan,nan,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan
