Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5
T1,01/12/02,Denizlispor,Goztep,0,0,D,0,0,D,1.615,3.5,4.5,1.7,3.35,4.35,1.7,3.3,4,1.62,3.6,4.33,1.667,3.25,4.5,1.65,3.4,4.25,1.7,1.9,,
T1,01/12/02,Malatyaspor,Diyarbakirspor,0,1,A,0,0,D,1.533,3.5,5.5,1.48,3.65,6,1.55,3.5,4.8,1.44,3.75,6,1.5,3.4,6,1.55,3.5,4.9,1.6,2.05,,
T1,07/12/02,Diyarbakirspor,Fenerbahce,3,0,H,1,0,H,5,3.25,1.615,5,3.3,1.63,4.6,3.4,1.6,5,3.75,1.53,5,3.4,1.6,4.5,3.5,1.6,1.6,2.05,,
T1,07/12/02,Istanbulspor,Elazigspor,2,1,H,0,1,A,1.909,3.25,3.4,1.9,3.2,3.5,1.9,3.2,3.4,1.8,3.4,3.6,1.9,3.2,3.5,2,3,3.3,1.7,1.9,,
T1,07/12/02,Kocaelispor,Altay,3,0,H,0,0,D,1.833,3.2,3.75,1.8,3.25,3.75,1.8,3.3,3.6,1.83,3.4,3.5,1.85,3.25,3.6,1.8,3.3,3.6,1.6,2.05,,
T1,07/12/02,Trabzonspor,Denizlispor,1,0,H,0,0,D,1.615,3.25,5,1.56,3.5,5,1.6,3.4,4.6,1.53,3.75,5,1.5,3.6,5.5,1.6,3.3,4.8,1.7,1.9,,
T1,08/12/02,Ankaragucu,Gaziantepspor,5,3,H,3,0,H,2.375,3.1,2.625,2.45,3,2.6,2.3,3.1,2.6,2.4,3.2,2.5,2.4,3.1,2.6,2.3,3.2,2.6,1.65,1.95,,
T1,08/12/02,Bursaspor,Adanaspor,3,0,H,0,0,D,2,3.2,3.2,1.9,3.2,3.5,1.9,3.2,3.4,1.91,3.4,3.25,1.9,3.2,3.5,2,3.2,3.1,1.7,1.9,,
T1,08/12/02,Galatasaray,Besiktas,0,1,A,0,0,D,1.909,3.25,3.4,1.9,3.2,3.5,1.9,3.1,3.5,1.91,3.25,3.4,2.05,3.2,3.1,1.72,3.25,4.2,1.7,1.9,,
T1,08/12/02,Goztep,Malatyaspor,0,3,A,0,1,A,2.2,3,3,2.15,3.1,2.95,2,3.2,3.1,2.2,3.2,2.8,2.1,3.1,3,2.2,3.1,2.8,1.7,1.9,,
T1,08/12/02,Samsunspor,Genclerbirligi,2,7,A,1,3,A,2.75,3.2,2.25,2.75,3.1,2.25,,,,2.75,3.2,2.25,2.9,3.1,2.2,2.7,3.2,2.2,1.65,1.95,,
T1,13/12/02,Gaziantepspor,Galatasaray,1,2,A,1,1,D,2.9,3.25,2.1,2.7,3.2,2.4,2.8,3.1,2.2,2.87,3.25,2.1,2.8,3.2,2.2,2.8,3.2,2.15,1.75,1.85
T1,14/12/02,Adanaspor,Kocaelispor,1,0,H,0,0,D,2.1,3.2,3,2.15,3.2,2.95,2.1,3.2,2.9,2.1,3.25,2.87,2.15,3.2,2.9,2.15,3.2,2.8,1.75,1.85
T1,14/12/02,Altay,Istanbulspor,4,3,H,2,0,H,2,3.2,3.2,2.05,3.2,3.3,2,3.2,3.1,2,3.4,3,2,3.2,3.2,2.15,3.2,2.8,1.75,1.85
T1,14/12/02,Fenerbahce,Goztep,0,0,D,0,0,D,1.25,4.5,10,1.22,5.25,11,1.2,5,10,1.16,5.5,12,1.222,5,9,1.25,4.5,9,1.5,2.25
T1,14/12/02,Malatyaspor,Trabzonspor,2,2,D,1,1,D,2.375,3.25,2.5,2.4,3.2,2.6,2.3,3.1,2.6,2.4,3.2,2.5,2.4,3.25,2.5,2.35,3.2,2.5,1.7,1.9
T1,15/12/02,Besiktas,Samsunspor,2,0,H,0,0,D,1.2,5,11,1.22,5.25,11,1.25,4.5,9,1.16,5.5,12,1.25,4.5,10,1.2,5,10,1.55,2.1
T1,15/12/02,Elazigspor,Diyarbakirspor,0,1,A,0,0,D,2,3.2,3.2,1.86,3.4,3.6,1.9,3.2,3.4,2,3.4,3,2,3.3,3.1,2.1,3.2,2.9,1.8,1.8
T1,15/12/02,Genclerbirligi,Bursaspor,2,0,H,1,0,H,1.444,3.75,6,1.45,3.8,6.25,1.4,3.9,6,1.44,3.75,6,1.4,3.8,6.5,1.5,3.5,5.5,1.55,2.1
T1,21/12/02,Adanaspor,Istanbulspor,0,3,A,0,2,A,1.909,3.2,3.4,2.06,3.26,3.31,1.9,3.2,3.4,1.91,3.4,3.25,2,3.2,3.2,1.9,3.25,3.3,1.7,1.9
T1,21/12/02,Besiktas,Bursaspor,1,0,H,0,0,D,1.167,5.5,11,1.17,5.8,12,1.2,5,10,1.2,5,11,1.2,5,11,1.2,5,10,1.55,2.15
T1,22/12/02,Altay,Diyarbakirspor,2,2,D,0,1,A,2,3.2,3.2,2.05,3.2,3.3,2.2,3.2,2.7,2.1,3.25,2.88,2.05,3.1,3.2,2.2,3.2,2.7,1.7,1.9
T1,22/12/02,Fenerbahce,Trabzonspor,3,2,H,2,1,H,1.5,3.6,5.5,1.55,3.65,5.25,1.55,3.5,4.8,1.5,3.75,5.5,1.5,3.6,5.5,1.57,3.5,5,1.65,1.95
T1,22/12/02,Genclerbirligi,Kocaelispor,5,1,H,3,1,H,1.444,3.75,6,1.45,3.75,6.6,1.4,3.9,6,1.4,3.75,6.5,1.444,3.6,6.5,1.4,3.75,6.5,1.65,1.95
T1,22/12/02,Samsunspor,Galatasaray,0,1,A,0,0,D,4.5,3.5,1.615,4.8,3.5,1.63,4.6,3.4,1.6,5,3.75,1.53,4.5,3.5,1.615,4.5,3.4,1.61,1.65,1.95
T1,28/01/03,Denizlispor,Ankaragucu,2,1,H,1,0,H,2,3.2,3.2,2,3.2,3.3,2.1,3.2,2.9,2,3.2,3.2,2,3.2,3.25,,,,1.9,1.7
T1,02/02/03,Denizlispor,Gaziantepspor,1,0,H,0,0,D,2.3,3.2,2.62,2.25,3.25,2.65,2.2,3.1,2.8,2.25,3.2,2.75,2.15,3.4,2.7,2.2,3.25,2.7,1.6,2.05
T1,02/02/03,Elazigspor,Goztep,0,0,D,0,0,D,1.9,3.25,3.4,1.85,3.2,3.6,1.9,3.1,3.5,1.91,3.4,3.25,1.9,3.25,3.4,1.9,3.3,3.3,1.7,1.88
T1,02/02/03,Fenerbahce,Besiktas,0,1,A,0,0,D,2.25,3.2,2.75,2.2,3.25,2.7,2.2,3.1,2.8,2.25,3.2,2.75,2.25,3.25,2.7,2.2,3.2,2.8,1.65,1.95
T1,02/02/03,Malatyaspor,Ankaragucu,3,1,H,3,0,H,1.9,3.25,3.4,1.85,3.2,3.6,1.85,3.2,3.5,1.91,3.4,3.25,1.9,3.25,3.4,1.9,3.3,3.3,1.65,1.95
T1,08/02/03,Bursaspor,Samsunspor,2,1,H,1,1,D,1.909,3.2,3.2,1.85,3.2,3.55,1.75,3.2,4,1.8,3.4,3.6,1.95,3.1,3.5,1.9,3.3,3.3,1.7,1.9
T1,08/02/03,Gaziantepspor,Malatyaspor,3,0,H,0,0,D,1.8,3.3,3.75,1.8,3.3,3.7,1.75,3.2,4,1.73,3.5,3.75,1.833,3.2,3.75,1.95,3.25,3.2,1.7,1.9
T1,08/02/03,Goztep,Altay,0,2,A,0,0,D,2.25,3.2,2.75,2.2,3.2,2.75,2.4,3.2,2.4,2.38,3.2,2.6,2.4,3.1,2.6,2.35,3.2,2.5,1.7,1.9
T1,08/02/03,Kocaelispor,Besiktas,0,5,A,0,1,A,5.5,3.4,1.533,5,3.75,1.5,5.4,3.8,1.45,5.5,3.75,1.5,5.5,3.6,1.5,5,3.4,1.55,1.65,1.95
T1,09/02/03,Ankaragucu,Fenerbahce,0,0,D,0,0,D,3,3.2,2.1,3.1,3.25,2,2.8,3.1,2.2,3.25,3.4,1.91,3.2,3,2.1,3,3.3,2,1.65,1.95
T1,09/02/03,Diyarbakirspor,Adanaspor,2,0,H,0,0,D,1.833,3.25,3.75,1.8,3.2,3.75,1.85,3.1,3.6,1.83,3.4,3.5,1.85,3.3,3.6,1.95,3.25,3.2,1.65,1.95
T1,09/02/03,Istanbulspor,Genclerbirligi,1,3,A,1,1,D,2.75,3.25,2.2,2.9,3.2,2.1,3.1,3,2.1,2.88,3.25,2.1,,,,2.9,3.3,2.05,1.65,1.95
T1,09/02/03,Trabzonspor,Elazigspor,1,1,D,0,0,D,1.4,3.75,7,1.35,4.1,7,1.35,4,7,1.33,4,8,1.364,4,7,1.45,3.6,6,1.6,2.05
T1,15/02/03,Fenerbahce,Gaziantepspor,2,0,H,2,0,H,1.444,3.75,6,1.45,3.8,6.25,1.55,3.5,4.8,1.44,3.75,6,1.5,3.6,5.5,1.45,3.6,6,1.6,2.05
T1,15/02/03,Malatyaspor,Denizlispor,2,1,H,1,1,D,1.909,3.2,3.5,1.9,3.2,3.65,1.85,3.2,3.5,1.83,3.4,3.5,1.9,3.2,3.5,1.9,3.3,3.3,1.65,1.95
T1,15/02/03,Samsunspor,Kocaelispor,1,0,H,0,0,D,2.1,3.2,3,2.05,3.15,3.2,1.85,3.2,3.5,2,3.4,3,2.15,3.1,3,2,3.3,3,1.75,1.85
T1,16/02/03,Adanaspor,Goztep,1,2,A,0,1,A,1.833,3.25,3.6,1.9,3.2,3.65,2,3.1,3.2,1.8,3.4,3.6,1.9,3.2,3.5,1.95,3.3,3.1,1.7,1.9
T1,16/02/03,Altay,Trabzonspor,1,4,A,0,2,A,2.5,3.25,2.375,2.6,3.3,2.35,2.4,3.2,2.4,2.6,3.2,2.38,2.6,3.1,2.375,2.5,3.25,2.35,1.6,2.05
T1,16/02/03,Besiktas,Istanbulspor,2,1,H,2,0,H,1.222,5,9,1.2,5.2,10,1.25,4.5,9,1.2,5,11,1.2,5,11,1.2,5,10,1.6,2.05,
T1,16/02/03,Bursaspor,Galatasaray,0,4,A,0,1,A,4.5,3.5,1.615,4.5,3.5,1.65,3.8,3.1,1.8,4.33,3.6,1.62,4,3.5,1.7,4.25,3.4,1.65,1.6,2.05,
T1,16/02/03,Elazigspor,Ankaragucu,1,0,H,1,0,H,2.3,3.2,2.625,2.3,3.2,2.7,2.3,3.1,2.6,2.25,3.2,2.75,2.38,3.1,2.62,2.35,3.25,2.5,1.65,1.95,
T1,16/02/03,Genclerbirligi,Diyarbakirspor,3,1,H,1,0,H,1.444,3.75,6,1.45,3.85,6,1.45,3.8,5.4,1.44,3.75,6,1.44,4,5.5,1.5,3.5,5.5,1.55,2.15,
T1,22/02/03,Goztep,Genclerbirligi,0,0,D,0,0,D,3.75,3.25,1.8,3.6,3.3,1.85,3.5,3.2,1.85,3.5,3.4,1.83,3.6,3.3,1.85,3.3,3.25,1.9,1.6,2.05,
T1,22/02/03,Trabzonspor,Adanaspor,3,1,H,0,0,D,1.4,3.75,7,1.4,3.75,7,1.35,4,7,1.36,4,7,1.4,3.8,7,1.45,3.75,5.5,1.7,1.9,
T1,23/02/03,Ankaragucu,Altay,3,0,H,1,0,H,1.727,3.4,4,1.8,3.3,3.8,1.7,3.3,4,1.73,3.5,3.75,1.75,3.25,4,1.75,3.3,3.8,1.7,1.9,
T1,23/02/03,Galatasaray,Malatyaspor,2,1,H,1,0,H,1.25,5,8,1.25,5,8.1,1.25,4.5,9,1.2,5,10,1.25,4.5,9.5,1.3,4.3,7.5,1.65,1.95,
T1,23/02/03,Istanbulspor,Samsunspor,0,1,A,0,1,A,2,3.2,3.2,1.95,3.25,3.3,1.85,3.2,3.5,1.83,3.4,3.5,2.2,3.2,2.8,2,3.3,3,1.8,1.8,
T1,28/02/03,Fenerbahce,Malatyaspor,2,0,H,1,0,H,1.3,4.5,7.5,1.3,4.35,7.65,1.25,4.5,9,1.25,5,8,1.25,5,8,1.3,4.25,7.5,1.5,2.25,
T1,01/03/03,Altay,Gaziantepspor,0,0,D,0,0,D,2.4,3.25,2.5,2.6,3,2.45,2.8,3.1,2.2,2.6,3.2,2.38,2.5,3.1,2.5,2.4,3.3,2.4,1.6,2.05,
T1,01/03/03,Bursaspor,Istanbulspor,1,2,A,0,0,D,1.909,3.25,3.4,1.88,3.2,3.55,1.75,3.2,4,1.83,3.4,3.5,1.8,3.4,3.6,1.95,3.2,3.2,1.65,1.95,
T1,01/03/03,Genclerbirligi,Trabzonspor,2,1,H,1,1,D,1.909,3.25,3.4,1.88,3.2,3.55,2,3.1,3.2,1.91,3.4,3.25,2,3.4,3,1.9,3.25,3.3,1.65,1.95,
T1,01/03/03,Kocaelispor,Galatasaray,0,1,A,0,0,D,6,3.75,1.444,6.35,3.75,1.42,8,4.2,1.3,6.5,3.75,1.4,6,3.4,1.5,5.5,3.75,1.45,1.6,2.05,
T1,02/03/03,Adanaspor,Ankaragucu,0,2,A,0,1,A,2.3,3.2,2.625,2.35,3,2.7,2.4,3.2,2.4,2.4,3.2,2.5,2.375,3.3,2.5,2.3,3.3,2.5,1.65,1.95,
T1,02/03/03,Besiktas,Goztep,7,3,H,4,3,H,1.167,5.5,11,1.18,5.5,10.5,1.2,5,10,1.17,5.5,11,1.2,5.5,9,1.16,5.5,10,1.5,2.25,
T1,02/03/03,Elazigspor,Denizlispor,0,2,A,0,1,A,2.1,3.2,3,2.1,3.15,3,2.1,3.1,3,2,3.4,3,2.1,3.2,3,2.1,3.2,2.85,1.8,1.8,,
T1,02/03/03,Samsunspor,Diyarbakirspor,3,1,H,1,0,H,2,3.2,3.2,2.05,3.15,3.1,2.1,3.1,3,2,3.4,3,2,3.4,3,2.15,3.25,2.75,1.75,1.85,,
T1,07/03/03,Gaziantepspor,Adanaspor,1,1,D,0,0,D,1.4,3.75,7,1.43,3.7,6.5,1.45,3.8,5.4,1.4,3.75,7,1.4,3.75,7,1.4,3.7,6.5,1.65,1.95,,
T1,08/03/03,Denizlispor,Altay,1,1,D,1,0,H,1.667,3.4,4.333,1.68,3.33,4.44,1.6,3.4,4.6,1.67,3.6,4,1.667,3.4,4.333,1.65,3.4,4.2,1.8,1.8,,
T1,08/03/03,Galatasaray,Fenerbahce,2,0,H,2,0,H,1.8,3.25,3.75,1.87,3.25,3.75,2.1,3,3.1,1.8,3.25,3.75,1.9,3.2,3.6,1.9,3.25,3.4,1.75,1.85,,
T1,08/03/03,Goztep,Samsunspor,0,0,D,0,0,D,2.25,3.2,2.75,2.15,3.1,2.95,2.1,3.1,3,2.25,3.2,2.75,2.2,3.25,2.75,2.2,3.2,2.7,1.8,1.8,,
T1,08/03/03,Malatyaspor,Elazigspor,1,1,D,1,1,D,1.615,3.5,4.5,1.66,3.4,4.4,1.6,3.4,4.6,1.5,3.75,5.5,1.667,3.5,4.2,1.65,3.4,4.2,1.65,1.95,,
T1,09/03/03,Ankaragucu,Genclerbirligi,0,1,A,0,1,A,2.625,3.2,2.3,2.8,3.15,2.2,2.8,3.1,2.2,2.8,3.2,2.2,2.75,3.2,2.25,2.7,3.2,2.2,1.55,2.15,,
T1,09/03/03,Diyarbakirspor,Bursaspor,4,0,H,1,0,H,1.727,3.4,4,1.75,3.3,4,1.7,3.3,4,1.73,3.5,3.75,1.7,3.3,4.333,1.7,3.35,4,1.75,1.85,,
T1,09/03/03,Istanbulspor,Kocaelispor,2,1,H,0,0,D,1.727,3.4,4,1.75,3.3,4,1.75,3.3,3.8,1.67,3.6,4,1.6,3.8,4.2,1.8,3.3,3.6,1.75,1.85,,
T1,09/03/03,Trabzonspor,Besiktas,1,1,D,0,0,D,3.2,3.2,2,3,3.15,2.1,2.7,3,2.3,3.2,3.2,2,2.9,3.25,2.1,3.3,3.25,1.9,1.75,1.85,,
T1,14/03/03,Genclerbirligi,Gaziantepspor,2,1,H,0,0,D,1.61,3.5,4.5,1.6,3.45,4.5,1.7,3.2,4.2,1.57,3.75,4.5,1.53,3.4,5.5,1.55,3.4,5,1.65,1.95,,
T1,15/03/03,Adanaspor,Denizlispor,2,1,H,1,1,D,2.4,3.25,2.5,2.45,3.1,2.45,2.4,3.2,2.4,2.5,3.2,2.4,2.4,3.2,2.5,2.4,3.1,2.5,1.9,1.7,,
T1,15/03/03,Elazigspor,Fenerbahce,3,3,D,1,1,D,3.75,3.3,1.8,3.9,3.25,1.75,4,3.3,1.7,4,3.6,1.67,4,3.5,1.7,3.4,3.3,1.85,1.7,1.9,,
T1,15/03/03,Istanbulspor,Galatasaray,1,2,A,0,0,D,6,3.4,1.5,5.75,3.65,1.45,5.4,3.8,1.45,6,3.75,1.44,6.5,3.6,1.44,5.6,3.4,1.5,1.65,1.95,,
T1,15/03/03,Samsunspor,Trabzonspor,1,3,A,0,2,A,2.5,3.25,2.4,2.5,3.15,2.4,2.6,3.1,2.3,2.6,3.2,2.38,2.6,3.25,2.3,2.5,3.1,2.4,1.7,1.9,,
T1,16/03/03,Altay,Malatyaspor,0,2,A,0,1,A,2.37,3.1,2.62,2.2,3.15,2.75,2.3,3.1,2.6,2.25,3.2,2.75,2.3,3.3,2.6,2.3,3.15,2.6,1.8,1.8,,
T1,16/03/03,Besiktas,Ankaragucu,1,0,H,1,0,H,1.25,5,8,1.25,4.75,7.5,1.3,4.2,8,1.25,4.5,10,1.2,5,11,1.3,4.2,7.8,1.5,2.25,,
T1,16/03/03,Bursaspor,Goztep,1,0,H,1,0,H,2,3.2,3.2,1.85,3.3,3.5,2,3.1,3.2,2,3.4,3,1.9,3.3,3.4,1.95,3.3,3.1,1.85,1.75,,
T1,16/03/03,Kocaelispor,Diyarbakirspor,1,1,D,1,1,D,2.2,3.25,2.75,2.15,3.25,2.8,2.1,3.1,3,2,3.4,3,2.2,3.2,2.8,2.3,3.15,2.6,1.8,1.8,,
T1,19/03/03,Galatasaray,Denizlispor,0,1,A,0,0,D,1.2,5,11,1.21,5,10,1.2,5,10,1.2,5,11,1.22,5,10,1.2,5,9.5,1.65,1.95,,
T1,19/03/03,Gaziantepspor,Elazigspor,4,0,H,1,0,H,1.53,3.4,5.5,1.51,3.5,5.5,1.55,3.5,4.8,1.53,3.75,5,1.57,3.4,5.5,1.45,3.55,6,1.65,1.95,,
T1,19/03/03,Kocaelispor,Bursaspor,0,0,D,0,0,D,2,3.2,3.2,1.91,3.15,3.5,2.1,3.1,3,1.9,3.4,3.25,1.9,3.3,3.5,2,3.15,3.1,1.65,1.95,,
T1,22/03/03,Ankaragucu,Samsunspor,3,2,H,1,2,A,1.8,3.25,4,1.8,3.4,3.8,1.7,3.3,4,1.73,3.5,3.75,1.8,3.3,3.75,1.8,3.3,3.6,1.65,1.95,,
T1,22/03/03,Diyarbakirspor,Istanbulspor,1,1,D,0,1,A,1.833,3.25,3.75,1.85,3.3,3.7,1.75,3.3,3.8,1.91,3.4,3.25,1.85,3.3,3.6,1.95,3.25,3.15,1.7,1.9,,
T1,22/03/03,Fenerbahce,Altay,0,1,A,0,0,D,1.222,5,10,1.2,5.5,10,1.2,5,10,1.2,5,11,1.25,5,8,1.25,4.5,8.5,1.45,2.4,,
T1,22/03/03,Malatyaspor,Adanaspor,1,0,H,0,0,D,1.615,3.5,4.5,1.6,3.6,4.7,1.6,3.4,4.6,1.67,3.6,4,1.667,3.6,4,1.6,3.4,4.5,1.6,2.05,,
T1,23/03/03,Denizlispor,Genclerbirligi,1,3,A,0,1,A,2.6,3.2,2.4,2.6,3.2,2.4,2.6,3.1,2.3,2.75,3.2,2.25,2.625,3.25,2.3,2.6,3.25,2.25,1.6,2.05,,
T1,23/03/03,Galatasaray,Elazigspor,3,0,H,1,0,H,1.167,6,13,1.15,6,13,1.15,6,12,1.17,5.5,13,1.154,6.5,10,1.25,4.5,8.5,1.4,2.5,,
T1,23/03/03,Gaziantepspor,Besiktas,1,1,D,1,0,H,3.75,3.25,1.833,3.5,3.3,1.9,3.1,3.2,2,3.5,3.4,1.83,3.5,3.3,1.85,3.35,3.2,1.9,1.75,1.85,,
T1,23/03/03,Goztep,Kocaelispor,1,2,A,1,1,D,1.833,3.25,3.75,1.8,3.4,3.75,1.85,3.2,3.5,1.91,3.4,3.25,1.8,3.4,3.6,1.85,3.3,3.4,1.75,1.85,,
T1,23/03/03,Trabzonspor,Bursaspor,3,0,H,2,0,H,1.364,4,7,1.4,3.8,7.3,1.35,4,7,1.4,3.75,6.5,1.4,3.8,7,1.4,3.75,6.3,1.6,2.05,,
T1,05/04/03,Besiktas,Denizlispor,2,0,H,2,0,H,1.25,5,8,1.25,5,8.5,1.25,4.5,9,1.25,4.5,10,1.25,5,8,1.25,4.5,8.5,1.5,2.25,,
T1,05/04/03,Genclerbirligi,Malatyaspor,3,0,H,2,0,H,1.4,3.75,7,1.41,3.8,7,1.45,3.8,5.4,1.444,3.75,6,1.4,3.8,6.5,1.4,3.7,6.5,1.45,2.35,,
T1,05/04/03,Kocaelispor,Trabzonspor,2,2,D,2,1,H,3.4,3.25,1.909,3.65,3.3,1.85,3,3.3,2,3.6,3.4,1.8,3.5,3.4,1.85,3,3.3,2,1.55,2.05,,
T1,05/04/03,Samsunspor,Gaziantepspor,2,1,H,2,1,H,2.5,3.1,2.5,2.45,3.15,2.55,2.3,3.1,2.6,2.5,3.2,2.4,2.375,3.3,2.5,2.3,3.2,2.55,1.55,2.05,,
T1,06/04/03,Adanaspor,Fenerbahce,3,1,H,2,0,H,3.4,3.25,1.909,3.85,3.2,1.83,3.5,3.2,1.85,4,3.4,1.727,3.6,3.3,1.833,3.3,3,2,1.6,2.05,,
T1,06/04/03,Altay,Elazigspor,5,1,H,1,0,H,1.8,3.25,3.75,1.8,3.3,3.9,1.8,3.2,3.7,1.833,3.4,3.5,1.8,3.3,3.75,1.75,3.3,3.8,1.6,2.05,,
T1,06/04/03,Bursaspor,Ankaragucu,0,2,A,0,1,A,2.25,3.2,2.75,2.2,3.2,2.85,2,3.2,3.1,2.25,3.2,2.75,2.15,3.25,2.875,2.2,3.2,2.7,1.6,2.05,,
T1,06/04/03,Diyarbakirspor,Galatasaray,1,3,A,1,2,A,4.333,3.4,1.667,4.6,3.4,1.65,4.4,3.3,1.65,4.5,3.6,1.615,4,3.3,1.75,3.7,3.4,1.75,1.6,2.05,,
T1,06/04/03,Istanbulspor,Goztep,3,1,H,1,1,D,1.727,3.4,4,1.7,3.4,4.3,1.75,3.3,3.8,1.8,3.4,3.6,,,,1.75,3.3,3.8,1.6,2.05,,
T1,11/04/03,Galatasaray,Altay,5,0,H,2,0,H,1.167,5.5,11,1.16,6,12,1.15,6,12,1.143,6,13,1.2,5,11,1.15,5.4,12,1.5,2.4,,
T1,12/04/03,Denizlispor,Samsunspor,0,1,A,0,0,D,1.8,3.25,3.75,1.8,3.2,4,1.8,3.1,3.8,1.833,3.4,3.5,1.8,3.3,3.8,1.9,3.25,3.3,1.65,2.05,,
T1,12/04/03,Goztep,Diyarbakirspor,3,0,H,2,0,H,2.25,3.2,2.75,2.25,3.2,2.75,2.1,3.1,3,2.25,3.2,2.75,2.25,3.25,2.7,2.2,3.2,2.7,1.65,2.05,,
T1,12/04/03,Malatyaspor,Besiktas,1,2,A,0,2,A,3.75,3.25,1.8,4,3.35,1.75,4,3.2,1.75,3.75,3.5,1.727,4,3.25,1.75,3.8,3.3,1.75,1.65,2.05,,
T1,13/04/03,Ankaragucu,Kocaelispor,2,0,H,0,0,D,1.533,3.6,5,1.55,3.75,4.85,1.65,3.4,4.2,1.571,3.75,4.5,1.571,3.8,4.5,1.65,3.4,4.2,,,,
T1,13/04/03,Elazigspor,Adanaspor,4,2,H,2,0,H,2.1,3.2,3,2.1,3.25,3,2,3.2,3.1,1.909,3.4,3.25,2.1,3.2,3,2.15,3.25,2.75,1.7,2,,
T1,13/04/03,Fenerbahce,Genclerbirligi,3,3,D,1,2,A,2.2,3.25,2.75,2.2,3.25,2.85,2.1,3.2,2.9,2.1,3.25,2.875,2.2,3.25,2.8,2.1,3.3,2.87,1.6,2.15,,
T1,13/04/03,Gaziantepspor,Bursaspor,2,1,H,0,0,D,,,,1.55,3.75,4.85,1.6,3.4,4.6,1.533,3.75,5,1.6,3.5,4.6,1.6,3.45,4.5,1.65,2.05,,
T1,13/04/03,Trabzonspor,Istanbulspor,0,0,D,0,0,D,1.5,3.6,5.5,1.5,3.75,5.5,1.45,3.8,5.4,1.533,3.75,5,1.5,3.8,5,1.5,3.5,5.4,1.65,2.05,,
T1,16/04/03,Denizlispor,Fenerbahce,1,1,D,0,0,D,2.8,3.2,2.2,2.75,3.25,2.25,2.8,3.1,2.2,2.75,3.2,2.25,3.2,3,2.1,2.75,3.2,2.25,1.7,1.9,,
T1,16/04/03,Diyarbakirspor,Besiktas,1,0,H,1,0,H,5,3.5,1.57,5.25,3.55,1.55,4.8,3.5,1.55,5,3.75,1.53,5,3.3,1.6,4.33,3.4,1.66,1.65,1.95,,
T1,18/04/03,Goztep,Galatasaray,0,1,A,0,0,D,5.5,3.6,1.5,6.5,3.75,1.45,5,3.7,1.5,6.5,3.75,1.4,5.5,3.6,1.5,5.5,3.6,1.5,,,,
T1,19/04/03,Diyarbakirspor,Trabzonspor,2,0,H,0,0,D,2.625,3.2,2.3,2.62,3.25,2.37,2.6,3.1,2.3,2.6,3.2,2.375,2.625,3.2,2.3,2.5,3.1,2.4,1.6,2.05,,
T1,19/04/03,Genclerbirligi,Elazigspor,2,0,H,1,0,H,1.222,5,9,1.23,5,10,1.2,5,10,1.25,4.5,10,1.2,5,10,1.25,4.75,8,1.55,2.15,,
T1,19/04/03,Istanbulspor,Ankaragucu,1,0,H,0,0,D,2.2,3.25,2.75,2.2,3.2,2.9,2.3,3.1,2.6,2.1,3.25,2.875,2.5,3.25,2.4,2.1,3.1,2.95,1.65,1.95,,
T1,19/04/03,Samsunspor,Malatyaspor,1,1,D,1,1,D,2.1,3.2,3,2.1,3.3,3,1.9,3.2,3.4,2.1,3.25,2.875,2.1,3.2,3,2.05,3.15,3,1.65,1.95,,
T1,20/04/03,Adanaspor,Altay,5,2,H,2,1,H,2,3.2,3.2,2,3.33,3.15,1.9,3.2,3.4,2,3.4,3,2,3.2,3.2,2.1,3.1,2.95,1.6,2.05,,
T1,20/04/03,Besiktas,Fenerbahce,2,0,H,1,0,H,1.615,3.5,4.5,1.65,3.45,4.55,1.7,3.2,4.2,1.571,3.75,4.5,1.6,3.5,4.5,1.61,3.5,4.5,1.65,1.95,,
T1,20/04/03,Bursaspor,Denizlispor,2,0,H,2,0,H,2.2,3.25,2.75,2.15,3.25,2.95,2,3.2,3.1,2.2,3.2,2.8,2.2,3.25,2.75,2.1,3.15,2.9,1.65,1.95,,
T1,20/04/03,Kocaelispor,Gaziantepspor,0,3,A,0,1,A,2.5,3.25,2.4,2.5,3.25,2.45,2.3,3.2,2.5,2.6,3.2,2.375,2.1,3.2,3,2.5,3.1,2.4,1.6,2.05,,
T1,26/04/03,Ankaragucu,Diyarbakirspor,3,1,H,1,1,D,1.727,3.4,4,1.73,3.35,4,1.65,3.3,4.4,1.727,3.5,3.75,1.75,3.5,3.8,1.8,3.3,3.6,1.6,2.05,,
T1,26/04/03,Denizlispor,Kocaelispor,1,2,A,1,1,D,1.667,3.4,4.333,1.65,3.45,4.35,1.7,3.3,4,1.727,3.5,3.75,1.7,3.5,4,1.45,3.75,5.5,1.7,1.9,,
T1,26/04/03,Elazigspor,Besiktas,0,1,A,0,0,D,6,3.75,1.444,6.2,4,1.4,5.4,3.8,1.45,7,4,1.364,6,3.4,1.5,6.5,3.6,1.44,1.6,2.05,,
T1,26/04/03,Fenerbahce,Samsunspor,1,1,D,0,1,A,1.444,3.75,6,1.43,3.8,6,1.4,3.9,6,1.444,3.75,6,1.5,3.4,6,1.4,3.5,7.2,1.6,2.05,,
