round,home_team,home_score,away_score,away_team,notes
33,Hamburger,1,1,Schalke,(G.Dörfel 49 - Pohlschmidt 60)
33,Neunkirchen,0,5,Stuttgart,"(Köppel 7, Haug 40, Handschuh 81 p, Regitz 82 o,Gress 89)"
33,Karlsruher,1,2,Werder,"(Herrmann 41 - Zebrowski 3, Rupp 15) [73 Höttges(Werder) m/pen]"
33,Dortmund,4,0,K'lautern,"(Neuberger 22, Wosab 59, Kurrat 76 p, Trimhold 77)"
33,Bayern,0,2,Nürnberg,"(Brungs 29, Strehl 39)"
33,Hannover,2,2,Duisburg,"(Heynckes 55, Skoblar 64 - Budde 31, Lotz 68)"
33,1. FC Köln,3,1,Aachen,"(Hammersbach 1, Overath 32, Jendrossek 52 -Sell 72)"
34,Aachen,2,2,Hannover,"(Hermandung 35, 73 - Heynckes 40, 51)"
34,Duisburg,3,3,Bayern,"(Gecks 13, 34, Pavlic 80 - Ohlhauser 3, 39,G.Müller 48 p)"
34,Nürnberg,2,1,Dortmund,"(Heinz Müller 28, Strehl 56 - Emmerich 17)"
34,K'lautern,1,1,Karlsruher,(Hasebrink 83 - C.Müller 31)
34,Werder,2,1,Neunkirchen,"(H.Schmidt 27, Lorenz 35 - Pontes 50)"
34,Schalke,0,0,Frankfurt,
34,TSV 1860,0,0,M'gladbach,[41 Netzer (M'gladbach) m/pen]
34,B'schweig,1,2,1. FC Köln,"(Polywka 42 - Overath 10, Thielen 18) [19 Ulsaß(B'schweig) m/pen]"
34,Stuttgart,4,1,Hamburger,"(Gress 8, Larsson 17, Sieloff 30 p, Handschuh 52 -G.Dörfel 73)"
