Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,,
T1,23/01/02,Antalyaspor,Kocaelispor,2,0,H,2,0,H,2.25,3.2,2.7,2,3,2.9,2.2,3.2,2.7,2.38,3.2,2.5,2.25,3.25,2.6,,
T1,23/01/02,Denizlispor,Galatasaray,1,1,D,0,0,D,5,3.5,1.55,4,3.3,1.6,4.5,3.5,1.6,3.75,3.4,1.73,4.1,3.3,1.7,,
T1,23/01/02,Gaziantepspor,Trabzonspor,5,2,H,4,1,H,1.85,3.25,3.65,1.85,3.1,3.6,1.9,3.2,3.4,1.83,3.4,3.4,1.9,3.3,3.3,,
T1,23/01/02,Goztep,Diyarbakirspor,3,1,H,2,0,H,2,3.25,3.15,2,3,2.9,2,3.1,3.25,,,,2,3.3,3,,
T1,23/01/02,Rizespor,Yozgatspor,1,1,D,1,0,H,1.75,3.35,3.85,1.75,3.2,3.5,1.75,3.2,4,1.73,3.25,4,1.7,3.3,4.1,,
T1,23/01/02,Genclerbirligi,Samsunspor,2,0,H,1,0,H,1.85,3.35,3.45,,,,1.8,3.4,3.5,,,,2.1,3.25,2.85,,
T1,24/01/02,Besiktas,Bursaspor,2,1,H,1,0,H,1.3,4.35,7.65,1.25,4.3,8,1.3,4.5,7,1.25,4.5,9,1.35,4,7,,
T1,26/01/02,Ankaragucu,Fenerbahce,3,2,H,3,2,H,3.02,3.15,2.05,2.4,3.1,2.4,3.3,3.25,1.9,2.8,3.3,2.1,2.65,3.3,2.2,,
T1,27/01/02,Bursaspor,Trabzonspor,2,2,D,0,1,A,2.08,3.2,2.92,2.2,3.1,2.5,2.05,3.2,3,2,3.2,3.1,2.1,3.3,2.8,,
T1,27/01/02,Denizlispor,Gaziantepspor,5,2,H,1,2,A,2.4,3.15,2.48,2.4,3.1,2.4,2.4,3.1,2.5,2.4,3.3,2.4,2.3,3.3,2.5,,
T1,27/01/02,Diyarbakirspor,Besiktas,0,0,D,0,0,D,3.95,3.3,1.72,5,3.5,1.45,3.8,3.3,1.75,3.8,3.4,1.727,3.7,3.4,1.75,,
T1,27/01/02,Galatasaray,Rizespor,4,1,H,2,1,H,1.17,5.5,10,1.15,6,12,1.2,5,10,1.167,5.5,10,1.2,5,10,,
T1,27/01/02,Istanbulspor,Genclerbirligi,0,0,D,0,0,D,1.88,3.25,3.38,2,3.2,3.1,1.95,3.2,3.2,2,3.3,3,2.1,3.25,2.85,,
T1,27/01/02,Malatyaspor,Kocaelispor,2,1,H,1,0,H,2.3,3.15,2.6,2.4,3.1,2.4,2.4,3.1,2.5,2.2,3.3,2.625,2.25,3.3,2.6,,
T1,27/01/02,Samsunspor,Goztep,1,2,A,0,1,A,1.75,3.35,3.75,1.6,3.2,4.2,1.7,3.4,4,,,,1.55,3.6,4.75,,
T1,27/01/02,Yozgatspor,Antalyaspor,3,2,H,1,0,H,1.85,3.25,3.45,1.8,3,3.5,1.8,3.2,3.75,1.909,3.25,3.3,1.8,3.4,3.5,,
T1,01/02/02,Fenerbahce,Kocaelispor,3,0,H,3,0,H,1.3,4.35,7.3,,,,1.3,4.5,7.5,1.3,4.333,7.5,1.3,4.4,7,,
T1,02/02/02,Besiktas,Samsunspor,0,0,D,0,0,D,1.25,4.75,6,1.2,5,10,1.25,4.5,8.5,1.25,4.5,9,1.25,4.75,8,,
T1,02/02/02,Gaziantepspor,Bursaspor,5,2,H,1,1,D,1.7,3.25,4.15,1.6,3.4,4.6,1.75,3.2,4,1.667,3.5,4,1.7,3.3,4.1,,
T1,02/02/02,Rizespor,Denizlispor,3,1,H,2,0,H,2.05,3.2,2.98,2.2,3,2.6,1.8,3.2,3.75,2.1,3.2,2.875,2.2,3.2,2.7,,
T1,02/02/02,Trabzonspor,Diyarbakirspor,0,2,A,0,1,A,1.52,3.45,5.3,1.55,3.3,4.5,1.7,3.4,4,,,,1.65,3.4,4.2,,
T1,03/02/02,Antalyaspor,Galatasaray,1,1,D,0,0,D,4.8,3.4,1.58,5,3.7,1.5,5.5,3.5,1.5,4.5,3.4,1.615,4.5,3.45,1.6,,
T1,03/02/02,Genclerbirligi,Ankaragucu,0,1,A,0,0,D,2.45,3.25,2.38,2.4,3.1,2.4,2.5,3.2,2.4,,,,3.1,3.3,1.95,,
T1,03/02/02,Goztep,Istanbulspor,0,0,D,0,0,D,2.2,3.25,2.68,2,3,2.9,2.2,3.2,2.7,,,,2.2,3.25,2.65,,
T1,03/02/02,Malatyaspor,Yozgatspor,2,1,H,0,1,A,1.8,3.25,3.68,1.7,3.2,3.6,1.75,3.4,3.75,1.8,3.4,3.5,1.75,3.35,3.75,,
T1,08/02/02,Galatasaray,Malatyaspor,1,0,H,0,0,D,1.13,6,11.5,1.15,6,12,1.154,5.5,11,1.167,5.5,10,1.15,6,10,,
T1,09/02/02,Ankaragucu,Goztep,4,2,H,0,1,A,1.6,3.4,4.7,1.55,3.3,4.5,1.6,3.2,5,,,,1.6,3.4,4.6,,
T1,09/02/02,Denizlispor,Antalyaspor,3,2,H,1,0,H,1.62,3.4,4.5,1.6,3.2,4.2,1.75,3.2,4,1.667,3.25,4.333,1.6,3.4,4.6,,
T1,09/02/02,Diyarbakirspor,Bursaspor,2,3,A,1,1,D,1.9,3.2,3.45,1.9,3,3.1,1.9,3.2,3.4,1.909,3.3,3.25,1.9,3.3,3.25,,
T1,09/02/02,Yozgatspor,Fenerbahce,1,2,A,0,1,A,4,3.3,1.72,4.6,3.4,1.6,4.5,3.5,1.6,3.5,3.4,1.8,3.8,3.3,1.75,,
T1,10/02/02,Istanbulspor,Besiktas,1,2,A,0,0,D,3.65,3.2,1.82,4,3.3,1.7,4.333,3.5,1.615,3.3,3.25,1.909,3.25,3.3,1.9,,
T1,10/02/02,Kocaelispor,Genclerbirligi,0,1,A,0,0,D,1.8,3.2,3.8,1.8,3,3.5,1.7,3.2,4.2,1.833,3.3,3.5,1.7,3.35,4,,
T1,10/02/02,Rizespor,Gaziantepspor,1,0,H,1,0,H,2.6,2.9,2.45,2.6,3,2.2,2.3,3.2,2.6,2.5,3.1,2.4,2.4,3.2,2.45,,
T1,10/02/02,Samsunspor,Trabzonspor,1,2,A,0,1,A,2.25,3,2.8,2.3,3.1,2.6,2.3,3.2,2.6,2.1,3.4,2.75,2.25,3.25,2.6,,
T1,15/02/02,Gaziantepspor,Diyarbakirspor,0,1,A,0,1,A,1.42,3.75,6.2,1.5,3.7,5,1.533,3.5,5,,,,1.5,3.4,5.75,,
T1,16/02/02,Fenerbahce,Galatasaray,1,0,H,1,0,H,2.15,3.25,2.8,2.1,3,3.1,2,3.2,3.1,,,,2.2,3.2,2.8,,
T1,16/02/02,Genclerbirligi,Yozgatspor,3,2,H,2,0,H,1.72,3.3,4.1,1.75,3.1,3.6,1.7,3.4,4,,,,1.65,3.4,4.25,,
T1,16/02/02,Malatyaspor,Denizlispor,0,0,D,0,0,D,1.9,3.2,3.45,2.1,3,2.8,2,3.25,3.1,,,,2,3.3,3,,
T1,16/02/02,Samsunspor,Bursaspor,2,3,A,0,1,A,2.05,3.25,3,2.2,3,2.6,2.2,3.3,2.625,,,,2,3.3,3,,
T1,17/02/02,Antalyaspor,Rizespor,2,2,D,1,0,H,2,3.2,3.15,2,3,2.9,2.1,3.2,2.9,,,,1.95,3.25,3.2,,
T1,17/02/02,Besiktas,Ankaragucu,1,2,A,1,1,D,1.45,3.7,6,1.4,3.9,6,1.5,3.5,5.5,,,,1.5,3.5,5.5,,
T1,17/02/02,Goztep,Kocaelispor,3,0,H,2,0,H,1.9,3.25,3.4,1.9,3,3.1,2.1,3.2,2.9,,,,2,3.3,3,,
T1,17/02/02,Trabzonspor,Istanbulspor,2,0,H,1,0,H,1.78,3.35,3.75,1.8,3.2,3.6,1.75,3.2,4,,,,1.8,3.3,3.6,,
T1,22/02/02,Kocaelispor,Besiktas,0,2,A,0,1,A,3.65,3.2,1.85,4,3.2,1.75,3.4,3.2,1.9,3.6,3.2,1.833,3.3,3.25,1.9,,
T1,23/02/02,Antalyaspor,Gaziantepspor,3,3,D,1,2,A,2.6,3,2.45,2.4,3,2.6,2.4,3.1,2.5,,,,2.35,3.2,2.5,,
T1,23/02/02,Galatasaray,Genclerbirligi,3,1,H,1,1,D,1.28,4.5,8,1.35,3.8,5.8,1.3,4.5,7,1.3,4.333,7.5,1.4,3.75,6.5,,
T1,23/02/02,Istanbulspor,Bursaspor,3,0,H,2,0,H,1.97,3.1,3.35,2,3.1,3.2,2.1,3.1,3,2,3.3,3,2.15,3.2,2.8,,
T1,23/02/02,Samsunspor,Diyarbakirspor,0,0,D,0,0,D,1.9,3.2,3.5,1.9,3,3.2,1.95,3.1,3.3,2.1,3.3,2.8,1.85,3.25,3.45,,
T1,24/02/02,Ankaragucu,Trabzonspor,4,2,H,2,1,H,1.8,3.25,3.75,1.75,3.2,3.6,1.8,3.25,3.75,1.8,3.3,3.6,1.85,3.25,3.45,,
T1,24/02/02,Denizlispor,Fenerbahce,1,2,A,1,1,D,3.6,3.25,1.8,3.5,3.1,1.9,3.5,3.2,1.85,3.4,3.2,1.909,3.35,3.2,1.9,,
T1,24/02/02,Rizespor,Malatyaspor,0,0,D,0,0,D,1.72,3.3,4.1,1.7,3.1,3.8,1.667,3.3,4.333,1.8,3.3,3.6,1.75,3.15,4,,
T1,24/02/02,Yozgatspor,Goztep,1,1,D,0,0,D,2,3.3,3.15,2,3,2.9,2.2,3.1,2.8,,,,2.05,3.2,2.95,,
T1,01/03/02,Fenerbahce,Rizespor,2,1,H,2,0,H,1.18,5.25,11,1.15,6,12,1.2,5,10,,,,1.2,4.9,10,,
T1,02/03/02,Besiktas,Yozgatspor,4,2,H,2,1,H,1.2,5.25,10,1.15,6,12,1.2,5,9.5,,,,1.2,4.9,10,,
T1,02/03/02,Genclerbirligi,Denizlispor,4,2,H,1,0,H,1.92,3.15,3.45,1.9,3,3.3,2,3.25,3.1,,,,2,3.3,3,,
T1,02/03/02,Samsunspor,Gaziantepspor,2,1,H,1,0,H,2.5,3.2,2.4,2.4,3.1,2.5,2.4,3.2,2.5,,,,2.4,3.3,2.4,,
T1,02/03/02,Trabzonspor,Kocaelispor,1,2,A,1,2,A,1.52,3.65,5,1.55,3.4,4.8,1.571,3.6,4.5,,,,1.6,3.4,4.6,,
T1,03/03/02,Bursaspor,Ankaragucu,2,1,H,1,0,H,2.55,3.15,2.4,2.7,3.1,2.1,2.4,3.3,2.4,,,,2.4,3.3,2.4,,
T1,03/03/02,Diyarbakirspor,Istanbulspor,1,0,H,1,0,H,1.96,3.15,3.35,2,3,3,2,3.1,3.2,,,,2,3.1,3.2,,
T1,03/03/02,Goztep,Galatasaray,2,0,H,1,0,H,4.05,3.3,1.74,3.8,3.3,1.75,4.333,3.6,1.6,,,,4.3,3.6,1.6,,
T1,03/03/02,Malatyaspor,Antalyaspor,2,1,H,2,1,H,1.71,3.25,4.3,1.8,3.1,3.6,1.7,3.25,4.2,,,,1.7,3.25,4.2,,
T1,08/03/02,Ankaragucu,Diyarbakirspor,1,1,D,1,0,H,1.45,3.75,5.8,1.5,3.7,5,1.4,3.75,6.5,1.5,3.5,5.5,1.4,3.8,6.5,,
T1,09/03/02,Galatasaray,Besiktas,1,0,H,0,0,D,1.95,3.1,3.4,1.9,3.1,3.5,2.05,3.1,3.1,1.909,3.2,3.4,1.9,3.1,3.6,,
T1,09/03/02,Rizespor,Genclerbirligi,1,2,A,1,0,H,2.2,3.1,2.85,2.3,3.1,2.6,1.8,3.4,3.5,2.2,3.1,2.8,2.15,3.3,2.75,,
T1,09/03/02,Samsunspor,Istanbulspor,0,1,A,0,1,A,2,3.1,3.25,2.1,3.1,3,1.8,3.4,3.5,2.3,3.2,2.6,2.25,3.3,2.6,,
T1,09/03/02,Yozgatspor,Trabzonspor,2,3,A,0,2,A,2.5,3.1,2.45,2.3,3.1,2.6,2.3,3.3,2.5,2.5,3.2,2.375,2.25,3.3,2.6,,
T1,10/03/02,Antalyaspor,Fenerbahce,0,1,A,0,0,D,4.3,3.45,1.65,4.4,3.3,1.65,4.5,3.4,1.615,,,,4.25,3.25,1.7,,
T1,10/03/02,Denizlispor,Goztep,2,1,H,1,0,H,2,3.1,3.3,1.8,3.1,3.8,2.1,3.25,2.875,,,,2.1,3.3,2.85,,
T1,10/03/02,Kocaelispor,Bursaspor,1,2,A,0,0,D,2,3.1,3.25,1.9,3,3.3,1.95,3.2,3.2,2,3.3,3,1.95,3.3,3.15,,
T1,10/03/02,Malatyaspor,Gaziantepspor,1,1,D,0,0,D,2.35,3.1,2.65,2.3,3.1,2.6,2.25,3.2,2.625,2.25,3.25,2.6,2.3,3.1,2.65,,
T1,15/03/02,Besiktas,Denizlispor,2,2,D,2,1,H,1.24,4.65,9,1.25,4.5,9,1.286,4.333,8,1.25,4.5,9,1.25,4.5,9,,
T1,16/03/02,Bursaspor,Yozgatspor,3,1,H,1,0,H,1.42,3.85,6.15,1.45,3.8,5.4,1.4,3.6,7,1.444,3.6,6,1.5,3.4,5.75,,
T1,16/03/02,Gaziantepspor,Istanbulspor,2,2,D,2,0,H,1.8,3.25,3.75,1.75,3.3,3.8,1.8,3.2,3.75,1.909,3.2,3.4,1.9,3.2,3.4,,
T1,16/03/02,Goztep,Rizespor,2,3,A,2,1,H,1.67,3.4,4.25,1.75,3.3,3.8,2.2,3,2.875,,,,1.8,3.25,3.7,,
T1,17/03/02,Diyarbakirspor,Kocaelispor,1,1,D,0,1,A,1.82,3.2,3.75,1.75,3.3,3.6,1.85,3.2,3.5,1.909,3.2,3.4,1.9,3.2,3.4,,
T1,17/03/02,Fenerbahce,Malatyaspor,2,2,D,1,1,D,1.2,5.25,9.5,1.15,6,12,1.2,5,10,1.2,5,10,1.2,5,10,,
T1,17/03/02,Genclerbirligi,Antalyaspor,1,0,H,0,0,D,1.55,3.55,5,1.6,3.4,4.6,1.571,3.4,5,1.615,3.4,4.5,1.65,3.6,4,,
T1,17/03/02,Samsunspor,Ankaragucu,2,0,H,1,0,H,2.63,3.1,2.35,2.9,3.1,2.1,2.6,3.2,2.3,2.6,3.2,2.3,2.4,3.3,2.4,,
T1,22/03/02,Fenerbahce,Gaziantepspor,4,1,H,2,0,H,1.3,4.4,7.5,1.3,4.2,8,1.364,4,6.5,1.3,4.333,7.5,1.35,4,6.8,,
T1,23/03/02,Denizlispor,Trabzonspor,2,1,H,1,1,D,2.2,3.1,2.85,2.1,3.1,2.8,2.2,3.2,2.7,2.2,3.2,2.7,2.15,3.25,2.75,,
T1,23/03/02,Galatasaray,Bursaspor,2,1,H,1,1,D,1.27,4.6,8,1.25,4.5,9,1.3,4.5,7,1.333,4,7.5,1.3,4,8.5,,
T1,23/03/02,Samsunspor,Kocaelispor,0,0,D,0,0,D,1.85,3.25,3.6,1.85,3.1,3.4,1.833,3.2,3.6,1.909,3.2,3.4,1.9,3.3,3.25,,
T1,23/03/02,Yozgatspor,Diyarbakirspor,2,0,H,0,0,D,2.35,3.1,2.65,2.1,3.1,2.9,2.25,3.1,2.7,2.4,3.3,2.4,2.25,3.15,2.65,,
T1,24/03/02,Ankaragucu,Istanbulspor,4,2,H,1,1,D,1.68,3.35,4.25,1.7,3.3,4,1.75,3.3,3.8,1.727,3.25,4.333,1.75,3.25,3.85,,
T1,24/03/02,Antalyaspor,Goztep,2,0,H,1,0,H,2.3,3.1,2.7,2.1,3,2.9,2.3,3.2,2.6,,,,2.25,3.15,2.65,,
T1,24/03/02,Malatyaspor,Genclerbirligi,1,0,H,1,0,H,2.25,3.1,2.8,2.3,3.1,2.5,2.3,3.2,2.6,2.3,3.2,2.6,2.3,3.25,2.55,,
T1,24/03/02,Rizespor,Besiktas,1,3,A,0,0,D,4.25,3.3,1.7,3.6,3.1,1.85,3.8,3.5,1.7,3.75,3.2,1.8,3.4,3.3,1.85,,
T1,29/03/02,Besiktas,Antalyaspor,0,0,D,0,0,D,1.15,5.95,10.1,1.2,5,10,1.2,5,9.5,1.2,5,10,1.2,5,9.5,,
T1,30/03/02,Diyarbakirspor,Galatasaray,0,0,D,0,0,D,4,3.35,1.7,4,3.3,1.7,3.8,3.3,1.75,3.75,3.4,1.727,3.8,3.3,1.75,,
T1,30/03/02,Gaziantepspor,Ankaragucu,1,1,D,0,1,A,2.2,3.15,2.75,2.2,3.1,2.8,2.2,3.1,2.8,2.25,3.2,2.625,2.2,3.2,2.7,,
T1,30/03/02,Istanbulspor,Kocaelispor,0,1,A,0,0,D,1.85,3.4,3.3,1.7,3.3,3.6,2.1,3.1,3,1.727,3.4,3.75,1.85,3.3,3.4,,
T1,30/03/02,Trabzonspor,Rizespor,2,1,H,1,0,H,1.55,3.5,4.85,1.6,3.4,4.6,1.7,3.5,3.8,1.571,3.4,5,1.7,3.2,4.2,,
T1,31/03/02,Bursaspor,Denizlispor,3,3,D,2,2,D,1.6,3.45,4.5,1.7,3.3,4,1.75,3.3,3.8,1.727,3.25,4,1.7,3.3,4.1,,
T1,31/03/02,Genclerbirligi,Fenerbahce,1,1,D,0,0,D,3.75,3.2,1.8,3.4,3.2,1.9,3.6,3.3,1.8,3.4,3.2,1.909,3.6,3.3,1.8,,
T1,31/03/02,Goztep,Malatyaspor,2,1,H,1,0,H,1.75,3.2,3.95,1.75,3.3,3.8,1.833,3.3,3.5,,,,1.85,3.3,3.4,,
T1,31/03/02,Samsunspor,Yozgatspor,0,0,D,0,0,D,1.65,3.55,4.05,1.75,3.3,3.8,1.667,3.5,3.8,1.667,3.3,4.333,1.65,3.4,4.2,,
T1,03/04/02,Trabzonspor,Galatasaray,0,2,A,0,1,A,3.6,3.25,1.85,3.5,3.1,1.9,3.3,3.2,1.95,3.1,3.2,2,3.2,3.1,2,,
T1,05/04/02,Fenerbahce,Goztep,3,0,H,1,0,H,1.17,5.5,10,1.2,5,10,1.2,5,10,1.2,5,10,1.22,4.8,9,,
T1,06/04/02,Denizlispor,Diyarbakirspor,2,1,H,0,1,A,1.8,3.2,3.75,1.65,3.3,4.4,1.8,3.3,3.6,1.833,3.2,3.6,1.8,3.2,3.75,,
T1,06/04/02,Genclerbirligi,Gaziantepspor,1,1,D,0,0,D,1.95,3,3.45,1.9,3.1,3.5,1.9,3.25,3.3,1.909,3.25,3.25,2.1,3.25,2.85,,
T1,06/04/02,Rizespor,Bursaspor,3,1,H,0,1,A,1.8,3.4,3.5,2.3,3.1,2.6,1.7,3.4,4,,,,2.15,3.15,2.8,,
T1,07/04/02,Antalyaspor,Trabzonspor,4,2,H,3,0,H,2.25,3.15,2.75,2,3.1,3.2,2.2,3.2,2.7,2.375,3.2,2.5,2.35,3.2,2.5,,
T1,07/04/02,Kocaelispor,Ankaragucu,4,4,D,2,3,A,2.2,3,2.85,2.2,3.1,2.6,2.1,3.2,2.9,2.25,3.2,2.625,2.2,3.25,2.65,,
T1,07/04/02,Malatyaspor,Besiktas,0,1,A,0,1,A,3.7,3.2,1.8,3.6,3.2,1.8,3.75,3.2,1.8,3.75,3.2,1.8,3.45,3.25,1.85,,
T1,07/04/02,Samsunspor,Galatasaray,0,1,A,0,0,D,4.3,3.5,1.65,4.4,3.3,1.65,3.8,3.5,1.7,4,3.25,1.727,3.8,3.3,1.75,,
T1,07/04/02,Yozgatspor,Istanbulspor,1,1,D,0,0,D,2.05,3.3,3,2,2.9,3,2.05,3.2,3,2.375,3.4,2.4,2.25,3.25,2.6,,
T1,12/04/02,Trabzonspor,Malatyaspor,0,0,D,0,0,D,1.95,3.6,2.9,1.75,3.3,3.8,1.667,3.5,4,1.667,3.5,4,1.8,3.5,3.4,,
T1,13/04/02,Ankaragucu,Yozgatspor,1,1,D,1,1,D,1.4,4.1,6.3,1.3,4.2,7,1.4,4,6,1.4,3.75,6.5,1.4,4,6,,
T1,13/04/02,Goztep,Genclerbirligi,1,1,D,0,0,D,2.25,3.1,2.85,2.4,3.1,2.4,2.25,3,2.8,,,,2.2,3,2.85,,
T1,13/04/02,Istanbulspor,Galatasaray,0,2,A,0,2,A,5,3.6,1.52,5,3.7,1.5,4.5,3.5,1.6,,,,5,3.5,1.55,,
T1,13/04/02,Samsunspor,Denizlispor,3,4,A,1,2,A,1.8,3.25,3.5,2.2,3.1,2.8,1.75,3.4,3.6,,,,1.85,3.4,3.3,,
T1,14/04/02,Besiktas,Fenerbahce,0,2,A,0,1,A,2.3,3.1,2.8,2.3,3,2.7,2.25,3,2.8,2.2,3.1,2.8,2.25,3.1,2.8,,
T1,14/04/02,Bursaspor,Antalyaspor,0,1,A,0,0,D,1.7,3.8,3.2,1.6,3.5,4.4,1.6,3.5,4.5,,,,1.6,3.5,4.4,,
T1,14/04/02,Diyarbakirspor,Rizespor,1,0,H,0,0,D,1.8,3.3,3.6,2,3.1,3.2,1.9,3.25,3.3,1.8,3.3,3.6,1.9,3.3,3.3,,
T1,14/04/02,Gaziantepspor,Kocaelispor,3,5,A,1,2,A,1.85,3.3,3.7,1.8,3.2,3.6,1.9,3.2,3.4,1.909,3.1,3.5,1.9,3.1,3.5,,
T1,20/04/02,Genclerbirligi,Besiktas,1,1,D,1,0,H,3.15,3.25,1.95,2.8,3.1,2.2,2.8,3.25,2.111,,,,3.1,3.2,2,,
T1,21/04/02,Antalyaspor,Diyarbakirspor,0,0,D,0,0,D,1.55,3.4,4.3,1.65,3.3,4.4,1.75,3.3,3.8,,,,1.85,3.3,3.4,,
T1,21/04/02,Denizlispor,Istanbulspor,1,1,D,1,1,D,1.65,3.4,4.25,1.6,3.4,4.6,1.7,3.4,4,,,,1.7,3.3,4.1,,
T1,21/04/02,Fenerbahce,Trabzonspor,3,0,H,0,0,D,1.22,5,9,1.25,4.5,9,1.222,5,8.5,,,,1.2,5,9.5,,
T1,21/04/02,Gaziantepspor,Goztep,4,0,H,0,0,D,2,2.8,3.6,2,2.6,3.5,2,2.875,3.5,,,,2.1,2.85,3.25,,
T1,21/04/02,Galatasaray,Ankaragucu,2,0,H,1,0,H,1.25,4.5,8.5,1.2,5,10,1.286,4.5,7.5,,,,1.2,5,9.5,,
T1,21/04/02,Kocaelispor,Yozgatspor,4,3,H,1,2,A,,,,1.4,3.9,6,1.5,4,4.5,,,,1.55,3.7,4.6,,
T1,21/04/02,Malatyaspor,Bursaspor,2,1,H,0,1,A,1.6,3.4,4,,,,1.8,3.3,3.6,,,,1.83,3.25,3.5,,
T1,21/04/02,Samsunspor,Rizespor,1,0,H,1,0,H,,,,2,3.3,3,,,,,,,1.9,3.25,3.3,,
T1,27/04/02,Ankaragucu,Denizlispor,1,1,D,1,1,D,1.95,3.4,3.15,,,,,,,,,,,,,,
T1,27/04/02,Besiktas,Goztep,1,2,A,1,1,D,1.35,4.25,6.5,1.25,4.5,8,,,,,,,,,,,
T1,27/04/02,Diyarbakirspor,Malatyaspor,0,0,D,0,0,D,1.95,2.75,4,,,,,,,,,,,,,,
T1,27/04/02,Istanbulspor,Rizespor,3,1,H,0,0,D,,,,,,,,,,,,,,,,,
T1,27/04/02,Samsunspor,Antalyaspor,2,0,H,1,0,H,1.8,3.2,3.9,1.9,3.1,3.5,,,,,,,,,,,
T1,27/04/02,Trabzonspor,Genclerbirligi,0,0,D,0,0,D,1.85,3.3,3.5,2,3,3,,,,,,,,,,,
T1,27/04/02,Yozgatspor,Gaziantepspor,1,2,A,0,1,A,2.8,3.15,2.2,,,,,,,,,,,,,,
T1,28/04/02,Bursaspor,Fenerbahce,0,1,A,0,0,D,4.75,4,1.5,4,3.5,1.65,,,,,,,,,,,
T1,28/04/02,Kocaelispor,Galatasaray,0,2,A,0,1,A,5.25,3.8,1.48,4.6,3.4,1.6,,,,,,,,,,,
T1,03/05/02,Goztep,Trabzonspor,4,2,H,3,2,H,,,,,,,,,,,,,,,,,
T1,04/05/02,Antalyaspor,Istanbulspor,2,0,H,0,0,D,2.3,3.25,2.6,,,,,,,,,,3,3.3,2,,
T1,04/05/02,Denizlispor,Kocaelispor,4,0,H,2,0,H,1.57,3.7,4.5,,,,,,,,,,1.45,3.8,5.5,,
T1,04/05/02,Fenerbahce,Diyarbakirspor,3,1,H,1,0,H,1.15,5.75,12,,,,,,,,,,1.22,4.8,9,,
T1,04/05/02,Gaziantepspor,Besiktas,1,0,H,1,0,H,2.2,3.45,2.6,,,,,,,,,,2.15,3.5,2.6,,
T1,04/05/02,Genclerbirligi,Bursaspor,3,2,H,1,0,H,2.2,3.2,2.77,,,,,,,,,,2.2,3.3,2.65,,
T1,04/05/02,Galatasaray,Yozgatspor,5,0,H,2,0,H,1.1,6.5,15,1.05,5,30,,,,,,,1.12,6,12
T1,04/05/02,Rizespor,Ankaragucu,3,2,H,3,0,H,1.7,3.65,3.3,,,,,,,,,,1.9,3.5,3.1
T1,04/05/02,Samsunspor,Malatyaspor,1,1,D,1,1,D,1.45,3.2,8,,,,,,,,,,1.5,3.4,5.75
