Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH
T1,23/11/03,Istanbulspor,Diyarbakirspor,1,3,A,1,3,A,1.72,3.4,4,1.7,3.5,3.75,1.8,3.3,3.6,1.67,3.6,4,1.75,3.4,4,1.7,3.2,4.2,1.6,2.1,1.95,1.75,-0.75
T1,23/11/03,Rizespor,Adanaspor,0,2,A,0,0,D,1.53,3.4,5.5,1.45,3.5,6,1.45,3.8,5.4,1.53,3.75,5,1.44,3.6,7,1.6,3.2,5,1.5,2.3,1.8,1.9,-1
T1,23/11/03,Samsunspor,Fenerbahce,3,0,H,2,0,H,4.33,3.4,1.66,4.3,3.1,1.7,4.4,3.3,1.65,4,3.4,1.73,4.33,3.4,1.7,4,3.4,1.72,1.6,2.1,1.75,1.95,0.75
T1,23/11/03,Trabzonspor,Elazigspor,2,2,D,1,1,D,1.25,4.5,10,1.21,5,9,1.2,5,10,1.25,5,8,1.22,5,10,1.25,5,7.5,1.55,2.2,,,
T1,28/11/03,Galatasaray,Malatyaspor,2,2,D,1,0,H,1.36,4,7,1.3,4.3,7.5,1.4,3.9,6,1.3,4.5,7.5,1.3,4.33,8.5,1.33,4,8,1.55,2.2,1.85,1.85,-1.5
T1,29/11/03,A. Sebatspor,Rizespor,1,0,H,0,0,D,2.2,3.25,2.75,2,3.2,3.1,2.1,3.1,3,1.91,3.25,3.4,2.25,3.1,2.88,2.15,3.25,2.75,1.65,2,2,1.73,-0.5
T1,29/11/03,Diyarbakirspor,Trabzonspor,2,2,D,0,1,A,2.5,3.25,2.37,2.55,3.15,2.35,2.7,3,2.3,2.5,3.25,2.4,2.62,3.2,2.38,2.5,3.2,2.35,1.55,2.2,1.9,1.8,0
T1,29/11/03,Elazigspor,Bursaspor,1,0,H,0,0,D,2.37,3.25,2.5,2.2,3.2,2.7,2.3,3,2.7,2.1,3.4,2.8,2.38,3.25,2.6,2.25,3.25,2.6,1.65,2,1.9,1.8,-0.25
T1,29/11/03,Konyaspor,Ankaragucu,1,1,D,1,0,H,2,3.2,3.2,2,3.2,3.1,2.3,3,2.7,2.1,3.4,2.8,2,3.25,3.25,2.15,3.25,2.75,1.6,2.1,2,1.73,-0.5
T1,30/11/03,Adanaspor,Samsunspor,2,3,A,1,1,D,2.37,3.25,2.5,2.3,3.15,2.6,2.4,3.1,2.5,2.6,3.4,2.25,2.25,3.25,2.75,2.25,3.25,2.6,1.65,2,1.77,1.95,0
T1,30/11/03,Fenerbahce,Besiktas,2,2,D,0,0,D,2.5,3.25,2.37,2.5,3,2.5,2.3,3.1,2.6,2.75,3.25,2.2,2.5,3.2,2.5,2.5,3.1,2.5,1.65,2,1.85,1.85,0
T1,30/11/03,Gaziantepspor,Istanbulspor,2,1,H,0,0,D,1.66,3.4,4.33,1.7,3.4,4,1.7,3.2,4.2,1.73,3.4,4,1.73,3.4,4.2,1.8,3.3,3.6,1.6,2.1,1.95,1.77,-0.75
T1,30/11/03,Genclerbirligi,Denizlispor,1,3,A,1,1,D,1.9,3.25,3.4,1.9,3.25,3.3,2,3.1,3.2,1.91,3.25,3.4,1.91,3.25,3.5,1.9,3.25,3.3,1.55,2.2,1.85,1.85,-0.5
T1,05/12/03,Besiktas,Adanaspor,2,1,H,0,0,D,1.14,5.5,15,1.15,5.5,11,1.15,6,12,1.125,6.5,13,1.12,6.5,13,1.12,6.5,12,1.47,2.48,,,
T1,06/12/03,Diyarbakirspor,Elazigspor,2,0,H,1,0,H,1.53,3.4,5.5,1.55,3.5,4.75,1.55,3.5,4.8,1.5,3.4,6,1.53,3.6,5.5,1.55,3.5,4.9,1.55,2.2,1.85,1.85,-1
T1,06/12/03,Istanbulspor,Galatasaray,3,1,H,1,0,H,4.33,3.4,1.66,4.25,3.5,1.62,4.4,3.3,1.65,4,3.4,1.727,4,3.5,1.72,4,3.4,1.72,1.6,2.1,1.85,1.85,0.75
T1,06/12/03,Samsunspor,A. Sebatspor,1,1,D,0,1,A,1.66,3.4,4.33,1.67,3.4,4,1.6,3.4,4.6,1.615,3.5,4.5,1.66,3.4,4.5,1.65,3.3,4.4,1.55,2.2,1.9,1.8,-0.75
T1,06/12/03,Trabzonspor,Gaziantepspor,3,0,H,1,0,H,1.66,3.4,4.33,1.75,3.4,3.6,1.7,3.2,4.2,1.8,3.4,3.6,1.8,3.4,3.75,1.8,3.25,3.65,1.6,2.1,1.75,1.95,-0.5
T1,07/12/03,Ankaragucu,Fenerbahce,1,4,A,0,1,A,3.4,3.25,1.9,3.5,3.2,1.85,3.5,3.2,1.85,3.2,3.2,2,3.75,3.25,1.83,3.6,3.3,1.83,1.6,2.1,1.85,1.85,0.5
T1,07/12/03,Denizlispor,Konyaspor,3,2,H,1,1,D,1.5,3.4,6,1.5,3.5,5.25,1.55,3.5,4.8,1.444,3.75,6,1.53,3.6,5.5,1.5,3.6,5.2,1.71,1.95,1.85,1.85,-1
T1,07/12/03,Malatyaspor,Genclerbirligi,1,1,D,0,1,A,1.9,3.25,3.4,1.9,3.2,3.3,1.8,3.3,3.6,1.833,3.4,3.5,1.9,3.25,3.5,2,3.25,3.05,1.6,2.1,1.9,1.8,-0.5
T1,07/12/03,Rizespor,Bursaspor,1,0,H,0,0,D,1.9,3.25,3.4,1.9,3.2,3.3,1.85,3.2,3.5,2,3.2,3.2,1.85,3.25,3.75,1.85,3.35,3.35,1.79,1.85,1.9,1.8,-0.5
T1,13/12/03,A. Sebatspor,Besiktas,1,2,A,1,0,H,7,4,1.364,6.5,3.7,1.4,7,4,1.35,6.5,4,1.4,7.5,4,1.36,7,4.33,1.33,1.5,2.3,1.85,1.85,1.25
T1,13/12/03,Fenerbahce,Denizlispor,2,0,H,0,0,D,1.533,3.4,5.5,1.5,3.6,5.1,1.5,3.7,5,1.533,3.75,5,1.44,3.75,6.5,1.53,3.6,5,1.5,2.3,1.8,1.9,-1
T1,13/12/03,Gaziantepspor,Elazigspor,3,1,H,1,1,D,1.444,3.75,6,1.4,3.7,6.5,1.4,3.9,6,1.4,3.75,7,1.4,3.75,7.5,1.44,3.75,5.5,1.6,2.1,1.85,1.85,-1.25
T1,13/12/03,Genclerbirligi,Istanbulspor,1,0,H,0,0,D,1.727,3.4,4,1.7,3.5,3.75,1.75,3.3,3.8,1.727,3.4,4,1.72,3.4,4.2,1.72,3.25,4,1.55,2.2,1.7,2,-0.5
T1,14/12/03,Adanaspor,Ankaragucu,1,3,A,0,1,A,2.3,3.25,2.625,2.35,3.25,2.45,2.4,3.2,2.4,2.4,3.25,2.5,2.37,3.2,2.62,2.3,3.1,2.62,1.6,2.1,1.8,1.9,0
T1,14/12/03,Bursaspor,Diyarbakirspor,0,0,D,0,0,D,2.1,3.2,3,2,3.3,3,2.3,3.1,2.6,2.1,3.2,3,2.1,3.25,3,2.25,3.2,2.62,1.65,2,2,1.7,-0.5
T1,14/12/03,Galatasaray,Trabzonspor,1,2,A,0,2,A,1.5,3.6,5.5,1.5,3.6,5.1,1.55,3.5,4.8,1.5,3.75,5,1.61,3.5,4.75,1.5,3.6,5.5,1.55,2.2,1.8,1.9,-1
T1,14/12/03,Konyaspor,Malatyaspor,3,3,D,2,1,H,2.5,3.1,2.5,2.4,3.1,2.5,2.5,2.9,2.6,2.4,3,2.6,2.5,3.2,2.5,2.37,3.2,2.5,1.9,1.75,1.8,1.9,0
T1,14/12/03,Rizespor,Samsunspor,1,2,A,0,0,D,2.1,3.2,3,2.1,3.25,2.8,2,3.2,3.1,2.2,3.25,2.75,2.2,3.2,2.87,2.2,3.2,2.7,1.83,1.83,1.8,1.9,-0.25
T1,20/12/03,Besiktas,Rizespor,5,3,H,1,1,D,1.143,6,12,1.13,5.1,15,1.15,6,12,1.125,6.5,13,1.17,5.5,13,1.12,6.5,12,1.5,2.3,,,
T1,20/12/03,Elazigspor,Galatasaray,2,2,D,1,2,A,5.5,3.5,1.533,5.5,3.6,1.45,5,3.7,1.5,5,3.75,1.533,5.5,3.6,1.53,5.5,3.6,1.5,1.6,2.1,1.85,1.86,1
T1,20/12/03,Trabzonspor,Genclerbirligi,1,3,A,1,1,D,1.667,3.4,4.333,1.58,3.6,4.2,1.7,3.3,4,1.615,3.6,4.5,1.57,3.6,5,1.72,3.4,3.8,1.55,2.2,1.93,1.78,-0.75
T1,21/12/03,Ankaragucu,A. Sebatspor,1,1,D,1,0,H,1.667,3.4,4.333,1.6,3.45,4.25,1.65,3.3,4.4,1.667,3.6,4,1.67,3.5,4.33,1.61,3.4,4.5,1.65,2,,,
T1,21/12/03,Denizlispor,Adanaspor,1,1,D,1,1,D,1.4,3.75,7,1.35,3.8,7,1.4,3.9,6,1.364,4,7,1.33,4.33,7.5,1.36,4,6.5,1.6,2.1,1.86,1.85,-1.25
T1,21/12/03,Diyarbakirspor,Gaziantepspor,2,1,H,0,1,A,2.3,3.2,2.625,2.15,3.25,2.7,2.2,3.1,2.8,2.1,3.4,2.8,2.2,3.2,2.87,2.1,3.2,2.87,1.6,2.1,1.9,1.81,-0.25
T1,21/12/03,Istanbulspor,Konyaspor,2,3,A,1,1,D,1.667,3.4,4.333,1.65,3.3,4.2,1.65,3.3,4.4,1.615,3.6,4.5,1.66,3.5,4.33,1.61,3.4,4.5,1.71,1.95,1.65,2.1,-0.5
T1,21/12/03,Malatyaspor,Fenerbahce,2,2,D,1,2,A,2.8,3.2,2.2,3,3.2,2.05,2.8,3.1,2.2,3,3.2,2.1,3,3.25,2.1,3.1,3.3,2,1.55,2.2,1.75,1.98,0.25
T1,21/12/03,Samsunspor,Bursaspor,0,0,D,0,0,D,1.615,3.6,4.333,1.65,3.3,4.2,1.6,3.4,4.6,1.667,3.6,4,1.61,3.5,4.75,1.57,3.3,5,1.6,2.1,1.65,2.1,-0.5
T1,18/01/04,Fenerbahce,Rizespor,4,1,H,2,0,H,1.2,5,11,1.2,4.85,10,1.22,4.8,9.5,1.167,5.5,13,1.2,5,12,1.16,6,10,1.55,2.2,,,
T1,23/01/04,Diyarbakirspor,Galatasaray,0,0,D,0,0,D,3.4,3.25,1.9,3.5,3.2,1.85,3.5,3.2,1.85,3.5,3.4,1.83,3.75,3.25,1.83,3.6,3.3,1.83,1.6,2.1,1.79,1.91,0.5
T1,24/01/04,Denizlispor,A. Sebatspor,1,2,A,0,0,D,1.5,3.6,5.5,1.45,3.6,5.9,1.55,3.5,4.8,1.44,3.75,6,1.44,3.75,6.5,1.44,3.6,6,1.71,1.95,1.8,1.91,-1
T1,25/01/04,Ankaragucu,Rizespor,4,1,H,2,0,H,,,,1.65,3.3,4.4,1.6,3.4,4.6,1.73,3.6,3.75,1.75,3.4,4,1.72,3.3,4,1.65,2,1.87,1.84,-0.75
T1,25/01/04,Besiktas,Samsunspor,1,4,A,1,1,D,1.22,5,9,1.2,5,9.5,1.2,5,10,1.17,5.5,12,1.2,5.5,10,1.2,5,11,1.55,2.2,1.83,1.88,-1.75
T1,25/01/04,Elazigspor,Genclerbirligi,1,1,D,0,1,A,3.4,3.25,1.9,3.5,3.2,1.85,3.4,3.2,1.9,3.6,3.4,1.8,3.4,3.4,1.91,3.1,3.2,2,1.65,2,1.86,1.85,0.5
T1,25/01/04,Gaziantepspor,Bursaspor,3,2,H,1,1,D,1.5,3.6,5.5,1.45,3.6,5.9,1.45,3.8,5.4,1.44,3.75,6,1.44,3.75,6.5,1.44,3.6,6,1.65,2,1.8,1.91,-1
T1,25/01/04,Istanbulspor,Fenerbahce,0,1,A,0,1,A,4.33,3.4,1.66,4.85,3.5,1.55,4.6,3.4,1.6,4,3.6,1.67,5.5,3.6,1.53,4.33,3.4,1.66,1.6,2.1,1.81,1.9,1
T1,25/01/04,Malatyaspor,Adanaspor,2,0,H,1,0,H,1.44,3.75,6,1.36,3.75,7.5,1.35,4,7,1.4,3.75,7,1.33,4.2,8,1.44,3.6,6,1.6,2.1,1.77,1.95,-1.25
T1,25/01/04,Trabzonspor,Konyaspor,0,3,A,0,1,A,1.4,3.75,7,1.4,3.6,7,1.35,4,7,1.33,4,8,1.36,4,7.5,1.44,3.6,6,1.6,2.1,1.85,1.86,-1.25
T1,31/01/04,Galatasaray,Gaziantepspor,3,0,H,1,0,H,1.5,3.6,5.5,1.55,3.7,5,1.6,3.4,4.6,1.571,3.5,5,1.57,3.6,5,1.5,3.6,5.5,1.65,2,1.8,1.91,-0.75
T1,01/02/04,A. Sebatspor,Malatyaspor,2,2,D,1,1,D,2.5,3.1,2.5,2.45,3.15,2.5,2.5,3,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.35,3.2,2.5,1.75,1.9,1.85,1.86,0
T1,01/02/04,Adanaspor,Istanbulspor,1,1,D,0,1,A,2.5,3.25,2.4,2.6,3.2,2.35,,,,2.5,3.25,2.4,2.6,3.2,2.4,2.6,3.25,2.25,,,1.95,1.77,0
T1,01/02/04,Bursaspor,Besiktas,0,1,A,0,0,D,,,,3.9,3.4,1.75,3.8,3.1,1.8,4.5,3.6,1.615,4.5,3.3,1.7,5.5,3.45,1.5,,,,,
T1,01/02/04,Fenerbahce,Trabzonspor,3,1,H,2,1,H,1.615,3.5,4.5,1.6,3.45,4.8,1.6,3.3,4.8,1.571,3.5,5,1.61,3.4,5,1.53,3.6,5,1.6,2.1,1.84,1.87,-0.75
T1,01/02/04,Genclerbirligi,Diyarbakirspor,3,4,A,1,1,D,1.8,3.3,3.75,1.75,3.3,4.05,1.75,3.2,4,1.8,3.4,3.6,1.8,3.3,4,1.8,3.3,3.6,1.71,1.95,1.75,1.97,-0.5
T1,01/02/04,Konyaspor,Elazigspor,2,0,H,2,0,H,1.667,3.3,4.5,1.65,3.35,4.6,1.6,3.3,4.8,1.615,3.6,4.5,1.66,3.4,4.5,1.6,3.4,4.6,1.65,2,1.93,1.78,-0.75
T1,01/02/04,Rizespor,Denizlispor,1,2,A,0,1,A,2.625,3.2,2.3,2.6,3.2,2.35,2.4,3.2,2.4,2.6,3.4,2.25,2.7,3.25,2.3,2.45,3.2,2.4,1.71,1.95,1.95,1.77,0
T1,01/02/04,Samsunspor,Ankaragucu,3,2,H,1,1,D,1.833,3.2,3.75,1.85,3.2,3.7,1.8,3.2,3.7,1.833,3.4,3.5,1.85,3.25,3.75,1.8,3.3,3.6,1.71,1.95,1.85,1.86,-0.5
T1,06/02/04,Ankaragucu,Besiktas,1,1,D,0,0,D,4.5,3.5,1.61,4.5,3.3,1.6,3.8,3.3,1.75,4.5,3.75,1.57,5,3.4,1.62,4.5,3.5,1.61,1.65,2,1.86,1.86,1
T1,07/02/04,Denizlispor,Samsunspor,1,0,H,1,0,H,1.8,3.4,3.6,1.85,3.25,3.5,2,3.1,3.2,1.833,3.4,3.5,1.8,3.4,3.75,2,3.1,3.2,1.6,2.1,1.85,1.86,-0.5
T1,07/02/04,Diyarbakirspor,Konyaspor,1,1,D,0,0,D,1.727,3.4,4,1.7,3.25,4.1,1.75,3.2,4,1.667,3.6,4,1.75,3.4,4,1.72,3.25,4,1.6,2.1,1.91,1.8,-0.75
T1,07/02/04,Elazigspor,Fenerbahce,0,1,A,0,1,A,6.5,3.6,1.444,6,3.5,1.45,6,3.9,1.4,6.5,3.25,1.5,6.5,3.75,1.44,5.5,3.6,1.5,1.6,2.1,1.8,1.91,1.25
T1,07/02/04,Gaziantepspor,Genclerbirligi,2,0,H,0,0,D,1.909,3.25,3.4,1.95,3.2,3.2,1.9,3.2,3.4,1.8,3.4,3.6,2,3.25,3.25,2,3.1,3.2,1.6,2.1,1.95,1.77,-0.5
T1,07/02/04,Malatyaspor,Rizespor,0,1,A,0,0,D,1.4,3.75,7,1.4,3.65,6.5,1.4,3.9,6,1.4,3.75,7,1.44,3.75,6.5,1.44,3.6,6,1.6,2.1,1.95,1.77,-1.25
T1,08/02/04,Galatasaray,Bursaspor,0,0,D,0,0,D,1.25,5,8,1.25,4.5,8.5,1.22,4.8,9.5,1.2,5,11,1.28,4.5,8.5,1.2,5,11,1.55,2.2,1.77,1.95,-1.75
T1,08/02/04,Istanbulspor,A. Sebatspor,1,3,A,1,2,A,1.909,3.25,3.4,2,3.1,3.2,2,3.1,3.2,2,3.2,3.2,2,3.25,3.25,1.9,3.2,3.3,1.71,1.95,2,1.7,-0.5
T1,08/02/04,Trabzonspor,Adanaspor,2,1,H,0,1,A,1.25,5,8,1.25,4.35,8.35,1.3,4.2,8,1.333,4.333,7,1.25,4.75,9.5,1.3,4,8.5,1.6,2.1,1.85,1.86,-1.5
T1,14/02/04,Adanaspor,Elazigspor,1,2,A,0,0,D,2,3.2,3.2,1.95,3.2,3.2,1.9,3.1,3.5,1.909,3.4,3.25,2,3.25,3.25,1.9,3.25,3.25,1.65,2,1.72,2,-0.25
T1,14/02/04,Samsunspor,Malatyaspor,1,0,H,0,0,D,1.909,3.25,3.4,2,3.1,3.2,1.9,3.1,3.5,1.909,3.4,3.25,2,3.25,3.25,2,3.2,3.1,1.65,2,1.75,1.95,-0.25
T1,15/02/04,A. Sebatspor,Trabzonspor,0,0,D,0,0,D,3.2,3.2,2,3.7,3.2,1.8,3.7,3.2,1.8,3.25,3.4,1.909,3.25,3.25,2,3.7,3.4,1.75,1.6,2.1,2.1,1.65,0.25
T1,15/02/04,Besiktas,Denizlispor,3,1,H,1,1,D,1.364,4,7,1.35,4.25,6,1.45,3.8,5.4,1.3,4.333,8,1.33,4.33,7.5,1.36,4,7,1.6,2.1,1.77,1.95,-1.25
T1,15/02/04,Bursaspor,Ankaragucu,1,0,H,1,0,H,2.1,3.2,3,2.1,3.1,3,2.2,3,2.9,2,3.25,3.2,2.1,3.1,3.2,2.2,3.2,2.7,1.65,2,1.7,2.02,-0.25
T1,15/02/04,Fenerbahce,Diyarbakirspor,2,2,D,0,1,A,1.3,4.333,8,1.3,4.3,7.25,1.33,4,7.5,1.333,4.333,7,1.33,4,8.5,1.3,4.33,8,1.55,2.2,1.88,1.83,-1.5
T1,15/02/04,Genclerbirligi,Galatasaray,2,2,D,2,1,H,2.75,3.25,2.2,2.75,3.1,2.2,3.1,3,2.1,3,3.4,2,2.87,3.2,2.2,3,3.2,2.1,1.55,2.2,1.79,1.92,0.25
T1,15/02/04,Konyaspor,Gaziantepspor,0,3,A,0,1,A,2.375,3.1,2.625,2.3,3.1,2.6,2.3,3,2.7,2.4,3.2,2.5,2.3,3.2,2.7,2.3,3.1,2.62,1.71,1.95,1.75,1.95,0
T1,16/02/04,Rizespor,Istanbulspor,1,0,H,1,0,H,2.1,3.2,3,2.1,3.1,2.9,1.9,3.1,3.5,2.1,3.4,2.8,2.1,3.2,3.1,2.1,3.2,2.87,1.65,2,1.79,1.92,-0.25
T1,21/02/04,Galatasaray,Konyaspor,2,1,H,1,0,H,1.364,3.75,8,1.35,4,6.8,1.35,4,7,1.444,3.75,6,1.4,3.75,7.5,1.4,3.75,7,1.55,2.2,1.84,1.87,-1.25
T1,21/02/04,Genclerbirligi,Bursaspor,2,0,H,1,0,H,1.571,3.5,5,1.55,3.5,4.85,1.6,3.4,4.6,1.5,3.6,5.5,1.57,3.6,5,1.45,3.55,6,1.65,2,1.85,1.86,-1
T1,21/02/04,Malatyaspor,Besiktas,0,0,D,0,0,D,3.5,3.2,1.909,3.7,3.2,1.8,3.4,3.2,1.9,4,3.6,1.667,4,3.2,1.8,4,3.4,1.72,1.65,2,1.72,1.8,0.5
T1,22/02/04,Denizlispor,Ankaragucu,0,1,A,0,1,A,1.727,3.4,4,1.65,3.35,4.3,1.7,3.2,4.2,1.571,3.5,5,1.61,3.4,5,1.6,3.45,4.5,1.65,2,1.85,1.85,-0.75
T1,22/02/04,Diyarbakirspor,Adanaspor,3,1,H,1,1,D,1.4,3.75,7,1.35,4,6.8,1.4,3.9,6,1.4,3.75,7,1.4,3.75,7.5,1.3,4,8.5,1.6,2.1,1.89,1.82,-1.25
T1,22/02/04,Gaziantepspor,Fenerbahce,1,5,A,0,2,A,3.2,3.2,2,3,3.2,2.05,3.1,3,2.1,3,3.2,2.1,3.25,3.25,2,3.3,3.3,1.9,1.65,2,1.87,1.84,0.25
T1,22/02/04,Istanbulspor,Samsunspor,0,0,D,0,0,D,2.5,3.1,2.5,2.45,3,2.55,2.5,3,2.5,2.4,3.25,2.5,2.4,3.2,2.6,2.25,3.1,2.7,1.65,2,2.45,1.38,-0.5
T1,22/02/04,Trabzonspor,Rizespor,1,0,H,1,0,H,1.5,3.6,5.5,1.4,4,5.8,1.4,3.9,6,1.4,3.75,7,1.36,3.75,8.5,1.35,3.8,7.5,1.6,2.1,1.82,1.89,-1.25
T1,23/02/04,Elazigspor,A. Sebatspor,3,1,H,1,0,H,2.5,3.1,2.5,2.45,3,2.55,2.4,3,2.6,2.5,3,2.6,2.5,3.2,2.5,2.45,3.1,2.45,1.71,1.95,1.85,1.85,0
T1,28/02/04,Rizespor,Elazigspor,5,4,H,2,1,H,1.8,3.3,3.75,1.8,3.3,3.75,1.75,3.2,4,1.833,3.4,3.5,1.83,3.3,3.75,1.75,3.35,3.75,1.65,2,1.8,1.76,-0.5
T1,28/02/04,Samsunspor,Trabzonspor,1,3,A,0,1,A,2.375,3.1,2.625,2.4,3.2,2.5,2.5,3,2.5,2.375,3.2,2.6,2.5,3.2,2.5,2.35,3.4,2.4,1.65,2,1.77,1.95,0
T1,29/02/04,A. Sebatspor,Diyarbakirspor,0,1,A,0,0,D,2.375,3.1,2.625,2.35,3.2,2.55,2.7,3,2.3,2.4,3.25,2.5,2.5,3.2,2.5,2.7,3.1,2.25,1.6,2.1,1.77,1.95,0
T1,29/02/04,Adanaspor,Gaziantepspor,2,3,A,2,3,A,3.75,3.2,1.833,3.6,3.4,1.8,3.8,3.3,1.75,3,3.4,2,3.75,3.25,1.83,3.15,3.4,1.9,1.65,2,1.75,1.8,0.5
T1,29/02/04,Ankaragucu,Malatyaspor,0,0,D,0,0,D,2,3.2,3.2,2,3.15,3.2,1.9,3.2,3.4,2.1,3.2,3,2.1,3.25,3,2,3.05,3.25,1.71,1.95,2,1.59,-0.5
T1,29/02/04,Besiktas,Istanbulspor,1,2,A,1,1,D,1.2,5,11,1.21,5,10,1.35,4,7,1.286,4.5,8,1.22,5,10,1.22,5,9.5,1.6,2.1,,,
T1,29/02/04,Bursaspor,Denizlispor,0,1,A,0,0,D,2.6,3.1,2.4,2.35,3.15,2.6,2.5,3,2.5,2.5,3,2.6,2.4,3.2,2.6,2.4,3.4,2.35,1.71,1.95,1.77,1.95,0
T1,29/02/04,Fenerbahce,Galatasaray,2,1,H,1,1,D,2,3,3.5,1.85,3.2,3.6,1.9,3.2,3.4,1.8,3.2,4,1.83,3.3,3.75,1.9,3.25,3.4,1.65,2,1.85,1.71,-0.5
T1,29/02/04,Konyaspor,Genclerbirligi,4,1,H,2,0,H,2.3,3.2,2.7,2.35,3.15,2.6,2.5,3,2.5,2.4,3.25,2.5,2.3,3.2,2.7,2.3,3.2,2.55,1.6,2.1,1.77,1.95,0
T1,06/03/04,Diyarbakirspor,Rizespor,0,1,A,0,0,D,1.533,3.5,5.5,1.6,3.5,4.8,1.6,3.4,4.6,1.571,3.5,5,1.57,3.4,5.5,1.55,3.4,5,1.6,2.1,1.6,2.02,-0.5
T1,06/03/04,Elazigspor,Samsunspor,1,0,H,1,0,H,2.5,3.1,2.5,2.45,3.15,2.55,2.5,3,2.5,2.5,3.25,2.4,2.6,3.2,2.4,2.4,3.1,2.5,1.65,2,2.45,1.41,-0.5
T1,06/03/04,Genclerbirligi,Fenerbahce,0,1,A,0,1,A,3.5,3.2,1.909,3.35,3.25,1.95,3.5,3.1,1.9,3.5,3.4,1.833,3.75,3.3,1.83,3.75,3.3,1.8,1.6,2.1,1.65,1.95,0.5
T1,06/03/04,Konyaspor,Bursaspor,1,1,D,0,0,D,1.667,3.25,4.5,1.75,3.4,3.9,1.7,3.3,4,1.667,3.4,4.333,1.66,3.4,4.5,1.6,3.3,4.8,1.65,2,1.75,1.82,-0.5
T1,07/03/04,Galatasaray,Adanaspor,3,2,H,1,1,D,1.167,5.5,11,1.18,5.5,11,1.2,5,10,1.2,5.5,9,1.2,5.5,10,1.2,5,11,1.55,2.2,1.18,3.67,-0.5
T1,07/03/04,Gaziantepspor,A. Sebatspor,2,2,D,2,0,H,1.571,3.5,5,1.55,3.6,5.1,1.55,3.5,4.8,1.533,3.75,5,1.53,3.6,5.5,1.6,3.4,4.6,1.6,2.1,1.55,2.11,-0.5
T1,07/03/04,Istanbulspor,Ankaragucu,2,3,A,0,1,A,2.1,3.2,3,2,3.3,3.15,2.2,3.1,2.8,2,3.2,3.2,2,3.25,3.25,2.15,3.2,2.8,1.65,2,2,1.61,-0.5
T1,07/03/04,Malatyaspor,Denizlispor,0,1,A,0,1,A,2.3,3.2,2.625,2.2,3.1,2.9,2.1,3.1,3,2.25,3,2.875,2.25,3.2,2.8,2.3,3.15,2.6,1.71,1.95,2.2,1.25,-0.5
T1,07/03/04,Trabzonspor,Besiktas,3,0,H,2,0,H,2.875,3,2.25,2.6,3.2,2.35,2.6,3.1,2.3,2.8,3.2,2.2,2.6,3.2,2.4,2.75,3.2,2.25,1.71,1.95,1.43,2.35,0.5
T1,12/03/04,Ankaragucu,Trabzonspor,1,2,A,0,1,A,2.75,3.2,2.25,2.7,3.1,2.2,2.7,3,2.3,2.8,3.4,2.1,2.75,3.2,2.3,2.6,3.15,2.3,1.65,2,1.44,2.2,0.5
T1,13/03/04,A. Sebatspor,Galatasaray,2,1,H,0,1,A,4,3.4,1.727,4,3.3,1.68,4,3.3,1.7,3.6,3.4,1.8,4,3.25,1.8,4.2,3.25,1.72,1.6,2.1,1.81,1.68,0.5
T1,13/03/04,Bursaspor,Malatyaspor,3,2,H,1,2,A,2.375,3.2,2.625,2.35,2.8,2.75,2.1,3,3.1,2.25,3,2.875,2.37,3.1,2.7,2.15,2.95,3,1.65,2,1.81,1.9,-0.25
T1,13/03/04,Denizlispor,Istanbulspor,2,0,H,1,0,H,1.615,3.5,4.5,1.6,3.25,4.6,1.7,3.3,4,1.615,3.5,4.5,1.72,3.25,4.33,1.7,3.35,4,1.71,1.95,1.97,1.75,-0.75
T1,13/03/04,Fenerbahce,Konyaspor,5,2,H,2,0,H,1.222,5,9,1.21,4.75,9,1.25,4.5,9,1.2,5,11,1.2,5.5,10,1.22,5,9.5,1.55,2.2,1.21,3.11,-0.5
T1,14/03/04,Besiktas,Elazigspor,5,3,H,3,2,H,1.222,5,9,1.21,4.75,9,1.2,5,10,1.25,5,8,1.2,5.5,10,1.2,5,11,1.65,2,1.21,3.11,-0.5
T1,14/03/04,Rizespor,Gaziantepspor,1,2,A,1,1,D,2.4,3.25,2.5,2.35,3,2.55,2.4,3,2.6,2.4,3.25,2.5,2.4,3.2,2.6,2.25,3.15,2.65,1.5,2.3,2.35,1.38,-0.5
T1,14/03/04,Samsunspor,Diyarbakirspor,3,1,H,1,1,D,2.2,3.25,2.75,2.15,3.15,2.75,2.2,3,2.9,2.2,3.25,2.75,2.2,3.2,2.87,2.1,3.15,2.9,1.65,2,1.9,1.8,-0.25
T1,19/03/04,Diyarbakirspor,Besiktas,3,1,H,1,0,H,3.75,3.3,1.8,3.5,3.25,1.8,3.6,3.1,1.85,3.6,3.4,1.8,3.6,3.4,1.85,3.8,3.5,1.72,1.6,2.1,1.69,1.8,0.5
T1,20/03/04,Galatasaray,Rizespor,1,2,A,1,2,A,1.364,3.75,8,1.36,4,6.5,1.35,4,7,1.364,4,7,1.4,4,6.5,1.36,4,7,1.5,2.3,1.85,1.86,-1.25
