Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Yordany Álvarez,RSL,M,15,5,0,0,0,0,0.0
Stephen Keel,NY,D,9,6,0,0,0,0,0.0
Jorge Perlaza,PHI,F,12,7,0,0,0,0,0.0
Josué Martínez,PHI,F,18,6,0,0,0,0,0.0
Ricardo Villar,DAL,M,9,8,0,0,0,0,0.0
Alessandro Nesta,MTL,D,8,8,0,0,0,0,0.0
Joao Plata,RSL,F,10,7,0,0,0,0,0.0
Scott Sealy,DAL,F,16,8,0,0,0,0,0.0
Colin Clark,HOU,M,14,6,0,0,0,0,0.0
Andy O'Brien,VAN,D,8,7,0,0,0,0,0.0
Tommy Meyer,LA,D,8,7,0,0,0,0,0.0
Olman Vargas,CLB,F,11,7,0,0,0,0,0.0
James Marcelin,DAL,M,19,6,0,0,0,0,0.0
Paolo Cardozo,CHV,M,10,9,0,0,0,0,0.0
José Erick Correa,CHV,F,16,7,0,0,0,0,0.0
Hendry Thomas,COL,M,8,8,0,0,0,0,0.0
Alex,CHI,M,17,6,0,0,0,0,0.0
Julius James,CLB,D,12,7,0,0,0,0,0.0
Adrian Cann,TOR,D,10,8,0,0,0,0,0.0
Ricardo Clark,CLB,M,11,8,0,0,0,0,0.0
Ike Opara,SKC,D,16,7,0,0,0,0,0.0
Mike Chabala,DC,D,12,8,0,0,0,0,0.0
Andrew Wenger,HOU,F,23,7,0,0,0,0,0.0
Mamadou Danso,POR,D,10,9,0,0,0,0,0.0
Bright Dike,POR,F,12,9,0,0,0,0,0.0
Andrew Wiedeman,DAL,F,20,8,0,0,0,0,0.0
Emiliano Dudar,DC,D,11,10,0,0,0,0,0.0
Ugo Ihemelu,DAL,D,10,10,0,0,0,0,0.0
Lawrence Olum,POR,M-D,21,10,0,0,0,0,0.0
Kwame Watson-Siriboe,CHI,D,12,10,0,0,0,0,0.0
Eric Brunner,POR,D,13,10,0,0,0,0,0.0
Jerry Bengtson,HON,F,13,10,0,0,0,0,0.0
Hamdi Salihi,DC,F,22,10,0,0,0,0,0.0
Aaron Maund,VAN,D,15,9,0,0,0,0,0.0
Carlos Mendes,CLB,D,12,12,0,0,0,0,0.0
Matt Watson,VAN,M,15,10,0,0,0,0,0.0
Juan Pablo Angel,CHV,F,19,9,0,0,0,0,0.0
Darrius Barnes,NE,D,13,11,0,0,0,0,0.0
David Estrada,SEA,M-F,17,12,0,0,0,0,0.0
Je-Vaughn Watson,HOU,D,19,13,0,0,0,0,0.0
Tyrone Marshall,COL,D,16,13,0,0,0,0,0.0
John Valencia,CHV,D,14,14,0,0,0,0,0.0
Shavar Thomas,MTL,D,15,13,0,0,0,0,0.0
Carlos Rodríguez,DAL,M,24,12,0,0,0,0,0.0
Lovel Palmer,POR,D,19,15,0,0,0,0,0.0
Robbie Russell,DC,D,19,16,0,0,0,0,0.0
Patrick Ianni,SEA,D-M,16,15,0,0,0,0,0.0
Leonardo González,SEA,D,19,15,0,0,0,0,0.0
David Júnior Lopes,CHV,D,17,16,0,0,0,0,0.0
Alejandro Moreno,CHV,F,22,17,0,0,0,0,0.0
Gabriel Gómez,PAN,M,24,18,0,0,0,0,0.0
Michael Lahoud,CHV,M,24,19,0,0,0,0,0.0
Danny O'Rourke,CLB,D,21,18,0,0,0,0,0.0
Logan Emory,TOR,D,23,19,0,0,0,0,0.0
Jeremy Hall,TOR,D-M,23,19,0,0,0,0,0.0
Oswaldo Minda,CHV,M,22,20,0,0,0,0,0.0
George John,DAL,D,23,19,0,0,0,0,0.0
Arne Friedrich,CHI,D,23,22,0,0,0,0,0.0
David Horst,RSL,D,21,20,0,0,0,0,0.0
Dejan Jakovic,LAFC,D,23,21,0,0,0,0,0.0
Daniel Hernandez,DAL,M,28,22,0,0,0,0,0.0
Matt Hedges,DAL,D,28,23,0,0,0,0,0.0
Matteo Ferrari,MTL,D,25,23,0,0,0,0,0.0
Danny Califf,CHV,D,23,23,0,0,0,0,0.0
Júlio César,KC,D,27,25,0,0,0,0,0.0
Jun Marques Davidson,VAN,M,24,24,0,0,0,0,0.0
Hernán Pertúz,DAL,D,30,24,0,0,0,0,0.0
Chad Marshall,SEA,D,24,24,0,0,0,0,0.0
Nat Borchers,RSL,D,26,26,0,0,0,0,0.0
Ante Jazic,CHV,D,27,27,0,0,0,0,0.0
Logan Pause,CHI,M,32,31,0,0,0,0,0.0
Diego Chara,POR,M,28,28,0,0,0,0,0.0
Terry Dunfield,TOR,M,30,30,0,0,0,0,0.0
Heath Pearce,CHV,D,28,28,0,0,0,0,0.0
Marvell Wynne,COL,D,28,28,0,0,0,0,0.0
Austin Berry,CHI,D,28,28,0,0,0,0,0.0
A.J. Soares,NE,D,30,30,0,0,0,0,0.0
A.J. DeLaGarza,HOU,D,30,30,0,0,0,0,0.0
Jeff Larentowicz,ATL,M,32,32,0,0,0,0,0.0
Markus Holgersson,NY,D,31,31,0,0,0,0,0.0
Carlos Valdés,PHI,D,33,33,0,0,0,0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan
