Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Dylan Remick,HOU,D,14,13,1167,1,0,6,1,0/0,16.7,16.7
Fatai Alashe,SJ,M,17,13,1201,0,0,6,3,0/0,0.0,50.0
Victor Ulloa,DAL,M,23,12,1203,0,2,6,4,0/0,0.0,66.7
Richie Marquez,PHI,D,15,13,1212,1,0,6,1,0/0,16.7,16.7
Jose Aja,VAN,D,15,15,1275,0,0,6,0,0/0,0.0,0.0
Mohammed Abu,CLB,M,20,14,1280,0,1,6,1,0/0,0.0,16.7
Hector Jimenez,CLB,M,19,15,1366,0,3,6,1,0/0,0.0,16.7
Shea Salinas,SJ,M,25,15,1435,1,3,6,1,0/0,16.7,16.7
Kyle Fisher,MTL,D,20,15,1455,1,0,6,1,0/0,16.7,16.7
Sal Zizzo,ATL,D,23,18,1644,0,2,6,2,0/0,0.0,33.3
Josh Williams,CLB,D,22,19,1795,3,0,6,3,0/0,50.0,50.0
DaMarcus Beasley,HOU,D,24,22,1985,0,1,6,3,0/0,0.0,50.0
Jonathan Spector,ORL,D,25,25,2176,1,1,6,3,0/0,16.7,50.0
Joao Meira,CHI,D-M,30,27,2412,0,2,6,3,0/0,0.0,50.0
Andrew Farrell,NE,D,30,30,2664,0,3,6,1,0/0,0.0,16.7
Jack Barmby,POR,M-D,10,0,99,1,0,5,2,0/0,20.0,40.0
Jordan Hamilton,TOR,F,8,0,142,2,1,5,3,0/0,40.0,60.0
Ricardo Velazco,RSL,F,9,1,254,0,0,5,1,0/0,0.0,20.0
Omar Holness,RSL,M,9,3,261,1,0,5,1,0/0,20.0,20.0
Calum Mallace,LAFC,M,7,4,298,0,0,5,1,0/0,0.0,20.0
Jose Villarreal,ORL,M,12,4,389,0,3,5,2,0/0,0.0,40.0
Álvaro Fernández,SEA,M,10,5,492,0,0,5,4,0/0,0.0,80.0
Daigo Kobayashi,NE,M,12,4,507,1,0,5,2,0/0,20.0,40.0
Lalas Abubakar,CLB,D,7,6,528,1,0,5,1,0/0,20.0,20.0
Jalen Robinson,DC,D,7,6,543,0,0,5,0,0/0,0.0,0.0
Aurélien Collin,RBNY,D,9,7,545,0,0,5,1,0/0,0.0,20.0
Aly Ghazal,VAN,M,7,7,630,0,0,5,0,0/0,0.0,0.0
Marcelo Silva,RSL,D,9,9,650,0,0,5,1,0/0,0.0,20.0
Derrick Jones,PHI,M,12,8,702,0,0,5,1,0/0,0.0,20.0
Russell Teibert,VAN,M,12,8,731,0,0,5,1,0/0,0.0,20.0
Je-Vaughn Watson,NE,D,18,8,766,0,0,5,2,0/0,0.0,40.0
Marcel de Jong,VAN,D-M,13,9,779,0,1,5,2,0/0,0.0,40.0
Servando Carrasco,LA,M,15,9,833,1,0,5,1,0/0,20.0,20.0
Nouhou Tolo,SEA,D,19,10,1052,0,1,5,0,0/0,0.0,0.0
Xavier Kouassi,NE,M,23,14,1218,1,1,5,1,0/0,20.0,20.0
Diego Chara,POR,M,29,29,2530,1,3,5,2,0/0,20.0,40.0
Julian Buescher,DC,M,7,2,180,0,0,4,1,0/0,0.0,25.0
Rasmus Schuller,MIN,M,7,4,324,0,0,4,0,0/0,0.0,0.0
Jermaine Taylor,MIN,D,14,6,671,0,0,4,1,0/0,0.0,25.0
Bobby Burling,COL,D,12,8,760,0,0,4,0,0/0,0.0,0.0
Keegan Rosenberry,PHI,D,14,11,1051,0,1,4,2,0/0,0.0,50.0
Jared Watts,COL,D-M,20,18,1490,0,1,4,1,0/0,0.0,25.0
Victor Cabrera,MTL,D,20,18,1496,0,0,4,0,0/0,0.0,0.0
Steven Beitashour,LAFC,D,22,17,1589,0,5,4,1,0/0,0.0,25.0
Daniel Lovitz,MTL,D,25,19,1750,0,1,4,1,0/0,0.0,25.0
Matt Besler,SKC,D,26,26,2339,0,4,4,1,0/0,0.0,25.0
Eriq Zavaleta,TOR,D,29,27,2356,1,0,4,2,0/0,25.0,50.0
Johan Kappelhof,CHI,D,33,33,2881,0,4,4,1,0/0,0.0,25.0
Chad Barrett,RSL,F,3,0,65,0,0,3,1,0/0,0.0,33.3
Seyi Adekoya,SEA,F,2,1,77,0,0,3,1,0/0,0.0,33.3
Jordan Allen,RSL,M-F,2,2,113,0,0,3,1,0/0,0.0,33.3
Henry Wingo,SEA,M,11,0,132,0,0,3,0,0/0,0.0,0.0
Jose Hernandez,RSL,M,7,1,160,1,0,3,1,0/0,33.3,33.3
Miguel Camargo,NYC,M,8,2,176,1,0,3,1,0/0,33.3,33.3
Vincent Bezecourt,RBNY,M,3,2,190,0,1,3,1,0/0,0.0,33.3
Cristian Martinez,CLB,M,8,1,237,0,0,3,0,0/0,0.0,0.0
Richmond Laryea,ORL,M,12,1,250,0,1,3,2,0/0,0.0,66.7
Andraz Struna,NYC,D,5,4,322,0,1,3,0,0/0,0.0,0.0
Mike Grella,CLB,M,8,3,362,0,0,3,1,0/0,0.0,33.3
Deian Boldor,MTL,D,5,5,412,0,0,3,1,0/0,0.0,33.3
PC,ORL,D,8,5,436,0,1,3,0,0/0,0.0,0.0
Ben Zemanski,POR,M,7,4,438,0,1,3,1,0/0,0.0,33.3
Baggio Husidic,LA,M,10,5,445,0,0,3,0,0/0,0.0,0.0
Michael Ciani,LA,D,6,6,540,1,0,3,1,0/0,33.3,33.3
Justin Schmidt,RSL,D,9,7,676,0,0,3,1,0/0,0.0,33.3
Drew Conner,CHI,M,21,8,882,0,1,3,1,0/0,0.0,33.3
Samuel Piette,MTL,M,11,11,960,0,1,3,0,0/0,0.0,0.0
Demar Phillips,RSL,D,13,11,961,0,2,3,0,0/0,0.0,0.0
Andres Imperiale,SJ,D,13,12,1111,0,0,3,1,0/0,0.0,33.3
Giliano Wijnaldum,PHI,D,13,13,1138,0,1,3,0,0/0,0.0,0.0
Kofi Sarkodie,SJ,D,18,16,1325,0,1,3,0,0/0,0.0,0.0
Mekeil Williams,COL,D,17,16,1397,0,2,3,0,0/0,0.0,0.0
Ethan White,NYC,D,21,19,1553,0,2,3,2,0/0,0.0,66.7
Jose Escalante,HOU,M,3,0,24,0,0,2,0,0/0,0.0,0.0
Igor Juliao,KC,D,1,1,45,0,0,2,1,0/0,0.0,50.0
John Goossens,CHI,M,1,1,89,0,0,2,0,0/0,0.0,0.0
Wandrille Lefevre,MTL,D,3,1,103,0,0,2,1,0/0,0.0,50.0
Muhamed Keita,RBNY,F,6,2,190,0,1,2,0,0/0,0.0,0.0
Tsubasa Endoh,TOR,F,4,3,269,0,1,2,1,0/0,0.0,50.0
Sebastian Lletget,LA,M,3,3,270,0,0,2,0,0/0,0.0,0.0
Vadim Demidov,MIN,D,3,3,270,0,0,2,0,0/0,0.0,0.0
Pele van Anholt,LA,D,5,5,357,0,0,2,1,0/0,0.0,50.0
Aaron Guillen,DAL,D,6,4,374,0,0,2,0,0/0,0.0,0.0
Jaime Villarreal,LA,D,7,4,374,0,0,2,1,0/0,0.0,50.0
Jalil Anibaba,NE,D,8,4,462,0,0,2,1,0/0,0.0,50.0
Francois Affolter,SJ,D,6,6,509,0,0,2,0,0/0,0.0,0.0
Warren Creavalle,PHI,M,13,5,545,0,1,2,0,0/0,0.0,0.0
Mikey Lopez,NYC,M,12,5,609,0,0,2,0,0/0,0.0,0.0
Collin Martin,MIN,M,11,7,635,0,1,2,1,0/0,0.0,50.0
Ronald Matarrita,NYC,D,12,8,696,0,3,2,0,0/0,0.0,0.0
Jordy Delem,SEA,M,14,9,755,0,1,2,0,0/0,0.0,0.0
Leonardo Pereira,ORL,D,10,9,805,0,0,2,0,0/0,0.0,0.0
Eric Alexander,HOU,M,12,11,887,0,1,2,0,0/0,0.0,0.0
Nathan Smith,LA,D,12,9,907,0,0,2,0,0/0,0.0,0.0
Chris Korb,DC,D,16,13,1160,0,1,2,0,0/0,0.0,0.0
Rafael Garcia,LA,D,18,12,1186,0,2,2,0,0/0,0.0,0.0
Mike da Fonte,COL,D,17,14,1223,0,0,2,0,0/0,0.0,0.0
Sheanon Williams,VAN,D,15,15,1349,0,3,2,0,0/0,0.0,0.0
Tommy Redding,RBNY,D,18,14,1406,0,0,2,1,0/0,0.0,50.0
Danilo Acosta,RSL,D,17,16,1411,0,2,2,0,0/0,0.0,0.0
Sunday Stephen,RSL,M,21,18,1493,0,1,2,0,0/0,0.0,0.0
Tyrone Mears,MIN,D,20,16,1498,1,1,2,1,0/0,50.0,50.0
Jake Nerwinski,VAN,D,19,19,1707,0,5,2,1,0/0,0.0,50.0
Raymon Gaddis,PHI,D,26,23,2028,0,1,2,0,0/0,0.0,0.0
Eric Miller,COL,D,30,30,2616,0,0,2,0,0/0,0.0,0.0
Shamit Shome,MTL,M,1,0,8,0,0,1,0,0/0,0.0,0.0
Hadji Barry,ORL,F,3,0,11,0,0,1,0,0/0,0.0,0.0
Coy Craft,DAL,F-M,1,0,11,0,0,1,0,0/0,0.0,0.0
Alhaji Kamara,DC,F,1,0,14,0,0,1,0,0/0,0.0,0.0
Jesus Ferreira,DAL,F,1,0,19,1,0,1,1,0/0,100.0,100.0
Cameron Porter,KC,F,1,0,21,0,0,1,0,0/0,0.0,0.0
Joe Holland,HOU,M,5,0,22,0,0,1,0,0/0,0.0,0.0
David Arshakyan,CHI,F,7,0,27,0,0,1,0,0/0,0.0,0.0
Bruno Miranda,DC,F,5,0,53,0,0,1,0,0/0,0.0,0.0
Rafael Ramos,CHI,D,2,1,55,0,0,1,0,0/0,0.0,0.0
Rob Vincent,DC,M-F,2,0,66,0,0,1,0,0/0,0.0,0.0
Justin Bilyeu,NYR,D,1,1,90,0,0,1,0,0/0,0.0,0.0
James Musa,SKC,D-M,1,1,90,0,0,1,1,0/0,0.0,100.0
Connor Maloney,CLB,D,2,1,127,0,1,1,0,0/0,0.0,0.0
Nick DePuy,MTL,F,5,1,128,0,0,1,0,0/0,0.0,0.0
Paxton Pomykal,DAL,M,2,2,140,0,0,1,0,0/0,0.0,0.0
Dilly Duka,CLB,M,3,2,151,0,0,1,0,0/0,0.0,0.0
Adam Najem,PHI,M,5,1,153,0,0,1,0,0/0,0.0,0.0
Joseph Greenspan,MIN,D,4,3,235,0,0,1,0,0/0,0.0,0.0
Mikey Ambrose,ATL,D,7,2,260,0,0,1,0,0/0,0.0,0.0
Oyvind Alseth,TOR,D,4,4,269,0,0,1,0,0/0,0.0,0.0
Ashtone Morgan,TOR,D,5,3,283,1,0,1,1,0/0,100.0,100.0
Carlos Cermeno,DAL,M,8,3,315,0,0,1,0,0/0,0.0,0.0
Kevin Ellis,KC,D,5,5,450,0,0,1,0,0/0,0.0,0.0
Christian Dean,CHI,D,6,5,459,0,0,1,0,0/0,0.0,0.0
Brad Evans,SKC,D-M,11,6,480,1,0,1,1,0/0,100.0,100.0
Patrick Doody,CHI,D,7,7,629,0,4,1,0,0/0,0.0,0.0
Ismaila Jome,MIN,M-F,12,7,674,0,0,1,0,0/0,0.0,0.0
Tony Alfaro,SEA,D,15,8,817,0,0,1,0,0/0,0.0,0.0
Jonathan Campbell,CHI,D,24,8,1009,0,0,1,0,0/0,0.0,0.0
Michael Boxall,MIN,D,12,12,1080,0,0,1,0,0/0,0.0,0.0
Zarek Valentin,POR,D,19,17,1547,0,3,1,0,0/0,0.0,0.0
Michael Parkhurst,ATL,D,33,33,2906,0,0,1,0,0/0,0.0,0.0
Marvell Wynne,SJ,D,0,0,0,0,0,0,0,0/0,0.0,0.0
David Edgar,VAN,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Robbie Rogers,LA,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Agus,HOU,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Chris Rolfe,DC,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Maurice Edu,PHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Bernardo Añor,MIN,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Harold Cummings,SJ,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Sergio Camargo,TOR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Marc Pelosi,SJ,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Gaston Sauro,CLB,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Kevin Alston,ORL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Zach Loyd,ATL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Johan Brunell,TOR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Zach Mathers,SEA,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Cole Seiler,VAN,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Jorge Corrales,CHI,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Gbenga Arokoyo,POR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Sam Adekugbe,VAN,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Bill Tuiloma,POR,D-M,0,0,0,0,0,0,0,0/0,0.0,0.0
Marco Bustos,VAN,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Anibal Chala,DAL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Gideon Baah,NYR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Marshall Hollingsworth,CLB,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Kip Colvey,COL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Bryan Reynolds,DAL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Shannon Gomez,NYC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Molham Babouli,TOR,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Chris Goslin,ATL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Joey Calistri,CHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Christian Lucatero,HOU,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Andrew Wheeler-Omiunu,ATL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Abuchi Obinwa,CLB,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Aaron Jones,PHI,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Matej Dekovic,CHI,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Brett Levis,VAN,D-M,0,0,0,0,0,0,0,0/0,0.0,0.0
Amer Didic,SKC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Miles Robinson,ATL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Rennico Clarke,POR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Arun Basuljevic,NYR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Brandon Aubrey,TOR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Conor Donovan,ORL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Nick Besler,RSL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Victor Mansaray,SEA,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Ben Swanson,CLB,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Auston Trusty,PHI,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Eric Ayuk,PHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Taylor Hunter,HOU,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Zachary Herivaux,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Chris Durkin,DC,D-M,0,0,0,0,0,0,0,0/0,0.0,0.0
Matheus Silva,SJ,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Collin Fernandez,CHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Bryan Róchez,ATL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Cameron Iwasa,KC,F,0,0,0,0,0,0,0,0/0,0.0,0.0
George Malki,HOU,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Gianluca Busio,SKC,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Colton Storm,SKC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Adonijah Reid,DAL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Ricardo Perez,COL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Reggie Cannon,DAL,D,1,0,1,0,0,0,0,0/0,0.0,0.0
Harold Hanson,POR,D,1,0,1,0,0,0,0,0/0,0.0,0.0
Hassan Ndam,RBNY,D,1,0,1,0,0,0,0,0/0,0.0,0.0
Lindo Mfeka,SJ,M,1,0,1,0,0,0,0,0/0,0.0,0.0
Harrison Heath,MIN,M,1,0,1,0,0,0,0,0/0,0.0,0.0
Pierre Da Silva,ORL,M,1,0,1,0,0,0,0,0/0,0.0,0.0
Dan Metzger,NYR,M,1,0,1,0,0,0,0,0/0,0.0,0.0
Kyle Greig,VAN,F,1,0,2,0,0,0,0,0/0,0.0,0.0
Ken Tribbett,PHI,D,1,0,3,0,0,0,0,0/0,0.0,0.0
Andrew Carleton,ATL,M,1,0,4,0,0,0,0,0/0,0.0,0.0
Kharlton Belmar,SKC,F,1,0,6,0,0,0,0,0/0,0.0,0.0
Luis Gonzalez,DAL,M,2,0,8,0,0,0,0,0/0,0.0,0.0
Brandon Allen,MIN,F,1,0,9,0,0,0,0,0/0,0.0,0.0
Jose Leiton,MIN,M,1,0,15,0,0,0,0,0/0,0.0,0.0
Kevin Oliveira,KC,M,2,0,16,0,0,0,0,0/0,0.0,0.0
James Sands,NYC,M,1,0,23,0,0,0,0,0/0,0.0,0.0
Tony Rocha,ORL,M,3,0,25,0,1,0,0,0/0,0.0,0.0
Charlie Davies,PHI,F,3,0,25,0,0,0,0,0/0,0.0,0.0
Kwame Awuah,NYC,M,4,0,26,0,0,0,0,0/0,0.0,0.0
David Choiniere,MTL,M,3,0,34,0,0,0,0,0/0,0.0,0.0
Raul Mendiola,LA,M,4,0,36,0,0,0,0,0/0,0.0,0.0
Chance Myers,POR,D,1,1,44,0,0,0,0,0/0,0.0,0.0
Brian Carroll,PHI,M,1,0,45,0,0,0,0,0/0,0.0,0.0
Charlie Ward,HOU,M,1,0,45,0,0,0,0,0/0,0.0,0.0
Tyler Pasher,KC,M-D,1,1,45,0,0,0,0,0/0,0.0,0.0
Brian Wright,NE,F,2,0,45,0,0,0,0,0/0,0.0,0.0
Mauro Rosales,VAN,M,5,0,52,0,0,0,0,0/0,0.0,0.0
Brandt Bronico,CHI,M,4,0,53,0,0,0,0,0/0,0.0,0.0
John Stertzer,NYC,M,5,0,53,0,0,0,0,0/0,0.0,0.0
Donnie Smith,NE,M,1,1,53,0,0,0,0,0/0,0.0,0.0
Nosa Igiebor,VAN,M,1,1,73,0,0,0,0,0/0,0.0,0.0
Maxim Tissot,DC,D,1,1,90,0,0,0,0,0/0,0.0,0.0
Jacori Hayes,DAL,M,3,2,90,0,0,0,0,0/0,0.0,0.0
Ben McKendry,VAN,M,1,1,90,0,0,0,0,0/0,0.0,0.0
Sam Hamilton,COL,M,3,1,124,0,0,0,0,0/0,0.0,0.0
Philippe Senderos,HOU,D,2,2,162,0,0,0,0,0/0,0.0,0.0
Mark Bloom,ATL,D,2,2,163,0,0,0,0,0/0,0.0,0.0
London Woodberry,NE,D,3,2,165,0,0,0,0,0/0,0.0,0.0
Reagan Dunk,RSL,D,3,2,174,0,0,0,0,0/0,0.0,0.0
Walker Hume,DAL,F,2,2,180,0,0,0,0,0/0,0.0,0.0
Kevin Garcia,HOU,D,3,2,211,0,0,0,0,0/0,0.0,0.0
Adrian Arregui,MTL,M,6,3,238,0,1,0,0,0/0,0.0,0.0
Dennis Castillo,COL,D,3,3,244,0,0,0,0,0/0,0.0,0.0
Soni Mustivar,KC,M,14,2,260,0,1,0,0,0/0,0.0,0.0
Louis Beland-Goyette,MTL,M,6,4,293,0,1,0,0,0/0,0.0,0.0
Hugo Arellano,LA,D,4,4,334,0,0,0,0,0/0,0.0,0.0
Josh Yaro,PHI,D,6,4,369,0,0,0,0,0/0,0.0,0.0
Amobi Okugo,POR,D-M,8,3,396,0,0,0,0,0/0,0.0,0.0
Marco Farfan,POR,D,6,5,403,0,0,0,0,0/0,0.0,0.0
Chris Odoi-Atsem,DC,D,9,5,482,0,0,0,0,0/0,0.0,0.0
Justin Davis,MIN,D,8,5,492,0,0,0,0,0/0,0.0,0.0
Jason Hernandez,TOR,D,8,5,526,0,0,0,0,0/0,0.0,0.0
Kevin Venegas,MIN,D,6,6,540,0,0,0,0,0/0,0.0,0.0
Erik Palmer-Brown,KC,D,10,7,641,0,0,0,0,0/0,0.0,0.0
Michael Harrington,CHI,D,9,9,798,0,0,0,0,0/0,0.0,0.0
Marc Burch,MIN,D,18,17,1502,0,1,0,0,0/0,0.0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
