Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,,,,,
I1,31/10/04,Livorno,Brescia,2,1,H,1,1,D,2.1,3,3.25,2.1,2.8,3.75,2.1,3,3.45,2.2,2.8,3.1,2,3,3.4,2.2,3,3.25,2.25,2.87,3,1.95,1.75,2.1,1.7,2.1,1.6,-0.5,1.78,2.06,-0.25,1.775,2.125,-0.25,,,,,
I1,31/10/04,Messina,Reggina,2,1,H,0,1,A,1.9,3,3.75,2.1,2.85,3.7,2,3,3.75,2,2.8,3.6,1.91,2.88,4,1.91,3.1,4,2,2.87,3.6,2,1.71,2.1,1.7,2,1.67,-0.5,2.1,1.74,-0.5,2.15,1.75,-0.5,,,,,
I1,31/10/04,Parma,Atalanta,2,2,D,1,1,D,1.72,3.2,4.33,1.7,3,5.5,1.7,3.2,5,1.75,3.1,4.2,1.73,2.88,5,1.75,3.25,4.5,1.7,3.2,4.5,1.85,1.85,1.95,1.85,1.7,1.95,-0.5,2.02,1.82,-0.75,2,1.9,-0.75,,,,,
I1,31/10/04,Roma,Cagliari,5,1,H,2,1,H,1.61,3.25,5,1.6,3.2,6,1.55,3.4,6.25,1.55,3.4,5,1.62,3.25,5,1.53,3.6,6,1.5,3.4,6,1.75,1.95,1.8,2,1.55,2.2,-0.5,2,1.84,-1,2.1,1.8,-1,,,,,
I1,31/10/04,Siena,Bologna,1,1,D,0,1,A,2.2,3,3.1,2.15,2.75,3.65,2.15,3,3.3,2.2,2.8,3.1,2.1,3,3.2,2.25,3,3.1,2.1,2.87,3.3,2.05,1.65,2.25,1.61,2.15,1.58,-0.5,1.92,1.92,-0.25,1.875,2.025,-0.25,,,,,
I1,31/10/04,Udinese,Palermo,1,0,H,0,0,D,2.1,3,3.25,2.15,2.8,3.65,2.1,2.85,3.65,2,2.8,3.6,2.1,2.8,3.5,2.1,3,3.5,1.83,3,4,2,1.71,2.15,1.66,2.1,1.6,-0.5,1.8,2.04,-0.25,1.8,2.1,-0.25,,,,,
I1,06/11/04,Brescia,Chievo,1,0,H,0,0,D,2.37,2.87,2.87,2.45,2.75,3.05,2.5,2.75,2.95,2.4,2.7,2.9,2.38,2.8,2.88,2.5,2.88,2.88,2.37,2.8,2.9,2,1.71,2.25,1.61,2.5,1.42,-0.5,1.84,2,0,1.9,2,0,,,,,
I1,06/11/04,Reggina,Juventus,2,1,H,2,1,H,6,3.4,1.53,6,3.45,1.55,6.5,3.45,1.52,5,3.4,1.55,6,3.4,1.5,6,3.4,1.57,5.5,3.4,1.53,2,1.71,2.1,1.7,2.25,1.52,0.5,1.84,2,1,1.925,1.975,1,,,,,
I1,07/11/04,Atalanta,Sampdoria,0,0,D,0,0,D,2.4,2.9,2.8,2.55,2.75,2.9,2.5,2.75,2.95,2.4,2.8,2.8,2.38,2.8,2.88,2.5,2.88,2.88,2.5,2.9,2.62,1.9,1.79,2.1,1.7,2.5,1.42,-0.5,1.84,2,0,1.85,2.05,0,,,,,
I1,07/11/04,Bologna,Messina,2,2,D,1,2,A,2,3,3.5,1.95,2.85,4.2,1.95,2.9,4.1,2,2.9,3.4,1.91,2.88,4,2,3,3.75,1.95,3,3.6,1.85,1.85,2,1.8,1.95,1.7,-0.5,2.02,1.82,-0.5,2.05,1.85,-0.5,,,,,
I1,07/11/04,Cagliari,Livorno,0,0,D,0,0,D,1.9,3.1,3.75,1.8,3.1,4.5,1.8,3,4.7,1.8,3,4,1.8,3.2,4,1.8,3.2,4.33,1.72,3.1,4.5,1.85,1.85,2.05,1.75,1.8,1.83,-0.5,1.82,2.02,-0.5,1.8,2.1,-0.5,,,,,
I1,07/11/04,Fiorentina,Inter,1,1,D,1,0,H,3.25,3,2.1,3.4,2.9,2.15,3.4,3.15,2.05,3.3,2.8,2.1,3.2,3.2,2,3.25,3,2.2,3.3,2.87,2.1,1.79,1.9,1.85,1.95,1.64,2.05,0.5,2,1.84,0.25,2.075,1.825,0.25,,,,,
I1,07/11/04,Lazio,Siena,1,1,D,0,0,D,1.72,3.25,4.33,1.75,3.25,4.65,1.65,3.2,5.35,1.65,3.2,4.6,1.62,3.25,5,1.67,3.4,5,1.61,3.1,5.5,1.95,1.75,2.1,1.7,1.65,2,-0.5,2.06,1.78,-0.75,1.85,2.05,-0.5,,,,,
I1,07/11/04,Lecce,Udinese,3,4,A,1,1,D,2.1,3,3.25,2.2,2.85,3.35,2.1,3.1,3.3,2.1,2.9,3.2,2.1,3,3.2,2.1,3.1,3.3,2.15,3,3.1,1.71,2,1.85,1.95,2.1,1.6,-0.5,1.98,1.86,-0.25,2,1.9,-0.25,,,,,
I1,07/11/04,Milan,Roma,1,1,D,1,0,H,1.61,3.4,6,1.65,3.3,5.15,1.65,3.25,5.3,1.65,3.2,4.6,1.62,3.25,5,1.62,3.4,5.5,1.57,3.3,5.5,1.75,1.95,2,1.8,1.65,2.01,-0.5,1.82,2.02,-0.75,1.825,2.075,-0.75,,,,,
I1,07/11/04,Palermo,Parma,1,1,D,0,1,A,1.9,3.1,3.75,1.9,3.05,4,1.85,3.1,4.2,1.85,3.1,3.6,1.91,3,3.75,1.91,3,4.2,1.9,3,3.75,1.9,1.79,2.1,1.7,1.85,1.78,-0.5,1.92,1.92,-0.5,2.025,1.875,-0.5,,,,,
I1,10/11/04,Brescia,Milan,0,0,D,0,0,D,6,3.2,1.57,6,3.3,1.58,6,3.2,1.6,4.6,3.2,1.65,6.5,3.6,1.44,6,3.4,1.57,6,3.25,1.53,1.95,1.75,2.05,1.75,2.09,1.6,0.5,1.76,2.08,1,1.8,2.1,1,,,,,
I1,10/11/04,Chievo,Atalanta,1,0,H,0,0,D,1.8,3.2,4,1.85,2.85,4.75,1.77,3,5,1.8,2.9,4.2,1.8,3,4.33,1.8,3.1,4.5,1.72,2.9,5,2.05,1.65,2.1,1.7,1.77,1.88,-0.5,1.94,1.9,-0.5,1.95,1.95,-0.5,,,,,
I1,10/11/04,Inter,Bologna,2,2,D,1,0,H,1.4,3.8,7,1.35,4.25,8,1.4,3.8,8,1.37,3.7,7,1.4,3.5,8,1.44,3.6,8,1.44,3.5,7,1.85,1.85,1.8,2,2.02,1.52,-1.5,1.86,1.98,-1.25,1.925,1.975,-1.25,,,,,
I1,10/11/04,Juventus,Fiorentina,1,0,H,0,0,D,1.4,4,9,1.35,4.2,8,1.33,4,10,1.4,3.7,6.5,1.25,4.5,10,1.33,4.2,9,1.33,4.2,7.5,1.85,1.85,1.9,1.9,1.87,1.61,-1.5,2.04,1.8,-1.25,2.1,1.8,-1.25,,,,,
I1,10/11/04,Livorno,Lazio,1,0,H,1,0,H,2.5,3,2.62,2.5,2.8,2.9,2.65,2.9,2.65,2.5,2.8,2.7,2.25,3,2.88,2.5,3,2.75,2.62,2.9,2.5,1.95,1.75,2.2,1.65,2.65,1.38,-0.5,1.78,2.06,0,1.825,2.075,0,,,,,
I1,10/11/04,Parma,Reggina,1,0,H,0,0,D,1.83,3,4.2,1.85,2.95,4.5,1.83,3,4.55,1.85,2.9,4,1.73,2.88,5,1.83,3.1,4.33,1.83,3,4,2,1.71,2.1,1.7,1.83,1.81,-0.5,1.9,1.94,-0.5,1.925,1.975,-0.5,,,,,
I1,10/11/04,Roma,Udinese,0,3,A,0,1,A,1.8,3,4.33,1.75,3.25,4.5,1.67,3.3,5,1.7,3.2,4.2,1.67,3.2,5,1.7,3.25,5,1.7,3,5,1.79,1.9,1.85,1.95,1.67,1.99,-0.5,1.82,2.02,-0.5,1.875,2.025,-0.5,,,,,
I1,10/11/04,Sampdoria,Cagliari,0,0,D,0,0,D,1.8,3,4.33,1.75,3.3,4.5,1.75,3.25,4.75,1.75,3.1,4.2,1.73,3.2,4.33,1.83,3.1,4.33,1.8,3,4.2,1.95,1.75,2,1.8,1.75,1.93,-0.5,1.76,2.08,-0.5,1.75,2.15,-0.5,,,,,
I1,10/11/04,Siena,Lecce,1,1,D,1,0,H,2.37,3,2.75,2.45,2.95,2.8,2.4,2.9,2.95,2.3,2.7,3,2.2,3,3,2.38,2.88,3,2.37,2.9,2.8,1.79,1.9,1.75,2.05,2.4,1.46,-0.5,1.74,2.1,0,1.775,2.125,0,,,,,
I1,11/11/04,Messina,Palermo,0,0,D,0,0,D,2.1,2.8,3.5,2.4,2.85,3,2.4,2.85,3,2.3,2.7,3,2.2,2.8,3.2,2.2,2.88,3.4,2.05,2.9,3.4,2,1.71,2.1,1.7,2.4,1.46,-0.5,2.02,1.82,-0.25,2.125,1.775,-0.25,,,,,
I1,14/11/04,Atalanta,Brescia,0,0,D,0,0,D,2.25,3,3,2.15,3,3.3,2.3,2.85,3.2,2.2,2.7,3.2,2.25,2.75,3.2,2.3,2.88,3.2,2.3,2.8,3,,,2.1,1.7,2.3,1.51,-0.5,1.96,1.88,-0.25,1.95,1.95,-0.25,,,,,
I1,14/11/04,Cagliari,Inter,3,3,D,2,1,H,3.5,3,2,4.25,2.95,1.9,3.75,3,2,3.8,2.7,2,3.4,2.88,2.1,3.75,3,2,4,2.87,1.9,1.9,1.79,1.95,1.85,1.67,2,0.5,1.78,2.06,0.5,1.8,2.1,0.5,,,,,
I1,14/11/04,Fiorentina,Livorno,1,1,D,0,0,D,1.8,3,4.33,1.7,3.3,4.75,1.8,3.1,4.5,1.8,2.9,4.2,1.83,2.8,4.5,1.8,3.1,4.5,1.72,3,4.8,1.95,1.75,2.15,1.66,1.8,1.84,-0.5,1.8,2.04,-0.5,1.8,2.1,-0.5,,,,,
I1,14/11/04,Lazio,Bologna,2,1,H,1,0,H,1.9,3.1,3.75,1.9,3.05,4,1.95,3,4,1.9,2.9,3.8,1.91,2.88,4,1.91,3,4.2,1.8,3,4.2,2,1.71,2.15,1.66,1.95,1.71,-0.5,2.06,1.78,-0.5,2.1,1.8,-0.5,,,,,
I1,14/11/04,Lecce,Juventus,0,1,A,0,1,A,5,3.1,1.8,4.5,3.1,1.8,4.25,3.25,1.8,4,3.2,1.75,5.5,3.25,1.57,4.5,3.1,1.8,4.5,3.2,1.7,1.75,1.95,1.8,2,1.84,1.8,0.5,1.78,2.06,0.75,1.825,2.075,0.75,,,,,
I1,14/11/04,Milan,Siena,2,1,H,2,1,H,1.25,4.5,11,1.22,5.2,11,1.25,4.8,11,1.22,4.6,10,1.25,4.5,10,1.25,5,10,1.2,5,11,1.75,1.95,1.85,1.95,1.25,3.34,-0.5,2.1,1.74,-1.75,1.875,2.025,-1.5,,,,,
I1,14/11/04,Palermo,Sampdoria,2,0,H,1,0,H,2.25,3,3,2.25,2.8,3.3,2.25,3,3,2.2,2.7,3.2,2.25,2.88,3,2.2,2.9,3.3,2.25,2.9,3,,,2.3,1.6,2.1,1.59,-0.5,1.94,1.9,-0.25,1.875,2.025,-0.25,,,,,
I1,14/11/04,Parma,Chievo,2,2,D,0,0,D,2.1,3,3.25,2.15,2.95,3.35,2.15,2.9,3.45,2.1,2.8,3.3,1.91,3,3.75,2.1,2.88,3.6,2.15,2.87,3.25,2,1.71,2.2,1.65,2.15,1.58,-0.5,1.8,2.04,-0.25,1.8,2.1,-0.25,,,,,
I1,14/11/04,Reggina,Roma,1,0,H,1,0,H,2.75,3,2.37,2.9,3,2.35,3,3,2.3,3.2,2.9,2.1,3,2.88,2.25,3.2,2.9,2.25,3,2.87,2.25,1.9,1.79,2.1,1.7,1.5,2.3,0.5,1.84,2,0.25,1.875,2.025,0.25,,,,,
I1,14/11/04,Udinese,Messina,1,1,D,0,1,A,1.72,3.2,4.5,1.7,3.1,5.5,1.75,3.2,4.5,1.7,3.1,4.4,1.73,3.2,4.33,1.73,3.2,4.75,1.72,3.1,4.5,,,2.05,1.75,1.75,1.87,-0.5,1.92,1.92,-0.75,1.95,1.95,-0.75,,,,,
I1,27/11/04,Livorno,Udinese,1,2,A,0,1,A,2.5,2.75,2.87,2.65,2.7,2.85,2.6,2.8,2.8,2.5,2.8,2.7,2.38,2.8,2.88,2.5,2.8,2.9,2.5,2.8,2.75,1.95,1.75,2.2,1.65,2.6,1.4,-0.5,1.94,1.9,0,1.975,1.925,0,,,,,
I1,27/11/04,Siena,Roma,0,4,A,0,0,D,2.75,3,2.37,2.95,2.95,2.35,2.95,2.95,2.35,2.8,2.8,2.4,2.75,3,2.38,2.9,3,2.38,2.9,2.8,2.37,1.85,1.85,2.05,1.75,1.48,2.35,0.5,2.14,1.7,0,1.85,2.05,0.25,,,,,
I1,28/11/04,Atalanta,Reggina,0,1,A,0,1,A,2.2,3,3.1,2.1,2.85,3.6,2.15,2.85,3.5,2.1,2.7,3.5,2.1,2.75,3.5,2.2,3,3.25,2.15,2.87,3.25,2.05,1.65,2.37,1.55,2.15,1.57,-0.5,1.74,2.1,-0.25,2.075,1.825,-0.5,,,,,
I1,28/11/04,Bologna,Lecce,0,0,D,0,0,D,2.1,3.1,3.2,2.2,3.1,3.1,2.2,3.1,3.1,2.1,2.8,3.3,2,3,3.4,2.2,3.1,3.1,2.15,2.87,3.25,1.65,2.05,1.66,2.15,2.2,1.55,-0.5,2.1,1.74,-0.25,2.1,1.8,-0.25,,,,,
I1,28/11/04,Brescia,Palermo,0,2,A,0,2,A,2.37,2.75,3,2.55,2.7,2.95,2.55,2.75,2.9,2.4,2.7,2.9,2.38,2.8,2.88,2.4,2.8,3.1,2.37,2.7,3,2.05,1.65,2.4,1.53,2.55,1.41,-0.5,1.74,2.1,0,2.175,1.725,-0.25,,,,,
I1,28/11/04,Chievo,Milan,0,1,A,0,0,D,4.5,3.2,1.72,5.6,3.2,1.65,5,3.2,1.7,4.2,3.1,1.75,5.5,2.88,1.67,5,3.25,1.7,5,3.1,1.66,1.9,1.79,2.15,1.66,1.95,1.7,0.5,1.9,1.94,0.75,1.925,1.975,0.75,,,,,
I1,28/11/04,Inter,Juventus,2,2,D,0,0,D,2.6,3,2.8,2.55,3,2.7,2.55,2.95,2.7,2.6,2.8,2.6,2.4,2.8,2.88,2.6,2.88,2.75,2.6,2.7,2.7,1.85,1.85,2,1.8,2.55,1.41,-0.5,1.78,2.06,0,1.825,2.075,0,,,,,
I1,28/11/04,Lazio,Cagliari,2,3,A,1,1,D,1.83,3.1,4,1.9,3,4.15,1.9,3,4.15,1.8,3.1,3.8,1.8,3.2,4,1.91,3,4.2,1.8,3.1,4,1.85,1.85,2.05,1.75,1.9,1.74,-0.5,1.98,1.86,-0.5,2.025,1.875,-0.5,,,,,
I1,28/11/04,Messina,Fiorentina,1,1,D,0,0,D,2.37,2.75,3,2.55,2.7,2.95,2.5,2.75,2.95,2.3,2.7,3,2.38,2.8,2.88,2.5,2.8,2.9,2.37,2.8,2.9,1.9,1.79,2.25,1.61,2.5,1.42,-0.5,1.84,2,0,1.9,2,0,,,,,
I1,28/11/04,Sampdoria,Parma,1,0,H,0,0,D,1.8,3.1,4.2,1.9,3,4.15,1.9,3,4.15,2,2.9,3.4,1.83,3,4,1.91,3.1,4,1.9,2.87,4,2,1.71,2.25,1.61,1.9,1.74,-0.5,1.9,1.94,-0.5,1.95,1.95,-0.5,,,,,
I1,04/12/04,Inter,Messina,5,0,H,3,0,H,1.36,3.75,8.5,1.3,4.3,10,1.31,4.25,10,1.4,3.5,7,1.4,3.5,8,1.4,3.75,8.5,1.4,3.3,9,1.75,1.95,1.7,2.1,1.81,1.66,-1.5,2.08,1.76,-1.5,2.1,1.8,-1.5,,,,,
I1,04/12/04,Parma,Milan,1,2,A,0,0,D,5,3,1.72,5.2,3.3,1.65,5.1,3.25,1.68,4.2,3.1,1.75,5,3.25,1.62,5,3.25,1.7,5.5,3.1,1.61,2,1.71,2.15,1.66,1.99,1.68,0.5,1.94,1.9,0.75,2,1.9,0.75,,,,,
I1,05/12/04,Cagliari,Chievo,4,2,H,3,0,H,2,2.87,3.75,2.1,2.8,3.75,2.1,2.85,3.7,1.9,2.9,3.8,1.91,2.88,4,2,2.88,4,2.1,2.8,3.4,2,1.71,2.1,1.7,2.1,1.61,-0.5,2.1,1.74,-0.5,1.825,2.075,-0.25,,,,,
I1,05/12/04,Fiorentina,Bologna,1,0,H,0,0,D,1.83,2.87,4.5,1.85,2.85,4.75,1.8,2.95,4.85,1.9,2.8,4,1.83,2.88,4.33,1.8,3,4.75,1.9,2.75,4.2,2.05,1.65,2.2,1.65,1.8,1.83,-0.5,1.8,2.04,-0.5,1.85,2.05,-0.5,,,,,
I1,05/12/04,Juventus,Lazio,2,1,H,1,1,D,1.36,4.33,9,1.35,4.15,8.5,1.31,4.3,9.7,1.45,3.6,5.8,1.3,4,9,1.36,4,9,1.33,4,8,1.79,1.9,1.9,1.9,1.81,1.66,-1.5,1.88,1.96,-1.25,1.85,2.05,-1.25,,,,,
I1,05/12/04,Lecce,Livorno,3,2,H,1,2,A,1.9,3.1,3.75,1.9,3.15,3.9,1.87,3.15,4,1.85,3,3.8,1.91,3,3.75,1.91,3.1,4,1.83,2.87,4.33,1.75,1.95,1.7,2.1,1.87,1.76,-0.5,1.92,1.92,-0.5,1.95,1.95,-0.5,,,,,
I1,05/12/04,Palermo,Atalanta,1,0,H,1,0,H,1.5,3.25,7,1.5,3.4,7,1.51,3.4,7,1.6,3.3,4.8,1.5,3.2,7,1.53,3.3,7,1.53,3.25,6,2.05,1.65,2.15,1.66,1.51,2.29,-0.5,2.1,1.74,-1,1.825,2.075,-0.75,,,,,
I1,05/12/04,Reggina,Brescia,1,3,A,0,2,A,1.9,2.9,4,2.05,2.75,4,2.1,2.75,3.8,2,2.8,3.6,1.91,3,3.75,2,2.88,4,2,2.8,3.75,2.15,1.6,2.3,1.6,2.1,1.6,-0.5,2.1,1.74,-0.5,1.8,2.1,-0.25,,,,,
I1,05/12/04,Roma,Sampdoria,1,1,D,0,0,D,1.72,3.3,5,1.73,3.2,4.75,1.75,3.1,5,1.75,3.2,4,1.73,3.2,4.33,1.75,3.2,4.75,1.8,2.9,4.5,1.85,1.85,2,1.8,1.75,1.91,-0.5,1.84,2,-0.5,1.85,2.05,-0.5,,,,,
I1,05/12/04,Udinese,Siena,1,0,H,1,0,H,1.57,3.2,6,1.58,3.1,6.85,1.57,3.15,6.8,1.5,3.4,5.6,1.62,3.25,5,1.53,3.25,7,1.57,3.1,6,1.95,1.75,2.05,1.75,1.57,2.15,-0.5,1.92,1.92,-1,1.95,1.95,-1,,,,,
I1,11/12/04,Atalanta,Udinese,0,1,A,0,1,A,3,3,2.25,2.95,2.95,2.35,3,3,2.3,2.9,2.8,2.3,3,2.88,2.25,3,3.1,2.25,3,2.87,2.25,2,1.71,2.2,1.61,1.5,2.3,0.5,1.8,2.04,0.25,1.875,2.025,0.25,,,,,
I1,11/12/04,Lazio,Lecce,3,3,D,0,2,A,2.1,3.2,3.5,2,3.1,3.6,2.1,3.1,3.3,1.9,3.1,3.5,2,3,3.4,2.05,3.2,3.6,2,3.1,3.3,1.65,2.05,1.61,2.2,2.1,1.6,-0.5,2.12,1.72,-0.5,2.2,1.7,-0.5,,,,,
I1,12/12/04,Bologna,Juventus,0,1,A,0,0,D,6,3.4,1.61,6.5,3.3,1.55,6,3.25,1.6,4.6,3.2,1.65,6,3.2,1.57,6,3.4,1.62,6,3.25,1.53,1.95,1.75,2,1.72,2.11,1.6,0.5,2.1,1.74,0.75,2.15,1.75,0.75,,,,,
I1,12/12/04,Brescia,Roma,0,1,A,0,0,D,2.87,2.87,2.37,2.9,3,2.35,3,3.1,2.25,2.7,2.9,2.4,2.8,2.88,2.38,2.88,3,2.4,2.9,2.9,2.3,2,1.71,2,1.72,1.52,2.25,0.5,1.8,2.04,0.25,1.85,2.05,0.25
I1,12/12/04,Chievo,Palermo,2,1,H,2,0,H,2.37,2.8,2.87,2.55,2.7,3,2.4,2.75,3.1,2.4,2.7,2.9,2.38,2.8,2.88,2.38,2.8,3.1,2.3,2.8,3,2.25,1.55,2.2,1.61,2.4,1.46,-0.5,1.88,1.96,0,1.85,2.05,0
I1,12/12/04,Livorno,Parma,2,0,H,1,0,H,2.25,2.87,3.1,2.4,2.85,3,2.35,2.9,3,2.1,2.9,3.2,2.2,3,3,2.3,2.9,3.1,2.25,2.87,3,2.05,1.65,2.2,1.61,2.35,1.47,-0.5,2.06,1.78,-0.25,2.075,1.825,-0.25
I1,12/12/04,Milan,Fiorentina,6,0,H,2,0,H,1.44,3.5,7.5,1.4,3.65,9,1.4,3.8,8,1.4,3.7,6.5,1.33,3.75,9,1.4,4,7.5,1.36,3.75,8,2,1.71,2,1.72,2.02,1.52,-1.5,2.14,1.7,-1.25,1.925,1.975,-1
I1,12/12/04,Reggina,Cagliari,3,2,H,1,1,D,2.3,2.9,3,2.35,2.85,3.05,2.4,2.75,3.1,2.2,2.8,3.1,2.25,3,2.88,2.38,2.9,3,2.25,2.87,3,1.85,1.85,2,1.72,2.4,1.46,-0.5,2.04,1.8,-0.25,2.075,1.825,-0.25
I1,12/12/04,Sampdoria,Messina,1,0,H,1,0,H,1.66,3,5.5,1.7,3,5.5,1.7,3.1,5.25,1.7,3.1,4.4,1.67,2.88,5.5,1.7,3,5.5,1.72,2.9,5,2.05,1.65,2.2,1.61,1.7,1.95,-0.5,1.84,2,-0.75,1.9,2,-0.75
I1,12/12/04,Siena,Inter,2,2,D,1,1,D,5.5,3.4,1.57,6,3.45,1.55,6,3.25,1.6,5,3.2,1.6,6,3,1.62,5.5,3.3,1.62,6,3.1,1.57,1.75,1.95,1.72,2,2.19,1.6,0.5,2.1,1.74,0.75,1.85,2.05,1
I1,18/12/04,Juventus,Milan,0,0,D,0,0,D,2.5,2.87,3,2.4,2.8,3.1,2.35,2.85,3.1,2.2,2.8,3.1,2.25,2.88,3,2.38,3,3.1,2.3,2.8,3,2.15,1.6,2.25,1.61,2.35,1.48,-0.5,1.8,2.04,0,1.8,2.1,0
I1,19/12/04,Bologna,Reggina,2,0,H,1,0,H,1.9,2.9,4,1.85,3,4.35,1.9,3,4.15,2,3,3.3,1.91,3,3.75,1.95,3,4,1.9,3,3.75,2.05,1.65,2.2,1.65,1.9,1.74,-0.5,1.88,1.96,-0.5,1.825,2.075,-0.5
I1,19/12/04,Fiorentina,Chievo,2,0,H,1,0,H,1.9,2.9,4,2,2.8,4.1,1.95,2.95,4,2,2.9,3.4,1.8,3,4.33,1.91,3.1,4,2,2.87,3.6,2,1.71,2.15,1.66,1.95,1.7,-0.5,1.98,1.86,-0.5,2.075,1.825,-0.5
I1,19/12/04,Inter,Brescia,1,0,H,1,0,H,1.36,3.75,9,1.33,4,10,1.35,4,9,1.4,3.7,6.5,1.36,3.75,8,1.36,3.75,10,1.4,3.3,9,1.6,2.15,1.65,2.2,1.93,1.57,-1.5,2.04,1.8,-1.5,2.075,1.825,-1.5
I1,19/12/04,Lecce,Sampdoria,1,4,A,0,1,A,2.25,3.1,2.87,2.3,3.15,2.85,2.2,3.1,3.1,2.2,2.9,3,2.2,3,3,2.25,3.1,3,2.1,3,3.2,1.71,2,1.7,2.1,2.2,1.55,-0.5,1.98,1.86,-0.25,2.05,1.85,-0.25
I1,19/12/04,Palermo,Cagliari,3,0,H,3,0,H,1.8,3,4.33,1.85,2.95,4.5,1.9,2.95,4.25,1.85,2.9,4,1.91,3,3.75,1.85,3,4.33,1.95,2.87,3.8,1.95,1.75,1.95,1.85,1.9,1.74,-0.5,,,,1.925,1.975,-0.5
I1,19/12/04,Roma,Parma,5,1,H,2,1,H,1.53,3.4,6,1.5,3.8,6,1.52,3.6,6,1.6,3.3,4.8,1.53,3.25,6,1.53,3.5,6,1.53,3.5,5.5,1.79,1.9,1.85,1.95,1.52,2.25,-0.5,2.02,1.82,-1,2.025,1.875,-1
I1,19/12/04,Siena,Livorno,1,1,D,1,0,H,2.2,2.8,3.25,2.25,2.8,3.35,2.25,2.85,3.25,2.2,2.7,3.2,2.25,2.88,3,2.25,2.88,3.25,2.25,2.8,3.1,1.95,1.75,2,1.8,2.25,1.52,-0.5,1.92,1.92,-0.25,2,1.9,-0.25
I1,19/12/04,Udinese,Lazio,3,0,H,3,0,H,1.72,3,5,1.75,3,5.1,1.75,3.1,4.9,1.9,3,3.6,1.73,3.2,4.33,1.8,3.1,4.5,1.8,2.9,4.5,1.85,1.85,1.9,1.9,1.75,1.9,-0.5,1.9,1.94,-0.5,1.825,2.075,-0.5
I1,06/01/05,Atalanta,Fiorentina,1,0,H,0,0,D,2.87,2.87,2.37,2.85,2.9,2.45,2.9,2.8,2.5,3,2.7,2.3,3,2.88,2.25,3,2.88,2.4,3.1,2.75,2.3,2.15,1.6,2.37,1.53,1.42,2.5,0.5,1.94,1.9,0,1.975,1.925,0,
I1,06/01/05,Brescia,Bologna,1,1,D,0,1,A,2.25,2.75,3.25,2.25,2.8,3.4,2.2,2.85,3.4,2.2,2.7,3.2,2.1,3,3.2,2.2,3,3.2,2.15,2.8,3.3,2.15,1.6,2.25,1.57,2.2,1.55,-0.5,2.02,1.82,-0.25,2.075,1.825,-0.25,
I1,06/01/05,Cagliari,Messina,2,1,H,0,1,A,1.8,3,4.33,1.85,3,4.4,1.85,3,4.4,1.85,3,3.8,1.73,3.2,4.33,1.8,3.1,4.5,1.83,2.87,4.33,1.85,1.85,1.7,2.1,1.85,1.78,-0.5,1.82,2.02,-0.5,1.825,2.075,-0.5,
I1,06/01/05,Chievo,Siena,1,3,A,0,1,A,1.8,3,4.33,1.75,3.05,5,1.8,3,4.75,1.8,3,4,1.73,3.2,4.33,1.75,3.1,4.8,1.72,3,4.8,2.05,1.65,2.15,1.66,1.8,1.84,-0.5,1.82,2.02,-0.5,1.85,2.05,-0.5,
I1,06/01/05,Lazio,Roma,3,1,H,1,0,H,3.1,3,2.37,3.2,2.9,2.25,3.1,3,2.25,3.3,2.8,2.1,2.88,3,2.25,3.25,3,2.3,2.9,2.8,2.37,1.85,1.85,2,1.8,1.52,2.25,0.5,1.98,1.86,0.25,1.975,1.925,0.25,
I1,06/01/05,Livorno,Inter,0,2,A,0,1,A,5,3,1.72,5.5,3.05,1.7,5,3.2,1.7,4.4,3,1.75,5,2.88,1.73,5,3,1.75,5,2.7,1.8,1.71,2,1.8,2,1.95,1.7,0.5,1.8,2.04,0.75,1.8,2.1,0.75,
I1,06/01/05,Milan,Lecce,5,2,H,2,0,H,1.28,4.5,8.5,1.22,5.5,10,1.3,4.45,9.5,1.3,4.2,8,1.25,4.5,10,1.29,4.5,10,1.3,4,9.5,1.55,2.25,1.53,2.37,1.3,3.03,-0.5,1.76,2.08,-1.25,1.775,2.125,-1.25,
I1,06/01/05,Parma,Juventus,1,1,D,0,0,D,6,3.2,1.57,5.5,3.4,1.6,5.5,3.2,1.65,4.4,3.1,1.7,6,3.2,1.57,6,3.3,1.57,6,3,1.6,1.85,1.85,2.1,1.7,2.02,1.65,0.5,2,1.84,0.75,2,1.9,0.75,
I1,06/01/05,Reggina,Palermo,1,0,H,1,0,H,2.3,2.87,3,2.35,2.8,3.15,2.35,2.75,3.2,2.4,2.7,2.9,2.1,3,3.2,2.3,2.8,3.25,2.2,2.75,3.25,2.15,1.6,2.2,1.61,2.35,1.48,-0.5,1.94,1.9,-0.25,1.975,1.925,-0.25,
I1,06/01/05,Sampdoria,Udinese,2,0,H,0,0,D,2.3,2.87,3,2.35,2.8,3.15,2.3,2.9,3.1,2.3,2.9,2.8,2.38,2.88,2.8,2.3,2.9,3.1,2.3,2.75,3.1,2.15,1.6,2.25,1.57,2.3,1.5,-0.5,2.1,1.74,-0.25,2.2,1.7,-0.25,
