Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,,,,,
SP1,30/10/04,Ath Bilbao,Barcelona,1,1,D,1,1,D,4,3.25,1.9,4,3.2,1.85,4,3.3,1.9,3.5,3.1,1.9,4,3.2,1.8,3.75,3.25,1.91,3.6,3.1,1.9,1.79,1.9,1.95,1.85,1.81,1.9,0.5,2,1.84,0.5,2.025,1.875,0.5,,,,,
SP1,30/10/04,Valencia,Ath Madrid,1,1,D,0,0,D,1.8,3.1,5,1.7,3.4,4.55,1.75,3.3,4.85,1.7,3.2,4.2,1.67,3.2,5,1.73,3.4,4.5,1.66,3.3,4.5,1.9,1.79,2.05,1.75,2,1.8,-0.75,2,1.84,-0.75,2.1,1.8,-0.75,,,,,
SP1,31/10/04,Betis,Malaga,1,1,D,1,1,D,1.83,3.25,3.75,1.85,3.25,3.95,1.95,3.25,3.85,1.85,3.1,3.6,1.8,3.2,4,1.91,3.2,3.8,1.9,3,3.75,1.95,1.75,2.15,1.66,1.95,1.76,-0.5,1.98,1.86,-0.5,2.025,1.875,-0.5,,,,,
SP1,31/10/04,Espanol,Villarreal,0,0,D,0,0,D,2,3.25,3.25,2,3.25,3.4,2.1,3.25,3.4,2,3.1,3.2,1.83,3,4,2.1,3.2,3.25,1.9,3.1,3.6,2.05,1.65,2.15,1.66,1.8,2,-0.25,1.84,2,-0.25,1.8,2.1,-0.25,,,,,
SP1,31/10/04,La Coruna,Albacete,0,0,D,0,0,D,1.44,3.75,6.5,1.4,4,7.25,1.47,3.75,7.5,1.45,3.8,5.4,1.4,3.75,7,1.44,3.75,7,1.44,3.6,6.5,1.85,1.85,2,1.8,2.03,1.77,-1.25,2.06,1.78,-1.25,2.075,1.825,-1.25,,,,,
SP1,31/10/04,Mallorca,Santander,1,2,A,0,1,A,2,3.25,3.25,2,3.25,3.4,2.1,3.2,3.4,2.1,3,3.1,2.1,3.2,3,2.1,3.2,3.25,1.95,3.1,3.5,2,1.71,2.1,1.7,1.8,2,-0.25,1.8,2.04,-0.25,1.85,2.05,-0.25,,,,,
SP1,31/10/04,Numancia,Sociedad,0,2,A,0,0,D,2.37,3.2,2.62,2.35,3.2,2.75,2.5,3.2,2.75,2.4,2.9,2.7,2.25,3.2,2.75,2.4,3.2,2.7,2.3,3.1,2.75,1.95,1.75,2.15,1.66,1.85,1.95,0,1.84,2,0,1.85,2.05,0,,,,,
SP1,31/10/04,Osasuna,Levante,0,1,A,0,1,A,1.83,3.25,3.75,1.8,3.3,4.1,1.85,3.3,4.25,1.8,3.1,3.8,1.8,3.25,3.75,1.75,3.3,4.5,1.8,3.25,3.8,1.85,1.85,2.05,1.75,1.85,1.86,-0.5,1.8,2.04,-0.5,1.8,2.1,-0.5,,,,,
SP1,31/10/04,Real Madrid,Getafe,2,0,H,1,0,H,1.2,5,12,1.2,5.5,11.5,1.2,5.85,13,1.2,5,10,1.2,5,11,1.2,5.5,12,1.16,5.5,12,1.6,2.15,1.61,2.25,1.9,1.9,-1.75,1.94,1.9,-1.75,1.975,1.925,-1.75,,,,,
SP1,31/10/04,Zaragoza,Sevilla,3,0,H,2,0,H,2.25,3.25,2.75,2,3.25,3.4,2.35,3.25,2.9,2.3,2.9,2.8,2.25,3.2,2.75,2.3,3.2,2.88,2.3,3.1,2.75,1.9,1.79,2.1,1.7,2.05,1.75,-0.25,2.12,1.72,-0.25,1.725,2.175,0,,,,,
SP1,06/11/04,Albacete,Betis,0,0,D,0,0,D,2.2,3.25,2.8,2.2,3.2,3,2.2,3.3,3.1,2.2,2.9,3,2.2,3,3,2.25,3.25,2.9,2.15,3.2,2.9,2.05,1.65,2.2,1.65,2,1.8,-0.25,2,1.84,-0.25,2.025,1.875,-0.25,,,,,
SP1,06/11/04,Barcelona,La Coruna,2,1,H,2,1,H,1.53,3.6,7,1.55,3.5,5.75,1.61,3.45,5.85,1.6,3.4,4.6,1.57,3.25,5.5,1.57,3.6,5.5,1.57,3.3,5.5,1.75,1.95,1.95,1.85,1.75,2.05,-0.75,1.72,2.12,-0.75,1.725,2.175,-0.75,,,,,
SP1,07/11/04,Ath Madrid,Zaragoza,1,1,D,0,1,A,1.8,3.25,4,1.85,3.25,3.95,1.85,3.3,4.3,1.8,3.1,3.8,1.8,3.2,4,1.83,3.3,4,1.72,3.2,4.33,2,1.71,2.15,1.66,1.85,1.87,-0.5,1.88,1.96,-0.5,1.925,1.975,-0.5,,,,,
SP1,07/11/04,Getafe,Valencia,1,0,H,1,0,H,3.5,3.25,1.9,3.75,3.25,1.9,3.55,3.35,2,3.6,3,1.9,3.2,3.2,2,3.5,3.2,2,3.5,3.2,1.9,1.85,1.85,2,1.8,1.72,2,0.5,1.94,1.9,0.5,1.925,1.975,0.5,,,,,
SP1,07/11/04,Levante,Ath Bilbao,1,0,H,0,0,D,2,3.25,3.25,2,3.25,3.4,2.05,3.25,3.5,2,3,3.3,1.91,3.2,3.5,2.1,3.1,3.3,2.15,3.1,3,1.85,1.85,2.1,1.7,1.85,1.95,-0.25,1.86,1.98,-0.25,1.925,1.975,-0.25,,,,,
SP1,07/11/04,Malaga,Real Madrid,0,2,A,0,1,A,3.25,3.25,2,3.7,3.4,1.85,3.65,3.3,1.97,3.3,3,2,3.2,3.2,2,3.5,3.2,2,3,3.2,2.1,1.85,1.85,2.05,1.75,1.73,1.97,0.5,1.74,2.1,0.5,1.775,2.125,0.5,,,,,,
SP1,07/11/04,Santander,Numancia,2,0,H,0,0,D,1.66,3.4,4.5,1.75,3.35,4.3,1.7,3.35,5.1,1.65,3.3,4.4,1.67,3.25,4.5,1.67,3.4,5,1.7,3.2,4.5,2,1.71,2.05,1.75,1.9,1.9,-0.75,1.9,1.94,-0.75,1.925,1.975,-0.75,,,,,,
SP1,07/11/04,Sevilla,Mallorca,1,1,D,0,0,D,1.5,3.5,6,1.45,3.8,6.7,1.55,3.5,6.5,1.45,3.8,5.4,1.5,3.4,6,1.5,3.75,6,1.53,3.4,5.5,1.85,1.85,2,1.8,1.95,1.85,-1,2,1.84,-1,2,1.9,-1,,,,,,
SP1,07/11/04,Sociedad,Espanol,0,2,A,0,0,D,2,3.25,3.25,1.95,3.25,3.55,2.05,3.3,3.5,1.9,3,3.6,1.83,3.2,3.75,2.1,3.1,3.3,2,3.1,3.3,2.05,1.65,2.2,1.65,1.75,2.05,-0.25,1.72,2.12,-0.25,1.775,2.125,-0.25,,,,,,
SP1,07/11/04,Villarreal,Osasuna,3,0,H,2,0,H,1.83,3.25,3.75,1.85,3.25,3.95,1.85,3.3,4.2,1.85,3.1,3.6,1.73,3.2,4.33,1.91,3.25,3.75,1.9,3,3.75,1.95,1.75,2.2,1.65,1.85,1.85,-0.5,1.88,1.96,-0.5,1.9,2,-0.5,,,,,,
SP1,13/11/04,Ath Bilbao,Villarreal,2,1,H,0,0,D,2.1,3.25,3,2.1,3.2,3.2,2.15,3.2,3.3,2.2,2.9,3,1.91,3,3.75,2.2,3.1,3.1,1.95,3.2,3.3,1.9,1.79,2.2,1.65,1.85,1.95,-0.25,1.84,2,-0.25,1.825,2.075,-0.25,,,,,,
SP1,13/11/04,Espanol,Santander,2,1,H,1,0,H,1.8,3.25,4,1.8,3.3,4.1,1.85,3.3,4.3,1.8,3.1,3.8,1.8,3.2,4,1.85,3.25,4,1.72,3.2,4.33,2.05,1.65,2.25,1.61,1.85,1.87,-0.5,1.84,2,-0.5,1.9,2,-0.5,,,,,,
SP1,13/11/04,Getafe,Malaga,1,0,H,0,0,D,2.1,3.25,3,2,3.25,3.4,2.25,3.15,3.2,2.2,3,2.9,2,3.2,3.2,2.2,3.2,3,2.05,3.1,3.2,2,1.71,2.15,1.66,1.95,1.85,-0.25,1.96,1.88,-0.25,1.975,1.925,-0.25,,,,,,
SP1,13/11/04,La Coruna,Levante,1,0,H,0,0,D,1.66,3.6,5,1.7,3.4,4.55,1.7,3.4,5.1,1.7,3.2,4.2,1.73,3.2,4.33,1.62,3.5,5.2,1.61,3.3,5,1.85,1.85,1.9,1.9,1.9,1.9,-0.75,1.96,1.88,-0.75,1.975,1.925,-0.75,,,,,,
SP1,13/11/04,Numancia,Sevilla,2,1,H,0,0,D,2.8,3.25,2.2,3.05,3.2,2.15,3.35,3.25,2.1,2.9,3,2.2,3,3.2,2.1,3,3.25,2.2,2.9,3,2.25,2.05,1.65,2.2,1.65,2,1.8,0.25,2,1.84,0.25,2,1.9,0.25,,,,,,
SP1,13/11/04,Osasuna,Sociedad,1,0,H,0,0,D,2.1,3.25,3,1.95,3.25,3.55,2.1,3.2,3.5,2.2,2.9,3,1.91,3.2,3.5,2.1,3.2,3.25,2,3.1,3.3,1.95,1.75,2.05,1.75,2.1,1.67,-0.5,2.1,1.74,-0.5,2.15,1.75,-0.5,,,,,,
SP1,13/11/04,Valencia,Zaragoza,0,0,D,0,0,D,1.72,3.25,4.33,1.6,3.5,5.2,1.73,3.4,4.75,1.7,3.2,4.2,1.73,3.2,4.33,1.67,3.4,5,1.61,3.3,5,1.9,1.79,2.05,1.75,1.95,1.85,-0.75,2.02,1.82,-0.75,2.075,1.825,-0.75,,,,,,
SP1,14/11/04,Betis,Barcelona,2,1,H,0,0,D,4.5,3.4,1.8,4.3,3.35,1.75,4.5,3.4,1.77,3.8,3,1.85,4.33,3.2,1.73,4.33,3.25,1.8,4,3.1,1.8,1.9,1.79,2,1.8,1.94,1.77,0.5,1.76,2.08,0.75,1.85,2.05,0.75,,,,,,
SP1,14/11/04,Mallorca,Ath Madrid,1,1,D,1,0,H,2.37,3.2,2.62,2.55,3.2,2.5,2.5,3.1,2.8,2.7,3,2.3,2.38,3,2.75,2.5,3.2,2.6,2.5,3.1,2.5,2.05,1.65,2.15,1.66,1.75,2.05,0,1.72,2.12,0,1.75,2.15,0,,,,,,
SP1,14/11/04,Real Madrid,Albacete,6,1,H,3,1,H,1.25,5.5,10,1.3,4.7,8.25,1.26,5.3,10.5,1.25,4.5,9,1.25,4.5,10,1.22,5.25,11,1.22,5,9.5,1.71,2,1.66,2.15,1.85,1.95,-1.5,1.92,1.92,-1.5,2,1.9,-1.5,,,,,,
SP1,20/11/04,Barcelona,Real Madrid,3,0,H,2,0,H,2.2,3.2,3.25,2.15,3.25,3.05,2.2,3.2,3.25,2.1,2.9,3.2,2,3.2,3.2,2.1,3.25,3.2,2.1,3,3.2,1.75,1.95,1.9,1.9,1.95,1.85,-0.25,1.9,1.94,-0.25,1.95,1.95,-0.25,,,,,,
SP1,20/11/04,Malaga,Valencia,0,2,A,0,1,A,2.6,3.2,2.4,2.7,3.2,2.4,2.6,3.2,2.6,2.9,3,2.2,2.5,3.2,2.5,2.6,3.2,2.5,2.5,3.1,2.5,2.05,1.65,2.2,1.65,2.05,1.7,0,1.74,2.1,0.25,1.75,2.15,0.25,,,,,,
SP1,20/11/04,Villarreal,La Coruna,0,2,A,0,1,A,2.25,3.2,2.8,2.3,3.2,2.8,2.3,3.2,3,2.3,2.9,2.8,2.2,3.2,2.8,2.3,3.2,2.88,2.25,3.1,2.8,1.9,1.79,2.1,1.7,1.75,2.05,0,1.74,2.1,0,2.1,1.8,-0.25,,,,,,
SP1,21/11/04,Albacete,Getafe,1,1,D,0,0,D,2,3.2,3.3,2,3.25,3.4,2,3.2,3.7,1.8,3.1,3.8,2,3.2,3.2,2,3.2,3.5,1.83,3.2,3.75,2.05,1.65,2.25,1.61,2,1.72,-0.5,2.04,1.8,-0.5,2.075,1.825,-0.5,,,,,,
SP1,21/11/04,Ath Madrid,Numancia,2,0,H,0,0,D,1.5,3.5,6,1.45,3.8,6.7,1.5,3.8,6.6,1.5,3.5,5.4,1.53,3.5,5.5,1.5,3.75,6,1.44,3.6,6.5,2,1.71,2.1,1.7,1.85,1.95,-1,1.88,1.96,-1,1.9,2,-1,,,,,,
SP1,21/11/04,Levante,Betis,1,2,A,1,1,D,2.1,3.2,3.1,1.95,3.25,3.55,2.15,3.2,3.35,2.1,2.9,3.2,2.1,3.2,3,2.1,3.25,3.2,2.15,3.2,2.9,2.05,1.65,2.2,1.65,1.85,1.95,-0.25,1.86,1.98,-0.25,1.875,2.025,-0.25,,,,,,
SP1,21/11/04,Santander,Osasuna,1,1,D,0,1,A,2.1,3.2,3.1,1.9,3.25,3.75,2.1,3.2,3.5,2.2,2.9,3,1.91,3.2,3.5,2,3.2,3.5,2.05,3.2,3.1,2.05,1.65,2.25,1.61,1.75,2.05,-0.25,1.76,2.08,-0.25,1.8,2.1,-0.25,,,,,,
SP1,21/11/04,Sevilla,Espanol,1,0,H,1,0,H,1.9,3.2,3.6,1.9,3.25,3.75,1.91,3.3,4,1.9,3.1,3.5,1.91,3.2,3.5,1.91,3.25,3.75,1.83,3.2,3.75,2,1.71,2.15,1.66,1.91,1.81,-0.5,1.92,1.92,-0.5,1.925,1.975,-0.5,,,,,,
SP1,21/11/04,Sociedad,Ath Bilbao,3,2,H,0,2,A,2.25,3.2,3.1,2.1,3.2,3.2,2.25,3.2,3.1,2.2,2.9,3,2.1,3.2,3,2.2,3.2,3,2.15,2.9,3.2,2.05,1.65,2.15,1.66,1.95,1.85,-0.25,1.96,1.88,-0.25,1.975,1.925,-0.25,,,,,,
SP1,21/11/04,Zaragoza,Mallorca,0,1,A,0,1,A,1.66,3.4,4.5,1.6,3.5,5.2,1.73,3.4,4.85,1.7,3.2,4.2,1.62,3.25,5,1.67,3.4,5,1.61,3.3,5,1.95,1.75,2,1.8,1.95,1.75,-0.75,1.72,2.12,-0.5,2,1.9,-0.75,,,,,,
SP1,27/11/04,Ath Bilbao,Santander,3,0,H,2,0,H,1.9,3.25,3.5,1.95,3.25,3.55,1.9,3.3,4,1.85,3.1,3.6,1.8,3.2,4,1.91,3.25,3.75,1.83,3.2,3.75,2,1.71,2.15,1.66,1.9,1.81,-0.5,1.88,1.96,-0.5,1.9,2,-0.5,,,,,,
SP1,27/11/04,Espanol,Ath Madrid,2,1,H,0,0,D,2.25,3.2,3.1,2,3.25,3.4,2.2,3.25,3.15,2.1,3,3.1,2,3.2,3.2,2.2,3.1,3.1,2.05,3.1,3.2,2.05,1.65,2.4,1.53,1.95,1.85,-0.25,1.94,1.9,-0.25,1.975,1.925,-0.25,,,,,,
SP1,27/11/04,Getafe,Barcelona,1,2,A,0,2,A,5.5,3.4,1.57,5.2,3.5,1.6,5.5,3.4,1.65,4.4,3.3,1.65,6,3.4,1.5,5.5,3.6,1.57,5.5,3.3,1.57,1.95,1.75,2,1.8,1.9,1.9,0.75,,,,1.875,1.975,1,,,,,,
SP1,28/11/04,Betis,Villarreal,2,1,H,2,0,H,1.83,3.1,4,1.85,3.25,3.95,1.93,3.2,4,1.9,3.1,3.5,1.73,3.2,4.33,1.91,3.1,4,1.8,3.1,4,2,1.71,2.2,1.65,1.93,1.78,-0.5,1.7,2.14,-0.25,2.05,1.85,-0.5,,,,,,
SP1,28/11/04,La Coruna,Sociedad,2,2,D,2,1,H,1.57,3.4,5.5,1.55,3.55,5.7,1.65,3.4,5.5,1.55,3.5,4.8,1.62,3.25,5,1.57,3.6,5.5,1.61,3.3,5,1.95,1.75,2.1,1.7,1.9,1.9,-0.75,1.92,1.92,-0.75,1.95,1.95,-0.75,,,,,,
SP1,28/11/04,Malaga,Albacete,0,2,A,0,1,A,1.9,3.25,3.5,1.8,3.3,4.1,1.93,3.2,4,1.9,3.1,3.5,1.8,3.25,3.75,1.83,3.25,4.2,1.72,3.2,4.33,2.05,1.65,2.2,1.65,1.87,1.84,-0.5,1.82,2.02,-0.5,1.85,2.05,-0.5,,,,,,
SP1,28/11/04,Numancia,Zaragoza,2,1,H,2,1,H,2.5,3.2,2.5,2.4,3.2,2.7,2.55,3.2,2.65,2.6,2.8,2.6,2.5,3.2,2.5,2.6,3.2,2.5,2.4,3.1,2.6,2.15,1.6,2.37,1.55,1.9,1.9,0,1.96,1.88,0,1.95,1.95,0,,,,,,
SP1,28/11/04,Osasuna,Sevilla,4,1,H,1,1,D,2.25,3.2,2.8,2.15,3.2,3.1,2.2,3.25,3.15,2.1,3,3.1,2.1,3.2,3,2.3,3.2,2.88,2.15,3.1,3,2.05,1.65,2.25,1.61,1.95,1.85,-0.25,2.06,1.78,-0.25,2.1,1.8,-0.25,,,,,
SP1,28/11/04,Real Madrid,Levante,5,0,H,1,0,H,1.28,4.5,8.5,1.25,5.25,9,1.3,4.6,11,1.33,4,7.5,1.25,4.5,10,1.29,4.6,10,1.25,4.5,10,1.65,2.05,1.8,2,1.6,2.2,-1.25,2.06,1.78,-1.5,2.1,1.8,-1.5,,,,,
SP1,28/11/04,Valencia,Mallorca,2,0,H,1,0,H,1.5,3.5,6,1.4,4,7.25,1.57,3.25,7.5,1.45,3.8,5.4,1.57,3.25,5.5,1.44,3.8,7,1.53,3.5,5.5,1.85,1.85,2,1.8,1.95,1.78,-1,2.14,1.7,-1.25,1.8,2.1,-1,,,,,
SP1,04/12/04,Albacete,Valencia,0,1,A,0,0,D,3,3.25,2.1,3.1,3.2,2.15,3.15,3.25,2.2,2.9,3,2.2,3,3.2,2.1,3.1,3.1,2.2,3,3.1,2.15,2.05,1.65,2.25,1.61,1.9,1.9,0.25,1.88,1.96,0.25,1.9,2,0.25,,,,,
SP1,04/12/04,Barcelona,Malaga,4,0,H,2,0,H,1.22,5.5,13,1.25,5.25,9,1.25,5.3,11,1.2,5,10,1.17,5.5,12,1.2,5.5,12,1.22,5,9.5,1.71,2,1.75,2.05,1.8,2,-1.5,1.82,2.02,-1.5,1.8,2.1,-1.5,,,,,
SP1,04/12/04,Sociedad,Betis,1,0,H,1,0,H,2.25,3.25,2.75,2.1,3.2,3.2,2.35,3.1,3,2.3,2.8,2.9,2.25,3.2,2.75,2.38,3.2,2.75,2.2,3.1,2.87,1.95,1.75,2.1,1.7,2.05,1.77,-0.25,2.1,1.74,-0.25,2.125,1.775,-0.25,,,,,
SP1,05/12/04,Ath Madrid,Osasuna,3,2,H,2,1,H,1.8,3.25,4,1.8,3.3,4.1,1.85,3.3,4.3,1.85,3.1,3.6,1.8,3.2,4,1.85,3.25,4,1.72,3.2,4.33,2.05,1.65,2.2,1.65,1.85,1.87,-0.5,1.94,1.9,-0.5,1.925,1.975,-0.5,,,,,
SP1,05/12/04,Levante,Getafe,0,0,D,0,0,D,1.8,3.25,4,1.8,3.3,4.1,1.8,3.3,4.5,1.7,3.2,4.2,1.73,3.2,4.33,1.8,3.2,4.33,1.72,3.2,4.33,2.15,1.6,2.2,1.65,1.8,1.9,-0.5,1.8,2.04,-0.5,1.825,2.075,-0.5,,,,,
SP1,05/12/04,Mallorca,Numancia,3,2,H,0,1,A,1.8,3.25,4,1.85,3.25,3.95,1.8,3.3,4.5,1.8,3.1,3.8,1.8,3.2,4,1.73,3.4,4.5,1.8,3.1,4,2,1.71,2.2,1.65,1.8,1.9,-0.5,1.76,2.08,-0.5,1.75,2.15,-0.5,,,,,
SP1,05/12/04,Santander,La Coruna,2,2,D,1,0,H,2.6,3.2,2.4,2.8,3.2,2.3,2.65,3.25,2.55,2.8,2.9,2.3,2.6,3.2,2.38,2.8,3.1,2.4,2.6,3.1,2.4,2.05,1.65,2.15,1.66,2.05,1.77,0,2.08,1.76,0,2.075,1.825,0,,,,,
SP1,05/12/04,Sevilla,Ath Bilbao,2,0,H,0,0,D,1.8,3.25,4,1.7,3.4,4.55,1.85,3.3,4.3,1.7,3.1,4.4,1.73,3.2,4.33,1.8,3.3,4.2,1.72,3.2,4.33,1.95,1.75,2.05,1.75,1.85,1.87,-0.5,1.92,1.92,-0.5,1.95,1.95,-0.5,,,,,
SP1,05/12/04,Villarreal,Real Madrid,0,0,D,0,0,D,3.5,3.25,1.9,3.4,3.15,2.05,3.5,3.25,2.05,3.3,3,2,3.2,3.2,2,3.5,3.2,2,3,3.2,2.1,1.85,1.85,2,1.8,1.95,1.85,0.25,1.92,1.92,0.25,1.7,2.2,0.5,,,,,
SP1,05/12/04,Zaragoza,Espanol,0,1,A,0,1,A,2.2,3.25,2.8,2.1,3.2,3.2,2.2,3.25,3.15,2.2,3,2.9,2.1,3.2,3,2.2,3.25,3,2.1,3.1,3.1,2,1.71,2.05,1.75,1.9,1.9,-0.25,1.92,1.92,-0.25,1.95,1.95,-0.25,,,,,
SP1,11/12/04,Albacete,Barcelona,1,2,A,0,1,A,6,3.4,1.61,5.75,3.55,1.55,5.75,3.4,1.63,4.4,3.3,1.65,6,3.4,1.5,5.5,3.6,1.62,5.5,3.3,1.57,1.85,1.85,2,1.72,1.8,2,1,1.8,2.04,1,1.85,2.05,1,,,,,
SP1,11/12/04,Ath Bilbao,Ath Madrid,1,0,H,1,0,H,2,3.25,3.25,2,3.3,3.35,2,3.3,3.6,2,3,3.3,1.8,3.2,4,2,3.25,3.4,1.9,3.2,3.5,1.95,1.75,2.1,1.66,2,1.72,-0.5,1.96,1.88,-0.5,2.025,1.875,-0.5,,,,,
SP1,12/12/04,Betis,Santander,2,1,H,1,0,H,1.72,3.25,4.33,1.75,3.35,4.3,1.77,3.3,4.75,1.75,3.2,4,1.67,3.25,4.5,1.73,3.4,4.5,1.7,3.3,4.33,1.9,1.79,2,1.72,1.77,1.95,-0.5,1.74,2.1,-0.5,1.75,2.15,-0.5,,,,,
SP1,12/12/04,Espanol,Mallorca,2,1,H,2,0,H,1.66,3.4,4.5,1.6,3.5,5.25,1.7,3.4,5.1,1.7,3.2,4.2,1.62,3.25,5,1.67,3.4,4.8,1.6,3.4,4.8,2.05,1.65,2.2,1.61,2,1.8,-0.75,2.04,1.8,-0.75,2.075,1.825,-0.75
SP1,12/12/04,Getafe,Villarreal,1,2,A,0,1,A,2.25,3.25,2.75,2.25,3.25,2.85,2.3,3.2,3,2.3,2.9,2.8,2.1,3.2,3,2.25,3.25,2.88,2.2,3.1,2.87,2,1.71,2.2,1.61,1.75,2.05,0,2.14,1.7,-0.25,1.825,2.075,0
SP1,12/12/04,La Coruna,Sevilla,2,2,D,0,1,A,1.83,3.1,4,1.8,3.35,4,1.95,3.3,3.8,1.65,3.3,4.4,1.83,3.2,3.75,1.83,3.3,4,1.83,3.2,3.75,1.85,1.85,2,1.72,1.95,1.77,-0.5,2,1.84,-0.5,2.05,1.85,-0.5
SP1,12/12/04,Malaga,Levante,1,0,H,0,0,D,2.2,3.1,3,2.1,3.25,3.15,2.25,3.2,3.1,2.3,3,2.7,2.1,3.2,3,2.2,3.2,3,2.1,3.2,3,2.05,1.65,2.2,1.61,1.95,1.85,-0.25,1.9,1.94,-0.25,1.95,1.95,-0.25
SP1,12/12/04,Osasuna,Zaragoza,2,2,D,1,1,D,1.9,3.25,3.5,1.75,3.35,4.3,1.95,3.2,4,1.85,3.1,3.6,1.73,3.2,4.33,1.91,3.25,3.75,1.8,3.3,3.75,1.9,1.79,2.1,1.66,1.95,1.78,-0.5,1.98,1.86,-0.5,2,1.9,-0.5
SP1,12/12/04,Valencia,Numancia,1,0,H,1,0,H,1.36,4,7.5,1.3,4.75,8.2,1.35,4.25,9.5,1.25,4.3,9.5,1.33,4,8,1.33,4.33,8.5,1.33,4,8,1.79,1.9,1.83,1.83,1.9,1.67,-1.5,2.08,1.76,-1.5,2.075,1.825,-1.5
SP1,18/12/04,Barcelona,Valencia,1,1,D,0,0,D,1.66,3.4,5.5,1.65,3.45,4.85,1.7,3.35,5.25,1.7,3.2,4.2,1.62,3.25,5,1.62,3.6,5.5,1.61,3.3,5,1.85,1.85,2,1.8,1.95,1.85,-0.75,2.02,1.82,-0.75,1.95,1.95,-0.75
SP1,18/12/04,Levante,Albacete,1,1,D,1,1,D,1.83,3.25,3.75,1.9,3.3,3.65,1.95,3.25,3.9,1.85,3.1,3.6,1.91,3.2,3.5,1.91,3.25,3.75,1.83,3.2,3.75,2.05,1.65,2.3,1.6,1.95,1.77,-0.5,2.02,1.82,-0.5,2.05,1.85,-0.5
SP1,18/12/04,Santander,Real Madrid,2,3,A,1,1,D,4,3.25,1.9,4,3.35,1.8,4,3.25,1.91,3.6,3.1,1.85,4,3.2,1.8,4,3.4,1.85,3.5,3.2,1.9,2,1.71,2,1.8,1.79,1.91,0.5,2,1.84,0.5,2.05,1.85,0.5
SP1,19/12/04,Ath Madrid,La Coruna,1,0,H,1,0,H,2.2,3.25,2.8,2.05,3.25,3.25,2.25,3.2,3.1,2.3,2.8,2.9,2,3.2,3.2,2.2,3.25,3,2.1,3.2,3,2,1.71,2.1,1.7,1.95,1.85,-0.25,1.96,1.88,-0.25,2.05,1.85,-0.25
SP1,19/12/04,Mallorca,Osasuna,1,2,A,0,2,A,2.2,3.25,2.8,2.1,3.3,3.1,2.2,3.25,3.15,2.2,2.9,3,2.2,3.2,2.8,2.2,3.25,3,2.2,3.1,2.87,1.95,1.75,2.1,1.7,1.8,2,-0.25,1.84,2,-0.25,1.8,2.1,-0.25
SP1,19/12/04,Numancia,Espanol,0,0,D,0,0,D,2.8,3.25,2.2,2.85,3.25,2.25,3,3.25,2.3,2.7,3,2.3,2.8,3.2,2.2,2.88,3.25,2.25,2.75,3.1,2.3,2.05,1.65,2.25,1.61,1.85,1.95,0.25,1.84,2,0.25,1.85,2.05,0.25
SP1,19/12/04,Sevilla,Betis,2,1,H,1,1,D,2.2,3,3.1,2.25,3.15,2.95,2.25,3,3.35,2.5,2.7,2.8,2.2,3,3,2.2,3,3.2,2.2,2.75,3.25,2.05,1.65,2.2,1.65,1.9,1.9,-0.25,,,,1.975,1.925,-0.25
SP1,19/12/04,Sociedad,Getafe,1,1,D,0,0,D,1.66,3.4,4.5,1.65,3.45,4.85,1.68,3.4,5.25,1.6,3.3,4.8,1.62,3.25,5,1.67,3.4,5,1.66,3.3,4.5,1.95,1.75,2.15,1.66,1.9,1.9,-0.75,1.86,1.98,-0.75,1.825,2.075,-0.75
SP1,19/12/04,Villarreal,Malaga,3,0,H,1,0,H,1.66,3.4,4.5,1.7,3.35,4.4,1.7,3.35,5.25,1.7,3.2,4.2,1.62,3.25,5,1.73,3.4,4.5,1.72,3.2,4.33,2.15,1.6,2.2,1.65,1.88,1.92,-0.75,1.88,1.96,-0.75,1.825,2.075,-0.75
SP1,19/12/04,Zaragoza,Ath Bilbao,0,2,A,0,0,D,2,3.25,3.25,2,3.3,3.35,2,3.25,3.7,2.1,2.9,3.2,1.91,3.2,3.5,2,3.2,3.5,1.9,3.2,3.5,1.95,1.75,2,1.8,2,1.73,-0.5,2.04,1.8,-0.5,2.1,1.8,-0.5
SP1,21/12/04,Barcelona,Levante,2,1,H,1,0,H,1.2,5,11,1.2,6,10,1.21,5.75,13,1.2,5,10,1.22,5,10,1.2,5.5,12,1.22,5,9.5,1.55,2.25,,,1.85,1.95,-1.75,1.92,1.92,-1.75,1.95,1.95,-1.75,
SP1,21/12/04,Betis,Ath Madrid,1,0,H,1,0,H,1.9,3.25,3.4,1.9,3.3,3.65,1.91,3.25,4,1.9,3.1,3.5,1.8,3.2,4,1.91,3.2,3.75,1.83,3.2,3.75,1.95,1.75,,,1.95,1.78,-0.5,1.96,1.88,-0.5,2.025,1.875,-0.5,
SP1,22/12/04,Albacete,Villarreal,2,2,D,1,2,A,2.25,3.2,2.75,2.45,3.15,2.65,2.45,3.25,2.75,2.4,2.9,2.7,2.25,3.2,2.75,2.3,3.2,2.8,2.25,3.2,2.75,2.05,1.65,,,2.2,1.6,-0.25,2.1,1.74,-0.25,1.85,2.05,0,
