Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
F1,20/09/09,Toulouse,Le Mans,2,0,H,1,0,H,19,19,7,6,10,17,4,11,0,2,0,0,1.75,3.4,5,1.8,3.2,4.25,1.75,3.25,4.75,1.8,3.25,4.5,1.73,3.2,4.33,1.75,3.2,4.6,1.7,3.2,4.5,1.8,3.2,5.25,1.7,3.25,4.5,1.73,3.3,4.75,32,1.83,1.75,3.45,3.27,6,4.97,28,2.5,2.32,1.63,1.56,17,-0.5,1.78,1.77,2.2,2.12
F1,26/09/09,Auxerre,Grenoble,2,0,H,0,0,D,11,9,5,4,17,19,5,5,0,1,1,1,1.67,3.4,6,1.7,3.1,5.2,1.65,3.4,5.25,1.65,3.4,5.5,1.62,3.25,5,1.65,3.25,5.25,1.57,3.3,5.5,1.62,3.4,7,1.57,3.4,5.5,1.62,3.4,5.5,33,1.7,1.64,3.63,3.39,7,5.84,29,2.5,2.37,1.6,1.53,19,-0.75,1.88,1.85,2.05,2.01
F1,26/09/09,Lorient,Paris SG,1,1,D,1,1,D,16,6,5,4,16,15,1,4,2,2,0,0,3.2,3,2.4,3.2,3,2.2,3.1,3,2.3,3.3,3.2,2.15,3,3,2.2,3,3,2.3,2.88,3,2.25,3.2,3.1,2.38,3.2,3,2.2,3,3,2.38,34,3.5,3.18,3.11,3.02,2.5,2.32,30,2.52,2.39,1.58,1.53,22,0,2.28,2.13,2.37,1.68
F1,26/09/09,Lyon,Toulouse,2,1,H,0,1,A,28,8,10,2,13,8,6,5,2,2,0,0,1.44,4,8.5,1.35,4,8.5,1.4,4,8,1.4,4.3,7.5,1.4,3.5,8,1.4,4,7.5,1.36,3.75,8,1.36,4.5,10,1.36,4,8,1.4,4.2,7.5,33,1.47,1.41,4.5,4.06,10,8.04,29,2.09,1.97,1.86,1.79,20,-1,1.86,1.79,2.15,2.06
F1,26/09/09,Monaco,St Etienne,1,2,A,0,1,A,8,8,3,2,16,20,7,2,2,1,0,0,1.8,3.1,4.6,1.8,3.1,4.5,1.75,3.25,4.75,1.8,3.3,4.5,1.73,3.1,4.5,1.7,3.3,4.75,1.7,3.2,4.5,1.83,3,5.5,1.67,3.25,5,1.7,3.4,4.75,33,1.83,1.76,3.45,3.27,5.77,4.99,29,2.38,2.25,1.65,1.59,19,-0.75,2.09,2.06,1.85,1.81
F1,26/09/09,Montpellier,Boulogne,1,0,H,0,0,D,22,5,2,0,16,20,9,3,1,3,0,0,1.7,3.4,5.5,1.7,3.2,5,1.7,3.3,5,1.75,3.4,4.8,1.67,3.1,5,1.7,3.25,4.8,1.7,3.2,4.5,1.6,3.5,6.5,1.7,3.3,4.33,1.67,3.4,5,31,1.73,1.68,3.57,3.35,6.5,5.41,27,2.35,2.22,1.69,1.6,18,-0.75,1.95,1.92,1.97,1.94
F1,26/09/09,Nancy,Sochaux,2,1,H,2,0,H,12,12,4,4,13,17,2,7,2,1,0,0,2,3.2,4,1.95,3,3.9,2,3,4,2,3.2,3.7,1.91,3,3.75,2,3,3.75,2,3,3.4,1.91,3.2,4.33,1.9,3.1,4,2,3.1,3.75,28,2.1,1.98,3.2,3.09,4.65,3.99,25,2.55,2.41,1.57,1.52,17,0,1.45,1.4,2.88,2.68
F1,26/09/09,Valenciennes,Marseille,3,2,H,2,2,D,8,12,5,6,18,10,4,6,3,2,0,0,4.75,3.3,1.8,4.8,3.2,1.72,4.75,3.25,1.75,5,3.4,1.7,4.5,3.1,1.73,4.8,3.25,1.7,4.5,3.2,1.7,5.25,3.5,1.7,4,3.2,1.8,4.75,3.3,1.73,33,5.5,4.83,3.52,3.29,1.84,1.76,29,2.25,2.12,1.75,1.67,19,0.5,2.15,2.08,1.83,1.8
F1,27/09/09,Bordeaux,Rennes,1,0,H,1,0,H,16,11,4,2,13,17,3,4,2,2,0,0,1.7,3.4,5.5,1.65,3.2,5.25,1.67,3.3,5.5,1.6,3.5,5.8,1.62,3.1,5.5,1.6,3.4,5.5,1.67,3.2,4.8,1.6,3.5,6.5,1.6,3.3,5.5,1.67,3.4,5,33,1.77,1.68,3.63,3.36,6.5,5.46,28,2.22,2.09,1.75,1.68,19,-0.75,2.03,1.98,1.9,1.88
F1,27/09/09,Le Mans,Lens,3,0,H,2,0,H,20,7,8,2,18,14,5,2,0,0,0,0,2.25,3.1,3.4,2.15,2.95,3.35,2.2,3,3.3,2.25,3.1,3.15,2.1,2.9,3.25,2.1,3,3.4,2.2,3,3,2,3.2,4,2.2,3,3.2,2.15,3,3.4,32,2.3,2.19,3.2,3.04,4,3.44,27,2.4,2.25,1.67,1.58,18,0,1.58,1.52,2.6,2.37
F1,27/09/09,Lille,Nice,1,1,D,0,0,D,14,8,4,1,25,21,7,2,2,2,0,0,1.62,3.6,6,1.6,3.3,5.7,1.6,3.4,6,1.65,3.4,5.5,1.62,3.1,5.5,1.6,3.3,5.75,1.57,3.3,5.5,1.67,3.25,6.5,1.57,3.3,6,1.62,3.4,5.5,33,1.67,1.6,3.75,3.48,6.85,6.12,28,2.35,2.22,1.66,1.6,18,-0.75,1.83,1.79,2.14,2.09
F1,03/10/09,Grenoble,Montpellier,2,3,A,0,2,A,17,9,7,3,25,25,8,8,2,2,0,0,2.9,3,2.6,2.55,3,2.65,2.7,3,2.6,2.95,3.1,2.4,2.62,2.88,2.5,2.7,3,2.5,2.62,2.9,2.5,3.2,3,2.4,2.8,2.9,2.5,3.1,3,2.3,30,3.23,2.95,3.09,2.96,2.62,2.48,23,2.5,2.43,1.53,1.5,14,0,2.22,2.06,1.8,1.72
F1,03/10/09,Lens,Lyon,0,2,A,0,1,A,11,12,5,2,14,16,2,0,1,2,0,0,5,3.4,1.75,4.25,3.4,1.75,4.5,3.2,1.8,4.3,3.4,1.8,4,3.2,1.8,4.3,3.2,1.8,4.33,3.3,1.7,5.5,3.5,1.7,4.33,3.2,1.8,4.75,3.3,1.73,29,5.5,4.73,3.55,3.35,1.83,1.76,22,2.2,2.1,1.7,1.66,13,0,3.95,3.44,1.29,1.26
F1,03/10/09,Nice,Valenciennes,3,2,H,0,1,A,14,4,7,3,20,24,11,1,4,2,0,1,2.3,3,3.4,2.1,3.1,3.3,2.3,3,3.1,2.2,3.1,3.3,2.2,3,3,2.2,3,3.2,2.15,3,3.1,2.2,3,3.6,2.2,3,3.2,2.3,3,3.1,30,2.4,2.25,3.19,3.03,3.6,3.28,24,2.37,2.23,1.65,1.58,15,0,1.64,1.58,2.39,2.26
F1,03/10/09,Paris SG,Nancy,1,1,D,1,1,D,21,6,4,3,13,17,7,2,1,0,0,0,1.57,3.5,7,1.5,3.5,6.8,1.55,3.5,6.5,1.55,3.7,6,1.53,3.25,6,1.55,3.5,6,1.53,3.5,5.5,1.67,3.25,6.5,1.53,3.4,6.5,1.57,3.5,6,31,1.67,1.57,3.79,3.52,7.5,6.39,24,2.38,2.16,1.7,1.62,14,0,1.19,1.16,4.85,4.38
F1,03/10/09,Rennes,Auxerre,0,1,A,0,1,A,10,12,3,5,17,15,6,1,4,5,1,0,1.62,3.5,6,1.55,3.4,6.25,1.6,3.4,6,1.6,3.5,5.7,1.57,3.25,5.5,1.6,3.4,5.5,1.57,3.5,5,1.62,3.5,6.5,1.6,3.3,5.5,1.62,3.4,5.5,30,1.67,1.62,3.73,3.46,6.94,5.84,24,2.5,2.28,1.62,1.56,14,0,1.22,1.19,4.85,4.15
F1,03/10/09,Sochaux,Le Mans,1,0,H,0,0,D,17,8,8,2,11,23,5,2,2,2,0,1,1.91,3.1,4.6,1.9,2.95,4.2,1.9,3.1,4.2,2,3.2,3.7,1.83,3,4,1.9,3.1,4,1.8,3.25,3.8,1.95,3.33,4,1.9,3,4,1.91,3.2,4,31,1.95,1.89,3.38,3.15,4.9,4.32,24,2.29,2.17,1.68,1.62,14,0,1.36,1.33,3.25,3.01
F1,03/10/09,St Etienne,Bordeaux,3,1,H,2,0,H,15,11,4,2,20,13,3,5,3,2,0,0,4,3.2,2,3.65,3.15,1.95,3.75,3.1,2,3.6,3.3,2,3.4,3,2,3.8,3.1,1.95,3.4,3.2,1.95,4.33,3.25,1.9,3.6,3,2,4,3.2,1.91,30,4.33,3.92,3.37,3.17,2.05,1.97,24,2.25,2.14,1.7,1.64,14,0,3,2.75,1.45,1.39
F1,04/10/09,Boulogne,Lille,2,3,A,2,1,H,10,14,5,5,19,18,6,11,3,1,0,0,3.75,3.1,2.1,3.35,3,2.1,3.4,3,2.15,3.3,3.1,2.2,3.2,3,2.1,3.4,3,2.1,3.4,3,2,3.6,3,2.2,3.4,2.9,2.1,3.4,3,2.15,29,4.1,3.64,3.22,3.04,2.2,2.1,23,2.5,2.33,1.62,1.54,14,0,2.85,2.52,1.5,1.46
F1,04/10/09,Marseille,Monaco,1,2,A,0,2,A,26,8,6,3,20,17,10,8,2,3,0,0,1.53,3.75,7,1.5,3.55,6.5,1.55,3.5,6.5,1.5,3.8,6.7,1.5,3.4,6,1.55,3.5,6,1.5,3.4,6,1.5,3.8,7.5,1.57,3.5,5.5,1.53,3.5,6.5,30,1.57,1.53,4,3.61,7.5,6.73,23,2.16,2.01,1.8,1.73,13,0,1.17,1.15,5.5,4.73
F1,04/10/09,Toulouse,Lorient,0,1,A,0,0,D,17,7,5,2,15,15,6,3,2,1,0,0,1.85,3.2,4.75,1.8,3.2,4.3,1.8,3.2,4.5,1.85,3.3,4.1,1.8,3.2,4,1.8,3.2,4.3,1.8,3.25,3.8,1.75,3.4,5,1.8,3.2,4,1.83,3.2,4.33,31,1.91,1.83,3.4,3.23,5,4.49,24,2.5,2.34,1.58,1.54,14,0,1.36,1.31,3.4,3.13
F1,17/10/09,Auxerre,Bordeaux,1,0,H,0,0,D,7,13,2,3,13,9,3,5,2,1,0,0,3.8,3.2,2.05,3.6,3.3,2,3.75,3.1,2,3.2,3.2,2.2,3.5,3,2,3.6,3.1,2,3.4,3,2,3.8,3.25,2.05,3.5,3.1,2,3.4,3.1,2.1,32,4.03,3.67,3.3,3.12,2.15,2.06,25,2.45,2.27,1.64,1.58,15,0,2.75,2.56,1.51,1.45
F1,17/10/09,Le Mans,Boulogne,1,1,D,0,0,D,17,15,7,2,14,10,5,2,2,2,0,0,1.7,3.4,5.5,1.7,3.35,5.1,1.7,3.3,5,1.8,3.3,4.4,1.67,3.1,5,1.65,3.3,5.2,1.67,3.2,4.8,1.73,3.2,6,1.67,3.3,5,1.67,3.25,5.5,31,1.76,1.7,3.55,3.29,6,5.32,24,2.35,2.24,1.66,1.58,14,0,1.25,1.22,4.35,3.86
F1,17/10/09,Lille,Rennes,0,0,D,0,0,D,24,13,3,5,15,17,5,1,2,1,0,0,2.1,3.1,3.75,2.1,3.1,3.55,2.1,3.1,3.5,2.1,3.25,3.4,2.1,3,3.2,2.1,3,3.4,2,3,3.4,2.2,3,3.6,2,3.1,3.5,2.1,3,3.6,32,2.21,2.12,3.2,3.04,3.93,3.56,25,2.37,2.23,1.63,1.58,16,0,1.53,1.47,2.75,2.52
F1,17/10/09,Lyon,Sochaux,0,2,A,0,1,A,13,9,1,3,12,16,3,5,0,2,0,0,1.3,5,11,1.35,4.5,8.55,1.3,4.75,9,1.3,4.8,9.5,1.25,4.5,10,1.3,4.5,9,1.29,4.33,8.5,1.27,5.25,12,1.3,4.5,8.5,1.3,4.5,10,32,1.36,1.31,5.25,4.64,12,9.77,25,2.05,1.94,1.9,1.8,15,-1.5,2.14,2.08,1.83,1.77
F1,17/10/09,Montpellier,St Etienne,2,1,H,0,0,D,18,8,6,4,17,14,9,2,1,1,0,1,2.2,3.1,3.5,2.25,3.1,3.2,2.1,3.1,3.5,2.2,3.2,3.2,2.1,3,3.2,2.1,3,3.4,2.1,3,3.2,2,3.2,4,2.1,3,3.4,2.1,3.1,3.4,31,2.25,2.15,3.2,3.09,4,3.44,24,2.38,2.19,1.67,1.61,16,0,1.57,1.5,2.8,2.42
F1,17/10/09,Nancy,Marseille,0,3,A,0,1,A,7,16,1,9,12,14,4,7,2,2,0,0,3.8,3.2,2.05,3.75,3.2,2,3.75,3.1,2,3.4,3.25,2.1,3.6,3.1,1.91,3.6,3.1,2,3.4,3.2,1.95,4,3,2.1,3.5,3.1,2,3.6,3.1,2.05,32,4.26,3.75,3.33,3.14,2.1,2.03,25,2.23,2.09,1.72,1.67,16,0,2.77,2.61,1.45,1.43
F1,17/10/09,Valenciennes,Grenoble,2,0,H,2,0,H,12,10,6,1,25,18,5,5,1,2,0,0,1.57,3.6,6.5,1.55,3.45,7,1.57,3.5,6,1.65,3.4,5.5,1.53,3.25,6,1.55,3.5,6,1.5,3.4,6,1.62,3.5,6.5,1.5,3.5,6.5,1.57,3.5,6,32,1.62,1.56,3.94,3.52,7.5,6.45,25,2.33,2.13,1.68,1.65,16,0,1.17,1.15,5.15,4.67
F1,18/10/09,Lorient,Nice,4,1,H,1,0,H,20,9,7,1,12,19,10,0,1,1,0,1,1.91,3.2,4.33,2,3.2,3.8,1.95,3.1,4,2,3.15,3.8,1.83,3.2,3.75,1.85,3.2,4,1.8,3.1,4,2,3,4.33,1.85,3.1,4,1.83,3.2,4.33,30,2,1.91,3.36,3.15,4.89,4.2,25,2.4,2.23,1.68,1.59,15,0,1.4,1.35,3.2,2.91
F1,18/10/09,Monaco,Lens,2,0,H,1,0,H,16,11,7,4,28,17,5,3,3,1,0,0,1.73,3.3,5.5,1.7,3.1,6,1.7,3.3,5,1.8,3.4,4.3,1.7,3,5,1.7,3.2,5,1.67,3.3,4.5,1.67,3.4,6,1.67,3.3,5,1.7,3.25,5.4,29,1.8,1.73,3.48,3.26,6,5.2,24,2.29,2.14,1.7,1.64,16,0,1.26,1.23,4.5,3.7
F1,18/10/09,Toulouse,Paris SG,1,0,H,0,0,D,11,7,4,3,15,13,5,4,2,2,0,0,2.6,3,2.88,2.55,3,2.8,2.6,3,2.7,2.6,3,2.7,2.5,2.9,2.6,2.5,3,2.7,2.5,2.9,2.62,2.75,3,2.75,2.5,3,2.7,2.5,3,2.8,31,2.75,2.56,3.06,2.97,3.08,2.83,26,2.54,2.37,1.59,1.53,16,0,1.85,1.8,2.1,1.96
F1,24/10/09,Bordeaux,Le Mans,3,0,H,1,0,H,17,8,4,3,10,16,8,3,1,2,0,0,1.33,4.5,11,1.35,4.65,8,1.33,4.5,9,1.35,4.7,8,1.33,4,8,1.3,4.6,9,1.29,4.33,8.5,1.3,5,11,1.3,4.5,9,1.33,4.33,9,34,1.36,1.33,5,4.49,11.79,9.58,31,1.96,1.87,1.96,1.87,19,-1.5,2.14,2.1,1.81,1.76
F1,24/10/09,Boulogne,Monaco,1,3,A,0,1,A,5,20,2,9,18,11,4,4,1,4,1,0,4.33,3,2,3.9,3.1,2,4,3.1,1.95,3.4,3.25,2.1,3.5,3,2,3.75,3.1,1.95,3.6,3.1,1.91,3.75,3.1,2.1,3.75,3,2,3.75,3.2,1.95,33,4.33,3.9,3.3,3.12,2.1,1.98,30,2.33,2.2,1.68,1.61,20,0.5,1.92,1.86,2.1,2.01
F1,24/10/09,Grenoble,Nancy,1,2,A,0,0,D,16,3,5,2,15,15,7,3,2,2,0,0,3.6,3.1,2.15,3.6,3.05,2.1,3.4,3,2.15,3.4,3.25,2.1,3.3,2.88,2.1,3.3,3.1,2.1,3.2,3.1,2.05,3.6,3,2.2,3.5,3,2,3.5,3.1,2.05,34,3.65,3.48,3.32,3.06,2.24,2.13,31,2.38,2.22,1.66,1.61,20,0,2.66,2.46,1.56,1.49
F1,24/10/09,Nice,Lyon,4,1,H,2,0,H,12,20,4,5,17,20,2,5,1,3,0,0,5.25,3.5,1.7,5.5,3.55,1.7,5,3.4,1.67,4.8,3.4,1.75,5.5,3,1.67,5.25,3.5,1.6,4.8,3.4,1.6,5.75,3.5,1.67,4.5,3.3,1.7,5,3.4,1.67,34,5.82,5.33,3.82,3.43,1.75,1.66,31,2.16,2.05,1.8,1.71,20,0.75,1.99,1.96,1.93,1.9
F1,24/10/09,Rennes,Montpellier,3,0,H,1,0,H,16,12,6,3,16,17,0,1,0,4,0,0,1.8,3.4,4.75,1.85,3.4,4.6,1.8,3.2,4.5,1.85,3.3,4.2,1.73,3.1,4.5,1.8,3.25,4.2,1.7,3.2,4.5,1.83,3.2,5,1.75,3.25,4.5,1.83,3.25,4.2,33,1.87,1.79,3.48,3.25,5.07,4.63,30,2.33,2.19,1.66,1.61,20,0,1.32,1.29,3.52,3.25
F1,24/10/09,Sochaux,Lorient,1,0,H,1,0,H,17,14,5,5,11,9,5,2,2,1,0,0,2.1,3.1,3.75,2.2,2.9,3.55,2.15,3,3.4,2.1,3.25,3.4,2.1,3.2,3,2.1,3,3.4,2.05,3,3.3,2.1,3.2,3.75,2.1,3,3.4,2.2,3.1,3.2,34,2.24,2.12,3.2,3.04,3.89,3.56,31,2.5,2.29,1.67,1.57,20,0,1.54,1.48,2.66,2.49
F1,24/10/09,St Etienne,Valenciennes,0,2,A,0,1,A,20,10,7,4,14,26,10,3,2,2,0,0,1.8,3.4,4.75,1.75,3.2,5,1.8,3.2,4.5,1.8,3.3,4.5,1.73,3.1,4.5,1.8,3.2,4.33,1.73,3.2,4.33,1.83,3.2,5,1.75,3.2,4.5,1.8,3.25,4.33,34,1.86,1.79,3.46,3.25,5.5,4.68,31,2.33,2.19,1.7,1.62,20,0,1.3,1.28,3.52,3.28
F1,25/10/09,Auxerre,Lille,3,2,H,1,2,A,12,13,8,4,13,10,6,5,2,1,0,0,2.63,2.88,3,2.6,3.05,2.7,2.6,3,2.7,2.3,3.1,3.1,2.2,2.8,3.2,2.5,3,2.7,2.5,2.9,2.62,2.4,3,3.2,2.38,3,2.9,2.4,3,2.9,34,2.72,2.54,3.05,2.94,3.2,2.86,31,2.63,2.35,1.6,1.54,19,0,1.87,1.8,2.1,1.99
F1,25/10/09,Lens,Toulouse,0,2,A,0,1,A,10,14,4,4,16,25,3,8,2,3,0,0,2.63,2.88,3,2.5,3.1,2.8,2.6,3,2.7,2.5,3.1,2.8,2.38,2.88,2.8,2.6,2.9,2.7,2.5,2.9,2.62,2.5,3,3,2.5,2.9,2.8,2.5,3,2.8,33,2.7,2.55,3.06,2.93,3.15,2.85,30,2.52,2.33,1.61,1.54,19,0,1.9,1.8,2.14,1.98
F1,31/10/09,Auxerre,Montpellier,2,1,H,2,0,H,11,18,4,7,15,21,2,8,1,1,0,1,2.1,3.1,3.75,2.15,3.1,3.4,2.1,3,3.6,2.1,3.1,3.6,2,3,3.5,2.05,3.1,3.4,1.95,3.1,3.5,2,3,4.33,2,3.1,3.5,2.05,3.1,3.6,37,2.15,2.06,3.2,3.08,4.12,3.65,30,2.5,2.34,1.6,1.54,18,0,1.48,1.42,2.77,2.62
F1,31/10/09,Bordeaux,Monaco,1,0,H,0,0,D,21,11,8,3,18,18,8,8,1,3,0,0,1.67,3.4,6,1.75,3.25,4.9,1.65,3.3,5.5,1.75,3.5,4.6,1.67,3.1,5,1.65,3.3,5.2,1.62,3.3,5,1.62,3.6,6,1.67,3.3,5,1.7,3.3,5,38,1.75,1.67,3.71,3.34,6.04,5.46,31,2.2,2.12,1.75,1.66,18,-0.75,1.89,1.87,2.04,2
F1,31/10/09,Boulogne,Nancy,1,2,A,1,1,D,9,11,4,5,17,14,3,2,3,1,0,1,3,2.9,2.6,2.65,3.1,2.65,2.9,2.9,2.5,2.7,3,2.6,2.62,2.9,2.5,2.8,2.9,2.5,2.75,2.9,2.4,2.88,3,2.63,2.7,2.9,2.6,3,2.88,2.4,37,3.1,2.88,3.14,2.96,2.65,2.51,30,2.4,2.28,1.62,1.56,17,0,2.16,2.06,1.83,1.75
F1,31/10/09,Grenoble,Lille,0,2,A,0,1,A,12,14,5,4,14,20,2,4,2,1,1,0,5,3.25,1.8,4.2,3.5,1.8,4.5,3.2,1.8,4.3,3.4,1.8,4,3.1,1.8,4.6,3.2,1.75,4.33,3.2,1.73,5,3.4,1.75,4.33,3.3,1.75,4.33,3.2,1.83,38,5.21,4.55,3.5,3.29,1.83,1.79,31,2.32,2.19,1.67,1.61,18,0.5,2.12,2.08,1.83,1.79
F1,31/10/09,Lens,Lorient,1,1,D,0,1,A,18,12,6,2,16,12,6,4,0,3,0,0,2.5,2.9,3.1,2.35,3,3.1,2.4,2.9,3,2.3,3.1,3.1,2.38,2.88,2.8,2.4,2.9,2.95,2.25,2.88,3,2.5,3,3,2.4,2.8,3,2.5,2.88,2.88,37,2.56,2.44,3.02,2.93,3.4,3.01,30,2.43,2.31,1.59,1.55,17,0,1.76,1.69,2.22,2.1
F1,31/10/09,Marseille,Toulouse,1,1,D,0,1,A,35,5,8,3,13,23,11,4,3,3,0,1,1.6,3.5,6.5,1.6,3.5,6,1.57,3.5,6,1.6,3.6,5.6,1.57,3.25,5.5,1.55,3.4,6.25,1.53,3.5,5.5,1.53,3.8,7,1.5,3.5,6,1.57,3.5,6,38,1.61,1.57,3.95,3.51,7.06,6.22,31,2.18,2.03,1.82,1.73,17,-1,2.09,2.02,1.87,1.82
F1,31/10/09,St Etienne,Lyon,0,1,A,0,0,D,14,22,4,8,5,20,4,6,3,3,0,0,4,3.2,2,3.8,3.3,1.95,3.6,3.2,2,3.6,3.3,2,3.6,3.1,1.91,3.6,3.1,2,3.5,3.2,1.91,4,3.4,1.95,3.5,3.1,2,3.6,3.2,2,38,4.14,3.78,3.37,3.17,2.1,1.99,31,2.35,2.11,1.7,1.65,18,0.5,1.87,1.84,2.06,2.03
F1,01/11/09,Nice,Le Mans,1,0,H,1,0,H,16,11,7,2,23,14,7,1,2,1,0,1,2,3.2,4,1.95,3.2,3.9,2,3.2,3.6,1.9,3.25,4,1.91,3,3.75,2,3.1,3.6,1.91,3.2,3.5,2.1,3.2,3.75,2,3.1,3.5,1.95,3.1,4,37,2.1,1.99,3.27,3.13,4.5,3.86,30,2.32,2.15,1.68,1.63,18,0,1.45,1.4,2.9,2.68
F1,01/11/09,Rennes,Valenciennes,0,3,A,0,0,D,14,6,2,4,20,21,3,2,3,2,0,0,1.67,3.4,6,1.6,3.5,5.8,1.65,3.4,5.25,1.75,3.5,4.6,1.57,3.25,5.5,1.6,3.3,5.75,1.57,3.5,5,1.67,3.4,6,1.6,3.4,5,1.67,3.4,5,37,1.71,1.64,3.73,3.41,6.28,5.66,30,2.25,2.13,1.7,1.64,18,-0.75,1.9,1.86,2.04,2.01
F1,01/11/09,Sochaux,Paris SG,1,4,A,0,1,A,13,19,3,11,12,16,7,3,1,1,0,0,2.75,3,2.75,2.7,2.95,2.7,2.7,3,2.6,2.6,3,2.7,2.5,2.9,2.6,2.7,2.9,2.6,2.62,2.9,2.5,2.75,3,2.75,2.7,2.9,2.6,2.7,2.88,2.7,35,2.98,2.71,3.1,2.94,2.84,2.68,29,2.57,2.37,1.56,1.53,16,0,2,1.9,1.93,1.87
F1,07/11/09,Le Mans,Auxerre,0,1,A,0,0,D,10,9,2,3,23,15,1,1,3,1,0,0,2.65,2.9,2.9,2.65,3.05,2.65,2.65,2.9,2.7,2.65,3.1,2.6,2.38,2.88,2.8,2.5,3,2.7,2.5,2.9,2.62,2.63,3,2.88,2.5,2.9,2.8,2.6,3,2.7,37,2.76,2.58,3.1,2.98,3.01,2.8,28,2.38,2.28,1.61,1.56,19,0,1.86,1.8,2.1,1.98
F1,07/11/09,Lorient,Boulogne,5,0,H,2,0,H,20,11,10,3,8,9,4,6,0,0,0,0,1.53,3.8,6.5,1.6,3.4,6.1,1.55,3.6,6,1.65,3.4,5.5,1.53,3.25,6,1.5,3.75,6,1.53,3.5,5.5,1.57,3.6,7,1.5,3.6,6,1.53,3.5,6.5,37,1.6,1.55,3.88,3.57,7.35,6.36,28,2.2,2.06,1.78,1.69,20,-1,2.04,1.98,1.94,1.86
F1,07/11/09,Monaco,Grenoble,0,0,D,0,0,D,8,8,3,2,17,8,6,0,0,1,0,0,1.33,4.75,10,1.3,5.2,8.5,1.3,4.5,10,1.27,4.9,11,1.25,4.5,10,1.25,5,10,1.3,4.33,8,1.3,4.75,12,1.25,5,10,1.3,4.5,10,36,1.36,1.3,5.2,4.67,12,9.92,28,2.05,1.92,1.9,1.82,19,-1.5,2.14,2.09,1.83,1.77
F1,07/11/09,Nancy,St Etienne,0,1,A,0,0,D,24,10,5,2,16,15,8,4,1,1,0,0,2.1,3.1,3.75,2.05,3.1,3.7,2.1,3,3.6,2,3.2,3.7,2,3,3.5,2,3.1,3.6,2,3.1,3.3,2.1,3.1,3.8,2,3,3.6,2,3.1,3.75,37,2.17,2.07,3.24,3.08,4.01,3.65,28,2.3,2.19,1.69,1.61,20,0,1.52,1.47,2.66,2.49
F1,07/11/09,Paris SG,Nice,0,1,A,0,0,D,14,15,4,4,9,16,3,5,1,2,0,0,1.7,3.5,5.25,1.6,3.5,5.8,1.65,3.5,5,1.65,3.4,5.5,1.62,3.25,5,1.6,3.5,5.25,1.6,3.4,4.8,1.67,3.5,5.75,1.67,3.3,5,1.67,3.4,5,37,1.7,1.63,3.82,3.48,6.54,5.57,28,2.22,2.08,1.75,1.69,20,-0.75,1.82,1.78,2.14,2.1
F1,07/11/09,Sochaux,Lens,1,2,A,0,1,A,23,9,6,3,9,17,6,7,0,0,0,0,1.95,3.2,4.2,1.9,3.2,4.1,1.95,3.2,3.75,1.9,3.2,4,1.83,3,4,1.9,3.25,3.75,1.91,3.1,3.6,1.95,3.1,4.5,1.91,3,4,1.91,3.1,4.2,37,2.09,1.95,3.31,3.13,4.5,4.04,28,2.35,2.19,1.68,1.61,20,0,1.45,1.38,3.2,2.79
F1,07/11/09,Valenciennes,Montpellier,1,1,D,0,1,A,11,4,1,1,12,20,5,2,2,4,0,0,2.2,3.1,3.5,2.1,3.1,3.5,2.1,3,3.6,2,3.2,3.7,2,3,3.4,2.1,3.1,3.3,2.1,3,3.2,2.1,3,4,2.1,3,3.4,2.05,3.1,3.6,37,2.21,2.13,3.25,3.05,4,3.54,28,2.3,2.14,1.7,1.64,20,0,1.53,1.48,2.75,2.49
F1,08/11/09,Lille,Bordeaux,2,0,H,0,0,D,15,10,6,2,11,16,6,4,1,2,0,0,2.7,3,2.75,2.85,3.1,2.45,2.65,3,2.65,2.65,3.1,2.6,2.62,2.88,2.5,2.6,3,2.6,2.5,2.9,2.62,2.88,3.1,2.6,2.62,2.9,2.62,2.6,3,2.7,37,2.88,2.67,3.12,2.99,2.92,2.68,28,2.25,2.19,1.65,1.6,17,0,1.96,1.88,2.01,1.89
F1,08/11/09,Lyon,Marseille,5,5,D,2,2,D,11,18,7,7,17,19,5,4,4,2,0,0,2.05,3.2,3.75,1.95,3.15,4,1.95,3.2,3.75,1.85,3.3,4.2,1.91,3,3.75,1.9,3.2,3.8,1.95,3.1,3.5,2,3.2,4,2,3,3.6,2,3.1,3.75,37,2.19,2.04,3.25,3.14,4.15,3.71,28,2.22,2.09,1.76,1.68,18,0,1.51,1.44,2.8,2.56
