Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Alvas Powell,POR,D,5,4,382,0,0,4,0,0/0,0.0,0.0
Ethan Finlay,MIN,F,19,3,391,0,0,4,2,0/0,0.0,50.0
Walker Zimmerman,LAFC,D,7,4,411,2,0,4,3,0/0,50.0,75.0
Steve Purdy,CHV,D,8,5,478,0,0,4,1,0/0,0.0,25.0
Jordan Stewart,SJ,D-M,12,12,1080,0,0,4,1,0/0,0.0,25.0
Ethan White,DC,D,14,13,1099,0,0,4,0,0/0,0.0,0.0
Andy O'Brien,VAN,D,16,16,1400,0,0,4,2,0/0,0.0,50.0
Ashtone Morgan,TOR,D,22,20,1805,0,1,4,1,0/0,0.0,25.0
Jun Marques Davidson,VAN,M,26,24,1961,0,1,4,0,0/0,0.0,0.0
Raymon Gaddis,PHI,D,31,31,2703,0,0,4,2,0/0,0.0,50.0
Brian Ownby,HOU,M,3,0,52,0,0,3,1,0/0,0.0,33.3
Sam Garza,SJ,M,5,0,93,0,0,3,1,0/0,0.0,33.3
Giovani Casillas,CHV,F,5,2,182,1,0,3,1,0/0,33.3,33.3
Josh Gardner,KC,M,8,2,244,0,1,3,0,0/0,0.0,0.0
Kevin Harbottle,COL,F,4,4,269,0,0,3,0,0/0,0.0,0.0
Raphael Augusto,DC,M,7,5,395,0,0,3,1,0/0,0.0,33.3
Alex Caskey,SEA,M,10,5,430,0,0,3,0,0/0,0.0,0.0
Kevan George,CLB,M,11,3,435,0,0,3,1,0/0,0.0,33.3
Stephen Keel,DAL,D,8,5,497,1,0,3,1,0/0,33.3,33.3
Marvin Iraheta,CHV,M,13,5,551,0,0,3,0,0/0,0.0,0.0
Pablo Mastroeni,COL,M,16,8,571,0,1,3,0,0/0,0.0,0.0
Dan Gargan,SJ,D,8,6,592,0,1,3,0,0/0,0.0,0.0
Ty Harden,SJ,D,7,7,596,0,0,3,0,0/0,0.0,0.0
Ibrahim Sekagya,NY,D,8,8,702,2,0,3,2,0/0,66.7,66.7
Michael Stephens,LA,M,21,8,775,1,1,3,1,0/0,33.3,33.3
Dennis Iapichino,DC,D,15,11,1096,0,0,3,0,0/0,0.0,0.0
Josue Soto,CHV,D-M,18,12,1158,0,0,3,3,0/0,0.0,100.0
Chad Barson,CLB,D,20,18,1612,0,1,3,0,0/0,0.0,0.0
Danny O'Rourke,CLB,D,22,19,1723,0,0,3,0,0/0,0.0,0.0
Tyson Wahl,CLB,D,25,24,2155,0,1,3,2,0/0,0.0,66.7
Michael Harrington,POR,D,33,33,2951,0,1,3,0,0/0,0.0,0.0
Eriq Zavaleta,TOR,D,5,0,31,0,0,2,1,0/0,0.0,50.0
John Stertzer,RSL,M,2,0,33,0,0,2,0,0/0,0.0,0.0
Marcus Tracy,SJ,F,5,0,58,0,0,2,1,0/0,0.0,50.0
Marius Obekop,NY,M,5,0,69,0,0,2,0,0/0,0.0,0.0
Danny Koevermans,TOR,F,4,1,78,0,0,2,2,0/0,0.0,100.0
Ruben Bover,NY,M,7,1,125,0,1,2,0,0/0,0.0,0.0
Bobby Warshaw,DAL,D,9,1,130,0,0,2,0,0/0,0.0,0.0
Charlie Rugg,LA,F,4,2,151,1,0,2,1,0/0,50.0,50.0
Mike Chabala,HOU,D,4,1,158,0,0,2,0,0/0,0.0,0.0
Cole Grossman,RSL,M,4,2,160,1,0,2,1,0/0,50.0,50.0
Sammy Ochoa,SEA,F,4,2,175,0,0,2,0,0/0,0.0,0.0
Hunter Jumper,CHI,D,2,2,180,1,1,2,1,0/0,50.0,50.0
Peter Luccin,DAL,M,3,2,201,0,0,2,0,0/0,0.0,0.0
Sal Zizzo,ATL,D,10,2,255,1,0,2,2,0/0,50.0,100.0
Maxim Tissot,MTL,D,6,3,303,1,1,2,2,0/0,50.0,100.0
Conor Shanosky,DC,M-D,5,3,355,0,0,2,0,0/0,0.0,0.0
Wandrille Lefevre,MTL,D,6,4,397,0,1,2,1,0/0,0.0,50.0
Kalifa Cissé,NE,M,6,6,456,0,0,2,1,0/0,0.0,50.0
Kevin Alston,NE,D,9,6,523,0,0,2,1,0/0,0.0,50.0
Kofi Opare,DC,D,6,6,534,1,0,2,1,0/0,50.0,50.0
Eric Gehrig,CLB,D,6,6,540,0,0,2,1,0/0,0.0,50.0
Jay DeMerit,VAN,D,8,7,607,0,0,2,1,0/0,0.0,50.0
Hernan Bernardello,MTL,M,8,8,626,0,0,2,0,0/0,0.0,0.0
Mikael Silvestre,POR,D,8,8,688,0,0,2,0,0/0,0.0,0.0
Eric Brunner,HOU,D,13,9,889,0,0,2,0,0/0,0.0,0.0
Walter Vilchez,CHV,D,11,11,970,0,1,2,1,0/0,0.0,50.0
Gale Agbossoumonde,TOR,D,13,12,1081,0,0,2,0,0/0,0.0,0.0
Heath Pearce,NY,D,14,11,1083,0,2,2,1,0/0,0.0,50.0
Brian Mullan,COL,D,16,15,1359,0,2,2,0,0/0,0.0,0.0
Kosuke Kimura,NY,D,24,15,1575,0,2,2,0,0/0,0.0,0.0
Alessandro Nesta,MTL,D,23,23,1939,0,1,2,0,0/0,0.0,0.0
Carlos Borja,CHV,D,26,22,2010,0,2,2,0,0/0,0.0,0.0
A.J. DeLaGarza,HOU,D,28,28,2399,0,0,2,1,0/0,0.0,50.0
Jimmy Medranda,SKC,D-M,1,0,1,0,0,1,1,0/0,0.0,100.0
Dillon Serna,COL,M,1,0,13,0,0,1,0,0/0,0.0,0.0
Don Anding,PHI,D,1,0,30,0,0,1,0,0/0,0.0,0.0
Yazid Atouba,CHI,M,3,0,55,0,0,1,0,0/0,0.0,0.0
Roger Torres,PHI,M,5,0,68,0,0,1,0,0/0,0.0,0.0
Alexander Lopez,HON,M,2,1,88,0,1,1,1,0/0,0.0,100.0
Matt Kassel,PHI,D-M,5,0,90,0,0,1,0,0/0,0.0,0.0
Shaun Francis,CHI,D,1,1,90,0,0,1,0,0/0,0.0,0.0
Luiz Camargo,HOU,M,7,0,109,0,0,1,0,0/0,0.0,0.0
Kevin Ellis,KC,D,2,1,113,0,0,1,0,0/0,0.0,0.0
Jaime Alas,SJ,M,5,1,117,0,0,1,0,0/0,0.0,0.0
Mehdi Ballouchy,SJ,M,5,1,118,0,0,1,0,0/0,0.0,0.0
Jonas Elmer,TOR,D,3,1,128,0,0,1,0,0/0,0.0,0.0
Steven Kinney,CHI,D,2,2,180,0,0,1,0,0/0,0.0,0.0
Rafael Garcia,LA,D,9,1,222,0,0,1,1,0/0,0.0,100.0
Logan Emory,TOR,D,3,3,238,0,0,1,0,0/0,0.0,0.0
Aaron Maund,VAN,D,3,3,270,0,0,1,0,0/0,0.0,0.0
Brad Ring,POR,D,4,3,271,0,0,1,0,0/0,0.0,0.0
Danny Califf,TOR,D,4,4,354,0,0,1,0,0/0,0.0,0.0
London Woodberry,DAL,D,8,3,363,0,0,1,1,0/0,0.0,100.0
Marcelo Saragosa,DC,M,8,4,410,0,0,1,0,0/0,0.0,0.0
Darrius Barnes,NE,D,6,4,416,0,1,1,0,0/0,0.0,0.0
Tommy Meyer,LA,D,7,5,494,0,0,1,0,0/0,0.0,0.0
Taylor Kemp,DC,D,8,6,530,0,0,1,0,0/0,0.0,0.0
Mark Bloom,TOR,D,6,6,540,0,1,1,1,0/0,0.0,100.0
Kwame Watson-Siriboe,RSL,D,7,7,630,0,0,1,0,0/0,0.0,0.0
Logan Pause,CHI,M,15,11,904,0,0,1,0,0/0,0.0,0.0
Carlos Salcedo,RSL,D,13,12,1070,0,0,1,0,0/0,0.0,0.0
Roy Miller,POR,D,17,16,1367,0,1,1,0,0/0,0.0,0.0
Dejan Jakovic,LAFC,D,18,17,1575,0,0,1,0,0/0,0.0,0.0
Blair Gavin,SEA,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Nelson Rivas,MTL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Adrian Lopez,MTL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Yann Ekra,PHI,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Federico Bessone,KC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Adam Johansson,SEA,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Ante Jazic,CHV,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Calen Carr,HOU,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Ugo Ihemelu,DAL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Freddy Adu,PHI,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Júlio César,TOR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Arne Friedrich,CHI,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Emilio Orozco,CHV,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Rafinha,NY,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Ashani Fairclough,SEA,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Alexandre Gonzalez Emerson,SJ,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Aminu Abdallah,VAN,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Benji Lopez,RSL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Caleb Calvert,COL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Erik Palmer-Brown,KC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Manny Aparicio,TOR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Brendan Ruiz,KC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Dylan Tucker-Gangnes,POR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Paolo DelPiccolo,MTL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Christian Duke,KC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Gabe Latigue,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Kyle Hyland,CLB,D-M,0,0,0,0,0,0,0,0/0,0.0,0.0
Zakaria Messoudi,MTL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Bryan Salazar,HOU,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Shawn Sloan,CLB,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Peter McGlynn,SJ,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Alam Syamsir,DC,M-F,0,0,0,0,0,0,0,0/0,0.0,0.0
Matt Horth,NE,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Ashton Bennett,TOR,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Adam Clement,VAN,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Colin Mitchell,SJ,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Sebastián Rincón,POR,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Will Bates,SEA,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Cristhian Hernandez,PHI,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Kellen Gulley,CHI,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Caleb Clarke,VAN,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Hanyer Mosquera,POR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Ryan Kawulok,POR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Kyle Miller,KC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Steven Evans,POR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Drew Beckie,CLB,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Kory Kindle,COL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Oscar Sorto,LA,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Mobi Fehr,POR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Ian Christianson,NY,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Tommy Muller,SJ,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Mikey Lopez,KC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
David Viana,RSL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Brendan King,CHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Kenney Walker,LA,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Jacob Hustedt,SJ,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Brent Richards,POR,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Enzo Martinez,COL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Tyler Polak,NE,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Andrew Duran,SEA,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Bryce Alderson,VAN,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Bryan Gaul,LA,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Chandler Hoffman,LA,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Greg Jordan,PHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Aaron Horton,CLB,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Gilberto Souza Jr.,PHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Matt Stinson,TOR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
O'Brian Woodbine,NE,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Jimmy McLaughlin,PHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Yann Songo'o,KC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Maximiliano Rodriguez,MTL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Abu Tommy,SJ,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Rich Balchan,RSL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Digao,NY,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Paulo Jr.,VAN,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Victor Ulloa,DAL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Jonathan Top,DAL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Omar Salgado,VAN,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Davy Armstrong,COL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Victor Pineda,CHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Brenton Griffiths,COL,D,1,0,1,0,0,0,0,0/0,0.0,0.0
Amando Moreno,RBNY,F,2,0,2,0,0,0,0,0/0,0.0,0.0
Corben Bone,CHI,M,1,0,3,0,0,0,0,0/0,0.0,0.0
Chris Albright,PHI,D,2,0,4,0,0,0,0,0/0,0.0,0.0
Sinisa Ubiparipovic,MTL,F-M,1,0,5,0,0,0,0,0/0,0.0,0.0
Emery Welshman,TOR,F,1,0,5,0,0,0,0,0/0,0.0,0.0
Robbie Russell,DC,D,1,0,6,0,0,0,0,0/0,0.0,0.0
Michael Nanchoff,POR,M,1,0,8,0,0,0,0,0/0,0.0,0.0
Josué Martínez,NY,F,1,0,11,0,0,0,0,0/0,0.0,0.0
Michael Thomas,KC,M,1,0,12,0,0,0,0,0/0,0.0,0.0
Matt Miazga,USA,D,1,0,14,0,0,0,0,0/0,0.0,0.0
Taylor Morgan,TOR,F,1,0,15,0,0,0,0,0/0,0.0,0.0
Phillip Lund,SEA,M,1,0,16,0,0,0,0,0/0,0.0,0.0
Alex Dixon,ROC,M,2,0,19,0,0,0,0,0/0,0.0,0.0
Charlie Davies,NE,F,4,0,23,0,0,0,0,0/0,0.0,0.0
Dylan Remick,HOU,D,1,0,25,0,0,0,0,0/0,0.0,0.0
Bradlee Baladez,DAL,M-F,1,0,27,0,0,0,0,0/0,0.0,0.0
Calum Mallace,LAFC,M,2,0,36,0,0,0,0,0/0,0.0,0.0
Donnie Smith,NE,M,1,1,53,0,0,0,0,0/0,0.0,0.0
Anthony Arena,HOU,D,1,0,70,0,0,0,0,0/0,0.0,0.0
Daniel Antunez,CHV,M,3,1,81,0,0,0,0,0/0,0.0,0.0
Michael Videira,CHI,M,2,1,84,0,0,0,0,0/0,0.0,0.0
Greg Klazura,VAN,D-M,2,1,85,0,0,0,0,0/0,0.0,0.0
Sam Adekugbe,VAN,D,1,1,90,0,0,0,0,0/0,0.0,0.0
Bilal Duckett,NE,D,1,1,90,0,0,0,0,0/0,0.0,0.0
Rauwshan McKenzie,POR,D,1,1,90,0,0,0,0,0/0,0.0,0.0
Michael Bustamante,NY,M,4,1,95,0,1,0,0,0/0,0.0,0.0
Anthony Wallace,COL,D,6,0,107,0,0,0,0,0/0,0.0,0.0
David Horst,RSL,D,2,2,108,0,0,0,0,0/0,0.0,0.0
Michael Seaton,DC,F,3,1,114,0,0,0,0,0/0,0.0,0.0
Connor Lade,RBNY,D,5,2,166,0,0,0,0,0/0,0.0,0.0
Jaime Frias Flores,CHV,D,4,3,261,0,0,0,0,0/0,0.0,0.0
Diego Calderon,COL,D,4,4,304,0,0,0,0,0/0,0.0,0.0
Ryan Miller,POR,D,7,4,350,0,0,0,0,0/0,0.0,0.0
Clyde Simms,NE,M,10,9,668,0,1,0,0,0/0,0.0,0.0
Jason Hernandez,SJ,D,21,19,1679,0,0,0,0,0/0,0.0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
