Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Nana Attakora,SJ,D,8,7,657,0,1,6,0,5,8,2,0,0
Clyde Simms,NE,M,10,9,668,0,1,0,0,5,3,0,1,0
Hogan Ephraim,TOR,M,11,9,775,0,0,5,3,5,11,6,2,0
Arevalo Rios,CHI,M,9,9,780,0,0,11,3,5,15,0,0,0
Andrew Wiedeman,TOR,F,14,9,821,2,1,25,5,5,6,6,0,0
Anthony Wallace,COL,D,6,0,107,0,0,0,0,4,4,0,1,0
David Horst,RSL,D,2,2,108,0,0,0,0,4,1,1,0,0
Kevin Ellis,KC,D,2,1,113,0,0,1,0,4,2,0,0,0
Michael Seaton,DC,F,3,1,114,0,0,0,0,4,2,0,0,0
Aaron Wheeler,PHI,F,10,1,129,1,1,8,5,4,1,2,1,0
Jamie Smith,COL,M,6,1,168,1,0,7,3,4,2,1,0,0
Sammy Ochoa,SEA,F,4,2,175,0,0,2,0,4,1,0,0,0
Omar Cummings,HOU,F,11,1,190,0,0,8,3,4,3,1,0,0
Rafael Garcia,LA,D,9,1,222,0,0,1,1,4,5,0,0,0
Logan Emory,TOR,D,3,3,238,0,0,1,0,4,8,0,1,0
Diego Calderon,COL,D,4,4,304,0,0,0,0,4,4,0,0,0
Ryan Miller,POR,D,7,4,350,0,0,0,0,4,3,0,0,0
Danny Califf,TOR,D,4,4,354,0,0,1,0,4,3,0,2,0
John Bostock,TOR,M,7,4,388,0,0,5,2,4,6,0,0,0
Alex Caskey,SEA,M,10,5,430,0,0,3,0,4,6,0,0,0
Lewis Neal,DC,M,9,5,491,0,1,8,3,4,3,1,1,0
David Estrada,SEA,M-F,17,4,498,0,0,5,3,4,6,2,0,0
Marcos Sanchez,DC,M,9,6,508,0,0,6,0,4,8,0,0,0
Kofi Opare,DC,D,6,6,534,1,0,2,1,4,5,0,1,0
Mark Bloom,TOR,D,6,6,540,0,1,1,1,4,5,0,0,0
Eric Gehrig,CLB,D,6,6,540,0,0,2,1,4,0,0,0,0
Karl Ouimette,MTL,D,7,6,547,1,0,5,1,4,2,0,0,0
Ryan Guy,NE,M,11,8,636,1,0,10,2,4,6,0,0,0
Clint Dempsey,SEA,F,9,6,651,1,0,32,7,4,23,1,1,0
Clarence Goodson,SJ,D,9,9,791,0,0,9,3,4,9,0,4,0
Ben Speas,CLB,M-F,19,10,935,1,1,18,4,4,14,0,0,0
Marcus Tracy,SJ,F,5,0,58,0,0,2,1,3,0,1,0,0
Danny Koevermans,TOR,F,4,1,78,0,0,2,2,3,1,1,1,0
Daniel Antunez,CHV,M,3,1,81,0,0,0,0,3,1,0,0,0
Shaun Francis,CHI,D,1,1,90,0,0,1,0,3,0,0,0,0
Charlie Rugg,LA,F,4,2,151,1,0,2,1,3,1,2,0,0
Martin Ponce,CHV,M,5,1,170,0,0,4,1,3,2,0,1,0
Josh Gardner,KC,M,8,2,244,0,1,3,0,3,4,0,0,0
Jaime Frias Flores,CHV,D,4,3,261,0,0,0,0,3,0,0,0,0
Colin Clark,LA,M,11,4,334,0,0,6,2,3,6,0,0,0
Conor Shanosky,DC,M-D,5,3,355,0,0,2,0,3,4,0,0,0
Alvas Powell,POR,D,5,4,382,0,0,4,0,3,4,1,1,0
Wandrille Lefevre,MTL,D,6,4,397,0,1,2,1,3,3,0,2,0
Darrius Barnes,NE,D,6,4,416,0,1,1,0,3,5,0,0,0
Mauro Diaz,DAL,M,10,5,423,3,2,11,6,3,8,1,0,0
Ryan Finley,CLB,F,14,3,430,1,1,18,5,3,6,10,0,0
Stephen Keel,DAL,D,8,5,497,1,0,3,1,3,5,1,1,0
Carlos Ruiz,DC,F,13,5,528,0,0,20,9,3,8,5,0,0
Conor Doyle,DC,F,14,8,805,2,1,23,11,3,9,4,0,0
Bradlee Baladez,DAL,M-F,1,0,27,0,0,0,0,2,0,0,0,0
Marius Obekop,NY,M,5,0,69,0,0,2,0,2,2,0,0,0
Mehdi Ballouchy,SJ,M,5,1,118,0,0,1,0,2,3,0,1,0
Ruben Bover,NY,M,7,1,125,0,1,2,0,2,0,0,0,0
Jonas Elmer,TOR,D,3,1,128,0,0,1,0,2,0,0,0,0
Miller Bolaños,ECU,M,5,2,239,0,0,10,3,2,12,1,0,0
Ramon Nunez,DAL,M,10,0,253,1,3,11,3,2,4,0,0,0
Blake Smith,MTL,M,16,0,276,2,1,7,3,2,5,0,1,0
Maxim Tissot,MTL,D,6,3,303,1,1,2,2,2,2,1,1,0
Rafael,DC,F,7,4,331,1,0,7,2,2,9,4,1,0
Walker Zimmerman,LAFC,D,7,4,411,2,0,4,3,2,1,0,0,0
Corey Hertzog,VAN,F,7,6,428,1,1,8,4,2,11,1,0,0
Gabriel Torres,PAN,M-F,7,5,507,3,1,15,4,2,5,4,0,0
Mechack Jérôme,KC,D,10,8,677,0,1,5,3,2,3,0,2,0
Chris Albright,PHI,D,2,0,4,0,0,0,0,1,0,0,1,0
Michael Nanchoff,POR,M,1,0,8,0,0,0,0,1,0,0,0,0
Josué Martínez,NY,F,1,0,11,0,0,0,0,1,0,0,0,0
Dillon Serna,COL,M,1,0,13,0,0,1,0,1,0,0,0,0
Matt Miazga,USA,D,1,0,14,0,0,0,0,1,0,0,0,0
Taylor Morgan,TOR,F,1,0,15,0,0,0,0,1,0,0,0,0
Dylan Remick,HOU,D,1,0,25,0,0,0,0,1,0,0,0,0
John Stertzer,RSL,M,2,0,33,0,0,2,0,1,0,0,0,0
Brian Ownby,HOU,M,3,0,52,0,0,3,1,1,1,0,0,0
Yazid Atouba,CHI,M,3,0,55,0,0,1,0,1,3,0,0,0
Roger Torres,PHI,M,5,0,68,0,0,1,0,1,1,0,0,0
Michael Videira,CHI,M,2,1,84,0,0,0,0,1,0,0,0,0
Greg Klazura,VAN,D-M,2,1,85,0,0,0,0,1,0,0,0,0
Sam Adekugbe,VAN,D,1,1,90,0,0,0,0,1,1,0,0,0
Rauwshan McKenzie,POR,D,1,1,90,0,0,0,0,1,1,0,0,0
Michael Bustamante,NY,M,4,1,95,0,1,0,0,1,1,0,1,0
Bobby Warshaw,DAL,D,9,1,130,0,0,2,0,1,1,0,0,0
Cole Grossman,RSL,M,4,2,160,1,0,2,1,1,2,0,0,0
Steven Kinney,CHI,D,2,2,180,0,0,1,0,1,2,0,0,0
Sal Zizzo,ATL,D,10,2,255,1,0,2,2,1,7,0,0,0
Kevin Harbottle,COL,F,4,4,269,0,0,3,0,1,1,0,1,0
Brad Ring,POR,D,4,3,271,0,0,1,0,1,1,0,0,0
London Woodberry,DAL,D,8,3,363,0,0,1,1,1,3,0,1,0
Mario Martinez,SEA,M,10,5,503,0,1,14,5,1,12,3,0,0
Kekuta Manneh,VAN,M-F,20,6,764,6,2,38,15,1,9,14,1,0
Benji Lopez,RSL,F,0,0,0,0,0,0,0,0,0,0,0,0
Erik Palmer-Brown,KC,D,0,0,0,0,0,0,0,0,0,0,0,0
Manny Aparicio,TOR,M,0,0,0,0,0,0,0,0,0,0,0,0
Brendan Ruiz,KC,D,0,0,0,0,0,0,0,0,0,0,0,0
Caleb Calvert,COL,F,0,0,0,0,0,0,0,0,0,0,0,0
Rafinha,NY,F,0,0,0,0,0,0,0,0,0,0,0,0
Ashani Fairclough,SEA,D,0,0,0,0,0,0,0,0,0,0,0,0
Alexandre Gonzalez Emerson,SJ,F,0,0,0,0,0,0,0,0,0,0,0,0
Aminu Abdallah,VAN,M,0,0,0,0,0,0,0,0,0,0,0,0
Christian Duke,KC,M,0,0,0,0,0,0,0,0,0,0,0,0
Ashton Bennett,TOR,F,0,0,0,0,0,0,0,0,0,0,0,0
Dylan Tucker-Gangnes,POR,D,0,0,0,0,0,0,0,0,0,0,0,0
Gabe Latigue,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Adam Clement,VAN,D,0,0,0,0,0,0,0,0,0,0,0,0
Colin Mitchell,SJ,D,0,0,0,0,0,0,0,0,0,0,0,0
Shawn Sloan,CLB,M,0,0,0,0,0,0,0,0,0,0,0,0
Peter McGlynn,SJ,M,0,0,0,0,0,0,0,0,0,0,0,0
Alam Syamsir,DC,M-F,0,0,0,0,0,0,0,0,0,0,0,0
Matt Horth,NE,F,0,0,0,0,0,0,0,0,0,0,0,0
Zakaria Messoudi,MTL,M,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Hyland,CLB,D-M,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Salazar,HOU,F,0,0,0,0,0,0,0,0,0,0,0,0
Emilio Orozco,CHV,D,0,0,0,0,0,0,0,0,0,0,0,0
Ian Christianson,NY,M,0,0,0,0,0,0,0,0,0,0,0,0
Tommy Muller,SJ,D,0,0,0,0,0,0,0,0,0,0,0,0
Sebastián Rincón,POR,F,0,0,0,0,0,0,0,0,0,0,0,0
Will Bates,SEA,F,0,0,0,0,0,0,0,0,0,0,0,0
Cristhian Hernandez,PHI,F,0,0,0,0,0,0,0,0,0,0,0,0
Kellen Gulley,CHI,F,0,0,0,0,0,0,0,0,0,0,0,0
Caleb Clarke,VAN,F,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Kawulok,POR,D,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Miller,KC,M,0,0,0,0,0,0,0,0,0,0,0,0
Steven Evans,POR,M,0,0,0,0,0,0,0,0,0,0,0,0
Kory Kindle,COL,D,0,0,0,0,0,0,0,0,0,0,0,0
Drew Beckie,CLB,D,0,0,0,0,0,0,0,0,0,0,0,0
Paolo DelPiccolo,MTL,M,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Sorto,LA,D,0,0,0,0,0,0,0,0,0,0,0,0
Mobi Fehr,POR,D,0,0,0,0,0,0,0,0,0,0,0,0
Mikey Lopez,KC,M,0,0,0,0,0,0,0,0,0,0,0,0
David Viana,RSL,M,0,0,0,0,0,0,0,0,0,0,0,0
Digao,NY,D,0,0,0,0,0,0,0,0,0,0,0,0
Paulo Jr.,VAN,F,0,0,0,0,0,0,0,0,0,0,0,0
Abu Tommy,SJ,M,0,0,0,0,0,0,0,0,0,0,0,0
Rich Balchan,RSL,D,0,0,0,0,0,0,0,0,0,0,0,0
Blair Gavin,SEA,M,0,0,0,0,0,0,0,0,0,0,0,0
Davy Armstrong,COL,M,0,0,0,0,0,0,0,0,0,0,0,0
Victor Pineda,CHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Victor Ulloa,DAL,M,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Top,DAL,F,0,0,0,0,0,0,0,0,0,0,0,0
Omar Salgado,VAN,F,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy McLaughlin,PHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Yann Songo'o,KC,D,0,0,0,0,0,0,0,0,0,0,0,0
Maximiliano Rodriguez,MTL,M,0,0,0,0,0,0,0,0,0,0,0,0
Gilberto Souza Jr.,PHI,M,0,0,0,0,0,0,0,0,0,0,0,0
O'Brian Woodbine,NE,D,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Horton,CLB,F,0,0,0,0,0,0,0,0,0,0,0,0
Matt Stinson,TOR,M,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Duran,SEA,D,0,0,0,0,0,0,0,0,0,0,0,0
Bryce Alderson,VAN,M,0,0,0,0,0,0,0,0,0,0,0,0
Brendan King,CHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Greg Jordan,PHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Gaul,LA,D,0,0,0,0,0,0,0,0,0,0,0,0
Chandler Hoffman,LA,F,0,0,0,0,0,0,0,0,0,0,0,0
Kenney Walker,LA,M,0,0,0,0,0,0,0,0,0,0,0,0
Enzo Martinez,COL,M,0,0,0,0,0,0,0,0,0,0,0,0
Hanyer Mosquera,POR,D,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Hustedt,SJ,M,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Polak,NE,D,0,0,0,0,0,0,0,0,0,0,0,0
Brent Richards,POR,F,0,0,0,0,0,0,0,0,0,0,0,0
Yann Ekra,PHI,F,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Rivas,MTL,D,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Lopez,MTL,D,0,0,0,0,0,0,0,0,0,0,0,0
Federico Bessone,KC,D,0,0,0,0,0,0,0,0,0,0,0,0
Adam Johansson,SEA,D,0,0,0,0,0,0,0,0,0,0,0,0
Freddy Adu,PHI,F,0,0,0,0,0,0,0,0,0,0,0,0
Arne Friedrich,CHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Júlio César,TOR,D,0,0,0,0,0,0,0,0,0,0,0,0
Ante Jazic,CHV,D,0,0,0,0,0,0,0,0,0,0,0,0
Calen Carr,HOU,F,0,0,0,0,0,0,0,0,0,0,0,0
Ugo Ihemelu,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
Brenton Griffiths,COL,D,1,0,1,0,0,0,0,0,0,0,0,0
Jimmy Medranda,SKC,D-M,1,0,1,0,0,1,1,0,0,0,0,0
Amando Moreno,RBNY,F,2,0,2,0,0,0,0,0,0,0,0,0
Corben Bone,CHI,M,1,0,3,0,0,0,0,0,0,0,0,0
Emery Welshman,TOR,F,1,0,5,0,0,0,0,0,1,0,0,0
Sinisa Ubiparipovic,MTL,F-M,1,0,5,0,0,0,0,0,0,0,0,0
Robbie Russell,DC,D,1,0,6,0,0,0,0,0,0,0,0,0
Michael Thomas,KC,M,1,0,12,0,0,0,0,0,0,0,0,0
Phillip Lund,SEA,M,1,0,16,0,0,0,0,0,0,0,0,0
Alex Dixon,ROC,M,2,0,19,0,0,0,0,0,0,0,0,0
Charlie Davies,NE,F,4,0,23,0,0,0,0,0,0,0,0,0
Don Anding,PHI,D,1,0,30,0,0,1,0,0,0,0,0,0
Eriq Zavaleta,TOR,D,5,0,31,0,0,2,1,0,1,1,0,0
Calum Mallace,LAFC,M,2,0,36,0,0,0,0,0,0,0,0,0
Donnie Smith,NE,M,1,1,53,0,0,0,0,0,0,0,0,0
Anthony Arena,HOU,D,1,0,70,0,0,0,0,0,0,0,0,0
Alexander Lopez,HON,M,2,1,88,0,1,1,1,0,0,0,0,0
Bilal Duckett,NE,D,1,1,90,0,0,0,0,0,1,0,0,0
Matt Kassel,PHI,D-M,5,0,90,0,0,1,0,0,1,1,0,0
Sam Garza,SJ,M,5,0,93,0,0,3,1,0,0,0,0,0
Jaime Alas,SJ,M,5,1,117,0,0,1,0,0,3,0,0,0
Andre Akpan,COL,F,8,1,134,0,2,4,0,0,2,2,0,0
Mike Chabala,HOU,D,4,1,158,0,0,2,0,0,1,0,0,0
Connor Lade,RBNY,D,5,2,166,0,0,0,0,0,1,0,0,0
Giovani Casillas,CHV,F,5,2,182,1,0,3,1,0,0,0,0,0
Greg Cochrane,LA,D,12,9,848,0,0,5,0,0,4,0,0,0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
