Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Kevin Alston,NE,D,9,6,0,0,0,0,0.0
Carlos Ruiz,DC,F,13,5,0,0,0,0,0.0
Tony Cascio,COL,M,13,4,0,0,0,0,0.0
Taylor Kemp,DC,D,8,6,0,0,0,0,0.0
Kofi Opare,DC,D,6,6,0,0,0,0,0.0
Eric Gehrig,CLB,D,6,6,0,0,0,0,0.0
Wells Thompson,CHI,D,8,6,0,0,0,0,0.0
Karl Ouimette,MTL,D,7,6,0,0,0,0,0.0
Marvin Iraheta,CHV,M,13,5,0,0,0,0,0.0
German Mera,COL,D,13,6,0,0,0,0,0.0
Shalrie Joseph,SEA,M,10,6,0,0,0,0,0.0
Ty Harden,SJ,D,7,7,0,0,0,0,0.0
Jay DeMerit,VAN,D,8,7,0,0,0,0,0.0
Hernan Bernardello,MTL,M,8,8,0,0,0,0,0.0
Kwame Watson-Siriboe,RSL,D,7,7,0,0,0,0,0.0
David Carney,NY,D-M,7,7,0,0,0,0,0.0
Ryan Guy,NE,M,11,8,0,0,0,0,0.0
Clint Dempsey,SEA,F,9,6,0,0,0,0,0.0
Erick Neres da Cruz,DAL,M,9,8,0,0,0,0,0.0
Sainey Nyassi,DC,M,14,7,0,0,0,0,0.0
Mikael Silvestre,POR,D,8,8,0,0,0,0,0.0
Ibrahim Sekagya,NY,D,8,8,0,0,0,0,0.0
Patrick Ianni,SEA,D-M,9,7,0,0,0,0,0.0
Cam Weaver,HOU,F,22,6,0,0,0,0,0.0
Julio Morales,CHV,F,17,9,0,0,0,0,0.0
Hogan Ephraim,TOR,M,11,9,0,0,0,0,0.0
Arevalo Rios,CHI,M,9,9,0,0,0,0,0.0
Clarence Goodson,SJ,D,9,9,0,0,0,0,0.0
Jared Jeffrey,DC,M,10,10,0,0,0,0,0.0
Greg Cochrane,LA,D,12,9,0,0,0,0,0.0
Collen Warner,MIN,M,17,9,0,0,0,0,0.0
Bryan de la Fuente,CHV,F,11,11,0,0,0,0,0.0
Devon Sandoval,RSL,F,17,10,0,0,0,0,0.0
Eric Brunner,HOU,D,13,9,0,0,0,0,0.0
Logan Pause,CHI,M,15,11,0,0,0,0,0.0
Juan Toja,NE,M,18,11,0,0,0,0,0.0
Darel Russell,TOR,D,18,10,0,0,0,0,0.0
Yordany Álvarez,RSL,M,18,11,0,0,0,0,0.0
Joaquin Velazquez,CHV,D,12,12,0,0,0,0,0.0
Kellyn Acosta,DAL,M,13,11,0,0,0,0,0.0
Carlos Bocanegra,CHV,D,12,12,0,0,0,0,0.0
José Erick Correa,CHV,F,16,12,0,0,0,0,0.0
Jerry Bengtson,HON,F,16,12,0,0,0,0,0.0
Adam Jahn,CLB,F,22,11,0,0,0,0,0.0
Carlos Salcedo,RSL,D,13,12,0,0,0,0,0.0
Jordan Stewart,SJ,D-M,12,12,0,0,0,0,0.0
Gale Agbossoumonde,TOR,D,13,12,0,0,0,0,0.0
Dennis Iapichino,DC,D,15,11,0,0,0,0,0.0
Ethan White,DC,D,14,13,0,0,0,0,0.0
Leonardo,HOU,D,14,12,0,0,0,0,0.0
Lionard Pajoy,DC,F,20,11,0,0,0,0,0.0
Gabriel Farfan,CHV,M,20,13,0,0,0,0,0.0
Josue Soto,CHV,D-M,18,12,0,0,0,0,0.0
Gláuber,CLB,D,13,13,0,0,0,0,0.0
Peterson Joseph,KC,M,23,14,0,0,0,0,0.0
Oswaldo Minda,CHV,M,16,15,0,0,0,0,0.0
Alain Rochat,DC,D,17,15,0,0,0,0,0.0
Brad Rusin,VAN,D,19,16,0,0,0,0,0.0
Ike Opara,SKC,D,18,15,0,0,0,0,0.0
Andy O'Brien,VAN,D,16,16,0,0,0,0,0.0
Matias Laba,TOR,M,16,16,0,0,0,0,0.0
Richard Eckersley,TOR,D,16,16,0,0,0,0,0.0
Chris Schuler,ORL,D,16,16,0,0,0,0,0.0
Zach Scott,SEA,D,21,16,0,0,0,0,0.0
A.J. Soares,NE,D,18,17,0,0,0,0,0.0
Agustin Viana,CLB,M-D,20,20,0,0,0,0,0.0
Stephen McCarthy,NE,D,19,17,0,0,0,0,0.0
Dejan Jakovic,LAFC,D,18,17,0,0,0,0,0.0
Johnny Leveron,VAN,D,18,18,0,0,0,0,0.0
Bobby Burling,CHV,D,23,18,0,0,0,0,0.0
Jason Hernandez,SJ,D,21,19,0,0,0,0,0.0
Pa-Modou Kah,VAN,D,20,20,0,0,0,0,0.0
Danny O'Rourke,CLB,D,22,19,0,0,0,0,0.0
Chris Wingert,RSL,D,21,20,0,0,0,0,0.0
Robert Earnshaw,TOR,F,26,23,0,0,0,0,0.0
George John,DAL,D,24,24,0,0,0,0,0.0
Zach Loyd,DAL,D,25,24,0,0,0,0,0.0
Bakary Soumare,CHI,D,25,25,0,0,0,0,0.0
Shane O'Neill,COL,D,26,24,0,0,0,0,0.0
Jack McInerney,PHI,F,31,25,0,0,0,0,0.0
Djimi Traore,SEA,D,27,25,0,0,0,0,0.0
Jhon Kennedy Hurtado,SEA,D,27,25,0,0,0,0,0.0
Josh Williams,CLB,D,27,25,0,0,0,0,0.0
Jámison Olave,NY,D,29,27,0,0,0,0,0.0
A.J. DeLaGarza,HOU,D,28,28,0,0,0,0,0.0
Mario De Luna,CHV,D,30,30,0,0,0,0,0.0
Chad Marshall,SEA,D,30,30,0,0,0,0,0.0
Chris Korb,DC,D,30,30,0,0,0,0,0.0
Raymon Gaddis,PHI,D,31,31,0,0,0,0,0.0
Matt Hedges,DAL,D,33,32,0,0,0,0,0.0
Drew Moor,TOR,D,32,31,0,0,0,0,0.0
José Gonçalves,NE,D,34,34,0,0,0,0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan
