Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
SC0,14/10/06,Rangers,Inverness C,0,1,A,0,0,D,I Brines,18,6,6,5,12,9,8,0,2,2,0,0,1.28,5,8,1.25,5,9,1.25,5,9,1.27,4.3,8.5,1.25,4.5,10,1.25,5,10,1.22,5,9.5,1.25,4.33,11,1.22,5.5,9,38,1.29,1.25,5.5,4.88,12,10.16,24,1.85,1.72,2.1,1.97,16,-1.5,2.05,1.98,1.9,1.84
SC0,15/10/06,Hibernian,Hearts,2,2,D,2,1,H,C Richmond,12,9,5,5,23,24,7,3,5,4,0,1,2.87,3.25,2.37,2.8,3.2,2.25,2.75,3.2,2.3,2.9,3,2.2,2.75,3.2,2.25,2.88,3.2,2.25,2.87,3.1,2.2,2.88,3.2,2.2,2.6,3.2,2.35,37,2.95,2.81,3.25,3.19,2.5,2.3,24,2.08,1.93,1.85,1.78,17,0.25,1.86,1.81,2.08,2.04
SC0,21/10/06,Aberdeen,Dundee United,3,1,H,1,0,H,C Thomson,13,2,7,1,14,11,10,4,4,1,0,0,1.7,3.4,4.33,1.7,3.4,4.35,1.7,3.3,4.5,1.7,3.2,4.2,1.66,3.3,4.5,1.67,3.5,4.75,1.8,3.1,4,1.73,3.25,4.5,1.65,3.4,4.5,40,1.8,1.7,3.4,3.34,5.25,4.54,23,2.2,2.01,1.8,1.71,13,0,1.33,1.27,3.5,3.25
SC0,21/10/06,Celtic,Motherwell,2,1,H,1,0,H,A Freeland,8,9,4,2,10,14,8,4,0,0,0,0,1.14,6.5,12,1.15,6,13.5,1.15,6,13,1.15,6,12,1.14,6,12,1.15,6.25,13,1.16,5.5,12,1.14,6,13,1.17,6,11,42,1.17,1.15,7.25,6.18,18,13.55,25,1.57,1.55,2.45,2.25,12,-1.75,1.93,1.87,2.06,2
SC0,21/10/06,Hearts,Kilmarnock,0,2,A,0,2,A,K Clark,9,9,5,4,14,15,7,4,4,3,0,0,1.45,3.75,6,1.45,4,5.9,1.47,3.75,6,1.4,3.9,6,1.5,3.4,6,1.5,3.75,6,1.5,3.4,6,1.53,3.6,5.5,1.4,3.75,7.5,42,1.55,1.47,3.9,3.71,7.8,6.42,24,1.87,1.74,2.1,1.95,14,-1,1.89,1.86,2,1.96
SC0,21/10/06,Inverness C,Falkirk,3,2,H,0,1,A,S Dougal,12,4,6,2,10,7,5,3,2,2,0,0,1.85,3.25,3.6,1.8,3.4,3.8,1.83,3.25,3.8,1.85,3.1,3.6,1.8,3.2,4,1.91,3.25,3.75,1.8,3.1,4,1.91,3.25,3.5,1.85,3.25,3.75,41,2,1.87,3.35,3.24,4.1,3.81,23,2.15,2.02,1.73,1.68,14,0,1.4,1.38,2.9,2.72
SC0,22/10/06,St Mirren,Rangers,2,3,A,1,2,A,C Murray,3,7,3,5,13,11,2,4,1,1,0,0,5.5,3.6,1.57,5.9,4,1.45,5.75,3.65,1.5,5.4,3.8,1.45,5.5,3.5,1.53,5.5,3.75,1.53,6,3.75,1.44,6.5,3.75,1.44,6.5,3.75,1.45,41,6.8,6.08,4,3.7,1.58,1.5,24,1.9,1.79,2.15,1.89,15,1,1.85,1.79,2.1,2.01
SC0,23/10/06,Dunfermline,Hibernian,0,4,A,0,1,A,M McCurry,4,16,2,9,10,7,3,6,1,0,0,0,3.6,3.25,2,3.1,3.2,2.1,3.4,3.2,2,2.9,3,2.2,2.75,3.2,2.25,3.2,3.2,2.1,2.87,3.1,2.2,3.25,3.2,2,2.8,3.25,2.2,43,3.7,3.28,3.3,3.2,2.2,2.06,30,2.1,1.95,1.85,1.76,23,0,2.75,2.39,1.65,1.52
SC0,28/10/06,Falkirk,Dundee United,5,1,H,2,0,H,D McDonald,8,10,4,0,11,16,5,3,0,3,0,1,2.1,3.25,3,2,3.2,3.35,2,3.2,3.3,1.9,3.1,3.5,2,3.2,3.2,2.05,3.2,3.3,1.9,3.2,3.5,2.1,3.2,3.2,2,3.25,3.25,42,2.3,2.03,3.3,3.21,3.6,3.29,28,2.19,2.01,1.78,1.7,16,-0.5,2.15,2.09,1.8,1.77
SC0,28/10/06,Hearts,Dunfermline,1,1,D,1,0,H,B Winter,13,9,7,4,19,17,15,5,2,2,0,0,1.33,4.5,7,1.35,4.5,6.8,1.35,4.5,6.5,1.33,4,7.5,1.3,4.33,8,1.33,4.33,8.5,1.4,3.75,7,1.33,4.33,8.5,1.3,4.35,8.5,40,1.36,1.33,4.75,4.36,9,7.75,28,2.1,1.69,2.15,1.97,16,-1.25,1.9,1.79,2.13,2.08
SC0,28/10/06,Rangers,Motherwell,1,1,D,1,0,H,C Richmond,17,5,13,1,14,16,13,0,0,3,0,0,1.25,5,9,1.25,5,9,1.25,5,9,1.27,4.3,8.5,1.2,5,11,1.25,5,10,1.25,4.5,10,1.2,5.5,12,1.22,5,10,43,1.29,1.25,5.5,4.92,12.6,9.68,30,2.1,1.64,2.22,2.05,17,-1.5,2,1.97,1.93,1.87
SC0,28/10/06,St Mirren,Inverness C,1,1,D,0,1,A,M Tumilty,10,8,5,2,12,19,9,2,1,5,0,0,2.4,3.2,2.6,2.4,3.2,2.6,2.4,3.2,2.6,2.7,3,2.3,2.37,3.2,2.6,2.45,3.2,2.62,2.5,3.1,2.5,2.5,3.2,2.6,2.5,3.25,2.5,41,3,2.49,3.25,3.17,2.7,2.56,29,2.14,2,1.81,1.71,18,0,2.09,1.94,1.91,1.85
SC0,29/10/06,Kilmarnock,Celtic,1,2,A,0,0,D,J Underhill,6,11,3,5,14,11,2,5,1,2,0,0,7.5,4,1.44,6.8,4.5,1.35,6.5,4.25,1.4,6,3.9,1.4,7,3.75,1.4,7,3.75,1.44,6.5,3.6,1.44,7.5,4,1.4,6.5,3.75,1.45,41,7.5,6.75,4.3,3.89,1.51,1.43,28,2,1.73,2.15,1.97,16,1.25,1.77,1.73,2.28,2.16
SC0,30/10/06,Aberdeen,Hibernian,2,1,H,0,0,D,K Clark,10,6,4,4,20,19,2,2,3,6,0,1,2.6,3.25,2.6,2.25,3.2,2.85,2.5,3.2,2.5,2.4,3,2.6,2.1,3.2,3,2.5,3.2,2.6,2.25,3.2,2.75,2.25,3.25,2.88,2.35,3.25,2.65,42,2.65,2.4,3.35,3.18,2.95,2.7,30,2.11,1.96,2.05,1.92,21,0,1.95,1.85,2.05,1.92
SC0,04/11/06,Celtic,Hearts,2,1,H,0,0,D,C Thomson,12,11,6,3,11,19,3,5,1,2,0,0,1.5,4,6.5,1.4,4,7,1.44,3.75,6.75,1.45,3.8,5.4,1.44,3.75,6,1.44,4,6.5,1.4,3.75,7,1.44,3.75,7,1.45,3.6,7,24,1.55,1.46,4.15,3.77,7.25,6.46,17,1.8,1.72,2.1,1.94,15,-1,2,1.92,1.98,1.89
SC0,04/11/06,Dunfermline,Falkirk,0,3,A,0,1,A,I Brines,7,10,3,5,15,9,5,4,4,2,0,0,2.3,3.2,2.7,2.25,3.2,2.85,2.3,3.2,2.7,2.45,3,2.55,2.25,3.2,2.75,2.38,3.2,2.75,2.3,3.1,2.75,2.38,3.2,2.75,2.4,3.25,2.5,25,2.64,2.41,3.25,3.17,2.8,2.67,19,2.17,2.01,1.75,1.69,14,0,2,1.85,1.98,1.92
SC0,04/11/06,Hibernian,Kilmarnock,2,2,D,0,0,D,C Richmond,7,2,5,1,17,18,5,5,1,2,0,0,1.85,3.25,3.75,1.9,3.3,3.55,1.85,3.25,3.75,1.9,3.1,3.5,1.91,3.25,3.4,1.9,3.25,3.75,1.9,3.2,3.5,2,3.25,3.4,1.9,3.25,3.5,24,2,1.9,3.41,3.25,4.05,3.66,20,2,1.79,2.13,1.92,14,-0.5,2.05,2.01,1.9,1.85
SC0,04/11/06,Motherwell,St Mirren,0,0,D,0,0,D,C McKay,10,12,3,5,13,10,4,7,2,0,0,0,2,3.25,3.25,2.05,3.25,3.15,2,3.2,3.4,1.9,3.1,3.5,2,3.2,3.2,2.1,3.2,3.2,2.15,3.1,3,2.1,3.2,3.2,2,3.25,3.25,24,2.05,1.99,3.41,3.22,3.75,3.41,20,2.09,1.95,1.85,1.75,14,-0.25,1.8,1.77,2.15,2.1
SC0,05/11/06,Dundee United,Rangers,2,1,H,0,0,D,K Clarke,14,10,7,3,13,15,8,4,1,1,0,0,7.5,4.33,1.4,7.5,4.25,1.35,7.5,4.2,1.36,7.5,4,1.33,7,3.75,1.4,7.5,4.33,1.36,7,4,1.36,7.5,4.5,1.33,7.5,4,1.35,37,9,7.45,4.5,4.12,1.4,1.37,28,1.8,1.64,2.2,2.07,21,1.25,1.88,1.82,2.06,2.04
SC0,06/11/06,Inverness C,Aberdeen,1,1,D,0,0,D,D McDonald,9,12,6,4,16,15,7,6,1,2,0,0,2.25,3.25,2.75,2.2,3.2,2.9,2.25,3.2,2.8,2.3,3,2.7,2.25,3.2,2.75,2.25,3.2,2.88,2.1,3.2,3,2.2,3.2,3,2.25,3.25,2.75,42,2.6,2.3,3.25,3.2,3,2.79,32,2.2,2.02,1.75,1.68,20,0,1.73,1.67,2.2,2.1
SC0,11/11/06,Aberdeen,Motherwell,2,1,H,0,0,D,C Richmond,10,3,3,1,9,8,10,0,0,3,0,0,1.83,3.25,3.75,1.7,3.4,4.35,1.8,3.25,4,1.8,3.1,3.8,1.83,3.2,3.75,1.8,3.4,4,1.72,3.25,4.2,1.83,3.25,4,1.8,3.25,4,46,1.95,1.81,3.4,3.26,4.5,4.04,28,2.11,1.99,1.83,1.74,20,-0.5,1.94,1.9,1.99,1.94
SC0,11/11/06,Dundee United,Kilmarnock,1,0,H,0,0,D,W Collum,11,7,4,1,18,11,5,7,2,1,0,0,2.8,3.2,2.25,2.7,3.2,2.35,2.6,3.2,2.4,2.9,3,2.2,2.5,3.2,2.5,2.6,3.2,2.5,2.5,3.1,2.5,2.5,3.4,2.5,2.5,3.2,2.5,43,2.9,2.63,3.4,3.19,2.6,2.43,27,1.9,1.81,2.04,1.91,21,0,2,1.93,1.93,1.83
SC0,11/11/06,Hibernian,Inverness C,2,0,H,0,0,D,J Underhill,12,8,7,6,6,16,7,5,0,1,0,1,1.9,3.25,3.5,1.85,3.35,3.7,1.85,3.25,3.8,1.8,3.1,3.8,1.9,3.25,3.4,1.91,3.3,3.6,1.9,3.2,3.5,2,3.25,3.25,1.9,3.25,3.5,43,2.1,1.94,3.3,3.23,4,3.5,28,1.9,1.77,2.08,1.97,20,-0.5,2.09,2.04,1.88,1.81
SC0,11/11/06,Rangers,Dunfermline,2,0,H,0,0,D,S Conroy,16,6,8,2,9,17,13,4,1,2,0,0,1.22,5,10,1.2,5.5,10.5,1.2,5.25,11,1.2,5,10,1.2,5,11,1.2,5.5,12,1.2,5,11,1.2,5,13,1.25,5,8.5,43,1.25,1.22,5.5,5.09,14,11.01,28,1.72,1.61,2.25,2.14,18,-1.5,1.88,1.83,2.09,2.01
SC0,12/11/06,St Mirren,Celtic,1,3,A,0,2,A,S Dougal,7,11,3,4,12,13,4,1,2,0,0,0,10,5,1.28,7.5,4.75,1.3,8,4.5,1.3,7.5,4,1.33,8,4.5,1.28,9,4.5,1.3,8.5,4.33,1.28,10,5,1.25,8.5,4.5,1.28,42,10.4,8.95,5,4.59,1.37,1.29,31,1.7,1.65,2.25,2.1,21,1.5,1.85,1.77,2.13,2.07
SC0,13/11/06,Falkirk,Hearts,1,1,D,0,0,D,M McCurry,11,11,9,5,10,21,3,4,1,2,0,0,3.6,3.25,1.85,3.8,3.4,1.8,3.75,3.25,1.85,3.5,3.1,1.9,3.75,3.2,1.83,3.5,3.4,1.91,3.75,3.3,1.8,3.4,3.4,1.91,3.25,3.25,2,44,3.9,3.66,3.4,3.27,2.07,1.9,29,1.99,1.83,1.95,1.89,22,0.5,1.82,1.89,2.14,2.07
SC0,18/11/06,Aberdeen,St Mirren,2,0,H,0,0,D,E Smith,9,3,7,2,9,12,9,4,0,1,0,0,1.8,3.25,4,1.7,3.4,4.35,1.68,3.3,4.6,1.65,3.3,4.4,1.72,3.2,4.33,1.73,3.4,4.33,1.66,3.3,4.5,1.67,3.25,5,1.65,3.4,4.5,41,1.8,1.71,3.4,3.32,5.5,4.48,26,2.18,2.01,1.8,1.72,16,-0.75,2.03,1.99,1.9,1.86
SC0,18/11/06,Celtic,Inverness C,3,0,H,1,0,H,K Clarke,16,6,8,3,4,16,12,8,0,1,0,0,1.16,6,11,1.2,5.5,10.5,1.2,5.25,11,1.2,5,10,1.16,5.5,12,1.2,5.5,12,1.2,5,11,1.2,5,13,1.17,6,11,42,1.25,1.2,6,5.38,13,11.25,27,1.72,1.64,2.25,2.08,18,-1.75,2.17,2.13,1.79,1.74
SC0,18/11/06,Dunfermline,Dundee United,2,1,H,0,0,D,A Freeland,9,9,4,2,12,12,4,6,1,0,0,0,2.5,3.2,2.5,2.6,3.2,2.4,2.6,3.2,2.4,2.6,3,2.4,2.5,3.2,2.5,2.6,3.2,2.5,2.6,3.1,2.4,2.6,3.2,2.5,2.5,3.2,2.5,40,2.8,2.57,3.22,3.17,2.8,2.48,24,2.1,1.99,1.8,1.71,17,0,2.07,1.98,1.87,1.8
SC0,18/11/06,Kilmarnock,Falkirk,2,1,H,0,1,A,C Richmond,3,12,1,5,18,17,6,8,2,5,1,0,1.9,3.25,3.5,1.95,3.25,3.45,1.95,3.2,3.5,1.85,3.1,3.6,1.8,3.3,3.75,1.91,3.2,3.75,1.95,3.25,3.3,2,3.25,3.4,1.9,3.25,3.5,43,2.1,1.92,3.3,3.23,3.8,3.57,27,2.04,1.93,1.88,1.79,17,-0.5,2.2,2.1,1.81,1.77
SC0,18/11/06,Motherwell,Hibernian,1,6,A,0,4,A,I Brines,12,18,4,10,13,16,8,5,2,1,0,0,2.7,3.2,2.3,2.85,3.2,2.25,2.8,3.2,2.25,2.9,3,2.2,2.6,3.2,2.37,2.8,3.2,2.3,2.75,3.2,2.25,2.75,3.2,2.38,2.7,3.25,2.3,43,3.05,2.82,3.25,3.19,2.38,2.27,26,2,1.87,1.9,1.8,18,0.25,1.94,1.89,2,1.96
SC0,19/11/06,Hearts,Rangers,0,1,A,0,0,D,D McDonald,9,8,2,3,14,12,7,10,2,5,0,0,2.62,3.2,2.6,2.5,3.2,2.5,2.6,3.2,2.4,2.5,3,2.5,2.4,3.25,2.5,2.6,3.2,2.5,2.5,3.1,2.5,2.75,3.2,2.38,2.5,3.2,2.5,36,2.8,2.58,3.25,3.16,2.65,2.49,21,2.1,1.98,1.8,1.71,16,0,2.05,1.92,1.95,1.86
SC0,25/11/06,Dunfermline,Aberdeen,0,3,A,0,0,D,M Tumilty,12,7,3,6,16,13,3,5,2,0,0,0,3,3.25,2.1,3.1,3.2,2.1,3.1,3.2,2.1,3.5,3.1,1.9,3,3.2,2.1,3.2,3.2,2.1,3.1,3.1,2.1,3,3.2,2.2,3.25,3.25,2,41,3.9,3.31,3.35,3.21,2.2,2.04,26,2.21,2.01,1.75,1.7,21,0.25,2.15,2.11,1.8,1.75
SC0,25/11/06,Inverness C,Hearts,0,0,D,0,0,D,I Brines,10,8,2,4,14,15,4,4,2,2,0,0,2.8,3.2,2.25,2.85,3.2,2.25,2.8,3.1,2.3,2.6,3,2.4,2.4,3.25,2.5,2.8,3.25,2.3,2.5,3.1,2.5,2.5,3.4,2.5,2.6,3.2,2.35,40,3,2.7,3.4,3.2,2.6,2.36,26,2.22,2.03,1.75,1.69,20,0,2.2,1.99,1.89,1.77
SC0,25/11/06,Motherwell,Falkirk,4,2,H,1,1,D,C Thomson,9,6,2,3,18,10,2,5,4,5,0,1,2.37,3.2,2.62,2.35,3.2,2.7,2.4,3.2,2.6,2.4,3,2.6,2.37,3.2,2.6,2.4,3.25,2.65,2.4,3.1,2.6,2.5,3.4,2.5,2.35,3.2,2.6,42,2.5,2.39,3.4,3.2,2.9,2.66,27,2.15,2,1.85,1.72,20,0,1.89,1.76,2.15,2.01
SC0,26/11/06,Dundee United,St Mirren,1,0,H,0,0,D,B Winter,8,7,4,4,14,10,6,6,1,1,0,0,2.1,3.25,3,2,3.25,3.3,2,3.25,3.25,2,3.1,3.2,2.1,3.2,3,2.1,3.2,3.2,2,3.2,3.2,2.1,3.2,3.2,2.1,3.25,3,40,2.32,2.1,3.25,3.21,3.4,3.15,28,2.15,2,1.85,1.74,21,-0.25,1.96,1.92,1.96,1.93
SC0,26/11/06,Hibernian,Celtic,2,2,D,1,0,H,M McCurry,12,6,6,6,15,15,7,7,4,3,0,0,5.5,3.8,1.57,5.6,3.75,1.5,6.25,3.8,1.45,4.8,3.5,1.55,6,3.75,1.44,5.75,3.8,1.5,6,3.75,1.44,5.5,3.6,1.53,6,3.5,1.5,40,6.25,5.66,3.85,3.63,1.67,1.54,29,1.75,1.65,2.25,2.11,20,1,1.75,1.71,2.23,2.14
SC0,26/11/06,Rangers,Kilmarnock,3,0,H,2,0,H,K Clarke,20,3,13,0,12,13,6,5,0,0,0,0,1.4,4,6.5,1.35,4.25,7.5,1.35,4.25,7.25,1.35,4,7,1.4,3.75,7,1.33,4.5,8,1.33,4,8,1.33,4.5,8,1.28,4.5,8.5,41,1.4,1.36,4.5,4.21,8.5,7.44,28,1.72,1.63,2.3,2.14,19,-1.25,2.02,1.95,1.93,1.9
SC0,02/12/06,Celtic,Aberdeen,1,0,H,0,0,D,D McDonald,14,3,7,3,7,12,7,1,1,1,0,0,1.33,4.75,9,1.25,4.9,9.5,1.25,4.75,10,1.22,4.8,9.5,1.25,5,8,1.29,4.75,9,1.3,4.33,8,1.25,5,10,1.22,5.5,8.5,40,1.36,1.27,5.5,4.7,11,9.28,26,1.67,1.64,2.2,2.08,17,-1.5,2.2,2.13,1.79,1.71
SC0,02/12/06,Hibernian,Dundee United,2,1,H,1,1,D,S Conroy,12,6,5,3,15,16,4,3,1,3,0,0,1.5,3.75,5.5,1.55,3.7,5.1,1.55,3.5,5.5,1.5,3.7,5,1.5,3.4,6,1.57,3.5,5.5,1.57,3.5,5,1.57,3.4,6,1.5,3.4,6.5,40,1.57,1.52,3.9,3.58,7,5.86,26,1.73,1.63,2.25,2.11,18,-1,1.9,1.85,2.06,1.95
SC0,02/12/06,Inverness C,Motherwell,0,1,A,0,0,D,E Smith,5,5,5,1,13,14,5,2,3,1,1,0,1.9,3.25,3.5,1.9,3.3,3.55,1.9,3.25,3.6,1.8,3.1,3.8,1.9,3.25,3.4,1.91,3.25,3.75,1.9,3.2,3.5,1.83,3.25,4,1.9,3.25,3.5,41,2,1.87,3.35,3.25,4.05,3.72,26,2.16,1.96,1.8,1.75,19,-0.5,1.99,1.94,1.95,1.91
SC0,02/12/06,Kilmarnock,Dunfermline,5,1,H,4,1,H,J Underhill,9,4,4,3,6,17,5,3,0,3,0,1,1.57,3.6,5,1.55,3.7,5.1,1.57,3.5,5.25,1.5,3.7,5,1.57,3.5,5,1.57,3.5,5.5,1.57,3.5,5,1.57,3.4,6,1.5,3.4,6.5,41,1.62,1.53,3.75,3.55,8,5.79,27,1.83,1.73,2.1,1.95,19,-0.75,1.73,1.71,2.27,2.17
SC0,02/12/06,St Mirren,Hearts,2,2,D,2,1,H,C Richmond,11,12,6,8,16,15,3,5,3,4,0,1,3.25,3.25,2,3.3,3.25,2,3.25,3.25,2,3.5,3.1,1.9,3.2,3.2,2,3.4,3.25,2,3.2,3.2,2,3.4,3.25,2,3.25,3.25,2,40,3.65,3.38,3.35,3.23,2.1,1.99,26,2.13,1.97,1.81,1.75,21,0,2.63,2.5,1.5,1.45
SC0,03/12/06,Falkirk,Rangers,1,0,H,1,0,H,S Dougal,10,15,4,7,8,12,3,13,1,3,0,0,7,3.75,1.5,7,4,1.4,6.5,3.75,1.44,6,3.9,1.4,6.5,4,1.4,6.5,4,1.44,7,3.75,1.4,7,4,1.4,7.5,4,1.35,22,8,7.08,4,3.82,1.51,1.44,13,1.85,1.79,2.03,1.93,12,0,5.7,5,1.15,1.11
SC0,09/12/06,Aberdeen,Falkirk,2,1,H,2,0,H,J Underhill,12,13,4,5,11,16,1,5,1,1,0,0,1.61,3.4,5,1.65,3.45,4.65,1.65,3.4,4.6,1.6,3.4,4.6,1.62,3.5,4.5,1.7,3.4,4.5,1.66,3.3,4.5,1.67,3.6,4.5,1.6,3.4,5,46,1.72,1.65,3.7,3.43,5.4,4.78,30,1.99,1.88,1.92,1.83,21,-0.75,1.93,1.89,2,1.97
SC0,09/12/06,Dundee United,Inverness C,3,1,H,1,1,D,S Dougal,16,6,11,4,18,20,6,1,3,4,0,0,2.25,3.25,2.75,2.2,3.2,2.9,2.25,3.2,2.8,2.3,3,2.7,2.2,3.2,2.8,2.1,3.2,3.2,2.2,3.1,2.87,2.2,3.25,2.88,2.25,3.25,2.75,46,2.45,2.24,3.35,3.21,3.1,2.87,29,2.17,2,1.75,1.7,22,0,1.78,1.67,2.2,2.06
SC0,09/12/06,Hearts,Motherwell,4,1,H,1,1,D,C MacKay,20,5,9,1,20,18,5,9,2,2,0,0,1.5,3.6,6.5,1.6,3.45,5.15,1.6,3.4,5,1.5,3.7,5,1.57,3.5,5,1.57,3.6,5.5,1.66,3.3,4.5,1.67,3.6,4.5,1.65,3.4,4.5,46,1.67,1.58,3.97,3.5,6.55,5.39,30,1.92,1.83,2.05,1.88,22,-1,2.05,1.94,1.97,1.88
SC0,09/12/06,Kilmarnock,St Mirren,1,1,D,0,0,D,M McCurry,9,3,5,2,12,11,3,2,0,1,0,0,1.66,3.4,4.5,1.65,3.45,4.65,1.65,3.4,4.6,1.6,3.4,4.6,1.62,3.5,4.5,1.67,3.6,4.6,1.61,3.3,5,1.62,3.5,5,1.55,3.4,5.5,46,1.7,1.63,3.8,3.43,5.55,4.9,30,1.9,1.76,2.1,1.95,21,-0.75,1.98,1.84,2.05,2.01
SC0,09/12/06,Rangers,Hibernian,3,0,H,3,0,H,I Brines,15,14,11,8,22,16,12,3,3,3,0,1,1.72,3.5,4.75,1.55,3.65,5.25,1.65,3.4,4.75,1.7,3.2,4.2,1.53,3.5,5.5,1.6,3.6,5,1.57,3.5,5,1.62,3.5,5,1.6,3.4,5,45,1.75,1.64,3.71,3.44,5.6,4.9,28,1.8,1.66,2.2,2.04,21,-0.75,2.15,2.06,1.88,1.81
SC0,10/12/06,Dunfermline,Celtic,1,2,A,0,0,D,C Thomson,3,10,1,4,18,3,3,5,1,0,0,0,11,6,1.22,10.5,5.5,1.2,10,5.5,1.2,10,5,1.2,11,5,1.2,11,5.25,1.22,11,5,1.2,13,5,1.2,8.5,6,1.2,43,15,11.11,6,5.43,1.23,1.2,30,1.6,1.54,2.4,2.25,21,1.5,2.12,2.04,1.85,1.8
SC0,16/12/06,Falkirk,Hibernian,2,1,H,2,0,H,C Richmond,13,19,3,9,16,20,1,6,2,4,0,0,2.7,3.2,2.3,2.75,3.2,2.3,2.75,3.2,2.3,2.7,3.2,2.2,2.75,3.2,2.25,2.8,3.2,2.3,2.75,3.1,2.3,2.75,3.2,2.38,2.75,3.25,2.25,42,3,2.78,3.3,3.21,2.5,2.29,29,1.9,1.79,2.1,1.92,23,0,2.21,2.11,1.76,1.69
SC0,16/12/06,Hearts,Aberdeen,0,1,A,0,0,D,S Dougal,9,5,2,2,16,15,2,6,1,2,0,0,1.83,3.25,3.75,1.9,3.3,3.55,2,3.2,3.4,2,3.2,3.1,1.9,3.25,3.4,1.91,3.25,3.75,1.95,3.25,3.3,2.1,3.2,3.2,1.9,3.25,3.5,42,2.1,1.95,3.3,3.23,3.8,3.5,29,2.13,1.98,1.81,1.73,22,-0.5,2.1,2.03,1.88,1.83
SC0,16/12/06,Inverness C,Kilmarnock,3,4,A,3,2,H,J Underhill,9,7,5,3,11,7,6,2,2,2,0,0,2.37,3.2,2.62,2.3,3.2,2.75,2.4,3.2,2.6,2.4,3.2,2.5,2.37,3.2,2.6,2.38,3.2,2.7,2.3,3.1,2.75,2.38,3.2,2.75,2.35,3.2,2.65,41,2.5,2.37,3.25,3.19,2.9,2.69,28,2.15,1.99,1.82,1.73,22,0,1.83,1.74,2.13,2.03
SC0,16/12/06,Motherwell,Dundee United,2,3,A,0,2,A,M McCurry,9,5,5,4,7,16,6,5,1,1,0,1,2.2,3.2,2.87,2.2,3.2,2.9,2.15,3.2,3,2,3.2,3.1,2.1,3.2,3,2.2,3.2,3,2.25,3.1,2.8,2.25,3.25,2.88,2.2,3.2,2.8,41,2.3,2.18,3.3,3.21,3.25,2.98,28,2.1,1.81,2.06,1.91,22,0,1.63,1.59,2.3,2.18
SC0,16/12/06,St Mirren,Dunfermline,0,0,D,0,0,D,S Finnie,9,10,5,5,14,22,7,7,0,3,0,0,1.8,3.25,4,1.8,3.35,3.9,1.8,3.25,4,1.8,3.2,3.7,1.9,3.2,3.5,1.83,3.25,4,1.83,3.3,3.6,1.83,3.25,4,1.8,3.25,4,42,1.91,1.83,3.4,3.27,4.15,3.91,29,2,1.88,1.94,1.82,21,-0.5,1.98,1.9,1.97,1.95
SC0,17/12/06,Rangers,Celtic,1,1,D,0,1,A,K Clarke,21,9,12,6,15,14,9,1,1,2,0,0,2.75,3.2,2.5,2.75,3.2,2.3,2.6,3.2,2.5,2.6,3,2.4,2.5,3.2,2.5,2.7,3.2,2.4,2.62,3.2,2.3,2.5,3.25,2.5,2.6,3.2,2.4,28,2.8,2.64,3.35,3.18,2.55,2.45,19,2.15,1.97,1.85,1.72,20,0,2,1.93,1.94,1.84
SC0,23/12/06,Aberdeen,Rangers,1,2,A,0,2,A,D McDonald,11,12,4,8,15,20,1,5,3,0,0,0,3,3.25,2.3,3.15,3.25,2.05,2.8,3.25,2.2,2.7,3,2.3,3,3.2,2.1,3,3.2,2.2,2.8,3.1,2.25,2.88,3.25,2.2,2.9,3.2,2.2,36,3.1,2.85,3.3,3.21,2.55,2.27,27,2.12,1.97,1.8,1.72,18,0.25,1.85,1.77,2.13,2.1
SC0,23/12/06,Celtic,Falkirk,1,0,H,1,0,H,I Brines,10,12,6,6,14,9,2,4,3,4,1,0,1.18,6,12,1.15,6.5,11.5,1.15,6,13,1.15,6,12,1.14,6,12,1.17,6,13,1.14,6,12,1.14,6,13,1.15,6,11,36,1.22,1.16,6.4,5.98,15,12.54,25,1.75,1.65,2.3,2.08,15,-1.75,1.97,1.94,1.95,1.91
SC0,23/12/06,Dundee United,Hearts,0,1,A,0,0,D,C Richmond,12,9,6,4,20,23,8,1,2,4,0,0,2.7,3.25,2.4,2.75,3.2,2.3,2.7,3.2,2.35,2.7,3.2,2.2,2.6,3.2,2.38,2.75,3.2,2.38,2.75,3.1,2.3,2.62,3.4,2.25,2.65,3.2,2.35,36,3,2.77,3.4,3.21,2.4,2.31,25,2.14,1.93,1.85,1.75,18,0.25,1.92,1.86,2.07,2
SC0,23/12/06,Dunfermline,Inverness C,0,0,D,0,0,D,W Collum,5,3,1,1,13,13,5,7,5,3,1,0,2.7,3.25,2.4,2.5,3.15,2.55,2.6,3.1,2.5,2.5,3,2.5,2.38,3.2,2.6,2.55,3.2,2.55,2.62,3.1,2.37,2.5,3.2,2.6,2.5,3.2,2.5,37,2.8,2.58,3.25,3.14,2.66,2.51,26,2.1,1.92,1.85,1.76,19,0,2.05,1.94,1.91,1.83
