Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,LBH,LBD,LBA,WHH,WHD,WHA
SC2,20/03/01,Stirling,Forfar,1,0,H,0,0,D,495,John Gilmore,3,13,2,5,0,0,5,9,8,11,1,3,1,0,0,0,10,0,2.37,3.4,2.5,2.25,3.5,2.5
SC2,24/03/01,Stirling,Queens Park,0,2,A,0,1,A,548,Bobby Orr,11,8,6,4,1,0,4,4,9,12,3,2,0,1,0,0,0,10,2.1,3.5,2.75,2.2,3.5,2.6
SC2,25/03/01,Berwick,Queen of Sth,2,2,D,1,0,H,608,Alan Gemmill,17,8,6,4,0,0,4,2,13,16,1,4,1,2,0,0,10,20,2.2,3.5,2.62,2.1,3.5,2.75
SC2,25/03/01,Stranraer,Arbroath,0,1,A,0,0,D,315,Dougie Smith,10,9,8,2,0,0,7,4,9,13,4,3,3,0,0,0,30,0,2.37,3.5,2.37,2.37,3.5,2.37
SC2,27/03/01,Clydebank,Stenhousemuir,1,0,H,1,0,H,123,Eddie Mack,4,5,3,4,0,0,0,7,10,10,6,1,1,1,0,0,10,10,2,3.6,2.87,2.1,3.5,2.75
SC2,28/03/01,Berwick,Stirling,4,1,H,3,1,H,477,Cammy Melville,21,4,11,2,0,0,9,2,11,29,3,5,0,2,0,1,0,45,1.8,3.5,3.5,1.8,3.5,3.5
SC2,31/03/01,Clydebank,Forfar,2,1,H,1,0,H,152,Eddie Mack,8,6,3,2,0,0,7,7,9,12,2,2,2,4,0,0,20,40,2,3.4,3,2.2,3.5,2.6
SC2,31/03/01,Queen of Sth,Berwick,3,3,D,1,1,D,984,Bobby Orr,13,13,8,8,0,0,6,7,12,12,3,2,0,0,0,0,0,0,2.1,3.5,2.75,2.2,3.5,2.6
SC2,31/03/01,Queens Park,Stranraer,1,0,H,0,0,D,619,W Crombie,8,8,4,3,0,1,5,4,16,12,2,1,1,1,0,0,10,10,2.25,3.5,2.5,2.6,3.5,2.2
SC2,31/03/01,Stenhousemuir,Arbroath,0,1,A,0,0,D,623,Brian McGarry,8,14,5,1,0,1,8,10,20,12,6,5,1,3,0,0,10,30,3.25,3.4,1.91,2.75,3.5,2.1
SC2,31/03/01,Stirling,Partick,0,3,A,0,1,A,2743,Cammy Melville,9,7,3,4,0,0,2,5,20,18,2,2,2,1,1,0,45,10,3.75,3.5,1.73,4,3.6,1.66
SC2,03/04/01,Forfar,Berwick,0,1,A,0,0,D,413,Ian Frickleton,7,8,4,5,0,0,4,1,12,18,6,1,2,3,0,0,20,30,2.62,3.5,2.2,2.62,3.5,2.2
SC2,03/04/01,Stirling,Stenhousemuir,0,0,D,0,0,D,390,Craig Thompson,10,10,4,4,0,0,2,7,14,9,2,8,0,1,0,0,0,10,2.2,3.5,2.62,2.25,3.5,2.5
SC2,03/04/01,Stranraer,Queen of Sth,2,0,H,1,0,H,522,Dougie Smith,9,7,5,1,0,0,4,5,15,17,1,1,2,3,0,0,20,30,2.25,3.5,2.5,2.25,3.5,2.5
SC2,07/04/01,Arbroath,Stirling,1,1,D,1,0,H,711,Eric Martindale,13,8,6,5,1,0,5,2,8,12,3,1,1,3,0,0,10,30,,,,1.44,3.75,6
SC2,07/04/01,Berwick,Forfar,1,0,H,0,0,D,480,George Clyde,7,19,4,9,0,0,2,9,16,8,2,5,1,0,0,0,10,0,,,,1.72,3.6,3.75
SC2,07/04/01,Partick,Queen of Sth,0,2,A,0,1,A,3810,Brian Cassidy,7,12,2,5,0,1,5,3,18,9,2,6,1,3,3,0,85,30,,,,1.57,3.75,4.5
SC2,07/04/01,Queens Park,Clydebank,0,0,D,0,0,D,701,Tom Brown,4,6,2,1,1,0,3,4,11,13,1,3,0,2,0,0,0,20,,,,2.3,3.4,2.5
SC2,07/04/01,Stranraer,Stenhousemuir,2,1,H,0,0,D,412,Alan Gemmill,12,13,6,6,0,2,8,8,11,15,4,2,0,1,0,0,0,10,,,,1.9,3.5,3.2
SC2,10/04/01,Clydebank,Berwick,2,2,D,1,0,H,167,John Gilmore,9,8,5,4,0,0,5,8,17,15,6,1,2,1,0,0,20,10,2.37,3.5,2.37,2.5,3.4,2.3
SC2,10/04/01,Forfar,Stirling,1,0,H,0,0,D,390,Colin Hardie,14,3,7,1,1,0,4,8,15,13,3,2,1,0,0,0,10,0,2.2,3.5,2.62,2.25,3.5,2.5
SC2,14/04/01,Clydebank,Stranraer,0,0,D,0,0,D,164,Kevin Toner,10,7,7,5,0,0,3,7,7,9,2,2,0,3,0,0,0,30,,,,2.3,3.4,2.5
SC2,14/04/01,Forfar,Partick,2,2,D,2,1,H,2081,Craig MacKay,7,8,4,3,0,0,4,7,18,11,7,2,1,2,0,0,10,20,,,,3.3,3.75,1.8
SC2,14/04/01,Queen of Sth,Arbroath,1,0,H,0,0,D,1141,John Gilmore,6,8,2,5,0,0,3,3,8,14,6,2,1,1,0,0,10,10,,,,2.5,3.5,2.25
SC2,14/04/01,Stenhousemuir,Queens Park,2,0,H,1,0,H,420,Colin Hardie,12,6,5,1,0,0,5,3,21,21,0,1,2,3,0,1,20,55,,,,2.25,3.5,2.5
SC2,14/04/01,Stirling,Berwick,1,0,H,0,0,D,527,Steven Kaney,6,10,3,3,0,0,0,7,14,14,3,6,3,2,0,0,30,20,,,,3.2,3.5,1.9
SC2,17/04/01,Berwick,Arbroath,1,0,H,0,0,D,613,Brian Cassidy,7,7,4,3,1,0,3,8,20,18,2,1,3,0,0,0,30,0,,,,2.2,3.5,2.62
SC2,21/04/01,Berwick,Queens Park,1,0,H,1,0,H,657,Steve Conroy,20,6,12,2,0,0,7,2,12,18,2,6,1,3,0,1,10,55,1.5,3.6,5.5,1.57,3.75,4.5
SC2,21/04/01,Clydebank,Stirling,1,1,D,0,0,D,205,Calum Murray,9,11,5,4,0,1,1,8,12,15,4,1,0,0,0,0,0,0,1.8,3.5,3.5,1.72,3.6,3.75
SC2,21/04/01,Forfar,Stranraer,2,3,A,2,0,H,387,Craig Thompson,11,8,5,5,1,1,4,2,14,12,3,1,3,1,0,0,30,10,2.5,3.5,2.25,2.6,3.5,2.2
SC2,21/04/01,Partick,Arbroath,0,1,A,0,0,D,3003,Charlie Richmond,9,8,3,4,0,0,6,4,7,13,3,2,1,2,0,0,10,20,2,3.6,2.87,1.9,3.6,3.1
SC2,21/04/01,Queen of Sth,Stenhousemuir,1,3,A,1,1,D,1111,Craig Thompson,7,14,4,9,1,1,3,8,13,8,3,1,2,0,0,0,20,0,1.67,3.6,4,1.83,3.6,3.3
SC2,24/04/01,Forfar,Arbroath,1,1,D,1,1,D,1065,Douglas McDonald,10,7,4,4,1,0,7,6,14,14,4,0,2,3,0,1,20,55,3.4,3.5,1.83,2.87,3.6,2
SC2,28/04/01,Arbroath,Berwick,2,0,H,0,0,D,2124,Eddie Mack,15,7,9,4,0,0,5,2,9,14,4,3,0,1,0,0,0,10,2,3.4,3,2.25,3.2,2.75
SC2,28/04/01,Queens Park,Forfar,0,2,A,0,0,D,951,John Gilmore,10,14,2,7,0,2,2,9,11,7,1,2,0,0,0,0,0,0,2.1,3.5,2.75,2.25,3.2,2.75
SC2,28/04/01,Stenhousemuir,Clydebank,0,0,D,0,0,D,482,Gary Mitchell,10,8,8,2,0,0,6,0,9,15,4,4,0,0,0,0,0,0,2.1,3.5,2.75,2.3,3.4,2.5
SC2,28/04/01,Stirling,Queen of Sth,1,1,D,0,1,A,587,John Rowbotham,10,11,5,6,1,0,9,3,9,7,3,5,0,1,0,0,0,10,2.5,3.5,2.25,2.37,3.5,2.37
SC2,28/04/01,Stranraer,Partick,3,4,A,3,1,H,1102,David Doig,13,18,7,12,0,0,4,3,13,12,7,11,1,1,0,0,10,10,2.2,3.5,2.62,2.2,3.5,2.6
SC2,01/05/01,Forfar,Queen of Sth,3,1,H,0,1,A,522,Craig MacKay,9,7,4,2,1,0,5,2,8,12,3,1,0,1,0,0,0,10,,,,,,
SC2,05/05/01,Berwick,Stranraer,0,2,A,0,2,A,548,Tom Brown,10,8,6,4,0,1,5,7,11,21,6,3,1,2,0,0,10,20,2,3.6,2.87,2.1,3.5,2.75
SC2,05/05/01,Clydebank,Arbroath,3,1,H,1,0,H,220,Craig Thompson,14,12,9,7,1,0,6,3,15,10,6,0,1,0,0,0,10,0,2.62,3.4,2.25,2.37,3.5,2.37
SC2,05/05/01,Forfar,Stirling,3,1,H,2,0,H,813,David Somers,8,4,4,3,0,0,7,6,7,10,6,3,0,0,0,0,0,0,1.5,3.75,5,1.44,4.33,5
SC2,05/05/01,Partick,Stenhousemuir,4,0,H,0,0,D,4624,George Clyde,10,4,7,1,1,0,7,2,8,9,2,3,1,3,0,0,10,30,1.57,3.75,4.5,1.5,3.8,5
SC2,05/05/01,Queen of Sth,Queens Park,0,1,A,0,1,A,1176,Dougie Smith,7,9,2,4,0,0,6,6,12,6,0,4,1,0,0,0,10,0,2.37,3.5,2.37,2.5,3.5,2.25
