Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Ciaran O'Brien,COL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Ali Gerba,TOR,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Alex Nimo,RSL,F-M,0,0,0,0,0,0,0,0/0,0.0,0.0
David Horst,RSL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Kevin Goldthwaite,NY,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Tiyiselani Shipalane,DC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Zoltan Hercegfalvi,KC,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Emmanuel Gomez,TOR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Eduardo Lillingston,CHV,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Lyle Adams,DC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Luis Gil,RSL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Othaniel Yanez,CLB,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Giorgi Chirgadze,NY,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Austin da Luz,NY,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Irving Garcia,NY,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Oscar Murillo,COL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Sunil Chhetri,KC,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Igor Kostrov,KC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Zac Herold,TOR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Cesar Zamora,CHV,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Andrew Wiedeman,DAL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
J.T. Noone,PHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Josh Williams,CLB,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Davy Armstrong,COL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Victor Pineda,CHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Conor Shanosky,DC,M-D,0,0,0,0,0,0,0,0/0,0.0,0.0
Jamar Beasley,KC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Doneil Henry,VAN,D,1,0,1,0,0,0,0,0/0,0.0,0.0
Francisco Navas Cobo,HOU,M,1,0,1,0,0,0,0,0/0,0.0,0.0
Taylor Graham,SEA,D,1,0,1,0,0,0,0,0/0,0.0,0.0
Sergio Herrera,CLB,F,1,0,1,0,0,0,0,0/0,0.0,0.0
Edson Edward,DAL,D,1,0,5,0,0,0,0,0/0,0.0,0.0
Bryan de la Fuente,CHV,F,1,0,5,0,0,0,0,0/0,0.0,0.0
John Rodrigues,DC,D,1,0,12,0,0,0,0,0/0,0.0,0.0
Bryan Leyva,DAL,M,1,0,13,0,0,0,0,0/0,0.0,0.0
Nico Colaluca,NE,M,1,0,14,0,0,0,0,0/0,0.0,0.0
Roberto Linck,NE,F-M,2,0,16,0,0,0,0,0/0,0.0,0.0
Toni Stahl,PHI,M,1,1,41,0,0,0,0,0/0,0.0,0.0
Duncan Oughton,CLB,D,3,0,41,0,0,0,0,0/0,0.0,0.0
Junior Carreiro,DC,M,3,0,43,0,0,0,0,0/0,0.0,0.0
Alex Zotinca,CHV,D,1,1,45,0,0,0,0,0/0,0.0,0.0
José Macotelo,CHV,M-F,3,0,65,0,0,0,0,0/0,0.0,0.0
Ross LaBauex,COL,M,5,1,76,0,0,0,0,0/0,0.0,0.0
David Myrie,PHI,D,1,1,78,0,0,0,0,0/0,0.0,0.0
Chris Schuler,ORL,D,1,1,90,0,0,0,0,0/0,0.0,0.0
Jim Brennan,TOR,D,1,1,90,0,0,0,0,0/0,0.0,0.0
Aaron Hohlbein,KC,D,2,1,111,0,0,0,0,0/0,0.0,0.0
Luke Sassano,NY,D,3,2,120,0,0,0,0,0/0,0.0,0.0
Korede Aiyegbusi,KC,D,5,1,129,0,0,0,0,0/0,0.0,0.0
Gerson Mayen,SLV,M,4,2,152,0,0,0,0,0/0,0.0,0.0
Kyle Davies,DAL,D,3,2,166,0,0,0,0,0/0,0.0,0.0
Yohance Marshall,LA,D,2,2,180,0,0,0,0,0/0,0.0,0.0
Clint Mathis,LA,M,9,0,182,0,0,0,0,0/0,0.0,0.0
Anthony Obodai,HOU,M,4,4,210,0,0,0,0,0/0,0.0,0.0
Rauwshan McKenzie,RSL,D,4,2,224,0,0,0,0,0/0,0.0,0.0
Zach Scott,SEA,D,4,4,360,0,0,0,0,0/0,0.0,0.0
Juan Diego González,PHI,D,7,7,630,0,0,0,0,0/0,0.0,0.0
Juan Pena,DC,D,10,9,700,0,0,0,0,0/0,0.0,0.0
Raivis Hscanovics,TOR,D,11,10,753,0,0,0,0,0/0,0.0,0.0
Jhon Kennedy Hurtado,SEA,D,9,9,810,0,0,0,0,0/0,0.0,0.0
Gino Padula,CLB,D,15,13,1001,0,0,0,0,0/0,0.0,0.0
Maksim Usanov,TOR,D,14,13,1045,0,0,0,0,0/0,0.0,0.0
Carlos Mendes,NY,D,21,20,1785,0,1,0,0,0/0,0.0,0.0
Darrius Barnes,NE,D,21,20,1800,0,0,0,0,0/0,0.0,0.0
Jason Hernandez,SJ,D,27,27,2412,0,1,0,0,0/0,0.0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
