Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,,
E0,08/04/00,Sunderland,Wimbledon,2,1,H,0,0,D,,,,,,,,,,,,
E0,08/04/00,Watford,Derby,0,0,D,0,0,D,,,,,,,,,,,,
E0,09/04/00,Aston Villa,Leeds,1,0,H,1,0,H,,,,,,,,,,,,
E0,09/04/00,Liverpool,Tottenham,2,0,H,1,0,H,,,,,,,,,,,,
E0,10/04/00,Middlesbrough,Man United,3,4,A,1,0,H,,,,,,,,,,,,
E0,12/04/00,Chelsea,Coventry,2,1,H,0,1,A,,,,,,,,,,,,
E0,12/04/00,West Ham,Newcastle,2,1,H,0,0,D,,,,,,,,,,,,
E0,12/04/00,Wimbledon,Sheffield Weds,0,2,A,0,1,A,,,,,,,,,,,,
E0,15/04/00,Coventry,Middlesbrough,2,1,H,1,0,H,,,,,,,,,,,,
E0,15/04/00,Derby,West Ham,1,2,A,0,2,A,,,,,,,,,,,,
E0,15/04/00,Everton,Bradford,4,0,H,2,0,H,,,,,,,,,,,,
E0,15/04/00,Man United,Sunderland,4,0,H,1,0,H,,,,,,,,,,,,
E0,15/04/00,Newcastle,Leicester,0,2,A,0,1,A,,,,,,,,,,,,
E0,15/04/00,Sheffield Weds,Chelsea,1,0,H,0,0,D,,,,,,,,,,,,
E0,15/04/00,Southampton,Watford,2,0,H,1,0,H,,,,,,,,,,,,
E0,15/04/00,Tottenham,Aston Villa,2,4,A,1,0,H,,,,,,,,,,,,
E0,16/04/00,Leeds,Arsenal,0,4,A,0,1,A,,,,,,,,,,,,
E0,16/04/00,Wimbledon,Liverpool,1,2,A,0,1,A,,,,,,,,,,,,
E0,19/04/00,Leicester,Tottenham,0,1,A,0,0,D,,,,,,,,,,,,
E0,21/04/00,Bradford,Derby,4,4,D,4,3,H,,,,,,,,,,,,
E0,21/04/00,Everton,Liverpool,0,0,D,0,0,D,,,,,,,,,,,,
E0,22/04/00,Aston Villa,Leicester,2,2,D,1,1,D,,,,,,,,,,,,
E0,22/04/00,Chelsea,Middlesbrough,1,1,D,1,1,D,,,,,,,,,,,,
E0,22/04/00,Sheffield Weds,Sunderland,0,2,A,0,0,D,,,,,,,,,,,,
E0,22/04/00,Southampton,Man United,1,3,A,0,3,A,,,,,,,,,,,,
E0,22/04/00,Tottenham,Wimbledon,2,0,H,2,0,H,,,,,,,,,,,,
E0,22/04/00,West Ham,Coventry,5,0,H,2,0,H,,,,,,,,,,,,
E0,23/04/00,Newcastle,Leeds,2,2,D,1,2,A,,,,,,,,,,,,
E0,23/04/00,Watford,Arsenal,2,3,A,0,3,A,,,,,,,,,,,,
E0,24/04/00,Derby,Southampton,2,0,H,2,0,H,,,,,,,,,,,,
E0,24/04/00,Man United,Chelsea,3,2,H,2,2,D,,,,,,,,,,,,
E0,24/04/00,Sunderland,Bradford,0,1,A,0,0,D,,,,,,,,,,,,
E0,29/04/00,Aston Villa,Sunderland,1,1,D,0,0,D,,,,,,,,,,,,
E0,29/04/00,Chelsea,Liverpool,2,0,H,2,0,H,,,,,,,,,,,,
E0,29/04/00,Everton,Arsenal,0,1,A,0,1,A,,,,,,,,,,,,
E0,29/04/00,Newcastle,Coventry,2,0,H,0,0,D,,,,,,,,,,,,
E0,29/04/00,Southampton,Leicester,1,2,A,1,1,D,,,,,,,,,,,,
E0,29/04/00,Tottenham,Derby,1,1,D,0,0,D,,,,,,,,,,,,
E0,29/04/00,Watford,Man United,2,3,A,1,0,H,,,,,,,,,,,,
E0,29/04/00,West Ham,Middlesbrough,0,1,A,0,0,D,,,,,,,,,,,,
E0,30/04/00,Bradford,Wimbledon,3,0,H,1,0,H,,,,,,,,,,,,
E0,30/04/00,Sheffield Weds,Leeds,0,3,A,0,1,A,,,,,,,,,,,,
E0,02/05/00,Arsenal,West Ham,2,1,H,0,1,A,,,,,,,,,,,,
E0,02/05/00,Middlesbrough,Newcastle,2,2,D,1,2,A,,,,,,,,,,,,
E0,03/05/00,Leeds,Watford,3,1,H,2,1,H,,,,,,,,,,,,
E0,03/05/00,Liverpool,Leicester,0,2,A,0,1,A,,,,,,,,,,,,
E0,06/05/00,Arsenal,Chelsea,2,1,H,1,0,H,,,,,,,,,,,,
E0,06/05/00,Coventry,Sheffield Weds,4,1,H,1,0,H,,,,,,,,,,,,
E0,06/05/00,Derby,Newcastle,0,0,D,0,0,D,,,,,,,,,,,,
E0,06/05/00,Leicester,Bradford,3,0,H,0,0,D,,,,,,,,,,,,
E0,06/05/00,Man United,Tottenham,3,1,H,3,1,H,,,,,,,,,,,,
E0,06/05/00,Middlesbrough,Watford,1,1,D,1,0,H,,,,,,,,,,,,
E0,06/05/00,Sunderland,West Ham,1,0,H,1,0,H,,,,,,,,,,,,
E0,06/05/00,Wimbledon,Aston Villa,2,2,D,1,0,H,,,,,,,,,,,,
E0,07/05/00,Liverpool,Southampton,0,0,D,0,0,D,,,,,,,,,,,,
E0,08/05/00,Leeds,Everton,1,1,D,1,0,H,,,,,,,,,,,,
E0,09/05/00,Arsenal,Sheffield Weds,3,3,D,1,0,H,,,,,,,,,,,,
E0,14/05/00,Aston Villa,Man United,0,1,A,0,0,D,,,,,,,,,,,,
E0,14/05/00,Bradford,Liverpool,1,0,H,1,0,H,,,,,,,,,,,,
E0,14/05/00,Chelsea,Derby,4,0,H,0,0,D,,,,,,,,,,,,
E0,14/05/00,Everton,Middlesbrough,0,2,A,0,1,A,,,,,,,,,,,,
E0,14/05/00,Newcastle,Arsenal,4,2,H,2,1,H,,,,,,,,,,,,
E0,14/05/00,Sheffield Weds,Leicester,4,0,H,2,0,H,,,,,,,,,,,,
E0,14/05/00,Southampton,Wimbledon,2,0,H,0,0,D,,,,,,,,,,,,
E0,14/05/00,Tottenham,Sunderland,3,1,H,1,1,D,,,,,,,,,,,,
E0,14/05/00,Watford,Coventry,1,0,H,1,0,H,,,,,,,,,,,,
E0,14/05/00,West Ham,Leeds,0,0,D,0,0,D,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
