Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
SP1,02/10/11,Espanol,Real Madrid,0,4,A,0,1,A,15,16,3,7,25,6,9,5,4,1,0,0,10,6,1.25,10,5.25,1.28,9,5.5,1.28,11,5.3,1.22,10,5,1.3,11,5.5,1.25,10,5.25,1.29,11,6,1.25,13,6,1.25,10,6,1.25,42,13.05,10.91,6.37,5.68,1.3,1.26,29,1.5,1.43,2.75,2.64,24,1.75,2.03,1.97,1.94,1.89
SP1,02/10/11,Sociedad,Ath Bilbao,1,2,A,0,1,A,15,16,4,7,15,16,5,6,1,4,0,0,2.4,3.2,3,2.4,3.4,2.8,2.4,3.3,2.8,2.3,3.3,2.75,2.38,3.3,2.9,2.4,3.25,2.88,2.5,3.25,2.8,2.4,3.3,3,2.5,3.4,3,2.4,3.3,2.88,44,2.52,2.42,3.42,3.26,3.2,2.88,38,2.12,2.02,1.85,1.77,21,-0.25,2.15,2.1,1.82,1.78
SP1,02/10/11,Sp Gijon,Barcelona,0,1,A,0,1,A,4,14,1,4,19,7,4,5,2,2,0,0,13,7.5,1.17,14,7.5,1.15,12,7,1.18,13,5.8,1.17,13,7.5,1.17,17,7.5,1.14,13,7,1.18,15,7,1.17,21,8,1.17,15,7,1.17,42,22,15.32,8.5,7.35,1.18,1.16,28,1.45,1.39,3,2.77,23,2.25,1.99,1.93,2,1.94
SP1,15/10/11,Barcelona,Santander,3,0,H,2,0,H,19,3,6,2,5,17,6,0,0,2,0,0,1.06,12,26,1.06,10.5,31,1.06,10,26,1.1,7.3,15,1.08,9.5,23,1.055,11,29,1.08,9.5,26,1.08,10,29,1.07,17,34,1.07,9,26,47,1.1,1.07,17,10.9,40,29.87,28,1.29,1.25,4,3.71,26,-3,2.04,1.99,1.91,1.87
SP1,15/10/11,Getafe,Villarreal,0,0,D,0,0,D,8,14,3,4,18,14,6,2,4,5,0,0,2.25,3.5,3,2.35,3.3,3.1,2.3,3.3,2.9,2.4,3.3,2.65,2.4,3.25,2.9,2.35,3.3,2.9,2.4,3.25,2.9,2.4,3.3,3,2.38,3.4,3.12,2.3,3.3,2.88,47,2.4,2.32,3.51,3.3,3.3,3.01,43,2.14,2,1.84,1.78,26,-0.25,2.05,1.99,1.92,1.86
SP1,15/10/11,Granada,Ath Madrid,0,0,D,0,0,D,18,20,3,8,13,17,10,8,3,5,0,0,3.5,3.3,2.1,3.5,3.5,2,3.3,3.3,2.1,3.1,3.3,2.1,3.75,3.4,1.95,3.4,3.3,2.1,3.4,3.3,2.15,3.5,3.4,2.1,3.5,3.5,2.15,3.1,3.3,2.2,47,3.8,3.45,3.5,3.35,2.2,2.09,43,2.05,1.93,1.93,1.84,26,0.25,2.08,2.02,1.9,1.83
SP1,15/10/11,Mallorca,Valencia,1,1,D,0,1,A,11,10,1,3,13,19,10,6,3,4,0,0,3,3.4,2.3,3.2,3.4,2.25,3,3.3,2.25,2.8,3.2,2.3,3.2,3.25,2.25,3,3.4,2.25,3.2,3.25,2.25,3.2,3.4,2.2,3.12,3.4,2.3,3.2,3.3,2.15,47,3.3,3.1,3.51,3.3,2.37,2.27,42,2.11,1.99,1.85,1.79,26,0.25,1.91,1.85,2.06,2
SP1,15/10/11,Real Madrid,Betis,4,1,H,0,0,D,22,10,10,3,14,15,2,0,1,3,0,0,1.14,8,16,1.12,8.25,18,1.12,8,17,1.12,7,14,1.14,7.5,17,1.125,8.5,15,1.12,8,19,1.14,8,19,1.14,9,19,1.14,7,15,47,1.17,1.13,9.83,7.99,20.28,17.22,28,1.35,1.27,3.8,3.47,22,-2.5,2.23,2.15,1.77,1.73
SP1,16/10/11,Levante,Malaga,3,0,H,3,0,H,14,7,4,3,19,12,4,4,3,0,0,1,2.9,3.25,2.4,3.1,3.3,2.35,3,3.25,2.3,2.8,3.2,2.3,2.9,3.2,2.4,2.9,3.2,2.4,3,3.25,2.35,3.1,3.3,2.3,3,3.4,2.5,2.75,3.25,2.4,47,3.1,2.94,3.43,3.22,2.54,2.4,42,2.11,1.99,1.86,1.8,22,0.25,1.85,1.77,2.19,2.1
SP1,16/10/11,Sevilla,Sp Gijon,2,1,H,1,0,H,20,15,4,6,14,20,5,7,4,2,0,0,1.36,4.75,8.5,1.37,4.5,8.5,1.35,4.5,9,1.32,4.8,8.3,1.33,4.6,9,1.35,4.5,9,1.36,4.5,9,1.4,4.33,9,1.36,4.75,10.5,1.36,4.2,9,47,1.42,1.37,4.97,4.51,10.52,8.86,41,1.91,1.81,2.05,1.96,25,-1.25,1.96,1.91,2,1.94
SP1,16/10/11,Vallecano,Espanol,0,1,A,0,0,D,6,10,1,4,12,14,6,8,3,3,0,0,2.2,3.2,3.4,2.15,3.3,3.3,2.2,3.25,3.2,2.1,3.3,3.1,2.25,3.25,3.1,2.2,3.25,3.2,2.25,3.25,3.2,2.2,3.25,3.4,2.2,3.4,3.6,2.1,3.25,3.3,47,2.25,2.18,3.43,3.24,3.7,3.34,37,2.32,2.18,1.7,1.65,26,-0.25,1.91,1.87,2.04,1.98
SP1,16/10/11,Zaragoza,Sociedad,2,0,H,1,0,H,8,13,4,2,13,9,2,6,3,3,0,0,2,3.3,3.8,1.95,3.3,3.9,2,3.3,3.6,2,3.3,3.3,2.15,3.3,3.3,2.05,3.3,3.6,2,3.3,3.75,2.15,3.25,3.6,2.1,3.4,3.8,2.1,3.25,3.3,47,2.15,2.05,3.5,3.28,4,3.64,37,2.21,2.11,1.78,1.69,26,-0.5,2.15,2.08,1.83,1.79
SP1,17/10/11,Ath Bilbao,Osasuna,3,1,H,3,0,H,13,11,6,6,15,12,11,3,2,1,0,1,1.83,3.5,4.33,1.78,3.6,4.75,1.8,3.4,4.33,1.85,3.4,3.8,1.75,3.5,4.8,1.8,3.4,4.5,1.83,3.5,4.33,1.83,3.5,4.5,1.8,3.5,4.6,1.75,3.4,4.5,43,1.87,1.82,3.64,3.41,4.8,4.43,36,2.14,2.03,1.8,1.75,23,-0.5,1.88,1.85,2.07,2.01
SP1,22/10/11,Barcelona,Sevilla,0,0,D,0,0,D,21,6,6,3,9,8,13,3,2,8,0,2,1.17,7.5,13,1.12,8,19,1.15,7.5,14,1.18,5.8,13,1.18,6.5,13,1.142,7.5,15,1.17,7.5,13,1.15,8,17,1.17,8.5,19,1.17,7.5,12,46,1.2,1.15,8.81,7.56,20,15.55,33,1.35,1.32,3.2,3.4,26,-2.25,1.9,1.86,2.07,1.99
SP1,22/10/11,Malaga,Real Madrid,0,4,A,0,4,A,21,12,6,7,7,13,6,1,1,0,0,0,7.5,4.5,1.4,8,4.75,1.4,7,4.5,1.4,7,4.1,1.4,7,4.33,1.44,8,4.75,1.363,7,4.33,1.44,7.5,4.75,1.4,8,5,1.4,7,4.5,1.4,48,8.5,7.5,5.3,4.64,1.44,1.4,34,1.54,1.5,2.71,2.48,28,1.25,2.08,2.01,1.88,1.84
SP1,22/10/11,Santander,Espanol,0,1,A,0,0,D,20,14,5,4,13,17,7,3,1,4,0,0,2.5,3.2,2.88,2.4,3.1,3,2.35,3.2,2.9,2.3,3.2,2.8,2.38,3.25,2.9,2.45,3.2,2.85,2.6,3,2.9,2.5,3.3,2.88,2.5,3.25,3,2.38,3.25,2.88,48,2.6,2.44,3.35,3.2,3.02,2.91,40,2.41,2.23,1.7,1.62,26,0,1.82,1.77,2.13,2.07
SP1,22/10/11,Sp Gijon,Granada,2,0,H,2,0,H,16,19,5,5,15,11,5,5,2,1,0,0,2,3.3,3.75,1.95,3.25,4,2,3.3,3.6,1.9,3.3,3.7,2.05,3.25,3.6,1.95,3.3,4,2,3.3,3.75,2,3.3,4,2,3.4,4.2,2,3.25,3.75,48,2.05,1.99,3.46,3.27,4.35,3.87,40,2.39,2.21,1.7,1.64,28,-0.5,2.03,1.98,1.92,1.87
SP1,23/10/11,Ath Madrid,Mallorca,1,1,D,1,1,D,20,6,4,3,11,21,15,0,2,6,0,0,1.44,4.2,7.5,1.45,4.2,7,1.45,4.25,6.5,1.5,3.8,5.7,1.5,4,6.5,1.444,4.2,7,1.44,4.2,7.5,1.44,4.2,8,1.44,4.6,8,1.44,4.2,7,48,1.5,1.45,4.62,4.24,8.02,7.22,42,1.83,1.77,2.11,2.01,28,-1.25,2.09,2.02,1.87,1.83
SP1,23/10/11,Betis,Vallecano,0,2,A,0,0,D,18,12,4,5,17,18,12,7,2,3,0,0,1.73,3.6,4.75,1.78,3.6,4.75,1.75,3.4,4.75,1.75,3.4,4.3,1.73,3.5,5,1.727,3.5,4.8,1.73,3.5,5,1.73,3.6,5,1.75,3.75,5,1.8,3.4,4.5,48,1.81,1.75,3.79,3.52,5.15,4.74,46,2.11,2,1.85,1.78,27,-0.75,2.05,2,1.9,1.85
SP1,23/10/11,Osasuna,Zaragoza,3,0,H,3,0,H,16,6,7,2,17,24,5,1,2,6,0,0,1.91,3.4,4,1.91,3.4,4,1.9,3.4,4,2,3.3,3.3,1.95,3.4,3.8,1.95,3.4,3.75,1.91,3.4,4,2,3.3,4,2.05,3.4,4,1.91,3.3,4,48,2.06,1.97,3.46,3.32,4.2,3.87,40,2.25,2.15,1.74,1.67,29,-0.5,2.08,2.01,1.88,1.84
SP1,23/10/11,Sociedad,Getafe,0,0,D,0,0,D,12,12,2,2,11,11,10,5,2,1,0,0,2.3,3.2,3.2,2.2,3.25,3.25,2.25,3.25,3.1,2.2,3.2,3,2.2,3.25,3.25,2.3,3.2,3.1,2.25,3.2,3.3,2.25,3.25,3.3,2.38,3.3,3.3,2.2,3.25,3.2,48,2.38,2.26,3.4,3.23,3.4,3.18,40,2.25,2.13,1.73,1.68,28,-0.25,2.06,1.99,1.9,1.86
SP1,23/10/11,Valencia,Ath Bilbao,1,1,D,0,0,D,22,6,3,3,20,20,9,4,3,4,0,0,1.67,3.75,5,1.67,3.8,5.25,1.67,3.6,5,1.55,3.7,5.4,1.67,3.75,5,1.666,3.6,5.2,1.67,3.75,5,1.73,3.8,4.75,1.73,4,5,1.62,3.8,5,48,1.75,1.68,4.02,3.68,5.5,5.03,47,1.85,1.79,2.09,2,28,-0.75,1.95,1.9,2.01,1.95
SP1,23/10/11,Villarreal,Levante,0,3,A,0,2,A,15,9,5,3,7,8,4,4,2,1,0,0,1.91,3.3,4.2,1.95,3.3,3.9,1.9,3.3,4,1.9,3.3,3.7,1.91,3.4,4,1.9,3.4,4,1.91,3.3,4.2,1.91,3.4,4.2,2,3.5,4,2,3.25,3.75,48,2,1.93,3.58,3.34,4.33,3.99,42,2.14,2.03,1.83,1.75,29,-0.5,2.02,1.96,1.95,1.89
SP1,25/10/11,Granada,Barcelona,0,1,A,0,1,A,2,17,0,7,14,9,2,10,3,4,2,0,23,9,1.1,21,7.75,1.12,17,8,1.12,14,6.2,1.15,17,7.5,1.14,19,8.5,1.111,23,7,1.14,23,8,1.13,29,9.5,1.12,17,7.5,1.14,43,32,22.83,10.2,8.28,1.15,1.12,32,1.44,1.36,3.15,2.93,26,2.5,1.91,1.85,2.06,2.01
SP1,25/10/11,Sevilla,Santander,2,2,D,1,0,H,22,9,11,5,8,19,14,0,1,3,0,0,1.4,4.5,7.5,1.38,4.4,8.5,1.4,4.5,7.5,1.4,4.1,7,1.4,4.33,8.5,1.4,4.2,8.5,1.4,4.5,8,1.44,4.33,7.5,1.44,4.5,9,1.44,4.2,7.5,44,1.45,1.4,4.8,4.37,9.32,8.22,45,1.94,1.82,2.04,1.96,28,-1.25,2.06,1.99,1.92,1.87
SP1,26/10/11,Getafe,Osasuna,2,2,D,0,1,A,13,6,4,3,12,19,4,3,2,3,0,0,1.95,3.3,4,1.88,3.5,4,1.9,3.4,4,2,3.2,3.4,1.91,3.4,4,1.95,3.4,3.75,1.95,3.3,4,2,3.3,4,2,3.4,4.2,1.95,3.3,3.75,48,2.04,1.95,3.5,3.35,4.26,3.94,41,2.21,2.11,1.75,1.7,29,-0.5,2.04,1.98,1.92,1.87
SP1,26/10/11,Levante,Sociedad,3,2,H,0,1,A,10,19,4,5,12,16,6,6,3,1,1,0,1.73,3.5,5,1.75,3.5,4.75,1.75,3.5,4.6,1.75,3.4,4.3,1.73,3.4,5,1.75,3.5,4.6,1.75,3.4,5,1.8,3.5,4.75,1.75,3.6,5.5,1.7,3.5,4.75,48,1.8,1.74,3.8,3.5,5.63,4.93,42,2.25,2.15,1.74,1.68,28,-0.75,2.02,1.97,1.93,1.88
SP1,26/10/11,Mallorca,Sp Gijon,1,2,A,1,0,H,17,12,5,2,15,12,6,5,4,4,0,0,2,3.3,3.8,1.91,3.3,4.1,2,3.25,3.75,1.8,3.4,4,1.9,3.4,4,1.9,3.4,4,2,3.3,3.8,2.1,3.25,3.75,2.05,3.4,4,2.1,3.2,3.4,48,2.1,2,3.6,3.31,4.22,3.82,41,2.33,2.17,1.7,1.65,27,-0.5,2.09,2.03,1.86,1.83
SP1,26/10/11,Real Madrid,Villarreal,3,0,H,3,0,H,13,4,6,3,15,12,4,5,2,3,0,0,1.13,8,21,1.12,8.5,17,1.14,7.5,15,1.15,6.2,14,1.14,7.5,17,1.111,8.5,19,1.14,7,23,1.14,8,19,1.12,10,26,1.12,8,17,49,1.15,1.12,10.5,8.23,30,19.67,32,1.3,1.26,3.75,3.57,28,-2.5,1.94,1.9,2.03,1.96
SP1,26/10/11,Vallecano,Malaga,2,0,H,1,0,H,15,5,6,0,13,10,6,4,2,3,0,1,2.9,3.3,2.4,3,3.2,2.35,2.85,3.25,2.4,2.7,3.2,2.4,3,3.4,2.25,2.95,3.2,2.375,2.88,3.2,2.5,2.9,3.3,2.4,3,3.3,2.5,2.62,3.2,2.6,48,3.07,2.9,3.4,3.22,2.6,2.42,46,2.05,1.97,1.86,1.8,27,0,2.16,2.07,1.83,1.77
SP1,26/10/11,Zaragoza,Valencia,0,1,A,0,0,D,8,15,0,4,20,16,1,9,3,4,0,0,3.3,3.3,2.2,3.3,3.4,2.2,3.3,3.25,2.15,2.9,3.2,2.25,3.4,3.4,2.1,3.3,3.2,2.2,3.3,3.2,2.25,3.4,3.3,2.2,3.5,3.4,2.2,3.1,3.3,2.2,48,3.54,3.3,3.47,3.26,2.3,2.19,45,2.03,1.95,1.88,1.82,28,0.25,2.04,1.96,1.94,1.89
SP1,27/10/11,Ath Bilbao,Ath Madrid,3,0,H,0,0,D,14,11,4,4,9,21,10,8,3,5,0,0,2.38,3.4,2.88,2.45,3.3,2.95,2.4,3.25,2.85,2.4,3.2,2.7,2.38,3.25,2.9,2.4,3.3,2.85,2.4,3.3,2.88,2.5,3.4,2.8,2.38,3.5,3.12,2.25,3.3,3,46,2.5,2.36,3.51,3.31,3.2,2.94,44,2,1.87,2.01,1.9,27,-0.25,2.15,2.03,1.88,1.82
SP1,27/10/11,Espanol,Betis,1,0,H,0,0,D,17,9,5,5,9,10,5,8,5,2,0,0,2.2,3.3,3.3,2.25,3.3,3.3,2.2,3.2,3.25,2.2,3.2,3,2.2,3.3,3.2,2.2,3.25,3.2,2.2,3.2,3.4,2.15,3.3,3.5,2.2,3.3,3.6,2.25,3.2,3.1,48,2.25,2.19,3.4,3.25,3.75,3.32,43,2.11,2.04,1.81,1.75,28,-0.25,1.9,1.85,2.05,2
SP1,29/10/11,Barcelona,Mallorca,5,0,H,3,0,H,18,2,10,0,11,16,9,1,1,2,0,0,1.06,11,34,1.07,10.5,26,1.07,10,26,1.11,7.3,15,1.09,9.5,21,1.062,11,26,1.1,8,34,1.08,10,34,1.08,12,34,1.06,10,26,47,1.11,1.07,13.5,10.34,50,28.18,31,1.32,1.28,3.6,3.44,27,-2.75,1.92,1.88,2.04,1.98
SP1,29/10/11,Sociedad,Real Madrid,0,1,A,0,1,A,5,12,3,6,18,18,3,5,5,2,0,0,15,7,1.17,12.5,7,1.18,15,6.5,1.17,12,5.5,1.2,12,6,1.22,15,7.5,1.15,15,5.5,1.22,15,7,1.18,17,7.5,1.2,11,6.5,1.2,47,20,14.52,7.5,6.47,1.22,1.18,30,1.45,1.38,3.1,2.87,27,2,2.04,1.98,1.92,1.88
SP1,29/10/11,Valencia,Getafe,3,1,H,2,1,H,13,9,5,3,20,13,5,3,2,2,0,0,1.44,4.33,7,1.48,4,7,1.45,4,7,1.45,3.9,6.5,1.44,4.33,6.5,1.444,4.2,7,1.53,3.75,7,1.5,4,7,1.53,4.33,7,1.5,4,6,47,1.55,1.49,4.33,4.02,7.2,6.6,41,1.91,1.81,2.02,1.96,28,-1,1.98,1.91,2.23,1.95
SP1,29/10/11,Villarreal,Vallecano,2,0,H,1,0,H,11,9,5,1,14,11,5,2,3,5,0,0,2,3.4,3.75,2.05,3.3,3.9,1.85,3.4,4,2,3.3,3.3,1.95,3.5,3.75,1.95,3.4,3.75,2.1,3.2,3.6,1.83,3.5,4.33,2.05,3.4,4,1.91,3.4,3.8,47,2.1,1.96,3.6,3.35,4.33,3.81,44,2.06,1.95,1.91,1.83,27,-0.5,2.04,1.98,1.91,1.87
SP1,30/10/11,Ath Madrid,Zaragoza,3,1,H,2,0,H,18,12,7,4,18,12,5,4,3,3,0,0,1.4,4.5,8,1.42,4.33,7.5,1.42,4.25,7.5,1.45,3.9,6.5,1.44,4.33,7,1.4,4.5,7.5,1.44,4,8,1.44,4.33,7.5,1.44,4.6,8,1.44,4.2,6.5,46,1.45,1.42,4.64,4.37,8.5,7.32,39,1.73,1.67,2.29,2.16,27,-1.25,2.04,1.97,1.93,1.88
SP1,30/10/11,Malaga,Espanol,2,1,H,1,1,D,19,7,8,3,12,21,9,3,0,5,0,0,1.73,3.5,5,1.75,3.5,4.75,1.7,3.6,4.75,1.7,3.5,4.4,1.73,3.6,4.6,1.7,3.5,5,1.83,3.2,5,1.73,3.6,5,1.85,3.4,5,1.73,3.4,4.75,47,1.87,1.77,3.6,3.46,5.1,4.61,44,2,1.92,1.92,1.85,25,-0.5,2.08,1.83,2.11,2.03
SP1,30/10/11,Osasuna,Levante,2,0,H,2,0,H,13,14,5,1,13,13,5,5,1,3,1,0,2.3,3.2,3.2,2.4,3.1,3.2,2.3,3.2,3,2.45,3.2,2.65,2.4,3.3,2.88,2.375,3.25,2.9,2.4,3.1,3.1,2.2,3.25,3.4,2.4,3.25,3.2,2.4,3.25,2.8,47,2.45,2.32,3.3,3.21,3.4,3.02,38,2.2,2.1,1.78,1.7,25,-0.25,2.03,1.96,1.95,1.88
SP1,30/10/11,Santander,Betis,1,0,H,0,0,D,6,22,2,5,21,12,8,7,4,1,0,0,2.6,3.2,2.75,2.55,3.25,2.7,2.5,3.2,2.75,2.4,3.2,2.7,2.6,3.2,2.7,2.55,3.25,2.7,2.5,3.2,2.8,2.5,3.2,2.88,2.62,3.3,2.88,2.5,3.2,2.7,47,2.63,2.51,3.3,3.22,2.9,2.75,39,2.25,2.08,1.78,1.71,27,0,1.9,1.82,2.09,2
SP1,30/10/11,Sp Gijon,Ath Bilbao,1,1,D,0,0,D,11,7,4,3,9,21,2,5,1,3,0,0,2.6,3.2,2.75,2.55,3.2,2.75,2.5,3.25,2.7,2.5,3.3,2.5,2.62,3.25,2.62,2.55,3.3,2.65,2.7,3.1,2.7,2.5,3.25,2.8,2.75,3.3,2.75,2.6,3.2,2.62,47,2.8,2.57,3.3,3.21,2.8,2.69,43,2.15,2.03,1.81,1.75,26,0,1.9,1.85,2.05,1.97
SP1,31/10/11,Sevilla,Granada,1,2,A,1,0,H,31,15,13,4,7,12,4,7,1,1,0,0,1.4,4.5,8,1.37,4.5,8.5,1.35,4.5,9,1.33,4.6,7.8,1.4,4.33,8,1.363,4.5,8.5,1.4,4.2,9,1.36,4.5,9,1.4,4.6,9,1.4,4.2,7.5,46,1.42,1.39,4.65,4.44,9.25,7.99,39,1.82,1.74,2.15,2.04,27,-1.25,2.03,1.97,1.93,1.88
SP1,05/11/11,Betis,Malaga,0,0,D,0,0,D,10,9,0,4,16,19,2,7,2,1,0,0,2.63,3.25,2.63,2.65,3.2,2.65,2.6,3.25,2.6,2.6,3.2,2.5,2.62,3.3,2.6,2.625,3.25,2.6,2.7,3.25,2.6,2.75,3.25,2.63,2.62,3.3,2.75,2.62,3.2,2.6,49,2.81,2.64,3.35,3.23,2.83,2.65,39,2.2,2.1,1.79,1.71,27,0,1.98,1.89,2.02,1.93
SP1,05/11/11,Levante,Valencia,0,2,A,0,1,A,13,8,3,3,13,19,9,5,6,3,0,0,3,3.25,2.38,3,3.3,2.4,2.9,3.25,2.35,2.65,3.3,2.4,2.9,3.25,2.38,2.9,3.3,2.35,2.9,3.25,2.4,3.1,3.4,2.3,3.12,3.4,2.4,2.8,3.3,2.4,49,3.18,2.94,3.42,3.26,2.5,2.38,39,2.21,2.1,1.75,1.7,28,0.25,1.87,1.83,2.09,2.04
SP1,05/11/11,Mallorca,Sevilla,0,0,D,0,0,D,15,11,5,1,20,6,9,8,5,2,0,0,3,3.2,2.38,2.95,3.3,2.45,2.9,3.25,2.35,2.75,3.2,2.35,2.9,3.25,2.4,2.875,3.25,2.4,2.88,3.25,2.45,3,3.3,2.4,3.1,3.25,2.5,2.8,3.3,2.4,49,3.11,2.87,3.35,3.22,2.6,2.45,40,2.25,2.14,1.73,1.68,27,0.25,1.8,1.77,2.16,2.11
SP1,06/11/11,Ath Bilbao,Barcelona,2,2,D,1,1,D,4,16,4,9,26,12,3,5,3,1,1,0,11,6.5,1.22,10.5,5.75,1.25,10,5.5,1.25,11.5,5.5,1.22,11,5,1.29,10,5.75,1.25,12,5.5,1.25,10,5.75,1.29,13,6.5,1.25,11,5.5,1.25,49,13,11.21,6.5,5.62,1.3,1.26,31,1.55,1.49,2.63,2.48,28,1.75,1.94,1.9,2.05,1.96
SP1,06/11/11,Espanol,Villarreal,0,0,D,0,0,D,19,10,2,1,14,9,7,2,1,3,1,0,1.85,3.4,4.33,1.8,3.4,4.5,1.85,3.3,4.33,1.8,3.4,4,1.8,3.25,4.8,1.85,3.4,4.2,1.85,3.4,4.4,1.87,3.4,4.33,1.85,3.5,4.75,1.83,3.4,4.2,49,1.88,1.84,3.61,3.4,4.81,4.36,39,2.39,2.23,1.67,1.62,29,-0.5,1.88,1.84,2.08,2.02
SP1,06/11/11,Getafe,Ath Madrid,3,2,H,1,1,D,14,11,5,6,17,19,4,5,5,6,1,0,3,3.25,2.38,3.1,3.4,2.3,2.9,3.25,2.35,2.8,3.2,2.3,2.88,3.3,2.4,2.85,3.3,2.4,2.9,3.25,2.4,3,3.3,2.4,3.2,3.4,2.4,2.8,3.3,2.4,48,3.2,2.95,3.4,3.25,2.45,2.37,43,2.04,1.96,1.88,1.82,27,0.25,1.87,1.82,2.15,2.04
SP1,06/11/11,Granada,Santander,0,0,D,0,0,D,16,14,3,2,13,20,5,5,4,5,0,1,2.1,3.25,3.5,2.05,3.25,3.6,2.1,3.25,3.4,2.1,3.2,3.2,2.2,3.2,3.3,2.1,3.2,3.5,2.15,3.25,3.4,2.1,3.3,3.6,2.1,3.3,3.8,2.1,3.3,3.3,49,2.2,2.1,3.5,3.24,4,3.54,32,2.5,2.29,1.65,1.56,27,-0.25,1.84,1.8,2.15,2.06
SP1,06/11/11,Real Madrid,Osasuna,7,1,H,3,1,H,18,4,11,2,9,13,6,1,0,1,0,1,1.06,11,29,1.09,9.5,21,1.06,10,26,1.1,7.3,15,1.08,10,23,1.071,10,26,1.08,10,26,1.08,10,29,1.1,12,34,1.07,10,23,48,1.11,1.08,12.49,10.14,35.29,25.4,31,1.36,1.31,3.5,3.2,28,-2.5,1.95,1.91,2.05,1.95
SP1,06/11/11,Vallecano,Sociedad,4,0,H,1,0,H,13,10,9,3,24,9,5,2,1,1,0,1,1.91,3.4,4,1.91,3.4,4,1.95,3.3,3.75,1.95,3.2,3.7,2,3.3,3.6,1.9,3.4,4,2,3.3,3.75,2.05,3.3,3.8,2.05,3.4,4,1.95,3.3,3.8,45,2.11,1.99,3.6,3.32,4.1,3.81,39,2.39,2.23,1.67,1.63,29,-0.5,2.11,2.04,1.88,1.82
SP1,06/11/11,Zaragoza,Sp Gijon,2,2,D,1,2,A,13,7,7,2,15,17,5,3,4,2,0,0,2.1,3.3,3.5,2.1,3.25,3.5,2,3.3,3.6,2.1,3.2,3.2,2.1,3.25,3.5,2.1,3.2,3.5,2.05,3.3,3.6,2.1,3.3,3.6,2.2,3.3,3.6,2.1,3.3,3.3,49,2.23,2.12,3.5,3.25,3.8,3.48,41,2.18,2.07,1.8,1.73,29,-0.25,1.91,1.85,2.05,2
SP1,19/11/11,Barcelona,Zaragoza,4,0,H,2,0,H,27,4,11,0,20,17,6,1,2,3,0,0,1.06,12,26,1.05,11.5,31,1.05,11,26,1.08,7.5,20,1.08,10,23,1.05,12,26,1.08,10,23,1.08,10,34,1.07,15,41,1.05,12,26,46,1.09,1.06,15,11.71,41,27.51,30,1.3,1.28,3.6,3.44,23,2.75,1.98,1.92,2,1.94
SP1,19/11/11,Valencia,Real Madrid,2,3,A,0,1,A,14,11,5,4,22,19,5,2,3,7,0,0,6,4,1.53,5.75,4.1,1.57,5.75,4,1.53,5.7,3.8,1.5,5.5,4,1.57,6,4.2,1.5,6,4,1.53,6.5,4.33,1.5,6.5,4.2,1.57,6,4,1.53,46,6.5,5.82,4.33,4.08,1.6,1.54,29,1.6,1.53,2.5,2.37,28,1,1.93,1.86,2.07,1.99
SP1,19/11/11,Villarreal,Betis,1,0,H,1,0,H,11,14,5,4,17,24,3,5,5,2,0,0,2,3.3,3.8,2,3.3,4,2,3.25,3.75,1.9,3.3,3.7,2.05,3.3,3.6,2,3.25,3.75,2.05,3.3,3.6,2,3.3,3.9,2,3.4,4,2,3.3,3.75,46,2.06,2,3.44,3.31,4.21,3.78,37,2.3,2.17,1.7,1.66,28,-0.5,2.06,2,1.9,1.85
SP1,20/11/11,Ath Madrid,Levante,3,2,H,0,0,D,26,9,13,5,18,9,7,2,4,2,0,0,1.57,4,5.5,1.6,3.7,5.75,1.55,3.75,6,1.55,3.7,5.4,1.62,3.6,6,1.571,3.75,6,1.57,3.75,6,1.57,4,6,1.62,4,6,1.53,3.8,6.5,45,1.65,1.58,4,3.76,6.5,5.96,41,1.91,1.82,2.05,1.96,28,-1,2.14,2.05,1.86,1.81
SP1,20/11/11,Osasuna,Vallecano,0,0,D,0,0,D,10,9,5,2,17,14,6,5,3,5,0,0,1.91,3.4,4,1.91,3.3,4.1,1.95,3.4,3.75,2,3.3,3.3,2,3.3,3.75,1.95,3.4,3.75,2,3.3,3.75,1.95,3.3,4.2,2,3.4,4,1.9,3.4,4,45,2.05,1.97,3.44,3.33,4.3,3.87,36,2.23,2.14,1.74,1.68,28,-0.5,2.05,1.99,1.92,1.87
SP1,20/11/11,Sevilla,Ath Bilbao,1,2,A,1,1,D,8,14,5,5,13,9,1,6,2,2,0,0,1.91,3.5,4,2,3.25,3.8,1.85,3.5,4,1.8,3.4,4,1.91,3.4,4,1.9,3.4,4,1.95,3.5,3.8,1.91,3.4,4.2,2,3.5,4,1.9,3.4,4,46,2.04,1.95,3.5,3.36,4.21,3.9,42,2.05,1.97,1.88,1.81,29,-0.5,2.04,1.98,1.95,1.87
