Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH
E1,11/09/04,Burnley,Crewe,3,0,H,2,0,H,G Hegley,22,10,14,6,6,5,3,11,0,0,0,0,1.909,3.25,3.5,1.85,3.35,3.65,2.05,3.25,3.3,2,3.2,3.1,1.909,3.25,3.4,2,3.25,3.25,2.05,3.3,3,1.85,1.85,1.8,2,1.8,2,-0.25,1.92,1.92,-0.25,2.1,1.75,-0.5
E1,11/09/04,Derby,Reading,2,1,H,0,0,D,M Ryan,10,10,8,5,15,10,2,7,4,1,0,0,2.4,3.2,2.6,2.5,3.1,2.55,2.5,3.2,2.6,2.4,3.1,2.5,2.5,3.25,2.4,2.4,3.2,2.6,2.37,3.1,2.62,1.85,1.85,1.95,1.85,1.8,2,0,1.72,2.12,0,1.775,2.075,0
E1,11/09/04,Gillingham,Sunderland,0,4,A,0,3,A,A Hall,3,15,1,11,10,14,0,5,2,0,0,0,2.4,3.2,2.6,2.5,3.2,2.5,2.55,3.2,2.55,2.4,3,2.6,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.85,1.85,2,1.8,1.9,1.9,0,1.96,1.88,0,1.875,1.975,0
E1,11/09/04,Leeds,Coventry,3,0,H,1,0,H,P Robinson,12,9,5,6,12,8,4,5,1,1,0,1,2.2,3.25,2.8,2,3.25,3.3,2.2,3.25,3,2.1,3.1,3,2.2,3.25,2.75,2.1,3.25,3,2.1,3.2,3,1.85,1.85,1.95,1.85,1.85,1.95,-0.25,1.98,1.86,-0.25,1.9,1.95,-0.25
E1,11/09/04,Nott'm Forest,Cardiff,0,0,D,0,0,D,S Mathieson,16,12,8,7,14,16,2,3,0,1,0,0,1.833,3.25,3.75,1.85,3.25,3.75,1.95,3.25,3.65,1.8,3.1,3.8,1.909,3.25,3.4,1.9,3.25,3.5,1.83,3.2,3.75,1.85,1.85,1.9,1.9,1.95,1.72,-0.5,2.06,1.78,-0.5,1.95,1.9,-0.5
E1,11/09/04,Preston,Stoke,3,0,H,1,0,H,M Atkinson,11,10,9,5,17,16,7,4,0,2,0,0,2.375,3.2,2.625,2.3,3.25,2.7,2.35,3.2,2.75,2.3,3.1,2.6,2.25,3.2,2.75,2.3,3.2,2.75,2.3,3.1,2.75,1.95,1.75,2,1.8,2,1.8,-0.25,1.7,2.14,0,1.85,2,0
E1,11/09/04,QPR,Plymouth,3,2,H,1,1,D,A Mariner,11,8,5,4,16,9,5,4,0,0,0,0,2.4,3.2,2.6,2.35,3.25,2.65,2.4,3.2,2.7,2.4,3.1,2.5,2.6,3.2,2.375,2.4,3.2,2.6,2.37,3.1,2.62,1.95,1.75,2,1.8,1.8,2,0,1.78,2.06,0,1.8,2.05,0
E1,11/09/04,Rotherham,Leicester,0,2,A,0,1,A,E Ilderton,11,11,3,8,10,10,8,10,0,0,0,0,2.75,3.25,2.25,2.75,3.2,2.3,2.75,3.2,2.35,2.6,3.1,2.3,2.75,3.2,2.25,2.87,3.2,2.2,2.75,3.2,2.25,2,1.71,2.05,1.75,1.77,2.05,0.25,1.88,1.96,0.25,1.775,2.075,0.25
E1,11/09/04,Sheffield United,West Ham,1,2,A,0,1,A,A Wiley,5,8,2,5,18,18,9,1,2,2,0,0,2.2,3.25,2.8,2.3,3.25,2.7,2.35,3.2,2.75,2.3,3,2.7,2.2,3.25,2.75,2.3,3.2,2.75,2.25,3.2,2.75,1.95,1.75,2,1.8,1.95,1.85,-0.25,2,1.84,-0.25,2.05,1.8,-0.25
E1,11/09/04,Watford,Brighton,1,1,D,0,0,D,P Armstrong,6,10,3,5,17,12,4,3,2,0,0,0,1.8,3.25,4,1.7,3.3,4.5,1.83,3.2,4.2,1.8,3.2,3.7,1.727,3.4,4,1.83,3.25,3.75,1.83,3.2,3.75,1.85,1.85,1.95,1.85,1.83,1.82,-0.5,1.92,1.92,-0.5,1.8,2.05,-0.5
E1,11/09/04,Wolves,Wigan,3,3,D,1,2,A,P Walton,7,13,5,6,14,13,4,9,0,2,0,0,2.375,3.2,2.625,2.4,3.2,2.6,2.45,3.2,2.65,2.5,3,2.5,2.4,3.25,2.5,2.37,3.2,2.62,2.4,3.25,2.5,1.9,1.79,2,1.8,1.85,1.95,0,1.9,1.94,0,1.9,1.95,0
E1,12/09/04,Ipswich,Millwall,2,0,H,0,0,D,T Bates,17,4,8,2,11,14,1,3,0,0,0,0,1.909,3.25,4,1.85,3.2,3.9,1.9,3.25,3.75,1.8,3.2,3.7,1.909,3.25,3.4,1.83,3.2,4,1.83,3.2,3.75,1.75,1.95,1.8,2,1.9,1.74,-0.5,,,,1.925,1.925,-0.5
E1,14/09/04,Brighton,Wolves,0,1,A,0,1,A,T Leake,11,9,4,5,18,17,6,3,1,1,0,0,2.6,3.2,2.4,2.6,3.2,2.4,2.6,3.2,2.5,2.5,3,2.4,2.4,3.25,2.5,2.6,3.2,2.4,2.5,3.1,2.5,1.85,1.85,1.9,1.9,1.95,1.85,0,,,,2.05,1.8,0
E1,14/09/04,Cardiff,Watford,0,3,A,0,2,A,M Fletcher,12,10,8,6,15,15,4,5,2,3,0,0,2.2,3.25,2.8,2.15,3.2,3,2.1,3.2,3.25,1.9,3.1,3.3,2.1,3.2,3,2.2,3.2,2.88,2.1,3.2,3,1.85,1.85,1.95,1.85,1.8,2,-0.25,,,,1.8,2.05,-0.25
E1,14/09/04,Crewe,QPR,0,2,A,0,1,A,R Olivier,5,10,2,6,6,17,7,9,1,4,0,0,2.2,3.25,2.8,2.15,3.3,2.9,2.2,3.25,3,2.1,3,3,2.2,3.25,2.75,2.2,3.2,2.88,2.1,3.2,3,1.75,1.95,1.85,1.95,1.85,1.95,-0.25,,,,1.85,2,-0.25
E1,14/09/04,Leicester,Sheffield United,3,2,H,2,0,H,P Crossley,11,12,8,5,17,9,4,10,1,1,0,0,2,3.25,3.25,2.1,3.3,3,2.1,3.2,3.25,2,3.1,3.1,1.91,3.25,3.4,2.1,3.25,3,2.15,3.2,2.9,1.95,1.75,2.05,1.75,1.8,2,-0.25,1.82,2.02,-0.25,1.85,2,-0.25
E1,14/09/04,Plymouth,Leeds,0,1,A,0,1,A,S Dunn,10,15,4,11,12,15,3,8,1,1,0,0,2.2,3.25,2.8,2.1,3.3,3,2.2,3.25,3,2.1,3,3,2.1,3.2,3,2.2,3.2,2.88,2.2,3.2,2.8,1.95,1.75,1.95,1.85,1.9,1.9,-0.25,1.96,1.88,-0.5,1.8,2.05,-0.25
E1,14/09/04,Reading,Preston,3,1,H,2,1,H,R Beeby,7,8,4,5,16,16,2,2,0,2,0,0,1.83,3.25,3.75,1.85,3.35,3.65,1.83,3.3,4,1.8,3.1,3.6,1.73,3.2,4.33,1.83,3.25,3.75,1.8,3.3,3.75,1.95,1.75,2,1.8,1.83,1.81,-0.5,1.92,1.92,-0.5,1.9,1.95,-0.5
E1,14/09/04,Stoke,Ipswich,3,2,H,2,1,H,M Dean,10,7,8,6,15,16,5,6,3,2,1,0,2.3,3.2,2.7,2.35,3.2,2.65,2.4,3.2,2.75,2.3,3,2.6,2.25,3.2,2.75,2.38,3.2,2.62,2.37,3.1,2.62,1.95,1.75,1.85,1.95,1.8,2,0,1.76,2.08,0,1.75,2.1,0
E1,14/09/04,Sunderland,Nott'm Forest,2,0,H,2,0,H,L Mason,18,9,8,5,15,10,5,1,2,2,0,0,1.66,3.4,4.5,1.8,3.4,3.8,1.8,3.35,4.1,1.75,3.2,3.8,1.67,3.25,4.5,1.8,3.25,4,1.8,3.3,3.75,1.9,1.79,1.9,1.9,1.8,1.84,-0.5,1.8,2.04,-0.5,1.825,2.025,-0.5
E1,14/09/04,West Ham,Rotherham,1,0,H,0,0,D,M Jones,12,3,7,0,12,11,10,3,0,1,0,0,1.36,4,7.5,1.45,3.65,6.75,1.42,3.8,7.7,1.45,3.8,5,1.44,3.6,6.5,1.4,3.75,7.5,1.4,3.6,7.5,1.79,1.9,1.8,2,2,1.8,-1.25,1.94,1.9,-1.25,1.8,2.05,-1
E1,14/09/04,Wigan,Burnley,0,0,D,0,0,D,P Armstrong,6,5,3,1,19,15,7,0,0,3,0,0,1.57,3.4,5.5,1.5,3.45,6.5,1.55,3.5,6,1.6,3.3,4.5,1.5,3.4,6,1.57,3.4,5.5,1.5,3.4,6,1.9,1.79,1.85,1.95,2,1.8,-1,1.72,2.12,-0.75,2.075,1.775,-1
E1,15/09/04,Coventry,Gillingham,2,2,D,1,0,H,M Pike,13,6,8,5,5,10,9,8,1,1,0,0,1.72,3.25,4.33,1.75,3.35,4.15,1.73,3.3,4.6,1.7,3.2,4,1.67,3.25,4.5,1.73,3.25,4.33,1.72,3.2,4.33,1.79,1.9,1.95,1.85,2,1.8,-0.75,,,,1.8,2.05,-0.5
E1,18/09/04,Brighton,QPR,2,3,A,2,1,H,B Curson,8,18,5,6,16,15,4,1,0,0,0,0,2.2,3.3,2.87,2.2,3.2,2.9,2.2,3.2,3,2.2,3,2.9,2.2,3.25,2.75,2.1,3.25,3,2.3,3,2.8,2,1.71,2,1.8,1.9,1.9,-0.25,1.98,1.86,0,2,1.85,-0.25
E1,18/09/04,Cardiff,Derby,0,2,A,0,1,A,S Dunn,9,8,6,5,11,6,10,2,1,0,0,0,2.37,3.25,2.62,2.25,3.2,2.8,2.25,3.25,2.85,2.2,3,2.9,2.2,3.25,2.75,2.25,3.25,2.75,2.37,3.1,2.62,1.9,1.79,2,1.8,1.8,2,0,2,1.84,-0.25,1.85,2,0
E1,18/09/04,Coventry,Rotherham,0,0,D,0,0,D,P Crossley,13,15,6,7,8,12,4,6,1,2,0,0,1.61,3.5,5,1.6,3.5,5,1.63,3.4,5.25,1.6,3.4,4.6,1.62,3.5,4.5,1.62,3.4,5,1.6,3.4,4.8,1.9,1.79,1.95,1.85,1.95,1.85,-0.75,1.8,2.04,-0.75,1.925,1.925,-0.75,,,,
E1,18/09/04,Crewe,Leeds,2,2,D,0,0,D,P Joslin,10,24,3,6,12,12,4,5,0,1,0,0,2.62,3.25,2.4,2.45,3.25,2.5,2.6,3.25,2.45,2.7,3,2.3,2.75,3.2,2.25,2.6,3.2,2.4,2.5,3.1,2.5,1.9,1.79,1.95,1.85,2,1.8,0,2.08,1.96,0,2.05,1.8,0,,,,
E1,18/09/04,Leicester,Burnley,0,0,D,0,0,D,I Williamson,7,8,3,4,15,15,5,4,0,2,1,0,1.61,3.5,5,1.65,3.4,4.65,1.7,3.2,5,1.7,3.2,4.2,1.67,3.25,4.5,1.62,3.4,5,1.7,3,5,1.9,1.79,1.95,1.85,1.9,1.9,-0.75,1.98,1.86,-0.75,1.875,1.975,-0.75,,,,
E1,18/09/04,Plymouth,Wolves,1,2,A,0,0,D,R Beeby,17,7,10,2,14,15,8,1,1,1,0,1,2.3,3.25,2.75,2.2,3.2,2.9,2.25,3.25,2.85,2.3,3,2.7,2.25,3.2,2.75,2.38,3.2,2.62,2.25,3.2,2.75,1.9,1.79,1.95,1.85,1.8,2,0,1.72,2.12,0,1.85,2,0,,,,
E1,18/09/04,Reading,Gillingham,3,1,H,3,0,H,K Friend,17,10,8,5,10,13,5,2,0,1,0,0,1.61,3.5,5,1.7,3.3,4.5,1.65,3.3,5,1.7,3.2,4.2,1.62,3.25,5,1.62,3.4,5,1.61,3.3,5,1.9,1.79,2,1.8,1.9,1.9,-0.75,1.82,2.02,-0.75,1.925,1.925,-0.75,,,,
E1,18/09/04,Stoke,Nott'm Forest,0,0,D,0,0,D,M Thorpe,9,3,3,1,20,9,7,1,1,2,0,0,1.8,3.3,4,1.75,3.25,4.3,1.8,3.3,4.1,1.8,3.1,3.8,1.8,3.2,4,1.8,3.25,4,1.83,3.2,3.75,1.9,1.79,2,1.8,1.8,1.83,-0.5,1.84,2,-0.5,1.9,1.95,-0.5,,,,
E1,18/09/04,Sunderland,Preston,3,1,H,2,1,H,A Kaye,9,4,6,3,17,15,2,2,2,1,0,0,1.72,3.4,4.33,1.8,3.25,4,1.7,3.4,4.5,1.75,3.2,4,1.67,3.25,4.5,1.73,3.25,4.33,1.7,3.3,4.33,1.9,1.79,1.95,1.85,1.8,1.83,-0.5,1.94,1.9,-0.75,1.8,2.05,-0.5,,,,
E1,18/09/04,West Ham,Ipswich,1,1,D,1,0,H,R Styles,7,4,3,3,3,7,9,6,0,2,0,0,2,3.25,3.4,2.1,3.1,3.2,2,3.25,3.4,1.9,3.1,3.5,1.91,3.2,3.5,2,3.25,3.25,2.05,3,3.3,1.85,1.85,1.85,1.95,1.8,2,-0.25,1.94,1.9,-0.5,1.8,2.05,-0.25,,,,
E1,18/09/04,Wigan,Sheffield United,4,0,H,3,0,H,N Miller,13,5,8,4,13,13,4,1,1,2,0,0,1.8,3.3,4,1.95,3.25,3.4,1.83,3.3,4,1.9,3.1,3.5,1.8,3.2,4,1.83,3.25,3.75,,,,1.9,1.79,1.95,1.85,1.83,1.81,-0.5,1.92,1.92,-0.5,1.95,1.9,-0.5,,,,
E1,19/09/04,Millwall,Watford,0,2,A,0,0,D,P Taylor,7,6,4,2,11,17,7,2,2,1,1,0,1.83,3.2,4,1.8,3.25,4,1.83,3.3,4,1.9,3.1,3.5,1.73,3.2,4.33,1.83,3.25,3.75,1.8,3.3,3.75,1.95,1.75,2,1.8,1.83,1.81,-0.5,2.1,1.74,-0.5,1.975,1.875,-0.5,,,,
E1,22/09/04,Millwall,Derby,3,1,H,1,0,H,T Leake,11,7,6,3,15,13,0,4,2,1,0,1,2,3.25,3.25,,,,1.95,3.3,3.5,2,3.1,3.1,1.91,3.25,3.4,1.91,3.25,3.5,1.9,3.2,3.5,2.05,1.65,2.05,1.75,1.95,1.7,-0.5,1.78,2.06,-0.25,1.775,2.075,-0.25,,,,
E1,24/09/04,Leeds,Sunderland,0,1,A,0,0,D,M Ryan,4,8,1,2,15,14,5,7,1,2,0,0,2.37,3.25,2.87,2.3,3.2,2.75,2.3,3.2,2.85,2.2,3,2.9,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3,2.87,1.9,1.79,2,1.8,2,1.8,-0.25,,,,2.05,1.8,-0.25,,,,
E1,25/09/04,Burnley,Stoke,2,2,D,2,1,H,M Jones,14,15,8,8,14,16,3,11,1,1,1,0,2.3,3.25,2.75,2.35,3.25,2.65,2.35,3.25,2.75,2.3,3,2.7,2.25,3.2,2.75,2.3,3.2,2.75,2.37,3.1,2.62,1.95,1.75,2.05,1.75,1.8,2,0,1.72,2.12,0,1.75,2.1,0,,,,
E1,25/09/04,Derby,Wigan,1,1,D,1,1,D,P Taylor,8,19,7,9,13,21,2,5,2,2,0,1,2.62,3.25,2.37,2.65,3.25,2.35,2.8,3.2,2.35,2.9,3,2.2,2.5,3.25,2.4,2.6,3.2,2.4,2.75,3.2,2.25,1.71,2,1.9,1.9,2.05,1.77,0,1.94,1.9,0.25,2.1,1.75,0,,,,
E1,25/09/04,Gillingham,Brighton,0,1,A,0,0,D,R Olivier,3,6,0,5,14,16,5,4,1,2,0,0,2,3.25,3.4,2.1,3.2,3.1,2,3.3,3.4,1.9,3.2,3.4,1.91,3.25,3.4,2,3.25,3.25,1.9,3.25,3.4,1.85,1.85,1.95,1.85,1.8,2,-0.25,1.82,2.02,-0.25,1.775,2.075,-0.25,,,,
E1,25/09/04,Ipswich,Plymouth,3,2,H,1,2,A,G Salisbury,14,13,9,8,6,9,8,3,2,2,1,0,1.72,3.4,4.33,1.7,3.3,4.5,1.73,3.35,4.5,1.75,3.2,4,1.62,3.25,5,1.73,3.25,4.33,1.66,3.3,4.5,1.65,2.05,1.75,2.05,2,1.8,-0.75,2,1.84,-0.75,2.075,1.775,-0.75,,,,
E1,25/09/04,Preston,Crewe,1,0,H,1,0,H,C Webster,17,7,10,4,18,7,10,1,1,0,1,0,1.83,3.4,3.75,1.7,3.3,4.5,1.83,3.35,3.95,1.8,3.2,3.7,1.67,3.25,4.5,1.73,3.4,4.2,1.8,3.3,3.75,1.65,2.05,1.75,2.05,1.83,1.81,-0.5,1.82,2.02,-0.5,1.8,2.05,-0.5
E1,25/09/04,QPR,Leicester,3,2,H,0,2,A,J P Robinson,13,6,11,6,14,18,6,0,3,2,0,1,2.62,3.25,2.4,2.5,3.2,2.5,2.6,3.2,2.5,2.5,3,2.5,2.6,3.2,2.38,2.6,3.2,2.4,2.62,3.1,2.37,1.85,1.85,2.05,1.75,1.95,1.85,0,1.88,1.96,0,1.975,1.875,0
E1,25/09/04,Rotherham,Millwall,1,1,D,0,0,D,A D'Urso,13,11,6,8,16,15,9,4,1,0,0,0,2.4,3.25,2.62,2.5,3.2,2.5,2.5,3.25,2.55,2.5,3,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.25,2.4,2.05,1.65,2.05,1.75,1.9,1.9,0,1.94,1.9,0,1.875,1.975,0
E1,25/09/04,Sheffield United,Coventry,1,1,D,1,1,D,G Laws,17,8,10,4,12,18,9,3,0,2,0,0,1.83,3.2,4,2,3.2,3.35,1.95,3.25,3.6,2.1,3,3.1,1.83,3.25,3.6,2,3.25,3.25,1.9,3.2,3.5,1.85,1.85,1.95,1.85,1.95,1.71,-0.5,2.1,1.74,-0.5,2.05,1.8,-0.5
E1,25/09/04,Watford,Reading,0,1,A,0,0,D,M Thorpe,12,9,6,4,6,14,6,6,1,0,0,0,2.25,3.2,2.87,2.3,3.2,2.75,2.3,3.2,2.85,2.1,3.1,3,2.2,3.25,2.75,2.25,3.2,2.8,2.3,3.2,2.62,1.85,1.85,2,1.8,1.95,1.85,-0.25,2.12,1.72,-0.25,1.95,1.9,-0.25
E1,25/09/04,Wolves,Cardiff,2,3,A,1,1,D,M Pike,9,9,7,6,8,9,5,6,2,3,0,0,1.57,3.5,5.5,1.65,3.5,4.5,1.6,3.5,5.3,1.65,3.3,4.4,1.5,3.4,6,1.53,3.5,5.5,1.61,3.3,5,1.85,1.85,1.85,1.95,1.8,2,-0.75,1.94,1.9,-0.75,1.875,1.975,-0.75
E1,26/09/04,Nott'm Forest,West Ham,2,1,H,0,0,D,M Messias,10,14,4,10,15,10,3,7,1,3,0,0,2.87,3.25,2.37,2.6,3.2,2.4,2.7,3.2,2.4,2.8,2.9,2.3,2.75,3.25,2.2,2.75,3.2,2.3,2.75,3.2,2.25,1.95,1.75,2,1.8,2,1.8,0,,,,2.05,1.8,0
E1,28/09/04,Burnley,Cardiff,1,0,H,0,0,D,K Hill,9,4,4,2,11,10,6,7,2,1,0,0,2.1,3.2,3.2,1.95,3.25,3.4,2,3.25,3.4,2,3.1,3.1,1.91,3.25,3.4,1.91,3.25,3.5,1.95,3.2,3.3,1.85,1.85,1.9,1.9,1.9,1.95,-0.25,1.96,1.88,-0.25,1.95,1.9,-0.25
E1,28/09/04,Gillingham,Leicester,0,2,A,0,0,D,L Probert,8,19,6,12,15,11,5,9,3,3,1,0,2.75,3.25,2.3,2.75,3.2,2.3,2.9,3.2,2.25,3,3,2.1,3,3.2,2.1,2.75,3.25,2.25,2.9,3.2,2.15,1.9,1.79,2,1.8,2.1,1.73,0,2.1,1.74,0,2.1,1.75,0
E1,28/09/04,Ipswich,Reading,1,1,D,1,1,D,M Jones,18,11,8,6,17,13,9,5,1,1,0,0,1.9,3.25,3.6,1.85,3.25,3.75,1.92,3.2,3.7,1.85,3.1,3.5,1.83,3.2,3.75,1.91,3.25,3.5,1.83,3.2,3.75,1.79,1.9,1.85,1.95,1.92,1.72,-0.5,2.04,1.8,-0.5,2.05,1.8,-0.5
E1,28/09/04,Leeds,Stoke,0,0,D,0,0,D,L Mason,17,3,7,2,11,14,10,1,1,3,0,0,2.1,3.2,3.2,2,3.25,3.3,2.1,3.2,3.2,2.1,3,3,2.1,3.2,3,2,3.25,3.25,2.15,3.2,2.9,1.9,1.79,2,1.8,1.9,1.95,-0.25,1.9,1.94,-0.25,1.9,1.95,-0.25
E1,28/09/04,Preston,Plymouth,1,1,D,0,1,A,P Danson,6,8,5,4,17,14,9,2,2,2,0,0,1.9,3.25,3.6,2.1,3.25,3.05,2,3.25,3.4,2.1,3,3,1.91,3.2,3.5,2,3.25,3.25,2,3.3,3.1,1.79,1.9,1.85,1.95,1.85,2,-0.25,1.82,2.02,-0.25,1.85,2,-0.25
E1,28/09/04,QPR,Coventry,4,1,H,2,0,H,A Kaye,15,10,9,3,20,11,5,1,1,1,0,0,2.1,3.2,3.2,2.05,3.2,3.2,2.15,3.2,3.1,2.1,3,3,2,3.2,3.2,2.2,3.2,2.88,2.25,3.2,2.75,1.85,1.85,1.9,1.9,2,1.85,-0.25,2.04,1.8,-0.25,2.025,1.825,-0.25
E1,28/09/04,Rotherham,Crewe,2,3,A,1,1,D,G Salisbury,12,11,7,9,5,5,6,7,1,0,0,0,2.1,3.2,3.2,2.25,3.1,2.9,2.2,3.2,3,2.1,3,3,2.2,3.25,2.75,2.2,3.2,2.88,2.05,3.3,3,1.9,1.79,2,1.8,1.95,1.9,-0.25,1.98,1.86,-0.25,1.95,1.9,-0.25
E1,28/09/04,Sheffield United,Sunderland,1,0,H,0,0,D,M Dean,9,6,5,3,10,13,10,2,1,1,1,1,2.3,3.25,2.75,2.35,3.15,2.7,2.45,3.2,2.62,2.5,3,2.4,2.5,3.2,2.5,2.38,3.2,2.62,2.5,3.1,2.5,2,1.71,2.05,1.75,1.8,2.05,0,1.78,2.06,0,2.075,1.775,-0.25
E1,28/09/04,Watford,Wigan,0,0,D,0,0,D,A Penn,11,12,4,8,10,12,2,6,1,1,0,0,2.5,3.25,2.5,2.45,3.2,2.55,2.62,3.2,2.45,2.5,3,2.4,2.5,3.25,2.4,2.5,3.2,2.5,2.7,3.25,2.25,1.9,1.79,2,1.8,2.05,1.8,0,2.02,1.82,0,2,1.85,0
E1,29/09/04,Derby,West Ham,1,1,D,1,1,D,G Poll,13,11,8,5,15,10,5,4,0,2,0,0,2.37,3.25,2.62,2.4,3.2,2.6,2.62,3.2,2.45,2.6,3,2.3,2.5,3.25,2.4,2.5,3.2,2.5,2.75,3.1,2.3,1.9,1.79,2,1.8,2,1.85,0,2.1,1.74,0,2.05,1.8,0
E1,29/09/04,Nott'm Forest,Brighton,0,1,A,0,1,A,G Laws,11,5,4,4,11,17,7,4,0,3,0,0,1.83,3.4,3.75,1.85,3.25,3.75,1.92,3.2,3.7,1.8,3.1,3.6,1.91,3.25,3.4,1.83,3.25,3.75,1.83,3.2,3.75,1.9,1.79,2,1.8,1.9,1.74,-0.5,1.86,1.98,-0.5,1.85,2,-0.5
E1,02/10/04,Brighton,Sheffield United,1,1,D,1,0,H,I Williamson,6,11,4,9,16,13,6,4,1,2,0,0,2.4,3.25,2.62,2.35,3.25,2.65,2.5,3.25,2.55,2.45,3,2.45,2.4,3.25,2.5,2.4,3.2,2.6,2.6,3.1,2.4,1.95,1.75,2,1.8,1.9,1.9,0,1.98,1.86,0,2.025,1.875,0
E1,02/10/04,Cardiff,Leeds,0,0,D,0,0,D,P Crossley,13,7,9,2,9,10,7,3,0,2,0,0,2.3,3.25,2.75,2.5,3.2,2.5,2.45,3.2,2.65,2.3,3,2.6,2.5,3.2,2.5,2.38,3.2,2.62,2.37,3.1,2.62,1.9,1.79,2,1.8,1.85,1.95,0,1.82,2.02,0,1.825,2.075,0
E1,02/10/04,Crewe,Watford,3,0,H,3,0,H,T Kettle,11,11,8,5,10,6,2,2,0,0,0,0,2.62,3.25,2.4,2.6,3.2,2.4,2.6,3.2,2.5,2.45,3,2.45,2.6,3.2,2.38,2.5,3.2,2.5,2.5,3.1,2.5,1.79,1.9,1.9,1.9,1.95,1.85,0,2,1.84,0,1.95,1.9,0
E1,02/10/04,Leicester,Preston,1,1,D,1,1,D,M Fletcher,14,9,7,5,20,13,5,4,2,2,0,0,1.72,3.4,4.33,1.75,3.25,4.3,1.75,3.3,4.5,1.7,3.2,4,1.67,3.25,4.5,1.73,3.25,4.33,1.66,3.3,4.5,1.85,1.85,1.95,1.85,1.75,1.9,-0.5,2.04,1.8,-0.75,2,1.85,-0.75
E1,02/10/04,Plymouth,Gillingham,2,1,H,0,0,D,B Curson,22,3,10,2,7,14,8,1,1,3,0,0,1.8,3.3,4,1.8,3.25,4,1.8,3.3,4.15,1.75,3.2,3.8,1.73,3.2,4.33,1.8,3.25,4,1.72,3.25,4.2,1.75,1.95,1.95,1.85,1.8,1.84,-0.5,1.74,2.1,-0.5,1.825,2.025,-0.5
E1,02/10/04,Reading,Burnley,0,0,D,0,0,D,A Penn,8,9,5,7,14,7,4,1,2,2,0,0,1.61,3.5,5,1.6,3.5,5,1.71,3.3,4.75,1.7,3.2,4,1.67,3.25,4.5,1.67,3.4,4.5,1.72,3,4.8,1.9,1.79,2,1.8,1.95,1.85,-0.75,2,1.84,-0.75,1.95,1.9,-0.75
E1,02/10/04,Stoke,QPR,0,1,A,0,0,D,E Evans,7,10,6,8,12,15,5,2,4,2,1,0,1.9,3.25,3.6,2,3.2,3.35,1.95,3.25,3.55,1.9,3.1,3.3,1.8,3.25,3.75,1.91,3.25,3.5,1.83,3.2,3.75,1.85,1.85,1.9,1.9,1.95,1.7,-0.5,2.06,1.78,-0.5,2,1.85,-0.5
E1,02/10/04,Sunderland,Derby,0,0,D,0,0,D,N Barry,15,6,7,4,15,13,9,10,2,2,0,0,1.61,3.5,5,1.65,3.25,5,1.71,3.3,4.75,1.7,3.2,4,1.62,3.5,4.5,1.67,3.4,4.5,1.72,3.2,4.33,1.85,1.85,1.9,1.9,1.9,1.9,-0.75,1.88,1.96,-0.75,1.975,1.875,-0.75
E1,02/10/04,West Ham,Wolves,1,0,H,0,0,D,B Knight,11,6,3,3,14,13,12,5,0,0,0,0,1.83,3.4,3.75,2,3.2,3.35,1.91,3.25,3.75,1.9,3.1,3.3,1.83,3.2,3.75,1.83,3.25,3.75,1.9,3.1,3.6,1.9,1.79,1.9,1.9,1.91,1.74,-0.5,1.76,2.08,-0.5,1.925,1.925,-0.5
E1,02/10/04,Wigan,Rotherham,2,0,H,1,0,H,K Wright,22,2,13,0,8,15,8,6,0,3,0,0,1.36,4.33,7,1.4,3.9,7,1.43,3.75,7.5,1.5,3.5,5,1.36,3.75,8,1.4,3.75,7.5,1.4,3.6,7.5,1.85,1.85,1.85,1.95,1.9,1.9,-1.25,2.04,1.8,-1.25,2,1.85,-1.25
E1,03/10/04,Coventry,Ipswich,1,2,A,0,0,D,C Penton,12,16,6,13,13,15,2,5,1,1,0,0,2.4,3.25,2.62,2.35,3.25,2.65,2.45,3.2,2.65,2.4,3,2.5,2.38,3.2,2.6,2.4,3.2,2.6,2.4,3.1,2.6,1.85,1.85,1.8,2,1.85,1.95,0,2,1.84,0,1.9,1.95,0
E1,03/10/04,Millwall,Nott'm Forest,1,0,H,1,0,H,R Beeby,5,9,4,4,11,12,7,7,2,3,1,0,1.9,3.25,3.6,1.85,3.25,3.75,1.95,3.25,3.6,2,3.1,3.1,1.8,3.25,3.75,2,3.25,3.25,2.1,2.87,3.3,2,1.71,2.05,1.75,1.95,1.71,-0.5,2.14,1.7,-0.5,1.775,2.075,-0.25
