Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Justen Glad,RSL,D,7,6,0,0,0,0,0.0
Guilherme do Prado,CHI,F,15,6,0,0,0,0,0.0
Maxim Tissot,MTL,D,11,7,0,0,0,0,0.0
Adam Nemec,NYC,F,9,8,0,0,0,0,0.0
Jefferson Mena,NYC,D,7,6,0,0,0,0,0.0
Hernan Grana,CLB,D,7,7,0,0,0,0,0.0
Nick LaBrocca,COL,M,13,6,0,0,0,0,0.0
Kristinn Steindorsson,CLB,M,21,4,0,0,0,0,0.0
Sam Adekugbe,VAN,D,9,7,0,0,0,0,0.0
Marc Pelosi,SJ,M,12,7,0,0,0,0,0.0
Kwame Watson-Siriboe,NYC,D,11,7,0,0,0,0,0.0
Ronald Zubar,NYR,D,12,8,0,0,0,0,0.0
Karl Ouimette,NYR,D,11,7,0,0,0,0,0.0
Chad Barrett,SEA,F,18,9,0,0,0,0,0.0
Marc Burch,MIN,D,8,8,0,0,0,0,0.0
Micheal Azira,COL,M,11,8,0,0,0,0,0.0
JJ Koval,SJ,M,17,7,0,0,0,0,0.0
Johan Venegas,MIN,M,12,9,0,0,0,0,0.0
Mika Vayrynen,LA,M,19,10,0,0,0,0,0.0
Dominique Badji,COL,F,15,9,0,0,0,0,0.0
Alex,CHI,M,16,9,0,0,0,0,0.0
Chris Klute,CLB,D,14,8,0,0,0,0,0.0
Bakary Soumare,DAL,D,10,9,0,0,0,0,0.0
John Stertzer,RSL,M,19,9,0,0,0,0,0.0
Oniel Fisher,DC,D,12,9,0,0,0,0,0.0
Luis Silva,RSL,F,24,11,0,0,0,0,0.0
Eric Alexander,HOU,M,20,10,0,0,0,0,0.0
Anibal Godoy,SJ,M,10,10,0,0,0,0,0.0
Maynor Figueroa,DAL,D,10,10,0,0,0,0,0.0
Seth Sinovic,SKC,D,11,10,0,0,0,0,0.0
Kevin Alston,NE,D,16,9,0,0,0,0,0.0
Markus Halsti,DC,M-D,14,12,0,0,0,0,0.0
Ahmed Kantari,TOR,D,12,10,0,0,0,0,0.0
Alan Gordon,LA,F,29,7,0,0,0,0,0.0
Wandrille Lefevre,MTL,D,11,11,0,0,0,0,0.0
Jeremy Hall,NE,D-M,12,11,0,0,0,0,0.0
Will Johnson,ORL,M,12,12,0,0,0,0,0.0
Eriq Zavaleta,TOR,D,18,11,0,0,0,0,0.0
Walker Zimmerman,LAFC,D,20,10,0,0,0,0,0.0
Andy Dorman,NE,M,18,12,0,0,0,0,0.0
Conor Doyle,DC,F,25,10,0,0,0,0,0.0
Ethan White,PHI,D,16,13,0,0,0,0,0.0
Michael Lahoud,PHI,M,19,14,0,0,0,0,0.0
Axel Sjöberg,COL,D,14,14,0,0,0,0,0.0
Tim Parker,RBNY,D,15,14,0,0,0,0,0.0
Elias Vasquez,RSL,D,15,14,0,0,0,0,0.0
Jermaine Jones,NE,M,18,17,0,0,0,0,0.0
Demar Phillips,RSL,D,18,16,0,0,0,0,0.0
James Riley,COL,D,16,16,0,0,0,0,0.0
Zach Scott,SEA,D,20,15,0,0,0,0,0.0
Adaílton,CHI,D,17,17,0,0,0,0,0.0
Josh Williams,CLB,D,17,17,0,0,0,0,0.0
Steven Vitória,CAN,D,18,18,0,0,0,0,0.0
Dylan Remick,HOU,D,19,18,0,0,0,0,0.0
Kofi Opare,DC,D,18,17,0,0,0,0,0.0
Dominic Oduro,MTL,M,28,18,0,0,0,0,0.0
Jack Jewsbury,POR,M,26,18,0,0,0,0,0.0
Victor Cabrera,MTL,D,21,20,0,0,0,0,0.0
Dan Gargan,LA,D,25,20,0,0,0,0,0.0
Jozy Altidore,TOR,F,25,21,0,0,0,0,0.0
Shay Facey,NYC,D,23,20,0,0,0,0,0.0
Brian Carroll,PHI,M,22,21,0,0,0,0,0.0
Steve Birnbaum,DC,D,22,21,0,0,0,0,0.0
Richie Marquez,PHI,D,21,20,0,0,0,0,0.0
Osvaldo Alonso,SEA,M,22,21,0,0,0,0,0.0
Alvaro Saborio,DC,F,26,22,0,0,0,0,0.0
Ambroise Oyongo,MTL,D,22,22,0,0,0,0,0.0
Cyle Larin,ORL,F,27,24,0,0,0,0,0.0
Sebastian Hines,ORL,D,23,21,0,0,0,0,0.0
Bobby Burling,COL,D,22,22,0,0,0,0,0.0
Luis Garrido,HON,M,29,21,0,0,0,0,0.0
Je-Vaughn Watson,DAL,D,23,22,0,0,0,0,0.0
Vincent Nogueira,PHI,M,27,22,0,0,0,0,0.0
Sean Franklin,VAN,D,24,23,0,0,0,0,0.0
Sam Cronin,MIN,M,26,24,0,0,0,0,0.0
Chris Wingert,NYC,D,27,26,0,0,0,0,0.0
Leonardo,HOU,D,26,26,0,0,0,0,0.0
Jason Hernandez,NYC,D,26,26,0,0,0,0,0.0
Raul Rodriguez,HOU,D,27,27,0,0,0,0,0.0
Matt Polster,CHI,M,30,27,0,0,0,0,0.0
Kendall Waston,VAN,D,28,28,0,0,0,0,0.0
Chad Marshall,SEA,D,29,28,0,0,0,0,0.0
Jeff Larentowicz,ATL,M,29,29,0,0,0,0,0.0
Donny Toia,ORL,D,31,29,0,0,0,0,0.0
Nat Borchers,POR,D,31,31,0,0,0,0,0.0
Andrew Farrell,NE,D,32,32,0,0,0,0,0.0
Bobby Boswell,DC,D,34,33,0,0,0,0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan
