Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Kevan George,CLB,M,6,2,278,0,1,1,0,7,6,0,3,0
Shaun Wright-Phillips,NYR,M,12,1,291,1,1,15,3,7,7,1,1,0
Roy Miller,POR,D,6,5,444,0,0,2,0,7,1,1,0,0
Deybi Flores,VAN,M,9,5,446,0,0,7,1,7,6,0,1,0
Norberto Paparatto,POR,D,6,5,451,0,0,5,1,7,7,1,1,0
Javier Calle,NYC,D,12,7,542,1,0,12,4,7,2,0,2,0
Maxim Tissot,MTL,D,11,7,581,1,0,10,4,7,5,2,1,0
Hernan Grana,CLB,D,7,7,598,0,0,3,1,7,8,0,1,0
Kristinn Steindorsson,CLB,M,21,4,621,0,0,7,2,7,7,0,1,0
Juan Manuel Martínez,RSL,M-F,8,7,647,1,1,9,6,7,29,1,2,0
Karl Ouimette,NYR,D,11,7,711,0,0,1,0,7,5,0,2,0
Sebastian Lletget,LA,M,20,17,1449,7,2,29,13,7,26,2,0,0
Lewis Neal,ORL,M,21,18,1509,0,1,15,4,7,11,1,0,0
Hérculez Gómez,TOR,F,7,2,223,1,0,3,2,6,4,0,0,0
Ishmael Yartey,POR,M,5,3,227,0,1,5,2,6,0,0,0,0
Bryan Róchez,ORL,F,16,0,265,3,0,11,7,6,7,8,2,0
Oscar Sorto,LA,D,3,3,269,0,0,1,0,6,3,0,0,1
Gaston Sauro,CLB,D,4,4,273,0,0,1,0,6,2,0,2,0
Kenney Walker,LA,M,8,3,285,0,0,1,1,6,3,0,1,0
Gonzalo Verón,NYR,M-F,13,2,321,1,1,10,4,6,11,2,0,0
Erick Torres,HOU,F,11,3,339,0,1,6,1,6,11,5,1,0
Mike Magee,CHI,M,12,3,360,0,2,3,0,6,7,1,0,0
Ezequiel Cirigliano,DAL,M,7,5,431,0,0,1,0,6,0,0,0,0
Chris Schuler,ORL,D,5,5,450,0,0,0,0,6,4,0,1,0
Ike Opara,SKC,D,6,6,534,2,0,7,2,6,4,0,0,0
Anthony Wallace,NYR,D,6,6,540,2,0,5,2,6,6,1,1,0
Justen Glad,RSL,D,7,6,551,0,0,4,1,6,7,0,3,0
Andrea Pirlo,NYC,M,13,12,1074,0,5,20,3,6,27,1,3,0
Ethan White,PHI,D,16,13,1224,0,0,3,0,6,7,0,2,0
Joao Plata,RSL,F,19,17,1431,4,4,37,14,6,23,11,1,0
Sebastian Saucedo,RSL,M,9,1,168,0,0,9,2,5,5,0,0,1
Jay Chapman,TOR,M,10,1,202,0,0,1,0,5,2,0,0,0
Khari Stephenson,SJ,M,4,2,211,0,0,5,0,5,0,0,0,0
Shane O'Neill,COL,D,4,3,286,0,0,0,0,5,0,0,0,0
Christian Dean,CHI,D,5,3,291,0,0,1,0,5,2,0,1,0
Kyle Bekker,DAL,M,11,4,478,1,1,10,5,5,0,0,1,0
Hassoun Camara,MTL,D,9,5,478,0,0,5,1,5,3,1,1,1
Daneil Cyrus,CHI,D,6,5,519,0,0,1,0,5,3,0,1,0
Khiry Shelton,SKC,F,17,7,824,1,1,13,4,5,10,2,0,0
Marcel de Jong,VAN,D-M,13,11,847,1,1,13,3,5,10,1,1,0
Martin Paterson,ORL,F,4,0,53,0,0,1,0,4,3,0,1,0
Fred,PHI,M,6,0,83,0,0,3,1,4,2,0,1,1
Facundo Coria,DC,M,7,1,131,0,1,4,2,4,7,0,1,0
Clément Simonin,TOR,D,2,2,171,0,0,1,0,4,0,0,1,0
Kianz Froese,CAN,M,9,1,208,1,0,5,1,4,4,0,2,0
Román Torres,SEA,D,4,4,314,0,1,2,2,4,4,0,0,0
Rafael Garcia,LA,D,10,4,338,0,0,1,1,4,6,0,1,0
Paulo Renato,SJ,D,5,3,366,0,0,1,0,4,4,0,0,0
Rolando Escobar,DAL,M,14,2,398,0,0,7,3,4,11,1,0,0
Andreas Ivanschitz,SEA,M,6,5,439,1,1,5,2,4,10,1,1,0
David Mateos,ORL,D,6,6,540,0,1,1,1,4,5,0,0,0
Kevin Molino,MIN,M,7,7,605,0,1,14,4,4,22,0,3,0
Leandro Barrera,SJ,M,6,1,139,0,0,0,0,3,2,0,0,0
Steve Neumann,NE,M-F,9,1,144,0,0,3,1,3,1,0,1,0
Erik Hurtado,VAN,F-M,9,1,182,0,0,6,2,3,4,1,0,0
Cedrick Mabwati,CLB,M,9,1,233,1,0,3,2,3,5,3,0,0
Pablo Alvarez,NYC,M,8,3,244,0,0,5,1,3,9,0,0,0
Diego Rodriguez,VAN,D,4,3,257,0,0,1,0,3,1,0,2,0
Rob Lovejoy,HOU,F,17,2,337,1,1,8,2,3,6,0,0,0
Tommy Meyer,LA,D,6,4,371,0,0,0,0,3,1,1,0,0
Erik Palmer-Brown,KC,D,7,4,376,0,0,2,0,3,2,1,2,0
Ty Harden,CHI,D,5,4,393,1,1,2,1,3,0,0,2,0
Tommy Thompson,SJ,M,17,4,465,0,0,15,4,3,9,2,1,0
Connor Hallisey,KC,F,13,6,516,0,1,8,3,3,1,2,0,0
Eric Miller,COL,D,9,6,517,0,0,4,0,3,1,2,1,0
Romario Williams,ATL,F,2,0,7,0,0,0,0,2,0,0,0,0
Conor Donovan,ORL,D,1,1,14,0,0,0,0,2,0,0,0,0
Sean Okoli,NE,F,5,0,46,0,0,1,0,2,2,0,0,0
Jared Jeffrey,DC,M,2,1,61,0,0,2,0,2,1,0,1,0
Tony Taylor,NYC,F-M,2,1,66,0,0,1,0,2,0,1,0,0
Andy Craven,SEA,F,3,0,67,0,0,2,1,2,1,0,1,0
Todd Dunivant,LA,D,3,1,68,0,0,0,0,2,0,0,0,0
Ben Newnam,COL,D,1,1,90,0,0,0,0,2,0,0,0,0
Jeanderson,POR,D,3,1,92,0,0,0,0,2,0,0,0,0
Danny Mwanga,ORL,F,4,1,110,0,0,0,0,2,1,1,0,0
Pecka,RSL,M,4,1,111,0,0,0,0,2,3,0,0,0
Anthony Jackson-Hamel,MTL,F,8,0,156,0,0,3,0,2,2,0,0,0
Phanuel Kavita,RSL,D,2,2,180,0,0,1,0,2,1,0,1,0
Joseph Greenspan,COL,D,3,2,185,0,0,0,0,2,2,0,1,0
Dave Romney,LA,D,5,2,259,0,0,1,1,2,0,0,0,0
Marlon Hairston,COL,M,3,3,270,0,0,0,0,2,3,0,0,0
Jean-Baptiste Pierazzi,SJ,M,3,3,270,0,0,1,0,2,5,0,0,0
Taylor Peay,RSL,D,5,3,319,0,0,2,1,2,0,0,0,0
Greg Cochrane,CHI,D,4,4,334,0,0,0,0,2,1,0,0,0
Charles Eloundou,COL,F,11,3,341,0,2,15,2,2,3,5,0,0
Daniel Lovitz,MTL,D,11,3,350,0,1,2,1,2,6,0,0,0
Darrius Barnes,NE,D,5,4,391,0,1,1,0,2,1,0,0,0
Patrick Doody,CHI,D,7,6,558,0,1,0,0,2,6,0,1,0
Corey Ashe,HOU,M,9,8,665,0,3,2,1,2,10,4,0,0
Victor Perez,CHI,M,1,0,2,0,0,0,0,1,0,0,0,0
Raymond Lee,PHI,D,1,0,12,0,0,0,0,1,0,0,0,0
Michael Nanchoff,POR,M,4,0,27,0,0,1,1,1,1,0,0,0
Victor Mansaray,SEA,F,3,0,28,0,0,0,0,1,0,0,0,0
Zach Steinberger,HOU,M,3,0,29,0,0,1,0,1,0,0,0,0
Robert Earnshaw,VAN,F,9,0,43,2,0,2,2,1,1,0,0,0
Coy Craft,DAL,F-M,2,1,67,0,0,2,0,1,0,1,0,0
Ethen Sampson,VAN,D,1,1,88,0,0,0,0,1,0,0,1,0
Mauro Manotas,HOU,F,9,0,102,0,0,3,1,1,0,2,0,0
Darwin Jones,SEA,F,9,0,107,0,0,6,2,1,0,2,0,0
Steven Caldwell,TOR,D,2,2,135,0,0,0,0,1,1,0,0,0
Harrison Heath,MIN,M,3,2,136,0,0,1,0,1,2,0,0,0
Luke Mishu,DC,D,2,2,162,0,0,1,0,1,1,0,0,0
Alex Zendejas,DAL,M,8,2,187,0,0,0,0,1,6,0,0,0
Aaron Kovar,LAFC,M,6,2,201,0,0,1,1,1,3,1,0,0
Ben Speas,CLB,M-F,8,2,215,0,0,3,0,1,2,1,0,0
Caleb Clarke,VAN,F,0,0,0,0,0,0,0,0,0,0,0,0
Eric Bird,HOU,M,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Rudy,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Mark Bloom,TOR,D,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Jean-Baptiste,NYR,D,0,0,0,0,0,0,0,0,0,0,0,0
Tony Cascio,ORL,M,0,0,0,0,0,0,0,0,0,0,0,0
Ruben Bover,NYR,M,0,0,0,0,0,0,0,0,0,0,0,0
Timi Mulgrew,NE,F,0,0,0,0,0,0,0,0,0,0,0,0
Shawn McLaws,NYR,M,0,0,0,0,0,0,0,0,0,0,0,0
Andre Lewis,VAN,M,0,0,0,0,0,0,0,0,0,0,0,0
Blake Smith,MTL,M,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Rugg,LA,F,0,0,0,0,0,0,0,0,0,0,0,0
Donnie Smith,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Michael Bustamante,NYR,M,0,0,0,0,0,0,0,0,0,0,0,0
Leo Fernandes,PHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Schillo Tshuma,POR,F,0,0,0,0,0,0,0,0,0,0,0,0
Danny Garcia,DAL,M-F,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Robinson,DC,D,0,0,0,0,0,0,0,0,0,0,0,0
Leo Stolz,NYR,M,0,0,0,0,0,0,0,0,0,0,0,0
Collin Martin,MIN,M,0,0,0,0,0,0,0,0,0,0,0,0
Michael Seaton,DC,F,0,0,0,0,0,0,0,0,0,0,0,0
Andres Correa,SEA,D,0,0,0,0,0,0,0,0,0,0,0,0
Andy Thoma,POR,D,0,0,0,0,0,0,0,0,0,0,0,0
Andrés Mendoza,NYC,D,0,0,0,0,0,0,0,0,0,0,0,0
Manny Aparicio,TOR,M,0,0,0,0,0,0,0,0,0,0,0,0
Santiago Gonzalez,MTL,F,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Parsemain,MTQ,F,0,0,0,0,0,0,0,0,0,0,0,0
Caleb Calvert,COL,F,0,0,0,0,0,0,0,0,0,0,0,0
Damion Lowe,JAM,D,0,0,0,0,0,0,0,0,0,0,0,0
Oumar Ballo,HOU,D,0,0,0,0,0,0,0,0,0,0,0,0
Raul Mendiola,LA,M,0,0,0,0,0,0,0,0,0,0,0,0
Adam Bedell,CLB,F,0,0,0,0,0,0,0,0,0,0,0,0
Estrela,ORL,M,0,0,0,0,0,0,0,0,0,0,0,0
Ben Swanson,CLB,M,0,0,0,0,0,0,0,0,0,0,0,0
Memo Rodriguez,HOU,M,0,0,0,0,0,0,0,0,0,0,0,0
Romain Gall,CLB,M,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Manning,POR,D,0,0,0,0,0,0,0,0,0,0,0,0
Sagi Lev-Ari,CLB,F,0,0,0,0,0,0,0,0,0,0,0,0
Dzenan Catic,PHI,F,0,0,0,0,0,0,0,0,0,0,0,0
Kingsley Bryce,CHI,F,0,0,0,0,0,0,0,0,0,0,0,0
Louis Beland-Goyette,MTL,M,0,0,0,0,0,0,0,0,0,0,0,0
Chris Mannella,TOR,M,0,0,0,0,0,0,0,0,0,0,0,0
Otis Earle,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
Nick Besler,RSL,M,0,0,0,0,0,0,0,0,0,0,0,0
James Ansu Rogers,KC,F,0,0,0,0,0,0,0,0,0,0,0,0
Sidney Rivera,ORL,F,0,0,0,0,0,0,0,0,0,0,0,0
Ben McKendry,VAN,M,0,0,0,0,0,0,0,0,0,0,0,0
Matheus Silva,SJ,D,0,0,0,0,0,0,0,0,0,0,0,0
Zachary Herivaux,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Kalen Ryden,CLB,D,0,0,0,0,0,0,0,0,0,0,0,0
Peguy Luyindula,NYR,F,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Johnson,DC,F,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Keel,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
Jack McBean,COL,F,0,0,0,0,0,0,0,0,0,0,0,0
Ben Zemanski,POR,M,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Barklage,SJ,D,0,0,0,0,0,0,0,0,0,0,0,0
Danny Cruz,PHI,M-F,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Lopez,MTL,D,0,0,0,0,0,0,0,0,0,0,0,0
Steven Lenhart,SJ,F,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy McLaughlin,PHI,M,1,0,1,0,0,0,0,0,0,0,0,0
Deshorn Brown,COL,F,1,0,2,0,0,0,0,0,0,0,0,0
Marius Obekop,NYR,M,1,0,4,0,1,0,0,0,0,0,0,0
Antoine Hoppenot,PHI,F,1,0,4,0,0,0,0,0,0,0,0,0
Kenny Cooper,MTL,F,1,0,4,0,0,1,1,0,0,0,0,0
Collin Fernandez,CHI,M,1,0,6,0,0,0,0,0,0,0,0,0
Mike Fucito,SJ,F,2,0,7,0,0,0,0,0,0,2,0,0
Connor Brandt,NYC,M-D,1,0,9,0,0,0,0,0,0,0,0,0
Jordan Hamilton,TOR,F,2,0,13,0,0,0,0,0,0,1,0,0
Jeremy Gagnon-Lapare,MTL,M,2,0,18,0,0,0,0,0,0,1,0,0
Ariel Lassiter,LA,F,1,0,19,0,0,1,1,0,0,0,0,0
Bright Dike,TOR,F,2,0,20,0,1,0,0,0,0,0,0,0
Manolo Sanchez,NYR,M,3,0,22,0,0,6,2,0,0,0,0,0
Marco Bustos,VAN,M,1,0,29,0,0,1,0,0,0,0,0,0
Chandler Hoffman,HOU,F,5,0,30,0,0,0,0,0,0,1,0,0
Carlos Alvarez,COL,M,1,0,31,0,0,2,0,0,1,0,0,0
Cameron Porter,MTL,F,2,1,39,0,0,1,0,0,2,1,0,0
Matt Dunn,NYC,M,1,0,52,0,0,0,0,0,2,0,0,0
Tommy Redding,RBNY,D,2,1,87,0,0,0,0,0,0,0,0,0
Jimmy Ockford,SJ,D,1,1,90,0,0,0,0,0,0,0,0,0
Taylor Hunter,HOU,M,1,1,90,0,0,0,0,0,1,0,0,0
Sergio Campbell,JAM,D,1,1,90,0,0,2,0,0,0,0,0,0
Boyd Okwuonu,RSL,D,3,1,118,0,0,0,0,0,0,0,0,0
Justin Mapp,MTL,M,5,3,264,0,0,12,5,0,1,1,0,0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
