Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Justen Glad,RSL,D,7,6,551,0,0,4,1,0/0,0.0,25.0
John Stertzer,RSL,M,19,9,860,1,0,4,2,0/0,25.0,50.0
Eric Alexander,HOU,M,20,10,878,0,0,4,2,0/0,0.0,50.0
Warren Creavalle,PHI,M,19,10,896,1,1,4,3,0/0,25.0,75.0
Amobi Okugo,KC,D-M,18,10,920,0,1,4,1,0/0,0.0,25.0
RJ Allen,ORL,D,14,13,1054,0,2,4,1,0/0,0.0,25.0
Tim Parker,RBNY,D,15,14,1262,0,0,4,2,0/0,0.0,50.0
Kofi Sarkodie,HOU,D,16,15,1304,0,1,4,1,0/0,0.0,25.0
Michael Stephens,CHI,M,20,16,1314,0,4,4,1,0/0,0.0,25.0
Emanuel Pogatetz,CLB,D,19,16,1476,0,1,4,1,0/0,0.0,25.0
Adaílton,CHI,D,17,17,1505,1,0,4,2,0/0,25.0,50.0
Josh Williams,CLB,D,17,17,1510,0,0,4,0,0/0,0.0,0.0
Dan Gargan,LA,D,25,20,1784,0,0,4,1,0/0,0.0,25.0
Nigel Reo-Coker,MTL,M,28,20,1873,0,2,4,3,0/0,0.0,75.0
A.J. DeLaGarza,HOU,D,24,22,1963,0,1,4,0,0/0,0.0,0.0
Fred,PHI,M,6,0,83,0,0,3,1,0/0,0.0,33.3
Mauro Manotas,HOU,F,9,0,102,0,0,3,1,0/0,0.0,33.3
Steve Neumann,NE,M-F,9,1,144,0,0,3,1,0/0,0.0,33.3
Anthony Jackson-Hamel,MTL,F,8,0,156,0,0,3,0,0/0,0.0,0.0
Ben Speas,CLB,M-F,8,2,215,0,0,3,0,0/0,0.0,0.0
Hérculez Gómez,TOR,F,7,2,223,1,0,3,2,0/0,33.3,66.7
Cedrick Mabwati,CLB,M,9,1,233,1,0,3,2,0/0,33.3,66.7
Mike Magee,CHI,M,12,3,360,0,2,3,0,0/0,0.0,0.0
Chad Barson,CLB,D,10,4,456,0,1,3,3,0/0,0.0,100.0
Mikey Lopez,KC,M,6,5,482,0,0,3,1,0/0,0.0,33.3
AJ Cochran,HOU,D,7,5,512,0,0,3,1,0/0,0.0,33.3
Hernan Grana,CLB,D,7,7,598,0,0,3,1,0/0,0.0,33.3
Kwame Watson-Siriboe,NYC,D,11,7,687,1,0,3,1,0/0,33.3,33.3
Leonardo González,SEA,D,16,8,712,1,1,3,2,0/0,33.3,66.7
Andoni Iraola,NYC,D,9,8,759,0,1,3,0,0/0,0.0,0.0
Harrison Afful,CLB,D,9,9,760,0,2,3,1,0/0,0.0,33.3
Erik Friberg,SEA,M,13,11,949,0,2,3,1,0/0,0.0,33.3
Moises Hernandez,DAL,D,14,11,968,0,2,3,2,0/0,0.0,66.7
Hector Jimenez,CLB,M,23,12,1112,0,4,3,0,0/0,0.0,0.0
Ethan White,PHI,D,16,13,1224,0,0,3,0,0/0,0.0,0.0
Elias Vasquez,RSL,D,15,14,1264,0,0,3,1,0/0,0.0,33.3
Jermaine Taylor,HOU,D,16,16,1427,0,1,3,0,0/0,0.0,0.0
London Woodberry,NE,D,18,18,1498,0,2,3,1,0/0,0.0,33.3
Steven Vitória,CAN,D,18,18,1575,1,0,3,1,0/0,33.3,33.3
Soni Mustivar,KC,M,25,20,1838,0,2,3,1,0/0,0.0,33.3
Jason Hernandez,NYC,D,26,26,2294,0,0,3,0,0/0,0.0,0.0
Zach Loyd,DAL,D,28,28,2396,0,1,3,1,0/0,0.0,33.3
Michael Parkhurst,ATL,D,33,33,2895,0,1,3,0,0/0,0.0,0.0
Carlos Alvarez,COL,M,1,0,31,0,0,2,0,0/0,0.0,0.0
Robert Earnshaw,VAN,F,9,0,43,2,0,2,2,0/0,100.0,100.0
Jared Jeffrey,DC,M,2,1,61,0,0,2,0,0/0,0.0,0.0
Andy Craven,SEA,F,3,0,67,0,0,2,1,0/0,0.0,50.0
Coy Craft,DAL,F-M,2,1,67,0,0,2,0,0/0,0.0,0.0
Sergio Campbell,JAM,D,1,1,90,0,0,2,0,0/0,0.0,0.0
Rasheed Olabiyi,HOU,M,7,4,283,0,1,2,0,0/0,0.0,0.0
Román Torres,SEA,D,4,4,314,0,1,2,2,0/0,0.0,100.0
Taylor Peay,RSL,D,5,3,319,0,0,2,1,0/0,0.0,50.0
Daniel Lovitz,MTL,D,11,3,350,0,1,2,1,0/0,0.0,50.0
Erik Palmer-Brown,KC,D,7,4,376,0,0,2,0,0/0,0.0,0.0
Ty Harden,CHI,D,5,4,393,1,1,2,1,0/0,50.0,50.0
Roy Miller,POR,D,6,5,444,0,0,2,0,0/0,0.0,0.0
Jefferson Mena,NYC,D,7,6,596,0,0,2,0,0/0,0.0,0.0
Sam Adekugbe,VAN,D,9,7,647,0,0,2,1,0/0,0.0,50.0
Corey Ashe,HOU,M,9,8,665,0,3,2,1,0/0,0.0,50.0
Ronald Zubar,NYR,D,12,8,701,1,0,2,1,0/0,50.0,50.0
Nick Hagglund,TOR,D,12,8,787,0,1,2,1,0/0,0.0,50.0
Bakary Soumare,DAL,D,10,9,835,0,0,2,0,0/0,0.0,0.0
Ahmed Kantari,TOR,D,12,10,951,0,0,2,1,0/0,0.0,50.0
Michael Harrington,COL,D,14,14,1260,0,1,2,1,0/0,0.0,50.0
Tyson Wahl,CLB,D,18,14,1413,0,2,2,1,0/0,0.0,50.0
Dylan Remick,HOU,D,19,18,1607,0,0,2,0,0/0,0.0,0.0
Raymon Gaddis,PHI,D,28,27,2399,0,1,2,0,0/0,0.0,0.0
Steven Beitashour,LAFC,D,27,27,2424,0,5,2,0,0/0,0.0,0.0
Andrew Farrell,NE,D,32,32,2819,0,0,2,0,0/0,0.0,0.0
Kenny Cooper,MTL,F,1,0,4,0,0,1,1,0/0,0.0,100.0
Ariel Lassiter,LA,F,1,0,19,0,0,1,1,0/0,0.0,100.0
Michael Nanchoff,POR,M,4,0,27,0,0,1,1,0/0,0.0,100.0
Zach Steinberger,HOU,M,3,0,29,0,0,1,0,0/0,0.0,0.0
Marco Bustos,VAN,M,1,0,29,0,0,1,0,0/0,0.0,0.0
Cameron Porter,MTL,F,2,1,39,0,0,1,0,0/0,0.0,0.0
Sean Okoli,NE,F,5,0,46,0,0,1,0,0/0,0.0,0.0
Martin Paterson,ORL,F,4,0,53,0,0,1,0,0/0,0.0,0.0
Tony Taylor,NYC,F-M,2,1,66,0,0,1,0,0/0,0.0,0.0
Harrison Heath,MIN,M,3,2,136,0,0,1,0,0/0,0.0,0.0
Luke Mishu,DC,D,2,2,162,0,0,1,0,0/0,0.0,0.0
Clément Simonin,TOR,D,2,2,171,0,0,1,0,0/0,0.0,0.0
Phanuel Kavita,RSL,D,2,2,180,0,0,1,0,0/0,0.0,0.0
Aaron Kovar,LAFC,M,6,2,201,0,0,1,1,0/0,0.0,100.0
Jay Chapman,TOR,M,10,1,202,0,0,1,0,0/0,0.0,0.0
Diego Rodriguez,VAN,D,4,3,257,0,0,1,0,0/0,0.0,0.0
Dave Romney,LA,D,5,2,259,0,0,1,1,0/0,0.0,100.0
Oscar Sorto,LA,D,3,3,269,0,0,1,0,0/0,0.0,0.0
Jean-Baptiste Pierazzi,SJ,M,3,3,270,0,0,1,0,0/0,0.0,0.0
Gaston Sauro,CLB,D,4,4,273,0,0,1,0,0/0,0.0,0.0
Kevan George,CLB,M,6,2,278,0,1,1,0,0/0,0.0,0.0
Kenney Walker,LA,M,8,3,285,0,0,1,1,0/0,0.0,100.0
Christian Dean,CHI,D,5,3,291,0,0,1,0,0/0,0.0,0.0
Rafael Garcia,LA,D,10,4,338,0,0,1,1,0/0,0.0,100.0
Paulo Renato,SJ,D,5,3,366,0,0,1,0,0/0,0.0,0.0
Jordan Smith,VAN,D,7,4,376,0,0,1,1,0/0,0.0,100.0
Darrius Barnes,NE,D,5,4,391,0,1,1,0,0/0,0.0,0.0
Ezequiel Cirigliano,DAL,M,7,5,431,0,0,1,0,0/0,0.0,0.0
Daneil Cyrus,CHI,D,6,5,519,0,0,1,0,0/0,0.0,0.0
David Mateos,ORL,D,6,6,540,0,1,1,1,0/0,0.0,100.0
Karl Ouimette,NYR,D,11,7,711,0,0,1,0,0/0,0.0,0.0
Chris Klute,CLB,D,14,8,832,0,0,1,1,0/0,0.0,100.0
Kevin Alston,NE,D,16,9,933,0,0,1,0,0/0,0.0,0.0
Ashtone Morgan,TOR,D,19,17,1554,0,2,1,0,0/0,0.0,0.0
Ruben Bover,NYR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Tony Cascio,ORL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Mark Bloom,TOR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Eric Bird,HOU,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Tyler Rudy,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Andrew Jean-Baptiste,NYR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Caleb Clarke,VAN,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Jalen Robinson,DC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Collin Martin,MIN,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Leo Stolz,NYR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Andres Correa,SEA,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Michael Seaton,DC,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Danny Garcia,DAL,M-F,0,0,0,0,0,0,0,0/0,0.0,0.0
Schillo Tshuma,POR,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Andre Lewis,VAN,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Leo Fernandes,PHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Michael Bustamante,NYR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Donnie Smith,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Charlie Rugg,LA,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Blake Smith,MTL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Matheus Silva,SJ,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Zachary Herivaux,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Anthony Manning,POR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Sagi Lev-Ari,CLB,F,0,0,0,0,0,0,0,0/0,0.0,0.0
James Ansu Rogers,KC,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Sidney Rivera,ORL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Otis Earle,DAL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Nick Besler,RSL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Ben Swanson,CLB,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Memo Rodriguez,HOU,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Dzenan Catic,PHI,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Kingsley Bryce,CHI,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Kalen Ryden,CLB,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Ben McKendry,VAN,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Andy Thoma,POR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Andrés Mendoza,NYC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Manny Aparicio,TOR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Santiago Gonzalez,MTL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Kevin Parsemain,MTQ,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Caleb Calvert,COL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Damion Lowe,JAM,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Timi Mulgrew,NE,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Shawn McLaws,NYR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Raul Mendiola,LA,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Adam Bedell,CLB,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Oumar Ballo,HOU,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Estrela,ORL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Louis Beland-Goyette,MTL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Chris Mannella,TOR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Romain Gall,CLB,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Brandon Barklage,SJ,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Danny Cruz,PHI,M-F,0,0,0,0,0,0,0,0/0,0.0,0.0
Adrian Lopez,MTL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Steven Lenhart,SJ,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Ben Zemanski,POR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Jack McBean,COL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Stephen Keel,DAL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Peguy Luyindula,NYR,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Eddie Johnson,DC,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Jimmy McLaughlin,PHI,M,1,0,1,0,0,0,0,0/0,0.0,0.0
Deshorn Brown,COL,F,1,0,2,0,0,0,0,0/0,0.0,0.0
Victor Perez,CHI,M,1,0,2,0,0,0,0,0/0,0.0,0.0
Marius Obekop,NYR,M,1,0,4,0,1,0,0,0/0,0.0,0.0
Antoine Hoppenot,PHI,F,1,0,4,0,0,0,0,0/0,0.0,0.0
Collin Fernandez,CHI,M,1,0,6,0,0,0,0,0/0,0.0,0.0
Romario Williams,ATL,F,2,0,7,0,0,0,0,0/0,0.0,0.0
Mike Fucito,SJ,F,2,0,7,0,0,0,0,0/0,0.0,0.0
Connor Brandt,NYC,M-D,1,0,9,0,0,0,0,0/0,0.0,0.0
Raymond Lee,PHI,D,1,0,12,0,0,0,0,0/0,0.0,0.0
Jordan Hamilton,TOR,F,2,0,13,0,0,0,0,0/0,0.0,0.0
Conor Donovan,ORL,D,1,1,14,0,0,0,0,0/0,0.0,0.0
Jeremy Gagnon-Lapare,MTL,M,2,0,18,0,0,0,0,0/0,0.0,0.0
Bright Dike,TOR,F,2,0,20,0,1,0,0,0/0,0.0,0.0
Victor Mansaray,SEA,F,3,0,28,0,0,0,0,0/0,0.0,0.0
Chandler Hoffman,HOU,F,5,0,30,0,0,0,0,0/0,0.0,0.0
Matt Dunn,NYC,M,1,0,52,0,0,0,0,0/0,0.0,0.0
Todd Dunivant,LA,D,3,1,68,0,0,0,0,0/0,0.0,0.0
Tommy Redding,RBNY,D,2,1,87,0,0,0,0,0/0,0.0,0.0
Ethen Sampson,VAN,D,1,1,88,0,0,0,0,0/0,0.0,0.0
Ben Newnam,COL,D,1,1,90,0,0,0,0,0/0,0.0,0.0
Jimmy Ockford,SJ,D,1,1,90,0,0,0,0,0/0,0.0,0.0
Taylor Hunter,HOU,M,1,1,90,0,0,0,0,0/0,0.0,0.0
Jeanderson,POR,D,3,1,92,0,0,0,0,0/0,0.0,0.0
Danny Mwanga,ORL,F,4,1,110,0,0,0,0,0/0,0.0,0.0
Pecka,RSL,M,4,1,111,0,0,0,0,0/0,0.0,0.0
Boyd Okwuonu,RSL,D,3,1,118,0,0,0,0,0/0,0.0,0.0
Steven Caldwell,TOR,D,2,2,135,0,0,0,0,0/0,0.0,0.0
Leandro Barrera,SJ,M,6,1,139,0,0,0,0,0/0,0.0,0.0
Joseph Greenspan,COL,D,3,2,185,0,0,0,0,0/0,0.0,0.0
Alex Zendejas,DAL,M,8,2,187,0,0,0,0,0/0,0.0,0.0
Marlon Hairston,COL,M,3,3,270,0,0,0,0,0/0,0.0,0.0
Shane O'Neill,COL,D,4,3,286,0,0,0,0,0/0,0.0,0.0
Greg Cochrane,CHI,D,4,4,334,0,0,0,0,0/0,0.0,0.0
Tommy Meyer,LA,D,6,4,371,0,0,0,0,0/0,0.0,0.0
Chris Ritter,CHI,M,7,5,408,0,0,0,0,0/0,0.0,0.0
Chris Schuler,ORL,D,5,5,450,0,0,0,0,0/0,0.0,0.0
Tyler Turner,ORL,D,7,5,477,0,0,0,0,0/0,0.0,0.0
Patrick Doody,CHI,D,7,6,558,0,1,0,0,0/0,0.0,0.0
Jeremy Hall,NE,D-M,12,11,998,0,0,0,0,0/0,0.0,0.0
Victor Cabrera,MTL,D,21,20,1730,0,0,0,0,0/0,0.0,0.0
Shay Facey,NYC,D,23,20,1818,0,0,0,0,0/0,0.0,0.0
Matt Besler,SKC,D,32,32,2830,0,3,0,0,0/0,0.0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
