Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
G1,26/11/11,PAOK,Kerkyra,0,0,D,0,0,D,1.33,4.5,11,1.34,4.4,9.5,1.33,4.5,9,1.35,4.3,7.5,1.3,4.33,8,1.333,4.75,9,1.3,4.7,11,1.3,4.75,11,1.36,4.75,11,1.3,4.33,9,39,1.36,1.32,5,4.43,11.86,9.42,33,2.11,1.98,1.86,1.79,19,-1.5,2.15,2.08,1.84,1.77
G1,27/11/11,Asteras Tripolis,Olympiakos,2,0,H,1,0,H,8,4.33,1.4,8.25,4.1,1.4,7.25,4,1.42,7.5,3.8,1.4,6,3.75,1.44,8,4.3,1.4,9,4.5,1.35,8,4.2,1.4,9,4.33,1.44,7,4,1.4,39,9.26,7.87,4.5,4.03,1.47,1.4,25,2.01,1.92,1.89,1.81,18,1.25,1.83,1.78,2.14,2.08
G1,27/11/11,Levadeiakos,Doxa Dramas,1,0,H,0,0,D,1.73,3.25,4.33,1.95,3.1,4.1,1.9,3.1,4.25,1.7,3.3,4.6,1.83,3,4,1.8,3.3,4.75,1.85,3.1,4.75,1.8,3.25,4.75,1.85,3.3,4.75,1.91,3,4,23,1.95,1.87,3.4,3.1,5,4.26,17,2.65,2.37,1.57,1.52,1,-1.5,3.6,3.6,1.17,1.17
G1,27/11/11,Panathinaikos,OFI,3,1,H,1,0,H,1.22,6,12,1.2,5.75,13.5,1.22,5.5,11,1.22,5.3,11,1.22,5,10,1.18,6.5,15,1.18,6.5,15,1.18,6.5,13,1.22,6.5,15,1.2,5.5,11,38,1.27,1.22,6.5,5.58,15,11.46,21,1.78,1.63,2.3,2.16,18,-1.75,2.06,2,1.89,1.85
G1,27/11/11,Panionios,Aris,2,1,H,1,0,H,2.5,3.1,2.9,2.55,2.95,2.9,2.5,3,2.8,2.6,3,2.6,2.38,3,2.7,2.8,3,2.625,2.7,3,2.7,2.5,3.1,2.8,2.75,3.1,2.88,2.5,2.88,2.75,39,2.88,2.6,3.3,2.98,2.9,2.71,22,2.66,2.46,1.55,1.49,15,0,1.98,1.9,1.98,1.92
G1,27/11/11,Xanthi,Atromitos,3,0,H,2,0,H,2.25,3,3.5,2.35,3,3.1,2.25,3,3.25,2.3,3,3.2,2.1,3,3.2,2.3,3.1,3.2,2.15,3.1,3.6,2.25,3,3.4,2.3,3.1,3.6,2.2,2.88,3.25,39,2.35,2.25,3.18,3.01,3.6,3.22,22,2.56,2.34,1.58,1.54,18,-0.25,1.96,1.91,2.01,1.95
G1,30/11/11,Olympiakos,Doxa Dramas,6,0,H,2,0,H,1.13,7.5,21,1.12,7,23,1.12,7,17,1.15,6.2,14,1.12,6,15,1.125,7.5,21,1.1,7,31,1.11,7.5,23,1.1,7.5,29,1.12,6.5,15,39,1.15,1.11,8.5,7.24,31,19.53,27,1.7,1.62,2.25,2.18,15,-2,2,1.9,2,1.95
G1,03/12/11,Atromitos,Ergotelis,1,0,H,1,0,H,1.85,3.3,4.5,1.87,3.2,4.33,1.85,3.2,4.25,1.75,3.3,4.4,1.83,3,4,1.85,3.25,4.5,1.85,3.1,5,1.83,3.3,4.5,1.85,3.3,5,1.8,3.2,4.2,44,1.9,1.83,3.4,3.19,5.04,4.36,25,2.59,2.37,1.57,1.53,17,-0.5,1.89,1.85,2.04,1.98
G1,03/12/11,OFI,Asteras Tripolis,3,0,H,0,0,D,2.1,3.1,3.8,1.91,3.1,4.25,1.9,3.2,4,1.9,3.2,3.8,2,3,3.4,1.909,3.2,4.2,1.91,3.2,4.5,2,3.1,4,2.05,3.1,4.33,2,3,3.6,44,2.14,1.99,3.2,3.07,4.5,3.86,25,2.68,2.47,1.55,1.49,22,-0.5,2.13,2.07,1.88,1.79
G1,03/12/11,Olympiakos,Panetolikos,2,0,H,0,0,D,1.17,6.5,17,1.2,5.5,15.5,1.17,6,15,1.17,5.8,13,1.17,5.5,12,1.15,7,17,1.15,7,20,1.17,6.5,17,1.18,7,19,1.17,6,12,43,1.21,1.18,7,6.06,20,14.19,26,1.77,1.66,2.25,2.12,20,-1.75,1.93,1.89,2.04,1.98
G1,04/12/11,AEK,Kerkyra,1,0,H,0,0,D,1.33,4.75,10,1.3,4.75,10,1.3,4.5,10,1.3,4.8,8.5,1.22,5,9,1.333,4.5,10,1.4,4.4,8.5,1.29,5,10,1.36,5,10,1.3,4.33,9,44,1.4,1.31,5.03,4.52,11,9.57,29,1.92,1.82,2.05,1.92,22,-1.5,2.23,2.15,1.78,1.74
G1,04/12/11,Aris,Panathinaikos,3,1,H,2,1,H,4.33,3.2,1.91,4.1,3.4,1.95,4,3.2,1.9,3.8,3.2,1.9,3.75,3,1.91,3.75,3.4,1.95,4.4,3.4,1.85,4,3.25,1.95,4.33,3.3,1.95,4.33,3.1,1.8,44,4.41,3.93,3.5,3.23,2,1.91,25,2.25,2.14,1.7,1.64,22,0.5,1.98,1.89,2.01,1.94
G1,04/12/11,Doxa Dramas,Xanthi,0,2,A,0,1,A,4,3.2,2,3.8,3,2.05,3.75,3.1,2,3.25,3.15,2.1,3.25,2.9,2.1,4,3.25,1.95,4,3.3,1.95,3.6,3.2,2.05,4,3.3,2,3.3,3,2.1,43,4.5,3.76,3.41,3.13,2.15,1.99,26,2.68,2.45,1.57,1.5,20,0.25,2.3,2.19,1.78,1.7
G1,04/12/11,Giannina,PAOK,2,2,D,1,1,D,3.6,3,2.2,3.7,3,2.1,3.5,3,2.15,3.3,3.1,2.1,3.2,3,2.1,3.3,3.1,2.25,3.75,3.1,2.1,3.4,3.1,2.2,3.6,3,2.3,3,3,2.25,44,3.75,3.33,3.2,3.02,2.4,2.19,25,2.66,2.46,1.55,1.49,21,0.25,1.95,1.91,1.99,1.93
G1,04/12/11,Levadeiakos,Panionios,0,0,D,0,0,D,2.38,3,3.2,2.35,2.95,3.2,2.3,3,3.1,2.3,3,3,2.2,3,3,2.3,3.1,3.2,2.25,3.2,3.25,2.3,3.1,3.2,2.38,3.2,3.25,2.3,3,2.88,44,2.38,2.28,3.2,3.04,3.57,3.11,25,2.73,2.47,1.55,1.49,21,-0.25,1.97,1.93,1.97,1.91
G1,07/12/11,Doxa Dramas,OFI,0,1,A,0,1,A,5,3.5,1.73,4.75,3.3,1.75,4.5,3.2,1.8,4,3.2,1.85,4.33,3.2,1.73,5,3.4,1.727,5,3.3,1.8,4.75,3.4,1.75,4.75,3.4,1.75,4.2,3.1,1.8,42,5.4,4.6,3.58,3.3,1.85,1.76,23,2.38,2.18,1.7,1.62,21,0.5,2.14,2.07,1.82,1.79
G1,10/12/11,AEK,Giannina,2,1,H,1,0,H,1.5,4,7,1.5,3.8,6.75,1.42,4,7.25,1.45,3.9,6.5,1.4,3.75,7,1.5,3.8,7,1.5,3.75,7.5,1.4,4.2,8,1.5,4,7.5,1.44,3.9,6.5,41,1.55,1.47,4.3,3.82,8,6.81,34,2.08,1.97,1.86,1.8,34,2.5,2.08,1.97,1.86,1.8
G1,10/12/11,PAOK,Atromitos,3,1,H,2,0,H,1.67,3.5,5.5,1.62,3.5,5.75,1.67,3.4,5,1.7,3.4,4.5,1.67,3.3,4.5,1.666,3.5,5.5,1.67,3.5,5.5,1.62,3.5,6,1.67,3.6,6.5,1.62,3.5,5,41,1.7,1.64,3.72,3.46,6.5,5.32,22,2.25,2.14,1.74,1.64,22,2.5,2.25,2.14,1.74,1.64
G1,10/12/11,Xanthi,Levadeiakos,1,1,D,0,0,D,1.62,3.5,6.25,1.62,3.4,6,1.57,3.5,6,1.6,3.6,5,1.53,3.3,6,1.55,3.6,7,1.6,3.5,6.5,1.53,3.6,7,1.62,3.6,7,1.57,3.5,5.5,41,1.62,1.57,3.77,3.47,7.19,6.18,22,2.43,2.31,1.62,1.56,22,2.5,2.43,2.31,1.62,1.56
G1,11/12/11,Asteras Tripolis,Aris,1,0,H,1,0,H,2.5,3.1,2.9,2.55,2.95,2.9,2.55,3,2.75,2.5,3,2.7,2.38,2.88,2.8,2.45,3.1,2.95,2.55,3.1,2.88,2.5,3.1,2.8,2.6,3.12,3,2.5,3,2.7,41,2.7,2.51,3.13,2.99,3.3,2.83,22,2.75,2.51,1.53,1.48,22,2.5,2.75,2.51,1.53,1.48
G1,11/12/11,Ergotelis,Doxa Dramas,2,1,H,1,1,D,1.36,4.5,9,1.4,4,8.5,1.4,4,8,1.45,3.9,6.5,1.4,3.75,7,1.35,4.5,9,1.4,4.2,9,1.44,3.9,8,1.36,4.5,10,1.36,4,8.5,40,1.45,1.37,5,4.14,11,8.83,22,2.14,2.06,1.76,1.69,22,2.5,2.14,2.06,1.76,1.69
G1,11/12/11,Kerkyra,Olympiakos,0,4,A,0,3,A,8,4.5,1.4,9.25,4.33,1.35,7.25,4.25,1.4,7.3,4.5,1.35,6.5,4,1.4,8.5,4.2,1.4,9,4.2,1.4,8,4.2,1.4,9,4.5,1.4,8.5,4,1.36,41,9.5,8.14,4.6,4.16,1.41,1.38,34,2.03,1.91,1.92,1.86,34,2.5,2.03,1.91,1.92,1.86
G1,11/12/11,Panetolikos,OFI,1,0,H,0,0,D,2.3,3.25,3.1,2.3,3,3.2,2.3,3.1,3,2.3,3.1,2.9,2.25,2.9,3,2.3,3.2,3.1,2.3,3.1,3.2,2.25,3.1,3.2,2.3,3.25,3.3,2.3,3,3,41,2.36,2.25,3.31,3.06,3.46,3.15,22,2.35,2.24,1.65,1.59,22,2.5,2.35,2.24,1.65,1.59
G1,11/12/11,Panionios,Panathinaikos,1,2,A,1,0,H,5.5,3.6,1.67,5.5,3.7,1.6,4.75,3.4,1.7,5.2,3.5,1.6,4.33,3.2,1.73,5.25,3.6,1.65,5.5,3.4,1.7,4.75,3.5,1.73,5.5,3.6,1.73,4.5,3.5,1.67,41,6.06,5.19,3.98,3.54,1.73,1.64,34,2.02,1.91,1.95,1.86,34,2.5,2.02,1.91,1.95,1.86
G1,14/12/11,Levadeiakos,Olympiakos,0,4,A,0,3,A,10,4.75,1.33,11.5,4.75,1.28,8.5,4.5,1.33,7.5,4.2,1.37,8,3.75,1.36,11,5.5,1.25,8.5,5,1.33,10,4.75,1.3,9.5,4.6,1.33,7.5,4.2,1.36,39,11.5,9.12,5.5,4.49,1.4,1.32,26,1.86,1.76,2.05,1.97,16,1.25,2.02,1.96,1.94,1.87
G1,17/12/11,Levadeiakos,Ergotelis,0,1,A,0,1,A,2.15,3.1,3.6,2.3,2.95,3.25,2.25,3,3.25,2.2,3,3.2,2.2,2.88,3.1,2.3,3.1,3.2,2.25,3,3.5,2.2,3.1,3.4,2.3,3.12,3.5,2.1,2.88,3.4,41,2.35,2.22,3.18,3.01,3.7,3.27,23,2.66,2.47,1.53,1.49,20,-0.25,1.96,1.93,1.98,1.94
G1,17/12/11,Panathinaikos,Asteras Tripolis,3,1,H,1,0,H,1.22,5.75,13,1.2,5.5,15.5,1.25,5,11,1.22,5.3,11,1.2,5,11,1.222,5.75,13,1.22,6,12,1.22,5.5,13,1.25,6,13,1.17,6,11,41,1.25,1.21,6.5,5.53,16,11.98,23,1.78,1.72,2.12,2.03,21,-1.75,2.03,1.98,1.91,1.87
G1,17/12/11,Xanthi,Panionios,1,0,H,1,0,H,1.85,3.3,4.5,1.87,3.2,4.33,1.85,3.2,4.25,1.9,3.2,3.8,1.8,3.1,4,1.909,3.25,4.2,1.9,3.2,4.5,1.87,3.25,4.33,1.91,3.3,4.5,1.83,3,4.33,42,1.92,1.86,3.57,3.2,4.8,4.2,24,2.47,2.33,1.6,1.55,21,-0.5,1.93,1.89,2.01,1.96
G1,18/12/11,Aris,Panetolikos,0,0,D,0,0,D,1.75,3.5,4.75,1.75,3.25,5,1.7,3.4,5,1.6,3.6,5,1.67,3.25,4.5,1.7,3.4,5.2,1.75,3.4,5,1.7,3.4,5.25,1.8,3.4,5.4,1.67,3.4,4.5,42,1.85,1.73,3.6,3.36,5.4,4.66,23,2.47,2.27,1.63,1.58,21,-0.75,2.11,2.05,1.86,1.81
G1,18/12/11,Atromitos,AEK,1,0,H,0,0,D,2.9,3.1,2.5,3.1,3.1,2.3,3.1,3,2.3,3.25,3.15,2.1,3,3,2.2,2.875,3.1,2.5,3.1,3.1,2.4,3.4,3.1,2.2,3.3,3,2.5,2.75,2.88,2.5,42,3.4,2.96,3.21,3.02,2.58,2.4,23,2.5,2.29,1.65,1.57,21,0.25,1.81,1.75,2.19,2.13
G1,18/12/11,Doxa Dramas,PAOK,0,2,A,0,2,A,13,4.5,1.3,15,5,1.23,11,5,1.25,8.5,4.8,1.3,9,4.33,1.29,15,5.5,1.222,11,5,1.3,12,4.5,1.3,13,5,1.3,9,5,1.25,40,15,11.93,5.5,4.65,1.31,1.27,34,2.12,2.01,1.83,1.77,21,1.5,1.88,1.85,2.08,2
G1,18/12/11,OFI,Kerkyra,0,0,D,0,0,D,1.67,3.6,5.25,1.7,3.4,5,1.62,3.5,5.5,1.55,3.6,5.5,1.5,3.4,6,1.727,3.5,4.8,1.67,3.5,5.5,1.67,3.5,5.25,1.75,3.5,5.5,1.67,3.4,4.5,42,1.77,1.67,3.64,3.43,6,5.14,23,2.48,2.26,1.62,1.58,18,-0.75,2.04,1.99,1.89,1.86
G1,18/12/11,Olympiakos,Giannina,2,0,H,2,0,H,1.17,6.5,17,1.16,6.5,15.5,1.18,6,13,1.15,6.2,14,1.17,5.5,13,1.166,6.5,17,1.18,6.5,15,1.17,6.5,15,1.18,7,17,1.17,6,11,41,1.2,1.16,7.5,6.36,17,13.63,23,1.65,1.56,2.4,2.3,20,-1.75,1.79,1.75,2.2,2.14
G1,28/12/11,Aris,Doxa Dramas,2,0,H,1,0,H,1.2,5.5,19,1.2,5.5,15,1.22,5,15,1.25,5,10,1.2,5.5,10,1.2,5.5,17,1.2,6,15,1.2,5.5,17,1.22,6,19,1.2,6,9,37,1.25,1.2,6.1,5.53,19.55,14.13,25,2.11,2.01,1.79,1.73,19,-1.5,1.88,1.8,2.11,2.04
G1,28/12/11,OFI,Levadeiakos,0,1,A,0,0,D,1.67,3.4,6,1.65,3.4,5.5,1.65,3.3,5.5,1.6,3.4,5.4,1.61,3.25,5,1.666,3.45,5.5,1.6,3.5,6.5,1.64,3.4,5.75,1.7,3.5,6,1.62,3.4,5,36,1.7,1.65,3.6,3.36,6.5,5.44,23,2.4,2.29,1.62,1.55,18,-0.75,1.97,1.91,1.98,1.93
G1,03/01/12,AEK,Doxa Dramas,0,0,D,0,0,D,1.13,8,21,1.15,6.5,17.5,1.15,6,19,1.15,6.2,14,1.1,6.5,17,1.142,7,19,1.14,7,20,1.14,7,19,1.14,8,21,1.12,6.5,15,38,1.16,1.13,8.1,6.94,25,17.54,24,1.62,1.59,2.45,2.22,17,-1.75,1.77,1.7,2.25,2.19
G1,03/01/12,Giannina,OFI,0,0,D,0,0,D,2.1,3.1,3.75,2.15,3,3.5,2.2,3,3.3,2.3,3,3,2.1,3,3.2,2.15,3,3.7,2.2,3,3.5,2.25,3.1,3.25,2.25,3.1,3.75,2.25,3,3.1,39,2.36,2.19,3.1,3.01,4,3.38,24,2.7,2.46,1.54,1.49,20,-0.25,1.99,1.91,2,1.93
G1,03/01/12,Panionios,Asteras Tripolis,2,0,H,1,0,H,2.3,3,3.4,2.25,3.1,3.2,2.3,3,3.1,2.2,3,3.2,2.2,3.1,3,2.3,3.1,3.2,2.2,3,3.5,2.25,3.1,3.2,2.38,3,3.5,2.3,3,3,39,2.44,2.25,3.12,2.99,3.5,3.26,23,2.68,2.43,1.57,1.5,20,-0.25,2.04,1.98,1.96,1.87
G1,04/01/12,Ergotelis,Xanthi,1,2,A,1,0,H,2.38,3,3.25,2.35,3.1,3.3,2.35,2.9,3.1,2.3,3,3,2.25,3.1,2.8,2.4,3,3.1,2.2,3,3.5,2.25,3.1,3.25,2.38,3,3.4,2.3,3,3,39,2.42,2.31,3.13,2.99,3.5,3.11,25,2.5,2.4,1.58,1.51,20,-0.25,2.1,2.01,1.89,1.84
G1,04/01/12,Kerkyra,Aris,1,0,H,0,0,D,3.25,3.1,2.3,3.3,3.05,2.2,3.2,3,2.25,3,3,2.3,3,3,2.2,3.1,3.1,2.35,3.5,3,2.2,3.25,3.1,2.25,3.5,3,2.38,3.2,3,2.2,39,3.5,3.16,3.1,3.01,2.42,2.27,23,2.63,2.42,1.57,1.5,20,0.25,1.94,1.88,2,1.96
G1,04/01/12,Olympiakos,Atromitos,1,0,H,0,0,D,1.25,5,15,1.26,5,11.5,1.25,5,11,1.25,5,10,1.2,5,11,1.2,5.75,15,1.18,6.5,14,1.22,5.25,15,1.25,6,13,1.2,5.5,11,39,1.27,1.23,6.5,5.23,15,11.68,25,1.83,1.73,2.07,2,20,-1.5,1.87,1.82,2.09,2.03
G1,04/01/12,Panetolikos,Panathinaikos,1,1,D,0,0,D,4.75,3.4,1.8,5.25,3.5,1.75,4.75,3.25,1.75,5.2,3.5,1.6,4.5,3.25,1.66,5,3.4,1.727,5,3.4,1.67,5,3.4,1.73,5,3.4,1.83,4.75,3.4,1.67,39,5.5,4.85,3.6,3.33,1.85,1.72,24,2.33,2.16,1.7,1.63,20,0.75,1.87,1.83,2.09,2.02
G1,04/01/12,PAOK,Levadeiakos,3,1,H,1,0,H,1.3,5,10,1.31,4.5,10.5,1.3,4.5,10,1.3,4.8,8.5,1.25,4.5,10,1.3,4.5,12,1.24,5,15,1.3,4.75,10,1.3,5,10,1.25,5,10,39,1.35,1.3,5,4.61,15,10.11,34,2.16,2.03,1.8,1.74,21,-1.5,2.16,2.09,1.81,1.77
G1,07/01/12,Asteras Tripolis,Panetolikos,1,0,H,1,0,H,2.2,3.1,3.5,2.35,3,3.1,2.3,3,3.1,2.2,3,3.2,2.2,3,3,2.3,3,3.3,2.2,3,3.5,2.38,3,3.1,2.25,3,3.3,2.37,3,2.8,30,2.45,2.26,3.1,2.99,3.5,3.19,20,2.74,2.42,1.57,1.51,18,-0.25,2.04,1.99,1.9,1.85
G1,07/01/12,Ergotelis,Panionios,1,0,H,1,0,H,2.1,3,4,2.1,3,3.7,2.05,3.1,3.6,2,3.1,3.5,2,3,3.4,2.05,3.1,3.8,2.1,3,3.8,2.05,3.1,3.75,2.05,3,3.8,2,3.1,3.5,30,2.1,2.02,3.2,3.03,4.2,3.75,21,2.56,2.36,1.6,1.54,18,-0.25,1.75,1.71,2.23,2.16
G1,07/01/12,Levadeiakos,AEK,0,2,A,0,1,A,4.33,3.25,1.8,5,3.25,1.75,4.5,3.25,1.8,3.9,3.3,1.85,4.5,3.1,1.72,4.75,3.3,1.8,5,3.2,1.8,4.75,3.3,1.8,4.75,3.25,1.8,4,3.25,1.83,30,5.3,4.59,3.3,3.21,1.89,1.78,22,2.48,2.27,1.65,1.58,18,0.75,1.75,1.7,2.25,2.18
G1,08/01/12,Aris,Giannina,1,0,H,1,0,H,1.57,3.4,6.5,1.65,3.3,5.75,1.65,3.4,5.25,1.6,3.6,5,1.61,3.25,5,1.666,3.3,6,1.7,3.2,6,1.64,3.3,6,1.67,3.25,6,1.61,3.4,5,30,1.7,1.63,3.6,3.32,6.5,5.7,21,2.48,2.35,1.6,1.54,18,-0.75,1.94,1.89,2.02,1.96
G1,08/01/12,Atromitos,OFI,2,0,H,1,0,H,1.83,3.1,4.6,1.95,3.2,3.9,1.9,3.2,4,1.8,3.3,4.1,1.8,3.25,3.75,1.9,3.2,4.333,1.85,3.1,4.8,1.91,3.2,4.2,1.85,3.1,4.6,1.83,3.2,4,30,1.95,1.85,3.3,3.16,4.9,4.29,21,2.59,2.35,1.6,1.54,18,-0.5,1.9,1.85,2.05,1.99
G1,08/01/12,Doxa Dramas,Olympiakos,0,0,D,0,0,D,12,6.5,1.17,26,7.5,1.1,19,7,1.12,16,7.5,1.1,13,6,1.14,19,7.5,1.125,20,7,1.15,19,6.5,1.15,19,7,1.14,12,7,1.12,29,26,17.55,8.25,7.05,1.17,1.12,21,1.65,1.59,2.4,2.25,15,2,1.97,1.91,1.98,1.93
G1,08/01/12,Panathinaikos,Kerkyra,1,0,H,1,0,H,1.17,7,11,1.15,6.5,17.5,1.2,6,11,1.15,6.2,14,1.14,6,13,1.15,7,17,1.15,7,20,1.15,6.5,19,1.17,6.5,15,1.17,6.5,10,31,1.2,1.16,7,6.25,20,14.65,21,1.77,1.64,2.26,2.15,17,-1.75,1.91,1.86,2.04,1.99
G1,08/01/12,Xanthi,PAOK,0,0,D,0,0,D,3.3,3,2.2,3.8,3,2.05,3.3,3,2.2,3.1,3.1,2.2,3.2,2.9,2.2,3.35,3.15,2.2,3.6,3,2.2,3.6,3.2,2.05,3.4,3,2.2,2.87,3,2.3,30,3.8,3.3,3.2,3.02,2.33,2.19,21,2.52,2.36,1.62,1.53,18,0.25,1.88,1.84,2.09,2.01
G1,14/01/12,AEK,Xanthi,1,1,D,1,1,D,1.67,3.4,6,1.62,3.5,5.75,1.62,3.3,5.5,1.55,3.6,5.5,1.53,3.25,6,1.65,3.5,5.5,1.53,3.8,6.5,1.57,3.5,6.5,1.62,3.6,5.5,1.57,3.4,5.5,39,1.7,1.62,3.8,3.43,6.5,5.67,24,2.5,2.26,1.65,1.58,19,-0.75,2.01,1.96,1.95,1.89
G1,14/01/12,OFI,Doxa Dramas,2,0,H,0,0,D,1.5,3.8,7.5,1.48,3.7,7.5,1.5,3.6,6.5,1.45,3.7,7,1.4,3.6,7.5,1.4,4,9.5,1.44,4,8,1.44,3.9,8,1.44,3.8,8,1.44,3.6,7,38,1.55,1.47,4,3.69,9.5,7.57,24,2.62,2.36,1.6,1.54,19,-1,1.91,1.86,2.05,2
G1,14/01/12,Olympiakos,Levadeiakos,3,1,H,2,0,H,1.08,10,26,1.08,9,22,1.1,8,16,1.12,7,14,1.1,6.5,17,1.05,11,34,1.08,9,29,1.1,8,23,1.09,8,29,1.1,7,17,38,1.12,1.09,11,8.39,36,20.08,23,1.6,1.52,2.54,2.4,18,-2,1.66,1.62,2.4,2.32
G1,15/01/12,Atromitos,Aris,0,0,D,0,0,D,2.1,2.88,4.2,2.05,3,3.9,2.1,3,3.4,,,,2,3,3.4,2.2,3,3.5,2.15,3,3.7,2.1,3.2,3.5,2.05,3.12,3.75,2,3,3.6,38,2.2,2.08,3.2,3.02,4.2,3.64,24,2.88,2.59,1.5,1.45,18,-0.25,1.84,1.79,2.12,2.07
G1,15/01/12,Giannina,Panathinaikos,0,1,A,0,0,D,6,3.6,1.62,5.75,3.5,1.62,5.5,3.4,1.6,5.4,3.7,1.55,5,3.25,1.62,5.25,3.6,1.65,6.5,3.8,1.53,6,3.5,1.6,5.5,3.6,1.62,5,3.4,1.62,39,6.97,5.74,3.8,3.48,1.65,1.6,24,2.31,2.18,1.7,1.62,21,1,1.75,1.7,2.25,2.18
G1,15/01/12,Kerkyra,Asteras Tripolis,0,0,D,0,0,D,2.38,3.1,3.1,2.35,2.95,3.2,2.25,3,3.1,2.2,3,3.2,2.38,2.9,2.75,2.5,3,3,2.2,3,3.5,2.25,3.1,3.25,2.3,2.88,3.3,2.38,2.88,2.88,39,2.5,2.3,3.2,2.97,3.5,3.15,24,2.88,2.62,1.5,1.44,19,-0.25,2.04,1.99,1.91,1.86
G1,15/01/12,Panionios,Panetolikos,1,0,H,0,0,D,2.38,3,3.25,2.35,2.95,3.2,2.3,3,3,2.3,2.9,3.1,2.2,3,3,2.4,3,3.1,2.3,3,3.2,2.25,3.1,3.25,2.3,3,3.2,2.2,3,3.1,39,2.4,2.3,3.2,2.99,3.53,3.13,25,2.74,2.51,1.53,1.47,19,-0.25,2.02,1.97,1.92,1.89
G1,15/01/12,PAOK,Ergotelis,2,1,H,0,1,A,1.53,3.6,7.5,1.53,3.65,6.5,1.5,3.6,6.5,1.45,3.9,6.5,1.5,3.4,6,1.5,3.8,7,1.44,4,8,1.47,3.8,7.5,1.53,3.6,7,1.5,3.6,6,39,1.58,1.51,4,3.61,8,6.72,24,2.31,2.22,1.67,1.6,20,-1,2.06,2.01,1.88,1.84
G1,18/01/12,Levadeiakos,Aris,1,1,D,0,1,A,3,3,2.5,3.25,2.95,2.3,3.1,3,2.3,3.3,3.1,2.1,3,3,2.2,3.1,3,2.4,3.1,3,2.45,3.3,3.1,2.2,3.12,2.88,2.4,3,2.88,2.38,27,3.3,3.04,3.2,2.99,2.62,2.37,18,2.94,2.53,1.5,1.47,11,0.25,1.75,1.71,2.25,2.16
G1,18/01/12,Panathinaikos,Doxa Dramas,1,0,H,0,0,D,1.13,7.5,26,1.12,7,23,1.12,7,18,1.1,7.5,16,1.12,6,15,1.083,9,26,1.1,9,23,1.11,8,19,1.1,8,26,1.1,7,19,26,1.14,1.11,9,7.61,31.25,20.18,17,1.69,1.62,2.27,2.18,9,-2,1.86,1.82,2.12,2.05
G1,21/01/12,Asteras Tripolis,Giannina,2,1,H,1,1,D,2.05,3.1,4,2,3.1,3.9,2.05,3,3.75,2,3,3.6,1.91,3.1,3.6,1.95,3.25,4,1.95,3.2,4,2,3.1,3.9,2.05,3.25,4,1.95,3,3.75,32,2.1,1.98,3.25,3.1,4.28,3.79,15,2.93,2.54,1.55,1.47,17,-0.25,1.76,1.69,2.28,2.21
G1,21/01/12,Ergotelis,AEK,1,1,D,0,0,D,3.5,3,2.25,3.4,3,2.2,3.3,3,2.2,3.2,3,2.15,3.75,3.25,1.8,3.2,3.2,2.25,3.6,3,2.15,3.3,3,2.3,3.5,3,2.375,3.3,3,2.1,32,3.75,3.24,3.25,3,2.41,2.25,17,2.45,2.3,1.63,1.56,14,0.25,1.98,1.84,2.06,2
G1,21/01/12,PAOK,Panionios,1,0,H,1,0,H,1.53,3.75,7,1.48,3.7,7.5,1.5,3.6,7,1.45,3.7,7,1.44,3.4,7,1.45,3.8,8.5,1.44,3.7,9,1.5,3.75,7,1.533,3.6,9,1.44,3.6,7,32,1.55,1.49,3.94,3.65,9,7,16,2.4,2.28,1.62,1.57,17,-1,2.02,1.96,1.95,1.89
G1,22/01/12,Doxa Dramas,Aris,1,3,A,1,2,A,7,3.6,1.55,6.75,3.5,1.55,6,3.5,1.57,5.2,3.5,1.6,6.5,3.3,1.5,8.5,3.8,1.45,8,3.1,1.6,7,3.4,1.57,8,3.6,1.571,5.5,3.4,1.57,31,8.5,6.57,3.8,3.49,1.6,1.54,16,2.85,2.53,1.55,1.47,16,0.75,2.2,2.14,1.78,1.74
G1,22/01/12,Levadeiakos,OFI,0,2,A,0,1,A,2.4,3,3.2,2.45,2.9,3.1,2.4,3,3,2.4,3.1,2.8,2.38,2.9,2.75,2.3,3,3.3,2.4,3,3.1,2.3,3,3.25,2.4,3.1,3.3,2.38,2.88,2.88,32,2.45,2.33,3.14,2.95,3.3,3.1,17,2.96,2.61,1.5,1.44,15,0,1.7,1.66,2.31,2.22
G1,22/01/12,Panathinaikos,Atromitos,1,0,H,0,0,D,1.4,4.2,9,1.37,4.2,9,1.4,4,8,1.35,4.3,7.5,1.29,4.5,8,1.4,4.2,8.5,1.4,4.33,8.5,1.4,4.2,8,1.444,4.333,9,1.36,4,7.5,32,1.5,1.4,4.5,4.05,10.12,7.8,17,2.24,2.09,1.75,1.67,17,-1.25,2.15,2.07,1.86,1.79
