Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,,,
G1,06/11/10,Asteras Tripolis,Panserraikos,0,2,A,0,1,A,1.8,3.3,4.75,1.8,3.25,4.6,1.8,3.1,4.5,1.7,3.3,4.7,1.8,3.2,4,1.75,3.3,4.75,1.83,3.4,4.5,1.73,3.25,4.5,1.8,3.2,4.75,1.85,3.1,4,30,1.86,1.79,3.39,3.21,5.5,4.59,18,2.55,2.42,1.55,1.51,12,-0.5,1.87,1.84,2.08,2.01,,,
G1,06/11/10,Olympiakos,Panionios,5,0,H,1,0,H,1.22,5.5,15,1.2,5.5,15.5,1.2,5,13,1.2,5.5,12,1.25,4.5,10,1.25,5.5,13,1.22,6,13,1.18,5.5,13,1.22,5.5,13,1.2,5.5,10,29,1.25,1.21,5.86,5.43,17.29,12.65,24,1.82,1.76,2.13,2.02,13,-1.5,1.88,1.83,2.08,2.01,,,
G1,06/11/10,Olympiakos Volou,Kerkyra,1,0,H,0,0,D,2.1,3.1,3.75,2,3,4.1,2.05,3,3.5,2,3.1,3.5,2.1,3,3.2,1.9,3.1,4.3,2.05,3.2,3.75,2,3.1,3.5,2,3.1,4,2.1,3,3.3,28,2.1,2,3.2,3.05,4.3,3.81,16,2.65,2.44,1.57,1.5,11,-0.25,1.76,1.72,2.23,2.18,,,
G1,06/11/10,Xanthi,Iraklis,2,2,D,1,2,A,2.1,3.1,3.75,2,3,4,2.1,3,3.4,2.2,3,3.2,2.25,3,2.88,2.1,3.1,3.5,2.1,3.1,3.75,2,3,3.75,2.05,3,3.75,2.1,3,3.3,29,2.15,2.04,3.22,3.03,4.3,3.68,18,2.65,2.52,1.5,1.47,11,-0.25,1.78,1.76,2.2,2.14,,,
G1,08/11/10,AEK,Ergotelis,3,1,H,1,1,D,1.4,4.2,9,1.33,4.4,10,1.35,4.2,8,1.3,4.8,8.5,1.33,4.33,7,1.35,4.3,9,1.36,4.5,9,1.3,4.5,9,1.4,4.2,8.5,1.33,4.2,8,28,1.45,1.36,4.5,4.18,10,8.29,24,2.11,1.99,1.83,1.77,11,-1.25,2.09,2.05,1.86,1.82,,,
G1,08/11/10,Aris,Larisa,1,1,D,0,0,D,1.67,3.4,6,1.6,3.4,6.25,1.62,3.3,5.5,1.65,3.4,4.8,1.62,3.25,5,1.7,3.2,5.5,1.67,3.4,6,1.57,3.3,6,1.67,3.25,5.5,1.62,3.4,5,25,1.75,1.64,3.57,3.32,6.25,5.47,16,2.7,2.47,1.55,1.48,10,-0.75,1.96,1.93,1.96,1.93,,,
G1,08/11/10,Atromitos,Panathinaikos,0,1,A,0,0,D,6,3.6,1.6,6.25,3.5,1.57,6,3.5,1.55,5.5,3.6,1.55,5,3.25,1.62,6,3.75,1.6,6,3.6,1.6,5.5,3.75,1.53,6,3.6,1.57,5.5,3.4,1.57,28,6.75,5.8,3.8,3.53,1.64,1.57,18,2.2,2.1,1.73,1.66,11,1,1.74,1.69,2.28,2.22,,,
G1,08/11/10,Kavala,PAOK,0,1,A,0,1,A,3.2,3,2.38,3.3,3,2.25,3,3,2.3,3.4,3,2.1,2.88,3,2.25,3,3,2.4,3.1,3.1,2.38,3,3.2,2.2,3,3,2.38,2.88,2.9,2.38,27,3.31,3.01,3.2,2.98,2.51,2.32,17,2.65,2.46,1.53,1.49,11,0.25,1.83,1.8,2.11,2.07,,,
G1,13/11/10,Kerkyra,Xanthi,1,1,D,0,0,D,2.2,3.3,3.2,2.15,3,3.6,2.2,3,3.2,2,3.1,3.5,2.25,3,2.88,2.15,3.1,3.4,2.25,3.1,3.4,2.05,3,3.5,2.25,3.25,3.5,2.05,3,3.5,29,2.3,2.17,3.3,3.07,3.84,3.35,17,2.65,2.5,1.53,1.48,12,0,1.61,1.54,2.5,2.34,,,
G1,13/11/10,Panathinaikos,Larisa,1,1,D,1,1,D,1.29,5.25,10,1.25,5.5,10,1.25,5,10,1.2,5.5,12,1.25,4.5,10,1.25,5.25,11,1.33,4.75,10,1.22,5,11,1.3,5.25,11,1.25,5,9,27,1.31,1.27,5.5,4.96,12.79,10.2,22,2,1.88,1.94,1.88,11,-1.5,2.05,2.01,1.87,1.83,,,
G1,13/11/10,Panionios,Atromitos,0,1,A,0,1,A,2.1,3.2,3.6,1.95,3.1,4.1,2,3.1,3.6,2,3.1,3.5,2,3.2,3.2,2,3.2,3.8,2.1,3.2,3.6,1.83,3.25,4,2.15,3.2,3.8,2.05,3,3.5,29,2.22,2.05,3.25,3.11,4.1,3.65,18,2.5,2.39,1.6,1.52,12,-0.5,2.21,2.16,1.75,1.73,,,
G1,13/11/10,PAOK,AEK,2,1,H,1,0,H,2.2,3.2,3.3,2.15,3.1,3.4,2.25,3,3.1,2.4,3.05,2.85,2.25,3,2.88,2.25,3.2,3.25,2.2,3.1,3.5,2.38,3,2.88,2.38,3.12,3.4,2.2,3,3.1,30,2.38,2.22,3.25,3.06,3.62,3.25,18,2.5,2.39,1.55,1.52,12,0,1.67,1.55,2.55,2.32,,,
G1,15/11/10,Asteras Tripolis,Kavala,0,1,A,0,0,D,2.1,3.25,3.5,2.1,3,3.7,2.1,3,3.4,1.9,3.2,3.8,2,3.2,3.2,2.2,3,3.4,2.1,3,4,2,3.1,3.5,2.15,3.2,3.75,2.2,3,3.1,29,2.2,2.1,3.25,3.06,3.97,3.52,17,2.58,2.48,1.53,1.48,13,-0.5,2.15,2.11,1.82,1.76,,,
G1,15/11/10,Iraklis,Aris,1,0,H,0,0,D,3.1,3.2,2.3,2.95,2.95,2.5,2.9,2.9,2.45,2.9,3,2.4,2.88,3,2.25,3.2,3,2.3,3,2.9,2.6,2.63,2.88,2.63,3.1,3.1,2.5,2.88,2.9,2.4,28,3.2,2.96,3.2,2.96,2.63,2.42,18,2.7,2.53,1.5,1.45,19,0,2.19,2.1,1.85,1.73,,,
G1,15/11/10,Panserraikos,Olympiakos Volou,2,2,D,0,2,A,2.55,3.1,2.8,2.25,3,3.3,2.4,3,2.85,2.3,3,3,2.4,2.88,2.75,2.3,3.1,3.1,2.45,3,3.1,2.38,3,2.88,2.6,3,3.1,2.25,3,3,28,2.6,2.39,3.1,3.02,3.3,2.96,17,2.56,2.4,1.55,1.5,12,-0.25,2.21,2.17,1.77,1.73,,,
G1,20/11/10,Olympiakos Volou,Asteras Tripolis,1,1,D,0,1,A,2,3.1,4.2,2.05,3,3.9,1.95,3.1,3.75,2,3.1,3.5,2,3,3.4,1.95,3.2,4,2,3,4.2,2,3.1,3.5,2.05,3.2,4.2,2,3,3.6,32,2.05,1.99,3.25,3.1,4.37,3.82,19,2.5,2.45,1.5,1.49,13,-0.5,2.04,2,1.9,1.86,,,
G1,20/11/10,Panathinaikos,Iraklis,4,2,H,2,2,D,1.29,4.75,13,1.25,5,12.5,1.25,5,10,1.25,5,10,1.25,4.5,10,1.25,5,12,1.33,4.5,10,1.29,4.5,10,1.3,5,13,1.25,5,9.5,34,1.32,1.27,5.38,4.9,14.45,10.68,30,2.08,1.98,1.86,1.78,13,-1.5,2.07,2.02,1.87,1.84,,,
G1,20/11/10,Xanthi,Panserraikos,2,0,H,0,0,D,1.75,3.3,5.25,1.8,3.1,5,1.75,3.1,4.75,1.7,3.3,4.7,1.73,3.2,4.33,1.75,3.3,4.75,1.73,3.25,5.5,1.73,3.25,4.5,1.8,3.4,5.25,1.8,3.1,4.33,35,1.8,1.74,3.44,3.23,5.53,4.91,22,2.56,2.44,1.55,1.5,13,-0.5,1.81,1.76,2.19,2.11,,,
G1,21/11/10,Aris,Kerkyra,2,0,H,1,0,H,1.5,3.8,7.5,1.45,3.85,7.5,1.42,3.75,7.5,1.45,3.6,7,1.4,3.75,7,1.4,4,8.5,1.5,3.6,8,1.44,3.75,7,1.5,4,8,1.5,3.75,5.75,34,1.51,1.46,4.11,3.84,8.5,7.07,21,2.5,2.34,1.58,1.54,10,-1.25,2.28,2.22,1.74,1.7,,,
G1,21/11/10,Atromitos,Ergotelis,1,1,D,1,0,H,1.83,3.25,4.75,1.83,3.25,4.4,1.9,3.1,4,1.8,3.2,4.3,1.83,3,4,1.85,3.2,4.5,1.83,3.25,4.6,1.83,3.25,4,1.91,3.25,4.75,1.95,3,3.8,34,1.95,1.84,3.41,3.18,5.04,4.36,21,2.45,2.36,1.57,1.53,13,-0.5,1.9,1.85,2.07,2.01,,,
G1,21/11/10,Kavala,AEK,2,1,H,1,0,H,3.6,3.2,2.1,3.9,3.1,2,3.4,3.1,2.05,3.3,3.1,2.1,3.4,3,2,3.4,3.2,2.2,3.4,3.1,2.2,3.5,3.1,2,3.6,3.2,2.2,3.25,2.9,2.2,35,3.7,3.41,3.24,3.09,2.23,2.12,22,2.38,2.23,1.65,1.59,11,0.5,1.77,1.73,2.23,2.15,,,
G1,21/11/10,Larisa,Panionios,0,1,A,0,1,A,1.85,3.3,4.5,1.85,3.2,4.4,1.8,3.25,4.25,1.8,3.2,4.3,1.91,3,3.75,1.8,3.3,4.5,1.91,3.2,4.33,1.73,3.25,4.5,1.85,3.25,4.6,1.91,3,4,32,1.91,1.83,3.44,3.21,4.9,4.35,20,2.5,2.37,1.55,1.52,12,-0.5,1.88,1.85,2.06,2,,,
G1,21/11/10,Olympiakos,PAOK,3,0,H,1,0,H,1.53,3.8,6.5,1.53,3.7,6.5,1.5,3.75,6,1.5,3.6,5.8,1.5,3.5,6,1.5,4,7,1.57,3.6,6.5,1.44,3.75,7,1.53,4,7,1.5,3.75,5.75,35,1.56,1.51,4.04,3.72,7.22,6.4,22,2.38,2.21,1.7,1.6,10,-0.75,1.74,1.71,2.26,2.2,,,
G1,24/11/10,Ergotelis,Olympiakos,0,2,A,0,0,D,6.75,4,1.5,7.25,3.65,1.5,6,3.75,1.5,6.5,3.9,1.45,6,3.5,1.5,7,4,1.5,7,3.75,1.5,5.5,3.75,1.53,7.5,4,1.5,5.75,3.75,1.5,29,7.62,6.71,4.12,3.75,1.53,1.5,18,2.17,2.07,1.73,1.69,10,1,2.04,1.99,1.93,1.89,,,
G1,27/11/10,AEK,Olympiakos,1,0,H,0,0,D,3.1,3,2.3,3.3,3.2,2.3,2.85,3,2.4,2.75,3,2.5,2.7,3,2.4,3.2,3.1,2.35,3,3,2.5,3.1,3,2.25,3.25,3.1,2.4,2.75,2.9,2.5,35,3.35,3.04,3.2,3.03,2.5,2.35,23,2.38,2.22,1.67,1.6,20,0,2.35,2.19,1.75,1.65,,,
G1,27/11/10,Ergotelis,Larisa,2,1,H,2,1,H,2.3,3,3.1,2.35,3,3.1,2.3,3,3,2.3,3,3,2.2,3,3,2.4,3.1,2.9,2.4,3,3.2,2.38,3,2.88,2.4,3.12,3.3,2.3,3,2.9,31,2.4,2.32,3.2,3.02,3.45,3.06,20,2.5,2.42,1.55,1.51,13,0,1.7,1.64,2.3,2.15,,,
G1,27/11/10,Panserraikos,Aris,1,0,H,1,0,H,3.5,3.1,2.05,3.7,3.1,2.05,3.4,3,2.1,3.3,3.1,2.1,3.2,3,2.1,3.25,3.1,2.2,3.5,3,2.25,3.4,3,2.1,3.75,3.1,2.2,3.1,3,2.2,35,3.95,3.48,3.21,3.05,2.2,2.11,23,2.69,2.48,1.55,1.48,15,0,2.65,2.46,1.54,1.48,,,
G1,28/11/10,Asteras Tripolis,Xanthi,1,2,A,1,2,A,2.2,3,3.25,2.15,3,3.5,2.2,3,3.2,2,3.1,3.5,2.1,3,3.2,2.25,3,3.3,2.38,2.9,3.4,2.2,2.88,3.3,2.38,3,3.4,2.2,3,3.1,35,2.4,2.23,3.1,2.99,3.62,3.26,23,2.88,2.62,1.5,1.44,15,0,1.65,1.57,2.4,2.28,,,
G1,28/11/10,Kerkyra,Panathinaikos,0,2,A,0,0,D,5,3.4,1.67,6,3.5,1.6,5,3.4,1.65,4.4,3.5,1.7,4.5,3.3,1.67,5.75,3.5,1.6,5.5,3.3,1.73,5,3.25,1.67,6,3.6,1.67,5,3.4,1.62,34,6.25,5.33,3.65,3.44,1.7,1.64,22,2.38,2.22,1.67,1.59,11,0.75,2.02,1.96,1.96,1.9,,,
G1,28/11/10,Olympiakos Volou,Kavala,1,1,D,0,0,D,2.3,3,3.1,2.3,3.1,3.1,2.25,3,3.1,2.2,3,3.2,2.25,3,2.88,2.3,3.1,3.1,2.38,3,3.2,2.2,3,3.2,2.3,3.12,3.5,2.3,2.9,3,32,2.3,2.24,3.18,3.04,3.66,3.2,19,2.5,2.39,1.55,1.51,14,-0.25,1.96,1.91,2,1.95,,,
G1,28/11/10,Panionios,Iraklis,1,0,H,0,0,D,2.05,3.1,3.5,1.95,3.1,4.1,2,3.1,3.6,2,3.1,3.5,2,3.2,3.2,1.95,3.2,4,2.15,3.1,3.6,2,3,3.75,2.15,3.1,4,2.2,3,3.1,35,2.2,2.02,3.22,3.08,4.35,3.72,23,2.43,2.33,1.6,1.54,15,0,1.5,1.42,2.95,2.66,,,
G1,28/11/10,PAOK,Atromitos,0,1,A,0,0,D,1.44,3.75,7.5,1.48,3.6,7.75,1.5,3.6,6.5,1.5,3.8,5.7,1.5,3.5,6,1.5,4,7,1.53,3.75,7,1.44,3.75,7,1.53,3.8,7.5,1.44,3.6,7,35,1.59,1.49,4.03,3.67,7.75,6.9,23,2.45,2.31,1.6,1.55,13,-1,1.98,1.94,1.96,1.92,,,
G1,04/12/10,Iraklis,Ergotelis,1,1,D,0,1,A,2.1,3.1,3.75,1.95,3.1,4.1,2,3,3.75,1.9,3.2,3.8,2,3,3.4,2.05,3,3.8,2.15,3.1,3.6,2,3.1,3.8,2.1,3,3.6,2.05,3,3.5,33,2.26,2.09,3.16,3.04,3.9,3.59,21,2.62,2.45,1.55,1.5,14,-0.5,2.26,2.19,1.75,1.71,,,
G1,04/12/10,Panathinaikos,Panserraikos,2,0,H,1,0,H,1.17,6,15,1.18,5.75,17,1.16,5.75,15,1.2,5.5,12,1.17,5.5,12,1.17,6,17,1.22,5.5,15,1.18,6,14,1.18,6,15,1.17,5.5,13,34,1.22,1.18,6.46,5.85,18.24,13.97,22,1.77,1.71,2.1,2.04,13,-1.75,1.98,1.94,1.97,1.93,,,
G1,04/12/10,Panionios,Kerkyra,0,1,A,0,1,A,1.8,3.25,5,1.83,3.25,4.4,1.8,3.2,4.3,1.8,3.3,4.1,1.73,3.2,4.33,1.83,3.2,4.5,1.85,3.2,4.6,1.8,3.25,4.5,1.8,3.2,4.75,1.85,3.1,4,34,1.85,1.79,3.44,3.22,5.36,4.59,22,2.6,2.44,1.55,1.5,14,-0.5,1.84,1.82,2.11,2.05,,,
G1,05/12/10,Aris,Asteras Tripolis,1,0,H,0,0,D,1.62,3.6,6,1.58,3.4,6.5,1.55,3.5,6,1.6,3.6,5,1.57,3.5,5,1.53,3.6,6.5,1.62,3.5,6,1.57,3.6,6,1.57,3.5,6,1.57,3.5,5.25,34,1.65,1.57,3.74,3.51,7.17,5.95,21,2.76,2.52,1.53,1.48,13,-1,2.29,2.23,1.73,1.69,,,
G1,05/12/10,Atromitos,AEK,1,1,D,0,0,D,3.6,3,2.2,3.5,3.25,2.05,3.4,3,2.1,3.4,3.2,2,3.4,3,2,3.75,3.1,2.05,3.4,3.1,2.2,3.4,3,2.2,3.8,3.25,1.91,3.1,3,2.2,35,3.8,3.47,3.32,3.09,2.23,2.1,22,2.3,2.2,1.7,1.6,14,0.5,1.77,1.72,2.23,2.16,,,
G1,05/12/10,Kavala,Olympiakos,0,1,A,0,1,A,7,3.75,1.53,6.25,3.6,1.55,5.75,3.6,1.55,5.2,3.5,1.6,5.5,3.4,1.53,7,3.75,1.53,6,3.75,1.57,6,3.5,1.57,7.5,3.8,1.44,5.5,3.5,1.57,34,7.5,6.33,3.92,3.68,1.57,1.52,22,2.25,2.18,1.67,1.62,12,0.75,2.23,2.21,1.74,1.71,,,
G1,05/12/10,Larisa,PAOK,1,2,A,1,1,D,3,3,2.5,3,3,2.4,2.9,3,2.4,2.9,3.1,2.3,2.88,3,2.25,2.95,3.1,2.5,3,3,2.45,2.88,3,2.5,2.88,2.88,2.6,2.8,3,2.4,32,3.18,2.91,3.1,2.98,2.62,2.46,20,2.66,2.52,1.55,1.47,13,0,2.2,2.05,1.8,1.72,,,
G1,05/12/10,Xanthi,Olympiakos Volou,1,0,H,0,0,D,2.2,3.1,3.5,2.05,3.1,3.7,2.1,3,3.4,2,3.2,3.4,2,3,3.4,2.1,3.1,3.5,2.1,3,3.8,2.2,3.1,3.25,2.15,3.1,3.4,2.1,3,3.3,32,2.26,2.13,3.2,3.06,3.8,3.42,19,2.62,2.48,1.5,1.48,14,-0.5,2.28,2.22,1.72,1.68,,,
G1,11/12/10,Olympiakos Volou,Aris,1,1,D,1,1,D,2.65,3.1,2.7,2.7,3,2.65,2.75,3,2.5,2.7,3,2.5,2.6,3,2.5,2.75,3,2.6,2.9,3.1,2.5,2.8,2.9,2.63,2.75,3.1,2.75,2.5,3,2.7,32,2.9,2.68,3.1,2.98,3,2.67,19,2.7,2.56,1.5,1.45,21,0,1.95,1.88,2.04,1.93,,,
G1,11/12/10,PAOK,Iraklis,1,0,H,1,0,H,1.53,3.8,6.5,1.5,3.6,7.5,1.5,3.6,6.5,1.55,3.6,5.6,1.57,3.25,5.5,1.53,3.75,7,1.53,3.6,7.5,1.53,3.6,6.5,1.53,3.8,7,1.5,3.75,6,35,1.57,1.52,3.88,3.64,7.6,6.55,22,2.5,2.35,1.6,1.54,12,-0.75,1.75,1.71,2.23,2.19,,,
G1,12/12/10,AEK,Larisa,4,0,H,1,0,H,1.44,4,7.5,1.5,3.65,7,1.5,3.6,6.5,1.4,3.8,7.5,1.44,3.5,7,1.45,4,7,1.5,3.8,7,1.44,4,7,1.5,4,7.5,1.44,3.75,7,32,1.55,1.48,4.02,3.74,8.01,6.9,20,2.2,2.07,1.75,1.68,14,-1,2,1.95,1.94,1.9,,,
G1,12/12/10,Asteras Tripolis,Panathinaikos,0,0,D,0,0,D,6.25,3.7,1.57,6.25,3.6,1.55,5.75,3.5,1.55,5.7,3.8,1.5,5,3.5,1.57,7.5,3.8,1.5,6,3.6,1.6,6,3.5,1.57,6.5,3.75,1.57,6,3.75,1.5,35,7.5,6.19,3.82,3.58,1.6,1.55,22,2.38,2.24,1.65,1.59,13,0.75,2.17,2.13,1.79,1.76,,,
G1,12/12/10,Ergotelis,Kerkyra,3,0,H,1,0,H,2,3.25,3.8,2,3.1,3.9,2,3,3.75,,,,2,3,3.4,2,3,4,2.05,3.2,3.75,2,3.1,3.75,2.05,3.25,3.8,2.1,3,3.4,32,2.1,2,3.27,3.12,4.38,3.75,21,2.63,2.5,1.53,1.48,15,-0.5,2.03,1.99,1.92,1.86,,,
G1,12/12/10,Olympiakos,Atromitos,2,1,H,2,0,H,1.22,5.5,14,1.18,5.75,17,1.2,5.5,12,1.22,5.3,11,1.25,4.5,10,1.18,6.5,13,1.25,5,15,1.2,6,12,1.22,6,15,1.22,5.5,10,34,1.25,1.21,6.19,5.56,17.84,12.83,29,1.85,1.77,2.11,2,14,-1.5,1.88,1.81,2.16,2.05,,,
G1,12/12/10,Panserraikos,Panionios,1,1,D,1,0,H,2.45,3,3,2.45,2.9,3.1,2.4,3,2.85,2.4,3,2.8,2.38,3,2.7,2.4,3.1,2.9,2.55,3,2.9,2.5,3.1,2.75,2.5,3.12,3,2.3,3,3,35,2.66,2.45,3.1,2.99,3.1,2.91,22,2.62,2.43,1.55,1.51,23,0,1.83,1.77,2.12,2.04,,,
G1,12/12/10,Xanthi,Kavala,1,1,D,0,1,A,2.25,3.1,3.3,2.2,3,3.4,2.2,3,3.2,2.2,3,3.2,2.2,3,3,2.3,3,3.2,2.25,3,3.5,2.2,3.1,3.25,2.4,3.1,3.25,2.2,3,3.2,35,2.44,2.27,3.13,3.01,3.5,3.21,22,2.75,2.58,1.5,1.44,14,0,1.68,1.59,2.5,2.25,,,
G1,18/12/10,Ergotelis,Panserraikos,2,0,H,1,0,H,1.91,3.2,4.33,1.95,3.1,4.05,1.9,3.1,4,1.85,3.3,3.9,1.91,3.2,3.5,1.9,3.15,4.2,2,3,4.2,2,3.1,3.75,1.95,3.3,4.33,1.85,3.1,4.2,29,2,1.92,3.37,3.17,4.49,4.02,19,2.63,2.47,1.55,1.49,14,-0.5,1.95,1.92,1.98,1.92,,,
G1,18/12/10,Kavala,Atromitos,1,1,D,0,0,D,2,3.2,4,2.1,3.1,3.6,2.05,3.1,3.5,2,3.2,3.4,1.91,3.2,3.5,2,3,4,2.05,3,4,2,3.1,3.75,2.1,3.2,4,1.91,3.1,3.9,30,2.1,2.02,3.32,3.11,4.22,3.74,20,2.62,2.43,1.55,1.5,14,0,1.47,1.41,2.75,2.66,,,
G1,18/12/10,Panathinaikos,Olympiakos Volou,0,1,A,0,0,D,1.3,4.75,12,1.3,4.8,9.5,1.28,4.75,9,1.2,5.5,12,1.29,4.33,8.5,1.29,4.75,11,1.35,4.5,9.5,1.3,5,9,1.3,5.25,12,1.29,4.75,8.5,29,1.35,1.29,5.5,4.88,12.4,9.6,26,2.06,1.95,1.9,1.82,15,-1.5,2.11,2.05,1.84,1.81,,,
G1,18/12/10,Panionios,Asteras Tripolis,0,0,D,0,0,D,2.1,3.1,3.75,1.91,3.1,4.25,2,3.1,3.6,1.9,3.3,3.7,2,3.2,3.2,2.05,3.1,3.75,2.1,3,3.8,1.91,3.1,4.2,2.1,3.1,4,2,3,3.75,30,2.16,2.03,3.2,3.09,4.25,3.71,20,2.63,2.52,1.5,1.47,15,-0.5,2.16,2.08,1.82,1.77,,,
G1,19/12/10,Aris,Xanthi,0,2,A,0,1,A,1.73,3.3,5.5,1.6,3.4,6.25,1.65,3.4,5,1.6,3.6,5,1.73,3.1,4.5,1.6,3.5,6,1.73,3.1,6,1.57,3.5,6,1.73,3.5,6,1.62,3.3,5.5,31,1.75,1.67,3.51,3.37,6.25,5.34,20,2.75,2.53,1.5,1.47,13,-0.75,2.03,1.98,1.92,1.89,,,
G1,19/12/10,Iraklis,AEK,2,0,H,1,0,H,3.6,3.25,2.1,3.5,3.1,2.1,3.3,3.1,2.1,3.4,3.2,2,3.2,3,2.1,3.6,3.15,2.15,3.75,3.2,2.05,3.25,3,2.25,3.6,3.2,2.2,3.1,3,2.25,31,3.79,3.47,3.25,3.09,2.25,2.11,21,2.4,2.27,1.65,1.57,14,0,2.65,2.46,1.57,1.49,,,
G1,19/12/10,Kerkyra,PAOK,2,1,H,1,1,D,3.75,3,2.15,3.4,3,2.2,3.1,3,2.25,3.1,3.1,2.2,2.8,3.2,2.2,3.6,2.95,2.15,3.6,2.9,2.25,3.25,3,2.25,3.75,3.1,2.25,3.3,3,2.15,29,3.9,3.39,3.15,3.02,2.3,2.18,19,2.75,2.58,1.5,1.45,14,0,2.5,2.43,1.57,1.5,,,
G1,19/12/10,Larisa,Olympiakos,0,1,A,0,1,A,6.5,3.6,1.57,6.5,3.7,1.53,6,3.5,1.55,5.7,3.8,1.5,5.5,3.4,1.53,6.75,3.6,1.57,6,3.6,1.6,6.5,3.6,1.53,6.5,3.75,1.62,6.5,3.4,1.53,28,7.03,6.13,3.89,3.58,1.62,1.56,19,2.3,2.17,1.66,1.62,12,0.75,2.17,2.09,1.81,1.78,,,
G1,04/01/11,Aris,Kavala,1,0,H,1,0,H,1.73,3.3,5.5,1.7,3.25,5.5,1.7,3.25,5,1.7,3.3,4.6,1.72,3.2,4.33,1.65,3.4,5.5,1.75,3.4,5,1.67,3.3,5.5,1.75,3.4,5.5,1.75,3.1,4.5,30,1.83,1.74,3.42,3.28,5.5,4.93,17,2.85,2.61,1.47,1.44,15,-0.5,1.83,1.76,2.17,2.1,,,
G1,04/01/11,Atromitos,Larisa,3,0,H,2,0,H,2.1,3.1,3.75,2.2,3,3.4,2.15,3.1,3.25,2,3.1,3.5,2,3.1,3.3,2.2,3.1,3.25,2.2,3.2,3.3,2.1,3.1,3.5,2.2,3.12,3.75,2,3,3.6,28,2.2,2.12,3.21,3.08,3.94,3.5,16,2.65,2.5,1.55,1.48,12,-0.25,1.84,1.81,2.11,2.06,,,
G1,04/01/11,Xanthi,Panathinaikos,0,2,A,0,1,A,4.75,3.25,1.83,5.35,3.25,1.7,4.33,3.2,1.8,4.6,3.3,1.7,3.75,3.2,1.83,4.6,3.3,1.85,4.5,3.3,1.85,4.33,3.25,1.83,4.75,3.25,1.85,4.2,3.1,1.83,30,5.5,4.41,3.3,3.19,1.93,1.84,17,2.62,2.38,1.57,1.52,15,0.5,2.04,1.97,1.93,1.87,,,
G1,05/01/11,AEK,Kerkyra,0,0,D,0,0,D,1.44,4,8,1.37,4.2,9,1.38,4,8.5,1.35,4.3,7.5,1.36,4,7,1.33,4.3,10,1.4,4.2,9,1.36,4.2,9,1.4,4.2,10,1.4,3.8,7.5,30,1.45,1.4,4.3,4.02,10,8.4,18,2.2,2.05,1.75,1.7,14,-1,1.78,1.75,2.2,2.13,,,
G1,05/01/11,Asteras Tripolis,Ergotelis,3,0,H,1,0,H,2.3,3,3.4,2.2,2.9,3.6,2.2,3,3.25,2,3.2,3.4,2.25,3.1,2.8,2.25,3.1,3.2,2.25,3.2,3.2,2.3,3.1,3.1,2.38,3,3.3,2.2,3,3.1,29,2.42,2.28,3.2,3.04,3.6,3.18,16,2.73,2.57,1.5,1.45,13,-0.25,2.05,2.01,1.91,1.86,,,
G1,05/01/11,Olympiakos,Iraklis,2,0,H,1,0,H,1.29,4.75,9.5,1.25,4.75,14.5,1.25,4.75,11,1.25,5,10,1.22,5,10,1.22,5.5,13,1.25,5.5,12,1.29,5,9.5,1.29,5.25,12,1.29,4.5,9,29,1.29,1.26,5.5,4.97,15,11.17,27,1.98,1.88,1.98,1.89,16,-1.5,1.93,1.88,2.02,1.95,,,
G1,05/01/11,Olympiakos Volou,Panionios,0,0,D,0,0,D,2.05,3.1,4,2.05,2.95,3.9,2,3.25,3.4,2.1,3.1,3.3,1.9,3.2,3.5,2.1,3.1,3.5,2,3.3,3.8,2.1,3.1,3.5,2.05,3.12,4,2,3,3.6,29,2.1,2.01,3.3,3.13,4.15,3.75,16,2.65,2.48,1.55,1.48,11,-0.5,2.05,2.01,1.88,1.82,,,
G1,05/01/11,Panserraikos,PAOK,1,1,D,0,1,A,3.75,3.1,2.1,3.9,2.9,2.1,3.6,3.1,2,3.7,3.3,1.9,3.5,3,2,3.8,3.1,2.1,3.6,3.2,2.1,3.6,3.1,2.05,3.8,3.1,2.15,3.3,3,2.1,30,4.03,3.63,3.23,3.07,2.16,2.07,17,2.75,2.55,1.5,1.46,13,0.25,2.13,2.08,1.83,1.8,,,
G1,08/01/11,Kavala,Larisa,1,0,H,0,0,D,2,3.2,3.9,1.91,3.1,4.25,2,3.2,3.5,1.9,3.3,3.7,2,3.2,3.2,2,3.2,3.75,2.05,3.1,4,2,3.25,3.6,1.95,3.12,4,1.8,3.2,4.2,29,2.08,1.97,3.36,3.15,4.25,3.84,18,2.63,2.49,1.55,1.48,14,-0.5,2.05,2.01,1.88,1.83,,,
