SC2,15/01/05,Stranraer,Brechin,0,1,A,0,0,D,2.2,3.4,2.62,2.1,3.2,3,2.25,3.4,2.6,2.2,3.1,2.7,2.2,3.5,2.62,2.25,3.4,2.6,2.3,3.4,2.5,2.25,1.47,-0.5,,,,,,,,,,,
SC2,26/01/05,Stirling,Morton,1,1,D,0,1,A,3.5,3.5,1.8,2.75,3.3,2.2,,,,,,,3.25,3.4,1.909,3.4,3.5,1.85,2.8,3.6,2.05,1.51,2.15,0.5,,,,,,,,,,,
SC2,29/01/05,Alloa,Dumbarton,4,2,H,4,0,H,1.8,3.5,3.5,1.85,3.4,3.5,1.83,3.5,3.4,1.9,3.5,2.9,1.727,3.5,3.75,1.833,3.5,3.4,1.83,3.5,3.4,,,,,,,,,,,,,,
SC2,29/01/05,Arbroath,Ayr,2,0,H,0,0,D,2.75,3.5,2.1,3,3.3,2.05,2.85,3.5,2.05,2.9,3.5,1.9,2.75,3.5,2.1,2.875,3.5,2.05,2.85,3.5,2.05,,,,,,,,,,,,,,
SC2,29/01/05,Forfar,Berwick,0,2,A,0,2,A,1.72,3.6,3.75,1.75,3.35,4,1.8,3.5,3.5,1.75,3.5,3.4,1.727,3.5,3.75,1.727,3.5,3.75,1.8,3.5,3.5,,,,,,,,,,,,,,
SC2,29/01/05,Morton,Brechin,0,2,A,0,0,D,2.37,3.5,2.37,2.5,3.3,2.4,2.4,3.5,2.35,2.4,3.3,2.3,2.5,3.5,2.25,2.5,3.5,2.3,2.4,3.5,2.35,,,,,,,,,,,,,,
SC2,29/01/05,Stranraer,Stirling,0,3,A,0,1,A,1.66,3.6,4,1.65,3.55,4.25,1.65,3.7,4,1.55,3.6,4.4,1.667,3.6,4,1.615,3.75,4.2,1.65,3.7,4,,,,,,,,,,,,,,
SC2,05/02/05,Berwick,Arbroath,2,3,A,1,3,A,2.1,3.5,2.75,2.2,3.5,2.6,2.2,3.5,2.6,2.1,3.3,2.7,2.1,3.5,2.75,2.2,3.4,2.62,2.15,3.6,2.62,2.2,1.49,-0.5,,,,,,,,,,,
SC2,05/02/05,Dumbarton,Stirling,0,2,A,0,2,A,2.5,3.4,2.3,2.5,3.5,2.3,2.5,3.45,2.3,2.5,3.1,2.3,2.25,3.5,2.5,2.5,3.4,2.3,2.5,3.4,2.3,1.45,2.3,0.5,,,,,,,,,,,
SC2,05/02/05,Forfar,Stranraer,1,2,A,0,2,A,2.75,3.5,2.1,3,3.5,2,2.75,3.5,2.1,2.7,3.3,2.1,3,3.4,2,2.75,3.5,2.1,2.7,3.6,2.1,1.54,2.1,0.5,,,,,,,,,,,
SC2,09/02/05,Brechin,Arbroath,4,3,H,2,2,D,1.36,4,7,1.35,4.2,7,1.4,4,6.2,1.35,4.2,5.8,1.29,4.5,8,1.36,4,7,1.4,4.33,5.5,1.4,2.43,-0.5,,,,,,,,,,,
SC2,12/02/05,Arbroath,Alloa,2,1,H,0,1,A,2.6,3.5,2.2,2.6,3.4,2.25,2.7,3.5,2.15,2.9,3.1,2.1,3.2,3.5,1.91,2.62,3.4,2.2,2.8,3.6,2.05,1.52,2.15,0.5,,,,,,,,,,,,
SC2,12/02/05,Brechin,Dumbarton,0,2,A,0,2,A,1.36,4.5,6,1.4,4,6.25,1.4,4,6.25,1.4,4,5.4,1.36,4,7,1.4,4.2,5.75,1.4,4.33,5.5,1.4,2.44,-0.5,,,,,,,,,,,,
SC2,12/02/05,Morton,Forfar,4,0,H,3,0,H,1.61,3.6,4.33,1.65,3.4,4.5,1.63,3.5,4.45,1.6,3.5,4.2,1.62,3.5,4.5,1.62,3.6,4.33,1.66,3.6,4,1.63,1.96,-0.5,,,,,,,,,,,,
SC2,12/02/05,Stirling,Ayr,2,0,H,2,0,H,2,3.4,3,1.9,3.3,3.4,1.9,3.4,3.3,1.9,3.2,3.2,1.91,3.5,3.2,1.91,3.5,3.2,1.95,3.6,3,1.9,1.67,-0.5,,,,,,,,,,,,
SC2,12/02/05,Stranraer,Berwick,1,0,H,0,0,D,1.4,4.33,5.5,1.4,4.25,5.75,1.41,4.3,5.5,1.4,4,5.4,1.44,4,5.5,1.4,4.2,5.75,1.44,4.33,5,1.41,2.41,-0.5,,,,,,,,,,,,
SC2,19/02/05,Berwick,Brechin,2,1,H,1,0,H,3.75,3.6,1.72,4,3.5,1.7,4.1,3.65,1.65,4.2,3.5,1.6,4,3.6,1.67,4.33,3.8,1.57,4.2,4,1.57,1.93,1.65,0.5,,,,,,,,,,,,
SC2,19/02/05,Dumbarton,Morton,3,0,H,2,0,H,2.6,3.5,2.2,2.5,3.5,2.3,2.6,3.5,2.2,2.6,3.3,2.2,2.5,3.5,2.25,2.6,3.5,2.2,2.75,3.5,2.1,1.49,2.2,0.5,,,,,,,,,,,,
SC2,19/02/05,Forfar,Arbroath,1,1,D,1,0,H,2.25,3.5,2.5,2.2,3.5,2.6,2.25,3.5,2.55,2.3,3.2,2.4,2.25,3.5,2.5,2.25,3.5,2.5,2.37,3.5,2.37,2.25,1.48,-0.5,,,,,,,,,,,,
SC2,19/02/05,Stirling,Alloa,0,4,A,0,1,A,2,3.6,2.87,1.85,3.35,3.5,1.83,3.5,3.45,1.9,3.3,3.1,2,3.4,3,1.8,3.5,3.5,2,3.6,2.87,1.83,1.74,-0.5,,,,,,,,,,,,
SC2,19/02/05,Stranraer,Ayr,1,3,A,1,1,D,1.72,3.6,3.75,1.7,3.5,4,1.7,3.5,4,1.6,3.5,4.2,1.67,3.6,4,1.67,3.6,4,1.61,3.75,4.2,1.7,1.87,-0.5,,,,,,,,,,,,
SC2,26/02/05,Alloa,Forfar,0,2,A,0,1,A,1.72,3.6,3.75,1.85,3.3,3.6,1.75,3.45,3.75,1.75,3.3,3.6,1.57,3.75,4.5,1.8,3.5,3.5,1.7,3.6,3.8,1.75,1.8,-0.5,,,,,,,,,,,,
SC2,26/02/05,Arbroath,Dumbarton,2,1,H,1,0,H,2.25,3.5,2.5,2.45,3.2,2.5,2.37,3.4,2.45,2.4,3.1,2.4,2.25,3.5,2.5,2.38,3.5,2.38,2.37,3.5,2.37,2.37,1.42,-0.5,,,,,,,,,,,,
SC2,26/02/05,Ayr,Berwick,0,1,A,0,1,A,1.66,3.6,4,1.6,3.65,4.5,1.7,3.6,3.85,1.65,3.4,4,1.73,3.5,3.75,1.67,3.6,4,1.8,3.6,3.4,1.7,1.86,-0.5,,,,,,,,,,,,
SC2,26/02/05,Brechin,Stirling,5,3,H,3,1,H,1.72,3.6,4.33,1.75,3.3,4,1.73,3.5,3.8,1.7,3.3,3.8,1.73,3.5,3.75,1.73,3.6,3.75,1.72,3.6,3.75,1.73,1.82,-0.5,,,,,,,,,,,,
SC2,26/02/05,Morton,Stranraer,2,0,H,1,0,H,2.2,3.5,2.6,2.4,3.3,2.5,2.37,3.4,2.45,2.3,3.1,2.5,2.38,3.5,2.38,2.3,3.4,2.5,2.37,3.5,2.37,2.37,1.42,-0.5,,,,,,,,,,,,
SC2,01/03/05,Berwick,Stranraer,1,2,A,1,1,D,3,3.4,2,2.85,3.5,2.05,2.8,3.5,2.05,2.7,3.4,2.1,2.5,3.5,2.25,2.8,3.4,2.1,2.7,3.6,2.1,1.56,2.05,0.5,,,,,,,,,,,,
SC2,01/03/05,Dumbarton,Brechin,1,1,D,1,1,D,3.2,3.5,1.9,3,3.5,2,3.1,3.55,1.9,3,3.4,1.9,2.75,3.5,2.1,3,3.4,2,3.1,3.6,1.9,1.65,1.9,0.5,,,,,,,,,,,,
SC2,05/03/05,Arbroath,Morton,0,1,A,0,0,D,2.5,3.5,2.25,2.6,3.5,2.2,2.6,3.5,2.2,2.7,3.1,2.2,2.5,3.5,2.25,2.62,3.5,2.2,2.62,3.5,2.2,1.49,2.2,0.5,,,,,,,,,,,,
SC2,05/03/05,Ayr,Alloa,1,1,D,1,0,H,2.25,3.5,2.5,2.2,3.5,2.6,2.3,3.5,2.45,2.3,3.1,2.5,2.25,3.5,2.5,2.25,3.5,2.5,2.4,3.6,2.3,2.3,1.44,-0.5,,,,,,,,,,,,
SC2,05/03/05,Brechin,Stranraer,2,1,H,0,1,A,1.83,3.5,3.4,1.85,3.5,3.35,1.83,3.5,3.4,1.8,3.2,3.5,1.8,3.5,3.5,1.8,3.5,3.5,1.8,3.6,3.4,1.83,1.72,-0.5,,,,,,,,,,,,
SC2,05/03/05,Dumbarton,Berwick,1,1,D,0,1,A,1.83,3.5,3.4,1.9,3.4,3.3,1.91,3.5,3.15,1.9,3.2,3.2,1.91,3.5,3.2,1.91,3.4,3.25,1.95,3.6,3,1.91,1.66,-0.5,,,,,,,,,,,,
SC2,05/03/05,Stirling,Forfar,3,2,H,2,1,H,1.8,3.5,3.5,1.75,3.45,3.8,1.75,3.5,3.75,1.7,3.3,3.8,1.73,3.5,3.75,1.73,3.6,3.75,1.72,3.6,3.75,1.75,1.81,-0.5,,,,,,,,,,,,
SC2,08/03/05,Alloa,Stirling,1,1,D,0,1,A,2.2,3.5,2.6,2.25,3.35,2.65,2.2,3.4,2.63,2.2,3.4,2.5,2.1,3.5,2.75,2.3,3.4,2.5,2.1,3.5,2.75,2.2,1.48,-0.5,,,,,,,,,,,,
SC2,08/03/05,Forfar,Morton,2,0,H,1,0,H,2.75,3.5,2.1,2.8,3.35,2.15,2.8,3.4,2.1,2.6,3.5,2.1,2.75,3.5,2.1,2.8,3.4,2.1,2.62,3.6,2.15,1.54,2.1,0.5,,,,,,,,,,,,
SC2,12/03/05,Alloa,Brechin,1,1,D,0,1,A,2.75,3.5,2.1,2.8,3.45,2.15,2.8,3.55,2.05,2.8,3.2,2.1,2.5,3.5,2.25,2.75,3.5,2.1,2.8,3.6,2.05,1.57,2.05,0.5,,,,,,,,,,,,
SC2,12/03/05,Berwick,Stirling,2,2,D,1,1,D,2.37,3.5,2.37,2.5,3.35,2.35,2.6,3.4,2.2,2.6,3.2,2.2,2.38,3.5,2.38,2.6,3.4,2.25,2.5,3.4,2.3,1.47,2.2,0.5,,,,,,,,,,,,
SC2,12/03/05,Forfar,Dumbarton,6,0,H,2,0,H,2.2,3.5,2.6,2.3,3.4,2.55,2.3,3.4,2.5,2.3,3.3,2.4,2.25,3.5,2.5,2.3,3.4,2.5,2.25,3.6,2.5,2.3,1.44,-0.5,,,,,,,,,,,,
SC2,12/03/05,Morton,Ayr,2,1,H,2,0,H,1.72,3.6,3.75,1.7,3.55,4,1.7,3.5,3.85,1.7,3.4,3.7,1.73,3.5,3.75,1.73,3.5,3.8,1.72,3.6,3.75,1.7,1.83,-0.5,,,,,,,,,,,,
SC2,12/03/05,Stranraer,Arbroath,3,3,D,1,1,D,1.57,3.75,4.5,1.6,3.6,4.55,1.6,3.6,4.4,1.6,3.5,4.2,1.67,3.6,4,1.57,3.75,4.5,1.61,3.75,4.2,1.6,1.98,-0.5,,,,,,,,,,,,
SC2,15/03/05,Ayr,Brechin,0,1,A,0,0,D,3,3.4,2,3.15,3.45,1.95,2.85,3.5,2.05,2.9,3.3,2,2.75,3.5,2.1,3,3.4,2,2.87,3.6,2,,,,,,,,,,,,,,,
SC2,19/03/05,Alloa,Berwick,2,2,D,0,1,A,1.8,3.5,3.6,1.8,3.45,3.6,1.85,3.4,3.45,1.85,3.2,3.4,1.8,3.5,3.5,1.8,3.5,3.5,2,3.6,2.87,1.85,1.71,-0.5,,,,,,,,,,,,
SC2,19/03/05,Arbroath,Brechin,1,4,A,1,2,A,3.5,3.5,1.8,3.6,3.45,1.8,3.5,3.4,1.83,3.4,3.2,1.85,3,3.4,2,3.4,3.5,1.83,3.1,3.6,1.9,1.72,1.83,0.5,,,,,,,,,,,,
SC2,19/03/05,Forfar,Ayr,1,0,H,0,0,D,2.25,3.5,2.5,2.2,3.5,2.6,2.2,3.5,2.6,2.2,3.1,2.7,2,3.4,3,2.2,3.4,2.62,2.15,3.5,2.7,2.2,1.49,-0.5,,,,,,,,,,,,
SC2,19/03/05,Morton,Stirling,2,0,H,1,0,H,1.83,3.5,3.4,1.9,3.55,3.2,1.83,3.5,3.4,1.8,3.2,3.5,1.91,3.5,3.2,1.85,3.4,3.5,1.72,3.6,3.75,1.83,1.72,-0.5,,,,,,,,,,,,
SC2,19/03/05,Stranraer,Dumbarton,2,1,H,2,0,H,1.61,3.6,4.33,1.6,3.65,4.45,1.62,3.65,4.25,1.6,3.5,4.2,1.73,3.5,3.75,1.62,3.6,4.33,1.57,4,4.2,1.62,1.96,-0.5,,,,,,,,,,,,
SC2,23/03/05,Alloa,Morton,2,2,D,2,1,H,2.75,3.5,2.1,2.7,3.5,2.15,2.65,3.45,2.2,2.6,3.2,2.2,2.38,3.5,2.38,2.62,3.5,2.2,2.62,3.5,2.2,1.5,2.2,0.5,,,,,,,,,,,,
SC2,26/03/05,Ayr,Forfar,1,0,H,1,0,H,2.3,3.5,2.5,2.2,3.45,2.65,2.25,3.4,2.55,2.3,3.2,2.4,2.38,3.5,2.38,2.25,3.5,2.5,2.5,3.4,2.3,2.25,1.46,-0.5,,,,,,,,,,,,
SC2,26/03/05,Berwick,Alloa,2,1,H,0,1,A,2.5,3.5,2.3,2.4,3.45,2.4,2.5,3.4,2.3,2.4,3,2.5,2.25,3.5,2.5,2.5,3.4,2.3,2.5,3.4,2.3,1.44,2.3,0.5,,,,,,,,,,,,
SC2,26/03/05,Dumbarton,Stranraer,1,1,D,1,0,H,3,3.4,2,3,3.3,2.05,3,3.4,2,2.8,3.2,2,2.75,3.5,2.1,2.88,3.4,2.05,3,3.6,1.95,1.59,2,0.5,,,,,,,,,,,,
SC2,02/04/05,Ayr,Arbroath,2,2,D,1,1,D,1.9,3.5,3.2,1.9,3.5,3.2,1.95,3.4,3.15,1.85,3.2,3.4,2,3.4,3,1.91,3.5,3.2,2,3.6,2.87,1.95,1.64,-0.5,,,,,,,,,,,,
SC2,02/04/05,Berwick,Forfar,1,1,D,0,1,A,2.3,3.4,2.5,2.5,3.4,2.35,2.3,3.35,2.55,2.3,3.1,2.5,2.25,3.5,2.5,2.3,3.5,2.5,2.3,3.4,2.5,2.3,1.45,-0.5,,,,,,,,,,,,
SC2,02/04/05,Brechin,Morton,1,2,A,0,0,D,1.8,3.5,3.5,1.7,3.5,4,1.8,3.5,3.55,1.75,3.3,3.6,1.67,3.6,4,1.8,3.4,3.6,1.83,3.6,3.3,1.8,1.76,-0.5,,,,,,,,,,,,
SC2,02/04/05,Dumbarton,Alloa,3,2,H,1,1,D,2.37,3.5,2.37,2.35,3.4,2.5,2.4,3.45,2.4,2.4,3.1,2.4,2.25,3.5,2.5,2.38,3.5,2.38,2.5,3.4,2.3,2.4,1.42,-0.5,,,,,,,,,,,,
SC2,02/04/05,Stirling,Stranraer,1,1,D,0,1,A,2.5,3.4,2.3,2.55,3.5,2.25,2.55,3.35,2.3,2.5,3.1,2.3,2.25,3.5,2.5,2.5,3.4,2.3,2.5,3.6,2.25,1.45,2.3,0.5,,,,,,,,,,,,
SC2,09/04/05,Alloa,Arbroath,2,2,D,0,2,A,2.1,3.5,2.75,2.1,3.4,2.85,2.1,3.5,2.75,2.1,3.1,2.9,2,3.6,2.88,2.1,3.5,2.75,2.2,3.5,2.62,2.1,1.54,-0.5,,,,,,,,,,,,
SC2,09/04/05,Ayr,Stirling,0,3,A,0,0,D,2.37,3.5,2.37,2.4,3.4,2.45,2.25,3.5,2.5,2.3,3.1,2.5,2.25,3.5,2.5,2.25,3.5,2.5,2.3,3.4,2.5,2.25,1.46,-0.5,,,,,,,,,,,,
SC2,09/04/05,Berwick,Stranraer,1,2,A,0,1,A,2.75,3.5,2.1,2.8,3.45,2.1,2.8,3.5,2.05,2.9,3.1,2.1,2.5,3.5,2.25,2.8,3.5,2.05,2.75,3.5,2.1,1.56,2.05,0.5,,,,,,,,,,,,
SC2,09/04/05,Dumbarton,Brechin,1,1,D,0,0,D,2.75,3.5,2.1,2.85,3.4,2.1,2.75,3.5,2.1,3,3.2,2,3.2,3.5,1.91,2.75,3.5,2.1,3.1,3.6,1.9,1.54,2.1,0.5,,,,,,,,,,,,
SC2,09/04/05,Forfar,Morton,0,0,D,0,0,D,2.5,3.5,2.25,2.5,3.4,2.35,2.6,3.5,2.2,2.9,3.1,2.1,2.62,3.5,2.2,2.6,3.5,2.2,2.7,3.6,2.1,1.49,2.2,0.5,,,,,,,,,,,,
SC2,16/04/05,Arbroath,Berwick,2,0,H,2,0,H,1.9,3.6,3.1,2.1,3.4,2.85,2.1,3.45,2.7,2.1,3.1,2.9,2,3.4,3,2.1,3.4,2.8,2.15,3.6,2.62,2.1,1.51,-0.5,,,,,,,,,,,,
SC2,16/04/05,Brechin,Ayr,3,0,H,1,0,H,1.5,3.6,5.5,1.5,4,4.85,1.5,3.7,5,1.5,3.6,4.8,1.4,4,6,1.5,3.75,5.25,1.5,4,4.8,1.5,2.13,-0.5,,,,,,,,,,,,
SC2,16/04/05,Morton,Alloa,2,0,H,0,0,D,1.57,3.75,4.5,1.55,3.75,4.75,1.55,3.75,4.5,1.55,3.5,4.6,1.53,3.75,5,1.53,3.75,4.75,1.53,4,4.5,1.55,2.05,-0.5,,,,,,,,,,,,
SC2,16/04/05,Stirling,Dumbarton,3,0,H,2,0,H,1.9,3.5,3.2,1.8,3.45,3.6,1.85,3.5,3.25,1.9,3.2,3.2,1.8,3.5,3.5,1.83,3.5,3.4,2.05,3.6,2.8,1.85,1.69,-0.5,,,,,,,,,,,,
SC2,16/04/05,Stranraer,Forfar,0,0,D,0,0,D,1.57,3.75,4.5,1.5,4,4.85,1.55,3.75,4.5,1.5,3.6,4.8,1.67,3.6,4,1.53,3.75,4.75,1.5,4,4.8,1.55,2.05,-0.5,,,,,,,,,,,,
SC2,23/04/05,Alloa,Stirling,3,0,H,1,0,H,2.37,3.4,2.5,2.3,3.4,2.55,2.35,3.3,2.45,2.3,3.1,2.5,2.5,3.5,2.25,2.38,3.3,2.5,2.37,3.5,2.37,2.35,1.41,-0.5,,,,,,,,,,,,
SC2,23/04/05,Arbroath,Forfar,1,2,A,1,2,A,2,3.4,3,2,3.45,3,2.15,3.4,2.65,2.1,3.3,2.7,2.1,3.5,2.75,2.2,3.4,2.62,2.1,3.6,2.7,2.15,1.49,-0.5,,,,,,,,,,,,
SC2,23/04/05,Ayr,Stranraer,0,0,D,0,0,D,2.6,3.5,2.2,2.85,3.5,2.05,2.9,3.45,2,2.9,3.3,2,3.2,3.5,1.91,3,3.4,2,2.87,3.6,2,1.58,2,0.5,,,,,,,,,,,,
SC2,23/04/05,Brechin,Berwick,1,1,D,0,1,A,1.36,4.5,6,1.4,4,6.35,1.44,4.15,5,1.4,4,5.4,1.4,4.33,5.5,1.44,4,5.5,1.5,4.2,4.5,1.44,2.27,-0.5,,,,,,,,,,,,
SC2,23/04/05,Morton,Dumbarton,0,0,D,0,0,D,1.5,4.2,4.5,1.55,3.7,4.85,1.5,4,4.6,1.5,3.8,4.4,1.53,4,4.5,1.53,4,4.5,1.5,4.2,4.5,1.5,2.14,-0.5,,,,,,,,,,,,
SC2,30/04/05,Berwick,Ayr,2,1,H,1,1,D,2.5,3.4,2.3,2.5,3.5,2.3,2.4,3.4,2.3,2.4,3.2,2.3,2.25,3.5,2.5,2.38,3.5,2.38,2.37,3.5,2.37,1.41,2.3,0.5,,,,,,,,,,,,
SC2,30/04/05,Dumbarton,Arbroath,3,0,H,0,0,D,2.1,3.5,2.75,2.1,3.4,2.85,2.15,3.3,2.65,2.2,3.2,2.6,2.2,3.5,2.62,2.1,3.5,2.75,2.25,3.3,2.62,2.15,1.47,-0.5,,,,,,,,,,,,
SC2,30/04/05,Forfar,Alloa,1,1,D,1,1,D,2,3.6,2.87,2.1,3.4,2.85,2.1,3.3,2.7,2.1,3.2,2.8,1.91,3.5,3.2,2.1,3.5,2.75,2.2,3.5,2.62,2.1,1.49,-0.5,,,,,,,,,,,,
SC2,30/04/05,Stirling,Brechin,1,2,A,1,2,A,2.5,3.4,2.3,2.5,3.4,2.35,2.45,3.3,2.3,2.4,3.2,2.3,2.75,3.5,2.1,2.5,3.4,2.3,2.25,3.4,2.6,1.41,2.3,0.5,,,,,,,,,,,,
SC2,30/04/05,Stranraer,Morton,1,1,D,1,1,D,2.3,3.4,2.5,2.25,3.5,2.55,2.25,3.3,2.5,2.2,3.3,2.5,2.4,3.25,2.5,2.25,3.4,2.6,2.4,3.4,2.4,2.25,1.42,-0.5,,,,,,,,,,,,
SC2,07/05/05,Alloa,Stranraer,3,0,H,1,0,H,2.5,3.5,2.25,2.55,3.5,2.25,2.5,3.4,2.25,2.5,3.1,2.3,2.6,3.4,2.25,2.6,3.4,2.25,2.5,3.6,2.25,1.44,2.25,0.5,,,,,,,,,,,
SC2,07/05/05,Arbroath,Stirling,3,2,H,1,0,H,2.5,3.4,2.3,2.5,3.5,2.3,2.45,3.4,2.3,2.5,3.1,2.3,2.38,3.5,2.38,2.38,3.5,2.38,2.5,3.6,2.25,1.42,2.3,0.5,,,,,,,,,,,
SC2,07/05/05,Ayr,Dumbarton,1,1,D,0,1,A,2.2,3.5,2.6,2.2,3.5,2.6,2.15,3.5,2.6,2.2,3.1,2.7,2.2,3.5,2.62,2.2,3.4,2.62,2.25,3.6,2.5,2.15,1.49,-0.5,,,,,,,,,,,
SC2,07/05/05,Brechin,Forfar,0,3,A,0,0,D,1.57,3.75,4.5,1.55,3.7,4.8,1.57,3.6,4.5,1.55,3.5,4.6,1.62,3.5,4.5,1.57,3.75,4.5,1.57,3.75,4.5,1.57,2,-0.5,,,,,,,,,,,
SC2,07/05/05,Morton,Berwick,4,2,H,1,0,H,1.53,3.75,4.75,1.5,3.8,5.15,1.55,3.6,4.7,1.45,3.8,5,1.53,3.75,5,1.5,3.8,5,1.44,4,5.5,1.55,2.04,-0.5,,,,,,,,,,,
