Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,LBH,LBD,LBA,WHH,WHD,WHA
SC3,27/03/01,East Fife,Hamilton,1,4,A,1,0,H,353,Craig Thompson,7,7,3,5,0,0,1,10,16,12,4,1,0,0,0,0,0,0,2.37,3.5,2.37,2.6,3.5,2.2
SC3,27/03/01,Montrose,Dumbarton,1,2,A,0,0,D,202,Craig MacKay,15,9,7,6,0,0,7,8,7,7,6,2,0,0,0,0,0,0,3.4,3.5,1.83,3.4,3.5,1.83
SC3,28/03/01,Elgin,Albion Rvs,1,2,A,1,1,D,254,Brian Cassidy,4,4,2,3,0,0,5,5,8,6,2,0,1,0,0,0,10,0,2.75,3.5,2.1,2.75,3.5,2.1
SC3,31/03/01,Dumbarton,Montrose,1,2,A,1,1,D,751,Dougie Smith,5,5,2,3,0,0,9,4,13,16,6,4,0,2,0,0,0,20,1.57,3.75,4.5,1.61,3.75,4.2
SC3,31/03/01,East Stirling,Peterhead,1,0,H,0,0,D,190,John Fleming,10,9,3,2,0,0,1,3,14,13,7,2,0,2,0,0,0,20,2.5,3.5,2.25,2.6,3.5,2.2
SC3,31/03/01,Elgin,East Fife,1,3,A,1,3,A,512,Colin Hardie,6,6,1,3,0,0,5,4,11,8,2,3,0,1,0,0,0,10,2.75,3.25,2.2,3.5,3.5,1.8
SC3,31/03/01,Hamilton,Cowdenbeath,0,0,D,0,0,D,666,Ian Frickleton,11,6,3,3,0,0,4,6,14,15,0,7,2,2,0,0,20,20,2.2,3.25,2.75,2.1,3.75,2.62
SC3,03/04/01,Brechin,East Fife,1,0,H,0,0,D,407,W. Hornby,16,12,7,4,0,1,8,7,7,16,4,3,2,2,0,0,20,20,1.67,3.6,4,1.61,3.6,4.33
SC3,03/04/01,East Stirling,Cowdenbeath,0,2,A,0,0,D,279,Calum Murray,5,21,2,5,0,1,2,6,9,9,4,3,0,0,0,0,0,0,3,3.4,2,3.4,3.5,1.83
SC3,03/04/01,Elgin,Montrose,0,2,A,0,1,A,385,Alan Freeland,18,4,4,2,0,0,9,3,7,9,7,9,0,0,0,0,0,0,2.62,3.5,2.2,2.62,3.5,2.2
SC3,07/04/01,Albion Rvs,Montrose,2,1,H,1,0,H,213,Charlie Richmond,8,5,4,1,0,1,7,3,8,13,16,3,1,1,0,0,10,10,,,,2,3.6,2.87
SC3,07/04/01,Brechin,Hamilton,3,4,A,1,2,A,586,G P Thompson,9,9,5,6,0,0,7,8,15,18,2,3,2,3,0,0,20,30,,,,2.25,3.5,2.5
SC3,07/04/01,Cowdenbeath,Peterhead,4,0,H,1,0,H,348,Craig Thompson,13,4,8,1,1,0,1,3,10,9,8,3,0,3,0,0,0,30,,,,1.61,3.6,4.33
SC3,07/04/01,East Fife,Dumbarton,0,1,A,0,1,A,313,Cammy Melville,13,9,8,6,0,0,9,5,11,11,5,1,0,1,0,0,0,10,,,,2.25,3.5,2.5
SC3,07/04/01,Elgin,East Stirling,4,2,H,3,1,H,377,Ian Frickleton,10,8,7,6,0,0,3,3,7,7,2,0,1,2,0,0,10,20,,,,2.87,3.6,2
SC3,10/04/01,Albion Rvs,Brechin,1,1,D,1,0,H,283,Dougie Smith,10,4,6,3,0,0,4,5,18,16,5,6,1,2,0,0,10,20,2.87,3.6,2,3.1,3.6,1.9
SC3,10/04/01,Cowdenbeath,Montrose,2,1,H,0,0,D,319,Steve Conroy,9,8,2,4,0,1,6,1,5,6,7,2,0,2,0,0,0,20,1.4,4.33,5.5,1.36,4.2,6.5
SC3,10/04/01,Elgin,Hamilton,0,3,A,0,0,D,542,Gary Mitchell,11,13,7,5,0,1,3,3,8,3,2,0,0,0,0,0,0,0,4,3.6,1.67,4.5,4,1.53
SC3,14/04/01,Dumbarton,Elgin,2,0,H,1,0,H,685,Bobby Orr,8,8,3,2,1,0,2,2,13,13,5,2,0,1,0,0,0,10,,,,1.57,4,4.2
SC3,14/04/01,East Stirling,Brechin,0,2,A,0,2,A,253,Eddie Mack,7,11,3,4,0,0,9,7,9,4,12,7,0,0,0,0,0,0,,,,3.75,3.6,1.72
SC3,14/04/01,Hamilton,East Fife,1,1,D,0,0,D,507,Ian Brines,10,3,7,1,0,1,5,5,7,18,1,2,1,3,0,0,10,30,,,,1.57,3.75,4.5
SC3,14/04/01,Montrose,Cowdenbeath,0,1,A,0,1,A,447,George Clyde,9,6,2,4,0,0,3,5,9,8,3,5,1,0,0,0,10,0,,,,4,3.6,1.66
SC3,14/04/01,Peterhead,Albion Rvs,1,1,D,0,0,D,526,Gary Mitchell,11,10,6,5,1,0,4,9,10,16,3,1,0,2,0,1,0,45,,,,2.2,3.5,2.62
SC3,17/04/01,Brechin,Albion Rvs,1,2,A,0,1,A,369,Alan Gemmill,5,9,1,5,0,0,3,8,24,13,4,3,1,5,0,1,10,75,,,,1.57,3.75,4.5
SC3,17/04/01,Cowdenbeath,East Fife,3,2,H,3,0,H,531,Gary Mitchell,7,7,5,2,1,2,7,9,6,11,5,1,1,2,0,0,10,20,,,,1.53,3.6,5
SC3,17/04/01,Peterhead,Montrose,1,1,D,1,1,D,327,Brian McGarry,9,15,5,5,0,0,3,8,16,13,5,2,1,1,0,0,10,10,,,,1.66,3.6,4
SC3,21/04/01,Cowdenbeath,East Stirling,1,3,A,0,1,A,488,John Gilmore,14,8,7,6,3,0,9,1,7,12,5,3,0,3,0,0,0,30,1.4,4.33,5.5,1.33,4.33,7
SC3,21/04/01,Dumbarton,Hamilton,1,2,A,1,1,D,904,Andy Davis,8,15,4,10,0,0,3,2,16,12,4,4,2,1,0,0,20,10,2.87,3.6,2,3.1,3.6,1.9
SC3,21/04/01,East Fife,Albion Rvs,2,1,H,0,0,D,333,Steven Kaney,11,6,8,2,0,0,1,4,5,15,3,2,1,1,0,0,10,10,2.1,3.5,2.75,2.2,3.5,2.6
SC3,21/04/01,Elgin,Brechin,0,3,A,0,3,A,570,David Somers,13,9,5,5,0,0,8,3,10,4,1,0,3,1,0,0,30,10,5.5,3.6,1.5,4.5,4,1.53
SC3,21/04/01,Montrose,Peterhead,2,2,D,2,0,H,409,Eddie Mack,7,12,3,4,0,0,4,6,12,29,10,5,1,2,0,0,10,20,2.5,3.5,2.25,2.7,3.6,2.1
SC3,24/04/01,Montrose,Brechin,1,3,A,0,2,A,549,George Clyde,6,15,5,6,0,3,4,6,13,7,5,5,1,1,1,0,35,10,,,,,,
SC3,28/04/01,Albion Rvs,Cowdenbeath,0,0,D,0,0,D,410,Calum Murray,12,5,5,3,1,0,10,5,13,18,2,3,1,4,0,0,10,40,3.2,3.5,1.91,3.75,3.6,1.72
SC3,28/04/01,Brechin,Dumbarton,1,0,H,1,0,H,530,Craig Thompson,10,8,5,2,0,0,8,5,18,15,3,9,1,2,0,0,10,20,1.57,3.75,4.5,1.5,4.2,4.5
SC3,28/04/01,East Stirling,Montrose,0,1,A,0,1,A,186,Eddie Mack,5,7,1,2,0,0,5,3,12,9,8,0,0,0,0,0,0,0,1.8,3.5,3.5,1.66,3.6,4
SC3,28/04/01,Hamilton,Elgin,3,0,H,1,0,H,773,Tom Brown,11,5,6,2,1,0,8,4,11,15,2,5,0,3,0,0,0,30,1.2,6,8,1.22,5,9
SC3,28/04/01,Peterhead,East Fife,2,1,H,1,1,D,511,Mike Ritchie,15,16,9,11,0,1,6,2,13,18,5,9,0,1,0,0,0,10,2.25,3.5,2.5,2.37,3.5,2.37
SC3,01/05/01,Montrose,Hamilton,0,2,A,0,1,A,525,John Fleming,10,10,6,5,1,1,2,3,14,17,2,9,1,4,0,0,10,40,6.5,4.33,1.36,5.5,4,1.44
SC3,01/05/01,Peterhead,Elgin,1,1,D,0,0,D,751,David Somers,13,8,5,5,1,0,8,3,22,22,4,3,1,2,0,1,10,45,,,,,,
SC3,05/05/01,Cowdenbeath,Brechin,2,1,H,1,0,H,2231,Charlie Richmond,12,13,5,9,1,0,7,5,8,6,10,1,1,1,0,0,10,10,2.2,3.25,2.75,2.2,3.25,2.75
SC3,05/05/01,Dumbarton,Peterhead,2,2,D,1,1,D,713,George Clyde,16,5,8,4,1,0,4,6,17,18,5,6,0,1,0,1,0,35,,,,2.2,3.5,2.62
SC3,05/05/01,East Fife,East Stirling,4,1,H,1,1,D,406,Kevin Toner,16,8,8,4,1,0,5,3,6,6,5,0,0,0,0,0,0,0,1.8,3.5,3.5,1.83,3.5,3.4
SC3,05/05/01,Elgin,Albion Rvs,1,0,H,0,0,D,487,Cammy Melville,4,8,2,4,0,1,2,4,21,18,0,2,3,4,1,1,55,65,3.5,3.5,1.8,3.6,3.75,1.72
SC3,05/05/01,Montrose,Hamilton,1,4,A,0,1,A,951,Brian Cassidy,10,10,6,6,0,0,4,5,11,15,8,7,2,0,0,0,20,0,7,4.5,1.3,7,5,1.28
