Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,LBH,LBD,LBA,SYH,SYD,SYA,WHH,WHD,WHA
SC2,23/02/02,Berwick,Clydebank,1,2,A,0,1,A,535,"Thomson, G",12,12,7,6,0,1,8,1,15,21,1,3,6,0,1,0,85,0,2.6,3.2,2.4,2.37,3.25,2.5,2.5,3.25,2.375,2.6,3.4,2.25
SC2,23/02/02,Hamilton,Cowdenbeath,0,2,A,0,1,A,1284,"Thompson, C",14,7,5,3,0,1,5,1,10,17,2,4,2,4,0,0,20,40,1.7,3.5,4,1.67,3.6,4,1.727,3.6,3.75,1.66,3.4,4.33
SC2,23/02/02,Stranraer,Alloa,0,2,A,0,1,A,207,"Young, W. S. G.",10,13,4,9,1,1,4,5,9,8,2,3,0,0,0,0,0,0,2.4,3.2,2.6,2.37,3.5,2.37,2.6,3.4,2.25,2.4,3.4,2.4
SC2,26/02/02,Cowdenbeath,Hamilton,2,1,H,1,0,H,283,"Mitchell, G. P.",12,14,6,6,0,0,2,3,10,10,4,3,1,1,0,0,10,10,2.3,3.4,2.55,2.37,3.5,2.37,2.25,3.4,2.6,2.4,3.4,2.4
SC2,26/02/02,Queen of Sth,Morton,6,5,H,6,3,H,1242,"Melville, C. J.",14,11,8,6,2,0,0,9,14,10,5,3,0,0,0,0,0,0,1.62,3.65,4.45,1.61,4,4,1.667,3.4,4.333,1.66,3.4,4.33
SC2,27/02/02,Stenhousemuir,Forfar,1,1,D,0,1,A,423,"Hardie, C.",10,11,8,4,0,0,5,6,7,6,2,7,2,0,0,1,20,25,2.38,3.3,2.55,2.37,3.5,2.37,2.375,3.25,2.5,2.4,3.4,2.4
SC2,02/03/02,Alloa,Cowdenbeath,0,0,D,0,0,D,560,"Frickleton, I. G.",12,7,9,4,0,0,6,4,6,19,0,0,2,3,0,1,20,55,1.71,3.6,3.8,1.61,4,4,1.615,3.6,4.333,1.72,3.6,3.75
SC2,02/03/02,Berwick,Stenhousemuir,2,1,H,1,0,H,420,"Hardie, C.",10,10,7,5,0,0,7,4,16,16,9,2,1,1,0,0,10,10,2.05,3.3,3,1.91,3.4,3.25,2,3.4,3,2.1,3.4,2.8
SC2,02/03/02,Clydebank,Queen of Sth,0,1,A,0,1,A,407,"Fyfe, I. M.",8,7,2,5,0,0,9,8,13,15,0,6,1,1,0,0,10,10,1.97,3.25,3.25,2.1,3.5,2.75,2,3.4,3,2.1,3.2,3
SC2,02/03/02,Forfar,Hamilton,1,4,A,1,3,A,445,"Clyde, G. T.",9,10,2,7,0,0,7,6,5,10,2,5,1,3,0,0,10,30,2.2,3.3,2.7,2.2,3.5,2.62,,,,2.25,3.4,2.6
SC2,02/03/02,Stranraer,Morton,0,0,D,0,0,D,428,"Martindale, E.",13,12,5,4,0,0,5,8,12,11,6,6,2,0,0,0,20,0,1.73,3.5,3.8,1.8,3.5,3.5,,,,1.72,3.5,3.8
SC2,05/03/02,Berwick,Alloa,0,1,A,0,0,D,637,"Brown, T.",16,8,5,6,0,0,1,8,12,9,4,3,1,0,0,0,10,0,2.5,3.3,2.35,2.5,3.25,2.37,2.5,3.25,2.375,2.5,3.3,2.37
SC2,05/03/02,Forfar,Clydebank,1,2,A,1,1,D,373,"Gilmore, J",4,10,2,5,0,0,2,10,6,9,3,3,0,0,0,0,0,0,2.55,3.5,2.25,2.5,3.5,2.25,2.375,3.5,2.375,2.62,3.25,2.3
SC2,05/03/02,Hamilton,Queen of Sth,3,1,H,2,1,H,1592,"Brines, I",8,4,5,1,0,0,7,2,13,11,0,1,1,1,0,0,10,10,2.55,3.5,2.25,2.37,3.5,2.37,2.5,3.25,2.375,2.62,3.3,2.25
SC2,09/03/02,Cowdenbeath,Forfar,1,2,A,1,0,H,321,"Richmond, C",8,8,3,4,0,0,9,2,7,8,1,0,1,1,0,0,10,10,2.25,3.45,2.55,2.2,3.5,2.62,2.2,3.5,2.6,2.3,3.25,2.62
SC2,09/03/02,Hamilton,Berwick,3,1,H,2,1,H,1868,"Melville, C. J.",13,12,7,7,0,0,4,3,23,19,1,0,0,3,0,0,0,30,2.15,3.5,2.65,2.2,3.5,2.62,2.25,3.4,2.6,2.3,3.25,2.62
SC2,09/03/02,Morton,Clydebank,3,1,H,1,0,H,1146,"Hunter, A",7,8,3,6,0,0,3,9,20,17,10,1,2,1,1,0,45,10,3.2,3.6,1.87,3,3.4,2,3.2,3.5,1.909,3.5,3.4,1.83
SC2,09/03/02,Queen of Sth,Stranraer,3,1,H,0,0,D,2094,"McGarry, B. J.",13,8,6,3,0,1,2,10,13,14,4,0,1,3,0,0,10,30,1.87,3.6,3.2,1.8,3.5,3.5,1.8,3.6,3.4,1.8,3.4,3.6
SC2,09/03/02,Stenhousemuir,Alloa,1,0,H,1,0,H,529,"McKay, G",9,13,5,3,1,0,5,6,25,9,2,4,2,1,0,0,20,10,2.65,3.5,2.15,2.75,3.5,2.1,2.8,3.4,2.1,2.87,3.3,2.1
SC2,12/03/02,Alloa,Clydebank,2,2,D,1,2,A,474,"Orr, R.",5,6,3,3,1,0,4,2,8,11,2,1,1,0,0,0,10,0,2.15,3.5,2.65,2.1,3.5,2.75,2.2,3.4,2.625,2.25,3.3,2.62
SC2,12/03/02,Forfar,Cowdenbeath,0,0,D,0,0,D,444,"Ritchie, M.",8,8,2,3,1,1,6,11,11,13,0,3,1,1,0,0,10,10,2,3.5,2.95,2.1,3.5,2.75,1.909,3.75,3,2,3.4,3
SC2,12/03/02,Morton,Stenhousemuir,0,1,A,0,0,D,1038,"Somers, D.",11,6,4,5,0,0,6,4,28,26,7,4,3,4,1,0,55,40,2.25,3.45,2.55,2.25,3.5,2.5,2.25,3.6,2.5,2.2,3.3,2.7
SC2,12/03/02,Stranraer,Queen of Sth,1,2,A,1,1,D,742,"Smith, D",12,10,6,5,0,0,7,5,12,20,2,2,1,1,0,0,10,10,2.65,3.5,2.15,2.62,3.5,2.2,2.75,3.5,2.1,2.7,3.3,2.2
SC2,16/03/02,Berwick,Stranraer,4,1,H,0,0,D,424,"Brines, I",14,11,9,6,0,1,4,4,15,13,5,7,1,1,0,0,10,10,2.25,3.4,2.55,2.1,3.5,2.75,2.2,3.25,2.75,2.2,3.25,2.75
SC2,16/03/02,Clydebank,Alloa,1,1,D,0,1,A,307,"Toner, K. E.",15,3,3,1,3,0,3,4,10,8,3,0,0,1,0,0,0,10,2.25,3.4,2.55,2.25,3.4,2.62,2.2,3.5,2.6,2.25,3.3,2.62
SC2,16/03/02,Forfar,Morton,2,1,H,0,0,D,524,"Cassidy, B. W.",7,16,4,10,0,1,1,3,12,12,5,3,0,1,0,0,0,10,1.85,3.25,3.55,1.91,3.5,3.2,,,,1.9,3.4,3.25
SC2,16/03/02,Hamilton,Stenhousemuir,0,0,D,0,0,D,1910,"Gilmore, J",11,8,5,2,0,0,3,10,13,12,5,2,1,1,0,0,10,10,1.8,3.45,3.5,1.73,3.5,3.75,1.8,3.6,3.4,1.72,3.6,3.75
SC2,16/03/02,Queen of Sth,Cowdenbeath,2,1,H,1,0,H,2028,"Murray, C",9,5,5,2,0,0,5,5,12,14,2,1,0,0,0,1,0,25,1.7,3.35,4.1,1.67,3.6,4,1.615,3.6,4.333,1.61,3.6,4.33
SC2,19/03/02,Alloa,Stranraer,2,2,D,0,2,A,378,"Somers, D.",9,17,5,9,0,1,4,5,15,18,2,3,3,2,0,0,30,20,1.7,3.5,4,1.67,3.6,4,1.667,3.6,4,1.72,3.5,3.8
SC2,19/03/02,Stenhousemuir,Hamilton,0,3,A,0,1,A,316,"Young, W. S. G.",7,15,2,10,0,0,1,9,9,7,0,3,0,0,0,0,0,0,2.4,3.4,2.45,2.37,3.5,2.37,2.25,3.6,2.5,2.4,3.4,2.4
SC2,23/03/02,Alloa,Forfar,2,1,H,0,0,D,462,"Hunter, A",13,14,11,12,0,0,9,1,11,11,3,9,1,3,0,0,10,30,1.82,3.45,3.6,1.73,3.5,3.75,,,,2,3.4,3
SC2,23/03/02,Cowdenbeath,Clydebank,2,1,H,1,0,H,344,"Mitchell, G. P.",7,9,4,4,0,0,2,4,6,9,3,1,1,0,0,0,10,0,2.7,3.35,2.25,2.62,3.5,2.2,2.8,3.4,2.1,,,
SC2,23/03/02,Morton,Berwick,3,2,H,1,2,A,1011,"Mack, E. D.",9,11,5,5,0,1,2,4,13,23,3,7,3,5,0,2,30,100,2.55,3.35,2.35,2.62,3.5,2.2,2.5,3.6,2.25,,,
SC2,23/03/02,Stenhousemuir,Queen of Sth,1,4,A,1,3,A,612,"Thomson, G",9,15,3,10,0,1,3,6,10,13,1,3,0,0,0,0,0,0,2.8,3.4,2.15,2.62,3.5,2.2,3,3.4,2,,,
SC2,23/03/02,Stranraer,Hamilton,3,2,H,1,0,H,370,"Richmond, C",16,8,13,4,0,0,7,7,9,13,5,1,0,0,0,0,0,0,2.5,3.35,2.4,2.62,3.5,2.2,2.375,3.5,2.375,2.62,3.5,2.2
SC2,26/03/02,Forfar,Stenhousemuir,2,0,H,0,0,D,340,"Mitchell, G. P.",12,5,5,2,1,0,11,3,6,11,7,4,0,0,0,0,0,0,1.93,3.4,3.15,2,3.4,3,2,3.4,3,1.9,3.5,3.2
SC2,26/03/02,Morton,Cowdenbeath,0,0,D,0,0,D,1171,"Smith, D",13,9,5,3,1,1,6,8,15,17,3,5,1,3,0,0,10,30,,,,,,,,,,2.3,3.4,2.5
SC2,30/03/02,Clydebank,Stenhousemuir,0,0,D,0,0,D,207,"Clyde, G. T.",20,10,8,8,0,0,8,4,8,13,4,4,1,2,0,0,10,20,1.75,3.5,3.7,1.73,3.5,3.75,1.727,3.6,3.75,1.72,3.6,3.75
SC2,30/03/02,Cowdenbeath,Morton,2,2,D,1,1,D,635,"Brown, T.",6,15,3,5,0,0,7,6,8,11,2,3,1,1,0,0,10,10,1.95,3.4,3.1,1.91,3.5,3.2,2,3.6,2.875,2.1,3.5,2.75
SC2,30/03/02,Forfar,Stranraer,3,2,H,0,2,A,427,"Frickleton, I. G.",6,10,4,5,1,1,1,8,7,7,2,4,0,0,0,0,0,0,2.1,3.25,2.9,2,3.4,3,2,3.6,2.875,2.1,3.5,2.75
SC2,30/03/02,Hamilton,Alloa,1,1,D,0,1,A,1963,"Cassidy, B. W.",16,11,3,2,1,0,9,6,14,10,2,1,0,1,0,0,0,10,2.37,3.25,2.52,2.2,3.25,2.75,2.375,3.5,2.375,2.37,3.5,2.37
SC2,30/03/02,Queen of Sth,Berwick,0,0,D,0,0,D,2758,"Smith, D",10,6,3,0,0,0,7,3,21,24,1,0,1,2,1,0,35,20,1.6,3.5,4.6,1.61,3.5,4.5,1.533,3.6,5,1.5,3.8,5
SC2,02/04/02,Alloa,Stenhousemuir,4,0,H,1,0,H,571,"Brown, T.",12,5,10,3,0,0,11,3,11,12,2,1,0,1,0,0,0,10,1.6,3.75,4.5,1.67,3.6,4,1.615,3.6,4.333,1.66,3.6,4
SC2,02/04/02,Morton,Queen of Sth,0,3,A,0,1,A,1343,"Mack, E. D.",8,12,5,4,0,0,7,8,12,13,2,3,3,1,1,0,55,10,3.3,3.5,1.9,2.87,3.6,2,3.4,3.5,1.833,3.4,3.5,1.83
SC2,03/04/02,Clydebank,Berwick,0,2,A,0,2,A,176,"Smith, D",13,7,3,3,0,0,1,6,20,14,2,6,2,2,0,0,20,20,1.8,3.6,3.55,1.8,3.5,3.5,1.8,3.4,3.6,1.9,3.4,3.25
SC2,06/04/02,Alloa,Queen of Sth,4,1,H,2,0,H,1442,"Brines, I",11,12,8,9,0,0,2,11,7,10,1,0,2,1,0,0,20,10,2.25,3.35,2.6,2.25,3.4,2.62,2.25,3.4,2.6,2.25,3.3,2.62
SC2,06/04/02,Berwick,Forfar,0,2,A,0,0,D,430,"Hardie, C.",20,4,9,2,1,0,2,2,11,9,4,1,0,1,0,0,0,10,2.35,3.5,2.4,2.25,3.5,2.5,2.25,3.6,2.5,2.37,3.5,2.37
SC2,06/04/02,Morton,Hamilton,0,0,D,0,0,D,907,"Fyfe, I. M.",10,14,5,8,0,0,5,8,13,19,4,4,2,1,0,0,20,10,2.5,3.45,2.28,2.5,3.5,2.25,2.5,3.6,2.25,2.5,3.5,2.25
SC2,06/04/02,Stenhousemuir,Cowdenbeath,0,1,A,0,0,D,423,"Thompson, C",13,14,5,9,2,0,8,10,13,10,4,5,3,0,0,0,30,0,2.32,3.55,2.4,2.2,3.5,2.62,2.25,3.6,2.5,2.37,3.5,2.37
SC2,06/04/02,Stranraer,Clydebank,1,1,D,0,0,D,285,"Gilmore, J",6,15,1,4,1,2,3,8,7,12,5,0,1,2,0,0,10,20,2.35,3.55,2.38,2.5,3.5,2.25,2.6,3.5,2.2,2.37,3.5,2.37
SC2,09/04/02,Morton,Forfar,1,4,A,1,2,A,681,"Hunter, A",15,14,6,9,1,1,5,5,8,13,4,2,1,0,0,0,10,0,2.8,3.65,2,2.75,3.5,2.1,,,,2.875,3.6,2
SC2,13/04/02,Alloa,Berwick,1,1,D,0,1,A,675,"MacKay, C. J.",10,11,6,8,0,1,5,4,13,17,3,3,0,3,0,0,0,30,1.55,3.7,5,1.57,3.5,5,1.533,3.6,5,1.53,4,4.5
SC2,13/04/02,Clydebank,Forfar,1,0,H,0,0,D,201,"Thomson, G",14,4,6,1,1,0,7,1,18,17,4,8,3,0,0,1,30,25,2.5,3.35,2.4,2.75,3.5,2.1,2.6,3.5,2.2,2.75,3.5,2.1
SC2,13/04/02,Cowdenbeath,Stranraer,1,1,D,1,0,H,309,"Conroy, M",6,9,3,3,0,1,5,7,8,6,1,1,0,1,0,0,0,10,2.3,3.25,2.7,2.25,3.5,2.5,2.2,3.25,2.75,2.2,3.1,2.87
SC2,13/04/02,Queen of Sth,Hamilton,3,1,H,0,0,D,3062,"Frickleton, I. G.",14,10,4,4,2,0,2,5,10,8,1,1,1,2,0,0,10,20,1.53,3.8,5,1.61,3.5,4.5,1.5,4.333,4.333,1.44,4.33,5
SC2,13/04/02,Stenhousemuir,Morton,2,3,A,0,1,A,518,"Murray, C",14,12,7,6,0,0,11,5,9,16,4,6,1,0,0,0,10,0,1.85,3.5,3.5,1.91,3.5,3.2,2.1,3.5,2.75,1.8,4,3.1
SC2,20/04/02,Berwick,Cowdenbeath,1,0,H,1,0,H,631,"Underhill, J. R.",8,6,4,3,1,1,6,2,11,15,8,2,1,3,0,0,10,30,2.25,3.35,2.7,2.1,3.5,2.75,2.2,3.2,2.8,2.2,3.25,2.75
SC2,20/04/02,Forfar,Queen of Sth,0,3,A,0,1,A,1022,"Fyfe, I. M.",4,12,2,8,0,0,1,2,12,10,1,3,0,0,0,0,0,0,2.55,3.5,2.3,2.25,3.5,2.5,2.25,3.6,2.5,2.37,3.5,2.37
SC2,20/04/02,Hamilton,Clydebank,2,0,H,1,0,H,2030,"Melville, C. J.",8,8,5,1,1,0,5,2,14,7,1,1,0,3,0,0,0,30,2.2,3.35,2.75,2.2,3.5,2.62,2.25,3.6,2.5,2.1,3.5,2.75
SC2,20/04/02,Morton,Alloa,0,0,D,0,0,D,928,"Smith, D",12,5,5,0,0,1,3,7,10,10,4,2,1,0,0,0,10,0,4.5,3.75,1.6,3.75,3.5,1.73,4.5,3.75,1.571,4.2,4,1.57
SC2,20/04/02,Stranraer,Stenhousemuir,1,0,H,0,0,D,240,"Mack, E. D.",12,5,6,3,0,1,5,3,9,9,10,0,0,2,0,0,0,20,1.85,3.55,3.4,1.8,3.5,3.5,1.833,3.4,3.5,1.9,3.6,3.1
SC2,27/04/02,Alloa,Stranraer,0,0,D,0,0,D,613,"Thompson, C",9,11,7,8,0,0,2,8,12,10,2,3,0,1,0,0,0,10,1.7,3.65,4,1.727,3.5,3.75,1.727,3.4,4,1.8,3.4,3.6
SC2,27/04/02,Clydebank,Berwick,1,2,A,1,2,A,218,"Hunter, A",15,8,8,4,0,1,3,2,18,15,3,13,1,0,1,0,35,0,2.05,3.4,3,2.2,3.5,2.625,1.909,3.5,3.2,2.1,3.4,2.8
SC2,27/04/02,Cowdenbeath,Hamilton,2,1,H,1,0,H,412,"Somers, D.",8,9,4,3,1,0,5,4,14,13,3,1,3,4,0,0,30,40,2.3,3.3,2.65,2.375,3.5,2.375,2.375,3.25,2.5,2.375,3.5,2.375
SC2,27/04/02,Queen of Sth,Morton,4,0,H,2,0,H,6158,"Hardie, C.",11,5,7,1,0,0,12,3,12,8,3,4,0,2,0,0,0,20,1.55,3.7,5,1.571,3.75,4.5,1.5,3.6,5.5,1.533,3.6,5
SC2,27/04/02,Stenhousemuir,Forfar,0,0,D,0,0,D,476,"Martindale, E.",16,5,7,3,1,0,9,5,13,11,1,3,1,0,0,0,10,0,2.8,3.4,2.15,2.625,3.5,2.2,2.75,3.5,2.1,3.1,3.6,1.909
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
