SC1,29/12/04,Airdrie Utd,Queen of Sth,2,0,H,1,0,H,2.2,3.4,2.62,2.2,3.45,2.65,2.2,3.4,2.7,2.1,3.1,2.9,2,3.4,3,2.1,3.5,2.75,2.2,3.5,2.62,2.2,1.5,-0.5,,,,,,,,,,,,
SC1,29/12/04,Hamilton,St Johnstone,0,3,A,0,2,A,2.5,3.4,2.3,2.5,3.45,2.3,2.55,3.4,2.3,2.6,3,2.3,2.62,3.5,2.2,2.5,3.4,2.3,2.62,3.5,2.2,1.46,2.3,0.5,,,,,,,,,,,,
SC1,29/12/04,Partick,Falkirk,2,1,H,1,1,D,3.5,3.5,1.8,4,3.75,1.65,3.7,3.6,1.75,3.8,3.4,1.7,4.5,3.75,1.57,4,3.6,1.67,3.8,3.8,1.66,1.82,1.75,0.5,,,,,,,,,,,,
SC1,29/12/04,Raith Rvs,Ross County,1,4,A,1,0,H,2.75,3.5,2.1,2.8,3.5,2.1,2.9,3.5,2.05,3.1,3.1,2,2.75,3.5,2.1,2.88,3.5,2.05,2.87,3.6,2,1.59,2.05,0.5,,,,,,,,,,,,
SC1,01/01/05,Clyde,Airdrie Utd,1,0,H,0,0,D,1.9,3.5,3.2,1.95,3.4,3.15,1.9,3.45,3.25,1.9,3.2,3.2,1.91,3.5,3.2,1.909,3.5,3.2,1.9,3.5,3.2,1.9,1.67,-0.5,,,,,,,,,,,,
SC1,01/01/05,Falkirk,Raith Rvs,2,0,H,2,0,H,1.2,5.5,9,1.1,7,14,1.2,5.5,9,1.2,5,7.3,1.2,5,11,1.2,5.5,9,1.22,5.5,8,1.2,3.41,-0.5,,,,,,,,,,,,
SC1,01/01/05,Queen of Sth,Hamilton,1,2,A,0,1,A,1.83,3.5,3.4,1.9,3.25,3.5,2.1,3.15,3,2,3.3,2.9,1.83,3.5,3.4,1.909,3.4,3.2,2.15,3.6,2.62,1.85,1.71,-0.5,,,,,,,,,,,,
SC1,01/01/05,St Mirren,Partick,1,1,D,0,1,A,1.66,3.6,4,1.55,3.65,5,1.65,3.55,4.2,1.65,3.4,3.7,1.62,4,4,1.667,3.6,4,1.7,3.6,3.8,1.65,1.92,-0.5,,,,,,,,,,,,
SC1,03/01/05,Ross County,St Johnstone,4,0,H,3,0,H,2.5,3.5,2.25,2.8,3.5,2.1,2.7,3.4,2.2,2.8,3.3,2.1,2.75,3.5,2.1,2.62,3.4,2.2,2.62,3.6,2.15,1.5,2.2,0.5,,,,,,,,,,,,
SC1,15/01/05,Airdrie Utd,Ross County,2,1,H,1,0,H,2.1,3.5,2.75,2.1,3.2,3.1,2.15,3.4,2.75,2.1,3.3,2.75,1.91,3.5,3.2,2.1,3.4,2.8,2.15,3.5,2.7,2.15,1.52,-0.5,,,,,,,,,,,,
SC1,15/01/05,Hamilton,Clyde,0,1,A,0,0,D,2.62,3.4,2.2,2.7,3.2,2.35,2.7,3.35,2.2,2.55,3.3,2.2,2.62,3.5,2.2,2.62,3.5,2.2,2.7,3.5,2.15,1.5,2.2,0.5,,,,,,,,,,,,
SC1,15/01/05,Partick,Queen of Sth,3,1,H,2,1,H,2.2,3.5,2.6,2.3,3.2,2.75,2.3,3.4,2.55,2.3,3.3,2.4,2.25,3.5,2.5,2.25,3.4,2.6,2.37,3.5,2.37,2.3,1.46,-0.5,,,,,,,,,,,,
SC1,15/01/05,Raith Rvs,St Mirren,2,0,H,0,0,D,3.75,3.6,1.72,3.65,3.2,1.9,3.5,3.45,1.83,3.5,3.4,1.75,3.5,3.5,1.8,3.6,3.4,1.8,3.5,3.5,1.8,1.74,1.83,0.5,,,,,,,,,,,,
SC1,15/01/05,St Johnstone,Falkirk,0,3,A,0,1,A,2.5,3.5,2.25,2.65,3.2,2.35,2.6,3.4,2.25,2.55,3.3,2.2,2.62,3.5,2.2,2.62,3.5,2.2,2.62,3.5,2.2,1.47,2.25,0.5,,,,,,,,,,,,
SC1,22/01/05,Hamilton,Ross County,0,1,A,0,0,D,2.25,3.5,2.5,2.3,3.45,2.5,2.35,3.35,2.5,2.3,3.3,2.4,2.2,3.5,2.62,2.3,3.4,2.5,2.37,3.5,2.37,2.35,1.43,-0.5,,,,,,,,,,,,
SC1,22/01/05,Raith Rvs,Queen of Sth,0,1,A,0,0,D,2.75,3.5,2.1,2.75,3.4,2.15,2.8,3.4,2.1,2.75,3.3,2.1,2.75,3.5,2.1,2.75,3.5,2.1,2.7,3.6,2.1,1.54,2.1,0.5,,,,,,,,,,,,
SC1,22/01/05,St Johnstone,Partick,1,1,D,0,0,D,1.66,3.6,4,1.6,3.75,4.3,1.75,3.3,4,1.7,3.5,3.5,1.67,3.6,4,1.73,3.6,3.75,1.83,3.6,3.3,1.75,1.81,-0.5,,,,,,,,,,,,
SC1,22/01/05,St Mirren,Airdrie Utd,1,0,H,0,0,D,2.2,3.5,2.6,2.2,3.45,2.65,2.25,3.3,2.65,2.3,3.3,2.4,2.25,3.5,2.5,2.25,3.4,2.6,2.5,3.4,2.3,2.25,1.47,-0.5,,,,,,,,,,,,
SC1,29/01/05,Partick,Raith Rvs,4,1,H,1,1,D,1.5,3.6,5.5,1.55,3.65,5,1.53,3.7,5,1.55,3.6,4.4,1.533,3.75,5,1.533,3.75,4.75,1.53,3.7,5,,,,,,,,,,,,,,,
SC1,29/01/05,Queen of Sth,St Mirren,0,0,D,0,0,D,2.2,3.5,2.6,2.3,3.2,2.65,2.3,3.35,2.55,2.2,3.4,2.5,2.1,3.5,2.75,2.25,3.25,2.7,2.3,3.35,2.55,,,,,,,,,,,,,,,
SC1,29/01/05,Ross County,Falkirk,0,1,A,0,1,A,3.5,3.5,1.8,3.5,3.3,1.9,3.5,3.5,1.8,3.4,3.5,1.75,3.4,3.5,1.833,3.5,3.5,1.8,3.5,3.5,1.8,,,,,,,,,,,,,,,
SC1,12/02/05,Falkirk,Hamilton,1,1,D,1,1,D,1.33,4.5,6.5,1.3,4.5,7.5,1.35,4.4,6.45,1.35,3.9,6.5,1.4,4,6,1.36,4.2,6.5,1.4,3.75,7,1.35,2.62,-0.5,,,,,,,,,,,,
SC1,12/02/05,Partick,Airdrie Utd,1,1,D,1,1,D,2,3.4,3,2.2,3.35,2.7,2.2,3.5,2.6,2.1,3.3,2.7,2.1,3.5,2.75,2.1,3.5,2.75,2.1,3.6,2.7,2.2,1.49,-0.5,,,,,,,,,,,,
SC1,12/02/05,Raith Rvs,Clyde,3,3,D,1,1,D,4.5,3.75,1.57,4.3,3.5,1.65,4.3,3.6,1.63,4.2,3.5,1.6,4,3.6,1.67,4.33,3.6,1.62,4.33,3.75,1.6,1.96,1.63,0.5,,,,,,,,,,,,
SC1,12/02/05,St Johnstone,Queen of Sth,0,0,D,0,0,D,1.83,3.5,3.4,1.85,3.3,3.6,1.85,3.45,3.4,1.85,3.2,3.4,2,3.4,3,1.85,3.4,3.5,1.9,3.6,3.1,1.85,1.71,-0.5,,,,,,,,,,,,
SC1,19/02/05,Airdrie Utd,Raith Rvs,2,1,H,1,1,D,1.5,3.6,5.5,1.45,3.75,6,1.5,3.65,5.5,1.5,3.6,4.8,1.44,3.75,6,1.5,4,4.75,1.53,3.75,4.8,1.5,2.19,-0.5,,,,,,,,,,,,
SC1,19/02/05,Clyde,Ross County,1,0,H,0,0,D,1.8,3.5,3.5,1.7,3.35,4.2,1.75,3.6,3.65,1.7,3.5,3.5,1.73,3.4,4,1.67,3.6,4,1.8,3.6,3.4,1.75,1.81,-0.5,,,,,,,,,,,,
SC1,19/02/05,Hamilton,Partick,1,0,H,0,0,D,2.3,3.4,2.5,2.4,3.45,2.4,2.35,3.45,2.45,2.3,3.3,2.4,2.25,3.5,2.5,2.38,3.5,2.38,2.37,3.5,2.37,2.35,1.43,-0.5,,,,,,,,,,,,
SC1,19/02/05,Queen of Sth,Falkirk,1,1,D,1,0,H,3.5,3.5,1.8,4,3.5,1.7,3.7,3.55,1.75,3.5,3.5,1.7,3.5,3.5,1.8,3.5,3.5,1.8,3.75,3.75,1.7,1.81,1.75,0.5,,,,,,,,,,,,
SC1,19/02/05,St Mirren,St Johnstone,1,1,D,0,1,A,2.2,3.5,2.6,2.15,3.2,2.9,2.2,3.45,2.65,2.1,3.3,2.7,2.1,3.5,2.75,2.2,3.5,2.6,2.15,3.5,2.7,2.2,1.5,-0.5,,,,,,,,,,,,
SC1,01/03/05,Ross County,St Mirren,0,1,A,0,1,A,2.2,3.5,2.6,2.25,3.4,2.6,2.25,3.5,2.55,2.2,3.2,2.6,2.1,3.5,2.75,2.2,3.5,2.6,2.25,3.6,2.5,2.25,1.48,-0.5,,,,,,,,,,,,
SC1,02/03/05,Queen of Sth,Clyde,0,1,A,0,1,A,2.5,3.5,2.25,2.55,3.5,2.25,2.6,3.5,2.2,2.8,3.2,2.1,2.75,3.25,2.2,2.6,3.5,2.2,2.75,3.5,2.1,1.49,2.2,0.5,,,,,,,,,,,,
SC1,05/03/05,Falkirk,Partick,2,1,H,2,1,H,1.57,3.75,4.5,1.45,3.75,6,1.52,3.75,5,1.5,3.7,4.6,1.44,3.75,6,1.5,3.75,5.2,1.5,4,4.8,1.52,2.14,-0.5,,,,,,,,,,,,
SC1,05/03/05,Queen of Sth,Airdrie Utd,0,0,D,0,0,D,2.3,3.4,2.5,2.25,3.35,2.65,2.3,3.35,2.55,2.3,3.1,2.5,2.25,3.5,2.5,2.3,3.4,2.5,2.37,3.5,2.37,2.3,1.45,-0.5,,,,,,,,,,,,
SC1,05/03/05,Ross County,Raith Rvs,2,0,H,0,0,D,1.57,3.75,4.5,1.55,3.6,5,1.57,3.75,4.5,1.5,3.7,4.6,1.5,3.6,5.5,1.57,3.75,4.5,1.53,4,4.5,1.57,2.05,-0.5,,,,,,,,,,,,
SC1,05/03/05,St Johnstone,Hamilton,0,2,A,0,1,A,1.8,3.5,3.5,1.8,3.45,3.6,1.85,3.4,3.45,1.85,3.2,3.4,1.8,3.5,3.5,1.83,3.4,3.5,1.95,3.4,3.1,1.85,1.71,-0.5,,,,,,,,,,,,
SC1,05/03/05,St Mirren,Clyde,0,0,D,0,0,D,2.37,3.5,2.37,2.35,3.45,2.45,2.45,3.45,2.35,2.5,3.1,2.3,2.5,3.25,2.4,2.4,3.4,2.4,2.5,3.4,2.3,1.43,2.35,0.5,,,,,,,,,,,,
SC1,08/03/05,Airdrie Utd,Hamilton,1,0,H,0,0,D,2,3.4,3,1.95,3.3,3.25,1.9,3.4,3.25,2,3.3,2.9,1.91,3.5,3.2,1.91,3.5,3.2,1.95,3.4,3.1,1.9,1.66,-0.5,,,,,,,,,,,,
SC1,08/03/05,Clyde,St Mirren,0,0,D,0,0,D,1.72,3.6,3.75,1.8,3.4,3.65,1.78,3.4,3.65,1.8,3.5,3.2,1.67,3.4,4.33,1.73,3.5,3.8,1.83,3.5,3.4,1.78,1.76,-0.5,,,,,,,,,,,,
SC1,12/03/05,Airdrie Utd,Falkirk,2,2,D,0,1,A,3.2,3.5,1.9,2.85,3.4,2.1,2.95,3.45,2,3.1,3.3,1.9,3,3.4,2,3.2,3.5,1.91,3.1,3.6,1.9,1.59,2,0.5,,,,,,,,,,,,
SC1,12/03/05,Clyde,Queen of Sth,0,1,A,0,0,D,1.61,3.6,4.33,1.7,3.4,4.15,1.7,3.5,4,1.65,3.4,4,1.67,3.4,4.33,1.7,3.5,4,1.7,3.6,3.8,1.7,1.87,-0.5,,,,,,,,,,,,
SC1,12/03/05,Hamilton,St Mirren,0,0,D,0,0,D,2.3,3.4,2.5,2.3,3.3,2.6,2.3,3.3,2.55,2.3,3.1,2.5,2.1,3.5,2.75,2.3,3.4,2.5,2.3,3.4,2.5,2.3,1.44,-0.5,,,,,,,,,,,,
SC1,12/03/05,Partick,Ross County,0,0,D,0,0,D,2,3.6,2.87,2.1,3.4,2.85,2.2,3.2,2.8,2.2,3.1,2.7,2.2,3.5,2.62,2.2,3.4,2.62,2.2,3.5,2.62,2.2,1.49,-0.5,,,,,,,,,,,,
SC1,12/03/05,Raith Rvs,St Johnstone,1,2,A,1,1,D,3.2,3.5,1.9,2.7,3.35,2.2,3,3.4,2,3,3.2,2,3.2,3.5,1.91,3,3.4,2,2.87,3.6,2,1.59,2,0.5,,,,,,,,,,,,
SC1,15/03/05,Falkirk,Clyde,0,0,D,0,0,D,1.8,3.5,3.5,1.45,3.75,7,1.75,3.5,3.75,1.8,3.3,3.4,1.73,3.5,3.75,1.8,3.5,3.5,1.8,3.4,3.6,,,,,,,,,,,,,,,,,,,
SC1,19/03/05,Airdrie Utd,Clyde,2,4,A,2,3,A,2.3,3.4,2.5,2.35,3.45,2.45,2.35,3.35,2.5,2.3,3.1,2.5,2.4,3.25,2.5,2.3,3.4,2.5,2.37,3.3,2.5,2.35,1.43,-0.5,,,,,,,,,,,,,,,,
SC1,19/03/05,Hamilton,Queen of Sth,1,1,D,0,1,A,2.1,3.5,2.75,2.2,3.4,2.7,2.25,3.3,2.65,2.2,3.2,2.6,2.25,3.5,2.5,2.2,3.4,2.62,2.25,3.4,2.6,2.25,1.47,-0.5,,,,,,,,,,,,,,,,
SC1,19/03/05,Partick,St Mirren,0,0,D,0,0,D,2.3,3.4,2.5,2.45,3.45,2.35,2.45,3.15,2.5,2.3,3.2,2.4,2.25,3.5,2.5,2.3,3.4,2.5,2.4,3.4,2.4,2.45,1.39,-0.5,,,,,,,,,,,,,,,,
SC1,19/03/05,Raith Rvs,Falkirk,3,3,D,1,2,A,5.5,3.6,1.5,5.25,3.75,1.5,5,3.75,1.52,4.8,3.6,1.5,5.5,4,1.44,5,3.8,1.5,4.8,3.75,1.53,2.14,1.52,0.5,,,,,,,,,,,,,,,,
SC1,19/03/05,St Johnstone,Ross County,0,2,A,0,0,D,1.9,3.5,3.2,1.85,3.45,3.4,1.95,3.3,3.25,2,3.2,3,2.2,3.5,2.62,1.91,3.4,3.25,2.05,3.5,2.87,1.95,1.64,-0.5,,,,,,,,,,,,,,,,
SC1,22/03/05,Clyde,St Johnstone,1,1,D,0,0,D,1.72,3.6,3.75,1.7,3.6,3.9,1.67,3.65,4,1.7,3.3,3.8,1.67,3.6,4,1.7,3.5,4,1.66,3.5,4.2,1.67,1.91,-0.5,,,,,,,,,,,,,,,,
SC1,02/04/05,Clyde,Hamilton,1,3,A,0,0,D,1.72,3.6,3.75,1.55,3.6,5,1.62,3.55,4.45,1.65,3.4,4,1.73,3.4,4,1.67,3.5,4.2,1.72,3.6,3.75,1.62,1.97,-0.5,,,,,,,,,,,,,,,,
SC1,02/04/05,Falkirk,St Johnstone,3,0,H,1,0,H,1.61,3.6,4.33,1.6,3.5,4.75,1.62,3.55,4.45,1.55,3.6,4.4,1.57,3.75,4.5,1.57,3.6,4.75,1.53,3.75,4.8,1.62,1.97,-0.5,,,,,,,,,,,,,,,,
SC1,02/04/05,Queen of Sth,Partick,3,1,H,2,0,H,2.1,3.5,2.75,1.9,3.4,3.3,2,3.45,3,1.9,3.2,3.2,2.1,3.5,2.75,2,3.4,3,2.05,3.5,2.87,2,1.6,-0.5,,,,,,,,,,,,,,,,
SC1,02/04/05,Ross County,Airdrie Utd,3,1,H,1,1,D,2.2,3.5,2.62,2.25,3.5,2.55,2.3,3.4,2.55,2.3,3.1,2.5,2.2,3.5,2.62,2.3,3.4,2.5,2.3,3.4,2.5,2.3,1.46,-0.5,,,,,,,,,,,,,,,,
SC1,02/04/05,St Mirren,Raith Rvs,3,0,H,3,0,H,1.5,3.6,5.5,1.3,4.5,7.5,1.45,4,5.5,1.4,4,5.4,1.44,3.75,6,1.4,4,6,1.44,4,5.5,,,,,,,,,,,,,,,,,,,
SC1,09/04/05,Falkirk,Ross County,1,0,H,0,0,D,1.53,3.75,4.75,1.55,3.6,5,1.5,3.75,5,1.5,3.6,4.8,1.62,3.5,4.5,1.5,3.8,5,1.5,3.8,5,1.5,2.14,-0.5,,,,,,,,,,,,,,,,
SC1,09/04/05,Hamilton,Airdrie Utd,1,1,D,1,1,D,2.25,3.4,2.6,2.3,3.4,2.55,2.2,3.45,2.6,2.2,3.1,2.7,2.2,3.5,2.62,2.2,3.4,2.62,2.1,3.6,2.7,2.2,1.48,-0.5,,,,,,,,,,,,,,,,
SC1,09/04/05,Raith Rvs,Partick,2,1,H,1,0,H,3.5,3.5,1.8,3.5,3.5,1.8,3.5,3.5,1.8,3.4,3.2,1.85,2.75,3.5,2.1,3.5,3.5,1.8,3.2,3.75,1.83,1.75,1.8,0.5,,,,,,,,,,,,,,,,
SC1,09/04/05,St Johnstone,Clyde,0,0,D,0,0,D,2.37,3.5,2.37,2.4,3.5,2.4,2.45,3.5,2.3,2.5,3.1,2.3,2.38,3.5,2.38,2.5,3.4,2.3,2.5,3.6,2.25,1.44,2.3,0.5,,,,,,,,,,,,,,,,
SC1,09/04/05,St Mirren,Queen of Sth,3,0,H,2,0,H,2.1,3.5,2.75,2.1,3.5,2.75,2.05,3.5,2.85,2,3.2,3,2,3.6,2.88,2,3.5,2.9,2.05,3.5,2.87,2.05,1.57,-0.5,,,,,,,,,,,,
SC1,16/04/05,Airdrie Utd,St Mirren,0,2,A,0,0,D,2.3,3.4,2.5,2.2,3.35,2.7,2.25,3.35,2.55,2.2,3.1,2.7,2.6,3.2,2.38,2.3,3.4,2.5,2.25,3.4,2.6,2.25,1.45,-0.5,,,,,,,,,,,,
SC1,16/04/05,Clyde,Falkirk,0,1,A,0,1,A,2.5,3.4,2.3,2.5,3.45,2.3,2.5,3.35,2.3,2.5,3.1,2.3,2.4,3.25,2.5,2.38,3.5,2.4,2.5,3.6,2.25,1.43,2.3,0.5,,,,,,,,,,,,
SC1,16/04/05,Partick,St Johnstone,0,4,A,0,3,A,2.3,3.4,2.5,2.25,3.3,2.65,2.3,3.4,2.5,2.3,3.1,2.5,2.25,3.5,2.5,2.38,3.5,2.38,2.3,3.4,2.5,2.3,1.44,-0.5,,,,,,,,,,,,
SC1,16/04/05,Queen of Sth,Raith Rvs,1,1,D,1,1,D,1.57,3.75,4.5,1.55,3.65,4.9,1.53,3.7,4.8,1.5,3.6,4.8,1.5,4,5,1.53,3.6,5,1.5,4,4.8,1.53,2.09,-0.5,,,,,,,,,,,,
SC1,16/04/05,Ross County,Hamilton,2,1,H,1,0,H,2.25,3.5,2.5,2.1,3.45,2.8,2.1,3.45,2.7,2.2,3.1,2.7,2.2,3.5,2.62,2.2,3.5,2.6,2.25,3.4,2.6,2.1,1.51,-0.5,,,,,,,,,,,,
SC1,23/04/05,Falkirk,St Mirren,1,2,A,1,1,D,1.57,3.75,4.5,1.55,3.7,4.85,1.62,3.6,4.2,1.6,3.5,4.2,1.73,3.5,3.75,1.67,3.6,4,1.61,3.75,4.2,1.62,1.94,-0.5,,,,,,,,,,,,
SC1,23/04/05,Partick,Clyde,1,0,H,1,0,H,2.37,3.5,2.37,2.4,3.5,2.4,2.4,3.4,2.35,2.4,3.1,2.4,2.5,3.5,2.25,2.5,3.5,2.3,2.5,3.6,2.25,1.41,2.35,0.5,,,,,,,,,,,,
SC1,23/04/05,Raith Rvs,Hamilton,0,2,A,0,2,A,3,3.4,2,3.4,3.5,1.85,3.25,3.3,1.9,3.2,3.2,1.9,3,3.4,2,3.2,3.5,1.91,3,3.4,2,1.64,1.9,0.5,,,,,,,,,,,,
SC1,23/04/05,Ross County,Queen of Sth,1,1,D,1,1,D,2,3.6,2.87,2.2,3.5,2.65,2.1,3.4,2.75,2.1,3.2,2.8,2.1,3.5,2.75,2.1,3.5,2.75,2.1,3.5,2.75,2.1,1.52,-0.5,,,,,,,,,,,,
SC1,23/04/05,St Johnstone,Airdrie Utd,1,2,A,0,1,A,2,3.6,2.87,2.15,3.4,2.75,2.15,3.4,2.7,2.1,3.2,2.8,2,3.4,3,2.1,3.5,2.75,2.15,3.5,2.7,2.15,1.5,-0.5,,,,,,,,,,,,
SC1,30/04/05,Airdrie Utd,Partick,0,1,A,0,1,A,1.8,3.5,3.5,1.65,3.6,4.2,1.67,3.5,4,1.65,3.4,4,1.67,3.6,4,1.8,3.5,3.5,1.66,3.6,4,1.67,1.87,-0.5,,,,,,,,,,,,
SC1,30/04/05,Clyde,Raith Rvs,1,0,H,1,0,H,1.5,3.6,5.5,1.55,3.6,5,1.5,3.7,5,1.5,3.6,4.8,1.57,3.75,4.5,1.5,3.75,5.25,1.5,3.8,5,1.5,2.13,-0.5,,,,,,,,,,,,
SC1,30/04/05,Hamilton,Falkirk,1,0,H,1,0,H,2.75,3.5,2.1,3.05,3.4,2,3,3.3,2,2.9,3.3,2,3.2,3.5,1.91,3,3.4,2,2.87,3.6,2,1.57,2,0.5,,,,,,,,,,,,
SC1,30/04/05,Queen of Sth,St Johnstone,2,0,H,2,0,H,2.2,3.5,2.6,2.2,3.5,2.6,2.2,3.35,2.6,2.2,3.2,2.6,2.1,3.5,2.75,2.2,3.5,2.6,2.2,3.5,2.62,2.2,1.46,-0.5,,,,,,,,,,,,
SC1,30/04/05,St Mirren,Ross County,1,0,H,1,0,H,1.83,3.5,3.4,1.75,3.5,3.75,1.8,3.3,3.6,1.8,3.3,3.4,1.67,3.6,4,1.8,3.5,3.5,1.8,3.5,3.5,1.8,1.72,-0.5,,,,,,,,,,,,
SC1,07/05/05,Falkirk,Queen of Sth,1,2,A,1,0,H,1.57,3.75,4.5,1.6,3.65,4.5,1.57,3.75,4.25,1.55,3.6,4.4,1.57,3.75,4.5,1.57,3.75,4.5,1.57,3.75,4.5,1.57,1.99,-0.5,,,,,,,,,,,
SC1,07/05/05,Partick,Hamilton,1,1,D,1,0,H,2.37,3.5,2.37,2.45,3.45,2.35,2.35,3.5,2.35,2.3,3.1,2.5,2.25,3.5,2.5,2.38,3.5,2.38,2.37,3.5,2.37,2.35,1.41,-0.5,,,,,,,,,,,
SC1,07/05/05,Raith Rvs,Airdrie Utd,0,1,A,0,1,A,2.75,3.5,2.1,2.85,3.5,2.05,2.85,3.5,2,3,3.2,2,2.62,3.5,2.2,2.88,3.6,2,2.8,3.75,2,1.57,2,0.5,,,,,,,,,,,
SC1,07/05/05,Ross County,Clyde,1,1,D,0,1,A,2.37,3.5,2.37,2.55,3.4,2.3,2.37,3.4,2.37,2.5,3.1,2.3,2.1,3.5,2.75,2.38,3.5,2.38,2.5,3.4,2.3,2.37,1.4,-0.5,,,,,,,,,,,
SC1,07/05/05,St Johnstone,St Mirren,0,0,D,0,0,D,2.37,3.5,2.37,2.6,3.3,2.3,2.5,3.45,2.25,2.7,3.1,2.2,3,3.4,2,2.5,3.4,2.3,2.62,3.5,2.2,1.45,2.25,0.5,,,,,,,,,,,
