"player_num" "position" "player_name" "club" "age" "height" "weight" "birthplace" "status"
"271" NA "M" "Thomas McNamara" "New York City FC" 23 "5' 9\"" 170 "USA" "Active"
"272" NA "GK" "Ryan Meara" "New York City FC" 24 "6' 4\"" 185 "USA" "Active"
"273" 4 "D" "Tyrone Mears" "Seattle Sounders FC" 31 "5' 11\"" 163 "England" "Active"
"274" 94 "M" "Jimmy Medranda" "Sporting Kansas City" 20 "5' 5\"" 150 "Colombia" "Active"
"275" NA "GK" "Tim Melia" "Sporting Kansas City" 28 "6' 1\"" 190 "USA" "Active"
"276" NA "D" "Andrés Mendoza" "New York City FC" 25 "6' 2\"" 194 "Ecuador" "Active"
"277" 9 "F" "Justin Meram" "Columbus Crew SC" 26 "6' 1\"" 165 "USA" "Active"
"278" 13 "GK" "Bryan Meredith" "San Jose Earthquakes" 25 "6' 2\"" 195 "USA" "Active"
"279" NA "M" "Dan Metzger" "" 21 "5' 10\"" 163 "" "Active"
"280" 21 "D" "Tommy Meyer" "LA Galaxy" 24 "6' 2\"" 175 "USA" "Active"
"281" 29 "F/M" "Nicolás Mezquida" "Vancouver Whitecaps FC" 22 "5' 6\"" 150 "Uruguay" "Active"
"282" 20 "D" "Matt Miazga" "New York Red Bulls" 19 "6' 3\"" 185 "USA" "Active"
"283" 31 "M/D" "Michel" "FC Dallas" 33 "6' 1\"" 165 "Brazil" "Active"
"284" 7 "D" "Roy Miller" "New York Red Bulls" 30 "6' 2\"" 166 "Costa Rica" "Active"
"285" 3 "D" "Eric Miller" "Montreal Impact" 21 "6' 1\"" 175 "USA" "Active"
"286" NA "M" "Leonel Miranda" "Houston Dynamo" 21 "5' 8\"" NA "Argentina" "Active"
"287" 18 "M" "Kevin Molino" "Orlando City SC" 24 "5' 11\"" 145 "Trinidad & Tobago" "Active"
"288" 3 "D" "Drew Moor" "Colorado Rapids" 30 "6'" 165 "USA" "Active"
"289" 27 "F" "Luke Moore" "Toronto FC" 28 "5' 9\"" 167 "England" "Active"
"290" 11 "M" "Javier Morales" "Real Salt Lake" 35 "5' 9\"" 150 "Argentina" "Active"
"291" 77 "M" "Pedro Morales" "Vancouver Whitecaps FC" 29 "5' 11\"" 170 "Chile" "Active"
"292" 5 "D" "Ashtone Morgan" "Toronto FC" 23 "5' 9\"" 156 "Canada" "Active"
"293" 2 "D" "Justin Morrow" "Toronto FC" 27 "5' 9\"" 153 "USA" "Active"
"294" 19 "M" "Luke Mulholland" "Real Salt Lake" 26 "5' 9\"" 150 "England" "Active"
"295" NA "F" "Patrick Mullins" "New York City FC" 22 "6' 1\"" 175 "USA" "Active"
"296" 7 "D" "Chance Myers" "Sporting Kansas City" 27 "6'" 165 "USA" "Active"
"297" 6 "M" "Paulo Nagamura" "Sporting Kansas City" 31 "5' 8\"" 155 "Brazil" "Active"
"298" 6 "F/M" "Darlington Nagbe" "Portland Timbers" 24 "5' 9\"" 165 "Liberia" "Active"
"299" 17 "M" "Issey Nakajima-Farran" "Montreal Impact" 30 "5' 10\"" 160 "Canada" "Active"
"300" NA "GK" "Joe Nasco" "New England Revolution" 30 "6' 3\"" 205 "USA" "Active"
"301" 27 "M/F" "Lamar Neagle" "Seattle Sounders FC" 27 "5' 11\"" 165 "USA" "Active"
"302" NA "M" "Lewis Neal" "Orlando City SC" 33 "5' 11\"" 155 "England" "Active"
"303" 16 "D" "John Neeskens" "Colorado Rapids" 21 "6' 1\"" 160 "USA" "Active"
"304" NA "F" "Krisztian Nemeth" "Sporting Kansas City" 26 "5' 11\"" 165 "Hungary" "Active"
"305" 4 "M" "Steve Neumann" "New England Revolution" 23 "6'" 165 "USA" "Active"
"306" 24 "M/F" "Lee Nguyen" "New England Revolution" 28 "5' 8\"" 150 "USA" "Active"
"307" 5 "M" "Vincent Nogueira" "Philadelphia Union" 26 "5' 7\"" 140 "France" "Active"
"308" 14 "F" "Patrick Nyarko" "Chicago Fire" 28 "6'" 160 "Ghana" "Active"
"309" NA "M" "Sanna Nyassi" "San Jose Earthquakes" 25 "5' 8\"" 145 "Gambia" "Active"
"310" 40 "D" "Andy O'Brien" "Vancouver Whitecaps FC" 35 "6' 3\"" 205 "England" "Active"
"311" 27 "D" "Shane O'Neill" "Colorado Rapids" 21 "6' 2\"" 190 "Ireland" "Active"
"312" NA "D" "Jimmy Ockford" "Seattle Sounders FC" 22 "6' 1\"" 185 "USA" "Active"
"313" 23 "F" "Dominic Oduro" "Toronto FC" 29 "6'" 160 "Ghana" "Active"
"314" NA "M" "Amobi Okugo" "Orlando City SC" 23 "6'" 175 "USA" "Active"
"315" NA "D" "Boyd Okwuonu" "" 21 "5' 9\"" 170 "USA" "Active"
"316" 4 "D" "Jámison Olave" "Real Salt Lake" 33 "6' 3\"" 210 "Colombia" "Active"
"317" 3 "D" "Ike Opara" "Sporting Kansas City" 25 "6' 2\"" 180 "USA" "Active"
"318" 6 "D" "Kofi Opare" "D.C. United" 24 "6' 2\"" 190 "Canada" "Active"
"319" 21 "M" "Jonathan Osorio" "Toronto FC" 22 "5' 9\"" 161 "Canada" "Active"
"320" 34 "D" "Karl Ouimette" "Montreal Impact" 22 "6'" 175 "Canada" "Active"
"321" 1 "GK" "David Ousted" "Vancouver Whitecaps FC" 29 "6' 4\"" 195 "Denmark" "Active"
"322" 3 "D" "Ambroise Oyongo" "New York Red Bulls" 23 "5' 9\"" 150 "Cameroon" "Active"
"323" 5 "D/M" "Lovel Palmer" "Chicago Fire" 30 "5' 10\"" 160 "Jamaica" "Active"
"324" 2 "D" "Erik Palmer-Brown" "Sporting Kansas City" 17 "6' 1\"" 175 "USA" "Active"
"325" 23 "D" "Norberto Paparatto" "Portland Timbers" 31 "6' 3\"" 180 "Argentina" "Active"
"326" 10 "M" "Marco Pappa" "Seattle Sounders FC" 27 "5' 10\"" 155 "Guatemala" "Active"
"327" NA "D" "Jeff Parke" "" 32 "6' 1\"" 185 "USA" "Active"
"328" 4 "D" "Michael Parkhurst" "Columbus Crew SC" 30 "5' 11\"" 159 "USA" "Active"
"329" 77 "F" "Kévin Parsemain" "Seattle Sounders FC" 26 "5' 10\"" 165 "Martinique" "Active"
"330" NA "D" "Heath Pearce" "Orlando City SC" 30 "5' 10\"" 175 "USA" "Active"
"331" 20 "D" "Taylor Peay" "Portland Timbers" 23 "6' 2\"" 185 "USA" "Active"
"332" NA "M" "Agustín Pelletieri" "" 32 "5' 8\"" 159 "Argentina" "Active"
"333" 18 "GK" "Jaime Penedo" "LA Galaxy" 33 "6'" 160 "Panama" "Active"
"334" NA "D" "Jeanderson Pereira" "Portland Timbers" 23 "5' 11\"" 160 "Brazil" "Active"
"335" 7 "F" "Blas Pérez" "FC Dallas" 33 "6' 1\"" 174 "Panama" "Active"
"336" 15 "M" "Diego Pérez" "Uruguay" 34 "5' 10\"" 179 "Uruguay" "Active"
"337" 11 "M" "Matías Pérez García" "San Jose Earthquakes" 30 "5' 5\"" 145 "Argentina" "Active"
"338" NA "GK" "Brian Perk" "" 25 "5' 11\"" 175 "USA" "Active"
"339" NA "GK" "Troy Perkins" "" 33 "6' 2\"" 190 "USA" "Active"
"340" NA "D" "Damien Perrinelle" "" 31 "6' 1\"" 170 "France" "Active"
"341" 37 "F" "Jacob Peterson" "Sporting Kansas City" 28 "5' 10\"" 165 "USA" "Active"
"342" 10 "M" "Ignacio Piatti" "Montreal Impact" 29 "5' 11\"" 169 "Argentina" "Active"
"343" 80 "M" "Jean-Baptiste Pierazzi" "San Jose Earthquakes" 29 "6' 1\"" 165 "France" "Active"
"344" NA "D" "Thomas Piermayr" "" 25 "6'" 175 "Austria" "Active"
"345" 8 "M" "Gonzalo Pineda" "Seattle Sounders FC" 32 "5' 10\"" 166 "Mexico" "Active"
"346" 16 "D" "Pablo Pintos" "San Jose Earthquakes" 27 "6'" 160 "Uruguay" "Active"
"347" 8 "F" "Joao Plata" "Real Salt Lake" 22 "5' 2\"" 135 "Ecuador" "Active"
"348" NA "D" "Matt Polster" "" 21 "6'" 170 "" "Active"
"349" 18 "M" "Martín Ponce" "" 22 "5' 6\"" 149 "Mexico" "Active"
"350" 13 "M/F" "Chris Pontius" "D.C. United" 27 "6'" 170 "USA" "Active"
"351" NA "M" "Kyle Porter" "" 24 "6'" 160 "Canada" "Active"
"352" NA "F" "Cameron Porter" "" 21 "6' 1\"" 175 "" "Active"
"353" 2 "D" "Alvas Powell" "Portland Timbers" 20 "6'" 165 "Jamaica" "Active"
"354" 8 "M" "Dillon Powers" "Colorado Rapids" 23 "5' 11\"" 170 "United States" "Active"
"355" 99 "F" "Alec Purdie" "" 26 "5' 10\"" 185 "USA" "Active"
"356" NA "D" "Rafael Ramos" "Orlando City SC" 20 "5' 7\"" 148 "Portugal" "Active"
"357" 92 "F" "Rafinha" "" 22 "5' 10\"" 155 "Brazil" "Active"
"358" 4 "D" "Tommy Redding" "Orlando City SC" 17 "6' 2\"" 175 "USA" "Active"
"359" NA "M" "Mike Reidy" "" 23 "5' 7\"" 150 "USA" "Active"
"360" 15 "D" "Dylan Remick" "Seattle Sounders FC" 23 "6'" 165 "USA" "Active"
"361" 26 "M" "Charles Renken" "" 21 "5' 7\"" 140 "Zambia" "Active"
"362" 14 "M/D" "Nigel Reo-Coker" "Montreal Impact" 30 "5' 9\"" 170 "England" "Active"
"363" 28 "GK" "Kyle Reynish" "Chicago Fire" 31 "6' 3\"" 193 "USA" "Active"
"364" NA "M" "Carlos Riascos" "" 20 "" NA "Colombia" "Active"
"365" NA "D" "Jose Ribas" "" 21 "5' 9\"" 157 "Ecuador" "Active"
"366" NA "M" "Pedro Ribeiro" "Orlando City SC" 24 "6' 4\"" 208 "Brazil" "Active"
"367" 16 "F" "Brent Richards" "" 24 "5' 10\"" 165 "USA" "Active"
"368" NA "GK" "Spencer Richey" "" 22 "6' 2\"" 195 "" "Active"
"369" NA "D" "Ryan Richter" "" 25 "6'" 184 "USA" "Active"
"370" NA "GK" "Donovan Ricketts" "Orlando City SC" 37 "6' 4\"" 215 "Jamaica" "Active"
"371" 24 "D" "Liam Ridgewell" "Portland Timbers" 30 "6' 2\"" 175 "England" "Active"
"372" NA "D" "James Riley" "" 32 "5' 10\"" 150 "USA" "Active"
"373" 18 "G" "Nick Rimando" "Real Salt Lake" 35 "5' 9\"" 184 "USA" "Active"
"374" 21 "M" "Chris Ritter" "Chicago Fire" 24 "6' 2\"" 190 "USA" "Active"
"375" NA "F" "Sidney Rivera" "" 21 "6' 2\"" 185 "" "Active"
"376" NA "M" "Martin Rivero" "" 25 "5' 9\"" 160 "Argentina" "Active"
"377" 9 "F" "Octavio Rivero" "Vancouver Whitecaps FC" 22 "6' 2\"" 180 "Uruguay" "Active"
"378" 6 "M" "Michael Roach" "" 26 "6'" 165 "USA" "Active"
"379" 40 "GK" "Quillan Roberts" "Toronto FC" 20 "6'" 200 "Canada" "Active"
"380" 20 "D" "Jalen Robinson" "D.C. United" 20 "5' 9\"" 145 "USA" "Active"
"381" 31 "GK" "Luis Robles" "New York Red Bulls" 30 "5' 11\"" 180 "USA" "Active"
"382" NA "M" "Nik Robson" "" 2015 "6' 1\"" 170 "New Zealand" "Active"
"383" NA "F" "Bryan Róchez" "Orlando City SC" 20 "5' 11\"" 161 "Honduras" "Active"
"384" 22 "D" "Carlos Rodríguez" "" 24 "6'" 160 "Panama" "Active"
"385" 20 "M" "Memo Rodriguez" "Houston Dynamo" 19 "5' 8\"" 142 "USA" "Active"
"386" NA "D" "Raul Rodriguez" "Houston Dynamo" 27 "6'" 165 "Spain" "Active"
"387" 14 "M" "Robbie Rogers" "LA Galaxy" 27 "5' 10\"" 165 "USA" "Active"
"388" NA "F/M" "James Rogers" "" 21 "5' 8\"" 150 "Sierra Leone" "Active"
"389" NA "M" "Cristian Roldan" "" 19 "5' 8\"" 165 "USA" "Active"
"390" 18 "F" "Chris Rolfe" "D.C. United" 31 "5' 8\"" 155 "USA" "Active"
"391" 14 "F" "Colin Rolfe" "" 24 "6'" 175 "USA" "Active"
"392" 15 "F" "Andrés Romero" "Montreal Impact" 25 "5' 10\"" 160 "Argentina" "Active"
"393" 30 "M" "Mauro Rosales" "Vancouver Whitecaps FC" 33 "5' 8\"" 165 "Argentina" "Active"
"394" 5 "M" "Andy Rose" "Seattle Sounders FC" 24 "6' 2\"" 170 "Australia" "Active"
"395" 11 "M" "Kelyn Rowe" "New England Revolution" 23 "5' 8\"" 150 "USA" "Active"
"396" 1 "GK" "Brian Rowe" "LA Galaxy" 26 "6' 1\"" 185 "USA" "Active"
"397" 3 "D" "Brad Rusin" "" 28 "6' 4\"" 213 "USA" "Active"
"398" 16 "M" "Darel Russell" "" 34 "5' 10\"" 163 "England" "Active"
"399" NA "M" "Nic Ryan" "" 23 "5' 8\"" 130 "USA" "Active"
"400" 15 "F" "Álvaro Saborío" "Real Salt Lake" 32 "6'" 170 "Costa Rica" "Active"
"401" NA "M" "Mohammed Saeid" "Columbus Crew SC" 24 "5' 7\"" 141 "Sweden" "Active"
"402" 17 "F" "Omar Salgado" "" 21 "6' 4\"" 210 "USA" "Active"
"403" 6 "M" "Shea Salinas" "San Jose Earthquakes" 28 "5' 10\"" 150 "USA" "Active"
"404" 10 "M" "Lloyd Sam" "New York Red Bulls" 30 "5' 8\"" 163 "England" "Active"
"405" 27 "D" "Ethen Sampson" "Vancouver Whitecaps FC" 21 "5' 10\"" 165 "South Africa" "Active"
"406" NA "D" "Jossimar Sanchez" "" 23 "5' 9\"" 170 "USA" "Active"
"407" 8 "M" "Matías Sánchez" "" 27 "5' 8\"" 160 "Argentina" "Active"
"408" 7 "F" "Vicente Sánchez" "Colorado Rapids" 35 "5' 7\"" 145 "Uruguay" "Active"
"409" 49 "F" "Devon Sandoval" "Real Salt Lake" 23 "6' 1\"" 185 "USA" "Active"
"410" NA "F" "C.J. Sapong" "Philadelphia Union" 26 "6' 1\"" 185 "USA" "Active"
"411" 8 "D" "Kofi Sarkodie" "Houston Dynamo" 23 "5' 9\"" 165 "USA" "Active"
"412" 8 "M" "Marcelo Sarvas" "LA Galaxy" 33 "5' 10\"" 155 "Brazil" "Active"
"413" NA "M" "Sebastian Saucedo" "Real Salt Lake" 17 "5' 7\"" 145 "USA" "Active"
"414" NA "GK" "Josh Saunders" "New York City FC" 33 "6' 4\"" 210 "USA" "Active"
"415" 18 "F" "Aaron Schoenfeld" "Columbus Crew SC" 24 "6' 4\"" 190 "USA" "Active"
"416" 28 "D" "Chris Schuler" "Real Salt Lake" 27 "6' 4\"" 185 "USA" "Active"
"417" NA "F" "Billy Schuler" "" 24 "5' 11\"" 170 "USA" "Active"
"418" 20 "D" "Zach Scott" "Seattle Sounders FC" 34 "5' 11\"" 175 "USA" "Active"
"419" NA "D" "Gonzalo Segares" "" 32 "5' 11\"" 170 "Costa Rica" "Active"
"420" 18 "GK" "Chris Seitz" "FC Dallas" 27 "6' 3\"" 236 "USA" "Active"
"421" NA "D" "Ibrahim Sekagya" "" 34 "6' 1\"" 176 "Uganda" "Active"
"422" NA "F" "Saer Sene" "" 28 "6' 3\"" 185 "France" "Active"
"423" 17 "M" "Dillon Serna" "Colorado Rapids" 20 "5' 7\"" 140 "USA" "Active"
"424" NA "M" "Conor Shanosky" "" 23 "6' 4\"" 185 "USA" "Active"
"425" 23 "D" "Luke Shaw" "England" 19 "6' 1\"" NA "England" "Active"
"426" NA "M" "Brek Shea" "Orlando City SC" 24 "6' 3\"" 180 "USA" "Active"
"427" NA "F" "Khiry Shelton" "" 21 "6' 3\"" 185 "" "Active"
"428" NA "F" "Mark Sherrod" "San Jose Earthquakes" 24 "6' 3\"" 185 "USA" "Active"
"429" 19 "M" "Harry Shipp" "Chicago Fire" 23 "5' 9\"" 145 "USA" "Active"
"430" 22 "GK" "Bobby Shuttleworth" "New England Revolution" 27 "6' 2\"" 205 "USA" "Active"
"431" 11 "M" "Luis Silva" "D.C. United" 26 "5' 11\"" 163 "USA" "Active"
"432" NA "F" "Florent Sinama-Pongolle" "" 30 "5' 9\"" 152 "Réunion" "Active"
"433" 15 "D" "Seth Sinovic" "Sporting Kansas City" 27 "5' 10\"" 170 "USA" "Active"
"434" 14 "D" "Steven Smith" "" 29 "5' 10\"" 160 "Scotland" "Active"
"435" NA "F" "Yannick Smith" "" 24 "5' 9\"" 165 "" "Active"
"436" NA "M" "Donnie Smith" "" 24 "5' 11\"" 160 "USA" "Active"
"437" 19 "M" "Blake Smith" "Montreal Impact" 23 "5' 10\"" 150 "USA" "Active"
"438" 5 "D" "A.J. Soares" "New England Revolution" 26 "6'" 170 "USA" "Active"
"439" NA "GK" "Luis Soffner" "" 23 "6' 4\"" 210 "USA" "Active"
"440" 13 "M" "Josue Soto" "" 26 "5' 8\"" 160 "USA" "Active"
"441" 5 "D" "Bakary Soumare" "Montreal Impact" 29 "6' 4\"" 190 "Mali" "Active"
"442" NA "GK" "Trevor Spangenberg" "" 23 "6' 2\"" 190 "United States" "Active"
"443" 17 "M" "Ben Speas" "Columbus Crew SC" 23 "5' 8\"" 155 "USA" "Active"
"444" NA "M" "Kristinn Steindorsson" "Columbus Crew SC" 24 "5' 8\"" 154 "Iceland" "Active"
"445" NA "M" "Michael Stephens" "Chicago Fire" 25 "5' 9\"" 155 "USA" "Active"
"446" 9 "M" "Khari Stephenson" "San Jose Earthquakes" 33 "6' 2\"" 185 "Jamaica" "Active"
"447" 27 "M" "John Stertzer" "Real Salt Lake" 24 "6'" 170 "USA" "Active"
"448" 23 "M" "Martin Steuble" "Sporting Kansas City" 26 "5' 8\"" 158 "Switzerland" "Active"
"449" 19 "M" "Eric Stevenson" "New York Red Bulls" 24 "5' 8\"" 145 "USA" "Active"
"450" 3 "D/M" "Jordan Stewart" "San Jose Earthquakes" 32 "6'" 180 "England" "Active"
"451" 15 "M" "Matt Stinson" "" 22 "5' 10\"" 165 "Canada" "Active"
"452" NA "M" "Nathan Sturgis" "Houston Dynamo" 27 "5' 10\"" 160 "USA" "Active"
"453" NA "GK" "Brad Stuver" "" 23 "6' 3\"" 180 "USA" "Active"
"454" NA "M" "Alec Sundly" "" 22 "6'" 157 "USA" "Active"
"455" NA "M" "Ben Swanson" "Columbus Crew SC" 17 "5' 6\"" 130 "" "Active"
"456" 22 "D" "Ben Sweat" "Columbus Crew SC" 23 "6' 2\"" 175 "USA" "Active"
"457" 4 "D" "Jermaine Taylor" "Houston Dynamo" 29 "5' 10\"" 195 "Jamaica" "Active"
"458" NA "F" "Tony Taylor" "New York City FC" 25 "6'" 170 "USA" "Active"
"459" 6 "M" "Tony Tchani" "Columbus Crew SC" 25 "6' 4\"" 185 "Cameroon" "Active"
"460" 31 "M" "Russell Teibert" "Vancouver Whitecaps FC" 22 "5' 8\"" 150 "Canada" "Active"
"461" 9 "F" "David Texeira" "FC Dallas" 23 "6'" 179 "Uruguay" "Active"
"462" 18 "M" "Michael Thomas" "" 26 "5' 10\"" 170 "USA" "Active"
"463" NA "M" "Hendry Thomas" "" 29 "5' 11\"" 175 "Honduras" "Active"
"464" 39 "GK" "Simon Thomas" "" 24 "6' 3\"" 190 "Canada" "Active"
"465" 15 "M" "Wells Thompson" "" 31 "5' 10\"" 156 "USA" "Active"
"466" 22 "M" "Tommy Thompson" "San Jose Earthquakes" 19 "5' 7\"" 145 "USA" "Active"
"467" 8 "D" "Chris Tierney" "New England Revolution" 29 "6'" 170 "USA" "Active"
"468" 51 "D" "Maxim Tissot" "Montreal Impact" 22 "5' 11\"" 162 "Canada" "Active"
"469" 25 "D" "Donny Toia" "Montreal Impact" 22 "5' 8\"" 160 "USA" "Active"
"470" NA "F" "Jonathan Top" "" 21 "5' 8\"" 160 "USA" "Active"
"471" 70 "GK" "Paolo Tornaghi" "Vancouver Whitecaps FC" 26 "6' 2\"" 165 "Italy" "Active"
"472" NA "F" "Erick Torres" "Houston Dynamo" 21 "5' 11\"" 168 "Mexico" "Active"
"473" 10 "F" "Gabriel Torres" "Colorado Rapids" 26 "5' 11\"" 165 "Panama" "Active"
"474" NA "D" "Djimi Traoré" "" 34 "6' 3\"" 191 "France" "Active"
"475" 20 "M" "Wil Trapp" "Columbus Crew SC" 21 "5' 8\"" 150 "USA" "Active"
"476" 12 "M/F" "Schillo Tshuma" "Portland Timbers" 22 "5' 10\"" 162 "Zimbabwe" "Active"
"477" 25 "D" "Dylan Tucker-Gangnes" "" 25 "6' 3\"" 190 "USA" "Active"
"478" 2 "D" "Tyler Turner" "Orlando City SC" 18 "5' 11\"" 155 "USA" "Active"
"479" NA "F" "Kris Tyrpak" "San Jose Earthquakes" 22 "5' 11\"" 145 "USA" "Active"
"480" 28 "M" "Victor Ulloa" "FC Dallas" 22 "5' 11\"" 165 "USA" "Active"
"481" 37 "M" "Maximiliano Urruti" "Portland Timbers" 23 "6'" 165 "Argentina" "Active"
"482" 2 "D" "Carlos Valdés" "Philadelphia Union" 29 "6'" 176 "Colombia" "Active"
"483" 8 "M" "Diego Valeri" "Portland Timbers" 28 "5' 10\"" 165 "Argentina" "Active"
"484" NA "D" "Grant Van De Casteele" "" 23 "6' 2\"" 165 "USA" "Active"
"485" 17 "F" "Olman Vargas" "" 29 "6' 2\"" 174 "Costa Rica" "Active"
"486" NA "M" "Sebastian Velasquez" "New York City FC" 23 "5' 7\"" 155 "Colombia" "Active"
"487" NA "D/M" "Agustín Viana" "" 31 "5' 11\"" 165 "USA" "Active"
"488" 21 "M/F" "Michael Videira" "" 29 "5' 10\"" 183 "USA" "Active"
"489" 7 "F" "David Villa" "New York City FC" 33 "5' 9\"" 148 "Spain" "Active"
"490" 19 "D/M" "Jorge Villafaña" "Portland Timbers" 25 "5' 9\"" 150 "USA" "Active"
"491" 11 "M" "Ricardo Villar" "" 35 "5' 9\"" 163 "Brazil" "Active"
"492" 24 "GK" "Jeremy Vuolo" "" 27 "6' 3\"" 196 "USA" "Active"
"493" 2 "D" "Tyson Wahl" "Columbus Crew SC" 30 "6' 2\"" 185 "USA" "Active"
"494" NA "D" "Nicholas Walker" "" 24 "6' 3\"" 190 "Trinidad and Tobago" "Active"
"495" NA "M" "Matt Walker" "" 22 "5' 6\"" 150 "USA" "Active"
"496" 22 "D/M" "Rodney Wallace" "Portland Timbers" 26 "6'" 155 "Costa Rica" "Active"
"497" NA "M" "Grant Ward" "" 20 "5'" 160 "England" "Active"
"498" 26 "M" "Collen Warner" "Toronto FC" 26 "5' 10\"" 178 "USA" "Active"
"499" 4 "D" "Kendall Waston" "Vancouver Whitecaps FC" 27 "6' 5\"" 195 "Costa Rica" "Active"
"500" 27 "M" "Je-Vaughn Watson" "FC Dallas" 31 "6' 1\"" 175 "Jamaica" "Active"
"501" 22 "M" "Matt Watson" "Chicago Fire" 30 "6'" 180 "England" "Active"
"502" NA "D" "Kwame Watson-Siriboe" "New York City FC" 28 "6' 3\"" 196 "USA" "Active"
"503" 33 "M" "Jared Watts" "Colorado Rapids" 22 "6' 1\"" 155 "USA" "Active"
"504" NA "F" "Cam Weaver" "" 31 "6' 4\"" 195 "USA" "Active"
"505" 33 "GK" "Andrew Weber" "Portland Timbers" 31 "6' 2\"" 190 "USA" "Active"
"506" 9 "F" "Andrew Wenger" "Philadelphia Union" 24 "6'" 185 "USA" "Active"
"507" 12 "F" "Aaron Wheeler" "Philadelphia Union" 26 "6' 4\"" 197 "USA" "Active"
"508" 15 "D" "Ethan White" "Philadelphia Union" 24 "6'" 183 "USA" "Active"
"509" NA "F" "Andrew Wiedeman" "" 25 "5' 11\"" 166 "USA" "Active"
"510" NA "D" "Matt Wiet" "" 24 "5' 11\"" 170 "USA" "Active"
"511" 25 "D" "Sheanon Williams" "Philadelphia Union" 24 "5' 11\"" 170 "USA" "Active"
"512" NA "D" "Josh Williams" "New York City FC" 26 "6' 2\"" 192 "USA" "Active"
"513" 31 "D" "Dicoy Williams" "" 28 "6' 2\"" 187 "Jamaica" "Active"
"514" NA "GK" "Joe Willis" "Houston Dynamo" 26 "6' 5\"" 189 "USA" "Active"
"515" NA "D" "Chris Wingert" "New York City FC" 32 "5' 11\"" 165 "USA" "Active"
"516" 40 "GK" "Daniel Withrow" "Portland Timbers" 24 "6' 1\"" 180 "USA" "Active"
"517" 30 "M" "Krystian Witkowski" "" 24 "5' 11\"" 165 "USA" "Active"
"518" 8 "F" "Chris Wondolowski" "San Jose Earthquakes" 31 "6'" 165 "USA" "Active"
"519" 21 "D" "Daniel Woolard" "" 30 "5' 10\"" 155 "USA" "Active"
"520" 99 "F" "Bradley Wright-Phillips" "New York Red Bulls" 29 "5' 8\"" 155 "England" "Active"
"521" NA "D" "Marvell Wynne" "San Jose Earthquakes" 28 "5' 9\"" 180 "USA" "Active"
"522" 17 "D" "DeAndre Yedlin" "Seattle Sounders FC" 21 "5' 8\"" 150 "USA" "Active"
"523" 99 "D" "Luis Zapata" "" 34 "5' 10\"" 170 "Colombia" "Active"
"524" 11 "F" "Gyasi Zardes" "LA Galaxy" 23 "6' 2\"" 175 "USA" "Active"
"525" NA "D" "Eriq Zavaleta" "" 22 "6' 1\"" 185 "USA" "Active"
"526" 14 "M" "Ben Zemanski" "Portland Timbers" 26 "5' 11\"" 150 "USA" "Active"
"527" NA "M" "Alejandro Zendejas" "FC Dallas" 16 "5' 7\"" 145 "USA" "Active"
"528" 25 "D" "Walker Zimmerman" "FC Dallas" 21 "6' 3\"" 185 "USA" "Active"
"529" NA "M" "Sal Zizzo" "New York Red Bulls" 27 "5' 10\"" 165 "USA" "Active"
"530" 8 "M" "Graham Zusi" "Sporting Kansas City" 28 "5' 10\"" 160 "USA" "Active"
"531" 11 "F" "David Accam" "Chicago Fire" 24 "5' 9\"" 154 "Ghana" "Active"
"532" 23 "D/M" "Kellyn Acosta" "FC Dallas" 19 "5' 10\"" 150 "USA" "Active"
"533" NA "D" "Adaílton" "Chicago Fire" 31 "6' 3\"" 180 "Brazil" "Active"
"534" 3 "D" "Sam Adekugbe" "Vancouver Whitecaps FC" 19 "5' 9\"" 165 "England" "Active"
"535" 9 "F" "Fanendo Adi" "Portland Timbers" 24 "6' 4\"" 185 "Nigeria" "Active"
"536" 13 "F" "Tesho Akindele" "FC Dallas" 22 "6' 1\"" 170 "Canada" "Active"
"537" NA "M" "Fatai Alashe" "" 21 "6'" 170 "USA" "Active"
"538" 12 "M" "Eric Alexander" "New York Red Bulls" 26 "6' 1\"" 165 "USA" "Active"
"539" 7 "D/M" "Jordan Allen" "Real Salt Lake" 19 "5' 11\"" 160 "USA" "Active"
"540" 6 "M" "Osvaldo Alonso" "Seattle Sounders FC" 29 "5' 11\"" 165 "Cuba" "Active"
"541" 30 "D" "Kevin Alston" "New England Revolution" 26 "5' 8\"" 160 "USA" "Active"
"542" 24 "F" "Quincy Amarikwa" "Chicago Fire" 27 "5' 9\"" 180 "USA" "Active"
"543" NA "D" "Jalil Anibaba" "Sporting Kansas City" 26 "6'" 185 "USA" "Active"
"544" NA "M" "Bernardo Añor" "Sporting Kansas City" 26 "5' 8\"" 158 "Venezuela" "Active"
"545" 34 "M" "Manny Aparicio" "Toronto FC" 19 "5' 6\"" 149 "Argentina" "Active"
"546" 5 "D" "Armando" "New York Red Bulls" 30 "6' 1\"" 175 "Spain" "Active"
"547" 8 "M" "Davy Arnaud" "D.C. United" 34 "5' 11\"" 160 "USA" "Active"
"548" NA "F" "Jairo Arrieta" "Orlando City SC" 31 "5' 9\"" 150 "Costa Rica" "Active"
"549" 26 "M" "Corey Ashe" "Houston Dynamo" 28 "5' 5\"" 154 "USA" "Active"
"550" NA "M/F" "Dairon Asprilla" "Portland Timbers" 22 "5' 11\"" 165 "Colombia" "Active"
"551" 24 "GK" "Jeff Attinella" "Real Salt Lake" 26 "6' 2\"" 190 "USA" "Active"
