round,home_team,home_score,away_score,away_team,notes
31,Schalke,0,1,Düsseldorf,"(Dobrowolski 30)(sent off: Dobrowolski (Düsseldorf, 69))"
31,Bielefeld,2,3,TSV 1860,"(Kuntz 14, 82 p - Bodden 7, 25, 54)"
31,Bayern,0,0,Freiburg,
31,Bochum,2,1,Stuttgart,"(Michalke 69, Peschel 79 - Hagner 60)(sent off: Haber (Stuttgart, 85))"
31,St. Pauli,1,3,M'gladbach,"(Fröhling 53 - Pettersson 11, Dahlin 78, 90)[May 11]"
31,Leverkusen,5,0,Hamburger,"(N.Kovac 10, Kirsten 30, 49, 64, Sergio 70)"
32,Hansa,0,3,Bayern,"(Ziege 33, Klinsmann 56, Scholl 62)"
32,Düsseldorf,0,3,Karlsruher,"(Keller 68, 90, Dundee 73)[May 17]"
32,Hamburger,0,4,1. FC Köln,"(Munteanu 41, Polster 48, 54, 67)"
32,M'gladbach,6,2,Bochum,"(M.Schneider 60, Neun 68, Dahlin 70, 89,Lupescu 73 p, Juskowiak 75 - Wosz 36, Hutwelker 83)"
32,Stuttgart,0,2,Duisburg,"(Osthoff 52, Osthoff 69)"
32,TSV 1860,2,1,Schalke,"(Hamann 19, Heldt 36 p - Max 51)"
32,Dortmund,2,1,Werder,"(Chapuisat 33, 75 - Unger 51)"
32,Leverkusen,3,0,St. Pauli,"(Kirsten 58, Meijer 75, Lehnhoff 82)[May 18]"
32,Freiburg,2,1,Bielefeld,"(Buric 43, Zeyer 86 - Maas 27)"
33,1. FC Köln,4,0,Leverkusen,"(Polster 11 p, 60, 84 p, Dziwior 45)"
33,Hamburger,2,1,Dortmund,"(Weetendorf 45, 73 - Herrlich 52)"
33,Werder,1,0,Düsseldorf,(Bode 56)
33,Karlsruher,3,0,TSV 1860,"(Häßler 5, Keller 6, Fink 85)"
33,Schalke,0,2,Freiburg,"(Jurcevic 59, Freund 87)"
33,Bielefeld,1,3,Hansa,"(Kuntz 60 p - Akpoborie 34, Beinlich 42, Barbarez 52)[61 März (Hansa) m/pen]"
33,Bayern,4,2,Stuttgart,"(Ziege 20, Scholl 45, Rizzitelli 65, Witeczek 78 -Schwarz 17, Bobic 51)(sent off: Balakov (Stuttgart, 23))"
33,Duisburg,4,2,M'gladbach,"(Hirsch 35, Emmerling 39, Wolters 62, Zeyer 68 -Pettersson 5, Dahlin 84)"
33,Bochum,6,0,St. Pauli,"(Donkov 35, 68, Peschel 71, Gülünoglu 72, Wosz 77,Pfennig 90 o)"
34,St. Pauli,0,2,Duisburg,"(Marin 33, Puschmann 77)"
34,M'gladbach,2,2,Bayern,"(Paßlack 45, Pflipsen 47 - Klinsmann 42,Nerlinger 87)"
34,Stuttgart,4,2,Bielefeld,"(Hagner 22, 68, 86, Verlaat 24 - Kuntz 33, Maul 49)"
34,Hansa,0,1,Schalke,(Latal 89)
34,Freiburg,1,1,Karlsruher,(Jurcevic 36 - Tarnat 15)
34,TSV 1860,0,3,Werder,"(Herzog 44, Hobsch 72, 75)"
34,Düsseldorf,1,1,Hamburger,(Dobrowolski 22 - Jähnig 2)
34,Dortmund,2,1,1. FC Köln,"(Chapuisat 33, But 74 - Kohn 87)"
34,Leverkusen,2,0,Bochum,"(Sergio 9, Ramelow 51)"
