Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Maxime Chanot,NYC,D,6,5,495,0,0,1,0,6,2,0,2,1
Dylan Remick,HOU,D,11,6,537,0,0,1,0,6,5,0,1,0
Chance Myers,SKC,D,11,6,559,0,1,1,0,6,5,2,1,0
Vincent Nogueira,PHI,M,8,8,684,2,0,14,3,6,6,0,1,0
Daigo Kobayashi,NE,M,27,6,701,1,0,13,2,6,2,0,0,0
Julio Baptista,ORL,F,23,5,729,6,3,27,9,6,22,1,1,0
Chris Tierney,NE,D-M,28,27,2321,2,3,19,6,6,9,0,1,0
Walter Restrepo,PHI,M,4,0,81,0,1,1,1,5,2,0,0,0
Juan Esteban Ortiz,DAL,M,5,2,171,0,0,0,0,5,1,0,2,0
Cole Seiler,VAN,D,2,2,180,0,0,0,0,5,0,0,0,0
Amobi Okugo,POR,D-M,4,2,227,0,0,0,0,5,3,0,0,0
Eric Gehrig,CHI,D,5,3,259,0,0,0,0,5,0,0,0,0
Rafael Garcia,LA,D,6,2,269,0,0,0,0,5,2,0,1,0
Chris Schuler,ORL,D,4,3,271,0,0,3,0,5,4,0,0,0
Femi Hollinger-Janzen,NE,F,19,1,273,2,1,10,2,5,2,1,0,0
Darrius Barnes,NE,D,4,4,345,0,0,1,1,5,1,0,0,0
Aubrey David,DAL,D,5,4,363,0,0,0,0,5,5,0,1,0
Román Torres,SEA,D,9,8,765,0,0,6,1,5,5,1,1,0
Michael Stephens,CHI,M,17,11,948,0,2,2,0,5,4,0,1,0
Connor Hallisey,SKC,F,17,12,1072,0,1,18,8,5,12,0,0,0
Caleb Calvert,COL,F,8,1,165,0,0,5,4,4,1,1,1,0
Anatole Abang,RBNY,F,8,2,221,0,0,3,0,4,2,0,0,0
Devon Sandoval,RSL,F,12,2,228,0,0,3,0,4,4,0,0,0
Kwadwo Poku,NYC,M,7,3,268,1,0,3,1,4,8,0,0,0
Dillon Serna,COL,M,9,3,280,1,0,5,3,4,1,1,1,0
Hadji Barry,ORL,F,8,4,293,0,1,1,0,4,4,0,0,0
Chad Barson,CLB,D,7,3,326,0,0,0,0,4,5,0,0,0
Mark Bloom,TOR,D,7,5,339,0,2,2,1,4,4,0,1,0
Mikey Ambrose,ATL,D,5,4,405,0,0,0,0,4,4,0,1,0
Jordi Quintilla,SKC,M,6,6,410,0,1,4,1,4,9,0,1,0
Chad Barrett,SJ,F,20,3,531,2,1,17,7,4,4,8,1,0
Cedrick Mabwati,CLB,M,17,6,593,1,0,12,5,4,5,3,0,0
Dave Romney,LA,D,10,8,730,0,1,1,0,4,7,0,1,0
Zach Loyd,DAL,D,12,10,919,0,0,0,0,4,13,0,1,0
Hector Jimenez,CLB,M,25,14,1239,0,1,14,4,4,10,2,0,0
Nuno Andre Coelho,SKC,D,22,20,1618,1,1,18,3,4,12,0,2,0
Conor Doyle,COL,F,3,0,23,0,0,1,0,3,0,0,2,0
Deybi Flores,VAN,M,1,1,45,0,0,2,0,3,0,0,0,0
Omer Damari,NY,F,4,0,79,0,0,3,0,3,2,0,0,0
Aaron Guillen,DAL,D,2,1,106,0,0,0,0,3,0,0,0,0
Shaun Wright-Phillips,NY,M,7,1,121,0,0,3,1,3,2,1,0,0
Dennis Castillo,COL,D,4,1,123,0,1,1,0,3,2,0,1,0
Matheus Silva,SJ,D,4,2,139,0,0,1,0,3,3,0,1,0
Kianz Froese,CAN,M,5,1,150,0,0,2,0,3,2,0,1,0
Carlos Lizarazo,DAL,M-F,8,2,161,0,0,5,1,3,2,0,0,0
Anthony Jackson-Hamel,MTL,F,7,1,171,1,0,8,3,3,2,1,0,0
Clarence Goodson,SJ,D,2,2,180,0,0,1,0,3,1,0,0,0
Rodrigo Saravia,CLB,M,10,1,208,0,0,0,0,3,2,0,0,0
Harrison Heath,MIN,M,3,3,223,0,0,0,0,3,3,0,1,0
Jalen Robinson,DC,D,4,3,271,0,0,0,0,3,2,0,0,0
Tosaint Ricketts,TOR,F,11,4,399,3,0,20,9,3,8,5,1,1
Karl Ouimette,NY,D,7,6,582,0,0,4,0,3,6,0,0,0
Steven Taylor,POR,D,9,9,810,1,0,4,2,3,6,0,0,0
Rob Lovejoy,HOU,F,2,0,14,0,0,1,0,2,1,0,0,0
Conor Casey,CLB,F,4,0,35,0,0,0,0,2,0,0,0,1
Bradford Jamieson IV,LA,F,3,0,39,0,0,1,1,2,0,0,0,0
David Rocha,HOU,M,4,0,57,0,0,1,0,2,1,0,0,0
Marco Bustos,VAN,M,3,1,63,0,0,1,0,2,0,0,0,0
Collin Martin,MIN,M,2,1,91,0,0,0,0,2,1,1,0,0
Jack McBean,COL,F,2,1,99,0,0,2,0,2,4,0,0,0
Sam Adekugbe,VAN,D,2,1,111,0,0,0,0,2,2,0,0,0
Mehdi Ballouchy,NYC,M,4,1,145,0,0,0,0,2,2,0,0,0
Getterson,DAL,F,4,2,152,0,0,4,2,2,1,0,0,0
Landon Donovan,LA,M-F,6,2,233,1,0,4,1,2,2,0,1,0
Keyner Brown,HOU,D,4,3,285,0,0,1,0,2,0,0,0,0
David Arshakyan,CHI,F,9,3,324,0,0,9,2,2,3,0,0,0
Joey Calistri,CHI,M,14,2,348,1,1,5,4,2,3,1,0,0
Raul Mendiola,LA,M,6,5,375,0,0,2,0,2,5,0,1,0
Luke Mishu,DC,D,7,5,448,0,0,1,0,2,2,0,0,0
Timo Pitter,DAL,M-F,1,0,9,0,0,1,0,1,0,0,0,0
Jose Villarreal,ORL,M,3,0,17,0,0,0,0,1,0,0,1,0
Darwin Jones,SEA,F,2,0,22,0,0,0,0,1,0,0,0,0
Michael Farfan,SEA,M,1,0,26,0,0,0,0,1,0,0,0,0
Colin Bonner,DAL,F,1,1,27,0,0,0,0,1,0,0,0,0
Zachary Herivaux,NE,M,5,0,38,0,0,0,0,1,0,0,0,0
David Choiniere,MTL,M,1,1,76,0,0,2,1,1,0,0,0,0
Samba,NE,D,2,1,91,0,0,1,1,1,1,0,0,0
Jose Escalante,HOU,M,3,1,109,0,0,2,1,1,2,0,0,0
Innocent Emeghara,SJ,F,6,1,115,0,0,5,1,1,3,0,0,0
Justin Bilyeu,NY,D,3,1,117,0,0,2,1,1,0,0,0,0
Kyle Fisher,MTL,D,2,2,180,0,0,0,0,1,0,0,1,0
Donnie Smith,NE,M,3,2,213,0,0,1,1,1,3,0,0,0
Daniel Royer,RBNY,M,6,3,275,1,1,8,2,1,8,1,0,0
Tony Alfaro,SEA,D,6,1,286,0,0,1,0,1,4,0,0,0
Kip Colvey,COL,D,4,3,315,0,1,0,0,1,3,0,0,0
Marshall Hollingsworth,CLB,M,0,0,0,0,0,0,0,0,0,0,0,0
Cole Missimo,PHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Shannon Gomez,NYC,D,0,0,0,0,0,0,0,0,0,0,0,0
Paxton Pomykal,DAL,M,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Washington,PHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Richmond Laryea,ORL,M,0,0,0,0,0,0,0,0,0,0,0,0
Ben Polk,POR,F,0,0,0,0,0,0,0,0,0,0,0,0
Danilo Acosta,RSL,D,0,0,0,0,0,0,0,0,0,0,0,0
Derrick Jones,PHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Victor Mansaray,SEA,F,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Manning,POR,D,0,0,0,0,0,0,0,0,0,0,0,0
Nick Besler,RSL,M,0,0,0,0,0,0,0,0,0,0,0,0
Auston Trusty,PHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Fito Ovalle,RSL,M,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Doody,CHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Conor Donovan,ORL,D,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Brody,RSL,F,0,0,0,0,0,0,0,0,0,0,0,0
Chris Mannella,TOR,M,0,0,0,0,0,0,0,0,0,0,0,0
Romario Williams,ATL,F,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Róchez,ORL,F,0,0,0,0,0,0,0,0,0,0,0,0
Clément Simonin,TOR,D,0,0,0,0,0,0,0,0,0,0,0,0
Chris Durkin,DC,D-M,0,0,0,0,0,0,0,0,0,0,0,0
Ben McKendry,VAN,M,0,0,0,0,0,0,0,0,0,0,0,0
Zach Steinberger,HOU,M,0,0,0,0,0,0,0,0,0,0,0,0
Bradley Bourgeois,HOU,D,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Salloi,SKC,F,0,0,0,0,0,0,0,0,0,0,0,0
Christian Lucatero,HOU,M,0,0,0,0,0,0,0,0,0,0,0,0
Drew Conner,CHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Jordan McCrary,SEA,D,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Sorto,LA,D,0,0,0,0,0,0,0,0,0,0,0,0
Benji Joya,SKC,M,0,0,0,0,0,0,0,0,0,0,0,0
Andy Craven,SEA,F,0,0,0,0,0,0,0,0,0,0,0,0
Zach Carroll,RBNY,D,0,0,0,0,0,0,0,0,0,0,0,0
Michael Gamble,NE,F,0,0,0,0,0,0,0,0,0,0,0,0
Sebastien Ibeagha,NYC,D,0,0,0,0,0,0,0,0,0,0,0,0
Christian Dean,CHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Garcia,HOU,D,0,0,0,0,0,0,0,0,0,0,0,0
Andy Thoma,POR,D,0,0,0,0,0,0,0,0,0,0,0,0
Devron Garcia,ORL,M-D,0,0,0,0,0,0,0,0,0,0,0,0
Alex Zendejas,DAL,M,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy Gagnon-Lapare,MTL,M,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Turner,ORL,D,0,0,0,0,0,0,0,0,0,0,0,0
Mark Sherrod,SJ,F,0,0,0,0,0,0,0,0,0,0,0,0
Ricardo Velazco,RSL,F,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Long,RBNY,D,0,0,0,0,0,0,0,0,0,0,0,0
Connor Brandt,NYC,M-D,0,0,0,0,0,0,0,0,0,0,0,0
Emilio Orozco,RSL,D,0,0,0,0,0,0,0,0,0,0,0,0
Michael Seaton,POR,F,0,0,0,0,0,0,0,0,0,0,0,0
Emery Welshman,RSL,F,0,0,0,0,0,0,0,0,0,0,0,0
Zach Pfeffer,COL,M,0,0,0,0,0,0,0,0,0,0,0,0
Moises Hernandez,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
Chris Korb,DC,D,0,0,0,0,0,0,0,0,0,0,0,0
Paul Clowes,DC,M,0,0,0,0,0,0,0,0,0,0,0,0
Andrea Mancini,DC,F,0,0,0,0,0,0,0,0,0,0,0,0
Juan Ramirez,COL,M,0,0,0,0,0,0,0,0,0,0,0,0
Xavier Kouassi,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Marc Pelosi,SJ,M,0,0,0,0,0,0,0,0,0,0,0,0
Andres Romero,MTL,M,0,0,0,0,0,0,0,0,0,0,0,0
Norberto Paparatto,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Kratz,ATL,M,0,0,0,0,0,0,0,0,0,0,0,0
Sean St. Ledger,COL,D,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Sturgis,SEA,M,0,0,0,0,0,0,0,0,0,0,0,0
Maurice Edu,PHI,M,0,0,0,0,0,0,0,0,0,0,0,0
Markus Halsti,DC,M-D,0,0,0,0,0,0,0,0,0,0,0,0
Steven Lenhart,SJ,F,0,0,0,0,0,0,0,0,0,0,0,0
Neco Brett,POR,M,1,0,1,0,0,0,0,0,0,0,0,0
Joseph Greenspan,COL,D,1,0,1,0,0,0,0,0,1,0,0,0
Amro Tarek,CLB,D,1,0,2,0,0,0,0,0,0,0,0,0
Raheem Edwards,MTL,M,1,0,2,0,0,1,1,0,0,0,0,0
Derrick Etienne Jr.,RBNY,F-M,1,0,4,0,0,0,0,0,0,0,0,0
Pedro Baez,RSL,F,1,0,5,0,0,0,0,0,0,0,0,0
Brett Levis,VAN,D-M,1,0,6,0,0,0,0,0,2,0,0,0
Brandon Allen,NY,F,1,0,7,0,0,0,0,0,1,1,0,0
Collin Fernandez,CHI,M,2,0,8,0,0,1,0,0,2,0,0,0
Agustin Jara,DAL,D,3,0,12,0,0,0,0,0,0,0,0,0
Carlos Ruiz,DAL,F,1,0,13,1,0,1,1,0,0,1,0,0
Ben Swanson,CLB,M,1,0,16,0,0,0,0,0,0,0,0,0
Coy Craft,DAL,F-M,2,0,17,0,0,0,0,0,1,0,0,0
Gbenga Arokoyo,POR,D,1,0,23,0,0,0,0,0,0,0,0,0
Ever Alvarado,HON,D,1,0,29,0,0,0,0,0,2,0,0,0
Emil Larsen,CLB,M,3,0,31,0,0,0,0,0,0,0,0,0
Cameron Porter,MTL,F,2,0,32,0,0,0,0,0,1,0,0,0
Justin Mapp,SKC,M,6,0,43,0,0,1,0,0,0,0,0,0
Tyler Adams,RBNY,M,1,1,45,0,0,0,0,0,0,0,0,0
Alex Morrell,CHI,F,4,0,52,0,0,2,1,0,1,0,0,0
Yair Arboleda,HOU,M,1,1,62,0,0,1,0,0,1,0,0,0
Steve Neumann,NE,M-F,4,1,62,0,0,1,1,0,1,0,0,0
Anderson Conceicao,PHI,D,1,1,90,0,0,1,1,0,2,0,0,0
Phanuel Kavita,RSL,D,1,1,90,0,0,0,0,0,1,0,0,0
Eric Ayuk,PHI,M,1,1,90,0,0,2,2,0,1,0,0,0
Emmanuel Appiah,COL,M,1,1,90,0,0,1,0,0,1,0,0,0
Miguel Aguilar,DC,M,6,0,90,0,0,1,1,0,0,0,0,0
Boyd Okwuonu,RSL,D,2,1,92,0,0,0,0,0,1,0,0,0
Taylor Peay,RSL,D,2,1,109,0,0,0,0,0,1,0,0,0
Ariel Lassiter,LA,F,3,2,133,0,0,3,0,0,0,0,0,0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
