Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Ethan White,NYC,D,13,7,0,0,0,0,0.0
Vincent Nogueira,PHI,M,8,8,0,0,0,0,0.0
Russell Teibert,VAN,M,11,8,0,0,0,0,0.0
Daigo Kobayashi,NE,M,27,6,0,0,0,0,0.0
Chris Klute,POR,D,8,8,0,0,0,0,0.0
Michael Salazar,MTL,F,17,8,0,0,0,0,0.0
David Edgar,VAN,D,8,8,0,0,0,0,0.0
Damien Perrinelle,NY,D,10,7,0,0,0,0,0.0
Octavio Rivero,VAN,F,12,9,0,0,0,0,0.0
Román Torres,SEA,D,9,8,0,0,0,0,0.0
Steven Taylor,POR,D,9,9,0,0,0,0,0.0
Aaron Kovar,LAFC,M,16,10,0,0,0,0,0.0
Tommy Thompson,SJ,M,17,9,0,0,0,0,0.0
Jose Aja,VAN,D,10,9,0,0,0,0,0.0
Hérculez Gómez,SEA,F,21,9,0,0,0,0,0.0
Alejandro Bedoya,PHI,M,10,10,0,0,0,0,0.0
Nick Hagglund,TOR,D,16,8,0,0,0,0,0.0
Calum Mallace,LAFC,M,18,10,0,0,0,0,0.0
Andres Imperiale,SJ,D,11,10,0,0,0,0,0.0
Kofi Opare,DC,D,10,10,0,0,0,0,0.0
Zach Scott,SEA,D,14,9,0,0,0,0,0.0
Jack McInerney,POR,F,24,8,0,0,0,0,0.0
Amadou Dia,MTL,D,11,10,0,0,0,0,0.0
Vytas,POR,D,11,10,0,0,0,0,0.0
Gaston Sauro,CLB,D,13,12,0,0,0,0,0.0
Zach Loyd,DAL,D,12,10,0,0,0,0,0.0
Tyson Wahl,CLB,D,13,11,0,0,0,0,0.0
Kofi Sarkodie,SJ,D,13,12,0,0,0,0,0.0
Wandrille Lefevre,MTL,D,13,12,0,0,0,0,0.0
Rob Vincent,DC,M-F,20,12,0,0,0,0,0.0
Kyle Bekker,MTL,M,18,13,0,0,0,0,0.0
Jordan Smith,VAN,D,17,15,0,0,0,0,0.0
Khaly Thiam,CHI,M,20,15,0,0,0,0,0.0
Jefferson Mena,NYC,D,16,16,0,0,0,0,0.0
Jared Jeffrey,DC,M,21,14,0,0,0,0,0.0
Josh Yaro,PHI,D,17,15,0,0,0,0,0.0
Tommy Redding,RBNY,D,18,16,0,0,0,0,0.0
Tsubasa Endoh,TOR,F,21,15,0,0,0,0,0.0
Bobby Burling,COL,D,16,16,0,0,0,0,0.0
Fraser Aird,CAN,D-M,18,16,0,0,0,0,0.0
Jámison Olave,RSL,D,17,16,0,0,0,0,0.0
Antonio Nocerino,ORL,M,21,19,0,0,0,0,0.0
Chris Wingert,RSL,D,20,18,0,0,0,0,0.0
Shaun Francis,SJ,D,18,17,0,0,0,0,0.0
Nigel de Jong,LA,M,18,18,0,0,0,0,0.0
Ronald Zubar,NY,D,21,19,0,0,0,0,0.0
Victor Ulloa,DAL,M,32,18,0,0,0,0,0.0
Jared Watts,COL,D-M,21,18,0,0,0,0,0.0
Aaron Maund,VAN,D,20,20,0,0,0,0,0.0
Andrew Jacobson,NYC,M,26,18,0,0,0,0,0.0
David Mateos,ORL,D,21,20,0,0,0,0,0.0
Kemar Lawrence,RBNY,D,21,21,0,0,0,0,0.0
Victor Cabrera,MTL,D,23,21,0,0,0,0,0.0
DaMarcus Beasley,HOU,D,24,24,0,0,0,0,0.0
Liam Ridgewell,POR,D,22,22,0,0,0,0,0.0
Kevin Alston,ORL,D,24,21,0,0,0,0,0.0
Ryan Hollingshead,DAL,M,29,22,0,0,0,0,0.0
A.J. DeLaGarza,HOU,D,24,23,0,0,0,0,0.0
London Woodberry,NE,D,25,23,0,0,0,0,0.0
Brian Carroll,PHI,M,26,23,0,0,0,0,0.0
Soni Mustivar,SKC,M,25,24,0,0,0,0,0.0
Sebastian Hines,ORL,D,26,23,0,0,0,0,0.0
Raul Rodriguez,HOU,D,25,24,0,0,0,0,0.0
David Horst,RSL,D,26,24,0,0,0,0,0.0
Ashley Cole,LA,D,26,25,0,0,0,0,0.0
Jason Hernandez,NYC,D,31,26,0,0,0,0,0.0
Matt Hedges,DAL,D,26,26,0,0,0,0,0.0
Laurent Ciman,LAFC,D,28,28,0,0,0,0,0.0
Nick DeLeon,DC,M,32,27,0,0,0,0,0.0
José Gonçalves,NE,D,28,28,0,0,0,0,0.0
Jordan Harvey,LAFC,D,28,28,0,0,0,0,0.0
Tim Parker,RBNY,D,29,28,0,0,0,0,0.0
Chad Marshall,SEA,D,30,30,0,0,0,0,0.0
Walker Zimmerman,LAFC,D,30,30,0,0,0,0,0.0
Matias Laba,VAN,M,32,32,0,0,0,0,0.0
Johan Kappelhof,CHI,D,33,31,0,0,0,0,0.0
Frederic Brillant,DC,D,31,31,0,0,0,0,0.0
Drew Moor,TOR,D,32,32,0,0,0,0,0.0
Richie Marquez,PHI,D,33,33,0,0,0,0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan
