Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Zarek Valentin,POR,D,20,18,1607,1,1,4,3,0/0,25.0,75.0
RJ Allen,ORL,D,24,19,1751,1,6,4,1,0/0,25.0,25.0
Warren Creavalle,PHI,M,27,21,1807,0,1,4,0,0/0,0.0,0.0
Kevin Alston,ORL,D,24,21,1989,0,0,4,1,0/0,0.0,25.0
Justen Glad,RSL,D,28,27,2424,2,1,4,3,0/0,50.0,75.0
Omer Damari,NY,F,4,0,79,0,0,3,0,0/0,0.0,0.0
Shaun Wright-Phillips,NY,M,7,1,121,0,0,3,1,0/0,0.0,33.3
Ariel Lassiter,LA,F,3,2,133,0,0,3,0,0/0,0.0,0.0
Anatole Abang,RBNY,F,8,2,221,0,0,3,0,0/0,0.0,0.0
Devon Sandoval,RSL,F,12,2,228,0,0,3,0,0/0,0.0,0.0
Diego Martinez,NYC,D,4,2,263,0,1,3,1,0/0,0.0,33.3
Kwadwo Poku,NYC,M,7,3,268,1,0,3,1,0/0,33.3,33.3
Chris Schuler,ORL,D,4,3,271,0,0,3,0,0/0,0.0,0.0
Pa-Modou Kah,VAN,D,5,4,395,0,0,3,1,0/0,0.0,33.3
Nick Hagglund,TOR,D,16,8,847,0,0,3,1,0/0,0.0,33.3
Hernan Bernardello,MTL,M,12,11,991,1,1,3,3,0/0,33.3,100.0
Eric Alexander,HOU,M,22,15,1374,0,1,3,1,0/0,0.0,33.3
Matt Besler,SKC,D,18,17,1546,1,1,3,1,0/0,33.3,33.3
A.J. DeLaGarza,HOU,D,24,23,2064,0,0,3,1,0/0,0.0,33.3
Andoni Iraola,NYC,D,29,25,2180,0,1,3,0,0/0,0.0,0.0
José Gonçalves,NE,D,28,28,2519,0,0,3,0,0/0,0.0,0.0
Steven Beitashour,LAFC,D,29,29,2563,0,1,3,0,0/0,0.0,0.0
Johan Kappelhof,CHI,D,33,31,2789,0,0,3,1,0/0,0.0,33.3
Tyrone Mears,MIN,D,32,32,2835,0,2,3,0,0/0,0.0,0.0
Andrew Farrell,NE,D,33,32,2891,0,1,3,1,0/0,0.0,33.3
Deybi Flores,VAN,M,1,1,45,0,0,2,0,0/0,0.0,0.0
Alex Morrell,CHI,F,4,0,52,0,0,2,1,0/0,0.0,50.0
David Choiniere,MTL,M,1,1,76,0,0,2,1,0/0,0.0,50.0
Eric Ayuk,PHI,M,1,1,90,0,0,2,2,0/0,0.0,100.0
Jack McBean,COL,F,2,1,99,0,0,2,0,0/0,0.0,0.0
Jose Escalante,HOU,M,3,1,109,0,0,2,1,0/0,0.0,50.0
Justin Bilyeu,NY,D,3,1,117,0,0,2,1,0/0,0.0,50.0
Kianz Froese,CAN,M,5,1,150,0,0,2,0,0/0,0.0,0.0
Ashtone Morgan,TOR,D,7,0,157,0,0,2,0,0/0,0.0,0.0
Mark Bloom,TOR,D,7,5,339,0,2,2,1,0/0,0.0,50.0
Raul Mendiola,LA,M,6,5,375,0,0,2,0,0/0,0.0,0.0
Marcel de Jong,VAN,D-M,7,5,467,0,0,2,1,0/0,0.0,50.0
Raymon Gaddis,PHI,D,7,5,514,0,1,2,1,0/0,0.0,50.0
Maxim Tissot,MTL,D,7,5,517,1,0,2,1,0/0,50.0,50.0
Josh Williams,CLB,D,15,11,918,0,1,2,0,0/0,0.0,0.0
Gaston Sauro,CLB,D,13,12,918,0,0,2,0,0/0,0.0,0.0
Michael Stephens,CHI,M,17,11,948,0,2,2,0,0/0,0.0,0.0
Tyson Wahl,CLB,D,13,11,1014,0,0,2,0,0/0,0.0,0.0
Kofi Sarkodie,SJ,D,13,12,1043,0,0,2,1,0/0,0.0,50.0
Michael Harrington,CHI,D,19,16,1291,0,1,2,1,0/0,0.0,50.0
Mekeil Williams,COL,D,21,17,1468,0,4,2,0,0/0,0.0,0.0
Marc Burch,MIN,D,28,27,2443,0,3,2,1,0/0,0.0,50.0
Raheem Edwards,MTL,M,1,0,2,0,0,1,1,0/0,0.0,100.0
Collin Fernandez,CHI,M,2,0,8,0,0,1,0,0/0,0.0,0.0
Timo Pitter,DAL,M-F,1,0,9,0,0,1,0,0/0,0.0,0.0
Carlos Ruiz,DAL,F,1,0,13,1,0,1,1,0/0,100.0,100.0
Rob Lovejoy,HOU,F,2,0,14,0,0,1,0,0/0,0.0,0.0
Conor Doyle,COL,F,3,0,23,0,0,1,0,0/0,0.0,0.0
Bradford Jamieson IV,LA,F,3,0,39,0,0,1,1,0/0,0.0,100.0
Justin Mapp,SKC,M,6,0,43,0,0,1,0,0/0,0.0,0.0
David Rocha,HOU,M,4,0,57,0,0,1,0,0/0,0.0,0.0
Yair Arboleda,HOU,M,1,1,62,0,0,1,0,0/0,0.0,0.0
Steve Neumann,NE,M-F,4,1,62,0,0,1,1,0/0,0.0,100.0
Marco Bustos,VAN,M,3,1,63,0,0,1,0,0/0,0.0,0.0
Walter Restrepo,PHI,M,4,0,81,0,1,1,1,0/0,0.0,100.0
Anderson Conceicao,PHI,D,1,1,90,0,0,1,1,0/0,0.0,100.0
Miguel Aguilar,DC,M,6,0,90,0,0,1,1,0/0,0.0,100.0
Emmanuel Appiah,COL,M,1,1,90,0,0,1,0,0/0,0.0,0.0
Samba,NE,D,2,1,91,0,0,1,1,0/0,0.0,100.0
Dennis Castillo,COL,D,4,1,123,0,1,1,0,0/0,0.0,0.0
Matheus Silva,SJ,D,4,2,139,0,0,1,0,0/0,0.0,0.0
Clarence Goodson,SJ,D,2,2,180,0,0,1,0,0/0,0.0,0.0
Donnie Smith,NE,M,3,2,213,0,0,1,1,0/0,0.0,100.0
Oniel Fisher,DC,D,6,2,232,0,1,1,0,0/0,0.0,0.0
Keyner Brown,HOU,D,4,3,285,0,0,1,0,0/0,0.0,0.0
Tony Alfaro,SEA,D,6,1,286,0,0,1,0,0/0,0.0,0.0
Hadji Barry,ORL,F,8,4,293,0,1,1,0,0/0,0.0,0.0
Darrius Barnes,NE,D,4,4,345,0,0,1,1,0/0,0.0,100.0
Luke Mishu,DC,D,7,5,448,0,0,1,0,0/0,0.0,0.0
Maxime Chanot,NYC,D,6,5,495,0,0,1,0,0/0,0.0,0.0
Dylan Remick,HOU,D,11,6,537,0,0,1,0,0/0,0.0,0.0
Chance Myers,SKC,D,11,6,559,0,1,1,0,0/0,0.0,0.0
Russell Teibert,VAN,M,11,8,696,0,0,1,0,0/0,0.0,0.0
Damien Perrinelle,NY,D,10,7,726,0,0,1,0,0/0,0.0,0.0
Dave Romney,LA,D,10,8,730,0,1,1,0,0/0,0.0,0.0
Amadou Dia,MTL,D,11,10,907,0,0,1,0,0/0,0.0,0.0
Victor Cabrera,MTL,D,23,21,1925,0,0,1,0,0/0,0.0,0.0
Tyler Turner,ORL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Romario Williams,ATL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Andrew Brody,RSL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Victor Mansaray,SEA,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Bryan Róchez,ORL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Chris Mannella,TOR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Clément Simonin,TOR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Ben McKendry,VAN,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Daniel Salloi,SKC,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Christian Lucatero,HOU,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Chris Durkin,DC,D-M,0,0,0,0,0,0,0,0/0,0.0,0.0
Anthony Manning,POR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Zach Steinberger,HOU,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Nick Besler,RSL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Auston Trusty,PHI,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Fito Ovalle,RSL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Patrick Doody,CHI,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Conor Donovan,ORL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Derrick Jones,PHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Cole Missimo,PHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Shannon Gomez,NYC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Marshall Hollingsworth,CLB,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Paxton Pomykal,DAL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Bradley Bourgeois,HOU,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Ben Polk,POR,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Jordan McCrary,SEA,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Taylor Washington,PHI,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Richmond Laryea,ORL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Drew Conner,CHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Danilo Acosta,RSL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Emery Welshman,RSL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Michael Seaton,POR,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Emilio Orozco,RSL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Ricardo Velazco,RSL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Aaron Long,RBNY,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Connor Brandt,NYC,M-D,0,0,0,0,0,0,0,0/0,0.0,0.0
Jeremy Gagnon-Lapare,MTL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Alex Zendejas,DAL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Andy Thoma,POR,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Devron Garcia,ORL,M-D,0,0,0,0,0,0,0,0/0,0.0,0.0
Mark Sherrod,SJ,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Oscar Sorto,LA,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Andy Craven,SEA,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Benji Joya,SKC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Sebastien Ibeagha,NYC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Christian Dean,CHI,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Michael Gamble,NE,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Zach Carroll,RBNY,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Kevin Garcia,HOU,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Steven Lenhart,SJ,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Markus Halsti,DC,M-D,0,0,0,0,0,0,0,0/0,0.0,0.0
Nathan Sturgis,SEA,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Maurice Edu,PHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Sean St. Ledger,COL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Chris Korb,DC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Zach Pfeffer,COL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Moises Hernandez,DAL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Juan Ramirez,COL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Marc Pelosi,SJ,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Paul Clowes,DC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Andrea Mancini,DC,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Xavier Kouassi,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Norberto Paparatto,DAL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Andres Romero,MTL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Kevin Kratz,ATL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Neco Brett,POR,M,1,0,1,0,0,0,0,0/0,0.0,0.0
Joseph Greenspan,COL,D,1,0,1,0,0,0,0,0/0,0.0,0.0
Amro Tarek,CLB,D,1,0,2,0,0,0,0,0/0,0.0,0.0
Derrick Etienne Jr.,RBNY,F-M,1,0,4,0,0,0,0,0/0,0.0,0.0
Pedro Baez,RSL,F,1,0,5,0,0,0,0,0/0,0.0,0.0
Brett Levis,VAN,D-M,1,0,6,0,0,0,0,0/0,0.0,0.0
Brandon Allen,NY,F,1,0,7,0,0,0,0,0/0,0.0,0.0
Agustin Jara,DAL,D,3,0,12,0,0,0,0,0/0,0.0,0.0
Ben Swanson,CLB,M,1,0,16,0,0,0,0,0/0,0.0,0.0
Coy Craft,DAL,F-M,2,0,17,0,0,0,0,0/0,0.0,0.0
Jose Villarreal,ORL,M,3,0,17,0,0,0,0,0/0,0.0,0.0
Darwin Jones,SEA,F,2,0,22,0,0,0,0,0/0,0.0,0.0
Gbenga Arokoyo,POR,D,1,0,23,0,0,0,0,0/0,0.0,0.0
Michael Farfan,SEA,M,1,0,26,0,0,0,0,0/0,0.0,0.0
Colin Bonner,DAL,F,1,1,27,0,0,0,0,0/0,0.0,0.0
Ever Alvarado,HON,D,1,0,29,0,0,0,0,0/0,0.0,0.0
Emil Larsen,CLB,M,3,0,31,0,0,0,0,0/0,0.0,0.0
Cameron Porter,MTL,F,2,0,32,0,0,0,0,0/0,0.0,0.0
Conor Casey,CLB,F,4,0,35,0,0,0,0,0/0,0.0,0.0
Zachary Herivaux,NE,M,5,0,38,0,0,0,0,0/0,0.0,0.0
Tyler Adams,RBNY,M,1,1,45,0,0,0,0,0/0,0.0,0.0
Phanuel Kavita,RSL,D,1,1,90,0,0,0,0,0/0,0.0,0.0
Collin Martin,MIN,M,2,1,91,0,0,0,0,0/0,0.0,0.0
Boyd Okwuonu,RSL,D,2,1,92,0,0,0,0,0/0,0.0,0.0
Aaron Guillen,DAL,D,2,1,106,0,0,0,0,0/0,0.0,0.0
Taylor Peay,RSL,D,2,1,109,0,0,0,0,0/0,0.0,0.0
Sam Adekugbe,VAN,D,2,1,111,0,0,0,0,0/0,0.0,0.0
Mehdi Ballouchy,NYC,M,4,1,145,0,0,0,0,0/0,0.0,0.0
Juan Esteban Ortiz,DAL,M,5,2,171,0,0,0,0,0/0,0.0,0.0
Kyle Fisher,MTL,D,2,2,180,0,0,0,0,0/0,0.0,0.0
Cole Seiler,VAN,D,2,2,180,0,0,0,0,0/0,0.0,0.0
Rodrigo Saravia,CLB,M,10,1,208,0,0,0,0,0/0,0.0,0.0
Harrison Heath,MIN,M,3,3,223,0,0,0,0,0/0,0.0,0.0
Amobi Okugo,POR,D-M,4,2,227,0,0,0,0,0/0,0.0,0.0
Eric Gehrig,CHI,D,5,3,259,0,0,0,0,0/0,0.0,0.0
Rafael Garcia,LA,D,6,2,269,0,0,0,0,0/0,0.0,0.0
Jalen Robinson,DC,D,4,3,271,0,0,0,0,0/0,0.0,0.0
Kip Colvey,COL,D,4,3,315,0,1,0,0,0/0,0.0,0.0
Chad Barson,CLB,D,7,3,326,0,0,0,0,0/0,0.0,0.0
Leonardo,HOU,D,4,4,360,0,0,0,0,0/0,0.0,0.0
Aubrey David,DAL,D,5,4,363,0,0,0,0,0/0,0.0,0.0
Mikey Ambrose,ATL,D,5,4,405,0,0,0,0,0/0,0.0,0.0
Ethan White,NYC,D,13,7,676,0,0,0,0,0/0,0.0,0.0
Chris Klute,POR,D,8,8,709,0,0,0,0,0/0,0.0,0.0
Zach Loyd,DAL,D,12,10,919,0,0,0,0,0/0,0.0,0.0
Josh Yaro,PHI,D,17,15,1327,0,0,0,0,0/0,0.0,0.0
Tommy Redding,RBNY,D,18,16,1346,0,0,0,0,0/0,0.0,0.0
Jason Hernandez,NYC,D,31,26,2292,0,0,0,0,0/0,0.0,0.0
Marvell Wynne,SJ,D,32,31,2769,0,1,0,0,0/0,0.0,0.0
Michael Parkhurst,ATL,D,34,34,3036,0,2,0,0,0/0,0.0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
