Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA
N1,10/02/01,PSV Eindhoven,AZ Alkmaar,3,0,H,2,0,H,1.2,4.9,10,1.2,4.7,9,1.22,5,9,1.2,5.2,9
N1,11/02/01,Ajax,Willem II,1,1,D,0,1,A,1.35,4.1,6.5,1.4,3.6,5.5,1.4,4,6,1.4,4,5.8
N1,11/02/01,Feyenoord,Groningen,1,0,H,0,0,D,1.17,5.3,10.5,1.15,5.5,11,1.2,5,10,1.2,5.3,8.5
N1,11/02/01,Waalwijk,Vitesse,3,0,H,1,0,H,2.4,3,2.6,2.35,3,2.35,2.4,3.3,2.4,2.35,3.3,2.45
N1,11/02/01,Roda JC,Roosendaal,2,1,H,2,0,H,1.3,4.4,7.2,1.25,4.3,8,1.36,4,6.75,1.35,4.2,6.3
N1,11/02/01,Utrecht,Nijmegen,1,1,D,0,0,D,1.95,3.2,3.25,1.9,2.9,3.2,1.8,3.4,3.6,1.7,3.25,4
N1,16/02/01,For Sittard,Ajax,0,3,A,0,2,A,4.35,3.4,1.64,4.5,3.3,1.55,4.33,3.5,1.62,3.9,3.6,1.65
N1,17/02/01,Heerenveen,Roda JC,0,0,D,0,0,D,2.17,3,2.95,2.2,2.9,2.7,2.25,3.5,2.5,2.25,3.4,2.5
N1,17/02/01,Roosendaal,AZ Alkmaar,2,3,A,2,1,H,2.62,3.1,2.35,2.7,2.9,2.2,2.5,3.25,2.38,2.5,3.3,2.3
N1,18/02/01,Groningen,Twente,2,0,H,0,0,D,2.15,2.95,3.05,2.3,2.9,2.5,2.1,3.25,2.88,2.1,3.4,2.75
N1,18/02/01,NAC Breda,PSV Eindhoven,1,2,A,0,0,D,4.15,3.3,1.7,4,3.3,1.6,4.33,3.5,1.62,,,
N1,18/02/01,Sparta,Waalwijk,2,2,D,0,0,D,2.7,3,2.32,2.4,3,2.3,2.6,3.4,2.2,2.55,3.4,2.2
N1,18/02/01,Utrecht,Graafschap,3,1,H,1,1,D,1.53,3.4,5.4,1.5,3.4,4.7,1.53,3.6,5,1.5,3.7,5
N1,21/02/01,NAC Breda,Twente,0,0,D,0,0,D,2,3.2,3.1,2.1,3,2.8,1.95,3.4,3.1,1.95,3.45,3
N1,23/02/01,Nijmegen,Sparta,0,3,A,0,2,A,1.48,3.6,5.7,1.55,3.3,4.5,1.57,3.5,4.75,1.6,3.5,4.4
N1,23/02/01,Willem II,Heerenveen,1,6,A,1,3,A,1.72,3.4,3.9,1.65,3.2,3.9,1.7,3.4,4,1.65,3.5,4
N1,24/02/01,AZ Alkmaar,Roda JC,2,4,A,0,3,A,2.45,3,2.55,2.3,3,2.4,2.3,3.5,2.4,2.3,3.4,2.45
N1,24/02/01,Waalwijk,For Sittard,1,0,H,1,0,H,1.42,3.6,6.7,1.4,3.6,5.5,1.4,3.75,6.5,1.4,4,5.8
N1,24/02/01,Twente,Vitesse,2,1,H,1,0,H,2.48,2.9,2.57,2.35,3,2.35,2.3,3.4,2.5,2.3,3.4,2.45
N1,25/02/01,Ajax,Utrecht,2,0,H,2,0,H,1.35,4,7.2,1.35,3.8,6.2,1.4,3.75,6.75,1.4,4,5.8
N1,25/02/01,Feyenoord,PSV Eindhoven,1,2,A,0,1,A,2.2,3,2.75,2.2,2.9,2.7,2.2,3.25,2.75,2.2,3.25,2.75
N1,25/02/01,Groningen,NAC Breda,0,0,D,0,0,D,2.12,3.2,2.85,1.9,3,3.1,1.91,3.4,3.2,1.9,3.4,3.15
N1,02/03/01,Heerenveen,Groningen,0,0,D,0,0,D,1.75,3.3,4.1,1.6,3.2,4.2,1.67,3.4,4.2,1.6,3.5,4.4
N1,02/03/01,Waalwijk,NAC Breda,0,0,D,0,0,D,1.7,3.4,4.2,1.7,3.1,3.8,1.62,3.5,4.33,1.6,3.55,4.3
N1,03/03/01,PSV Eindhoven,Roda JC,0,0,D,0,0,D,1.35,4.1,7.2,1.25,4.3,8,1.36,3.8,7,1.3,4.25,7.5
N1,03/03/01,Willem II,Graafschap,6,0,H,3,0,H,1.47,3.7,5.8,1.45,3.5,5,1.4,3.75,6.5,1.4,4,5.8
N1,04/03/01,Nijmegen,AZ Alkmaar,1,1,D,0,1,A,1.95,3.2,3.4,1.8,3,3.5,1.9,3.4,3.2,1.85,3.4,3.3
N1,04/03/01,Roosendaal,Ajax,1,3,A,1,1,D,5.75,3.8,1.45,6.2,3.8,1.35,5.5,3.8,1.44,5,4,1.45
N1,04/03/01,Sparta,Twente,5,1,H,2,1,H,2.55,3,2.5,2.7,2.9,2.2,2.38,3.25,2.5,2.2,3.3,2.65
N1,04/03/01,Utrecht,For Sittard,1,0,H,1,0,H,1.42,3.9,6.2,1.45,3.5,5,1.4,3.75,6.5,1.4,4,5.8
N1,04/03/01,Vitesse,Feyenoord,0,0,D,0,0,D,2.65,3.1,2.35,2.35,3,2.35,2.6,3.25,2.25,2.62,3.4,2.2
N1,09/03/01,Graafschap,Heerenveen,0,1,A,0,0,D,2.55,3.1,2.45,2.5,2.9,2.3,2.5,3.2,2.38,2.4,3.4,2.35
N1,09/03/01,Roda JC,NAC Breda,1,0,H,0,0,D,1.6,3.5,4.75,1.5,3.4,4.7,1.62,3.4,4.5,1.6,3.5,4.4
N1,10/03/01,AZ Alkmaar,Waalwijk,1,3,A,0,0,D,2.32,3.1,2.7,2,2.9,3,2.38,3.2,2.5,2.3,3.3,2.5
N1,10/03/01,For Sittard,Roosendaal,2,1,H,0,0,D,1.85,3.2,3.7,1.65,3.2,3.8,1.91,3.4,3.2,1.9,3.4,3.15
N1,10/03/01,Twente,Nijmegen,1,1,D,1,0,H,1.85,3,4,1.65,3.2,3.8,1.75,3.5,3.6,1.7,3.5,3.8
N1,11/03/01,Groningen,Ajax,3,3,D,2,3,A,3.85,3.2,1.8,3.6,3.1,1.75,3.75,3.5,1.73,3.55,3.5,1.75
N1,11/03/01,Utrecht,Vitesse,0,0,D,0,0,D,2.28,3.1,2.8,2.35,3,2.35,2.1,3.4,2.75,2.05,3.4,2.8
N1,11/03/01,Willem II,Feyenoord,3,1,H,2,0,H,3.15,3.05,2.1,3,2.9,2,3.4,3.4,1.83,2.87,3.3,2.1
N1,16/03/01,Roosendaal,Vitesse,0,3,A,0,1,A,3.6,3.3,1.85,3.5,3,1.8,3.4,3.3,1.85,3.45,3.4,1.8
N1,17/03/01,AZ Alkmaar,For Sittard,0,2,A,0,1,A,1.58,3.55,4.8,1.65,3.2,3.9,1.57,3.5,4.75,1.55,3.65,4.5
N1,17/03/01,NAC Breda,Heerenveen,2,2,D,1,1,D,2.15,3.15,2.95,2.3,2.9,2.5,2.2,3.1,2.8,2.1,3.25,2.8
N1,17/03/01,Roda JC,Graafschap,3,1,H,2,0,H,1.32,4.2,7,1.35,3.8,6.2,1.33,4,7.5,1.3,4.5,6.8
N1,18/03/01,Ajax,Sparta,9,0,H,5,0,H,1.27,4.65,8.3,1.2,4.7,9,1.29,4.5,7.5,1.35,4.2,6.3
N1,18/03/01,Feyenoord,Twente,5,1,H,2,1,H,1.3,4.5,7.5,1.25,4.3,8,1.3,4.33,7.25,1.3,4.3,7.25
N1,18/03/01,Nijmegen,Groningen,1,0,H,1,0,H,1.92,3.15,3.5,1.9,2.9,3.2,1.91,3.4,3.2,2.05,3.15,3
N1,18/03/01,PSV Eindhoven,Utrecht,5,1,H,3,0,H,1.28,4.6,8,1.2,4.7,9,1.25,4.75,8,1.3,4.5,6.8
N1,18/03/01,Waalwijk,Willem II,3,2,H,1,1,D,1.95,3.15,3.4,2,2.9,3,1.85,3.4,3.3,1.9,3.35,3.2
N1,31/03/01,AZ Alkmaar,Graafschap,0,1,A,0,0,D,1.65,3.45,4.4,1.65,3.2,3.9,1.67,3.4,4.2,1.65,3.55,4
N1,31/03/01,Heerenveen,Roosendaal,2,0,H,1,0,H,1.4,4,6.5,1.25,4.3,8,1.33,4,7.5,1.35,3.9,7
N1,31/03/01,NAC Breda,For Sittard,1,0,H,0,0,D,1.7,3.3,4.3,1.65,3.2,3.9,1.67,3.4,4.2,1.75,3.4,3.7
N1,31/03/01,PSV Eindhoven,Twente,2,1,H,0,0,D,1.25,4.75,8.8,1.2,4.7,9,1.25,4.75,8,1.2,5.3,8.5
N1,31/03/01,Willem II,Roda JC,1,1,D,0,0,D,2.2,3.1,2.9,2.1,2.9,2.9,2.1,3.3,2.8,2.15,3.3,2.7
N1,01/04/01,Groningen,Vitesse,0,1,A,0,0,D,2.5,3.2,2.4,2.9,2.9,2.1,2.4,3.3,2.4,2.4,3.25,2.4
N1,01/04/01,Nijmegen,Ajax,1,0,H,0,0,D,3.55,3.3,1.85,3.3,3,1.85,3.75,3.4,1.75,3.6,3.3,1.8
N1,01/04/01,Waalwijk,Feyenoord,2,0,H,1,0,H,3.05,3.2,2.1,2.7,2.9,2.2,3,3.1,2.1,2.65,3.25,2.2
N1,01/04/01,Sparta,Utrecht,0,1,A,0,1,A,2.4,3.25,2.5,2.3,3,2.4,2.1,3.4,2.75,2.1,3.3,2.8
N1,06/04/01,Utrecht,AZ Alkmaar,1,0,H,1,0,H,1.67,3.4,4.5,1.6,3.2,4.2,1.6,3.5,4.5,1.65,3.5,4
N1,07/04/01,Graafschap,Roosendaal,2,2,D,0,2,A,1.7,3.35,4.4,1.55,3.3,4.5,1.62,3.5,4.33,1.65,3.5,4.1
N1,07/04/01,Heerenveen,Nijmegen,5,0,H,2,0,H,1.9,3.2,3.6,1.9,2.9,3.2,1.9,3.2,3.4,1.75,3.15,4
N1,07/04/01,Twente,Waalwijk,1,1,D,1,0,H,2.37,3.1,2.7,2.3,2.9,2.5,2.38,3.2,2.5,2.35,3.15,2.55
N1,07/04/01,Vitesse,Willem II,1,2,A,1,2,A,1.65,3.35,4.65,1.7,3.1,3.8,1.7,3.4,4,1.7,3.35,4
N1,08/04/01,Ajax,PSV Eindhoven,0,1,A,0,0,D,2.5,3.15,2.45,2.2,2.9,2.7,2.38,3.2,2.5,2.37,3.3,2.5
N1,08/04/01,Groningen,Roda JC,1,3,A,1,2,A,2.55,3.25,2.4,3,2.9,2,2.75,3.2,2.2,2.65,3.3,2.2
N1,08/04/01,NAC Breda,Feyenoord,1,0,H,1,0,H,3.4,3.1,2,3,2.9,2,3.3,3.25,1.91,3.25,3.3,1.9
N1,08/04/01,Sparta,For Sittard,0,2,A,0,0,D,1.83,3.25,3.65,1.9,3,3.1,1.83,3.4,3.4,1.8,3.4,3.45
N1,13/04/01,For Sittard,Nijmegen,2,0,H,1,0,H,2.35,3.05,2.7,2.2,2.9,2.7,2.3,3.1,2.7,2.3,3.1,2.65
N1,14/04/01,AZ Alkmaar,Groningen,2,0,H,0,0,D,2,3.1,3.33,2,2.9,3,1.91,3.25,3.4,1.95,3.3,3.1
N1,14/04/01,Roosendaal,Sparta,1,3,A,1,2,A,2.35,3.15,2.65,2.3,3,2.4,2.38,3.25,2.5,2.35,3.35,2.4
N1,14/04/01,Waalwijk,Heerenveen,1,1,D,0,0,D,1.82,3.3,3.7,1.9,3,3.1,1.8,3.4,3.6,1.8,3.4,3.5
N1,15/04/01,Feyenoord,Graafschap,1,2,A,0,1,A,1.2,5.25,10,1.25,4.3,8,1.2,5.5,8,1.2,5.5,8
N1,15/04/01,Vitesse,PSV Eindhoven,0,0,D,0,0,D,3.25,3.2,2,2.8,3,2.1,3.25,3.4,1.91,3.1,3.5,1.9
N1,16/04/01,Roda JC,Ajax,1,1,D,0,0,D,2.45,3.1,2.53,2.2,3,2.6,2.5,3.25,2.4,2.4,3.25,2.4
N1,16/04/01,Twente,Utrecht,0,0,D,0,0,D,1.97,3.1,3.45,2,2.9,3,2.2,3.2,2.8,2.2,3.3,2.6
N1,16/04/01,Willem II,NAC Breda,1,3,A,0,0,D,1.7,3.4,4.15,1.6,3.2,4.2,1.67,3.4,4.33,1.7,3.4,3.9
N1,20/04/01,PSV Eindhoven,Waalwijk,3,1,H,1,0,H,1.36,4,7.25,1.4,3.6,5.5,1.33,4,7.5,1.35,4,6.8
N1,20/04/01,Utrecht,Willem II,1,0,H,1,0,H,2,3.15,3.3,2,2.9,3,1.85,3.2,3.5,1.85,3.35,3.35
N1,21/04/01,Graafschap,Twente,4,0,H,2,0,H,2.3,3.05,2.8,2,3,2.9,2.1,3.3,2.8,2.1,3.35,2.75
N1,21/04/01,Feyenoord,Nijmegen,3,0,H,2,0,H,1.32,4.25,7.5,1.4,3.6,5.5,1.36,3.8,7,1.35,4,6.8
N1,21/04/01,Groningen,Roosendaal,2,0,H,2,0,H,1.5,3.6,5.6,1.4,3.6,5.5,1.5,3.6,5.2,1.5,3.7,5
N1,21/04/01,Heerenveen,For Sittard,6,1,H,4,0,H,1.55,3.5,5.2,1.55,3.3,4.5,1.62,3.5,4.33,1.55,3.75,4.4
N1,21/04/01,NAC Breda,AZ Alkmaar,0,0,D,0,0,D,1.75,3.3,4.05,1.7,3.1,3.8,1.73,3.5,3.75,1.9,3.35,3.2
N1,21/04/01,Roda JC,Sparta,1,0,H,0,0,D,1.37,4,7,1.3,4,7,1.36,3.8,7,1.4,4,5.8
N1,27/04/01,Ajax,NAC Breda,1,0,H,0,0,D,1.31,4.3,7.65,1.25,4.3,8,1.33,4,7.5,1.35,3.8,7.5
N1,28/04/01,For Sittard,Groningen,1,1,D,0,0,D,1.95,3.2,3.35,1.9,3,3.1,1.8,3.4,3.5,1.85,3.45,3.3
N1,28/04/01,Sparta,Heerenveen,1,3,A,1,2,A,2.5,3.2,2.4,2.8,3,2.1,2.4,3.2,2.5,2.35,3.3,2.45
N1,28/04/01,Twente,AZ Alkmaar,1,0,H,0,0,D,1.82,3.3,3.7,1.9,3,3.1,1.83,3.4,3.5,1.9,3.4,3.15
N1,28/04/01,Vitesse,Graafschap,2,1,H,1,0,H,1.42,3.75,6.5,1.35,3.8,6.2,1.5,3.6,5.5,1.55,3.6,4.75
N1,28/04/01,Willem II,PSV Eindhoven,1,1,D,1,1,D,3.55,3.25,1.85,3.3,3,1.85,3.5,3.4,1.83,3.7,3.4,1.75
N1,29/04/01,Nijmegen,Waalwijk,5,1,H,2,0,H,2.42,3,2.65,2.4,2.9,2.4,2.5,3.2,2.4,2.4,3.3,2.4
N1,29/04/01,Roosendaal,Utrecht,1,2,A,0,1,A,3.7,3.3,1.8,3.6,3.2,1.7,4,3.5,1.67,4,3.55,1.65
N1,29/04/01,Roda JC,Feyenoord,1,0,H,0,0,D,2.45,3.2,2.55,2.2,3,2.6,2.4,3.2,2.5,2.4,3.25,2.5
N1,02/05/01,Heerenveen,Utrecht,1,2,A,1,1,D,1.82,3.3,3.7,1.75,3.1,3.6,1.83,3.4,3.5,1.9,3.4,3.15
N1,03/05/01,Waalwijk,Ajax,2,2,D,2,1,H,2.65,3.25,2.3,2.35,3,2.35,2.8,3.2,2.2,2.5,3.3,2.3
N1,05/05/01,AZ Alkmaar,Willem II,2,3,A,1,2,A,2.11,3.2,2.9,2,3,2.9,2.05,3.25,3,2.05,3.4,2.8
N1,05/05/01,Twente,Roosendaal,4,1,H,3,1,H,1.35,4.1,7.25,1.35,3.8,6.2,1.33,4.2,7.5,1.3,4.25,7.5
N1,05/05/01,Vitesse,Roda JC,1,1,D,0,0,D,2.1,3.1,3.1,2.2,3,2.6,2.1,3.2,3,2.05,3.3,2.9
N1,06/05/01,Graafschap,Nijmegen,2,1,H,0,1,A,1.85,3.25,3.6,1.85,3,3.3,1.8,3.4,3.6,1.85,3.35,3.35
N1,06/05/01,Feyenoord,For Sittard,2,3,A,0,2,A,1.25,4.6,9,1.3,4,7,1.3,4.5,7.5,1.35,4,7
N1,06/05/01,Groningen,Sparta,1,1,D,0,1,A,1.75,3.25,4.1,1.75,3.1,3.6,1.75,3.4,3.8,1.75,3.35,3.7
N1,06/05/01,NAC Breda,Utrecht,0,0,D,0,0,D,2.3,3.15,2.65,2.2,3,2.6,2.38,3.25,2.5,2.45,3.3,2.35
N1,06/05/01,PSV Eindhoven,Heerenveen,3,0,H,1,0,H,1.38,4,6.75,1.4,3.6,5.5,1.44,3.6,6.5,1.4,3.9,6
N1,11/05/01,For Sittard,Twente,0,2,A,0,1,A,1.8,3.45,3.65,1.75,3.2,3.4,1.67,3.5,4,1.75,3.45,3.62
N1,11/05/01,Roosendaal,PSV Eindhoven,1,2,A,1,1,D,6.5,3.9,1.4,6.2,3.8,1.35,5.5,3.75,1.44,6,3.9,1.4
N1,12/05/01,Graafschap,Waalwijk,0,1,A,0,0,D,2.37,3.2,2.6,2.2,3,2.6,2.2,3.3,2.6,2.2,3.35,2.6
N1,12/05/01,Heerenveen,Vitesse,0,0,D,0,0,D,2.35,3.2,2.65,2.3,2.9,2.5,2.4,3.3,2.4,2.35,3.2,2.5
N1,12/05/01,Willem II,Groningen,3,0,H,1,0,H,1.7,3.5,3.9,1.6,3.3,4,1.7,3.5,3.75,1.7,3.4,3.9
N1,13/05/01,Ajax,Feyenoord,3,4,A,2,1,H,1.87,3.15,3.6,1.75,3.1,3.6,1.85,3.3,3.5,1.8,3.25,3.8
N1,13/05/01,Nijmegen,NAC Breda,0,2,A,0,1,A,2.1,3.1,3.05,2,2.9,3,1.91,3.25,3.25,1.95,3.2,3.2
N1,13/05/01,Sparta,AZ Alkmaar,0,3,A,0,0,D,2.2,3.2,2.8,2,3,2.9,2,3.3,3,2.15,3.6,2.55
N1,13/05/01,Utrecht,Roda JC,3,0,H,1,0,H,2.27,3.1,2.77,2.3,2.9,2.5,2.2,3.2,2.75,2.2,3.2,2.7
N1,17/05/01,Ajax,Vitesse,1,2,A,0,1,A,1.55,3.55,4.85,1.6,3.2,4.2,1.57,3.5,4.8,1.65,3.4,4.2
N1,20/05/01,AZ Alkmaar,Heerenveen,2,2,D,0,1,A,2.3,3.1,2.68,2.2,3,2.6,2.3,3.3,2.5,2.3,3.3,2.5
N1,20/05/01,Feyenoord,Utrecht,2,2,D,1,1,D,1.55,3.6,5,1.6,3.4,3.8,1.7,3.6,3.8,1.8,3.35,3.5
N1,20/05/01,Groningen,Waalwijk,1,2,A,1,2,A,2.45,3.1,2.55,2.3,3,2.4,2.5,3.3,2.3,2.6,3.25,2.25
N1,20/05/01,NAC Breda,Sparta,2,0,H,1,0,H,1.63,3.5,4.45,1.55,3.3,4.5,1.62,3.6,4.2,1.65,3.5,4.1
N1,20/05/01,PSV Eindhoven,Graafschap,3,2,H,2,2,D,1.32,4.4,7.6,1.3,4,7,1.4,4.2,5.5,1.4,4,5.75
N1,20/05/01,Roda JC,Nijmegen,4,1,H,0,0,D,1.25,4.6,7.7,1.25,4.3,8,1.29,4.33,8,1.25,4.75,8
N1,20/05/01,Twente,Ajax,1,3,A,1,1,D,3.55,3.4,1.8,3.3,3.2,1.8,,,,3.3,3.4,1.85
N1,20/05/01,Vitesse,For Sittard,3,0,H,1,0,H,1.52,3.85,4.9,1.35,3.8,6.2,,,,1.5,3.8,4.8
N1,20/05/01,Willem II,Roosendaal,3,0,H,2,0,H,1.3,4.45,7.3,1.2,4.7,9,1.25,4.75,8,1.25,4.8,7.5
N1,27/05/01,Ajax,AZ Alkmaar,5,1,H,2,1,H,1.17,5.4,11.1,1.15,5.5,11,1.17,6,9,1.15,6,9.5
N1,27/05/01,Heerenveen,Twente,1,1,D,0,0,D,1.7,3.4,3.9,1.65,3.2,3.8,1.7,3.4,4,1.65,3.5,4
N1,27/05/01,Nijmegen,PSV Eindhoven,2,4,A,1,2,A,3.65,3.25,1.83,3.4,3.1,1.8,,,,3.35,3.5,1.8
N1,27/05/01,Roosendaal,Feyenoord,0,1,A,0,0,D,4.85,3.5,1.57,,,,,,,4.6,3.6,1.55
N1,27/05/01,Waalwijk,Roda JC,3,2,H,2,0,H,2.2,3.2,2.6,2.3,3.1,2.3,2.3,3.4,2.5,2.2,3.55,2.5
N1,27/05/01,Sparta,Vitesse,2,2,D,1,1,D,5.25,4,1.44,,,,5.5,3.75,1.44,5,3.7,1.5
N1,27/05/01,Utrecht,Groningen,6,0,H,4,0,H,1.27,4.7,7.75,1.25,4.3,8,1.22,5,8,1.25,5,7.2
N1,31/05/01,Graafschap,NAC Breda,1,1,D,0,1,A,1.67,3,4.75,,,,1.83,2.75,4.5,1.75,2.9,4.5
N1,31/05/01,For Sittard,Willem II,4,1,H,2,1,H,1.75,3.65,3.5,,,,1.73,3.6,3.6,1.75,3.6,3.45
