Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
N1,26/01/02,Roda JC,Twente,2,1,H,0,1,A,2.02,3.15,3.25,2.1,3,3.1,1.9,3.2,3.5,1.909,3.25,3.4,1.95,3.1,3.35
N1,27/01/02,Den Bosch,Ajax,0,1,A,0,1,A,4,3.3,1.75,4.6,3.4,1.6,3.8,3.4,1.75,3.6,3.4,1.8,3.6,3.3,1.8
N1,27/01/02,Waalwijk,Willem II,0,1,A,0,1,A,1.82,3.25,3.8,1.9,3.2,3.4,1.8,3.4,3.6,1.8,3.25,3.75,1.8,3.2,3.75
N1,27/01/02,Utrecht,Feyenoord,2,2,D,2,1,H,2.6,3.05,2.45,2.4,3.1,2.4,2.5,3.25,2.4,2.5,3.25,2.375,2.4,3.3,2.4
N1,27/01/02,Vitesse,Nijmegen,2,1,H,1,1,D,1.55,3.6,5.1,1.45,3.8,5.4,1.615,3.4,4.75,1.571,3.5,5,1.65,3.4,4.3
N1,31/01/02,Willem II,Groningen,3,1,H,1,1,D,1.6,3.5,4.7,1.65,3.1,4,1.533,3.4,5.5,1.615,3.25,5,1.6,3.5,4.5
N1,01/02/02,Nijmegen,Sparta,1,1,D,0,1,A,1.65,3.5,4.3,,,,1.667,3.4,4.333,1.615,3.5,4.5,1.65,3.4,4.3
N1,02/02/02,AZ Alkmaar,Vitesse,0,0,D,0,0,D,2.25,3.35,2.62,2.4,3,2.6,2.25,3.25,2.7,2.3,3.4,2.5,2.2,3.4,2.6
N1,02/02/02,Den Bosch,Waalwijk,1,0,H,1,0,H,2.25,3.35,2.62,2.3,2.9,2.5,2.2,3.2,2.8,2.2,3.25,2.75,2.2,3.25,2.7
N1,02/02/02,For Sittard,PSV Eindhoven,0,1,A,0,1,A,6.3,3.85,1.42,7,4,1.35,6,3.75,1.444,7,3.75,1.4,6,3.6,1.45
N1,02/02/02,Twente,Graafschap,0,0,D,0,0,D,1.6,3.5,4.7,1.65,3.2,3.9,1.615,3.4,4.75,1.667,3.4,4.333,1.65,3.4,4.3
N1,03/02/02,Feyenoord,Roda JC,5,0,H,2,0,H,1.32,4.3,7.45,1.3,4.2,8,1.364,3.8,7.5,1.333,4.333,7,1.35,3.8,7.5
N1,03/02/02,Groningen,NAC Breda,3,0,H,0,0,D,2.5,3.35,2.35,2.6,3,2.2,2.5,3.25,2.375,2.5,3.25,2.375,2.5,3.25,2.35
N1,03/02/02,Utrecht,Heerenveen,0,0,D,0,0,D,1.92,3.25,3.4,1.9,3.1,3.5,1.85,3.25,3.6,1.833,3.4,3.5,1.75,3.3,3.8
N1,03/02/02,Willem II,Ajax,1,3,A,1,0,H,3.18,3.3,1.98,3.2,3.1,2,3.3,3.2,1.95,3.4,3.25,1.909,3.2,3.25,1.95
N1,05/02/02,Waalwijk,PSV Eindhoven,2,1,H,1,0,H,3.75,3.35,1.81,3.7,3.2,1.8,3.6,3.3,1.833,3.6,3.4,1.8,3.75,3.4,1.75
N1,06/02/02,Feyenoord,For Sittard,1,0,H,0,0,D,1.15,6,11.5,1.15,5.5,11,1.143,6,12,1.111,6.5,15,1.15,5.5,12
N1,06/02/02,NAC Breda,Sparta,2,2,D,1,1,D,1.45,3.75,6,1.45,3.5,5,1.533,3.4,5.5,1.5,3.6,5.5,1.5,3.5,5.5
N1,06/02/02,Roda JC,Utrecht,1,0,H,0,0,D,2.25,3.3,2.65,2.2,3,2.6,2.3,3.25,2.6,2.3,3.25,2.6,2.3,3.2,2.6
N1,08/02/02,Twente,Den Bosch,4,0,H,1,0,H,1.75,3.25,4.1,1.75,3.2,4,1.727,3.25,4.2,1.727,3.2,4.333,1.7,3.15,4.3
N1,09/02/02,AZ Alkmaar,Heerenveen,0,2,A,0,1,A,2.45,3.15,2.52,2.5,3,2.5,2.4,3.2,2.5,2.375,3.25,2.5,2.4,3.3,2.4
N1,09/02/02,Sparta,Graafschap,1,3,A,1,0,H,1.92,3.3,3.35,1.75,3.1,3.6,2,3.2,3.2,1.8,3.25,3.75,1.9,3.15,3.4
N1,09/02/02,Vitesse,For Sittard,1,1,D,1,1,D,1.22,4.95,9.7,1.2,4.7,9,1.3,4.333,8,1.333,4.333,7,1.3,4.3,7.5
N1,10/02/02,Ajax,Waalwijk,3,1,H,1,0,H,1.32,4.3,7.5,1.2,5,10,1.364,4,7,1.333,4.333,7,1.3,4.3,7.5
N1,10/02/02,Groningen,Feyenoord,0,1,A,0,1,A,4.2,3.4,1.7,4,3.3,1.7,4,3.3,1.75,3.6,3.4,1.8,3.6,3.3,1.8
N1,10/02/02,Utrecht,Nijmegen,1,4,A,0,3,A,1.44,4,5.7,1.5,3.4,4.7,1.533,3.4,5.5,1.533,3.4,5.5,1.55,3.45,5
N1,15/02/02,Den Bosch,Sparta,1,1,D,0,1,A,1.7,3.35,4.22,1.8,3.1,3.8,1.727,3.4,4,1.727,3.2,4.333,1.7,3.25,4.2
N1,16/02/02,Graafschap,Roda JC,2,1,H,1,0,H,2.1,3.3,2.9,2.1,3,2.8,2.2,3.1,2.875,2.2,3.25,2.75,1.95,3.25,3.2
N1,16/02/02,Heerenveen,Willem II,3,0,H,1,0,H,1.56,3.55,5,1.6,3.4,4.6,1.571,3.5,5,1.533,3.6,5,1.5,3.7,5
N1,16/02/02,Nijmegen,PSV Eindhoven,0,4,A,0,0,D,3.65,3.4,1.8,4,3.2,1.75,3.6,3.4,1.8,3.25,3.4,1.909,3.6,3.3,1.8
N1,17/02/02,AZ Alkmaar,Ajax,0,0,D,0,0,D,4.1,3.45,1.7,4.4,3.3,1.65,4,3.4,1.727,4,3.4,1.727,4,3.4,1.7
N1,17/02/02,Twente,NAC Breda,1,2,A,0,1,A,2.12,3.2,2.95,2.1,2.9,2.9,2.1,3.2,3,2,3.1,3.3,2,3.2,3.1
N1,17/02/02,Vitesse,Feyenoord,2,1,H,1,1,D,2.7,3.25,2.25,2.4,3.1,2.4,2.8,3.2,2.2,2.75,3.25,2.2,2.85,3.25,2.1
N1,20/02/02,Den Bosch,Groningen,1,4,A,1,2,A,1.7,3.4,4.2,1.7,3.1,3.8,1.667,3.4,4.333,,,,1.7,3.4,3.7
N1,20/02/02,Sparta,AZ Alkmaar,0,4,A,0,2,A,2.1,3.2,3,2.1,3,2.8,2.2,3.2,2.8,,,,2.1,3.2,3.9
N1,23/02/02,Roda JC,Willem II,2,0,H,1,0,H,2.02,3.2,3.2,2.2,2.9,2.7,2,3.2,3.2,2,3.4,3,1.85,3.4,3.3
N1,23/02/02,Vitesse,Den Bosch,1,1,D,1,1,D,1.48,3.65,5.85,1.35,4,7,1.444,3.6,6.5,1.4,3.75,7,1.45,3.65,6
N1,24/02/02,Feyenoord,Twente,1,2,A,0,1,A,1.3,4.35,7.9,1.2,5,10,1.364,3.75,8,1.3,4.333,8,1.3,4.3,7.5
N1,24/02/02,NAC Breda,Ajax,0,1,A,0,0,D,3.1,3.2,2.05,3.1,3,2.1,3.25,3.25,1.95,3,3.2,2.1,3,3.2,2.05
N1,24/02/02,PSV Eindhoven,Utrecht,4,0,H,1,0,H,1.38,4,6.85,1.25,4.5,9,1.364,3.75,8,1.333,4.333,7,1.35,3.8,7.5
N1,24/02/02,Waalwijk,AZ Alkmaar,3,2,H,1,1,D,1.7,3.4,4.2,1.7,3.1,3.8,1.75,3.2,4.2,1.727,3.4,4,1.65,3.3,4.4
N1,27/02/02,For Sittard,Ajax,1,1,D,0,0,D,6.5,3.9,1.42,6.2,3.8,1.35,6.5,3.6,1.444,,,,6,3.9,1.4
N1,01/03/02,NAC Breda,AZ Alkmaar,3,1,H,1,0,H,1.65,3.4,4.65,1.7,3.2,4.2,1.727,3.25,4.2,1.615,3.5,4.5,1.6,3.5,4.5
N1,02/03/02,Graafschap,Den Bosch,0,1,A,0,0,D,1.8,3.25,4,1.8,3.1,3.6,1.727,3.25,4.2,1.8,3.25,3.75,1.65,3.25,4.5
N1,02/03/02,Willem II,Utrecht,4,2,H,1,1,D,2.15,3.1,3.05,2.2,3,2.7,2.25,3.2,2.75,2.2,3.2,2.8,2.1,3,3.1
N1,03/03/02,Ajax,Feyenoord,1,1,D,0,0,D,1.93,3.2,3.5,1.8,3.1,3.8,1.909,3.2,3.5,1.909,3.2,3.5,1.9,3.2,3.5
N1,03/03/02,Groningen,Waalwijk,1,1,D,0,0,D,2.4,3.1,2.65,2.2,3,2.7,2.4,3.25,2.5,2.25,3.4,2.6,2.2,3.25,2.7
N1,03/03/02,Sparta,For Sittard,0,0,D,0,0,D,1.68,3.4,4.4,1.65,3.3,4,1.7,3.4,4.2,,,,1.65,3.3,4.5
N1,03/03/02,Twente,Nijmegen,2,0,H,1,0,H,1.8,3.3,3.8,1.7,3.1,3.8,1.8,3.25,3.8,1.8,3.1,4,1.85,3.3,3.4
N1,04/03/02,Roda JC,Vitesse,0,2,A,0,1,A,2.4,3.05,2.7,2.4,3,2.6,2.375,3.25,2.5,2.375,3.1,2.6,2.2,3.25,2.7
N1,08/03/02,Utrecht,Sparta,4,2,H,2,1,H,1.53,3.6,5.25,1.5,3.7,5,1.533,3.4,5.5,1.533,3.4,5.5,1.45,3.6,6
N1,09/03/02,Den Bosch,NAC Breda,1,2,A,0,1,A,2.45,3.1,2.55,2.4,3.1,2.4,2.4,3.2,2.5,2.3,3.3,2.6,2.35,3.25,2.5
N1,09/03/02,For Sittard,Groningen,0,1,A,0,1,A,2.33,3.1,2.7,2.3,3.1,2.5,2.3,3.2,2.625,2.375,3.25,2.5,2.3,3.3,2.5
N1,09/03/02,Heerenveen,Waalwijk,2,0,H,0,0,D,1.55,3.5,5.2,1.55,3.5,4.8,1.533,3.5,5.25,1.533,3.4,5.5,1.55,3.5,5
N1,09/03/02,PSV Eindhoven,Roda JC,4,1,H,4,0,H,1.3,4.5,7.85,1.2,5,10,1.286,4.5,8,1.25,4.5,10,1.25,4.5,9
N1,09/03/02,Vitesse,Twente,2,0,H,0,0,D,1.68,3.35,4.4,1.65,3.3,4.4,1.7,3.3,4.2,1.667,3.25,4.5,1.65,3.3,4.5
N1,10/03/02,Ajax,Graafschap,4,0,H,1,0,H,1.23,5,9.25,1.2,5,10,1.25,4.75,8.5,1.2,5,11,1.2,5,10
N1,10/03/02,Feyenoord,AZ Alkmaar,4,1,H,3,0,H,1.26,4.65,9,1.25,4.5,9,1.286,4.5,8,1.3,4.333,8,1.25,4.5,9
N1,10/03/02,Nijmegen,Willem II,3,0,H,2,0,H,2.03,3.1,3.25,2.3,3.1,2.5,2.05,3.2,3.1,1.909,3.4,3.25,1.9,3.25,3.3
N1,13/03/02,Heerenveen,For Sittard,3,1,H,1,1,D,1.21,5.25,10,1.2,5,10,1.222,5,9,1.25,4.5,10,1.2,5,10
N1,13/03/02,Nijmegen,Graafschap,3,1,H,0,1,A,1.8,3.25,3.9,1.9,3.2,3.4,1.75,3.25,4,1.8,3.4,3.6,1.7,3.4,3.95
N1,15/03/02,Roda JC,NAC Breda,1,1,D,1,1,D,2.15,3.15,2.95,2.2,3.1,2.8,2.3,3.25,2.6,2.4,3.2,2.5,2.3,3.2,2.6
N1,16/03/02,AZ Alkmaar,Graafschap,2,1,H,1,1,D,1.82,3.25,3.8,1.85,3.1,3.4,1.8,3.4,3.6,1.909,3.25,3.4,1.85,3.3,3.4
N1,16/03/02,Willem II,Sparta,4,0,H,4,0,H,1.6,3.45,4.85,1.55,3.5,4.5,1.615,3.4,4.75,1.615,3.25,5,1.6,3.1,5.25
N1,17/03/02,Ajax,Heerenveen,2,0,H,1,0,H,1.52,3.6,5.3,1.55,3.5,4.8,1.533,3.4,5.5,1.5,3.6,5.5,1.57,3.5,5.0
N1,17/03/02,Feyenoord,Den Bosch,3,0,H,0,0,D,1.24,4.8,9.25,1.2,5,10,1.286,4.2,9,1.25,4.5,10,1.2,5.0,10
N1,17/03/02,Waalwijk,Nijmegen,2,1,H,1,0,H,1.75,3.35,4,1.65,3.3,4,1.8,3.25,3.75,1.727,3.4,4,1.7,3.4,4
N1,17/03/02,Twente,Groningen,0,1,A,0,0,D,1.64,3.45,4.5,1.65,3.3,4,1.7,3.3,4.2,1.727,3.2,4.333,1.6,3.5,4.5
N1,17/03/02,Utrecht,For Sittard,3,0,H,1,0,H,1.32,4.25,8,1.3,4.3,7,1.364,3.8,8,1.3,4.5,7.5,1.3,4.5,7
N1,17/03/02,Vitesse,PSV Eindhoven,0,0,D,0,0,D,2.7,3.1,2.33,2.4,3.1,2.4,2.625,3.2,2.3,2.7,3.2,2.25,2.6,3.2,2.3
N1,22/03/02,For Sittard,AZ Alkmaar,0,1,A,0,1,A,3.05,3.25,2.05,2.8,3.1,2.2,2.75,3.4,2.1,2.8,3.4,2.1,2.85,3.25,2.1
N1,23/03/02,Den Bosch,Willem II,1,2,A,1,0,H,2.15,3.1,2.95,2.2,3,2.7,2.2,3.2,2.75,2.1,3.2,3,2.1,3.25,2.85
N1,23/03/02,Heerenveen,Nijmegen,4,0,H,3,0,H,1.38,3.85,7.2,1.4,3.9,6,1.4,3.8,6.5,1.444,3.75,6,1.35,4,7
N1,23/03/02,NAC Breda,Vitesse,3,3,D,1,0,H,2.1,3.15,3,2.2,3,2.9,2.1,3.2,2.9,2.1,3.25,2.9,2.1,3.25,2.85
N1,24/03/02,Graafschap,Utrecht,0,0,D,0,0,D,2.3,3.15,2.7,2.3,3.1,2.5,2.4,3.2,2.5,2.3,3.25,2.6,2.25,3.2,2.65
N1,24/03/02,Groningen,Roda JC,0,2,A,0,0,D,2,3.15,3.25,2.2,3,2.7,2,3.25,3.1,2,3.2,3.2,1.85,3.3,3.4
N1,24/03/02,PSV Eindhoven,Ajax,1,1,D,1,1,D,1.9,3.1,3.65,1.9,3.1,3.5,1.95,3,3.5,2.1,3.2,3,2,3.1,3.3
N1,24/03/02,Waalwijk,Twente,3,1,H,1,1,D,1.83,3.2,3.8,1.85,3.1,3.4,1.833,3.25,3.6,1.8,3.4,3.6,1.8,3.3,3.65
N1,24/03/02,Sparta,Feyenoord,0,5,A,0,3,A,6.15,3.85,1.42,5.4,3.8,1.45,5,3.75,1.5,5,3.6,1.533,5.25,3.65,1.5
N1,30/03/02,AZ Alkmaar,Twente,0,2,A,0,1,A,1.9,3.3,3.4,2.1,3,3.1,1.909,3.2,3.5,2,3.2,3.2,1.8,3.25,3.7
N1,30/03/02,NAC Breda,Graafschap,1,0,H,0,0,D,1.45,3.8,5.9,1.4,3.9,6,1.444,3.75,6,1.4,3.75,7,1.45,3.75,5.5
N1,30/03/02,Nijmegen,For Sittard,3,1,H,1,1,D,1.35,4.1,7.15,1.35,4,7,1.364,3.75,8,1.364,4,7,1.35,4,7
N1,30/03/02,Roda JC,Sparta,3,0,H,2,0,H,1.5,3.7,5.3,1.55,3.4,4.6,1.5,3.6,5.5,1.5,3.6,5.5,1.45,3.75,5.5
N1,31/03/02,Feyenoord,Waalwijk,1,1,D,0,0,D,1.25,4.65,9.05,1.25,4.5,9,1.3,4.333,8,1.3,4.333,8,1.3,4.2,8
N1,31/03/02,Vitesse,Ajax,3,1,H,0,1,A,2.45,3.25,2.45,2.5,3,2.5,2.7,3.2,2.25,2.7,3.2,2.25,2.6,3.2,2.3
N1,01/04/02,PSV Eindhoven,Heerenveen,4,1,H,2,0,H,1.55,3.5,5.15,1.6,3.4,4.6,1.571,3.5,5,1.571,3.5,5,1.6,3.5,4.5
N1,01/04/02,Utrecht,Den Bosch,3,1,H,0,0,D,1.5,3.65,5.45,1.55,3.4,4.6,1.5,3.4,6,1.444,3.75,6,1.4,3.75,6.5
N1,03/04/02,Ajax,Groningen,4,3,H,1,1,D,1.18,5.5,10,1.2,5,10,1.222,5,9,1.167,5.5,11,1.2,5,10
N1,05/04/02,Twente,Sparta,2,0,H,2,0,H,1.35,4.25,6.8,1.5,3.4,4.7,1.4,4,6.25,,,,1.4,3.75,6.5
N1,06/04/02,Graafschap,Waalwijk,3,1,H,1,0,H,2.1,3.25,2.95,2,3,3,2.1,3.4,2.8,,,,2.15,3.3,2.75
N1,06/04/02,Roda JC,AZ Alkmaar,0,0,D,0,0,D,1.75,3.25,4.1,1.7,3.3,4,1.8,3.25,3.8,,,,1.75,3,4.3
N1,06/04/02,Vitesse,Heerenveen,0,0,D,0,0,D,1.9,3.2,3.4,1.9,3.1,3.5,1.9,3.25,3.4,,,,1.8,3.2,3.75
N1,06/04/02,Willem II,For Sittard,3,0,H,1,0,H,1.25,4.6,9.7,1.3,4.2,7,1.3,4.5,7.5,,,,1.3,4.2,8
N1,07/04/02,Den Bosch,PSV Eindhoven,0,1,A,0,0,D,5.7,3.55,1.5,4.8,3.5,1.55,6,3.75,1.444,,,,5,3.75,1.5
N1,07/04/02,Feyenoord,NAC Breda,0,0,D,0,0,D,1.35,4,7.5,1.4,3.9,6,1.364,3.75,8,,,,1.4,3.75,6.5
N1,07/04/02,Groningen,Nijmegen,2,2,D,2,0,H,1.75,3.35,4,1.9,3.1,3.4,1.727,3.4,4,,,,1.85,3.25,3.5
N1,13/04/02,AZ Alkmaar,Willem II,2,2,D,2,1,H,1.85,3.3,3.6,1.9,3.1,3.4,1.909,3.2,3.5,2,3,3.4,1.85,3.25,3.5
N1,13/04/02,Graafschap,Heerenveen,1,2,A,0,0,D,2.85,3.2,2.15,3.1,3,2.1,2.8,3.2,2.2,2.7,3.2,2.25,2.7,3.25,2.2
N1,13/04/02,Den Bosch,Roda JC,3,1,H,0,0,D,2.2,3.2,2.8,2.2,3.1,2.8,2.3,3.1,2.7,2.25,3.2,2.7,2.3,3.25,2.55
N1,13/04/02,For Sittard,Twente,2,0,H,0,0,D,4.3,3.6,1.6,,,,,,,,,,3.6,3.4,1.75
N1,13/04/02,NAC Breda,Nijmegen,1,3,A,1,1,D,1.4,3.6,6.5,1.35,4,7,1.533,3.4,5.5,1.444,3.75,6,1.5,3.5,5.5
N1,14/04/02,Groningen,Vitesse,0,1,A,0,0,D,,,,2.5,3,2.5,2.75,3.25,2.2,2.7,3.2,2.25,2.7,3.2,2.2
N1,14/04/02,PSV Eindhoven,Feyenoord,2,0,H,1,0,H,1.9,3.15,3.5,1.9,3.1,3.5,1.909,3.2,3.5,1.909,3.2,3.5,1.9,3,3.75
N1,14/04/02,Waalwijk,Utrecht,1,2,A,0,1,A,1.9,3.2,3.5,1.9,3.1,3.4,1.909,3.25,3.4,1.909,3.4,3.25,1.85,3.3,3.6
N1,14/04/02,Sparta,Ajax,0,4,A,0,1,A,7.5,4.4,1.31,7,4.5,1.3,7.5,4.6,1.286,8,4.333,1.3,7.5,4.3,1.3
N1,19/04/02,For Sittard,Feyenoord,1,2,A,1,1,D,7.8,4.6,1.3,7,4.5,1.3,7,4.5,1.286,,,,6.5,4.2,1.35
N1,20/04/02,Heerenveen,Roda JC,0,0,D,0,0,D,1.35,4.1,6.6,1.35,4,7,1.4,3.75,7,1.4,3.75,7,1.4,3.75,6.5
N1,20/04/02,Waalwijk,NAC Breda,4,1,H,0,0,D,2.3,3.3,2.6,2.3,3.2,2.3,,,,2.3,3.2,2.625,2.3,3.3,2.5
N1,20/04/02,Sparta,Vitesse,0,1,A,0,1,A,5.8,3.8,1.47,5,4,1.45,5.5,3.75,1.444,5.5,3.6,1.5,5.25,3.6,1.5
N1,20/04/02,Twente,PSV Eindhoven,1,1,D,1,0,H,4.6,3.65,1.6,5,3.7,1.5,5,3.5,1.571,5,3.5,1.571,4.5,3.5,1.6
N1,20/04/02,Willem II,Graafschap,2,2,D,1,2,A,1.8,3.6,3.5,1.9,3.1,3.1,1.8,3.4,3.6,1.8,3.5,3.5,1.85,3.3,3.4
N1,21/04/02,Ajax,Utrecht,1,0,H,1,0,H,1.25,5.1,8.4,1.25,4.5,9,1.25,4.6,9,1.3,4.333,8,1.3,4.3,7.5
N1,21/04/02,Nijmegen,Den Bosch,2,1,H,0,0,D,1.88,3.4,3.4,1.9,3.1,3.1,1.85,3.4,3.5,1.833,3.3,3.6,1.8,3.3,3.6
N1,24/04/02,Heerenveen,Groningen,2,0,H,0,0,D,1.35,4.2,7.3,1.5,3.5,5.4,1.364,4.2,6.5,1.364,4.333,6,1.35,4.2,6.5
N1,24/04/02,PSV Eindhoven,Willem II,6,0,H,3,0,H,1.2,5.35,10,1.2,5,10,1.222,5,9.5,1.2,5,11,1.2,5,10
N1,24/04/02,Utrecht,AZ Alkmaar,3,2,H,0,1,A,1.6,3.5,4.6,1.6,3.4,4.6,1.571,3.5,5,1.615,3.5,4.5,1.65,3.4,4.25
N1,25/04/02,Graafschap,Feyenoord,1,0,H,0,0,D,5,3.6,1.52,4.6,3.4,1.6,4.8,3.4,1.6,4.5,3.5,1.615,4.25,3.4,1.65
N1,28/04/02,Ajax,Den Bosch,2,0,H,1,0,H,1.15,6,11,1.15,6,12,,,,,,,,,
N1,28/04/02,AZ Alkmaar,Nijmegen,5,0,H,2,0,H,1.77,3.3,3.9,1.85,3.1,3.6,,,,,,,,,
N1,28/04/02,Feyenoord,Heerenveen,3,2,H,1,1,D,1.47,3.8,5.5,1.45,3.8,5.4,,,,,,,,,
N1,28/04/02,Groningen,Graafschap,2,0,H,0,0,D,1.83,3.3,3.6,1.8,3.1,3.8,,,,,,,,,
N1,28/04/02,NAC Breda,For Sittard,3,1,H,1,0,H,1.25,4.85,8.25,1.25,4.5,8,,,,,,,,,
N1,28/04/02,PSV Eindhoven,Sparta,3,0,H,2,0,H,1.1,6.75,14,1.1,7,14,,,,,,,,,
N1,28/04/02,Roda JC,Waalwijk,1,0,H,0,0,D,1.75,3.4,3.85,1.9,3.1,3.4,,,,,,,,,
N1,28/04/02,Twente,Utrecht,2,0,H,0,0,D,1.9,3.25,3.4,1.9,3.1,3.4,,,,,,,,,
N1,28/04/02,Vitesse,Willem II,4,2,H,2,1,H,1.33,4.3,7,1.4,3.9,6,,,,,,,,,
N1,05/05/02,Graafschap,PSV Eindhoven,2,2,D,2,0,H,4.6,3.5,1.6,,,,5,3.5,1.533,,,,5.5,3.5,1.5
N1,05/05/02,Den Bosch,AZ Alkmaar,0,1,A,0,0,D,1.55,3.7,4.7,,,,1.571,3.5,4.75,1.571,3.5,5,1.6,3.5,4.5
N1,05/05/02,For Sittard,Roda JC,0,0,D,0,0,D,3.15,3.2,2,,,,,,,3,3,2.2,2.9,2.9,2.25
N1,05/05/02,Heerenveen,Twente,0,0,D,0,0,D,1.42,3.9,6,,,,,,,1.5,3.6,5.5,1.4,3.75,6.5
N1,05/05/02,Nijmegen,Ajax,0,2,A,0,2,A,6.75,3.2,1.5,,,,5.5,3.1,1.6,5.5,3.4,1.533,4.8,3.3,1.6
N1,05/05/02,Waalwijk,Vitesse,3,2,H,1,1,D,2.5,3.15,2.45,,,,,,,2.4,3.2,2.5,2.35,3.2,2.5
N1,05/05/02,Sparta,Groningen,0,0,D,0,0,D,4.4,2.7,1.8,,,,,,,,,,4,2.8,1.9
N1,05/05/02,Utrecht,NAC Breda,0,0,D,0,0,D,1.9,3.2,3.45,,,,,,,2,3.4,3,1.85,3.25,3.5
N1,05/05/02,Willem II,Feyenoord,0,0,D,0,0,D,2.25,3.25,2.6,,,,,,,,,,2.3,3.3,2.5
