Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
I1,17/02/01,Udinese,Verona,2,1,H,1,0,H,1.56,3.35,5.5,1.6,3,3.5,,,,1.6,3.25,5.25,1.57,3.25,5.5
I1,18/02/01,Atalanta,Vicenza,1,1,D,1,0,H,1.55,3.35,5.8,1.55,3.2,4.8,,,,1.53,3.3,6,1.5,3.4,6
I1,18/02/01,Bari,Juventus,0,1,A,0,0,D,4.1,3.2,1.77,3.6,3.1,1.75,,,,4.33,3.1,1.75,4.5,2.87,1.8
I1,18/02/01,Napoli,Inter,1,0,H,0,0,D,2.7,2.9,2.5,2.7,2.7,2.3,,,,2.63,2.9,2.5,2.8,2.87,2.4
I1,18/02/01,Parma,Brescia,3,0,H,0,0,D,1.44,3.6,7,1.5,3.2,5,,,,1.5,3.3,6.5,1.5,3.4,6
I1,18/02/01,Perugia,Lazio,0,1,A,0,1,A,3.35,3,2.05,3,2.8,2.1,,,,3.4,2.9,2.05,3.6,2.87,2
I1,18/02/01,Reggina,Fiorentina,1,1,D,1,1,D,2.73,2.9,2.45,2.5,2.9,2.3,,,,2.5,2.9,2.63,2.4,2.87,2.75
I1,18/02/01,Roma,Lecce,1,0,H,0,0,D,1.23,4.75,10,1.25,4.3,8,,,,1.25,4.5,10,1.4,3.5,8
I1,24/02/01,Atalanta,Bari,0,0,D,0,0,D,1.45,3.5,6.9,1.45,3.5,5,,,,1.44,3.6,6.5,1.44,3.5,7
I1,24/02/01,Fiorentina,Brescia,2,2,D,1,1,D,1.45,3.55,6.7,1.5,3.2,5,,,,1.5,3.4,6,1.5,3.4,6
I1,25/02/01,Bologna,Napoli,2,1,H,1,1,D,1.65,3.2,5,1.65,3.1,4,,,,1.62,3.25,5,1.66,3.1,5
I1,25/02/01,Inter,Udinese,2,1,H,1,1,D,1.65,3.2,5,1.75,3.1,3.6,,,,1.73,3.25,4.2,1.8,3.3,3.75
I1,25/02/01,Juventus,Milan,3,0,H,1,0,H,1.7,3.1,4.8,1.75,3,3.8,,,,1.7,3.2,4.5,1.72,3.2,4.33
I1,25/02/01,Lazio,Verona,5,3,H,2,0,H,1.25,4.5,10,1.25,4.3,8,,,,1.25,4.5,10,1.22,5,9.5
I1,25/02/01,Lecce,Reggina,2,1,H,1,1,D,1.7,3.1,4.8,1.7,3,4,,,,1.67,3.2,4.75,1.66,3.1,5
I1,25/02/01,Parma,Perugia,5,0,H,2,0,H,1.55,3.3,5.9,1.55,3.3,4.5,,,,1.53,3.3,6,1.57,3.25,5.5
I1,25/02/01,Vicenza,Roma,0,2,A,0,0,D,4.25,3.05,1.8,4,2.8,1.75,,,,5,3.25,1.62,4.5,3.1,1.72
I1,03/03/01,Brescia,Lazio,0,1,A,0,0,D,3.55,3.1,1.94,3.3,2.8,1.9,,,,3.6,3,1.95,3.6,3.1,1.9
I1,03/03/01,Reggina,Bologna,2,1,H,2,0,H,2.4,2.9,2.8,2.3,2.8,2.6,,,,2.4,2.9,2.75,2.4,2.9,2.75
I1,04/03/01,Bari,Fiorentina,2,1,H,1,1,D,2.35,3,2.75,2.5,2.7,2.5,,,,2.6,3,2.5,2.6,2.9,2.5
I1,04/03/01,Milan,Parma,2,2,D,1,1,D,1.88,3.1,3.75,2.2,2.8,2.8,,,,2.05,3.1,3.25,2,3,3.4
I1,04/03/01,Napoli,Lecce,1,1,D,0,0,D,1.85,3,4.05,2,2.7,3.2,,,,1.9,3,3.75,1.83,3,4
I1,04/03/01,Perugia,Vicenza,1,0,H,1,0,H,1.72,3.1,4.6,1.75,3,3.8,,,,1.7,3.2,4.5,1.72,3.1,4.5
I1,04/03/01,Roma,Inter,3,2,H,2,2,D,1.64,3.15,5.1,1.65,3.1,4,,,,1.75,3.25,4.2,1.8,3.25,3.8
I1,04/03/01,Udinese,Juventus,0,2,A,0,1,A,3.5,2.9,2.05,2.9,2.8,2.1,,,,3.4,3,2,3.6,3.1,1.9
I1,04/03/01,Verona,Atalanta,2,1,H,1,1,D,2.5,2.85,2.7,2.2,2.7,2.9,,,,2.38,2.88,2.8,2.37,2.8,2.87
I1,10/03/01,Atalanta,Milan,1,1,D,0,1,A,2.3,2.95,2.85,2.3,2.7,2.7,2.37,2.8,2.87,2.25,2.9,3,2.1,2.8,3.4
I1,10/03/01,Vicenza,Napoli,2,0,H,0,0,D,2,3,3.5,1.9,2.8,3.3,1.91,3,3.75,2,3,3.5,2,3,3.4
I1,11/03/01,Bologna,Lazio,2,0,H,1,0,H,3.35,2.9,2.1,3,2.8,2.1,3.4,3,2,3.5,3,2,3.6,2.87,2
I1,11/03/01,Inter,Verona,2,0,H,1,0,H,1.35,4,7.6,1.35,3.8,6.2,1.4,3.75,7,1.4,3.6,7.5,1.33,3.75,9
I1,11/03/01,Juventus,Reggina,1,0,H,1,0,H,1.18,5.4,11,1.2,4.7,9,1.2,5,11,1.2,5,11,1.16,5.5,12
I1,11/03/01,Lecce,Udinese,2,1,H,1,1,D,2.35,2.9,2.85,2.2,2.7,2.9,2.2,3,3,2.05,3,3.3,2.1,2.87,3.3
I1,11/03/01,Parma,Bari,4,0,H,3,0,H,1.3,4.2,8.65,1.3,4,7,1.36,3.75,8,1.33,4,8,1.33,4,8
I1,11/03/01,Perugia,Fiorentina,2,2,D,2,0,H,2.37,2.9,2.85,2.1,2.8,3,2.2,3,3,2.3,2.9,2.9,2.2,2.87,3.1
I1,11/03/01,Roma,Brescia,3,1,H,1,1,D,1.22,4.8,10.5,1.2,4.7,9,1.25,4.5,10,1.22,4.8,10,1.25,4.5,10
I1,18/03/01,Fiorentina,Bologna,1,1,D,0,1,A,1.8,3.1,4.2,1.85,2.8,3.6,1.8,2.87,4.5,1.85,3.1,3.8,1.9,3,3.75
I1,18/03/01,Lazio,Juventus,4,1,H,1,0,H,2.25,3,2.9,2.1,2.8,3,2.37,2.87,2.8,2.3,2.9,2.9,2.37,2.9,2.75
I1,18/03/01,Lecce,Inter,1,2,A,0,1,A,2.65,2.9,2.55,2.4,2.9,2.4,2.5,2.87,2.62,2.63,2.9,2.5,2.62,2.9,2.5
I1,18/03/01,Milan,Bari,4,0,H,2,0,H,1.3,4.4,8.5,1.3,4,7,1.36,3.75,8,1.3,4.2,8.5,1.33,4.2,7.5
I1,18/03/01,Napoli,Perugia,0,0,D,0,0,D,1.95,3,3.7,1.9,2.7,3.4,1.91,2.87,4,2,3,3.4,2,2.87,3.6
I1,18/03/01,Reggina,Roma,0,0,D,0,0,D,4.85,3.25,1.65,3.8,3.1,1.7,5,3.2,1.67,4.33,3.2,1.73,4.5,3.3,1.66
I1,18/03/01,Udinese,Parma,1,3,A,0,1,A,2.6,2.85,2.65,2.8,2.8,2.2,2.6,3.2,2.37,2.7,3,2.38,2.75,2.9,2.4
I1,18/03/01,Verona,Vicenza,1,0,H,0,0,D,1.9,2.95,4,1.9,2.7,3.4,1.83,3,4,1.9,2.88,4,2,2.75,3.8
I1,19/03/01,Brescia,Atalanta,0,3,A,0,2,A,2.55,2.9,2.6,2.4,2.7,2.6,2.5,2.87,2.62,2.6,2.9,2.5,2.5,2.75,2.8
I1,31/03/01,Bari,Lecce,3,2,H,1,2,A,2.35,2.85,2.95,2.2,2.7,2.9,2.25,3,2.87,2.25,3,2.9,2.25,2.87,3
I1,31/03/01,Vicenza,Fiorentina,1,1,D,1,0,H,2.5,2.8,2.8,2.3,2.7,2.7,2.25,2.87,3,2.3,2.9,2.88,2.4,2.8,2.87
I1,01/04/01,Atalanta,Napoli,1,1,D,0,1,A,1.6,3.35,5.25,1.65,3.1,4,1.67,3.2,5,1.57,3.25,5.5,1.57,3.25,5.5
I1,01/04/01,Juventus,Brescia,1,1,D,1,0,H,1.23,4.9,10,1.2,4.7,9,1.22,5,10,1.25,4.5,10,1.22,5,9.5
I1,01/04/01,Milan,Lazio,1,0,H,0,0,D,2.4,2.9,2.85,2.2,2.7,2.9,2.37,2.87,2.8,2.38,2.88,2.8,2.37,2.87,2.8
I1,01/04/01,Parma,Bologna,0,0,D,0,0,D,1.55,3.4,5.7,1.5,3.2,5,1.61,3.25,5,1.53,3.3,5.75,1.61,3.1,5.5
I1,01/04/01,Perugia,Inter,2,3,A,1,1,D,2.7,2.85,2.55,2.4,2.8,2.5,2.5,2.87,2.62,2.6,2.88,2.6,2.62,2.87,2.5
I1,01/04/01,Reggina,Udinese,1,1,D,0,0,D,2.35,2.95,2.85,2.2,2.8,2.8,2.25,3.2,2.75,2.25,3,2.88,2.25,3,2.87
I1,01/04/01,Roma,Verona,3,1,H,0,1,A,1.23,5,10,1.2,4.7,9,1.2,5,11,1.22,4.75,10,1.2,5,11
I1,08/04/01,Bologna,Perugia,3,2,H,2,2,D,1.72,3.1,4.7,1.65,3.1,4,1.73,2.87,5,1.67,3.1,5,1.72,3.1,4.5
I1,08/04/01,Brescia,Reggina,4,0,H,1,0,H,1.83,3,4.1,1.85,2.8,3.6,1.83,3,4,1.83,3,4,1.72,3.1,4.5
I1,08/04/01,Inter,Vicenza,1,1,D,0,1,A,1.35,4,8,1.35,3.8,6.2,1.25,4.5,10,1.3,4.2,8.5,1.3,4.33,8
I1,08/04/01,Lecce,Atalanta,0,2,A,0,0,D,2.4,3,2.8,2.2,2.8,2.8,2.25,2.75,3.2,2.2,2.88,3.1,2.25,2.75,3.2
I1,08/04/01,Napoli,Milan,0,0,D,0,0,D,2.9,2.75,2.45,2.7,2.7,2.3,2.75,2.75,2.5,2.9,2.88,2.3,3,2.8,2.3
I1,08/04/01,Udinese,Bari,2,0,H,1,0,H,1.55,3.35,5.8,1.5,3.2,5,1.67,3.25,4.5,1.62,3.3,5,1.57,3.5,5
I1,08/04/01,Verona,Juventus,0,1,A,0,1,A,3.85,3.1,1.8,3.2,2.7,2,3.5,2.75,2.1,3.5,3,2,3.4,3,2
I1,09/04/01,Fiorentina,Roma,3,1,H,1,1,D,2.95,2.95,2.3,2.7,2.7,2.3,3.2,2.8,2.2,3,2.88,2.25,3.1,2.87,2.2
I1,14/04/01,Atalanta,Parma,0,1,A,0,1,A,2.5,2.8,2.8,2.3,2.7,2.7,2.37,2.8,2.87,2.5,2.9,2.63,2.5,2.9,2.62
I1,14/04/01,Bari,Napoli,0,1,A,0,0,D,2.05,3,3.4,2.2,2.8,2.8,2.1,2.8,3.4,2.1,3,3.2,2.1,2.9,3.25
I1,14/04/01,Brescia,Verona,1,0,H,1,0,H,1.8,3.05,4.3,1.85,2.8,3.5,1.67,3.25,4.5,1.75,3,4.5,1.8,2.9,4.5
I1,14/04/01,Fiorentina,Lecce,2,0,H,1,0,H,1.58,3.3,5.6,1.55,3.3,4.5,1.5,3.25,6.5,1.53,3.3,6,1.44,3.6,6.5
I1,14/04/01,Juventus,Inter,3,1,H,0,0,D,,,,1.75,2.9,3.8,1.67,3.25,4.5,1.7,3.2,4.33,1.72,3.1,4.5
I1,14/04/01,Milan,Udinese,3,0,H,2,0,H,1.5,3.5,6.2,1.55,3.3,4.5,1.44,3.6,6.5,1.5,3.4,6,1.5,3.3,6.5
I1,14/04/01,Reggina,Lazio,0,2,A,0,1,A,4.15,3.15,1.8,3.6,2.9,1.8,4.5,2.87,1.8,4,3.25,1.75,4,3.1,1.8
I1,14/04/01,Roma,Perugia,2,2,D,0,1,A,1.25,4.65,9.6,1.25,4.3,8,1.25,4.5,10,1.25,4.5,9.5,1.25,4.5,10
I1,14/04/01,Vicenza,Bologna,4,2,H,3,0,H,2.4,2.85,2.9,2.2,2.8,2.8,2.37,2.8,2.87,2.25,2.88,3,2.25,2.87,3
I1,18/04/01,Lazio,Parma,1,0,H,1,0,H,1.73,3.2,4.45,1.8,2.9,3.6,1.73,3.2,4.33,1.8,3.1,4,1.72,3.1,4.5
I1,21/04/01,Inter,Fiorentina,4,2,H,3,0,H,1.8,3.05,4.3,1.8,2.9,3.6,1.8,3.2,4,1.85,3.1,4,1.72,3.1,4.5
I1,21/04/01,Napoli,Brescia,1,1,D,0,0,D,2.05,3,3.4,2,2.7,3.2,2,2.87,3.6,2,2.88,3.6,2,2.9,3.6
I1,22/04/01,Bologna,Bari,4,2,H,1,1,D,1.42,3.65,7.25,1.4,3.6,5.5,1.44,3.6,6.5,1.36,3.8,7.5,1.33,4,8
I1,22/04/01,Lazio,Vicenza,2,1,H,1,0,H,1.27,4.5,9,1.3,4,7,1.3,4.33,8,1.3,4,8,1.28,4.33,8.5
I1,22/04/01,Lecce,Milan,3,3,D,1,2,A,2.9,2.95,2.3,3,2.8,2.1,3,3,2.2,3.3,2.88,2.1,3,3,2.2
I1,22/04/01,Parma,Juventus,0,0,D,0,0,D,2.6,2.75,2.73,2.3,2.7,2.7,2.5,2.87,2.62,2.63,2.9,2.5,2.5,2.9,2.62
I1,22/04/01,Perugia,Atalanta,2,2,D,1,1,D,2.4,2.9,2.8,2.2,2.8,2.8,2.25,2.87,3,2.3,2.9,2.9,2.3,2.8,3
I1,22/04/01,Udinese,Roma,1,3,A,0,2,A,3.6,3.2,1.9,3.3,3,1.85,3.75,3.2,1.83,3.5,3.2,1.9,3.5,3.2,1.9
I1,22/04/01,Verona,Reggina,0,3,A,0,2,A,1.65,3.3,4.8,1.6,3.2,4.2,1.61,3.25,5,1.6,3.25,5,1.57,3.25,5.5
I1,28/04/01,Reggina,Napoli,3,1,H,2,0,H,2.2,2.85,3.2,2.1,2.8,3,2.2,3,3,2.2,3,3,2.2,3,3
I1,28/04/01,Vicenza,Parma,0,1,A,0,0,D,2.95,2.85,2.35,2.8,2.8,2.2,2.75,3,2.37,2.8,3,2.3,3,2.87,2.25
I1,29/04/01,Atalanta,Bologna,2,2,D,0,0,D,2,3,3.55,1.9,2.7,3.4,1.83,2.87,4.33,2.05,2.9,3.4,2,2.87,3.6
I1,29/04/01,Bari,Perugia,3,4,A,2,0,H,2.7,2.9,2.5,2.4,2.9,2.4,2.75,3,2.37,2.7,3,2.4,3.2,2.75,2.2
I1,29/04/01,Brescia,Inter,1,0,H,1,0,H,2.85,2.9,2.4,2.7,2.7,2.3,2.75,3,2.37,2.9,2.9,2.3,2.9,2.9,2.3
I1,29/04/01,Fiorentina,Udinese,2,1,H,0,1,A,1.6,3.3,5.3,1.55,3.3,4.5,1.57,3.4,5.5,1.57,3.25,5.5,1.57,3.25,5.5
I1,29/04/01,Juventus,Lecce,1,1,D,1,1,D,1.2,4.8,11,1.25,4.3,8,1.2,5,11,1.22,5,9,1.22,5,9.5
I1,29/04/01,Milan,Verona,1,0,H,0,0,D,1.27,4.6,9,1.2,4.7,9,1.2,5,11,1.22,4.75,10,1.25,4.5,10
I1,29/04/01,Roma,Lazio,2,2,D,0,0,D,2.4,2.85,2.85,2.3,2.7,2.7,2.37,2.8,2.87,2.3,2.9,2.9,2.37,2.87,2.8
I1,05/05/01,Bologna,Udinese,1,1,D,1,1,D,1.57,3.25,4.8,1.6,3.2,4.2,1.61,3.25,5,1.55,3.4,5.5,1.53,3.4,5.5
I1,05/05/01,Lecce,Brescia,0,3,A,0,1,A,2.05,2.9,3.55,2.1,2.6,3.2,2.25,2.75,3.2,2.1,2.9,3.3,2.2,2.75,3.25
I1,06/05/01,Inter,Atalanta,3,0,H,3,0,H,1.65,3.25,4.95,1.75,2.9,3.8,1.67,3.25,4.5,1.62,3.25,5,1.66,3.1,5
I1,06/05/01,Juventus,Roma,2,2,D,2,0,H,2.17,2.9,3.22,2.1,2.8,3,2.25,2.87,3,2.25,2.88,3,2.2,2.87,3.1
I1,06/05/01,Lazio,Bari,2,0,H,2,0,H,1.15,6,12.5,1.15,5.5,11,1.14,5.5,15,1.14,6,12,1.1,6.5,17
I1,06/05/01,Parma,Napoli,4,0,H,1,0,H,1.35,4.05,7.75,1.35,3.8,6.2,1.36,3.75,8,1.36,3.75,8,1.36,3.75,8
I1,06/05/01,Perugia,Milan,2,1,H,1,1,D,2.88,2.95,2.35,2.9,2.7,2.2,3,2.87,2.25,3.2,2.9,2.1,3,2.8,2.3
I1,06/05/01,Verona,Fiorentina,2,1,H,0,0,D,2.7,2.9,2.5,2.6,2.7,2.4,2.5,2.87,2.62,2.63,2.88,2.5,2.6,2.8,2.6
I1,06/05/01,Vicenza,Reggina,2,1,H,0,0,D,1.82,3.05,4.17,1.75,2.9,3.8,1.8,3.2,4,1.75,3,4.5,1.75,3.15,4.2
I1,11/05/01,Fiorentina,Juventus,1,3,A,1,2,A,2.82,2.95,2.35,2.5,2.7,2.5,2.75,3,2.37,2.88,3,2.25,2.9,2.87,2.3
I1,11/05/01,Inter,Milan,0,6,A,0,2,A,2.47,2.85,2.75,2.3,2.7,2.7,2.5,2.87,2.62,2.4,2.88,2.75,2.5,2.75,2.75
I1,12/05/01,Bari,Vicenza,2,2,D,0,0,D,3.6,3.25,1.85,,,,3.2,3.2,2,3,3.3,2.05,3.6,3.3,1.83
I1,12/05/01,Brescia,Bologna,0,0,D,0,0,D,2.05,2.9,3.4,1.9,2.7,3.4,1.91,3,3.75,2.1,2.9,3.25,2.1,2.8,3.4
I1,12/05/01,Napoli,Lazio,2,4,A,1,1,D,3.8,3.1,1.86,3.6,2.9,1.8,4.33,3.2,1.73,4.2,3.3,1.73,3.75,3.2,1.83
I1,12/05/01,Reggina,Parma,2,0,H,1,0,H,3.1,3.05,2.13,3,2.9,2,3.4,2.8,2.1,3,3,2.2,3.2,3,2.1
I1,12/05/01,Roma,Atalanta,1,0,H,0,0,D,1.25,4.2,9,1.4,3.6,5.5,1.36,3.75,8,1.3,4.33,8,1.25,4.5,10
I1,12/05/01,Udinese,Perugia,3,3,D,0,3,A,1.9,3.05,3.75,1.8,3,3.5,1.8,3.2,4,1.75,3.2,4.33,1.75,3.2,4.2
I1,12/05/01,Verona,Lecce,0,0,D,0,0,D,1.9,3,3.65,1.9,2.8,3.3,1.83,3,4,1.85,3,4,1.9,2.87,4
I1,17/05/01,Milan,Fiorentina,1,2,A,1,2,A,1.5,3.45,5.8,1.6,3,4.5,1.44,3.6,6.5,1.5,3.4,6,1.57,3.25,5.5
I1,17/05/01,Parma,Inter,3,1,H,1,0,H,1.85,3.15,3.9,2,2.7,3.2,1.73,3.2,4.33,1.85,3,4,1.83,3.2,3.75
I1,20/05/01,Atalanta,Reggina,1,1,D,1,1,D,1.68,3.25,4.65,1.7,3.1,3.8,1.73,3.4,4,1.75,3.2,4.2,1.8,3.1,4
I1,20/05/01,Bari,Roma,1,4,A,0,2,A,7.45,4.8,1.28,5.5,3.6,1.4,8,3.75,1.36,7.5,4.33,1.33,8.5,4.33,1.28
I1,20/05/01,Bologna,Juventus,1,4,A,1,2,A,3.32,3,2.05,3,2.8,2.1,3.6,2.87,2,3.25,3.1,2,3.1,3.1,2.1
I1,20/05/01,Lazio,Udinese,3,1,H,2,0,H,1.32,4.25,7.8,1.3,4,7,1.4,3.75,7,1.36,3.75,8,1.36,4,7
I1,20/05/01,Napoli,Verona,2,0,H,1,0,H,1.85,3.1,3.9,1.8,2.8,3.8,1.8,3.25,3.75,1.75,3.1,4.33,1.72,3.25,4.2
I1,20/05/01,Perugia,Brescia,2,2,D,0,1,A,1.98,2.75,4,1.9,2.8,3.3,2.1,2.8,3.4,2.05,2.8,3.6,2.1,2.62,3.75
I1,20/05/01,Vicenza,Lecce,0,0,D,0,0,D,1.9,2.9,4,1.85,2.8,3.5,1.8,3,4.33,1.91,2.88,4,1.83,2.87,4.33
I1,27/05/01,Brescia,Vicenza,2,1,H,2,0,H,2.1,2.4,4.4,1.85,2.5,4,2.25,2.1,5,2.05,2.4,3.8,,,
I1,27/05/01,Fiorentina,Atalanta,1,1,D,1,1,D,1.8,3.05,4.15,1.65,3.1,4,1.73,3.2,4.33,1.91,3.2,3.5,1.8,3,4.2
I1,27/05/01,Inter,Lazio,1,1,D,0,1,A,3.4,3.05,1.9,3.5,3,1.8,4.5,3.25,1.67,4.5,3.25,1.67,4,3.3,1.75
I1,27/05/01,Juventus,Perugia,1,0,H,0,0,D,1.2,5,9.7,1.25,4.3,8,1.28,4.5,8,1.22,5,9,1.17,6,10
I1,27/05/01,Lecce,Parma,1,2,A,0,0,D,2.57,2.9,2.55,2.4,2.5,2.8,2.5,2.75,2.75,2.5,2.88,2.6,2.4,2.7,2.9
I1,27/05/01,Reggina,Bari,1,0,H,0,0,D,1.17,4.8,10,1.25,4.3,8,,,,1.25,4.75,9,1.12,6.5,12
I1,27/05/01,Roma,Milan,1,1,D,0,1,A,1.55,3.35,5.25,1.7,3.1,3.8,1.61,3.25,5,1.67,3.3,4.5,1.62,3.25,5
I1,27/05/01,Udinese,Napoli,0,0,D,0,0,D,1.77,3.1,4.25,1.8,2.9,3.6,1.73,3.2,4.33,1.7,3.25,4.33,1.7,3.3,4.2
I1,27/05/01,Verona,Bologna,5,4,H,3,1,H,2.13,3.1,3,2.1,3.1,2.7,2,3.2,3.2,2.1,3.2,3,2.1,3.1,3.1
I1,10/06/01,Atalanta,Udinese,0,1,A,0,0,D,2.05,2.8,3.6,1.85,2.8,3.5,2,2.8,3.75,2.1,3,3.2,2.1,2.7,3.6
I1,10/06/01,Bari,Inter,1,2,A,1,1,D,8,4.3,1.3,5,3.8,1.4,,,,7,4,1.36,7,4,1.36
I1,10/06/01,Bologna,Lecce,2,2,D,0,1,A,1.85,3,3.95,1.75,3.1,3.6,1.8,3.2,4,1.85,3.3,3.6,1.9,2.87,4
I1,10/06/01,Lazio,Fiorentina,3,0,H,2,0,H,1.3,4.3,8,1.3,4,7,1.3,4.33,8,1.3,4.5,7.5,1.3,4.2,8.5
I1,10/06/01,Milan,Brescia,1,1,D,0,0,D,1.38,3.85,7.1,1.35,3.8,6.2,1.4,3.75,7,1.4,3.75,7,1.36,3.75,8
I1,10/06/01,Napoli,Roma,2,2,D,1,1,D,4.4,3.35,1.6,3.6,2.9,1.8,4.5,3.25,1.67,5.25,3.4,1.53,4.33,3.4,1.66
I1,10/06/01,Parma,Verona,1,2,A,0,1,A,,,,,,,,,,2,3.5,2.9,2.1,3.5,2.75
I1,10/06/01,Perugia,Reggina,1,1,D,0,1,A,2.7,2.85,2.5,1.9,3,3.1,2.5,2.87,2.62,2.5,3,2.5,3,2.87,2.25
I1,10/06/01,Vicenza,Juventus,0,3,A,0,2,A,4.1,3.4,1.65,3.6,2.9,1.8,4.5,3.5,1.61,4.33,3.4,1.67,4.33,3.4,1.66
I1,17/06/01,Brescia,Bari,3,1,H,2,1,H,1.3,4.3,6.5,1.3,4.5,6,1.33,4,8,1.3,4,9,1.3,4,9
I1,17/06/01,Fiorentina,Napoli,1,2,A,0,0,D,,,,,,,3,3.2,2.1,2.9,3.5,2,3.3,3.4,1.9
I1,17/06/01,Inter,Bologna,2,1,H,2,0,H,1.82,3.1,3.85,1.9,3.1,3,1.8,3.2,4,1.7,3.2,4.5,1.8,3.1,4
I1,17/06/01,Juventus,Atalanta,2,1,H,1,0,H,1.08,6,13,1.2,5,8,1.14,5.5,15,1.13,6,13,1.08,8,17
I1,17/06/01,Lecce,Lazio,2,1,H,0,1,A,2.45,3.6,2.1,2.35,3.4,2,,,,2.6,3.75,2.1,2.65,3.6,2.1
I1,17/06/01,Reggina,Milan,2,1,H,0,0,D,1.55,4.15,4.1,,,,,,,1.53,4,4,,,
I1,17/06/01,Roma,Parma,3,1,H,2,0,H,1.27,4.2,8,1.25,4.5,7,1.28,4.5,8,1.29,4.33,8.5,1.33,4,8
I1,17/06/01,Udinese,Vicenza,2,3,A,2,3,A,,,,,,,2.87,3.25,2.1,2.8,3.4,2.1,2.75,3.25,2.2
I1,17/06/01,Verona,Perugia,2,1,H,1,0,H,1.17,5.25,9,,,,1.28,4.33,9,1.29,4.33,8.5,1.22,5,9.5
