Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
I1,06/10/13,Parma,Sassuolo,3,1,H,1,1,D,10,16,3,7,18,16,3,6,2,2,1,1,1.57,3.75,6,1.57,3.8,6,1.6,3.7,5.4,1.6,3.75,6,1.62,4.06,6.31,1.67,3.3,6,1.57,3.75,5.5,1.65,4,5.75,36,1.67,1.6,4.06,3.78,6.5,5.78,34,1.9,1.8,2.1,1.99,22,-1,2.18,2.1,1.82,1.78
I1,06/10/13,Sampdoria,Torino,2,2,D,1,0,H,14,10,6,3,21,22,4,11,3,6,0,0,2.4,3.2,3,2.4,3.1,3.1,2.3,3.2,3,2.4,3.2,3,2.46,3.22,3.31,2.5,3,3,2.38,3.2,2.88,2.45,3.25,3.2,35,2.5,2.42,3.25,3.15,3.31,3.01,31,2.43,2.27,1.72,1.62,18,0,1.74,1.69,2.31,2.2
I1,06/10/13,Udinese,Cagliari,2,0,H,1,0,H,12,15,4,2,14,17,5,4,1,1,0,0,1.83,3.5,4.33,1.88,3.4,4.2,1.8,3.5,4.2,1.83,3.4,4.33,1.97,3.53,4.36,1.95,3.2,4.2,1.83,3.5,4,1.95,3.5,4.4,37,1.97,1.89,3.55,3.41,4.5,4.15,35,2.1,2.01,1.87,1.79,18,-0.5,1.96,1.91,1.99,1.95
I1,06/10/13,Juventus,Milan,3,2,H,1,1,D,20,8,6,5,12,13,9,5,1,3,0,1,1.57,4,5.5,1.6,4,5.25,1.65,3.6,5.1,1.61,3.75,5.5,1.58,4.2,6.64,1.62,3.6,6,1.53,3.8,6,1.57,4.2,6.5,35,1.65,1.57,4.3,3.93,6.8,5.89,33,1.84,1.76,2.2,2.05,20,-1,2.13,1.97,1.98,1.9
I1,06/10/13,Lazio,Fiorentina,0,0,D,0,0,D,20,3,4,0,15,17,6,1,4,4,0,0,2.25,3.4,3.1,2.25,3.3,3.1,2.25,3.3,3,2.37,3.2,3,2.43,3.4,3.18,2.4,3.1,3.1,2.3,3.25,3,2.45,3.4,3.12,35,2.45,2.35,3.4,3.25,3.25,3.03,33,2.04,1.95,1.93,1.86,17,-0.25,2.08,2.04,1.86,1.84
I1,05/10/13,Chievo,Atalanta,0,1,A,0,1,A,20,8,3,2,12,10,11,5,2,1,0,0,2.2,3.2,3.4,2.2,3.1,3.5,2.1,3.2,3.4,2.25,3.2,3.25,2.3,3.23,3.62,2.3,3.1,3.3,2.2,3.13,3.25,2.3,3.2,3.5,34,2.32,2.24,3.25,3.12,3.65,3.31,32,2.38,2.24,1.75,1.63,16,-0.25,1.96,1.93,1.99,1.94
I1,05/10/13,Inter,Roma,0,3,A,0,3,A,18,9,3,5,15,22,10,2,2,5,0,1,2.25,3.5,3,2.25,3.5,3,2.3,3.3,2.9,2.3,3.4,3,2.38,3.53,3.16,2.4,3.1,3.1,2.25,3.3,3,2.38,3.5,3.12,36,2.4,2.3,3.54,3.33,3.24,3.05,35,1.78,1.71,2.26,2.11,19,-0.25,2.03,1.99,1.92,1.88
I1,18/10/13,Roma,Napoli,2,0,H,1,0,H,13,15,4,3,13,11,2,5,2,3,0,1,2.1,3.3,3.5,2.05,3.4,3.5,2.2,3.3,3.1,2.15,3.4,3.25,2.16,3.5,3.68,2.15,3.5,3.25,2.05,3.3,3.5,2.2,3.5,3.5,39,2.22,2.12,3.5,3.36,3.68,3.49,38,1.8,1.71,2.26,2.11,21,-0.25,1.86,1.82,2.12,2.06
I1,19/10/13,Cagliari,Catania,2,1,H,1,1,D,29,7,10,4,12,18,11,5,3,1,0,1,1.91,3.3,4.2,1.91,3.3,4.2,2,3.3,3.6,1.95,3.3,4,2,3.38,4.47,2,3.3,3.75,1.91,3.25,4,2,3.3,4.33,39,2,1.97,3.4,3.26,4.55,4.05,38,2.29,2.16,1.75,1.68,20,-0.5,2.01,1.97,1.94,1.9
I1,19/10/13,Milan,Udinese,1,0,H,1,0,H,12,7,3,2,13,12,3,10,3,3,0,0,1.67,3.6,5.25,1.65,3.75,5.25,1.7,3.6,4.7,1.66,3.75,5,1.69,3.88,5.81,1.75,3.4,5,1.67,3.6,5,1.7,3.8,5.5,39,1.75,1.69,3.81,3.65,5.7,5.16,38,1.92,1.84,2.08,1.95,21,-1,2.34,2.26,1.72,1.67
I1,20/10/13,Atalanta,Lazio,2,1,H,1,0,H,14,16,5,4,7,17,8,2,0,2,0,0,2.7,3.2,2.6,2.75,3.1,2.65,2.6,3.2,2.6,2.7,3.2,2.7,2.87,3.2,2.79,2.75,3,2.75,2.63,3.2,2.6,2.88,3.2,2.75,39,2.92,2.74,3.32,3.14,2.79,2.65,36,2.33,2.23,1.75,1.63,20,0,2,1.94,1.95,1.9
I1,20/10/13,Fiorentina,Juventus,4,2,H,0,2,A,12,18,7,8,11,25,4,5,3,6,0,0,3.5,3.3,2.1,3.3,3.4,2.15,3.3,3.3,2.1,3.3,3.25,2.2,3.83,3.31,2.19,3.2,3.3,2.25,3.4,3.2,2.1,3.75,3.3,2.2,39,3.83,3.45,3.35,3.22,2.3,2.17,38,2.22,2.08,1.8,1.73,18,0.25,2.08,2.02,1.87,1.84
I1,20/10/13,Genoa,Chievo,2,1,H,1,0,H,9,15,5,7,15,20,4,2,1,4,0,0,2,3.4,3.75,2.05,3.2,3.8,2,3.3,3.6,2.1,3.3,3.5,2.11,3.3,4.11,2.1,3.3,3.5,2,3.3,3.75,2,3.4,4.1,39,2.11,2.04,3.42,3.25,4.11,3.76,36,2.38,2.21,1.75,1.65,20,-0.5,2.12,2.07,1.84,1.81
I1,20/10/13,Livorno,Sampdoria,1,2,A,0,1,A,17,11,5,2,14,18,5,2,5,2,0,0,2.3,3.2,3.1,2.4,3.1,3.1,2.2,3.2,3.2,2.25,3.2,3.2,2.4,3.26,3.37,2.5,3.2,2.88,2.38,3.13,3,2.45,3.25,3.25,39,2.5,2.37,3.27,3.15,3.4,3.11,38,2.3,2.2,1.75,1.66,20,-0.25,2.07,2.02,1.89,1.85
I1,20/10/13,Sassuolo,Bologna,2,1,H,2,1,H,8,20,5,6,18,11,1,13,4,2,0,0,2.38,3.2,3,2.4,3.2,2.95,2.5,3.3,2.65,2.4,3.2,3,2.55,3.27,3.11,2.5,3.2,2.88,2.38,3.2,2.88,2.5,3.25,3.1,39,2.55,2.44,3.33,3.21,3.13,2.94,38,2.11,2.02,1.9,1.78,18,0,1.79,1.74,2.21,2.13
I1,20/10/13,Verona,Parma,3,2,H,1,2,A,14,14,7,6,16,21,6,3,0,7,0,0,2.3,3.2,3.1,2.3,3.25,3.1,2.3,3.3,2.9,2.25,3.25,3.2,2.47,3.28,3.23,2.5,3.2,2.88,2.3,3.2,3,2.45,3.4,3.1,39,2.55,2.36,3.4,3.25,3.25,3.03,38,2.04,1.96,1.94,1.82,19,0,1.75,1.69,2.3,2.2
I1,20/10/13,Torino,Inter,3,3,D,1,1,D,23,8,5,5,9,13,11,2,3,2,0,1,3.4,3.5,2.05,3.5,3.4,2.05,3.6,3.3,2,3.4,3.4,2.1,3.79,3.43,2.15,3.5,3.2,2.15,3.3,3.3,2.1,3.6,3.5,2.15,37,3.8,3.48,3.5,3.33,2.18,2.1,37,2.03,1.95,1.96,1.84,18,0.5,1.79,1.75,2.19,2.14
I1,26/10/13,Inter,Verona,4,2,H,3,1,H,21,9,8,4,11,10,9,1,3,3,1,1,1.44,4.2,7.5,1.4,4.4,8,1.45,4,7,1.5,4.33,6,1.47,4.62,8.1,1.5,4,7,1.44,4.33,7,1.5,4.6,7.5,38,1.5,1.44,4.62,4.31,8.5,7.3,37,1.75,1.67,2.31,2.17,20,-1,1.78,1.73,2.2,2.15
I1,26/10/13,Sampdoria,Atalanta,1,0,H,0,0,D,14,8,6,0,22,18,3,5,4,2,0,1,2.3,3.2,3.2,2.3,3.1,3.25,2.3,3.2,3,2.3,3.25,3.1,2.45,3.21,3.33,2.4,3.1,3.1,2.38,3.13,3,2.45,3.2,3.3,38,2.45,2.36,3.25,3.13,3.38,3.13,37,2.47,2.32,1.67,1.59,19,-0.25,2.08,2.03,1.88,1.84
I1,27/10/13,Bologna,Livorno,1,0,H,1,0,H,9,13,4,2,20,13,5,6,2,2,0,0,2,3.3,3.8,2.05,3.2,3.8,2.1,3.3,3.3,2.1,3.25,3.5,2.07,3.38,4.14,2.1,3.2,3.6,2.05,3.2,3.6,2.1,3.3,4,38,2.1,2.05,3.38,3.25,4.14,3.73,37,2.2,2.11,1.78,1.71,19,-0.5,2.12,2.06,1.88,1.83
I1,27/10/13,Catania,Sassuolo,0,0,D,0,0,D,14,12,4,1,19,12,5,2,1,2,0,0,1.83,3.5,4.33,1.8,3.6,4.33,1.8,3.5,4.2,1.9,3.4,4,1.88,3.53,4.89,1.91,3.1,4.5,1.83,3.3,4.33,1.9,3.5,4.6,38,1.91,1.85,3.53,3.37,4.89,4.38,37,2.06,1.97,1.91,1.81,19,-0.5,1.91,1.87,2.07,2
I1,27/10/13,Chievo,Fiorentina,1,2,A,1,1,D,9,15,2,4,15,8,3,6,4,3,0,0,3.8,3.4,2,3.9,3.4,1.95,3.8,3.45,1.9,3.75,3.4,2,4,3.49,2.07,3.6,3.2,2.1,3.6,3.25,2,3.8,3.5,2.1,36,4,3.68,3.5,3.3,2.1,2.03,35,2.16,2.07,1.8,1.73,17,0.5,1.88,1.82,2.11,2.06
I1,27/10/13,Juventus,Genoa,2,0,H,2,0,H,24,6,9,0,15,9,6,2,1,1,0,0,1.2,6,15,1.2,6.75,12,1.2,5.8,13,1.25,5.5,12,1.22,6.9,18.5,1.22,5.5,15,1.2,6,12,1.22,6.5,15,38,1.25,1.21,6.9,6.17,18.5,13.35,28,1.64,1.56,2.4,2.31,20,-1.5,1.72,1.69,2.28,2.22
I1,27/10/13,Lazio,Cagliari,2,0,H,0,0,D,12,12,3,4,17,14,4,5,1,1,0,0,1.83,3.4,4.5,1.78,3.5,4.6,1.7,3.6,4.7,1.8,3.5,4.5,1.88,3.56,4.79,1.85,3.3,4.5,1.83,3.4,4.33,1.87,3.5,4.8,36,1.91,1.83,3.6,3.42,4.8,4.41,35,2.22,2.08,1.78,1.72,17,-0.5,1.88,1.85,2.07,2.03
I1,27/10/13,Napoli,Torino,2,0,H,2,0,H,21,9,7,3,13,9,7,4,1,0,0,1,1.33,5,8.5,1.31,5,9.75,1.35,4.8,7.6,1.36,4.5,9,1.37,5.19,10.46,1.36,4.5,9,1.33,4.5,8.5,1.36,5,10,37,1.38,1.35,5.34,4.72,10.46,9.13,36,1.77,1.68,2.25,2.14,19,-1.5,2.14,2.07,1.87,1.79
I1,27/10/13,Parma,Milan,3,2,H,2,0,H,16,16,8,5,14,10,3,6,3,3,0,0,3.3,3.3,2.2,3.25,3.3,2.2,3.1,3.3,2.2,3.1,3.4,2.25,3.42,3.5,2.27,3.2,3.2,2.3,3.13,3.13,2.25,3.25,3.4,2.3,38,3.42,3.2,3.5,3.25,2.34,2.26,37,1.96,1.87,1.97,1.91,19,0.25,1.98,1.91,2,1.96
I1,27/10/13,Udinese,Roma,0,1,A,0,0,D,13,15,3,5,16,12,4,8,4,3,0,1,3.3,3.4,2.15,3.4,3.3,2.15,3.6,3.3,2,3.2,3.25,2.25,3.42,3.34,2.34,3.2,3.2,2.3,3.13,3.2,2.2,3.3,3.4,2.3,38,3.6,3.29,3.4,3.26,2.34,2.21,37,2.02,1.92,1.91,1.86,19,0.25,1.94,1.91,2.01,1.96
I1,29/10/13,Atalanta,Inter,1,1,D,1,1,D,12,13,8,4,11,14,8,7,3,1,0,0,3.8,3.3,2,3.75,3.4,1.95,3.6,3.3,2,3.5,3.3,2.1,4.04,3.49,2.05,3.5,3.5,2.05,3.6,3.3,2,3.75,3.5,2.1,39,4.04,3.72,3.5,3.37,2.1,2.03,38,1.95,1.88,2,1.9,19,0.5,1.88,1.83,2.11,2.06
I1,30/10/13,Cagliari,Bologna,0,3,A,0,1,A,11,17,2,5,17,21,7,3,2,3,1,0,1.75,3.5,4.75,1.75,3.55,4.6,1.8,3.5,4.2,1.83,3.4,4.5,1.83,3.45,5.43,1.8,3.4,4.75,1.8,3.4,4.5,1.83,3.5,5,39,1.83,1.79,3.54,3.42,5.45,4.74,38,2.22,2.08,1.77,1.72,20,-0.5,1.83,1.78,2.15,2.07
I1,30/10/13,Fiorentina,Napoli,1,2,A,1,2,A,11,4,3,2,22,16,9,3,2,3,1,1,2.5,3.3,2.8,2.5,3.4,2.65,2.5,3.3,2.65,2.4,3.4,2.8,2.65,3.37,2.87,2.62,3.2,2.7,2.6,3.2,2.63,2.63,3.5,2.8,39,2.66,2.56,3.5,3.28,2.88,2.73,38,1.94,1.85,2.02,1.94,20,0,1.92,1.87,2.11,1.98
I1,30/10/13,Genoa,Parma,1,0,H,0,0,D,5,10,5,3,14,12,2,3,3,2,0,0,2.4,3.2,3,2.4,3.2,2.95,2.3,3.2,3,2.4,3.3,2.88,2.54,3.27,3.12,2.5,3.2,2.88,2.4,3.13,2.88,2.55,3.3,3,39,2.57,2.45,3.4,3.21,3.12,2.94,38,2.17,2.07,1.82,1.74,20,0,1.78,1.74,2.2,2.12
I1,30/10/13,Juventus,Catania,4,0,H,2,0,H,23,7,10,1,14,11,9,5,2,0,0,1,1.18,6.25,17,1.17,6.75,15,1.17,6.5,14,1.2,6.5,13,1.19,7.5,22,1.2,6.5,13,1.17,6.5,13,1.18,7.5,22,39,1.2,1.18,7.5,6.69,24.3,15.8,29,1.65,1.58,2.38,2.28,21,-2,2.03,1.99,1.95,1.87
I1,30/10/13,Livorno,Torino,3,3,D,2,2,D,19,13,6,7,13,18,8,8,6,5,0,0,2.8,3.1,2.6,2.7,3.2,2.6,2.6,3.2,2.6,2.62,3.25,2.62,2.78,3.28,2.82,2.7,3.1,2.7,2.75,3,2.63,2.8,3.25,2.8,38,2.88,2.74,3.26,3.13,2.82,2.65,37,2.37,2.24,1.68,1.63,20,0,2.01,1.93,1.96,1.9
I1,30/10/13,Milan,Lazio,1,1,D,0,0,D,18,5,5,3,12,19,4,3,4,2,0,0,1.73,3.5,5,1.72,3.6,4.75,1.7,3.6,4.7,1.73,3.6,4.8,1.76,3.69,5.47,1.8,3.6,4.4,1.73,3.5,4.8,1.75,3.6,5.25,39,1.8,1.75,3.69,3.55,5.47,4.85,38,2.02,1.93,1.94,1.86,20,-1,2.45,2.36,1.65,1.61
I1,30/10/13,Sassuolo,Udinese,1,2,A,1,1,D,15,9,7,4,16,22,6,4,3,2,1,0,2.88,3.3,2.4,2.85,3.3,2.4,3,3.2,2.3,2.9,3.3,2.38,3.31,3.21,2.47,3.1,3.1,2.4,2.88,3.2,2.38,3.1,3.3,2.5,38,3.31,3,3.3,3.23,2.5,2.39,37,2.14,2.01,1.83,1.78,19,0,2.3,2.2,1.73,1.69
I1,30/10/13,Verona,Sampdoria,2,0,H,0,0,D,12,15,5,5,12,13,7,3,0,1,0,0,2,3.4,3.75,2.05,3.3,3.55,2,3.3,3.6,2.05,3.4,3.5,2.11,3.4,3.95,2.15,3.2,3.5,2.1,3.25,3.4,2.2,3.4,3.6,39,2.2,2.09,3.44,3.29,3.95,3.55,38,2.06,1.97,1.9,1.82,20,-0.5,2.15,2.09,1.83,1.76
I1,31/10/13,Roma,Chievo,1,0,H,0,0,D,18,2,3,1,12,19,10,1,3,5,0,0,1.22,6,12,1.25,5.75,10.5,1.22,5.5,12,1.29,5,11,1.29,5.78,13.73,1.29,5.5,9.5,1.25,5.5,10,1.29,5.75,13,37,1.3,1.26,6.05,5.61,13.73,10.88,36,1.77,1.67,2.25,2.16,19,-1.5,1.93,1.88,2.03,1.98
I1,02/11/13,Milan,Fiorentina,0,2,A,0,1,A,18,4,1,2,19,12,10,3,1,2,0,0,2.05,3.5,3.5,2.05,3.4,3.5,2,3.3,3.6,2.1,3.5,3.3,2.07,3.61,3.84,2.1,3.1,3.8,2,3.4,3.5,2.1,3.5,3.75,37,2.1,2.04,3.75,3.39,4,3.64,35,1.88,1.8,2.07,1.99,19,-0.5,2.09,2.04,1.88,1.84
I1,02/11/13,Napoli,Catania,2,1,H,2,1,H,21,13,8,2,14,13,12,0,0,0,0,0,1.22,6,13,1.22,6,12,1.2,5.8,13,1.25,5.5,12,1.25,6.5,14.6,1.29,5,12,1.22,5.75,12,1.25,6.5,15,37,1.29,1.23,6.54,5.88,15.2,12.43,32,1.67,1.6,2.38,2.28,21,-1.5,1.76,1.72,2.28,2.17
I1,02/11/13,Parma,Juventus,0,1,A,0,0,D,5,12,1,5,15,14,6,3,2,4,0,0,4.5,3.75,1.73,4.6,3.8,1.7,4.7,3.6,1.7,4.5,3.75,1.75,5.58,3.9,1.71,5,3.4,1.75,4.5,3.6,1.73,5,3.8,1.75,31,5.58,4.8,3.9,3.68,1.8,1.72,30,1.88,1.8,2.1,2.01,17,1,1.73,1.67,2.35,2.25
I1,03/11/13,Lazio,Genoa,0,2,A,0,0,D,17,7,4,3,16,18,5,4,2,1,0,0,1.57,3.8,6,1.53,3.9,6.5,1.6,3.7,5.4,1.61,3.75,5.5,1.56,4.14,7.15,1.6,3.5,6.5,1.53,3.75,6,1.6,4.1,6.5,37,1.62,1.56,4.14,3.79,7.15,6.3,35,2.11,2.01,1.86,1.78,21,-1,2.07,1.99,1.92,1.88
I1,03/11/13,Livorno,Atalanta,1,0,H,1,0,H,18,5,6,1,15,17,3,4,4,3,0,1,2.7,3.1,2.7,2.7,3.1,2.7,2.6,3.2,2.6,2.7,3.2,2.62,2.8,3.19,2.86,2.8,3,2.7,2.6,3.13,2.63,2.8,3.25,2.8,36,2.8,2.69,3.28,3.13,2.86,2.7,32,2.39,2.26,1.65,1.61,19,-0.25,2.37,2.29,1.69,1.65
I1,03/11/13,Sampdoria,Sassuolo,3,4,A,1,0,H,13,19,5,10,17,14,4,3,2,2,1,0,1.95,3.5,3.8,1.9,3.4,4.1,1.85,3.35,4.15,1.9,3.4,4,1.96,3.54,4.38,2,3.2,4,1.95,3.3,3.8,2.05,3.5,4,37,2.05,1.95,3.54,3.35,4.38,3.98,35,2.18,2.07,1.81,1.74,19,-0.5,2,1.95,1.98,1.92
I1,03/11/13,Torino,Roma,1,1,D,0,1,A,14,12,5,3,12,11,5,5,2,3,0,0,4,3.5,1.91,4.1,3.6,1.85,4,3.45,1.85,4,3.4,1.9,4.27,3.56,1.98,4,3.2,2,4,3.3,1.9,4.2,3.6,1.95,36,4.27,4.01,3.57,3.39,2,1.93,34,1.99,1.91,1.95,1.88,18,0.5,1.96,1.92,1.99,1.95
I1,03/11/13,Udinese,Inter,0,3,A,0,2,A,9,13,3,5,12,13,6,4,0,3,0,0,2.63,3.3,2.63,2.7,3.3,2.55,2.65,3.3,2.5,2.6,3.4,2.6,2.85,3.39,2.67,2.7,3.1,2.7,2.75,3.2,2.5,2.9,3.3,2.62,37,2.9,2.75,3.4,3.24,2.7,2.58,35,2.02,1.94,1.92,1.85,19,0,2.06,2,1.91,1.85
I1,03/11/13,Verona,Cagliari,2,1,H,1,0,H,6,18,4,3,8,21,4,6,0,3,0,0,2.05,3.4,3.5,2,3.4,3.75,2,3.3,3.6,2,3.3,3.75,2.16,3.44,3.75,2.15,3.1,3.6,2.05,3.3,3.4,2.15,3.4,3.7,37,2.19,2.11,3.45,3.3,3.78,3.51,35,2.02,1.94,1.92,1.85,17,-0.5,2.2,2.13,1.8,1.75
I1,04/11/13,Bologna,Chievo,0,0,D,0,0,D,12,3,3,1,14,24,2,2,2,1,0,0,2.05,3.3,3.6,2,3.2,3.9,1.85,3.35,4.15,2.1,3.3,3.5,2.13,3.44,3.85,2.15,3.1,3.6,2,3.2,3.6,2.15,3.4,3.8,33,2.15,2.06,3.44,3.27,4.15,3.67,31,2.15,2.09,1.8,1.73,17,-0.5,2.13,2.08,1.83,1.81
I1,09/11/13,Catania,Udinese,1,0,H,1,0,H,11,17,4,1,24,15,5,6,2,3,0,0,2.9,3.1,2.5,2.8,3.1,2.6,2.7,3.15,2.55,2.9,3.2,2.4,3.16,3.27,2.51,2.9,3.25,2.45,2.8,3.13,2.4,3.2,3.25,2.45,37,3.15,2.91,3.26,3.14,2.66,2.5,33,2.38,2.24,1.7,1.63,19,0,2.14,2.08,1.85,1.79
I1,09/11/13,Inter,Livorno,2,0,H,1,0,H,12,9,4,1,15,10,6,0,3,3,0,0,1.3,5,10,1.3,5.25,9.25,1.3,5,9,1.28,5.5,9.5,1.33,5.55,11.6,1.3,5,10,1.3,5.25,8.5,1.33,5.5,10.5,36,1.33,1.3,5.58,5.33,12.38,9.53,31,1.67,1.62,2.38,2.26,20,-1.5,2,1.94,2,1.92
I1,10/11/13,Atalanta,Bologna,2,1,H,0,0,D,13,11,3,4,17,17,8,1,3,2,0,0,2.05,3.3,3.6,2.05,3.2,3.8,1.9,3.3,4,2.05,3.3,3.6,2.06,3.35,4.22,2.1,3.25,3.6,2,3.25,3.6,2.1,3.3,4.1,37,2.12,2.04,3.41,3.24,4.14,3.76,34,2.37,2.22,1.72,1.64,18,-0.5,2.12,2.06,1.86,1.82
I1,10/11/13,Cagliari,Torino,2,1,H,1,0,H,10,9,5,4,19,11,4,4,4,4,0,0,2,3.3,3.8,2.05,3.25,3.7,2,3.2,3.75,2.1,3.3,3.5,2.1,3.41,3.98,2.15,3.25,3.5,2.05,3.25,3.5,2.1,3.4,3.9,37,2.13,2.06,3.44,3.27,4.03,3.67,34,2.25,2.13,1.75,1.69,18,-0.5,2.14,2.07,1.85,1.82
I1,10/11/13,Chievo,Milan,0,0,D,0,0,D,6,23,2,3,15,9,2,8,2,0,1,1,3.8,3.3,2,3.8,3.3,2,3.3,3.3,2.1,3.75,3.4,2,4.33,3.49,1.99,3.8,3.3,2,3.75,3.25,2,4.2,3.4,2,37,4.37,3.91,3.49,3.33,2.1,1.98,35,2.2,2.08,1.79,1.73,18,0.5,1.95,1.9,2.01,1.98
I1,10/11/13,Genoa,Verona,2,0,H,2,0,H,12,25,3,4,8,8,5,4,1,2,0,0,2.25,3.25,3.25,2.15,3.25,3.4,2.1,3.3,3.3,2.25,3.4,3.1,2.29,3.42,3.44,2.25,3.3,3.2,2.2,3.25,3.2,2.3,3.4,3.3,36,2.3,2.23,3.42,3.3,3.53,3.23,34,2.02,1.93,1.92,1.85,18,0,1.65,1.61,2.45,2.37
I1,10/11/13,Parma,Lazio,1,1,D,0,0,D,10,13,4,4,7,12,4,10,2,2,1,0,2.3,3.2,3.2,2.35,3.2,3.1,2.25,3.3,3,2.3,3.4,3,2.34,3.32,3.42,2.25,3.3,3.2,2.25,3.2,3.13,2.3,3.3,3.3,37,2.38,2.29,3.4,3.27,3.42,3.13,35,2.06,1.96,1.91,1.83,18,-0.25,2.01,1.97,1.95,1.91
I1,10/11/13,Roma,Sassuolo,1,1,D,1,0,H,16,11,6,7,10,18,10,3,3,4,0,0,1.22,6,13,1.22,6.5,11,1.22,5.5,12,1.22,6,12,1.26,6.15,15.2,1.22,6,13,1.22,5.8,10,1.25,6,13,37,1.26,1.23,6.5,5.95,15.05,12.25,35,1.71,1.66,2.31,2.2,20,-1.5,1.86,1.82,2.11,2.05
I1,10/11/13,Fiorentina,Sampdoria,2,1,H,2,0,H,14,13,5,3,7,15,9,1,0,4,0,0,1.4,4.5,8,1.36,4.5,9.5,1.45,4,7,1.4,4.33,8,1.41,4.75,10.03,1.4,4.5,8,1.4,4.33,8,1.4,4.75,9,37,1.45,1.4,4.75,4.4,10.03,8.29,35,1.85,1.79,2.1,2,19,-1.5,2.28,2.19,1.75,1.71
I1,10/11/13,Juventus,Napoli,3,0,H,1,0,H,14,13,10,5,16,16,4,4,2,1,1,0,1.73,3.6,4.75,1.72,3.6,4.75,1.85,3.45,4,1.72,3.75,4.6,1.74,3.76,5.53,1.75,3.6,4.6,1.73,3.5,4.8,1.75,3.75,5.25,37,1.85,1.74,3.78,3.56,5.53,4.93,35,1.91,1.82,2.05,1.97,18,-0.5,1.75,1.72,2.26,2.18
I1,23/11/13,Milan,Genoa,1,1,D,1,1,D,39,2,10,1,10,18,12,0,3,2,0,1,1.44,4.2,7.5,1.45,4.2,7.25,1.5,4,6.1,1.5,4,6.5,1.48,4.45,8.4,1.44,4,8,1.44,4,7,1.45,4.4,8.5,37,1.5,1.46,4.45,4.17,8.5,7.29,35,2.03,1.94,1.92,1.84,21,-1,1.85,1.79,2.15,2.07
I1,23/11/13,Napoli,Parma,0,1,A,0,0,D,10,12,4,4,9,13,5,6,2,2,0,0,1.44,4.5,6.5,1.45,4.2,7.25,1.45,4,7,1.4,4.5,7.5,1.5,4.38,7.99,1.5,4,7,1.5,4,6.25,1.5,4.5,7,37,1.52,1.47,4.5,4.21,7.99,6.92,33,1.77,1.69,2.22,2.14,19,-1.25,2.21,2.14,1.85,1.75
I1,23/11/13,Verona,Chievo,0,1,A,0,0,D,6,12,0,3,16,17,11,7,4,1,0,0,2.1,3.3,3.5,2,3.2,3.9,2,3.3,3.6,1.9,3.4,4,2.18,3.3,3.85,2.05,3.2,3.8,2.05,3.3,3.5,2.15,3.4,3.75,37,2.18,2.08,3.43,3.29,4,3.6,35,2.25,2.12,1.77,1.71,19,-0.5,2.2,2.12,1.8,1.77
I1,24/11/13,Bologna,Inter,1,1,D,1,0,H,9,22,4,6,10,9,2,15,4,1,0,0,4,3.4,1.91,3.9,3.4,1.95,4,3.45,1.85,3.75,3.5,1.95,4.38,3.45,1.99,4,3.2,2,3.8,3.3,1.91,4.2,3.5,2,37,4.38,3.94,3.5,3.38,2,1.95,35,2,1.91,1.95,1.87,19,0.5,1.95,1.91,2,1.97
I1,24/11/13,Livorno,Juventus,0,2,A,0,0,D,9,21,1,6,14,19,3,11,4,1,0,0,8.5,4.75,1.36,8.5,4.75,1.35,7.3,4.4,1.4,8,4.33,1.4,9.76,4.92,1.4,8,4.5,1.4,8,4.5,1.36,10,4.8,1.4,37,10.16,8.47,5,4.66,1.4,1.37,35,1.86,1.79,2.08,2,21,1.5,1.78,1.74,2.2,2.14
I1,24/11/13,Sampdoria,Lazio,1,1,D,0,0,D,10,12,5,2,16,17,3,4,3,3,1,0,3,3.2,2.38,2.95,3.1,2.5,2.65,3.3,2.5,2.87,3.25,2.45,3.24,3.17,2.53,3,3,2.5,3,3.13,2.38,3.2,3.2,2.5,37,3.24,2.97,3.3,3.16,2.53,2.44,33,2.38,2.23,1.67,1.63,19,0,2.23,2.15,1.76,1.72
I1,24/11/13,Sassuolo,Atalanta,2,0,H,0,0,D,17,13,6,4,21,25,5,2,1,2,1,0,2.2,3.2,3.4,2.25,3.2,3.25,2.3,3.2,3,2.25,3.25,3.2,2.24,3.27,3.73,2.3,3,3.4,2.2,3.2,3.25,2.25,3.25,3.6,37,2.3,2.23,3.35,3.2,3.73,3.32,35,2.2,2.08,1.79,1.73,19,-0.5,2.27,2.21,1.75,1.7
I1,24/11/13,Torino,Catania,4,1,H,2,0,H,22,15,7,5,10,21,7,6,3,5,0,0,1.8,3.5,4.5,1.75,3.5,4.75,1.85,3.45,4,1.8,3.5,4.5,1.78,3.6,5.5,1.83,3.1,5,1.8,3.3,4.8,1.8,3.6,5.4,37,1.85,1.79,3.6,3.41,5.46,4.78,35,2.28,2.14,1.75,1.69,19,-0.75,2.05,2.01,1.92,1.86
