Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
F1,19/12/01,Bastia,Guingamp,3,0,H,0,0,D,1.85,3.2,3.8,1.9,3.1,3.5,1.91,3.25,3.4,1.85,3.1,3.8,1.83,3.1,3.75,1.83,3.2,3.75
F1,19/12/01,Lorient,Lille,2,4,A,1,2,A,2.9,3,2.3,2.9,2.8,2.3,3,3,2.2,2.9,2.9,2.3,2.8,2.9,2.38,2.87,3,2.25
F1,19/12/01,Paris SG,Auxerre,0,0,D,0,0,D,1.95,3,3.7,1.9,3,3.6,2,3,3.4,2.05,2.88,3.5,1.9,2.9,3.75,2,2.87,3.6
F1,19/12/01,Rennes,Sochaux,1,1,D,1,0,H,2.1,3,3.25,2.1,2.9,3.2,2.1,3.2,3,2.1,3,3.2,2.2,3,2.9,2.1,3,3.2
F1,19/12/01,Sedan,Lyon,2,1,H,1,1,D,2.8,3.1,2.3,2.7,2.9,2.4,3,3.2,2.1,3,2.9,2.25,2.8,3,2.25,2.87,3,2.25
F1,21/12/01,Marseille,Lens,1,2,A,1,1,D,2.35,3,2.8,2.3,2.8,2.9,2.37,2.87,2.8,2.38,2.88,2.8,2.4,2.88,2.75,2.37,2.87,2.8
F1,22/12/01,Guingamp,Sedan,1,2,A,1,0,H,1.9,3.1,3.75,2,2.9,3.4,1.91,3,3.75,1.8,3.1,4,1.83,3.2,3.75,1.9,3,3.75
F1,22/12/01,Monaco,Rennes,3,1,H,1,0,H,1.75,3.15,4.4,1.75,3.2,4,1.8,3.2,4,1.73,3.1,4.5,1.67,3.1,5,1.72,3.1,4.5
F1,22/12/01,Nantes,Troyes,1,0,H,0,0,D,2.15,3,3.15,2,2.9,3.4,2.2,3,3,2.1,3.2,3,2.25,2.88,3,2.2,3,3
F1,22/12/01,Sochaux,Paris SG,0,2,A,0,2,A,2.45,2.9,2.75,2.4,2.8,2.8,2.25,3,3,2.4,2.88,2.75,2.3,2.8,3,2.3,2.8,3
F1,05/01/02,Bastia,Nantes,0,2,A,0,1,A,2,3.1,3.4,2,3,3.3,2,3,3.4,2,3,3.4,2,3.2,3.2,2,3.2,3.2
F1,05/01/02,Bordeaux,Rennes,2,1,H,1,1,D,1.55,3.45,5.5,1.55,3.4,5,1.61,3.25,5,1.57,3.4,5.2,1.57,3.25,5.5,1.61,3.3,5
F1,05/01/02,Guingamp,Lyon,2,4,A,1,0,H,2.68,3,2.45,2.8,2.9,2.3,2.75,3.2,2.25,2.7,3,2.38,2.88,2.9,2.3,2.62,3.1,2.37
F1,05/01/02,Lorient,Sochaux,1,1,D,0,0,D,2.62,2.9,2.57,2.5,2.9,2.6,2.5,3.2,2.5,2.62,3,2.5,2.5,2.9,2.6,2.4,3.1,2.6
F1,05/01/02,Montpellier,Lille,2,0,H,1,0,H,2.42,2.9,2.7,2.6,2.7,2.7,2.5,2.87,2.62,2.4,3,2.7,2.5,2.88,2.62,2.2,3,3
F1,05/01/02,Paris SG,Monaco,1,2,A,1,0,H,1.67,3.25,4.8,1.7,3.2,4.2,1.61,3,6,1.67,3.25,4.6,1.67,3.1,5,1.72,3.1,4.5
F1,11/01/02,Lille,Lens,0,1,A,0,0,D,2.27,3.1,2.83,2.3,2.8,2.9,2.37,3,2.75,2.38,2.9,2.8,2.25,2.88,3,2.37,2.8,2.87
F1,12/01/02,Marseille,Bastia,2,2,D,2,0,H,1.7,3.2,4.65,1.65,3.3,4.4,1.8,3.2,4,1.67,3.25,4.6,1.73,3.25,4.3,1.66,3.3,4.5
F1,12/01/02,Monaco,Lorient,1,0,H,0,0,D,1.45,3.7,6.35,1.45,3.8,5.4,1.5,3.6,5.5,1.44,3.5,7,1.44,3.6,6.5,1.44,3.5,7
F1,12/01/02,Nantes,Guingamp,2,0,H,0,0,D,1.7,3.3,4.5,1.65,3.3,4.4,1.73,3.2,4.33,1.67,3.3,4.5,1.67,3.25,4.5,1.66,3.3,4.5
F1,12/01/02,Rennes,Paris SG,1,2,A,0,2,A,2.7,2.9,2.5,2.8,2.9,2.3,2.62,2.87,2.5,2.62,2.88,2.5,2.62,2.88,2.5,2.6,2.8,2.6
F1,12/01/02,Sochaux,Montpellier,0,1,A,0,1,A,2,3,3.55,2,3,3.3,1.91,3.2,3.5,2.1,3,3.2,2.1,3.1,3.1,2.1,3,3.2
F1,16/01/02,Auxerre,Lorient,2,2,D,1,0,H,1.4,3.75,7.5,1.35,3.8,7.5,1.4,3.75,7,1.4,3.6,7.5,1.36,4,7.5,1.4,3.6,7.5
F1,16/01/02,Lille,Bordeaux,2,2,D,0,1,A,2.2,3,3.05,2.1,2.8,3.3,2.1,3,3.2,2.2,3,3,2.1,3,3.2,2.2,3,3
F1,16/01/02,Lyon,Bastia,0,0,D,0,0,D,1.4,3.75,7.5,1.4,3.7,6.5,1.4,3.75,7,1.4,3.75,7,1.4,3.75,7,1.4,3.75,7
F1,16/01/02,Montpellier,Monaco,1,1,D,0,1,A,2.15,3,3.15,2.2,2.8,3.1,2.2,3,3,2.1,3,3.2,2,3.1,3.3,2,3.1,3.3
F1,16/01/02,Troyes,Metz,2,0,H,0,0,D,1.7,3.25,4.55,1.75,3.1,4.2,1.8,3.2,4,1.67,3.25,4.6,1.67,3.25,4.5,1.66,3.3,4.5
F1,23/01/02,Bastia,Metz,1,2,A,0,2,A,1.7,3.25,4.52,1.7,3.1,4.4,1.67,3.25,4.5,1.67,3.2,4.75,1.73,3.2,4.33,1.66,3.3,4.5
F1,23/01/02,Bordeaux,Sochaux,0,1,A,0,1,A,1.6,3.2,5.55,1.65,3.1,4.8,1.67,3.2,5,1.6,3.2,5.5,1.67,3.1,5,1.66,3.1,5
F1,23/01/02,Guingamp,Lille,0,0,D,0,0,D,2.5,2.95,2.65,2.6,2.8,2.6,2.62,2.87,2.5,2.5,2.88,2.7,2.6,2.8,2.6,2.5,2.9,2.62
F1,23/01/02,Lorient,Rennes,2,0,H,1,0,H,2.1,3,3.25,2.2,2.7,3.2,2.1,3,3.2,2.1,3.2,3,2,3.2,3.2,2.2,3.1,2.87
F1,23/01/02,Lyon,Marseille,4,0,H,4,0,H,1.6,3.25,5.4,1.6,3.2,5,1.61,3.25,5,1.6,3.2,5.5,1.67,3.25,4.5,1.61,3.1,5.5
F1,23/01/02,Montpellier,Auxerre,0,0,D,0,0,D,2.05,3,3.38,2.2,2.7,3.2,2.2,3,3,2.1,2.9,3.3,2.1,3,3.2,2,3,3.4
F1,23/01/02,Sedan,Nantes,0,0,D,0,0,D,2.1,3,3.25,2,3,3.3,2.2,3.2,2.8,2.25,2.9,3,2.25,3,2.88,2.1,3,3.2
F1,23/01/02,Troyes,Monaco,3,0,H,1,0,H,2.18,3.05,3.02,2.3,2.8,2.9,2.25,2.87,3,2.2,3,3,2.1,3,3.2,2.2,3,3
F1,24/01/02,Lens,Paris SG,1,1,D,0,0,D,1.98,3,3.6,2.1,2.8,3.3,2.1,3,3.2,2.1,2.88,3.4,2,2.88,3.6,2,2.87,3.6
F1,26/01/02,Troyes,Marseille,1,0,H,0,0,D,2,3.1,3.4,2.1,2.9,3.2,2,3.2,3.2,1.909,3.1,3.6,2,3.1,3.3,1.83,3,4
F1,29/01/02,Nantes,Lyon,3,0,H,2,0,H,2.5,3,2.65,2.5,2.9,2.6,,,,2.5,3,2.6,2.5,2.875,2.625,2.5,2.9,2.62
F1,30/01/02,Auxerre,Bastia,1,0,H,0,0,D,1.55,3.35,5.8,1.5,3.5,5.4,1.57,3.25,5.5,1.571,3.25,5.5,1.615,3.25,5,1.57,3.3,5.5
F1,30/01/02,Marseille,Sedan,2,1,H,1,0,H,1.73,3.2,4.5,1.9,3,3.6,1.8,3.2,4,1.727,3.1,4.5,1.727,3.2,4.333,1.72,3.1,4.5
F1,30/01/02,Metz,Guingamp,2,4,A,1,0,H,1.8,3.2,4.1,1.75,3.2,4,1.83,3,4,1.75,3.1,4.333,1.727,3.2,4.333,1.8,3.1,4
F1,30/01/02,Monaco,Bordeaux,3,1,H,3,1,H,1.97,3.1,3.5,2.1,2.9,3.2,2.25,3.2,2.75,1.909,3,3.75,2,3,3.4,2,3,3.4
F1,30/01/02,Paris SG,Lorient,5,0,H,3,0,H,1.45,3.6,6.75,1.35,4,7,1.4,3.5,8,1.444,3.4,7,1.4,3.5,8,1.5,3.2,7
F1,30/01/02,Rennes,Montpellier,2,0,H,2,0,H,2.27,3.1,2.83,2.2,2.9,3,2.37,3.2,2.6,2.375,3,2.7,2.5,2.875,2.625,2.3,3.1,2.75
F1,30/01/02,Sochaux,Lens,0,2,A,0,2,A,2.65,3.1,2.4,2.4,2.9,2.7,2.5,3.2,2.5,2.6,3,2.5,2.375,2.9,2.75,2.6,3.1,2.4
F1,02/02/02,Bastia,Lille,1,0,H,0,0,D,2.45,2.9,2.75,2.4,2.8,2.8,2.4,3.25,2.5,2.3,2.875,3,2.375,2.75,2.9,2.2,3,3
F1,02/02/02,Bordeaux,Lorient,2,1,H,1,1,D,1.45,3.55,6.85,1.45,3.8,5.4,1.44,3.6,6.5,1.5,3.5,6,1.444,3.5,7,1.5,3.3,6.5
F1,02/02/02,Guingamp,Auxerre,0,0,D,0,0,D,2.65,2.95,2.5,2.6,2.8,2.6,2.62,2.87,2.5,2.6,2.875,2.6,2.625,2.875,2.5,2.62,2.9,2.5
F1,02/02/02,Lens,Monaco,1,0,H,1,0,H,1.65,3.35,4.7,1.7,3.2,4.2,1.73,3.2,4.33,1.615,3.4,5,1.667,3.25,4.5,1.66,3.3,4.5
F1,02/02/02,Lyon,Metz,4,1,H,1,1,D,1.42,3.85,6.55,1.4,3.7,6.4,1.4,3.75,7,1.4,3.8,7,1.4,3.6,7.5,1.44,3.6,6.5
F1,02/02/02,Montpellier,Paris SG,0,0,D,0,0,D,2.5,2.9,2.7,2.6,2.8,2.6,2.5,2.87,2.62,2.6,2.875,2.6,2.5,2.8,2.7,2.5,2.8,2.7
F1,02/02/02,Sedan,Sochaux,2,1,H,1,1,D,2.02,3.05,3.4,1.9,2.9,3.8,2.25,3.2,2.75,2.1,2.875,3.4,2.1,2.9,3.25,1.9,3,3.75
F1,02/02/02,Troyes,Rennes,1,1,D,1,1,D,1.6,3.45,4.95,1.6,3.4,4.6,1.73,3.2,4.33,1.533,3.5,5.5,1.571,3.5,5,1.57,3.5,5
F1,03/02/02,Nantes,Marseille,3,1,H,3,1,H,1.85,3.2,3.8,1.8,3,4,1.91,3.2,3.5,1.833,3.2,3.8,1.8,3.1,4,1.8,3.1,4
F1,06/02/02,Auxerre,Lens,1,0,H,0,0,D,2.28,3.15,2.78,2.3,2.9,2.8,2.4,2.87,2.75,2.5,3,2.6,2.375,2.875,2.8,2.25,3.1,2.8
F1,06/02/02,Lille,Sedan,1,1,D,1,1,D,1.71,3.3,4.38,1.75,3.2,4,1.67,3.25,4.5,1.727,3.2,4.333,1.727,3.2,4.333,1.72,3.25,4.2
F1,06/02/02,Lorient,Montpellier,1,0,H,0,0,D,2.35,3.05,2.75,2.3,2.9,2.8,2.37,3.2,2.6,2.4,3,2.7,2.4,2.875,2.75,2.4,3,2.7
F1,06/02/02,Marseille,Guingamp,2,1,H,1,1,D,1.62,3.35,4.98,1.7,3.2,4.2,1.67,3.2,5,1.667,3.1,5,1.667,3.25,4.5,1.61,3.3,5
F1,06/02/02,Metz,Nantes,2,0,H,1,0,H,2.55,3.1,2.5,2.5,3,2.5,2.6,3.2,2.37,2.5,3.1,2.5,2.5,3.1,2.5,2.62,3.1,2.37
F1,06/02/02,Monaco,Bastia,1,1,D,0,1,A,1.58,3.4,5.25,1.55,3.4,5,1.67,3.25,4.5,1.615,3.25,5,1.615,3.25,5,1.57,3.3,5.5
F1,06/02/02,Rennes,Lyon,2,2,D,2,1,H,2.75,3.1,2.32,2.7,3,2.3,2.87,3,2.25,2.7,3,2.375,2.875,3.1,2.25,2.62,3.1,2.37
F1,06/02/02,Sochaux,Troyes,2,2,D,1,1,D,2.2,3.1,2.95,2.2,2.9,3,2.1,3.2,3,2.25,3.1,2.8,2.2,3.2,2.8,2.2,3.1,2.87
F1,07/02/02,Paris SG,Bordeaux,1,0,H,0,0,D,1.82,3.05,4.15,1.75,3.2,4,1.73,3.2,4.33,1.833,3,4,1.833,3,4,1.8,3,4.2
F1,09/02/02,Lyon,Troyes,3,1,H,1,1,D,1.55,3.45,5.5,1.55,3.5,4.8,1.57,3.5,5,1.533,3.4,5.5,,,,1.61,3.25,5
F1,09/02/02,Metz,Montpellier,0,0,D,0,0,D,2.32,3.05,2.8,2.2,2.9,3,2.25,3.4,2.62,2.25,3,2.9,,,,2.3,3.1,2.75
F1,16/02/02,Bastia,Sochaux,3,0,H,1,0,H,2,3,3.55,2,3,3.3,2.1,3.2,3,1.95,3,3.6,,,,1.9,3.1,3.6
F1,16/02/02,Bordeaux,Montpellier,3,1,H,2,0,H,1.67,3.25,4.75,1.7,3.2,4.2,1.67,3.2,5,1.727,3.2,4.333,,,,1.66,3.1,5
F1,16/02/02,Guingamp,Rennes,1,1,D,1,0,H,2.05,3,3.4,2,2.9,3.4,2.1,3,3.2,2.1,3,3.2,,,,2.1,3,3.2
F1,16/02/02,Lens,Lorient,1,1,D,1,1,D,1.33,4.2,8,1.3,4.2,8,1.33,4,8,1.333,4,8,,,,1.36,3.75,8
F1,16/02/02,Nantes,Lille,0,1,A,0,0,D,1.9,3.1,3.65,1.9,3,3.6,2,3.2,3.2,1.909,3.2,3.5,,,,1.83,3.2,3.75
F1,16/02/02,Sedan,Monaco,0,0,D,0,0,D,2.15,2.95,3.2,1.9,3,3.6,2.1,3,3.2,2.1,3,3.2,,,,2.3,3,2.8
F1,16/02/02,Troyes,Auxerre,1,2,A,0,1,A,2.26,2.9,3.05,2.2,2.8,3.1,2.37,3,2.75,2.25,2.9,3,,,,2.25,2.87,3
F1,17/02/02,Lyon,Paris SG,3,0,H,0,0,D,1.92,3,3.85,1.9,3,3.6,1.83,3,4,1.909,3,3.75,,,,1.8,3,4.2
F1,17/02/02,Marseille,Metz,1,0,H,1,0,H,1.65,3.25,5,1.7,3.2,4.2,1.67,3.2,5,1.667,3.2,4.75,,,,1.66,3.1,5
F1,23/02/02,Auxerre,Nantes,2,1,H,1,1,D,1.72,3.3,4.3,1.7,3.2,4.2,1.73,3.2,4.33,1.7,3.2,4.5,,,,1.8,3.2,4
F1,23/02/02,Lorient,Troyes,1,0,H,0,0,D,2.3,3.1,2.85,2.3,3,2.7,2.5,3.2,2.5,2.3,3.1,2.7,2.375,3,2.7,2.37,2.87,2.8
F1,23/02/02,Metz,Bordeaux,1,2,A,1,0,H,2.5,3,2.6,2.5,3,2.5,2.5,3.2,2.5,2.625,2.875,2.5,2.5,2.9,2.6,2.37,2.87,2.8
F1,23/02/02,Monaco,Guingamp,3,1,H,2,1,H,1.6,3.3,5.3,1.6,3.4,4.6,1.61,3.25,5,1.615,3.3,5,1.571,3.25,5.5,1.57,3.3,5.5
F1,23/02/02,Montpellier,Lens,1,2,A,0,1,A,2.68,2.9,2.5,2.6,2.8,2.6,3.2,3,2.1,2.7,2.875,2.5,2.7,2.8,2.5,2.7,2.8,2.5
F1,23/02/02,Paris SG,Sedan,3,0,H,1,0,H,1.5,3.45,6.2,1.6,3.2,5,1.44,3.5,7,1.571,3.1,6,1.5,3.25,6.5,1.57,3.1,6
F1,23/02/02,Rennes,Bastia,2,1,H,1,1,D,2.05,3,3.4,2,3,3.3,2.1,3.2,3,2.1,3,3.2,2.1,3,3.2,2,3.1,3.3
F1,24/02/02,Lille,Marseille,2,0,H,1,0,H,1.82,3.1,4.08,1.75,3.2,4,1.8,3.2,4,1.9,3,3.75,1.8,3.1,4,1.9,3,3.75
F1,24/02/02,Sochaux,Lyon,2,1,H,1,0,H,2.9,3.1,2.2,3.2,2.9,2.1,3,3.2,2.1,2.8,2.875,2.375,2.8,2.875,2.375,2.8,3,2.3
F1,02/03/02,Lens,Metz,2,2,D,0,1,A,1.38,4,7.1,1.45,3.8,5.4,1.36,3.75,8,1.364,3.75,8,1.364,4,7,1.33,4,8
F1,03/03/02,Lille,Troyes,1,0,H,0,0,D,1.8,3.1,4.2,1.7,3.2,4.2,1.83,3.2,3.75,1.727,3.2,4.333,1.727,3.1,4.5,1.72,3.1,4.5
F1,06/03/02,Bastia,Paris SG,0,1,A,0,0,D,2.7,2.9,2.5,2.7,3,2.3,,,,2.7,3,2.4,2.5,3.1,2.5,2.5,3.1,2.5
F1,06/03/02,Guingamp,Lorient,4,3,H,1,0,H,2.1,3,3.25,1.9,3,3.6,,,,2.2,3,3,2,3.1,3.3,2.2,3.1,2.87
F1,06/03/02,Lens,Rennes,2,0,H,1,0,H,1.45,3.6,6.75,1.4,3.7,6.4,,,,1.444,3.6,6.5,1.4,3.75,7,1.5,3.4,6
F1,06/03/02,Lyon,Monaco,1,0,H,0,0,D,1.6,3.3,5.3,1.65,3.3,4.4,,,,1.571,3.3,5,1.667,3.25,4.5,1.57,3.5,5
F1,06/03/02,Metz,Lille,0,1,A,0,1,A,2.5,2.9,2.7,2.5,2.9,2.6,,,,2.7,3,2.375,2.375,3,2.7,2.4,3,2.7
F1,06/03/02,Nantes,Sochaux,0,0,D,0,0,D,1.7,3.3,4.5,1.75,3.2,4,,,,1.75,3.2,4.2,1.727,3.2,4.333,1.72,3.2,4.33
F1,06/03/02,Sedan,Bordeaux,1,0,H,0,0,D,2.4,2.9,2.82,2.3,2.8,2.9,,,,2.5,3,2.6,2.4,2.875,2.75,2.37,3,2.7
F1,06/03/02,Troyes,Montpellier,2,0,H,1,0,H,1.8,3.2,4.1,1.8,3.1,3.8,,,,1.909,3,4,1.8,3.1,4,1.9,3.1,3.6
F1,10/03/02,Auxerre,Bordeaux,0,1,A,0,0,D,1.9,3.1,3.75,1.85,3,3.8,1.91,3,3.75,1.9,3.1,3.75,1.909,3.1,3.6,1.9,3.1,3.6
F1,16/03/02,Auxerre,Metz,3,2,H,0,1,A,1.45,3.7,6.4,1.5,3.5,5.4,1.4,3.75,7,1.444,3.75,6.5,1.4,3.75,7,1.44,3.75,6
F1,16/03/02,Lille,Lyon,2,0,H,1,0,H,2.25,3,3,2.2,2.9,3,2.37,3,2.75,2.375,3,2.75,2.2,3,3,2.2,3.1,2.9
F1,16/03/02,Lorient,Bastia,0,0,D,0,0,D,1.95,3.15,3.5,1.9,3,3.6,2.1,3.2,3,2.1,3.1,3.2,1.909,3.1,3.6,1.8,3.1,4
F1,16/03/02,Monaco,Nantes,1,2,A,1,1,D,1.9,3.2,3.6,1.75,3.2,4,1.8,3.2,4,1.9,3.1,3.8,1.909,3.1,3.6,1.9,3.2,3.5
F1,16/03/02,Montpellier,Sedan,0,0,D,0,0,D,2.05,3,3.4,2.2,2.9,3,2,3,3.4,2,3,3.5,2,3,3.4,2.1,2.9,3.25
F1,16/03/02,Paris SG,Troyes,3,1,H,0,1,A,1.53,3.5,5.6,1.55,3.5,4.8,1.57,3.25,5.5,1.615,3.3,5.25,1.615,3.25,5,1.57,3.25,5.5
F1,16/03/02,Rennes,Marseille,2,1,H,0,0,D,2.15,3,3.15,2.1,2.9,3.2,2.1,3.2,3,2.25,3,3,2.25,3,2.875,2.1,3,3.2
F1,16/03/02,Sochaux,Guingamp,1,0,H,1,0,H,1.75,3.25,4.2,1.75,3.2,4,1.8,3.2,4,1.727,3.25,4.333,1.667,3.25,4.5,1.72,3.25,4.2
F1,17/03/02,Bordeaux,Lens,2,1,H,0,0,D,2.4,3,2.7,2.2,2.9,3,2.37,3,2.75,2.375,2.9,2.9,2.3,2.9,2.875,2.3,3,2.8
F1,23/03/02,Bastia,Montpellier,3,0,H,2,0,H,1.86,3,4,1.85,3.1,3.6,1.8,3.2,4,1.909,3,3.8,1.833,3.2,3.75,1.8,3.1,4
F1,23/03/02,Guingamp,Paris SG,0,1,A,0,1,A,2.85,2.95,2.35,3.2,2.9,2.1,3,3,2.2,2.7,3,2.4,2.7,3,2.375,2.8,2.9,2.37
F1,23/03/02,Lille,Auxerre,2,3,A,1,2,A,1.98,3,3.6,2,2.9,3.4,2,3,3.4,2,3,3.5,2.1,3,3.2,1.9,3,3.75
F1,23/03/02,Lyon,Lorient,2,0,H,0,0,D,1.36,4,7.55,1.35,4,7,1.3,4,9,1.364,4,7,1.364,4,7,1.4,3.6,7.5
F1,23/03/02,Metz,Sochaux,2,0,H,1,0,H,2.2,3.15,2.9,2,3,3.3,2.25,3.2,2.75,2.3,3,2.8,2.25,3,2.875,2.2,3,3
F1,23/03/02,Nantes,Rennes,3,1,H,2,1,H,1.75,3,4.7,1.8,3.1,3.8,1.8,3.2,4,1.75,3.2,4.333,1.667,3.25,4.5,1.72,3.2,4.33
F1,23/03/02,Sedan,Lens,1,1,D,1,0,H,2.63,2.85,2.56,2.4,2.8,2.8,2.75,3,2.35,2.7,2.875,2.5,2.7,3,2.375,2.62,2.9,2.5
F1,23/03/02,Troyes,Bordeaux,2,0,H,0,0,D,2.4,2.9,2.8,2.4,2.8,2.8,2.35,3.2,2.6,2.4,3,2.7,2.3,3,2.8,2.37,3,2.7
F1,24/03/02,Marseille,Monaco,1,1,D,0,0,D,1.95,2.9,3.85,1.9,3,3.6,2,3,3.4,1.909,3,3.8,1.909,3.1,3.6,1.8,3,4.2
F1,01/04/02,Marseille,Auxerre,3,0,H,1,0,H,2.5,2.9,2.7,2.5,2.8,2.7,,,,2.5,3,2.6,2.4,2.9,2.75,2.5,3.1,2.5
F1,06/04/02,Bordeaux,Bastia,2,1,H,2,0,H,1.55,3.35,5.75,1.55,3.5,4.8,1.61,3.25,5,1.6,3.25,5.2,,,,1.57,3.3,5.5
F1,06/04/02,Lens,Troyes,0,0,D,0,0,D,1.4,3.75,7,1.4,3.7,6.4,1.44,3.6,6.5,1.444,3.6,6.5,,,,1.44,3.6,6.5
F1,06/04/02,Lorient,Sedan,1,1,D,0,0,D,2,3.15,3.35,2.2,2.9,3,2.1,3,3.2,2,3,3.4,,,,2,3,3.4
F1,06/04/02,Monaco,Metz,2,2,D,1,1,D,1.65,3.3,4.7,1.9,3.1,3.5,1.61,3.25,5,1.75,3.25,4,,,,1.8,3.3,3.75
F1,06/04/02,Montpellier,Guingamp,2,1,H,1,1,D,1.8,3,4.4,2,2.8,3.5,2,3,3.4,1.85,3.1,3.8,,,,1.9,2.87,4
F1,06/04/02,Paris SG,Nantes,1,1,D,0,1,A,1.56,3.4,5.5,1.55,3.5,4.8,1.57,3.25,5.5,1.571,3.25,5.5,,,,1.53,3.4,5.5
F1,06/04/02,Rennes,Lille,4,0,H,1,0,H,2.5,3,2.62,2.5,3,2.5,2.5,3.2,2.5,2.4,3,2.7,,,,2.4,3.1,2.6
F1,06/04/02,Sochaux,Marseille,3,0,H,2,0,H,2,2.9,3.7,2,2.8,3.5,2,3.2,3.2,2,3,3.4,,,,1.9,3,3.75
F1,07/04/02,Auxerre,Lyon,0,1,A,0,0,D,2.2,2.95,3.1,2.2,2.9,3,2.2,3,3,2.2,2.875,3.1,,,,2.2,3,3
F1,09/04/02,Metz,Sedan,2,3,A,1,0,H,1.8,3.15,4,2,3,3.3,,,,1.909,3.2,3.5,2,3.1,3.3,,,
F1,12/04/02,Marseille,Paris SG,1,0,H,0,0,D,2.62,3.1,2.47,2.6,2.8,2.6,,,,2.7,3,2.4,2.7,3,2.375,2.62,2.9,2.5
F1,13/04/02,Auxerre,Sochaux,2,0,H,0,0,D,1.47,3.7,6,1.45,3.8,5.4,,,,1.5,3.4,6,1.5,3.4,6,1.5,3.4,6
F1,13/04/02,Bastia,Lens,3,1,H,0,1,A,2.87,3.2,2.2,3,2.9,2.2,,,,2.875,3.1,2.2,2.875,3.1,2.2,2.75,3.1,2.3
F1,13/04/02,Guingamp,Bordeaux,2,1,H,1,0,H,2.37,3.2,2.62,2.5,3,2.5,,,,2.4,3.1,2.6,2.4,3.2,2.5,2.4,3.25,2.5
F1,13/04/02,Lille,Monaco,1,1,D,0,1,A,1.6,3.45,5,1.5,3.7,5,,,,1.571,3.4,5.5,1.533,3.4,5.5,1.57,3.3,5.5
F1,13/04/02,Lyon,Montpellier,0,0,D,0,0,D,1.29,4.5,8.4,1.25,4.5,9,,,,1.3,4.333,8,1.286,4.333,8.5,1.28,4.2,9
F1,13/04/02,Metz,Rennes,3,1,H,0,1,A,1.8,3.2,4,1.75,3.2,4,,,,1.85,3.1,3.8,1.909,3,3.75,1.83,2.9,4.33
F1,13/04/02,Nantes,Lorient,2,0,H,0,0,D,1.75,3.3,4.1,,,,,,,,,,1.727,3.4,4,1.8,3.4,3.6
F1,13/04/02,Sedan,Troyes,0,0,D,0,0,D,1.8,3.2,4,1.7,3.2,4.2,,,,2,3,3.4,2.1,2.9,3.25,1.9,3,3.75
F1,21/04/02,Sedan,Auxerre,3,3,D,2,2,D,2.85,3.05,2.2,3,2.9,2.2,3,3,2.2,2.875,3.1,2.2,,,,2.62,3.1,2.37
F1,27/04/02,Bordeaux,Lyon,0,1,A,0,0,D,3,3.05,2.2,2.9,2.7,2.4,2.625,2.875,2.5,,,,3,2.875,2.25,,,
F1,27/04/02,Lens,Guingamp,4,1,H,2,0,H,1.33,4.4,7.3,1.4,3.9,6,1.364,3.75,8,,,,1.333,4.333,7,,,
F1,27/04/02,Lorient,Marseille,2,2,D,0,1,A,1.77,3.5,3.75,,,,1.8,3.2,4,,,,1.833,3.3,3.6,,,
F1,27/04/02,Monaco,Auxerre,1,1,D,1,0,H,2.75,3.15,2.3,2.5,3,2.5,2.75,3,2.375,,,,2.8,3.1,2.25,,,
F1,27/04/02,Montpellier,Nantes,3,0,H,0,0,D,2.25,2.8,3.2,2.3,3,2.7,2.2,3,3,,,,2.25,2.7,3.2,,,
F1,27/04/02,Paris SG,Metz,2,0,H,0,0,D,1.42,4,6.25,1.45,3.8,5.4,1.444,3.4,7.5,,,,1.4,3.75,7,,,
F1,27/04/02,Rennes,Sedan,1,0,H,0,0,D,1.55,3.7,5,,,,1.667,3.2,5,,,,1.667,3.25,4.5,,,
F1,27/04/02,Sochaux,Lille,0,0,D,0,0,D,2.6,3.1,2.45,2.5,3,2.5,2.5,3.25,2.4,,,,2.6,3.1,2.375,,,
F1,27/04/02,Troyes,Bastia,3,0,H,0,0,D,1.65,3.2,5,1.65,3.3,4.4,1.571,3.5,5,,,,1.615,3.25,5,,,
F1,04/05/02,Auxerre,Rennes,2,3,A,1,2,A,1.24,4.75,8.9,1.2,5,10,1.2,5,11,1.25,4.5,8.5,1.286,4.5,8,1.3,4.33,8
F1,04/05/02,Guingamp,Troyes,1,0,H,0,0,D,,,,,,,1.571,3.25,5.5,1.533,3.5,5,,,,1.5,3.6,5.5
F1,04/05/02,Lille,Paris SG,1,0,H,0,0,D,2.7,3.3,2.25,2.5,3,2.5,2.75,3.2,2.25,2.8,3.2,2.2,2.7,3.2,2.25,2.75,3.1,2.3
F1,04/05/02,Lyon,Lens,3,1,H,2,1,H,1.9,3.1,3.8,1.85,3,3.8,1.833,3,4,1.8,3.1,4.2,1.833,3,4,1.8,2.9,4.5
F1,04/05/02,Marseille,Montpellier,1,0,H,0,0,D,1.8,3.2,4,1.85,3,3.8,,,,1.75,3.1,4,,,,1.66,3.3,4.5
F1,04/05/02,Metz,Lorient,1,1,D,1,1,D,1.7,3.5,4.1,1.55,3.5,4.8,1.727,3.5,3.75,1.667,3.4,4.333,1.667,3.6,4,1.72,3.4,4
F1,04/05/02,Nantes,Bordeaux,2,1,H,1,0,H,2,3.1,3.45,1.9,3,3.6,2.1,3,3.2,1.8,3.1,3.75,2.1,3,3.2,2,3,3.4
