Country, #, Position, FIFA Display Name, Last Name, First Name, Shirt Name, Date of Birth, Club, Club Country, Height
England, 16, Midfielder, James MILNER, MILNER, James, MILNER, 04 Jan 1986, Aston Villa, ENG, 170
England, 17, Midfielder, Shaun WRIGHT-PHILLIPS, WRIGHT-PHILLIPS, Shaun Cameron, WRIGHT-PHILLIPS, 25 Oct 1981, Manchester City, ENG, 168
England, 18, Defender, Jamie CARRAGHER, CARRAGHER, James Lee, CARRAGHER, 28 Jan 1978, Liverpool, ENG, 185
England, 19, Forward, Jermain DEFOE, DEFOE, Jermain Colin, DEFOE, 07 Oct 1982, Tottenham Hotspur, ENG, 170
England, 20, Defender, Ledley KING, KING, Ledley Brenton, KING, 12 Oct 1980, Tottenham Hotspur, ENG, 188
England, 21, Forward, Emile HESKEY, HESKEY, Emile William Ivanhoe, HESKEY, 11 Jan 1978, Aston Villa, ENG, 188
England, 22, Midfielder, Michael CARRICK, CARRICK, Michael, CARRICK, 28 Jul 1981, Manchester Utd., ENG, 183
England, 23, Goalkeeper, Joe HART, HART, Joe, HART, 19 Apr 1987, Birmingham City, ENG, 191
France, 1, Goalkeeper, Hugo LLORIS, LLORIS, Hugo, LLORIS, 26 Dec 1986, Lyon, FRA, 188
France, 2, Defender, Bakari SAGNA, SAGNA, Bakari, SAGNA, 14 Feb 1983, Arsenal, ENG, 175
France, 3, Defender, Eric ABIDAL, ABIDAL, Eric Sylvain, ABIDAL, 11 Sep 1979, Barcelona, ESP, 180
France, 4, Defender, Anthony REVEILLERE, REVEILLERE, Anthony, REVEILLERE, 10 Nov 1979, Lyon, FRA, 181
France, 5, Defender, William GALLAS, GALLAS, William Eric, GALLAS, 17 Aug 1977, Arsenal, ENG, 181
France, 6, Defender, Marc PLANUS, PLANUS, Marc, PLANUS, 07 Mar 1982, Bordeaux, FRA, 183
France, 7, Forward, Franck RIBERY, RIBÉRY, Franck, RIBERY, 07 Apr 1983, Bayern Munich, GER, 175
France, 8, Midfielder, Yoann GOURCUFF, GOURCUFF, Yoann Miguel, GOURCUFF, 11 Jul 1986, Bordeaux, FRA, 185
France, 9, Forward, Djibril CISSE, CISSE, Djibril, CISSE, 12 Aug 1981, Panathinaikos, GRE, 182
France, 10, Forward, Sidney GOVOU, GOVOU, Sidney Rodrigue Noukpo, GOVOU, 27 Jul 1979, Lyon, FRA, 175
France, 11, Forward, Andre Pierre GIGNAC, GIGNAC, André Pierre, GIGNAC, 05 Dec 1985, Toulouse, FRA, 187
France, 12, Forward, Thierry HENRY, HENRY, Thierry Daniel, HENRY, 17 Aug 1977, Barcelona, ESP, 188
France, 13, Defender, Patrice EVRA, EVRA, Patrice Latyr, EVRA, 15 May 1981, Manchester Utd., ENG, 171
France, 14, Midfielder, Jeremy TOULALAN, TOULALAN, Jeremy, TOULALAN, 10 Sep 1983, Lyon, FRA, 183
France, 15, Midfielder, Florent MALOUDA, MALOUDA, Florent, MALOUDA, 13 Jun 1980, Chelsea, ENG, 184
France, 16, Goalkeeper, Steve MANDANDA, MANDANDA, Steve, MANDANDA, 28 Mar 1985, Marseille, FRA, 185
France, 17, Defender, Sebastien SQUILLACI, SQUILLACI, Sébastien, SQUILLACI, 11 Aug 1980, Sevilla FC, ESP, 184
France, 18, Midfielder, Alou DIARRA, DIARRA, Alou, A. DIARRA, 15 Jul 1981, Bordeaux, FRA, 190
France, 19, Midfielder, Abou DIABY, DIABY, Abou, DIABY, 11 May 1986, Arsenal, ENG, 188
France, 20, Forward, Mathieu VALBUENA, VALBUENA, Mathieu, VALBUENA, 28 Sep 1984, Marseille, FRA, 167
France, 21, Forward, Nicolas ANELKA, ANELKA, Nicolas Sebastien, ANELKA, 14 Mar 1979, Chelsea, ENG, 185
France, 22, Defender, Gael CLICHY, CLICHY, Gael, CLICHY, 26 Jul 1985, Arsenal, ENG, 181
France, 23, Goalkeeper, Cedric CARRASSO, CARRASSO, Cedric, CARRASSO, 30 Dec 1981, Bordeaux, FRA, 187
Germany, 1, Goalkeeper, Manuel NEUER, NEUER, Manuel, NEUER, 27 Mar 1986, Schalke 04, GER, 190
Germany, 2, Midfielder, Marcell JANSEN, JANSEN, Marcell, JANSEN, 04 Nov 1985, Hamburger SV, GER, 190
Germany, 3, Defender, Arne FRIEDRICH, FRIEDRICH, Arne, FRIEDRICH, 29 May 1979, Hertha Berlin, GER, 185
Germany, 4, Defender, Dennis AOGO, AOGO, Dennis, AOGO, 14 Jan 1987, Hamburger SV, GER, 184
Germany, 5, Defender, Serdar TASCI, TASCI, Serdar, TASCI, 24 Apr 1987, VfB Stuttgart, GER, 186
Germany, 6, Midfielder, Sami KHEDIRA, KHEDIRA, Sami, KHEDIRA, 04 Apr 1987, VfB Stuttgart, GER, 189
Germany, 7, Midfielder, Bastian SCHWEINSTEIGER, SCHWEINSTEIGER, Bastian, SCHWEINSTEIGER, 01 Aug 1984, Bayern Munich, GER, 180
Germany, 8, Midfielder, Mesut OEZIL, ÖZIL, Mesut, ÖZIL, 15 Oct 1988, Werder Bremen, GER, 182
Germany, 9, Forward, Stefan KIESSLING, KIESSLING, Stefan, KIESSLING, 25 Jan 1984, Bayer Leverkusen, GER, 191
Germany, 10, Forward, Lukas PODOLSKI, PODOLSKI, Lukas Josef, PODOLSKI, 04 Jun 1985, FC Cologne, GER, 180
Germany, 11, Forward, Miroslav KLOSE, KLOSE, Miroslaw Josef, KLOSE, 09 Jun 1978, Bayern Munich, GER, 182
Germany, 12, Goalkeeper, Tim WIESE, WIESE, Tim, WIESE, 17 Dec 1981, Werder Bremen, GER, 193
Germany, 13, Midfielder, Thomas MUELLER, MÜLLER, Thomas, MÜLLER, 13 Sep 1989, Bayern Munich, GER, 186
Germany, 14, Defender, Holger BADSTUBER, BADSTUBER, Holger, BADSTUBER, 13 Mar 1989, Bayern Munich, GER, 190
Germany, 15, Midfielder, Piotr TROCHOWSKI, TROCHOWSKI, Piotr Artur, TROCHOWSKI, 22 Mar 1984, Hamburger SV, GER, 168
Germany, 16, Defender, Philipp LAHM, LAHM, Philipp, LAHM, 11 Nov 1983, Bayern Munich, GER, 170
Germany, 17, Defender, Per MERTESACKER, MERTESACKER, Per, MERTESACKER, 29 Sep 1984, Werder Bremen, GER, 196
Germany, 18, Midfielder, Toni KROOS, KROOS, Toni, KROOS, 04 Jan 1990, Bayer Leverkusen, GER, 180
Germany, 19, Forward, CACAU, BARRETO, Claudemir Jeronimo, CACAU, 27 Mar 1981, VfB Stuttgart, GER, 180
Germany, 20, Defender, Jerome BOATENG, BOATENG, Jerome, BOATENG, 03 Sep 1988, Hamburger SV, GER, 192
Germany, 21, Midfielder, Marko MARIN, MARIN, Marko, MARIN, 13 Mar 1989, Werder Bremen, GER, 169
Germany, 22, Goalkeeper, Hans Joerg BUTT, BUTT, Hans Jörg, BUTT, 28 May 1974, Bayern Munich, GER, 191
Germany, 23, Forward, Mario GOMEZ, GOMEZ GARCIA, Mario, GOMEZ, 10 Jul 1985, Bayern Munich, GER, 189
Ghana, 1, Goalkeeper, Daniel AGYEI, AGYEI, Daniel, AGYEI, 10 Nov 1989, Liberty, GHA, 186
Ghana, 2, Defender, Hans SARPEI, SARPEI, Hans Adu, SARPEI, 28 Jun 1976, Bayer Leverkusen, GER, 178
Ghana, 3, Forward, Asamoah GYAN, GYAN, Asamoah, A. GYAN, 22 Nov 1985, Rennes, FRA, 186
Ghana, 4, Defender, John PANTSIL, PANTSIL, John, PANTSIL, 15 Jun 1981, Fulham, ENG, 178
Ghana, 5, Defender, John MENSAH, MENSAH, John, MENSAH, 29 Nov 1982, Sunderland, ENG, 177
Ghana, 6, Midfielder, Anthony ANNAN, ANNAN, Anthony, ANNAN, 21 Jul 1986, Rosenborg, NOR, 171
Ghana, 7, Defender, Samuel INKOOM, INKOOM, Samuel, INKOOM, 01 Jun 1989, Basel, SUI, 179
Ghana, 8, Defender, Jonathan MENSAH, MENSAH, Jonathan, JONATHAN, 13 Jul 1990, Free State Stars, RSA, 182
Ghana, 9, Midfielder, Derek BOATENG, BOATENG, Derek Owusu, D. BOATENG, 02 May 1983, Getafe, ESP, 185
Ghana, 10, Midfielder, Stephen APPIAH, APPIAH, Stephen, S. APPIAH, 24 Dec 1980, Bologna, ITA, 178
Ghana, 11, Midfielder, Sulley MUNTARI, MUNTARI, Sulley Ali, MUNTARI, 27 Aug 1984, Inter, ITA, 180
Ghana, 12, Forward, Prince TAGOE, TAGOE, Prince, TAGOE, 09 Nov 1986, Hoffenheim, GER, 179
Ghana, 13, Midfielder, Andre AYEW, AYEW, Andre Morgan Rami, A. AYEW, 17 Dec 1989, Arles, FRA, 175
Ghana, 14, Forward, Matthew AMOAH, AMOAH, Matthew, AMOAH, 24 Oct 1980, NAC Breda, NED, 175
Ghana, 15, Defender, Isaac VORSAH, VORSAH, Isaac, VORSAH, 21 Jun 1988, Hoffenheim, GER, 180
Ghana, 16, Goalkeeper, Stephen AHORLU, AHORLU, Stephen, AHORLU, 05 Sep 1988, Heart of Lions, GHA, 179
Ghana, 17, Defender, Ibrahim AYEW, AYEW, Ibrahim, I. AYEW, 16 Apr 1988, Zamalek, EGY, 176
Ghana, 18, Forward, Dominic ADIYIAH, ADIYIAH, Dominic, ADIYIAH, 29 Nov 1989, AC Milan, ITA, 170
Ghana, 19, Defender, Lee ADDY, ADDY, Lee, ADDY, 26 Sep 1985, Bechem Chelsea, GHA, 178
Ghana, 20, Forward, Quincy OWUSU-ABEYIE, OWUSU-ABEYIE, Quincy Jamie, OWUSU ABEYIE, 15 Apr 1986, Al Sadd, QAT, 180
Ghana, 21, Midfielder, Kwadwo ASAMOAH, ASAMOAH, Kwadwo, K. ASAMOAH, 09 Dec 1988, Udinese, ITA, 168
Ghana, 22, Goalkeeper, Richard KINGSON, KINGSON, Richard, KINGSON, 13 Jun 1978, Wigan, ENG, 182
Ghana, 23, Forward, Kevin Prince BOATENG, BOATENG, Kevin Prince, PRINCE, 06 Mar 1987, Portsmouth, ENG, 182
Greece, 1, Goalkeeper, Konstantinos CHALKIAS, CHALKIAS, Konstantinos, CHALKIAS, 30 May 1974, PAOK, GRE, 198
Greece, 2, Defender, Giourkas SEITARIDIS, SEITARIDIS, Georgios, GIOURKAS, 04 Jun 1981, Panathinaikos, GRE, 185
Greece, 3, Defender, Christos PATSATZOGLOU, PATSATZOGLOU, Christos, PATSA, 19 Mar 1979, Omonia, CYP, 183
Greece, 4, Defender, Nikos SPIROPOULOS, SPYROPOULOS, Nikolaos, SPYROPOULOS, 10 Oct 1983, Panathinaikos, GRE, 171
Greece, 5, Defender, Vangelis MORAS, MORAS, Evangelos, MORAS, 26 Aug 1981, Bologna, ITA, 193
Greece, 6, Midfielder, Alexandros TZIOLIS, TZIOLIS, Alexandros, TZIOLIS, 13 Feb 1985, Siena, ITA, 190
Greece, 7, Forward, Georgios SAMARAS, SAMARAS, Georgios, SAMARAS, 21 Feb 1985, Celtic, SCO, 192
Greece, 8, Defender, Avraam PAPADOPOULOS, PAPADOPOULOS, Avraam, PAPADOPOULOS, 03 Dec 1984, Olympiacos, GRE, 186
Greece, 9, Forward, Angelos CHARISTEAS, CHARISTEAS, Angelos, CHARISTEAS, 09 Feb 1980, Nuremberg, GER, 191
Greece, 10, Midfielder, Georgios KARAGOUNIS, KARAGKOUNIS, Georgios, KARAGOUNIS, 06 Mar 1977, Panathinaikos, GRE, 176
Greece, 11, Defender, Loukas VYNTRA, VYNTRA, Loukas, VYNTRA, 05 Feb 1981, Panathinaikos, GRE, 184
Greece, 12, Goalkeeper, Alexandros TZORVAS, TZORVAS, Alexandros, TZORVAS, 12 Aug 1982, Panathinaikos, GRE, 190
Greece, 13, Goalkeeper, Michail SIFAKIS, SIFAKIS, Michail, SIFAKIS, 09 Sep 1984, Aris Thessaloniki, GRE, 186
Greece, 14, Forward, Dimitrios SALPINGIDIS, SALPINGIDIS, Dimitrios, SALPINGIDIS, 18 Aug 1981, Panathinaikos, GRE, 171
Greece, 15, Defender, Vasileios TOROSIDIS, TOROSIDIS, Vasileios, TOROSIDIS, 10 Jun 1985, Olympiacos, GRE, 185
Greece, 16, Defender, Sotirios KYRGIAKOS, KYRGIAKOS, Sotirios, KYRGIAKOS, 23 Jul 1979, Liverpool, ENG, 192
Greece, 17, Forward, Theofanis GEKAS, GKEKAS, Theofanis, GEKAS, 23 May 1980, Hertha Berlin, GER, 179
Greece, 18, Midfielder, Sotiris NINIS, NINIS, Sotiris, NINIS, 03 Apr 1990, Panathinaikos, GRE, 173
Greece, 19, Defender, Sokratis PAPASTATHOPOULOS, PAPASTATHOPOULOS, Sokratis, SOKRATIS, 09 Jun 1988, Genoa, ITA, 186
Greece, 20, Forward, Pantelis KAPETANOS, KAPETANOS, Pantelis, KAPETANOS, 08 Jun 1983, Steaua, ROU, 190
Greece, 21, Midfielder, Konstantinos KATSOURANIS, KATSOURANIS, Konstantinos, KATSOURANIS, 21 Jun 1979, Panathinaikos, GRE, 183
Greece, 22, Defender, Stelios MALEZAS, MALEZAS, Stylianos, MALEZAS, 11 Mar 1985, PAOK, GRE, 192
Greece, 23, Midfielder, Athanasios PRITTAS, PRITTAS, Athanasios, PRITTAS, 09 Jan 1979, Aris Thessaloniki, GRE, 185
Honduras, 1, Goalkeeper, Ricardo CANALES, CANALES LANZA, Ricardo Gabriel, CANALES, 30 May 1982, Motagua, HON, 180
Honduras, 2, Defender, Osman CHAVEZ, CHAVEZ GUITY, Osman Danilo, CHAVEZ, 29 Jul 1984, Platense, HON, 187
Honduras, 3, Defender, Maynor FIGUEROA, FIGUEROA ROCHEZ, Maynor Alexis, FIGUEROA, 02 May 1983, Wigan, ENG, 182
Honduras, 4, Defender, Jhony PALACIOS, PALACIOS CACHO, Jhony Eulogio, J. PALACIOS, 20 Dec 1986, Olimpia Tegucigalpa, HON, 182
Honduras, 5, Defender, Victor BERNARDEZ, BERNARDEZ BLANCO, Victor Salvador, BERNARDEZ, 24 May 1982, Anderlecht, BEL, 187
Honduras, 6, Midfielder, Hendry THOMAS, THOMAS SUAZO, Hendry Bernardo, THOMAS, 23 Feb 1985, Wigan, ENG, 180
Honduras, 7, Midfielder, Ramon NUNEZ, NUNEZ, Ramon Fernando, NUÑEZ, 14 Nov 1985, Olimpia Tegucigalpa, HON, 169
Honduras, 8, Midfielder, Wilson PALACIOS, PALACIOS SUAZO, Wilson Roberto, W. PALACIOS, 29 Jul 1984, Tottenham Hotspur, ENG, 176
Honduras, 9, Forward, Carlos PAVON, PLUMMER PAVON, Carlos Alberto, PAVON, 09 Oct 1973, Real Espana, HON, 180
Honduras, 10, Midfielder, Julio Cesar DE LEON, DE LEON DAILEY, Julio Cesar, LEON, 13 Sep 1979, Torino, ITA, 170
Honduras, 11, Forward, David SUAZO, SUAZO VELASQUEZ, Oscar David, SUAZO, 05 Nov 1979, Genoa, ITA, 183
Honduras, 12, Forward, George WELCOME, WELCOME COLLINS, George Wilson, WELCOME, 09 Mar 1985, Motagua, HON, 192
Honduras, 13, Forward, Roger ESPINOZA, ESPINOZA RAMIREZ, Roger Anibal, ESPINOZA, 25 Oct 1986, Kansas City Wizards, USA, 178
Honduras, 14, Defender, Oscar GARCIA, GARCIA RAMIREZ, Oscar Boniek, GARCIA, 04 Sep 1984, Olimpia Tegucigalpa, HON, 176
Honduras, 15, Forward, Walter MARTINEZ, MARTINEZ RAMOS, Walter Julian, MARTINEZ, 24 Mar 1982, Marathon, HON, 166
Honduras, 16, Defender, Mauricio SABILLON, SABILLON PEÑA, Mauricio Alberto, SABILLON, 11 Nov 1978, Hangzhou Greentown, CHN, 180
Honduras, 17, Midfielder, Edgar ALVAREZ, ALVAREZ REYES, Edgar Anthony, ALVAREZ, 18 Jan 1980, Bari, ITA, 170
Honduras, 18, Goalkeeper, Noel VALLADARES, VALLADARES BONILLA, Noel Eduardo, VALLADARES, 03 May 1977, Olimpia Tegucigalpa, HON, 179
Honduras, 19, Midfielder, Danilo TURCIOS, TURCIOS FUNEZ, Elvis Danilo, TURCIOS, 08 May 1978, Olimpia Tegucigalpa, HON, 166
Honduras, 20, Midfielder, Amado GUEVARA, GUEVARA, Amado, GUEVARRA, 02 May 1976, Motagua, HON, 176
Honduras, 21, Defender, Emilio IZAGUIRRE, IZAGUIRRE GIRON, Emilio Arturo, IZAGUIRRE, 10 May 1986, Motagua, HON, 178
Honduras, 22, Goalkeeper, Donis ESCOBER, ESCOBER IZAGUIRRE, Donis Salatiel, ESCOBER, 03 Feb 1981, Olimpia Tegucigalpa, HON, 180
Honduras, 23, Defender, Sergio MENDOZA, MENDOZA ESCOBAR, Sergio Giovany, MENDOZA, 23 May 1981, Motagua, HON, 177
Italy, 1, Goalkeeper, Gianluigi BUFFON, BUFFON, Gianluigi, BUFFON, 28 Jan 1978, Juventus, ITA, 190
Italy, 2, Defender, Christian MAGGIO, MAGGIO, Christian, MAGGIO, 11 Feb 1982, Napoli, ITA, 184
Italy, 3, Defender, Domenico CRISCITO, CRISCITO, Domenico, CRISCITO, 30 Dec 1986, Genoa, ITA, 175
Italy, 4, Defender, Giorgio CHIELLINI, CHIELLINI, Giorgio, CHIELLINI, 14 Aug 1984, Juventus, ITA, 192
Italy, 5, Defender, Fabio CANNAVARO, CANNAVARO, Fabio, CANNAVARO, 13 Sep 1973, Juventus, ITA, 175
Italy, 6, Midfielder, Daniele DE ROSSI, DE ROSSI, Daniele, DE ROSSI, 24 Jul 1983, AS Roma, ITA, 182
Italy, 7, Midfielder, Simone PEPE, PEPE, Simone, PEPE, 30 Aug 1983, Udinese, ITA, 179
Italy, 8, Midfielder, Gennaro GATTUSO, GATTUSO, Gennaro Ivan, GATTUSO, 09 Jan 1978, AC Milan, ITA, 177
Italy, 9, Forward, Vincenzo IAQUINTA, IAQUINTA, Vincenzo, IAQUINTA, 21 Nov 1979, Juventus, ITA, 186
Italy, 10, Forward, Antonio DI NATALE, DI NATALE, Antonio, DI NATALE, 13 Oct 1977, Udinese, ITA, 170
Italy, 11, Forward, Alberto GILARDINO, GILARDINO, Alberto, GILARDINO, 05 Jul 1982, Fiorentina, ITA, 184
Italy, 12, Goalkeeper, Federico MARCHETTI, MARCHETTI, Federico, MARCHETTI, 07 Feb 1983, Cagliari, ITA, 188
Italy, 13, Defender, Salvatore BOCCHETTI, BOCCHETTI, Salvatore, BOCCHETTI, 30 Nov 1986, Genoa, ITA, 178
Italy, 14, Goalkeeper, Morgan DE SANCTIS, DE SANCTIS, Morgan, DE SANCTIS, 26 Mar 1977, Napoli, ITA, 190
Italy, 15, Midfielder, Claudio MARCHISIO, MARCHISIO, Claudio, MARCHISIO, 19 Jan 1986, Juventus, ITA, 179
Italy, 16, Midfielder, Mauro CAMORANESI, CAMORANESI, Mauro German, CAMORANESI, 04 Oct 1976, Juventus, ITA, 174
Italy, 17, Midfielder, Angelo PALOMBO, PALOMBO, Angelo, PALOMBO, 25 Sep 1981, Sampdoria, ITA, 177
Italy, 18, Forward, Fabio QUAGLIARELLA, QUAGLIARELLA, Fabio, QUAGLIARELLA, 31 Jan 1983, Napoli, ITA, 180
Italy, 19, Defender, Gianluca ZAMBROTTA, ZAMBROTTA, Gianluca, ZAMBROTTA, 19 Feb 1977, AC Milan, ITA, 181
Italy, 20, Forward, Giampaolo PAZZINI, PAZZINI, Giampaolo, PAZZINI, 02 Aug 1984, Sampdoria, ITA, 180
Italy, 21, Midfielder, Andrea PIRLO, PIRLO, Andrea, PIRLO, 19 May 1979, AC Milan, ITA, 177
Italy, 22, Midfielder, Riccardo MONTOLIVO, MONTOLIVO, Riccardo, MONTOLIVO, 18 Jan 1985, Fiorentina, ITA, 181
Italy, 23, Defender, Leonardo BONUCCI, BONUCCI, Leonardo, BONUCCI, 01 May 1987, Bari, ITA, 190
Japan, 1, Goalkeeper, Seigo NARAZAKI, NARAZAKI, Seigo, NARAZAKI, 15 Apr 1976, Nagoya Grampus Eight, JPN, 187
Japan, 2, Midfielder, Yuki ABE, ABE, Yuki, ABE, 06 Sep 1981, Urawa Reds, JPN, 177
Japan, 3, Defender, Yuichi KOMANO, KOMANO, Yuichi, KOMANO, 25 Jul 1981, Jubilo Iwata, JPN, 172
Japan, 4, Defender, Marcus Tulio TANAKA, TANAKA, Marcus Tulio Lyuji Murzani, TULIO, 24 Apr 1981, Nagoya Grampus Eight, JPN, 185
Japan, 5, Defender, Yuto NAGATOMO, NAGATOMO, Yuto, NAGATOMO, 12 Sep 1986, FC Tokyo, JPN, 170
Japan, 6, Defender, Atsuto UCHIDA, UCHIDA, Atsuto, UCHIDA, 27 Mar 1988, Kashima Antlers, JPN, 176
Japan, 7, Midfielder, Yasuhito ENDO, ENDO, Yasuhito, ENDO, 28 Jan 1980, Gamba Osaka, JPN, 178
Japan, 8, Midfielder, Daisuke MATSUI, MATSUI, Daisuke, MATSUI, 11 May 1981, Grenoble, FRA, 175
Japan, 9, Forward, Shinji OKAZAKI, OKAZAKI, Shinji, OKAZAKI, 16 Apr 1986, Shimizu S-Pulse, JPN, 174
Japan, 10, Midfielder, Shunsuke NAKAMURA, NAKAMURA, Shunsuke, NAKAMURA, 24 Jun 1978, Yokohama F Marinos, JPN, 178
Japan, 11, Forward, Keiji TAMADA, TAMADA, Keiji, TAMADA, 11 Apr 1980, Nagoya Grampus Eight, JPN, 173
Japan, 12, Forward, Kisho YANO, YANO, Kisho, YANO, 05 Apr 1984, Albirex Niigata, JPN, 185
Japan, 13, Defender, Daiki IWAMASA, IWAMASA, Daiki, IWAMASA, 30 Jan 1982, Kashima Antlers, JPN, 187
Japan, 14, Midfielder, Kengo NAKAMURA, NAKAMURA, Kengo, NAKAMURA, 31 Oct 1980, Kawasaki Frontale, JPN, 175
Japan, 15, Defender, Yasuyuki KONNO, KONNO, Yasuyuki, KONNO, 25 Jan 1983, FC Tokyo, JPN, 178
Japan, 16, Forward, Yoshito OKUBO, OKUBO, Yoshito, OKUBO, 09 Jun 1982, Vissel Kobe, JPN, 170
Japan, 17, Midfielder, Makoto HASEBE, HASEBE, Makoto, HASEBE, 18 Jan 1984, Wolfsburg, GER, 177
Japan, 18, Midfielder, Keisuke HONDA, HONDA, Keisuke, HONDA, 13 Jun 1986, CSKA Moscow, RUS, 182
Japan, 19, Forward, Takayuki MORIMOTO, MORIMOTO, Takayuki, MORIMOTO, 07 May 1988, Catania, ITA, 180
Japan, 20, Midfielder, Junichi INAMOTO, INAMOTO, Junichi, INAMOTO, 18 Sep 1979, Kawasaki Frontale, JPN, 181
Japan, 21, Goalkeeper, Eiji KAWASHIMA, KAWASHIMA, Eiji, KAWASHIMA, 20 Mar 1983, Kawasaki Frontale, JPN, 185
Japan, 22, Defender, Yuji NAKAZAWA, NAKAZAWA, Yuji, NAKAZAWA, 25 Feb 1978, Yokohama F Marinos, JPN, 187
Japan, 23, Goalkeeper, Yoshikatsu KAWAGUCHI, KAWAGUCHI, Yoshikatsu, KAWAGUCHI, 15 Aug 1975, Jubilo Iwata, JPN, 180
Korea DPR, 1, Goalkeeper, RI Myong Guk, RI, Myong Guk, R. MYONG GUK, 09 Sep 1986, Pyongyang City, PRK, 187
Korea DPR, 2, Defender, CHA Jong Hyok, CHA, Jong Hyok, C. JONG HYOK, 25 Sep 1985, Amrokgang, PRK, 178
Korea DPR, 3, Defender, RI Jun Il, RI, Jun Il, R. JUN IL, 24 Aug 1987, Sobaeksu, PRK, 178
Korea DPR, 4, Midfielder, PAK Nam Chol, PAK, Nam Chol, P. NAM CHOL, 02 Jul 1985, April 25, PRK, 172
Korea DPR, 5, Defender, RI Kwang Chon, RI, Kwang Chon, R. KWANG CHON, 04 Sep 1985, April 25, PRK, 183
Korea DPR, 6, Midfielder, KIM Kum Il, KIM, Kum Il, K. KUM IL, 10 Oct 1987, April 25, PRK, 170
Korea DPR, 7, Forward, AN Chol Hyok, AN, Chol Hyok, A. CHOL HYOK, 27 Jun 1987, Rimyongsu, PRK, 178
Korea DPR, 8, Defender, JI Yun Nam, JI, Yun Nam, J. YUN NAM, 20 Nov 1976, April 25, PRK, 172
Korea DPR, 9, Defender, JONG Tae Se, JONG, Tae Se, J. TAE SE, 02 Mar 1984, Kawasaki Frontale, JPN, 181
Korea DPR, 10, Forward, HONG Yong Jo, HONG, Yong Jo, H. YONG JO, 22 May 1982, FK Rostov, RUS, 174
Korea DPR, 11, Midfielder, MUN In Guk, MUN, In Guk, M. IN GUK, 29 Sep 1978, April 25, PRK, 167
Korea DPR, 12, Forward, CHOE Kum Chol, CHOE, Kum Chol, C. KUM CHOL, 09 Feb 1987, April 25, PRK, 178
Korea DPR, 13, Defender, PAK Chol Jin, PAK, Chol Jin, P. CHOL JIN, 05 Sep 1985, Amrokgang, PRK, 184
Korea DPR, 14, Defender, PAK Nam Chol, PAK, Nam Chol, P. NAM CHOL, 03 Oct 1988, Amrokgang, PRK, 183
Korea DPR, 15, Midfielder, KIM Yong Jun, KIM, Yong Jun, K. YONG JUN, 19 Jul 1983, Pyongyang City, PRK, 182
Korea DPR, 16, Defender, NAM Song Chol, NAM, Song Chol, N. SONG CHOL, 07 May 1982, April 25, PRK, 178
Korea DPR, 17, Midfielder, AN Yong Hak, AN, Yong Hak, A. YONG HAK, 25 Oct 1978, Omiya Ardija, JPN, 182
Korea DPR, 18, Goalkeeper, KIM Myong Gil, KIM, Myong Gil, K. MYONG GIL, 16 Oct 1984, Amrokgang, PRK, 181
Korea DPR, 19, Midfielder, RI Chol Myong, RI, Chol Myong, R. CHOL MYONG, 18 Feb 1988, Pyongyang City, PRK, 173
Korea DPR, 20, Goalkeeper, KIM Myong Won, KIM, Myong Won, K. MYONG WON, 15 Jul 1983, Amrokgang, PRK, 180
Korea DPR, 21, Defender, RI Kwang Hyok, RI, Kwang Hyok, R. KWANG HYOK, 17 Aug 1987, Kyonggongop, PRK, 178
Korea DPR, 22, Midfielder, KIM Kyong Il, KIM, Kyong Il, K. KYONG IL, 11 Dec 1988, Rimyongsu, PRK, 174
Korea DPR, 23, Midfielder, PAK Sung Hyok, PAK, Sung Hyok, P. SUNG HYOK, 30 May 1990, Sobaeksu, PRK, 175
Korea Republic, 1, Goalkeeper, LEE Woon Jae, LEE, Woon Jae, WOONJAE, 26 Apr 1973, Suwon Bluewings, KOR, 182
Korea Republic, 2, Defender, OH Beom Seok, OH, Beom Seok, BEOMSEOK, 29 Jul 1984, Ulsan Hyundai, KOR, 181
Korea Republic, 3, Defender, KIM Hyung Il, KIM, Hyung Il, HYUNGIL, 27 Apr 1984, Pohang Steelers, KOR, 187
Korea Republic, 4, Defender, CHO Yong Hyung, CHO, Yong Hyung, YONGHYUNG, 03 Nov 1983, Jeju Utd., KOR, 182
Korea Republic, 5, Midfielder, KIM Nam Il, KIM, Nam Il, NAMIL, 14 Mar 1977, Tom Tomsk, RUS, 180
Korea Republic, 6, Midfielder, KIM Bo Kyung, KIM, Bo Kyung, BOKYUNG, 06 Oct 1989, Oita Trinita, JPN, 178
Korea Republic, 7, Midfielder, PARK Ji Sung, PARK, Ji Sung, JISUNG, 25 Feb 1981, Manchester Utd., ENG, 178
Korea Republic, 8, Midfielder, KIM Jung Woo, KIM, Jung Woo, JUNGWOO, 09 May 1982, Gwangju Sangmu, KOR, 183
Korea Republic, 9, Forward, AHN Jung Hwan, AHN, Jung Hwan, JUNGHWAN, 27 Jan 1976, Dalian Shide, CHN, 177
Korea Republic, 10, Forward, PARK Chu Young, PARK, Chu Young, CHUYOUNG, 10 Jul 1985, Monaco, FRA, 183
Korea Republic, 11, Forward, LEE Seung Yeoul, LEE, Seung Yeoul, SEUNGYEOUL, 06 Mar 1989, FC Seoul, KOR, 183
Korea Republic, 12, Defender, LEE Young Pyo, LEE, Young Pyo, YOUNGPYO, 23 Apr 1977, Al Hilal, KSA, 177
