Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,,,
P1,29/10/10,Benfica,Pacos Ferreira,2,0,H,1,0,H,1.22,5.75,13,1.2,5.25,13,1.2,5.75,11,1.25,4.6,10.5,1.2,5,11,1.18,6,12,1.2,5.5,13,1.2,6,12,1.2,6,17,1.22,5.5,10,27,1.24,1.21,6.59,5.71,15.5,12.37,21,1.8,1.71,2.22,2.08,14,-1.5,1.8,1.77,2.16,2.11,,,
P1,30/10/10,Academica,Porto,0,1,A,0,1,A,7,3.8,1.5,6.5,3.9,1.45,6.5,3.6,1.5,7,3.6,1.45,6,3.4,1.5,6.25,3.6,1.5,6,3.6,1.53,6.5,3.6,1.53,7,3.8,1.53,6,3.6,1.53,26,7.5,6.46,4.45,3.77,1.53,1.49,23,1.95,1.81,2.08,1.95,12,1,2,1.96,1.93,1.9,,,
P1,30/10/10,Rio Ave,Sp Braga,2,0,H,0,0,D,4.5,3.4,1.83,5.25,3.25,1.67,4.75,3.25,1.72,4.2,3.1,1.8,4.5,3.25,1.67,4.8,3.25,1.7,5,3.4,1.67,5.5,3.3,1.67,4.6,3.3,1.83,4.5,3.3,1.73,26,5,4.45,3.4,3.26,1.92,1.79,17,2.46,2.28,1.62,1.56,11,0.5,2.02,1.99,1.92,1.88,,,
P1,31/10/10,Beira Mar,Naval,3,1,H,2,0,H,2.2,3.1,3.4,2.15,3,3.3,2.15,3,3.3,2.1,3,3.3,2.1,3.2,3,2.1,3,3.4,2.1,3.2,3.25,2.25,3,3.25,2.15,3.2,3.6,2.2,3,3.2,26,2.25,2.14,3.29,3.07,3.71,3.36,17,2.5,2.45,1.55,1.51,12,-0.25,1.9,1.87,2.04,2,,,
P1,31/10/10,Leiria,Sp Lisbon,1,2,A,1,2,A,4.2,3.25,1.91,4.4,3.3,1.75,3.75,3.25,1.9,4,3.1,1.85,3.75,3.2,1.83,3.8,3.25,1.88,3.75,3.25,1.91,3.7,3.2,2,4,3.3,1.95,3.75,3.2,1.91,22,4.4,3.93,3.45,3.22,2,1.91,16,2.38,2.23,1.67,1.6,11,0.5,1.92,1.89,2.01,1.98,,,
P1,31/10/10,Nacional,Setubal,1,0,H,1,0,H,1.75,3.3,5,1.8,3.2,4.33,1.8,3.25,4.2,1.8,3.1,4.2,1.83,3.2,3.75,1.83,3.15,4.2,1.83,3.2,4.2,1.85,3.2,4.33,1.75,3.5,5,1.83,3.2,4,26,1.85,1.77,3.6,3.29,5.09,4.55,18,2.35,2.24,1.67,1.59,11,-0.5,1.8,1.77,2.19,2.13,,,
P1,31/10/10,Olhanense,Maritimo,1,1,D,0,1,A,2.4,3.1,3,2.25,2.95,3.2,2.25,3,3.1,2.3,3,2.9,2.2,3.1,2.88,2.2,3,3.2,2.25,3.1,3.1,2.4,3.1,2.9,2.4,3.1,3.2,2.38,3,2.88,26,2.46,2.32,3.2,3.03,3.27,3.04,17,2.5,2.44,1.55,1.51,12,-0.25,2.09,2.07,1.84,1.81,,,
P1,01/11/10,Guimaraes,Portimonense,2,0,H,1,0,H,1.65,3.6,5.5,1.55,3.6,5.75,1.57,3.5,5.75,1.55,3.4,5.8,1.57,3.5,5,1.55,3.5,5.75,1.57,3.4,6,1.57,3.5,6,1.62,3.8,5.5,1.57,3.6,5.5,26,1.65,1.59,4,3.59,7,5.57,18,2.3,2.19,1.67,1.62,12,-0.75,1.88,1.85,2.05,2.02,,,
P1,05/11/10,Setubal,Rio Ave,3,3,D,1,2,A,2.38,3,3.25,2.25,3,3.1,2.25,3,3.1,2.1,3,3.3,2,3.2,3.2,2.25,3,3.1,2.25,2.75,3.2,2.2,3.1,3.4,2.4,3.1,3.12,2.15,3.1,3.2,31,2.59,2.33,3.2,3.01,3.5,3.12,20,2.7,2.47,1.55,1.5,14,-0.25,2.18,2.11,1.88,1.78,,,
P1,06/11/10,Pacos Ferreira,Nacional,0,1,A,0,0,D,2.4,3.1,3.1,2.3,2.95,3.1,2.3,3,3,2.3,2.9,3,2.3,3.1,2.75,2.3,2.9,3.1,2.4,3,2.88,2.38,3.1,3,2.4,3.1,3.1,2.4,3.1,2.75,30,2.52,2.38,3.14,3.01,3.17,2.94,21,2.45,2.3,1.62,1.55,12,0,1.77,1.7,2.2,2.14,,,
P1,06/11/10,Portimonense,Academica,2,2,D,0,2,A,2.9,3.1,2.5,2.85,2.95,2.45,2.75,3,2.5,2.6,3,2.6,2.75,3.2,2.25,2.7,3.1,2.45,3,3.1,2.25,3,3.1,2.38,3.1,3.12,2.4,2.7,3,2.5,31,3.1,2.85,3.26,3.03,2.55,2.44,21,2.38,2.28,1.6,1.56,14,0,2.18,2.09,1.78,1.74,,,
P1,07/11/10,Maritimo,Leiria,1,1,D,0,0,D,1.91,3.25,4.2,1.91,3.1,3.9,1.9,3.2,3.85,2,3,3.6,1.91,3.2,3.5,1.95,3.1,3.75,1.91,3.1,4,1.85,3.25,4.33,1.95,3.25,4,1.83,3.25,4,26,2.02,1.92,3.36,3.18,4.33,3.96,18,2.65,2.44,1.55,1.51,11,-0.5,2.03,1.95,1.95,1.9,,,
P1,07/11/10,Naval,Olhanense,1,1,D,1,0,H,2.7,3,2.8,2.45,2.95,2.85,2.5,3,2.75,2.4,2.9,2.9,2.5,3.1,2.5,2.38,3,2.88,2.62,2.9,2.7,2.5,2.9,3,2.62,3,2.88,2.4,3,2.88,29,2.75,2.55,3.05,2.97,3,2.78,20,2.63,2.45,1.55,1.5,15,0,1.92,1.86,2.03,1.97,,,
P1,07/11/10,Porto,Benfica,5,0,H,3,0,H,1.83,3.5,4.33,1.8,3.3,4.2,1.85,3.25,4,1.8,3.1,4.2,1.83,3.2,3.75,1.83,3.25,4,1.8,3.25,4.33,1.83,3.4,4.2,1.83,3.5,4.5,1.83,3.3,4,29,1.91,1.83,3.64,3.36,4.67,4.13,26,2.06,1.99,1.85,1.77,11,-0.5,1.88,1.83,2.08,2.02,,,
P1,07/11/10,Sp Braga,Beira Mar,2,3,A,0,1,A,1.5,4,7,1.4,3.9,7.75,1.5,3.6,6.5,1.55,3.4,5.8,1.44,3.75,6,1.45,3.75,7,1.5,3.75,6,1.44,4,7.5,1.53,3.8,7,1.44,3.75,7,29,1.56,1.48,4.14,3.79,8,6.83,26,2.2,2.07,1.8,1.71,11,-1,2.02,1.98,1.91,1.87,,,
P1,08/11/10,Sp Lisbon,Guimaraes,2,3,A,2,0,H,1.53,3.8,6.5,1.5,3.7,6,1.5,3.75,6,1.55,3.4,5.8,1.57,3.5,5,1.53,3.5,6,1.53,3.4,6.5,1.53,3.75,6.5,1.57,3.75,6.5,1.57,3.5,5.5,29,1.61,1.54,3.98,3.68,6.5,5.99,25,2.23,2.08,1.8,1.7,11,-1,2.12,2.06,1.83,1.8,,,
P1,12/11/10,Nacional,Maritimo,0,0,D,0,0,D,2.25,3.2,3.25,2.2,2.95,3.25,2.2,3.1,3.1,2.3,2.9,3,1.91,3.2,3.5,2.2,3,3.2,2,3.1,3.6,2.2,3,3.5,2.25,3.1,3.4,2.2,3.1,3.1,30,2.35,2.21,3.26,3.11,3.65,3.27,19,2.5,2.36,1.6,1.55,14,-0.25,2,1.94,1.97,1.93,,,
P1,13/11/10,Academica,Sp Lisbon,1,2,A,0,2,A,3.4,3.2,2.15,3.5,3.2,2,3.4,3.1,2.05,3.4,3.1,2,2.8,3.2,2.2,3.6,3.2,1.95,3.1,3.25,2.15,3.4,3.1,2.2,3.6,3.12,2.15,3.1,3.1,2.2,28,3.77,3.39,3.27,3.14,2.25,2.12,21,2.38,2.16,1.73,1.65,10,0.5,1.78,1.73,2.21,2.15,,,
P1,13/11/10,Guimaraes,Sp Braga,2,1,H,1,1,D,2.5,3.2,2.8,2.4,3,2.85,2.5,3,2.7,2.4,2.9,2.9,2.25,3.2,2.75,2.45,3.1,2.7,2.38,3.1,2.88,2.5,3,2.9,2.62,3.1,2.75,2.5,3,2.7,28,2.74,2.53,3.2,3.02,2.91,2.76,20,2.44,2.3,1.63,1.56,16,0,1.95,1.86,2.01,1.96,,,
P1,14/11/10,Benfica,Naval,4,0,H,1,0,H,1.2,6,14,1.22,5,12.5,1.2,5.5,12,1.17,5.4,13,1.2,5.5,10,1.18,5.75,12,1.14,6,17,1.18,6,17,1.22,6,13,1.2,5.5,12,27,1.25,1.21,6,5.51,17,12.96,19,1.67,1.61,2.38,2.21,12,-1.75,2.03,1.97,1.95,1.9,,,
P1,14/11/10,Leiria,Setubal,1,0,H,1,0,H,1.9,3.25,4.2,2,3.1,3.6,1.9,3.2,3.8,1.9,3,4,1.91,3.2,3.5,1.95,3.1,3.75,2,3.2,3.5,1.95,3.1,4.2,1.85,3.3,4.33,2,3.1,3.6,26,2,1.92,3.44,3.18,4.5,3.96,18,2.46,2.35,1.57,1.54,11,-0.5,1.96,1.92,1.98,1.92,,,
P1,14/11/10,Olhanense,Beira Mar,1,1,D,1,0,H,2.1,3.2,3.6,2.15,3,3.3,2.1,3,3.4,2.1,2.9,3.4,2,3.2,3.2,2.05,3.05,3.5,2.1,3,3.5,2.3,2.8,3.5,2.1,3.25,3.6,2.1,3.1,3.3,28,2.3,2.12,3.33,3.09,3.73,3.41,20,2.5,2.34,1.62,1.54,12,-0.25,1.91,1.84,2.06,2.03,,,
P1,14/11/10,Porto,Portimonense,2,0,H,1,0,H,1.14,7,19,1.12,6.75,17,1.13,6.5,16,1.15,5.7,14,1.12,6.5,13,1.12,7,15,1.12,6.5,19,1.13,7,21,1.12,7.5,23,1.12,7,15,27,1.14,1.12,8.8,7.15,27,18.42,16,1.47,1.44,2.75,2.63,12,-2.25,1.92,1.88,2.02,1.99,,,
P1,14/11/10,Rio Ave,Pacos Ferreira,3,1,H,2,1,H,2.2,3.2,3.3,2.2,3,3.2,2.25,3,3.1,2.1,3,3.3,2.1,3.2,3,2.35,3,2.9,2.25,3,3.2,2.15,3.2,3.4,2.25,3.2,3.3,2.25,3,3.1,27,2.35,2.22,3.27,3.06,3.52,3.23,19,2.55,2.42,1.57,1.51,12,0,1.65,1.6,2.36,2.29,,,
P1,26/11/10,Setubal,Academica,0,1,A,0,1,A,2.88,3.2,2.5,2.8,3,2.45,2.75,3,2.5,2.5,3,2.7,2.5,3.2,2.5,2.7,3,2.5,2.7,3.1,2.5,2.8,3,2.6,3.1,3.1,2.4,2.8,3,2.4,34,2.8,2.68,3.23,3.04,2.88,2.62,22,2.5,2.35,1.6,1.54,22,0,2,1.9,2.04,1.93,,,
P1,27/11/10,Maritimo,Guimaraes,2,0,H,2,0,H,2.6,3.1,2.75,2.45,2.95,2.85,2.55,3,2.7,2.5,3,2.7,2.5,3.2,2.5,2.5,3,2.7,2.6,3.1,2.6,2.7,2.88,2.8,2.5,3,3,2.5,3,2.7,34,2.75,2.52,3.2,3.01,3.1,2.82,22,2.63,2.4,1.55,1.52,23,0,1.85,1.76,2.19,2.09,,,
P1,27/11/10,Pacos Ferreira,Olhanense,1,0,H,1,0,H,2.2,3.1,3.4,2.15,3,3.3,2.2,3.1,3.1,2.1,3,3.3,2.1,3.2,3,2.25,3,3.1,2.25,3.2,3,2.2,2.9,3.6,2.2,3.12,3.4,2.2,3.1,3.1,32,2.25,2.16,3.25,3.09,3.8,3.36,20,2.54,2.41,1.57,1.51,17,-0.25,1.89,1.86,2.05,2.01,,,
P1,27/11/10,Sp Lisbon,Porto,1,1,D,1,0,H,3.8,3.25,2,4.2,3.5,1.91,3.75,3.25,1.9,3.2,3.1,2.1,3.2,3.2,2,3.75,3.3,1.88,3.4,3.2,2.05,4.2,3.4,1.85,3.75,3.3,2.05,3.5,3.25,2,34,4.2,3.66,3.5,3.28,2.08,1.98,30,2.21,2.08,1.8,1.72,18,0.5,1.92,1.83,2.09,2.03,,,
P1,28/11/10,Beira Mar,Benfica,1,3,A,0,1,A,7,3.7,1.53,6,3.75,1.5,6.5,3.6,1.5,5.8,3.4,1.55,6,3.4,1.5,6.25,3.6,1.5,6,3.6,1.53,6.2,3.6,1.57,6.5,3.8,1.57,6,3.6,1.53,33,7,6.09,4.04,3.65,1.61,1.54,30,2,1.91,1.97,1.86,16,1,1.84,1.81,2.11,2.06,,,
P1,28/11/10,Naval,Rio Ave,0,1,A,0,1,A,2.5,3.2,2.88,2.5,2.95,2.75,2.5,3,2.75,2.4,3,2.8,2.38,3.2,2.6,2.45,2.95,2.8,2.6,3.1,2.6,2.5,3.1,2.8,2.6,3.1,2.88,2.5,3,2.7,34,2.67,2.51,3.2,3.01,3.05,2.81,22,2.54,2.4,1.57,1.52,23,0,1.85,1.79,2.1,2.04,,,
P1,28/11/10,Sp Braga,Nacional,2,0,H,0,0,D,1.7,3.4,5.5,1.6,3.5,5.25,1.65,3.4,5,1.6,3.4,5.2,1.73,3.2,4.33,1.65,3.4,5,1.67,3.4,5,1.62,3.5,5.75,1.67,3.6,5.25,1.67,3.4,4.75,34,1.75,1.67,3.7,3.45,5.75,5.1,23,2.38,2.16,1.68,1.63,17,-0.75,1.98,1.93,1.98,1.93,,,
P1,29/11/10,Portimonense,Leiria,1,2,A,0,1,A,2.9,3.1,2.5,2.75,2.95,2.5,2.75,3,2.5,2.55,3,2.65,2.5,3.2,2.5,2.6,3,2.6,2.6,3.1,2.6,2.8,3.1,2.5,2.88,3,2.6,2.7,3,2.5,31,3.1,2.8,3.2,3.03,2.7,2.5,20,2.5,2.34,1.57,1.54,21,0,2.15,2.03,1.84,1.8,,,
P1,03/12/10,Benfica,Olhanense,2,0,H,1,0,H,1.2,6,15,1.2,5.25,13,1.2,5.5,12,1.2,5,12,1.2,5.5,9,1.2,5.75,11,1.2,5.5,12,1.14,7,17,1.2,6,15,1.22,5.5,11,34,1.22,1.19,7.09,6.06,18,13.78,22,1.68,1.6,2.41,2.23,15,-1.75,1.84,1.8,2.12,2.09,,,
P1,04/12/10,Guimaraes,Pacos Ferreira,1,1,D,1,0,H,1.73,3.5,5,1.55,3.6,5.75,1.65,3.5,4.75,1.7,3.2,4.7,1.62,3.25,5,1.6,3.5,5.25,1.73,3.2,5,1.67,3.4,5.5,1.73,3.4,5.25,1.67,3.4,4.75,33,1.78,1.69,3.64,3.43,5.75,5.01,23,2.5,2.31,1.65,1.55,16,-0.75,2.05,2,1.9,1.87,,,
P1,04/12/10,Leiria,Sp Braga,3,1,H,2,1,H,3.25,3.1,2.3,3,3,2.3,2.9,3,2.35,2.75,3,2.45,2.5,3.1,2.5,2.9,3,2.35,3.2,3,2.25,3.1,3,2.38,3.3,3.12,2.3,3,3,2.3,31,3.54,3.1,3.19,3.04,2.4,2.31,21,2.42,2.29,1.6,1.56,15,0.25,1.93,1.89,2.02,1.98,,,
P1,05/12/10,Portimonense,Sp Lisbon,1,3,A,1,3,A,6.5,3.6,1.57,4.95,3.6,1.6,5.5,3.6,1.57,5.8,3.4,1.55,6,3.4,1.5,5.5,3.4,1.6,6,3.6,1.55,7,3.75,1.5,6.5,3.8,1.53,5.5,3.6,1.57,32,7,5.79,3.97,3.64,1.65,1.56,29,2.2,2.07,1.8,1.72,15,1,1.86,1.83,2.08,2.04,,,
P1,05/12/10,Rio Ave,Beira Mar,1,1,D,0,0,D,2.1,3.1,3.75,2.15,3,3.3,2.2,3,3.2,2.25,2.8,3.2,2,3.2,3.2,2.2,3,3.2,2.05,3,3.75,2.25,2.88,3.5,2.1,3.2,3.75,2.2,3,3.2,32,2.3,2.14,3.27,3.03,3.83,3.4,22,2.62,2.43,1.55,1.51,14,-0.25,1.89,1.83,2.08,2.04,,,
P1,06/12/10,Porto,Setubal,1,0,H,1,0,H,1.14,7,19,1.12,6.5,19,1.14,6.5,15,1.15,5.7,14,1.12,6.5,13,1.12,7,15,1.17,6,15,1.11,8,21,1.14,7.5,19,1.14,6.5,15,31,1.17,1.14,8,6.62,23,16.98,19,1.6,1.56,2.5,2.31,15,-2,1.92,1.88,2.03,1.98,,,
P1,07/12/10,Nacional,Naval,2,1,H,0,1,A,1.62,3.6,6,1.53,3.5,6.25,1.57,3.6,5.5,1.55,3.4,5.8,1.53,3.25,6,1.53,3.6,5.75,1.65,3.3,5.5,1.53,3.6,7,1.62,3.75,6,1.57,3.5,5.5,31,1.65,1.58,3.82,3.54,7,5.69,22,2.42,2.26,1.65,1.58,14,-0.75,1.87,1.84,2.06,2.03,,,
P1,08/12/10,Academica,Maritimo,1,5,A,0,1,A,2,3.25,3.5,2,3.2,3.5,2.05,3.1,3.5,2.1,2.9,3.4,2,3,3.4,2,3.1,3.6,2,3.1,3.6,2.1,3,3.5,2.05,3.2,3.75,2,3.2,3.5,21,2.13,2.05,3.31,3.14,3.88,3.59,13,2.3,2.21,1.65,1.6,11,-0.5,2.16,2.12,1.8,1.77,,,
P1,17/12/10,Sp Braga,Academica,5,0,H,3,0,H,1.65,3.6,5.5,1.6,3.4,5.5,1.62,3.5,5,1.55,3.4,5.8,1.62,3.25,5,1.65,3.4,5,1.67,3.4,5,1.73,3.4,5,1.62,3.75,6,1.67,3.5,4.75,32,1.7,1.63,3.77,3.55,6,5.46,23,2.25,2.16,1.73,1.65,15,-0.75,1.95,1.88,2.2,2,,,
P1,18/12/10,Beira Mar,Guimaraes,3,2,H,1,0,H,2.7,3,2.8,2.6,2.95,2.65,2.6,3,2.6,2.7,3,2.5,2.5,3.2,2.5,2.55,3,2.65,2.6,3,2.62,2.7,2.9,2.8,2.62,3,2.88,2.6,3,2.6,27,2.76,2.61,3.09,2.99,2.91,2.7,19,2.5,2.36,1.57,1.53,20,0,1.95,1.87,2.02,1.94,,,
P1,18/12/10,Benfica,Rio Ave,5,2,H,2,1,H,1.2,6,15,1.2,5.25,13,1.2,5.5,11,1.2,5,12,1.2,5,11,1.17,6,13,1.2,6,11,1.18,6.25,14,1.2,6,15,1.2,4.75,12,27,1.21,1.19,6.5,5.76,16,12.56,21,1.75,1.68,2.25,2.11,14,-1.75,1.95,1.9,2.01,1.97,,,
P1,19/12/10,Maritimo,Portimonense,1,1,D,0,0,D,1.6,3.6,6,1.65,3.4,5,1.62,3.4,5.25,1.5,3.5,6.3,1.57,3.25,5.5,1.6,3.4,5.5,1.57,3.6,5.5,1.57,3.5,6,1.62,3.75,6,1.57,3.5,5.5,28,1.67,1.6,3.85,3.51,6.37,5.55,20,2.39,2.23,1.65,1.59,14,-0.75,1.87,1.83,2.07,2.02,,,
P1,19/12/10,Naval,Leiria,0,3,A,0,1,A,2.75,3,2.7,2.6,2.95,2.65,2.6,3,2.6,2.8,3,2.4,2.5,3.25,2.38,2.65,3,2.55,2.8,3,2.5,2.8,2.9,2.7,2.75,3,2.75,2.6,3,2.6,25,2.8,2.67,3.06,2.98,2.9,2.65,18,2.65,2.48,1.55,1.49,18,0,1.96,1.9,1.99,1.91,,,
P1,19/12/10,Olhanense,Nacional,0,0,D,0,0,D,2.63,3,2.88,2.45,3,2.8,2.4,3,2.85,2.4,2.9,2.9,2.4,3.2,2.5,2.45,2.95,2.8,2.5,3,2.75,2.6,3,2.8,2.62,3,2.88,2.38,3,2.88,29,2.72,2.48,3.13,3,3,2.84,20,2.55,2.45,1.55,1.5,20,0,1.86,1.78,2.12,2.03,,,
P1,19/12/10,Pacos Ferreira,Porto,0,3,A,0,1,A,8,4,1.44,7.25,4,1.4,7.25,4,1.4,7.5,3.7,1.4,7,3.75,1.4,7.5,4,1.4,7.5,4,1.4,9,4,1.4,8.5,4.33,1.4,8,3.8,1.4,28,9,8.01,4.47,4.04,1.44,1.4,28,2.06,1.96,1.88,1.81,12,1.25,1.9,1.86,2.1,2.01,,,
P1,20/12/10,Setubal,Sp Lisbon,0,3,A,0,2,A,5.25,3.6,1.67,5,3.3,1.67,5,3.4,1.65,5.2,3.4,1.6,4.5,3.3,1.67,5,3.4,1.65,5,3.4,1.67,6,3.4,1.62,5.25,3.6,1.67,4.75,3.4,1.67,28,6,5.01,3.75,3.44,1.72,1.66,18,2.26,2.12,1.73,1.65,14,0.75,1.95,1.92,1.97,1.93,,,
P1,07/01/11,Portimonense,Setubal,3,4,A,2,1,H,2.4,3.2,3,2.6,2.95,2.65,2.45,3,2.8,2.4,3,2.8,2.3,3,2.8,2.5,3,2.7,2.45,2.9,3,2.5,3.1,2.88,2.5,3.12,3.1,2.5,3,2.7,31,2.67,2.52,3.2,3.04,3.07,2.84,20,2.57,2.44,1.55,1.51,20,0,1.86,1.79,2.13,2.06,,,
P1,08/01/11,Porto,Maritimo,4,1,H,1,0,H,1.17,6.75,17,1.14,6.25,16,1.18,6,12,1.2,5,12,1.17,6,10,1.13,7,13,1.18,6,13,1.18,6.5,13,1.18,6.5,17,1.17,6,12,27,1.21,1.18,6.8,6.23,18.5,13.56,19,1.7,1.63,2.27,2.19,13,-1.75,1.9,1.87,2.04,2,,,
P1,08/01/11,Sp Lisbon,Sp Braga,2,1,H,2,1,H,1.91,3.25,4.2,1.95,3.1,3.8,1.85,3.2,4,1.8,3.1,4.2,1.8,3.1,4,1.8,3.25,4.2,1.85,3.2,4.2,1.91,3.3,4,1.85,3.4,4.2,1.91,3.2,3.75,29,1.95,1.88,3.53,3.24,4.4,4.09,21,2.25,2.12,1.73,1.66,15,-0.5,1.94,1.91,2,1.94,,,
P1,09/01/11,Academica,Pacos Ferreira,0,0,D,0,0,D,2.3,3.1,3.25,2.35,2.85,3.1,2.3,3.1,2.9,2.1,3,3.3,2.1,3.2,3,2.3,3.1,2.9,2.3,3,3.1,2.3,3.1,3.1,2.3,3.2,3.2,2.38,3,2.88,27,2.4,2.3,3.3,3.06,3.28,3.06,19,2.5,2.37,1.57,1.53,14,0,1.71,1.64,2.38,2.24,,,
P1,09/01/11,Guimaraes,Naval,1,2,A,1,0,H,1.5,3.75,7.5,1.42,3.8,7.5,1.45,3.75,7,1.45,3.6,7,1.36,4,7,1.44,3.75,7,1.5,3.75,6.5,1.5,3.75,7,1.5,3.8,7.5,1.5,3.75,6,28,1.55,1.48,4.05,3.78,7.5,6.88,25,2.25,2.13,1.74,1.68,15,-1,1.98,1.92,1.97,1.93,,,
P1,09/01/11,Leiria,Benfica,0,3,A,0,1,A,5.25,3.6,1.67,5.25,3.5,1.6,4.75,3.4,1.67,5.2,3.4,1.6,4.33,3.4,1.67,4.75,3.5,1.65,4.6,3.5,1.7,6.5,3.5,1.57,5.5,3.8,1.62,4.75,3.4,1.67,25,6.5,5.35,3.96,3.57,1.7,1.62,25,1.95,1.88,1.98,1.89,12,0.75,2.13,2.08,1.83,1.8,,,
P1,09/01/11,Nacional,Beira Mar,0,0,D,0,0,D,1.91,3.25,4.2,1.8,3.1,4.5,1.85,3.2,4,1.8,3.1,4.2,1.73,3.2,4.33,1.8,3.25,4.2,1.91,3,4.2,1.83,3.25,4.5,1.91,3.3,4.33,1.91,3.2,3.75,28,1.97,1.89,3.41,3.21,4.5,4.09,20,2.5,2.31,1.62,1.56,15,-0.5,1.97,1.92,1.97,1.92,,,
P1,09/01/11,Rio Ave,Olhanense,0,1,A,0,1,A,2.25,3,3.5,2.15,2.9,3.4,2.25,3,3.1,2.1,3,3.3,2,3.2,3.2,2.25,3,3.1,2.2,3,3.3,2.1,3.1,3.6,2.2,3.2,3.5,2.25,3,3.1,27,2.3,2.2,3.28,3.05,3.64,3.29,19,2.62,2.47,1.55,1.5,12,-0.25,1.93,1.89,2.03,1.98,,,
P1,14/01/11,Portimonense,Sp Braga,0,3,A,0,0,D,5.5,3.5,1.67,5.5,3.4,1.6,4.75,3.3,1.7,4.5,3.1,1.75,4,3.25,1.73,4.33,3.4,1.73,4.5,3.4,1.73,5.5,3.4,1.67,5.5,3.4,1.7,4.75,3.4,1.67,30,6,5.15,3.89,3.52,1.74,1.67,26,2.2,2.11,1.8,1.71,16,0.75,2.06,1.98,1.94,1.89,,,
P1,15/01/11,Guimaraes,Olhanense,1,0,H,0,0,D,1.8,3.4,4.75,1.72,3.1,5,1.7,3.3,4.75,1.75,3.1,4.5,1.62,3.25,5,1.65,3.4,5,1.73,3.2,5,1.67,3.3,5.75,1.8,3.4,4.75,1.67,3.4,4.75,30,1.83,1.75,3.51,3.31,5.75,4.8,20,2.43,2.28,1.62,1.57,16,-0.75,2.12,2.08,1.85,1.8,,,
P1,15/01/11,Sp Lisbon,Pacos Ferreira,2,3,A,1,2,A,1.36,4.5,9,1.31,4.33,9.5,1.33,4.5,8,1.3,4.4,8.5,1.36,3.75,8,1.33,4.5,8,1.33,4.5,8.5,1.29,5.25,9,1.36,4.6,10,1.33,4.5,7.5,28,1.4,1.35,5.25,4.53,10,8.69,28,2.05,1.98,1.88,1.8,16,-1.2,1.94,1.9,2,1.97,,,
P1,16/01/11,Academica,Benfica,0,1,A,0,1,A,6,3.8,1.57,5.5,3.9,1.5,5.5,3.6,1.57,5.8,3.4,1.55,6,3.75,1.44,5.5,3.6,1.55,5.5,3.6,1.57,7,3.75,1.5,6,4,1.57,5,3.5,1.62,28,7,5.85,4.13,3.72,1.62,1.55,27,1.9,1.82,2.05,1.95,13,1,1.91,1.86,2.04,2,,,
P1,16/01/11,Leiria,Beira Mar,0,3,A,0,1,A,2.05,3.25,3.75,2,2.9,3.9,2,3.1,3.6,2.1,3,3.3,1.83,3.2,3.75,1.91,3.2,3.75,1.95,3.1,3.8,1.95,3.2,4,2.05,3.25,3.8,1.95,3.2,3.6,26,2.1,2.01,3.36,3.16,4,3.69,16,2.5,2.33,1.62,1.55,14,-0.5,2.09,2.04,1.88,1.82,,,
P1,16/01/11,Nacional,Rio Ave,1,0,H,0,0,D,1.83,3.4,4.5,1.83,3.1,4.33,1.85,3.25,4,1.7,3.3,4.5,1.73,3.1,4.5,1.75,3.25,4.5,1.85,3.3,4,1.8,3.25,4.75,1.85,3.3,4.4,1.8,3.25,4.2,27,1.92,1.84,3.43,3.23,4.75,4.31,19,2.5,2.31,1.62,1.56,15,-0.5,1.92,1.88,2.04,1.98,,,
P1,16/01/11,Porto,Naval,3,1,H,2,0,H,1.11,8,23,1.11,7.25,16.5,1.1,8,15,1.12,6,16,1.12,6.5,13,1.1,8,15,1.12,7.5,13,1.11,8.5,17,1.11,8.5,23,1.12,7,15,27,1.13,1.11,9,7.89,26,16.95,19,1.5,1.46,2.75,2.6,12,-2.25,1.98,1.94,1.96,1.92,,,
P1,16/01/11,Setubal,Maritimo,2,4,A,1,1,D,2.75,3,2.75,2.55,2.9,2.75,2.5,3,2.75,2.4,3,2.8,2.3,3.1,2.75,2.5,2.95,2.75,2.5,3,2.8,2.63,3,2.75,2.75,3,2.75,2.5,3,2.75,28,2.8,2.6,3,2.96,2.94,2.75,20,2.5,2.33,1.6,1.55,18,0,1.93,1.87,2.02,1.96,,,
P1,22/01/11,Beira Mar,Porto,0,1,A,0,1,A,7,4.2,1.4,8,4.4,1.34,7.5,4,1.4,7.5,3.7,1.4,7,4.33,1.33,7.5,4,1.35,7,4.33,1.4,8.5,4.33,1.38,9,4.75,1.36,7,4.2,1.4,26,9.37,7.69,5.02,4.36,1.4,1.37,27,1.88,1.79,2.08,1.98,14,1.25,1.99,1.93,1.97,1.94,,,
