Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
P1,21/01/02,Sp Braga,Gil Vicente,1,0,H,1,0,H,1.7,3.4,4.2,1.7,3.1,3.8,1.8,3.25,3.8,1.83,3.4,3.5,1.7,3.3,4.1
P1,26/01/02,Alverca,Sp Lisbon,1,3,A,0,1,A,4,3.4,1.72,4,3.2,1.75,3.8,3.4,1.75,4,3.4,1.727,3.75,3.2,1.8
P1,26/01/02,Porto,Maritimo,2,1,H,2,0,H,1.37,4,6.8,1.3,4.2,8,1.444,3.6,6.5,1.4,3.75,7,1.5,3.5,5.5
P1,26/01/02,Guimaraes,Salgueiros,3,0,H,2,0,H,1.62,3.4,4.7,1.45,3.5,5,1.6,3.4,4.8,1.571,3.5,5,1.55,3.5,4.9
P1,27/01/02,Beira Mar,Varzim,4,0,H,1,0,H,1.57,3.55,4.85,1.65,3.1,4,1.6,3.4,4.8,1.667,3.4,4.333,1.6,3.4,4.6
P1,27/01/02,Belenenses,Boavista,0,2,A,0,1,A,2.95,3.05,2.2,3.4,2.9,2,2.75,3.2,2.25,2.8,3.2,2.2,2.65,3.3,2.2
P1,27/01/02,Gil Vicente,Santa Clara,1,3,A,0,3,A,1.75,3.25,4,1.75,3.1,3.6,1.75,3.3,4,1.8,3.25,3.75,1.7,3.3,4.1
P1,27/01/02,Farense,Sp Braga,2,2,D,2,0,H,2.25,3.05,2.85,2.2,2.9,2.7,2.25,3.25,2.7,2.25,3.2,2.75,2.25,3.3,2.6
P1,27/01/02,Leiria,Pacos Ferreira,2,1,H,1,0,H,1.61,3.45,4.7,1.6,3.2,4.2,1.6,3.4,4.8,1.615,3.5,4.5,1.6,3.4,4.6
P1,27/01/02,Setubal,Benfica,1,1,D,0,1,A,3.6,3.2,1.87,3.8,3.1,1.8,3.6,3.25,1.85,3.6,3.25,1.833,3.3,3.3,1.9
P1,01/02/02,Boavista,Alverca,2,0,H,0,0,D,1.25,4.75,8.85,,,,1.25,4.8,8.5,,,,1.25,4.5,8.5
P1,02/02/02,Sp Braga,Guimaraes,0,0,D,0,0,D,1.9,3.25,3.45,2,3,3.3,1.85,3.4,3.5,1.909,3.2,3.5,1.8,3.25,3.7
P1,02/02/02,Sp Lisbon,Leiria,4,1,H,3,0,H,1.42,3.85,6.25,1.35,4,7,1.444,3.75,6,1.444,3.6,6.5,1.45,3.5,6.25
P1,03/02/02,Maritimo,Belenenses,0,2,A,0,1,A,1.78,3.3,3.85,1.8,3,3.5,1.8,3.25,3.8,1.833,3.2,3.75,1.7,3.3,4.1
P1,03/02/02,Pacos Ferreira,Gil Vicente,2,0,H,2,0,H,1.8,3.25,3.85,1.75,3.1,3.6,1.8,3.25,3.8,1.8,3.25,3.75,1.75,3.25,3.9
P1,03/02/02,Benfica,Beira Mar,4,1,H,1,1,D,1.25,4.75,8.85,1.35,4,7,1.25,4.75,8.5,1.222,5,9.5,1.25,4.5,8.5
P1,03/02/02,Salgueiros,Setubal,0,2,A,0,1,A,1.72,3.3,4.2,2,2.9,3,1.727,3.25,4.2,1.8,3.25,3.75,1.7,3.3,4.1
P1,03/02/02,Santa Clara,Farense,2,0,H,0,0,D,1.65,3.4,4.5,1.65,3.2,3.9,1.615,3.4,4.75,1.615,3.5,4.5,1.6,3.4,4.6
P1,03/02/02,Varzim,Porto,0,1,A,0,0,D,4.55,3.35,1.65,4.8,3.5,1.55,4.333,3.4,1.667,4.5,3.25,1.667,5,3.4,1.55
P1,08/02/02,Guimaraes,Santa Clara,1,0,H,0,0,D,1.7,3.3,4.35,1.6,3.4,4.6,1.7,3.4,4.2,1.667,3.25,4.5,1.65,3.3,4.4
P1,09/02/02,Alverca,Maritimo,0,2,A,0,0,D,2.36,3.05,2.75,2.4,2.9,2.4,2.375,3.25,2.5,2.25,3.2,2.75,2.2,3.1,2.8
P1,09/02/02,Beira Mar,Setubal,1,0,H,0,0,D,1.8,3.25,3.85,2,2.9,3,1.8,3.3,3.75,1.8,3.25,3.75,1.8,3.25,3.65
P1,09/02/02,Belenenses,Varzim,3,2,H,2,0,H,1.4,3.85,6.7,1.35,3.8,6.2,1.444,3.6,6.5,1.4,3.75,7,1.4,3.6,7
P1,09/02/02,Sp Braga,Salgueiros,0,0,D,0,0,D,1.55,3.45,5.35,1.45,3.5,5,1.571,3.4,5.25,1.615,3.5,4.5,1.55,3.5,4.8
P1,09/02/02,Leiria,Boavista,0,1,A,0,0,D,2.65,3,2.43,3,2.9,2.2,2.5,3.25,2.375,2.6,3.1,2.375,2.5,3.1,2.4
P1,10/02/02,Porto,Benfica,3,2,H,1,1,D,1.9,3.15,3.6,1.75,3.2,4,1.909,3.25,3.4,2,3,3.4,2,3.1,3.3
P1,10/02/02,Gil Vicente,Sp Lisbon,1,1,D,0,1,A,4.3,3.45,1.65,4.6,3.4,1.6,4,3.4,1.727,3.75,3.25,1.8,4,3.35,1.7
P1,10/02/02,Farense,Pacos Ferreira,1,1,D,1,1,D,2.3,3,2.82,2.1,2.9,2.9,2.3,3.2,2.625,2.25,3.2,2.75,2.3,3.2,2.65
P1,16/02/02,Boavista,Gil Vicente,0,0,D,0,0,D,1.25,4.8,8.8,1.2,5,10,1.25,4.6,9,1.25,4.5,10,1.25,4.5,9
P1,16/02/02,Setubal,Porto,1,4,A,0,1,A,3.85,3.3,1.78,3.6,3.1,1.85,3.6,3.4,1.8,3.5,3.2,1.909,3.6,3.4,1.8
P1,17/02/02,Pacos Ferreira,Guimaraes,0,0,D,0,0,D,2.2,3,3,2.1,2.9,2.9,2.2,3.1,2.875,2.2,3.25,2.75,2.1,3.2,2.9
P1,17/02/02,Benfica,Belenenses,2,1,H,1,1,D,1.45,3.7,6.2,1.4,3.9,6,1.444,3.6,6.5,1.444,3.6,6.5,1.45,3.6,6
P1,17/02/02,Salgueiros,Beira Mar,1,1,D,0,0,D,1.9,3.2,3.55,2.1,2.9,2.9,1.909,3.25,3.4,,,,1.9,3.3,3.3
P1,17/02/02,Santa Clara,Sp Braga,1,0,H,0,0,D,1.9,3.2,3.55,2.1,2.9,2.9,1.909,3.2,3.5,1.909,3.2,3.5,1.95,3.25,3.2
P1,17/02/02,Sp Lisbon,Farense,1,0,H,1,0,H,1.2,5.25,10,1.15,6,12,1.2,5.2,10,1.2,5,11,1.2,5,10
P1,17/02/02,Varzim,Alverca,1,0,H,0,0,D,2.22,3.05,2.9,2,2.9,3,2.1,3.25,2.9,2.1,3.2,3,2.2,3.2,2.7
P1,18/02/02,Maritimo,Leiria,3,0,H,1,0,H,2.1,3.1,3.1,2,3,3.3,2.1,3.2,3,2.1,3.2,3,2,3.3,3
P1,22/02/02,Guimaraes,Sp Lisbon,0,1,A,0,1,A,3.25,3.2,1.98,3.1,3,2.1,3.2,3.2,2,3,3.2,2.1,2.9,3.2,2.1
P1,23/02/02,Porto,Beira Mar,2,3,A,1,1,D,1.23,5,9,1.2,5,10,1.222,5,9,1.222,5,9.5,1.25,4.5,9
P1,23/02/02,Farense,Boavista,1,2,A,1,0,H,4.25,3.3,1.71,3.6,3.1,1.85,3.8,3.4,1.75,4.333,3.2,1.727,3.8,3.3,1.75
P1,24/02/02,Alverca,Benfica,1,3,A,0,0,D,3.85,3.3,1.78,4.2,3.2,1.7,3.6,3.3,1.833,3.75,3.2,1.833,3.6,3.3,1.8
P1,24/02/02,Gil Vicente,Maritimo,1,1,D,1,0,H,2.1,3.1,3.1,2.2,2.9,2.7,2.2,3.1,2.875,,,,2.1,3.2,2.9
P1,24/02/02,Santa Clara,Salgueiros,1,1,D,0,1,A,1.7,3.3,4.3,1.65,3.1,4,1.727,3.2,4.333,1.667,3.4,4.333,1.6,3.5,4.5
P1,24/02/02,Leiria,Varzim,0,1,A,0,0,D,1.3,4.35,7.85,1.35,3.8,6.2,1.364,3.75,8,1.364,4,7,1.35,3.8,7.5
P1,25/02/02,Belenenses,Setubal,1,1,D,1,0,H,1.55,3.5,5.2,1.7,3.1,3.8,1.571,3.4,5.2,1.5,3.6,5.5,1.55,3.6,4.75
P1,25/02/02,Sp Braga,Pacos Ferreira,1,0,H,1,0,H,1.92,3.1,3.55,1.8,3,3.5,1.833,3.2,3.75,1.8,3.25,3.75,1.8,3.2,3.75
P1,02/03/02,Benfica,Leiria,0,2,A,0,1,A,1.4,3.8,7,1.35,4,7,1.444,3.6,6.5,1.4,3.75,7,1.4,3.6,7
P1,02/03/02,Sp Lisbon,Sp Braga,2,2,D,2,2,D,1.27,4.75,8,1.25,4.5,9,1.3,4.2,8.5,1.25,4.5,10,1.25,4.4,9
P1,03/03/02,Boavista,Guimaraes,0,0,D,0,0,D,1.4,3.85,6.85,1.4,3.7,6.4,1.444,3.6,6.5,1.364,4,7,1.3,3.9,9
P1,03/03/02,Maritimo,Farense,1,0,H,0,0,D,1.45,3.8,5.85,1.5,3.5,5,1.5,3.4,6,1.444,3.6,6.5,1.4,3.6,7
P1,03/03/02,Pacos Ferreira,Santa Clara,2,1,H,1,0,H,2.02,3.05,3.35,1.9,3,3.3,2,3.1,3.3,2.1,3.1,3.1,2,3,3.3
P1,03/03/02,Salgueiros,Porto,0,3,A,0,2,A,3.9,3.3,1.77,4.8,3.9,1.45,3.75,3.3,1.8,,,,3.6,3.3,1.8
P1,03/03/02,Varzim,Gil Vicente,2,0,H,0,0,D,2.17,3.1,2.95,2,2.9,3.2,2.25,3.2,2.75,2.1,3.1,3.1,2,3.05,3.25
P1,03/03/02,Setubal,Alverca,2,1,H,0,0,D,1.82,3.2,3.85,1.6,3.3,4.4,1.75,3.25,4,1.8,3.25,3.75,1.8,3.25,3.65
P1,04/03/02,Beira Mar,Belenenses,0,3,A,0,0,D,2.25,3.05,2.85,2.1,2.9,3.2,2.25,3.2,2.75,2.2,3.1,2.875,2.05,3.2,3
P1,08/03/02,Belenenses,Porto,3,0,H,1,0,H,3.25,3.25,1.95,3.2,3.1,2,3.2,3.2,2,,,,2.75,3.25,2.15
P1,09/03/02,Gil Vicente,Benfica,0,2,A,0,2,A,3.25,3.05,2.05,3.5,3.1,1.9,3.2,3.2,2,3.4,3.25,1.909,3,3.3,2
P1,09/03/02,Sp Braga,Boavista,0,2,A,0,1,A,3.2,3,2.1,3.1,3,2.1,3.2,3.2,2,3,3.2,2.1,3,3.3,2
P1,10/03/02,Alverca,Beira Mar,2,0,H,0,0,D,2.3,3.15,2.7,2.2,2.9,2.8,2.3,3.2,2.625,2.3,3.1,2.7,2.35,3.3,2.45
P1,10/03/02,Pacos Ferreira,Salgueiros,6,0,H,2,0,H,1.8,3.25,3.95,1.65,3.2,4.2,1.7,3.25,4.333,1.727,3.2,4.333,1.65,3.5,4.1
P1,10/03/02,Santa Clara,Sp Lisbon,0,3,A,0,0,D,3.9,3.35,1.77,3.6,3.1,1.85,3.6,3.25,1.85,3.2,3.2,2,3.4,3.3,1.85
P1,10/03/02,Farense,Varzim,1,1,D,1,1,D,1.95,3.15,3.45,1.9,3,3.3,2,3.2,3.2,2,3.4,3,2.1,3.3,2.8
P1,10/03/02,Leiria,Setubal,0,0,D,0,0,D,1.5,3.5,5.85,1.55,3.4,4.6,1.444,3.6,6.5,1.444,3.75,6,1.5,3.75,5
P1,11/03/02,Guimaraes,Maritimo,1,3,A,1,1,D,1.9,3.15,3.6,1.9,3,3.3,1.85,3.4,3.5,1.909,3.25,3.4,1.85,3.4,3.3
P1,14/03/02,Salgueiros,Belenenses,1,2,A,0,2,A,2.75,3.1,2.3,3.2,3.1,2,2.6,3.1,2.4,2.7,3.1,2.3,2.45,3.1,2.45
P1,16/03/02,Beira Mar,Leiria,2,1,H,0,0,D,2.3,3.15,2.7,2.1,3,3.1,2.375,3.1,2.625,,,,,,
P1,16/03/02,Boavista,Santa Clara,2,0,H,2,0,H,1.25,4.9,8.3,1.25,4.5,9,1.286,4.333,8.5,,,,1.25,4.5,8.5
P1,16/03/02,Porto,Alverca,0,0,D,0,0,D,1.21,4.85,11,1.25,4.5,9,1.25,4.75,9,,,,1.2,5,10
P1,16/03/02,Maritimo,Sp Braga,4,1,H,2,0,H,1.7,3.4,4.15,1.75,3.2,4,1.75,3.25,4,,,,1.6,3.3,4.75
P1,16/03/02,Sp Lisbon,Pacos Ferreira,3,0,H,1,0,H,1.25,4.6,9.25,1.25,4.5,9,1.286,4.5,8,,,,1.25,4.5,8.5
P1,16/03/02,Varzim,Guimaraes,0,0,D,0,0,D,2.3,3.05,2.75,2.3,2.9,2.7,2.4,3.1,2.6,,,,2.25,3.1,2.7
P1,16/03/02,Setubal,Gil Vicente,3,2,H,0,2,A,1.9,3.2,3.55,1.7,3.2,4,1.909,3.2,3.5,,,,1.8,3.25,3.7
P1,18/03/02,Benfica,Farense,5,0,H,1,0,H,1.2,5.1,10.5,1.2,5,10,1.222,5,9,,,,1.2,5,10
P1,23/03/02,Gil Vicente,Beira Mar,2,1,H,0,1,A,1.98,3.1,3.4,1.9,3,3.5,1.909,3.25,3.3,2.2,3.2,2.8,2.1,2.9,3.15
P1,23/03/02,Sp Lisbon,Salgueiros,2,0,H,1,0,H,1.18,5.5,10.5,1.15,6,12,1.2,5,11,1.2,5,11,1.15,6,10
P1,23/03/02,Guimaraes,Benfica,1,4,A,0,1,A,2.85,3,2.3,2.4,3.1,2.4,2.625,3.2,2.3,2.7,3.2,2.25,2.75,3.15,2.2
P1,24/03/02,Pacos Ferreira,Boavista,0,1,A,0,1,A,3.7,3.2,1.85,3.8,3.1,1.8,3.2,3.2,2,3.5,3.2,1.909,3.6,3.3,1.8
P1,24/03/02,Santa Clara,Maritimo,0,0,D,0,0,D,2.75,3,2.35,2.4,3,2.5,2.3,3.2,2.625,2.3,3.1,2.7,2.25,3,2.8
P1,24/03/02,Sp Braga,Varzim,2,0,H,1,0,H,1.63,3.4,4.6,1.55,3.5,4.6,1.615,3.4,4.5,1.667,3.4,4.333,1.6,3.3,4.75
P1,24/03/02,Farense,Setubal,2,2,D,1,1,D,2.2,3,3,2.2,2.9,2.9,2.2,3.2,2.75,2.25,3.2,2.7,2.3,3,2.7
P1,24/03/02,Leiria,Porto,1,1,D,0,1,A,2.85,3,2.25,3.1,3,2.1,2.75,3.2,2.2,2.7,3.2,2.25,2.75,3.15,2.2
P1,25/03/02,Alverca,Belenenses,0,1,A,0,0,D,2.95,3,2.2,2.8,3,2.2,2.7,3.2,2.25,2.8,3.2,2.2,2.6,3.15,2.3
P1,30/03/02,Beira Mar,Farense,2,1,H,2,0,H,1.6,3.35,4.95,1.6,3.3,4.4,1.6,3.4,4.75,1.615,3.5,4.5,1.55,3.4,5
P1,30/03/02,Boavista,Sp Lisbon,0,0,D,0,0,D,2.2,2.95,3.05,2.2,2.9,3,2.2,3.1,2.875,2.1,3.1,3.1,2.2,2.9,3
P1,30/03/02,Porto,Gil Vicente,2,1,H,0,0,D,1.25,4.7,8.95,1.25,4.5,9,1.222,5,9,1.25,4.5,10,1.25,4.5,8.5
P1,30/03/02,Maritimo,Pacos Ferreira,0,1,A,0,1,A,1.6,3.45,4.75,1.55,3.4,4.6,1.6,3.4,4.75,1.667,3.25,4.5,1.55,3.4,5
P1,30/03/02,Benfica,Sp Braga,1,1,D,0,0,D,1.31,4.2,8.2,1.25,4.5,9,1.333,4,8,1.3,4.333,8,1.35,3.9,7
P1,30/03/02,Salgueiros,Alverca,2,1,H,2,1,H,2,3.15,3.25,2,3,3.1,2,3.1,3.3,1.909,3.2,3.5,1.95,3.15,3.25
P1,30/03/02,Varzim,Santa Clara,1,0,H,0,0,D,1.9,3.25,3.5,1.9,3,3.1,1.909,3.25,3.4,2,3.1,3.3,2.05,3.1,3.1
P1,30/03/02,Setubal,Guimaraes,1,0,H,0,0,D,2,3.2,3.3,2.1,3,3,2,3.2,3.2,2.1,3.2,3,2.05,3.15,3
P1,01/04/02,Belenenses,Leiria,1,0,H,0,0,D,1.8,3.2,3.9,2,2.9,3.4,1.8,3.25,3.75,1.8,3.25,3.75,1.9,3.2,3.35
P1,03/04/02,Gil Vicente,Alverca,2,2,D,0,2,A,1.7,3.3,4.3,1.75,3.1,3.6,1.727,3.3,4,1.8,3.25,3.75,1.7,3.4,4
P1,05/04/02,Boavista,Salgueiros,2,1,H,1,0,H,1.2,5.2,10,1.2,5,10,1.222,5,9,,,,1.22,4.8,9
P1,06/04/02,Santa Clara,Benfica,0,0,D,0,0,D,3.75,3.25,1.82,3.8,3.1,1.8,3.75,3.25,1.8,,,,3.4,3.15,1.9
P1,06/04/02,Farense,Porto,0,3,A,0,1,A,5.1,3.45,1.56,4.4,3.3,1.65,5,3.4,1.571,,,,4.6,3.4,1.6
P1,07/04/02,Gil Vicente,Belenenses,3,2,H,2,1,H,2.5,3,2.55,2.4,3.1,2.4,2.6,3.25,2.3,,,,2.8,3.2,2.15
P1,07/04/02,Pacos Ferreira,Varzim,0,0,D,0,0,D,1.73,3.4,4,1.7,3.3,4,1.727,3.25,4.2,,,,1.75,3,4.3
P1,07/04/02,Sp Lisbon,Maritimo,4,0,H,2,0,H,1.3,4.3,8,1.25,4.5,9,1.333,4,8,,,,1.35,3.9,7
P1,07/04/02,Leiria,Alverca,2,1,H,1,0,H,1.55,3.6,5,1.55,3.4,4.6,1.6,3.4,4.75,,,,1.6,3.6,4.25
P1,07/04/02,Guimaraes,Beira Mar,0,0,D,0,0,D,1.72,3.3,4.2,1.75,3.2,4,1.75,3.25,4,,,,1.9,3,3.6
P1,08/04/02,Sp Braga,Setubal,1,1,D,1,0,H,1.77,3.25,4,1.75,3.2,4,1.8,3.25,3.8,,,,1.9,3,3.6
P1,12/04/02,Maritimo,Boavista,0,0,D,0,0,D,3.65,3.4,1.8,3.5,3.1,1.9,3.5,3.4,1.833,,,,3.3,3.3,1.9
P1,13/04/02,Porto,Guimaraes,3,0,H,2,0,H,1.28,4.4,8.5,1.25,4.5,9,1.3,4.333,8,1.3,4.333,8,1.28,4.3,8
P1,13/04/02,Varzim,Sp Lisbon,1,3,A,0,1,A,4.65,3.6,1.58,4.6,3.4,1.6,4.6,3.5,1.6,4.5,3.5,1.615,4.25,3.6,1.61
P1,14/04/02,Alverca,Gil Vicente,1,4,A,1,1,D,2,3.15,3.3,1.9,3,3.2,,,,2.1,3.2,3,2,3.1,3.2
P1,14/04/02,Beira Mar,Sp Braga,4,2,H,3,2,H,1.95,3.1,3.4,2.1,2.9,3.2,1.909,3,3.6,1.909,3.1,3.6,1.9,3,3.6
P1,14/04/02,Belenenses,Farense,4,0,H,1,0,H,1.33,4.3,7.1,1.3,4.2,8,,,,1.333,4.333,7,1.33,4.25,6.5
P1,14/04/02,Benfica,Pacos Ferreira,4,0,H,2,0,H,1.3,4.4,7.8,1.3,4.2,8,1.3,4.333,8,1.333,4.333,7,1.35,4,7
P1,14/04/02,Salgueiros,Leiria,0,1,A,0,0,D,1.98,3.3,3.1,2,3,3,,,,,,,2,3.3,3
P1,14/04/02,Setubal,Santa Clara,3,2,H,1,0,H,1.74,3.2,4.25,1.7,3.2,4,1.727,3.25,4.2,1.8,3.25,3.75,1.7,3.1,4.5
P1,19/04/02,Guimaraes,Belenenses,2,1,H,1,1,D,2.4,3.15,2.55,2.4,3.1,2.4,2.4,3.2,2.5,2.375,3.1,2.6,2.3,3.1,2.65
P1,20/04/02,Boavista,Varzim,1,2,A,1,2,A,1.22,5.25,8.8,1.15,6,12,1.2,5,10,1.2,5,11,1.2,5,9.5
P1,20/04/02,Sp Braga,Porto,0,4,A,0,2,A,4,3.4,1.72,4,3.2,1.75,4.2,3.2,1.727,4.333,3.2,1.727,4.1,3.3,1.7
P1,21/04/02,Gil Vicente,Leiria,0,0,D,0,0,D,1.97,3.2,3.25,2.1,3,3,1.95,3.25,3.2,,,,2.1,3.1,3
P1,21/04/02,Pacos Ferreira,Setubal,1,0,H,1,0,H,1.95,3.2,3.35,2.1,3,3,1.909,3.2,3.5,1.909,3.1,3.6,1.95,3.15,3.25
P1,21/04/02,Santa Clara,Beira Mar,0,0,D,0,0,D,1.95,3,3.55,2,3,3.2,2,3.2,3.2,2,3,3.4,1.95,3.05,3.4
P1,21/04/02,Farense,Alverca,2,1,H,1,1,D,2.25,3.2,2.7,2,3,3.2,2.25,3.3,2.6,2.2,3.25,2.75,2.2,3,2.85
P1,21/04/02,Sp Lisbon,Benfica,1,1,D,0,0,D,1.73,3.35,4,1.85,3.1,3.6,1.8,3.25,3.75,1.833,3.2,3.75,1.83,3.2,3.75
P1,22/04/02,Maritimo,Salgueiros,4,0,H,3,0,H,1.7,3.5,4,1.75,3.3,3.6,1.667,3.5,4,,,,1.55,3.6,4.7
P1,26/04/02,Belenenses,Sp Braga,1,1,D,0,0,D,1.6,3.4,4.75,1.6,3.4,4.6,,,,1.571,3.5,5,,,
P1,27/04/02,Porto,Santa Clara,5,3,H,1,2,A,1.18,5.5,10.5,1.2,5,10,,,,1.167,5.5,12,,,
P1,27/04/02,Setubal,Sp Lisbon,2,2,D,2,1,H,5.5,3.8,1.47,4.4,3.3,1.65,,,,5.5,3.6,1.5,,,
P1,28/04/02,Beira Mar,Pacos Ferreira,0,2,A,0,1,A,1.85,3.15,3.7,2,3,3.3,,,,2,3.2,3.2,,,
P1,28/04/02,Gil Vicente,Salgueiros,3,2,H,2,0,H,2.1,3.5,2.75,,,,,,,,,,,,
P1,28/04/02,Benfica,Boavista,2,1,H,0,1,A,2.12,3.1,3,1.9,3.1,3.5,,,,2.2,3.1,2.875,,,
P1,28/04/02,Leiria,Farense,4,1,H,2,1,H,1.3,4.5,7.25,1.35,4,6.5,,,,1.333,4,8,,,
P1,28/04/02,Varzim,Maritimo,0,1,A,0,1,A,1.8,3.4,3.6,,,,,,,1.909,3.25,3.4,,,
P1,29/04/02,Alverca,Guimaraes,3,2,H,1,1,D,2.45,3.1,2.52,2.4,3.1,2.4,,,,,,,2.35,3.2,2.55
P1,05/05/02,Boavista,Setubal,4,1,H,2,1,H,1.17,5.75,10,1.15,6,12,1.167,5.5,10,1.2,5.5,9,1.2,5,10
P1,05/05/02,Maritimo,Benfica,3,2,H,0,1,A,3.2,3.2,2,3.2,3.1,2,3.25,3.3,1.909,,,,3,3.3,2
P1,05/05/02,Pacos Ferreira,Porto,1,2,A,1,1,D,5,3.65,1.53,5,3.9,1.45,5,3.4,1.571,5,3.25,1.615,5,3.2,1.6
P1,05/05/02,Salgueiros,Varzim,2,1,H,1,1,D,1.9,3.3,3.35,1.85,3,3.3,,,,,,,2,3.2,3.1
P1,05/05/02,Santa Clara,Belenenses,2,3,A,2,0,H,2.5,3,2.55,2.4,3.1,2.4,2.5,3,2.5,2.5,3.1,2.5,2.4,3.1,2.5
P1,05/05/02,Sp Braga,Alverca,5,3,H,3,0,H,1.43,3.8,6.1,1.45,3.8,5.4,,,,1.4,3.75,7,1.45,3.7,5.75
P1,05/05/02,Farense,Gil Vicente,3,2,H,1,2,A,2.1,3.1,3.05,2,3,3.3,,,,2.3,3.1,2.7,2.3,3.2,2.6
P1,05/05/02,Sp Lisbon,Beira Mar,2,1,H,1,0,H,1.23,5,8.6,1.25,4.5,9,,,,1.286,4.5,8,1.3,4.5,7
P1,05/05/02,Guimaraes,Leiria,2,4,A,2,1,H,2.15,3.05,3,2.3,3,2.7,2.2,3.25,2.7,2.2,3,3,2.15,3.2,2.8
