Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Ricardo Pierre-Louis,CLB,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Brandon Tyler,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Gerson Mayen,SLV,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Dane Murphy,DC,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Brandon Manzonelli,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
David Roth,NY,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Gordon Kljestan,NY,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Kwame Sarkodie,COL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Stanley Nyazamba,CLB,M,0,0,0,0,0,0,0,0/0,0.0,0.0
James Georgeff,HOU,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Mikel Arce,SJ,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Matthew Britner,NE,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Greg Curry,SJ,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Michael Ghebru,SJ,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Scott Bolkan,LA,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Vardan Adzemian,LA,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Kilian Elkinson,TOR,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Matt Hatzke,SJ,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Ricky Schramm,NY,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Adam Sloustcher,SJ,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Sainey Touray,NY,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Yomby William,KC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Michael Palacio,NY,M-F,0,0,0,0,0,0,0,0/0,0.0,0.0
Dustin Kirby,RSL,D,1,0,3,0,0,0,0,0/0,0.0,0.0
Israel Sesay,LA,F,2,0,5,0,0,0,0,0/0,0.0,0.0
Mike Munoz,LA,M,1,0,9,0,0,0,0,0/0,0.0,0.0
Cory Elenio,CLB,M,1,0,9,0,0,0,0,0/0,0.0,0.0
Jamie Watson,DAL,M,1,0,11,0,0,0,0,0/0,0.0,0.0
Ben Olsen,DC,M,1,0,15,0,0,0,0,0/0,0.0,0.0
Jamil Roberts,SJ,D,1,0,16,0,0,0,0,0/0,0.0,0.0
Brek Shea,VAN,M-F,2,0,17,0,0,0,0,0/0,0.0,0.0
Ciaran O'Brien,COL,M,1,0,19,0,0,0,0,0/0,0.0,0.0
Joe Germanese,NE,M,1,0,20,0,0,0,0,0/0,0.0,0.0
Andrea Lombardo,TOR,F,1,0,26,0,0,0,0,0/0,0.0,0.0
Derek Gaudet,TOR,F,1,0,27,0,0,0,0,0/0,0.0,0.0
Greg Dalby,COL,M,3,0,28,0,0,0,0,0/0,0.0,0.0
Julian Valentin,LA,D,1,1,54,0,0,0,0,0/0,0.0,0.0
Lance Watson,KC,D,3,1,59,0,0,0,0,0/0,0.0,0.0
Austin Washington,CHI,D,1,1,60,0,0,0,0,0/0,0.0,0.0
Michael Gavin,LA,D,2,1,69,0,0,0,0,0/0,0.0,0.0
Andrew Peterson,CLB,D,1,1,69,0,0,0,0,0/0,0.0,0.0
Brian Plotkin,CHI,M,1,1,90,0,0,0,0,0/0,0.0,0.0
David Horst,RSL,D,1,1,90,0,0,0,0,0/0,0.0,0.0
Cesar Zambrano,COL,M,1,1,90,0,0,0,0,0/0,0.0,0.0
Rick Titus,TOR,D,1,1,90,0,0,0,0,0/0,0.0,0.0
Diaz Kambere,TOR,D,1,1,90,0,0,0,0,0/0,0.0,0.0
Lider Marmol,CHI,D,2,1,94,0,0,0,0,0/0,0.0,0.0
Tyler Hemming,TOR,M,3,1,97,0,0,0,0,0/0,0.0,0.0
Adam Smarte,SJ,F,3,1,104,0,0,0,0,0/0,0.0,0.0
Nathan Sturgis,RSL,M,3,2,118,0,0,0,0,0/0,0.0,0.0
Michael Zaher,DC,D,3,2,124,0,0,0,0,0/0,0.0,0.0
Dasan Robinson,CHI,D,5,1,132,0,0,0,0,0/0,0.0,0.0
Eduardo Dominguez,LA,D,3,2,155,0,0,0,0,0/0,0.0,0.0
Chase Hilgenbrinck,NE,D,4,1,186,0,0,0,0,0/0,0.0,0.0
Pat Carroll,DC,D,4,3,186,0,0,0,0,0/0,0.0,0.0
C.J. Brown,CHI,D,3,2,194,0,0,0,0,0/0,0.0,0.0
Olivier Tebily,TOR,D,4,3,234,0,0,0,0,0/0,0.0,0.0
Anthony Wallace,DAL,D,5,4,259,0,0,0,0,0/0,0.0,0.0
Rafael Gomes,COL,D,7,2,282,0,1,0,0,0/0,0.0,0.0
Gary Flood,NE,M,5,2,295,0,0,0,0,0/0,0.0,0.0
Chris Pozniak,CHV,D,4,3,311,0,0,0,0,0/0,0.0,0.0
Chris Tierney,NE,D-M,6,4,340,0,1,0,0,0/0,0.0,0.0
Matt Marquess,KC,D,5,4,381,0,1,0,0,0/0,0.0,0.0
Nick Garcia,SJ,D,24,24,2151,0,2,0,0,0/0,0.0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
