Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Nikolas Besagno,RSL,M,0,0,0,0,0,0,0,0,0,0,0,0
Erik Ustruck,HOU,F,0,0,0,0,0,0,0,0,0,0,0,0
Nick Hatzke,HOU,M,0,0,0,0,0,0,0,0,0,0,0,0
Alex Yi,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
David Wagenfuhr,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
Mike Chabala,HOU,D,0,0,0,0,0,0,0,0,0,0,0,0
John Michael Hayden,HOU,M,0,0,0,0,0,0,0,0,0,0,0,0
Dan Gargan,CHV,D,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Daniels,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
Nico Colaluca,COL,M,0,0,0,0,0,0,0,0,0,0,0,0
Michael Kraus,KC,M-F,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Burns,CLB,M,0,0,0,0,0,0,0,0,0,0,0,0
Tim Ward,COL,D,0,0,0,0,0,0,0,0,0,0,0,0
Justin Moose,DC,M,0,0,0,0,0,0,0,0,0,0,0,0
Ryan McMahen,KC,M,0,0,0,0,0,0,0,0,0,0,0,0
Guy-Roland Kpene,HOU,F,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Carroll,DC,M-D,0,0,0,0,0,0,0,0,0,0,0,0
Dustin Kirby,RSL,D,1,0,3,0,0,0,0,0,0,0,0,0
Mike Munoz,LA,M,1,0,9,0,0,0,0,0,0,0,0,0
Cory Elenio,CLB,M,1,0,9,0,0,0,0,0,0,0,0,0
Gabe Gala,TOR,M,1,0,12,0,0,1,1,0,1,0,0,0
Jamil Roberts,SJ,D,1,0,16,0,0,0,0,0,0,0,0,0
Joe Germanese,NE,M,1,0,20,0,0,0,0,0,0,0,0,0
Andrea Lombardo,TOR,F,1,0,26,0,0,0,0,0,0,0,0,0
Derek Gaudet,TOR,F,1,0,27,0,0,0,0,0,0,0,0,0
Greg Dalby,COL,M,3,0,28,0,0,0,0,0,0,0,0,0
Chris Megaloudis,NY,F,1,0,35,0,0,2,2,0,0,1,0,0
Nelson Pizarro,KC,M,3,0,40,0,0,1,0,0,0,2,0,0
Chase Wileman,DAL,M,2,0,47,0,1,1,0,0,0,0,0,0
Anthony Hamilton,CHV,F,5,0,47,0,0,1,0,0,0,0,0,0
Julian Valentin,LA,D,1,1,54,0,0,0,0,0,1,0,0,0
Austin Washington,CHI,D,1,1,60,0,0,0,0,0,1,0,0,0
Argenis Fernandez,NE,F,2,0,61,0,0,1,1,0,3,0,0,0
Michael Gavin,LA,D,2,1,69,0,0,0,0,0,0,0,0,0
David Horst,RSL,D,1,1,90,0,0,0,0,0,2,0,0,0
Rick Titus,TOR,D,1,1,90,0,0,0,0,0,0,0,0,0
Diaz Kambere,TOR,D,1,1,90,0,0,0,0,0,0,0,0,0
Tim Regan,TOR,D,1,1,90,0,0,1,0,0,0,0,0,0
Brian Plotkin,CHI,M,1,1,90,0,0,0,0,0,0,0,0,0
Lider Marmol,CHI,D,2,1,94,0,0,0,0,0,1,0,0,0
Nicolas Hernandez,CLB,F,5,1,110,0,0,1,0,0,0,0,0,0
Peguero Jean Philippe,SJ,F,3,1,122,0,0,2,0,0,2,0,0,0
Kraig Chiles,CHV,M,5,2,195,0,1,2,1,0,3,1,0,0
Ryan Cordeiro,DC,M,8,1,207,0,1,7,2,0,1,0,0,0
Rafael Gomes,COL,D,7,2,282,0,1,0,0,0,7,0,0,0
Matt Marquess,KC,D,5,4,381,0,1,0,0,0,3,0,0,0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
