Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Abdoulie Mansally,NE,D,1,0,14,0,0,0,0,0/0,0.0,0.0
Ryan Junge,CLB,D,1,0,15,0,0,0,0,0/0,0.0,0.0
Bryan Byrne,NE,M,1,0,19,0,0,0,0,0/0,0.0,0.0
Jed Zayner,CLB,D,2,0,20,0,0,0,0,0/0,0.0,0.0
Lance Watson,KC,D,2,0,23,0,0,0,0,0/0,0.0,0.0
Will John,KC,M-F,3,0,26,0,0,0,0,0/0,0.0,0.0
Kenny Cutler,RSL,M,2,0,32,0,0,0,0,0/0,0.0,0.0
Mike Caso,LA,F,1,1,45,0,0,0,0,0/0,0.0,0.0
Jordan Russolillo,CHI,D,2,1,46,0,0,0,0,0/0,0.0,0.0
Daniel Osorno,COL,M,3,0,55,0,0,0,0,0/0,0.0,0.0
Joe Franchino,NE,M,3,0,57,0,0,0,0,0/0,0.0,0.0
Nick LaBrocca,COL,M,2.0,1.0,67.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Anthony Wallace,DAL,D,1.0,1.0,69.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Andrew Peterson,CLB,D,1.0,1.0,75.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Dustin Kirby,RSL,D,1.0,1.0,79.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Nikolas Besagno,RSL,M,2.0,1.0,88.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Michael Dello-Russo,DAL,D-M,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Blake Wagner,DAL,D-M,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Kasali Yinka Casal,DC,M,4.0,0.0,104.0,0.0,1.0,0.0,0.0,0/0,0.0,0.0
Tim Regan,NY,D,3.0,2.0,142.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Stephen Keel,COL,D,4.0,1.0,177.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Ian Russell,LA,D,3.0,3.0,193.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Gary Flood,NE,M,5.0,2.0,197.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Taylor Graham,NY,D,5.0,3.0,335.0,0.0,1.0,0.0,0.0,0/0,0.0,0.0
Aaron Hohlbein,KC,D,5.0,4.0,360.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Jason Hernandez,CHV,D,21.0,9.0,929.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Willis Forko,RSL,D,12.0,12.0,990.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Ante Jazic,LA,D,18.0,16.0,1397.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Carlos Mendes,NY,D,23.0,19.0,1709.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Stephen Wondolowski,nan,D,nan,nan,nan,nan,nan,nan,nan,/,0.0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
