Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA
F2,03/03/01,Martigues,Laval,1,3,A,1,1,D,2.55,2.7,2.7,2.2,2.7,2.9
F2,03/03/01,Montpellier,Le Havre,1,0,H,0,0,D,1.6,3.1,5.5,1.6,2.9,4.7
F2,03/03/01,Niort,Nice,2,2,D,1,0,H,1.5,3.3,6.4,1.45,3,6
F2,09/03/01,Beauvais,Nancy,1,1,D,1,0,H,,,,,,
F2,16/03/01,Lorient,Montpellier,2,1,H,2,1,H,2.28,2.75,3.05,2.3,2.7,2.7
F2,16/03/01,Nancy,Ajaccio,2,0,H,1,0,H,1.53,3.2,6.2,1.6,3,4.5
F2,16/03/01,Wasquehal,Sochaux,1,1,D,0,0,D,2.95,2.65,2.4,2.6,2.7,2.4
F2,17/03/01,Beauvais,Caen,0,1,A,0,0,D,2.05,2.7,3.68,2,2.7,3.2
F2,17/03/01,Creteil,Martigues,0,0,D,0,0,D,2.03,2.7,3.72,2,2.7,3.2
F2,17/03/01,Gueugnon,Angers,2,0,H,1,0,H,1.5,3.25,6.5,1.5,3,5.5
F2,17/03/01,Laval,Cannes,2,1,H,0,1,A,1.48,3.3,6.6,1.5,3,5.5
F2,17/03/01,Le Havre,Le Mans,3,0,H,0,0,D,1.85,2.8,4.3,1.7,2.7,4.5
F2,17/03/01,Nice,Chateauroux,1,4,A,0,3,A,2.37,2.7,2.95,2.1,2.7,3.1
F2,17/03/01,Nimes,Niort,2,1,H,0,0,D,2.32,2.7,3.05,2.1,2.7,3.1
F2,21/03/01,Sochaux,Nancy,1,1,D,0,0,D,1.7,3.1,4.5,1.7,2.9,4
F2,23/03/01,Ajaccio,Caen,1,0,H,0,0,D,1.85,2.85,4.1,1.8,2.7,3.9
F2,23/03/01,Angers,Laval,1,0,H,1,0,H,3.35,2.8,2.1,2.9,2.9,2.1
F2,23/03/01,Cannes,Wasquehal,0,0,D,0,0,D,2.05,2.8,3.45,1.9,2.7,3.5
F2,23/03/01,Chateauroux,Nimes,1,1,D,0,1,A,1.85,2.8,4.25,1.8,2.7,3.9
F2,23/03/01,Le Mans,Creteil,2,1,H,2,1,H,1.95,2.65,4.1,1.9,2.7,3.5
F2,23/03/01,Martigues,Nice,0,1,A,0,0,D,1.95,2.75,3.85,1.75,2.8,4
F2,23/03/01,Montpellier,Gueugnon,5,0,H,1,0,H,1.55,3.1,6,1.5,3.2,5
F2,23/03/01,Niort,Beauvais,1,1,D,1,0,H,1.7,2.9,5,1.65,2.9,4.4
F2,27/03/01,Creteil,Angers,1,1,D,1,0,H,1.6,3,5.45,1.65,2.9,4.3
F2,27/03/01,Gueugnon,Sochaux,1,1,D,1,1,D,2.8,2.65,2.45,2.5,2.7,2.5
F2,27/03/01,Laval,Chateauroux,0,2,A,0,2,A,1.85,2.85,4.05,1.7,2.8,4.3
F2,27/03/01,Lorient,Cannes,4,0,H,3,0,H,1.37,3.6,7.5,1.4,3.2,6.2
F2,27/03/01,Nancy,Montpellier,0,3,A,0,2,A,2.1,2.8,3.25,2.2,2.7,2.9
F2,27/03/01,Nice,Le Mans,1,1,D,0,0,D,1.95,2.7,3.9,2,2.6,3.4
F2,27/03/01,Nimes,Ajaccio,1,0,H,0,0,D,1.75,2.85,4.65,1.8,2.6,4
F2,27/03/01,Wasquehal,Le Havre,0,1,A,0,0,D,2.1,2.7,3.45,2.3,2.6,2.8
F2,28/03/01,Caen,Niort,1,2,A,1,1,D,2.3,2.8,2.85,2.4,2.6,2.7
F2,03/04/01,Chateauroux,Le Havre,3,1,H,3,1,H,1.9,2.85,3.85,1.9,2.7,3.5
F2,07/04/01,Ajaccio,Beauvais,2,0,H,1,0,H,2,2.7,3.9,1.75,2.8,4
F2,07/04/01,Angers,Nice,0,0,D,0,0,D,2.3,2.7,3.1,2.2,2.7,2.9
F2,07/04/01,Cannes,Creteil,4,2,H,1,2,A,2.15,2.65,3.5,2.2,2.7,2.9
F2,07/04/01,Chateauroux,Caen,0,1,A,0,1,A,1.65,3,5.25,,,
F2,07/04/01,Le Havre,Nancy,1,0,H,0,0,D,2.35,2.65,3.1,2.2,2.8,2.8
F2,07/04/01,Le Mans,Niort,2,1,H,1,0,H,2.45,2.6,3,2.3,2.6,2.8
F2,07/04/01,Lorient,Gueugnon,1,4,A,0,1,A,1.52,3.15,6.5,1.6,3,4.5
F2,07/04/01,Martigues,Nimes,1,0,H,0,0,D,2.45,2.6,2.97,,,
F2,07/04/01,Montpellier,Wasquehal,2,1,H,0,0,D,1.37,3.7,7.75,1.35,3.5,7
F2,08/04/01,Sochaux,Laval,2,0,H,1,0,H,1.55,3.15,6,1.5,3.4,4.7
F2,13/04/01,Nancy,Lorient,0,1,A,0,1,A,2.32,2.7,3.1,2.3,2.7,2.7
F2,14/04/01,Beauvais,Martigues,3,1,H,1,1,D,2.1,2.65,3.65,2.1,2.6,3.2
F2,14/04/01,Creteil,Sochaux,1,0,H,0,0,D,2.97,2.6,2.47,,,
F2,14/04/01,Gueugnon,Le Havre,1,2,A,1,1,D,2.2,2.7,3.35,2.1,2.7,3.1
F2,14/04/01,Laval,Montpellier,0,0,D,0,0,D,2.5,2.7,2.85,2.3,2.7,2.7
F2,14/04/01,Nice,Cannes,2,0,H,0,0,D,1.73,2.9,5,1.8,2.8,3.7
F2,14/04/01,Nimes,Le Mans,3,1,H,1,0,H,1.8,2.8,4.7,1.8,2.7,3.9
F2,14/04/01,Niort,Ajaccio,4,3,H,2,2,D,1.65,3,5.35,1.65,3,4
F2,14/04/01,Wasquehal,Chateauroux,3,1,H,3,1,H,2.5,2.7,2.8,,,
F2,20/04/01,Beauvais,Angers,1,1,D,1,1,D,1.6,3,5.9,,,
F2,20/04/01,Caen,Martigues,1,2,A,0,1,A,2,2.7,3.85,2.1,2.7,3.2
F2,20/04/01,Chateauroux,Gueugnon,1,1,D,1,0,H,2.05,2.8,3.55,2,2.8,3.1
F2,20/04/01,Le Havre,Lorient,1,1,D,1,1,D,2.6,2.6,2.75,,,
F2,27/04/01,Montpellier,Creteil,1,1,D,0,1,A,1.45,3.5,6.5,1.5,3,5.3
F2,28/04/01,Angers,Nimes,3,0,H,0,0,D,2.65,2.72,2.6,2.4,2.7,2.6
F2,28/04/01,Cannes,Beauvais,0,1,A,0,0,D,2.35,2.75,2.95,2.3,2.7,2.7
F2,28/04/01,Chateauroux,Ajaccio,2,2,D,0,2,A,1.75,3,4.45,,,
F2,28/04/01,Gueugnon,Nancy,1,1,D,1,1,D,2.3,2.75,3.02,2,2.7,3.2
F2,28/04/01,Le Havre,Laval,3,1,H,2,1,H,2,2.85,3.6,1.85,2.9,3.4
F2,28/04/01,Le Mans,Caen,1,1,D,0,0,D,2,2.85,3.6,2.2,2.7,2.9
F2,28/04/01,Lorient,Wasquehal,2,0,H,1,0,H,1.55,3.3,5.55,,,
F2,28/04/01,Martigues,Niort,1,1,D,0,0,D,2.15,2.85,3.2,,,
F2,28/04/01,Sochaux,Nice,5,1,H,2,0,H,1.45,3.55,6.35,,,
F2,11/05/01,Ajaccio,Martigues,1,0,H,0,0,D,1.92,2.8,4,1.75,2.9,3.8
F2,11/05/01,Beauvais,Sochaux,1,2,A,0,1,A,2.8,2.6,2.58,2.6,2.6,2.5
F2,11/05/01,Caen,Angers,4,0,H,1,0,H,1.4,3.75,6.75,1.4,3.2,6.5
F2,11/05/01,Creteil,Le Havre,2,0,H,0,0,D,1.72,3.2,4.25,,,
F2,11/05/01,Laval,Lorient,1,2,A,1,1,D,2.57,2.7,2.7,,,
F2,11/05/01,Nancy,Le Mans,0,0,D,0,0,D,1.95,2.95,3.6,1.9,2.9,3.2
F2,11/05/01,Nice,Montpellier,2,1,H,2,1,H,2.35,2.7,3,2.6,2.7,2.4
F2,11/05/01,Nimes,Cannes,4,3,H,2,1,H,1.45,3.6,6.2,1.35,3.8,6.2
F2,11/05/01,Niort,Chateauroux,2,0,H,1,0,H,2,2.85,3.6,2.2,2.7,2.9
F2,11/05/01,Wasquehal,Gueugnon,2,1,H,0,1,A,1.65,3.25,4.65,,,
F2,18/05/01,Angers,Niort,2,0,H,1,0,H,2.7,3,2.35,,,
F2,18/05/01,Cannes,Caen,2,0,H,0,0,D,2.35,2.7,3,,,
F2,18/05/01,Gueugnon,Laval,2,0,H,1,0,H,2,2.85,3.6,,,
F2,18/05/01,Le Havre,Nice,1,0,H,1,0,H,1.7,3.05,4.7,1.7,3.1,3.8
F2,18/05/01,Le Mans,Ajaccio,1,1,D,0,0,D,1.95,2.85,3.8,1.85,3,3.3
F2,18/05/01,Lorient,Creteil,3,1,H,2,0,H,1.42,3.6,7,1.25,4.3,8
F2,18/05/01,Martigues,Chateauroux,0,1,A,0,1,A,2.3,2.9,2.85,,,
F2,18/05/01,Montpellier,Beauvais,0,1,A,0,0,D,1.5,3.3,6.4,1.45,3.5,5
F2,18/05/01,Nancy,Wasquehal,0,2,A,0,0,D,1.75,2.85,4.8,,,
F2,18/05/01,Sochaux,Nimes,4,1,H,4,0,H,1.43,3.5,7,1.3,4,7
