Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Gabe Gala,TOR,M,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cory Elenio,CLB,M,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tino Nunez,RSL,F,3.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddie Robinson,HOU,D,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
Francis Doe,DC,F,2.0,0.0,40.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
John DiRaimondo,COL,M,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johann Smith,TOR,M,4.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kevin Souter,KC,M,1.0,1.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walter Garcia,NY,D,1.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Chris Albright,NE,D,1.0,1.0,90.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Danny Szetela,DC,M,4.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Alvaro Sanchez,DAL,F-M,3.0,2.0,197.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0
Lawson Vaughn,CHV,D,3.0,2.0,225.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jarrod Smith,nan,F,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mike Fucito,nan,F,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
