Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Eddie Robinson,HOU,D,1,0,30,0,0,0,0,0/0,0.0,0.0
Erik Ustruck,HOU,F,2,0,40,0,0,0,0,0/0,0.0,0.0
John DiRaimondo,COL,M,1,1,45,0,0,0,0,0/0,0.0,0.0
Johann Smith,TOR,M,4,0,47,0,0,0,0,0/0,0.0,0.0
Kevin Souter,KC,M,1,1,61,0,0,0,0,0/0,0.0,0.0
Walter Garcia,NY,D,1,0,81,0,0,0,0,0/0,0.0,0.0
Matt Marquess,KC,D,1,1,85,0,0,0,0,0/0,0.0,0.0
David Horst,RSL,D,2,1,86,0,0,0,0,0/0,0.0,0.0
Ty Harden,COL,D,7,1,87,0,0,0,0,0/0,0.0,0.0
Danny Szetela,DC,M,4,1,97,0,0,0,0,0/0,0.0,0.0
Brandon Barklage,DC,D,4,1,98,0,0,0,0,0/0,0.0,0.0
Alex Grendi,CLB,M,3,1,127,0,1,0,0,0/0,0.0,0.0
Kurt Morsink,KC,M,5.0,2.0,154.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Michael Dello-Russo,DAL,D-M,2.0,2.0,162.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Jim Curtin,CHV,D,3.0,2.0,164.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Leo Krupnik,NY,D,3.0,2.0,204.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Lawson Vaughn,CHV,D,3.0,2.0,225.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Amadou Sanyang,TOR,D,7.0,3.0,311.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Avery John,DC,D,6.0,3.0,348.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Greg Janicki,DC,D,7.0,5.0,422.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Devon McTavish,DC,D,11.0,5.0,431.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Emmanuel Gomez,TOR,D,9.0,6.0,491.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Ryan Cochrane,HOU,D,8.0,6.0,549.0,0.0,2.0,0.0,0.0,0/0,0.0,0.0
Carlos Mendes,NY,D,12.0,11.0,868.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Leonardo González,SEA,D,11.0,11.0,979.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Jason Hernandez,SJ,D,16.0,16.0,1403.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Nick Garcia,SJ,D,25.0,25.0,2205.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Darrius Barnes,NE,D,30.0,30.0,2700.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Mike Fucito,nan,F,nan,nan,nan,nan,nan,nan,nan,/,0.0,0.0
Jarrod Smith,nan,F,nan,nan,nan,nan,nan,nan,nan,/,0.0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
